Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
0,947502636818993152,0,0,2017-12-31 16:20:07,Vous voulez en savoir plus long sur la recherche scientifique à l’origine de notre vidéo des célébrations de ? Jetez-y un coup d’oeil : 2,"['#Canada150', '#AgCan']",['https://t.co/54mF9vlT7'],Vous voulez en savoir plus long sur la recherche scientifique origine de notre des brations de Jetez un coup oeil,"['Vous', 'voulez', 'en', 'savoir', 'plus', 'long', 'sur', 'la', 'recherche', 'scientifique', 'origine', 'de', 'notre', 'des', 'brations', 'de', 'Jetez', 'un', 'coup', 'oeil']","[u'vous', u'voulez', 'en', u'savoir', u'plus', u'long', u'sur', 'la', u'recherch', u'scientifiqu', u'origin', 'de', u'notr', u'des', u'bration', 'de', u'jetez', 'un', u'coup', u'oeil']"
1,947482702550315008,0,0,2017-12-31 15:00:54,Voici notre gazouillis ou message le plus populaire de la dernière année concernant !,['#Canada150'],['https://t.co/PeWJVVrJFS'],Voici notre gazouillis ou message le plus populaire de la concernant,"['Voici', 'notre', 'gazouillis', 'ou', 'message', 'le', 'plus', 'populaire', 'de', 'la', 'concernant']","[u'voici', u'notr', u'gazouilli', 'ou', u'messag', 'le', u'plus', u'populair', 'de', 'la', u'concern']"
2,947474974939459584,0,0,2017-12-31 14:30:11,"tire peut-être à sa fin, mais n’oubliez pas que ce n’était qu’un début! U",['#Canada150'],['https://t.co/qSD8LDPQw'],tire peut sa fin mais oubliez pas que ce tait un,"['tire', 'peut', 'sa', 'fin', 'mais', 'oubliez', 'pas', 'que', 'ce', 'tait', 'un']","[u'tire', u'peut', 'sa', u'fin', u'mai', u'oubliez', u'pas', u'que', 'ce', u'tait', 'un']"
3,947137736984682496,0,0,2017-12-30 16:10:08,Notre chercheur a découvert une nouvelle souche bactérienne qui aide à combattre les maladies fongiques! Elle a été nommée en l’honneur de :,"['#Canada150', '#AgCan']","['https://t.co/u9TseBRTpl', 'https://t.co/EveN9iBfx6']",Notre chercheur couvert une nouvelle souche rienne qui aide combattre les maladies fongiques Elle en honneur de,"['Notre', 'chercheur', 'couvert', 'une', 'nouvelle', 'souche', 'rienne', 'qui', 'aide', 'combattre', 'les', 'maladies', 'fongiques', 'Elle', 'en', 'honneur', 'de']","[u'notr', u'chercheur', u'couvert', u'une', u'nouvell', u'souch', u'rienn', u'qui', u'aid', u'combattr', u'les', u'maladi', u'fongiqu', u'ell', 'en', u'honneur', 'de']"
4,947120288684232705,0,0,2017-12-30 15:00:48,Le compte à rebours vers commence avec nos meilleurs messages ou gazouillis de la dernière année concernant ! Voici le numéro :,['#Canada150'],['https://t.co/wWZ3HrHgwk'],Le compte rebours vers commence avec nos meilleurs messages ou gazouillis de la concernant Voici le ro,"['Le', 'compte', 'rebours', 'vers', 'commence', 'avec', 'nos', 'meilleurs', 'messages', 'ou', 'gazouillis', 'de', 'la', 'concernant', 'Voici', 'le', 'ro']","['le', u'compt', u'rebour', u'ver', u'commenc', u'avec', u'nos', u'meilleur', u'messag', 'ou', u'gazouilli', 'de', 'la', u'concern', u'voici', 'le', 'ro']"
5,946797997903491072,0,0,2017-12-29 17:40:08,Un objectif clé du consiste à appuyer un secteur dynamique et en constante évolution.,"['#PartenariatCanAg', '#AgCan']","['https://t.co/ktR7ttLjZs', 'https://t.co/wrHB2jos8K']",Un objectif du consiste appuyer un secteur dynamique et en constante volution,"['Un', 'objectif', 'du', 'consiste', 'appuyer', 'un', 'secteur', 'dynamique', 'et', 'en', 'constante', 'volution']","['un', u'objectif', 'du', u'consist', u'appuy', 'un', u'secteur', u'dynamiqu', 'et', 'en', u'constant', u'volut']"
6,946791705419894784,0,0,2017-12-29 17:15:07,Il y a quelque kiosques disponibles au sein du au salon Gulfood qui se déroulera en février. Contactez MAS-SAM.GC.CA,['#pavillonduCanada'],['https://t.co/Zy1O11MYbO'],Il quelque kiosques disponibles au sein du au salon Gulfood qui se roulera en vrier Contactez MAS SAM GC CA,"['Il', 'quelque', 'kiosques', 'disponibles', 'au', 'sein', 'du', 'au', 'salon', 'Gulfood', 'qui', 'se', 'roulera', 'en', 'vrier', 'Contactez', 'MAS', 'SAM', 'GC', 'CA']","['il', u'quelqu', u'kiosqu', u'dispon', 'au', u'sein', 'du', 'au', u'salon', u'gulfood', u'qui', 'se', u'roulera', 'en', u'vrier', u'contactez', u'mas', u'sam', 'gc', 'ca']"
7,946781636103983104,0,0,2017-12-29 16:35:07,"Le mois de la tire à sa fin, mais nos chercheurs continuent d’étudier des technologies de culture en serre – une des clés du développement de l’ dans le Nord!","['#ScienceArctique', '#AgCan']","['https://t.co/lnHEl7dmIO', 'https://t.co/4sq1yxeiFh']",Le mois de la tire sa fin mais nos chercheurs continuent tudier des technologies de culture en serre une des du veloppement de dans le Nord,"['Le', 'mois', 'de', 'la', 'tire', 'sa', 'fin', 'mais', 'nos', 'chercheurs', 'continuent', 'tudier', 'des', 'technologies', 'de', 'culture', 'en', 'serre', 'une', 'des', 'du', 'veloppement', 'de', 'dans', 'le', 'Nord']","['le', u'moi', 'de', 'la', u'tire', 'sa', u'fin', u'mai', u'nos', u'chercheur', u'continu', u'tudier', u'des', u'technolog', 'de', u'cultur', 'en', u'serr', u'une', u'des', 'du', u'velopp', 'de', u'dan', 'le', u'nord']"
8,946774107856752641,0,0,2017-12-29 16:05:12,Vous cherchez une recette pour le jour de l’An? Essayez notre saumon grillé à la compote de petits fruits :,['#AgCan'],"['https://t.co/C88z8MZb7I', 'https://t.co/G6Zm15tweG']",Vous cherchez une recette pour le jour de Essayez notre saumon la compote de petits fruits,"['Vous', 'cherchez', 'une', 'recette', 'pour', 'le', 'jour', 'de', 'Essayez', 'notre', 'saumon', 'la', 'compote', 'de', 'petits', 'fruits']","[u'vous', u'cherchez', u'une', u'recett', u'pour', 'le', u'jour', 'de', u'essayez', u'notr', u'saumon', 'la', u'compot', 'de', u'petit', u'fruit']"
9,946765364049993729,0,0,2017-12-29 15:30:27,Les méthodes modernes aident à conserver la fraîcheur de nos aliments pendant l’hiver : 2,['#AgCan'],"['https://t.co/FXYBeahmho', 'https://t.co/KIxS6ayZA']",Les thodes modernes aident conserver la cheur de nos aliments pendant hiver,"['Les', 'thodes', 'modernes', 'aident', 'conserver', 'la', 'cheur', 'de', 'nos', 'aliments', 'pendant', 'hiver']","[u'les', u'thode', u'modern', u'aident', u'conserv', 'la', u'cheur', 'de', u'nos', u'aliment', u'pendant', u'hiver']"
