,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
3106,0,883120228472315_1168600633257605,2017-02-09 10:10:11,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1168600633257605/?type=3,Canadian researchers are helping reduce greenhouse gas emissions from cows. Find out how. http://ow.ly/67Xi308QixN,Canadian researchers are helping reduce greenhouse gas emissions from cows. Find out how.,[],2077.0,1539.0,5452,10780,Environmental,"['canadian', 'greenhouse_gas', 'emission']",en,0.05339751912883031,positive,CanadianAgriculture_facebook
3107,1,883120228472315_1168625373255131,2017-02-09 10:50:17,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1168625373255131/?type=3,Canada produces a lot of maple syrup! Learn all about this Canadian icon. http://ow.ly/oKiN308OBQ5,Canada produces a lot of maple syrup! Learn all about this Canadian icon.,[],267.0,1678.0,7988,10761,Social,"['maple', 'canadian']",en,0.19477726239845367,positive,CanadianAgriculture_facebook
3108,2,883120228472315_1168515283266140,2017-02-09 08:25:11,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1168515283266140/?type=3,DYK wheat can be used to create makeup and golf tees? Learn more about Canada's top crop. http://ow.ly/ACgQ308R6gX,DYK wheat can be used to create makeup and golf tees? Learn more about Canada's top crop.,[],403.0,872.0,5141,6802,Social,['dyk'],en,0.0,neutral,CanadianAgriculture_facebook
3109,3,883120228472315_1168458146605187,2017-02-09 07:10:15,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1168458146605187/?type=3,Canadian scientists help extend the shelf life and freshness of apples. Find out how: http://ow.ly/C8ib308OA4s,Canadian scientists help extend the shelf life and freshness of apples. Find out how:,[],480.0,831.0,4890,6686,Social,"['canadian', 'scientist']",en,0.0,neutral,CanadianAgriculture_facebook
3110,4,883120228472315_1167946449989690,2017-02-08 16:07:20,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1167946449989690/?type=3,Lycopene gives the tomato its red colour. Find out why our researchers are studying it. http://ow.ly/DXmn308OBu1,Lycopene gives the tomato its red colour. Find out why our researchers are studying it. u1,[],314.0,899.0,4981,6463,Environmental,['tomato'],en,0.0,neutral,CanadianAgriculture_facebook
3112,6,883120228472315_1167969256654076,2017-02-08 16:50:12,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1167969256654076/?type=3,Our researchers are studying the flavours in Canadian maple products. Find out why. http://ow.ly/TCoh308OAtN,Our researchers are studying the flavours in Canadian maple products. Find out why.,[],770.0,997.0,3973,6107,Social,"['canadian', 'maple']",en,0.0,neutral,CanadianAgriculture_facebook
38322,7,137563459593611_1615165075166768,2017-02-06 12:39:11,https://www.facebook.com/BanffNP/photos/a.327032723995910.83820.256686371030546/1444997272199444/?type=3,"From Elk Island National Park to Banff National Park, the bison are now home again among the mountains.","From Elk Island National Park to Banff National Park, the bison are now home again among the mountains.",[],113.0,0.0,4428,5148,Environmental,"['park', 'park', 'home', 'mountain']",en,0.13807836488420502,positive,ParksCanada_facebook
38125,222,2017-02-10_14-39-39,2017-02-10 14:39:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c364e6cd407fa387255afcd6bcc9deb8/5ADCEC62/t51.2885-15/e35/16584805_247772829006528_1838026753197473792_n.jpg,"Kootenay national park is a place of unique contrasts, from icy mountain rivers to steamy hot springs. Not only can you admire this ️️, you can also visit exhibits at the Kootenay national park Visitor Centre illuminating the fascinating cultural and natural heritage of the park and the Columbia Valley – with a special focus on local Ktunaxa First Nations culture. Thanks for the photo ",Kootenay national park place unique contrasts icy mountain rivers steamy hot springs nNot admire WinterWonderland also visit exhibits Kootenay national park Visitor Centre illuminating fascinating cultural natural heritage park Columbia Valley special focus local Ktunaxa First Nations culture nThanks photo stevint wilderness travel themountainiscalling keepitwild explore explorebc explorecanada canada KootenayNP parkscanada canada150,"[""winterwonderland"",""wilderness"",""travel"",""themountainiscalling"",""keepitwild"",""explore"",""explorebc"",""explorecanada"",""canada"",""kootenaynp"",""parkscanada"",""canada150""]",23.0,,2318,2341,Environmental,"['park', 'mountain', 'river', 'park', 'natural', 'heritage', 'park', 'local', 'culture', 'photo']",en,0.17329545454545456,positive,parks.canada_instagram
38368,53,137563459593611_1624103447606264,2017-02-15 11:00:18,https://www.facebook.com/ParksCanada/photos/a.1624102620939680.1073741919.137563459593611/1624103447606264/?type=3,"To celebrate the 150th anniversary of Confederation in 2017, Parks Canada invites Canadians to experience nature and learn more about our history. This photo album commemorating National Flag Day shows the pride and gratefulness we feel in all of Canada’s national parks, national marine conservation areas and national historic sites! These are special moments that were captured by various teams across Canada! Happy National Flag Day, Canada!","To celebrate the th anniversary of Confederation in , Parks Canada invites Canadians to eerience nature and learn more about our history. This photo album commemorating National Flag Day shows the pride and gratefulness we feel in all of Canada’s national parks, national marine conservation areas and national historic sites! These are special moments that were captured by various teams across Canada! Happy National Flag Day, Canada!",[],35.0,288.0,1702,2174,Environmental,"['nature', 'nature', 'history', 'photo', 'park', 'marine', 'conservation']",en,0.2356475619612069,positive,ParksCanada_facebook
38171,268,2017-02-12_15-20-34,2017-02-12 15:20:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/653b591eff39c09f9ca212a93a2975bf/5AF50B36/t51.2885-15/e35/16583146_1834727763453214_6846125153395408896_n.jpg,"A fun little throwback to last fall by . Remember when it wasn’t minus °C, and °C weather felt really cold? Nonetheless, we love our cold winters in beautiful Yoho national park!",fun little throwback last fall Picobac Remember minus 10 weather felt really cold Nonetheless love cold winters beautiful Yoho national park adventure travel beautifuldestinations explorecanada explorebc parkscanada canada150 winterwonderland YohoNP YNP,"[""adventure"",""travel"",""beautifuldestinations"",""explorecanada"",""explorebc"",""parkscanada"",""canada150"",""winterwonderland"",""yohonp"",""ynp""]",14.0,,1944,1958,Environmental,"['weather', 'winter']",en,0.13794642857142858,positive,parks.canada_instagram
