,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
31,370233926766473_397068097416389,2017-12-21 12:17:18,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397068097416389/,"Aujourd’hui, c’est le solstice d’hiver qui marque la journée la plus courte de l’année. Pour réduire votre consommation d’énergie, organisez une soirée douillette aux chandelles, sortez des jeux de société et profitez de bons moments bien mérités en famille!","Aujourd’hui, c’est le solstice d’hiver qui marque la journée la plus courte de l’année. Pour réduire votre consommation d’énergie, organisez une soirée douillette aux chandelles, sortez des jeux de société et profitez de bons moments bien mérités en famille!",[],0,0,2,0,0,0,0,0,0,0,2,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['ami', 'famille']",neutral
32,370233926766473_378866875903178,2017-11-10 06:58:35,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/378866822569850/?type=3,"Quatrième arrêt de la tournée #CampusClimat avec la ministre de l’Environnement et Changement climatique, Catherine McKenna. Elle a parlé lors de l'événement Innovation Jam - Ottawa Sustainability Challenge de Student Energy Carleton à Carleton University (Official). Les étudiants jouent un rôle très important dans la création de solutions novatrices pour lutter contre les changements climatiques.","Quatrième arrêt de la tournée avec la ministre de l’Environnement et Changement climatique, Catherine McKenna. Elle a parlé lors de l'événement Innovation Jam - Ottawa Sustainability Challenge de Student Energy Carleton à Carleton University (Official). Les étudiants jouent un rôle très important dans la création de solutions novatrices pour lutter contre les changements climatiques.",['#CampusClimat'],2,0,0,2,0,0,0,0,0,0,2,Economical,fr,0.0,EnvironnementetChangementclimatique_facebook,"['novatrice', 'import', 'energy', 'ministre', 'innovation']",neutral
33,370233926766473_382077462248786,2017-11-18 14:16:52,https://www.facebook.com/EnvironnementetChangementclimatique/videos/382077462248786/,"Rencontrez Anne Marie Arko, une étudiante d'Environnement et Changement climatique Canada qui a travaillé étroitement avec l'équipe de négociation du Canada pour mobiliser l'action climatique à la Convention-cadre des Nations Unies sur les changements climatiques (COP23) à Bonn, en Allemagne. Le Canada soutient les jeunes qui prennent des mesures pour adresser le changement climatique. Les jeunes sont essentiel dans la lutte contre les changements climatiques. Nous avons besoin de leurs idées et solutions innovatrices pour aider à bâtir un Canada plus propre et plus prospère pour les générations à venir.","Rencontrez Anne Marie Arko, une étudiante d'Environnement et Changement climatique Canada qui a travaillé étroitement avec l'équipe de négociation du Canada pour mobiliser l'action climatique à la Convention-cadre des Nations Unies sur les changements climatiques (COP23) à Bonn, en Allemagne. Le Canada soutient les jeunes qui prennent des mesures pour adresser le changement climatique. Les jeunes sont essentiel dans la lutte contre les changements climatiques. Nous avons besoin de leurs idées et solutions innovatrices pour aider à bâtir un Canada plus propre et plus prospère pour les générations à venir.",[],2,0,0,2,0,0,0,0,0,0,2,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'cop23', 'changement climatique', 'ice', 'propre']",neutral
34,370233926766473_391796324610233,2017-12-09 16:51:54,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391796324610233/?type=3,"Environnement et Changement climatique Canada célèbre la première année du plan canadien pour lutter contre le changement climatique et faire croître l’économie! Nous avons fait beaucoup de progrès cette année, mais il reste du travail à faire pour s’assurer que nous maintiendrons la planète en santé pour nos enfants et petits-enfants.

Voyez notre premier rapport sur les progrès : http://ow.ly/sSop30h7ygj","Environnement et Changement climatique Canada célèbre la première année du plan canadien pour lutter contre le changement climatique et faire croître l’économie! Nous avons fait beaucoup de progrès cette année, mais il reste du travail à faire pour s’assurer que nous maintiendrons la planète en santé pour nos enfants et petits-enfants. Voyez notre premier rapport sur les progrès :",[],2,0,0,2,0,0,0,0,0,0,2,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'changement climatique', 'air', 'eau', 'or']",neutral
35,370233926766473_397080630748469,2017-12-21 12:48:10,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397080630748469/,"La saison des Fêtes génère plus de déchets que tout autre période de l’année. Que ferez-vous cette année pour réduire la quantité de déchets que vous produisez?

Voici de simples gestes quotidiens qui vous aideront à réduire votre impact sur l’environnement : http://ow.ly/8X6p30hnrrM",La saison des Fêtes génère plus de déchets que tout autre période de l’année. Que ferez-vous cette année pour réduire la quantité de déchets que vous produisez? Voici de simples gestes quotidiens qui vous aideront à réduire votre impact sur l’environnement :,[],0,0,2,0,0,0,0,0,0,0,2,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,['environnement'],neutral
36,370233926766473_393062707816928,2017-12-13 16:00:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/393062707816928/,"Nous créons des emplois verts bien rémunérés pour assurer une économie prospère et durable pour les générations à venir. 
http://ow.ly/iqeP30hboL9",Nous créons des emplois verts bien rémunérés pour assurer une économie prospère et durable pour les générations à venir. 9,[],1,0,1,0,1,0,0,0,0,0,2,Economical,fr,0.0,EnvironnementetChangementclimatique_facebook,"['emplois verts', 'emplois']",neutral
37,370233926766473_393512181105314,2017-12-13 14:55:01,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/393512181105314/?type=3,"Comme décembre est le mois de la #ScienceArctique, nous soulignons le mérite des scientifiques d’Environnement et Changement climatique Canada qui travaillent dans le Nord et dont les recherches contribuent à améliorer la compréhension des menaces qui pèsent sur les écosystèmes de l’Arctique.

Rob, qui étudie les ours blancs dans l’Arctique circumpolaire, travaille de concert avec des chasseurs inuits afin de déterminer les effets des produits chimiques contaminants sur la santé des ours blancs. http://ow.ly/Bvs130hcWJS","Comme décembre est le mois de la , nous soulignons le mérite des scientifiques d’Environnement et Changement climatique Canada qui travaillent dans le Nord et dont les recherches contribuent à améliorer la compréhension des menaces qui pèsent sur les écosystèmes de l’Arctique. Rob, qui étudie les ours blancs dans l’Arctique circumpolaire, travaille de concert avec des chasseurs inuits afin de déterminer les effets des produits chimiques contaminants sur la santé des ours blancs.",['#ScienceArctique'],2,0,0,1,1,0,0,0,0,0,2,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'or', 'changement climatique', 'climat', 'air']",neutral
38,370233926766473_390275148095684,2017-12-06 12:35:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390275148095684/,#CanadaenChine – #WoodlandBiofuels 🇨🇦 se spécialise en carburant propre et #renouvelable au moyen de la biomasse des déchets pour produire de l’éthanol à faible coût. http://ow.ly/GZOB30h3uhn #ActionClimatique,– 🇨🇦 se spécialise en carburant propre et au moyen de la biomasse des déchets pour produire de l’éthanol à faible coût.,"['#CanadaenChine', '#WoodlandBiofuels', '#renouvelable', '#ActionClimatique']",0,0,2,0,0,0,0,0,0,0,2,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['propre', 'biomasse', 'biomass']",neutral
39,370233926766473_391158818007317,2017-12-08 11:33:27,https://www.facebook.com/EnvironnementetChangementclimatique/videos/391158818007317/,#CanadaEnChine – l’entreprise 🇨🇦 du Centre international CCS connaissances se spécialise dans l’accélération du déploiement mondial du captage et du stockage de carbone pour gérer les gaz à effet de serre. http://ow.ly/nd5I30h6l6u,– l’entreprise 🇨🇦 du Centre international CCS connaissances se spécialise dans l’accélération du déploiement mondial du captage et du stockage de carbone pour gérer les gaz à effet de serre. u,['#CanadaEnChine'],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['carbon', 'gaz']",neutral
40,370233926766473_390669668056232,2017-12-07 09:46:10,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390669668056232/,"La ministre de l’Environnement et du Changement climatique, Catherine McKenna a visité la Chine dans le cadre de la mission commerciale #CanadaEnChine sur les #TechnologiesPropres.","La ministre de l’Environnement et du Changement climatique, Catherine McKenna a visité la Chine dans le cadre de la mission commerciale sur les .","['#CanadaEnChine', '#TechnologiesPropres']",1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'changement climatique', 'climat', 'mer']",neutral
41,370233926766473_390784191378113,2017-12-07 15:35:23,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390784191378113/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 AUG Signals se spécialise dans le traitement des données de surveillance de l’#eau de source et l’eau potable. http://ow.ly/mJZe30h5fAW,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 AUG Signals se spécialise dans le traitement des données de surveillance de l’ de source et l’eau potable.,"['#CanadaEnChine', '#TechnologiesPropres', '#eau']",0,0,1,0,0,0,0,0,0,0,1,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['eau potable', 'mer']",neutral
42,370233926766473_391246081331924,2017-12-08 13:46:30,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391246081331924/?type=3,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦  Energy Saving Products Ltd. se spécialise en purificateurs d’air qui maintiennent des normes élevées de qualité de l’air dans de grands espaces : http://ow.ly/XUQ730h6wP4 #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Energy Saving Products Ltd. se spécialise en purificateurs d’air qui maintiennent des normes élevées de qualité de l’air dans de grands espaces :,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['mer', 'or', 'air']",neutral
43,370233926766473_390816041374928,2017-12-07 18:25:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390816041374928/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦  Energy Saving Products Ltd. se spécialise en purificateurs d’air qui maintiennent des normes élevées de qualité de l’air dans de grands espaces : http://ow.ly/UGme30h5rGz #ActionClimat,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Energy Saving Products Ltd. se spécialise en purificateurs d’air qui maintiennent des normes élevées de qualité de l’air dans de grands espaces :,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimat']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['mer', 'or', 'air']",neutral
44,370233926766473_391264711330061,2017-12-08 14:54:09,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391264711330061/?type=3,"Les enjeux mondiaux, tels que les changements climatiques, nécessitent des solutions d’envergure mondiale. La ministre McKenna a discuté avec l’envoyé spécial Xie Zhenhua de la possibilité d’une collaboration plus significative pour mettre en œuvre l’Accord de Paris, l’action climatique et la croissance propre.","Les enjeux mondiaux, tels que les changements climatiques, nécessitent des solutions d’envergure mondiale. La ministre McKenna a discuté avec l’envoyé spécial Xie Zhenhua de la possibilité d’une collaboration plus significative pour mettre en œuvre l’Accord de Paris, l’action climatique et la croissance propre.",[],0,0,1,0,0,0,0,0,0,0,1,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['collaboration', 'changement', 'change']",neutral
45,370233926766473_391333451323187,2017-12-08 19:02:34,https://www.facebook.com/EnvironnementetChangementclimatique/videos/391333451323187/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 Solstice Canada Corp. se spécialise en nettoyage du sol. http://ow.ly/nTNJ30h70u2,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Solstice Canada Corp. se spécialise en nettoyage du sol. 0u2,"['#CanadaEnChine', '#TechnologiesPropres']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['or', 'ice', 'mer']",neutral
46,370233926766473_391347981321734,2017-12-08 19:51:11,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391347981321734/?type=3,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 GHGSat Inc.  se spécialise dans la mesure des gaz à effet de serre au moyen de la technologie par satellite. http://ow.ly/fHSC30h72g2 #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 GHGSat Inc. se spécialise dans la mesure des gaz à effet de serre au moyen de la technologie par satellite. 2,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['technologie', 'gaz', 'mer']",neutral
47,370233926766473_390329968090202,2017-12-06 15:06:59,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/390329968090202/?type=3,La mission commercial #CanadaEnChine ouvre la voie à de nouveaux partenariats entre les entreprises 🇨🇦 et 🇨🇳. Ces entreprises hissent les #TechnologiesPropres canadiennes à un tout autre niveau. http://ow.ly/A4vA30h47Wq,La mission commercial ouvre la voie à de nouveaux partenariats entre les entreprises 🇨🇦 et 🇨🇳. Ces entreprises hissent les canadiennes à un tout autre niveau.,"['#CanadaEnChine', '#TechnologiesPropres']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['eau', 'mer']",neutral
48,370233926766473_390705441385988,2017-12-07 11:18:27,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390705441385988/,"La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a assisté au lancement de la nouvelle chaîne de montage de  Broad-Ocean. Grâce à un accord de transfert de technologie, d’octroi de licence et d’approvisionnement, les moteurs à pile combustible de Ballard seront assemblés par Broad-Ocean dans 3 villes chinoises. Ballard est un autre exemple d’entreprise canadienne qui commercialise et exporte des technologies d’énergie propre novatrices utilisées en  Chine. La technologie zéro-émissions de la pile à combustible est un moyen de lutter contre les changements climatiques et d’améliorer la qualité de l’air. Ballard Power Systems http://ow.ly/XDnL30h4TkH","La ministre de l’Environnement et du Changement climatique, Catherine McKenna, a assisté au lancement de la nouvelle chaîne de montage de Broad-Ocean. Grâce à un accord de transfert de technologie, d’octroi de licence et d’approvisionnement, les moteurs à pile combustible de Ballard seront assemblés par Broad-Ocean dans villes chinoises. Ballard est un autre exemple d’entreprise canadienne qui commercialise et erte des technologies d’énergie propre novatrices utilisées en Chine. La technologie zéro-émissions de la pile à combustible est un moyen de lutter contre les changements climatiques et d’améliorer la qualité de l’air. Ballard Power Systems",[],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'changement climatique', 'ice', 'air', 'mer', 'propre', 'technologie', 'or']",neutral
49,370233926766473_386275945162271,2017-11-27 16:39:36,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/386275871828945/?type=3,"La semaine dernière, Dr Vitali Fioletov, un scientifique d’Environnement et Changement climatique Canada, a reçu un Prix Ozone au cours de la 29e réunion des Parties du Protocole de Montréal. Il a été reconnu pour son étude des fluctuations de la couche d’ozone et leurs répercussions sur l’exposition au rayonnement ultraviolet. Les Prix Ozone visent à reconnaître les personnes, groupes et organisations qui ont démontré un engagement et une contribution remarquables aux réalisations et aux progrès accomplis dans le cadre du Protocole de Montréal au cours des dix dernières années. Pour en apprendre davantage au sujet de Dr  Fioletov : http://ow.ly/T6kQ30gQPJw","La semaine dernière, Dr Vitali Fioletov, un scientifique d’Environnement et Changement climatique Canada, a reçu un Prix Ozone au cours de la e réunion des Parties du Protocole de Montréal. Il a été reconnu pour son étude des fluctuations de la couche d’ozone et leurs répercussions sur l’eition au rayonnement ultraviolet. Les Prix Ozone visent à reconnaître les personnes, groupes et organisations qui ont démontré un engagement et une contribution remarquables aux réalisations et aux progrès accomplis dans le cadre du Protocole de Montréal au cours des dix dernières années. Pour en apprendre davantage au sujet de Dr Fioletov :",[],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'changement climatique', 'climat', 'or']",neutral
50,370233926766473_390248664764999,2017-12-06 10:45:57,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/390248664764999/?type=3,"La ministre de l’Environnement et du Changement climatique, Catherine McKenna, utilise un moyen de transport écologique lors de sa mission commerciale sur les #TechnologiesPropres en Chine! Le commerce international du Canada - Affaires mondiales Canada","La ministre de l’Environnement et du Changement climatique, Catherine McKenna, utilise un moyen de transport écologique lors de sa mission commerciale sur les en Chine! Le commerce international du Canada - Affaires mondiales Canada",['#TechnologiesPropres'],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'changement climatique', 'air', 'mer', 'or']",neutral
51,370233926766473_389475144842351,2017-12-04 18:27:40,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/389475144842351/?type=3,"Le Canada est un leader en matière de climat et nous sommes prêts à faire des affaires, à faire du monde un endroit plus durable! Nous sommes ici avec des entreprises #TechPropre canadiennes et prêts à brasser des affaires en Chine. Le commerce international du Canada - Affaires mondiales Canada","Le Canada est un leader en matière de climat et nous sommes prêts à faire des affaires, à faire du monde un endroit plus durable! Nous sommes ici avec des entreprises canadiennes et prêts à brasser des affaires en Chine. Le commerce international du Canada - Affaires mondiales Canada",['#TechPropre'],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['durable', 'mer', 'climat', 'air']",neutral
52,370233926766473_387546288368570,2017-11-30 15:16:33,https://www.facebook.com/EnvironnementetChangementclimatique/videos/387546288368570/,"Les changements climatiques touchent nos trésors naturels comme les Monts-Torngat. Paul Smith, scientifique à Environnement et Changement climatique Canada, explique! http://ow.ly/XaVo30gVCQU","Les changements climatiques touchent nos trésors naturels comme les Monts-Torngat. Paul Smith, scientifique à Environnement et Changement climatique Canada, elique! U",[],0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'or', 'changement climatique', 'climat', 'nature']",neutral
53,370233926766473_387521548371044,2017-11-30 13:43:38,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/387521548371044/?type=3,Aidez vos enfants à s’intéresser à l’action climatique! Participez au jeu sur le site Climat jeunes : [www.climatjeunes.ca],Aidez vos enfants à s’intéresser à l’action climatique! Participez au jeu sur le site Climat jeunes : [],[],0,0,1,0,0,0,0,0,0,0,1,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['jeunes', 'enfants']",neutral
54,370233926766473_391575091299023,2017-12-09 07:31:31,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391575091299023/?type=3,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 Saltworks Technologies purifie l’eau utilisée dans les grandes usines pour qu’elle puisse être réutilisée! http://ow.ly/bOUb30h7gDD #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Saltworks Technologies purifie l’eau utilisée dans les grandes usines pour qu’elle puisse être réutilisée! DD,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['technologie', 'eau', 'or', 'mer']",neutral
55,370233926766473_384472302009302,2017-11-23 14:41:44,https://www.facebook.com/EnvironmentandClimateChange/videos/651779198544042/,Joignez-vous à nous EN DIRECT pour regarder une discussion d’experts sur la science qui a contribué à rétablir la couche d’ozone et à lutter contre les changements climatiques en vertu du Protocole de Montréal.,Joignez-vous à nous EN DIRECT pour regarder une discussion d’eerts sur la science qui a contribué à rétablir la couche d’ozone et à lutter contre les changements climatiques en vertu du Protocole de Montréal.,[],1,0,0,1,0,0,0,0,0,0,1,Social,fr,0.0,EnvironnementetChangementclimatique_facebook,"['changement', 'change']",neutral
56,370233926766473_384380238685175,2017-11-23 10:12:31,https://www.facebook.com/EnvironmentandClimateChange/videos/651674615221167/,"En ce moment : la ministre de l’Environnement et du Changement climatique, Catherine McKenna, prononce une allocution à la réunion du Protocole de Montréal.","En ce moment : la ministre de l’Environnement et du Changement climatique, Catherine McKenna, prononce une allocution à la réunion du Protocole de Montréal.",[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'changement climatique', 'climat']",neutral
57,370233926766473_384350595354806,2017-11-23 08:43:03,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/384139552042577/?type=3,,,[],1,0,0,1,0,0,0,0,0,0,1,unknown,tl,0.0,EnvironnementetChangementclimatique_facebook,,neutral
58,370233926766473_383662145423651,2017-11-21 16:01:21,https://www.facebook.com/EnvironnementetChangementclimatique/videos/383662145423651/,"Regardez l’ambassadeur du Canada en Allemagne et envoyé spécial auprès de l’Union européenne et de l’Europe, Stéphane Dion, prononcer la déclaration nationale du Canada à la COP23 le 16 novembre, réitérant les engagements du gouvernement du Canada à lutter contre le changement climatique et à diriger l'action climatique mondiale.","Regardez l’ambassadeur du Canada en Allemagne et envoyé spécial auprès de l’Union européenne et de l’Europe, Stéphane Dion, prononcer la déclaration nationale du Canada à la COP23 le novembre, réitérant les engagements du gouvernement du Canada à lutter contre le changement climatique et à diriger l'action climatique mondiale.",[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['cop23', 'changement climatique', 'climat']",neutral
59,370233926766473_383157142140818,2017-11-20 09:17:11,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/383157142140818/?type=3,Mettez-vous à l’écoute dès maintenant pour voir le très honorable Brian Mulroney et la ministre de l’Environnement et du Changement climatique Catherine McKenna prendre la parole à l’occasion de l’ouverture de la conférence internationale visant à protéger la couche d’ozone et à lutter contre les changements climatiques. EN DIRECT de Montréal!,Mettez-vous à l’écoute dès maintenant pour voir le très honorable Brian Mulroney et la ministre de l’Environnement et du Changement climatique Catherine McKenna prendre la parole à l’occasion de l’ouverture de la conférence internationale visant à protéger la couche d’ozone et à lutter contre les changements climatiques. EN DIRECT de Montréal!,[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'or', 'changement climatique', 'climat', 'vert']",neutral
60,370233926766473_382421822214350,2017-11-18 17:36:29,https://www.facebook.com/EnvironnementetChangementclimatique/videos/382421822214350/,"Lors de la première rencontre de l’Alliance : #ÉnergiserAuDelàDuCharbon, la ministre de l’Environnement et du Changement climatique du Canada, Catherine McKenna, et la ministre d’État du Changement climatique et de l’Industrie du Royaume-Uni, Claire Perry, ont été rejointes par des partenaires unis pour une croissance économique propre grâce à l’élimination progressive de l’électricité à partir du charbon traditionnel.

Les partenaires #ÉnergiserAuDelàDuCharbon sont d’accord sur le fait que l’élimination progressive d’électricité à partir de charbon traditionnel est l’étape la plus importante que la communauté internationale peut prendre afin d’atteindre les objectifs de l’Accord de Paris.","Lors de la première rencontre de l’Alliance : ÉnergiserAuDelàDuCharbon, la ministre de l’Environnement et du Changement climatique du Canada, Catherine McKenna, et la ministre d’État du Changement climatique et de l’Industrie du Royaume-Uni, Claire Perry, ont été rejointes par des partenaires unis pour une croissance économique propre grâce à l’élimination progressive de l’électricité à partir du charbon traditionnel. Les partenaires ÉnergiserAuDelàDuCharbon sont d’accord sur le fait que l’élimination progressive d’électricité à partir de charbon traditionnel est l’étape la plus importante que la communauté internationale peut prendre afin d’atteindre les objectifs de l’Accord de Paris.","['#', '#']",1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'changement climatique', 'air', 'propre', 'or']",neutral
61,370233926766473_381405128982686,2017-11-16 05:32:56,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/381405128982686/?type=3,"Suivez la page Environnement et Changement climatique sur Facebook à 5 h 45 HNE pour regarder en direct le Canada et le R.-U. accueillir des partenaires dans la nouvelle Alliance : Énergiser au-delà du charbon, dans la transition au-delà de l’électricité à partir du charbon traditionnel. http://ow.ly/zQjQ30gCdU4","Suivez la page Environnement et Changement climatique sur Facebook à h HNE pour regarder en direct le Canada et le R.-U. accueillir des partenaires dans la nouvelle Alliance : Énergiser au-delà du charbon, dans la transition au-delà de l’électricité à partir du charbon traditionnel.",[],0,1,0,0,0,0,0,0,0,0,1,Environmental,fr,-0.2833333333333333,EnvironnementetChangementclimatique_facebook,"['environnement', 'changement climatique', 'climat', 'air']",negative
62,370233926766473_380833999039799,2017-11-14 20:03:32,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/380833999039799/?type=3,"Félicitations à M. Bell et à son équipe de la Memorial University de Terre-Neuve, qui ont créé SmartICE. 

À la COP23 de la Conférence des Nations Unies sur les changements climatiques, ils ont reçu le trophée Solutions climat 2017 de l’ONU pour leurs travaux exceptionnels dans le domaine de l’adaptation aux changements climatiques. Ils ont mis au point un outil qui aide les peuples autochtones à s’adapter à l’amincissement de la glace de mer. L’outil fournit de l’information qui facilite la planification de trajets sûrs, réduisant ainsi les risques liés aux déplacements sur la glace. 

SmartICE montre comment, deux ans après l’adoption universelle de l’Accord de Paris, les mesures de lutte à l’échelle internationale se multiplient. http://ow.ly/Cpck30gAhON","Félicitations à M. Bell et à son équipe de la Memorial University de Terre-Neuve, qui ont créé SmartICE. À la COP23 de la Conférence des Nations Unies sur les changements climatiques, ils ont reçu le trophée Solutions climat de l’ONU pour leurs travaux exceptionnels dans le domaine de l’adaptation aux changements climatiques. Ils ont mis au point un outil qui aide les peuples autochtones à s’adapter à l’amincissement de la glace de mer. L’outil fournit de l’information qui facilite la planification de trajets sûrs, réduisant ainsi les risques liés aux déplacements sur la glace. SmartICE montre comment, deux ans après l’adoption universelle de l’Accord de Paris, les mesures de lutte à l’échelle internationale se multiplient.",[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['climat', 'cop23', 'ice', 'adaptation', 'mer', 'or']",neutral
63,370233926766473_380440822412450,2017-11-13 20:57:46,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/380440595745806/?type=3,"Le Canada joue un rôle actif et important au pays et à l’étranger afin de promouvoir la tarification du carbone. La ministre McKenna a coprésidé en compagnie du président de la Royal DSM, Feike Sijbesma, la dernière rencontre de la Coalition pour le leadership en matière de tarification du carbone composée de représentants des gouvernements, d’entreprises et d’autres intervenants du milieu de l’environnement, dans le but de montrer au monde les possibilités économiques et environnementales.

http://ow.ly/Lc7c30gyIxW","Le Canada joue un rôle actif et important au pays et à l’étranger afin de promouvoir la tarification du carbone. La ministre McKenna a coprésidé en compagnie du président de la Royal DSM, Feike Sijbesma, la dernière rencontre de la Coalition pour le leadership en matière de tarification du carbone composée de représentants des gouvernements, d’entreprises et d’autres intervenants du milieu de l’environnement, dans le but de montrer au monde les possibilités économiques et environnementales.",[],1,0,0,1,0,0,0,0,0,0,1,Environmental,fr,0.0,EnvironnementetChangementclimatique_facebook,"['carbon', 'tarification du carbone', 'or', 'environnement']",neutral
