Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,lemmatized_text,matched_keywords,category
383,882366505010307072,2017-07-04 22:32:23,[],"RT @GCC_CCG: Le NGCC #SirWilfridLaurier, en route pour les opérations #Arctique GCC, en appui des sciences et partenariats cette saison. Bo…",RT Le NGCC SirWilfridLaurier en route pour les rations Arctique GCC en appui des sciences et partenariats cette saison,"['#SirWilfridLaurier', '#Arctique']",4,0,4,Economical,fr,0.0,Neutral,MPO_Centre_tweeter,"['sirwilfridlaurier', 'arctique', 'ngcc', 'sirwilfridlaurier', 'route', 'les', 'ration', 'arctique', 'gcc', 'appui', 'science', 'partenariat', 'cette', 'saison']",['partenariat'],Economical
384,893222741394022404,2017-08-03 21:31:11,['https://t.c\xe2\x80\xa6'],RT @MPO_DFO: Le point de presse sur les baleines noires est maintenant terminé. Consultez notre site Web pour plus de détails : https://t.c…,RT Le point de presse sur les baleines noires est maintenant Consultez notre site Web pour plus de tails https,[],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['point', 'presse', 'les', 'baleine', 'noir', 'maintet', 'consultez', 'site', 'web', 'plus', 'tails', 'https']",[],unknown
385,750711034990718976,2016-07-06 15:20:32,['https://t.co/06YmqhbkTF'],#GCC est fière d'avoir fourni un soutien logistique pour la visite du @RCN_MRC  à #Cobourg.  Article (En anglais) https://t.co/06YmqhbkTF,GCC est avoir fourni un soutien logistique pour la visite du Cobourg Article En anglais https co 06YmqhbkTF,"['#GCC', '#Cobourg']",3,1,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['gcc', 'cobourg', 'gcc', 'avoir', 'fourni', 'soutien', 'logistique', 'visite', 'cobourg', 'article', 'anglais', 'https', '06ymqhbktf']",[],unknown
386,750720240502378497,2016-07-06 15:57:07,['https://t.co/PsAiuZSnRQ'],MPO est fier de participer à #OpNUNAKPUT. https://t.co/PsAiuZSnRQ,MPO est fier de participer OpNUNAKPUT https co PsAiuZSnRQ,['#OpNUNAKPUT'],2,2,4,unknown,ca,0.0,Neutral,MPO_Centre_tweeter,"['opnunakput', 'mpo', 'fier', 'participer', 'opnunakput', 'https', 'psaiuzsnrq']",[],unknown
387,828646946743209984,2017-02-06 16:50:02,[],RT @GCC_CCG: CO Thomas dit: « Le leadership est une question de valeurs et non de sexe. Décidez ce qui vous définit et soyez ce leader.» #L…,RT CO Thomas dit Le leadership est une question de valeurs et non de sexe cidez ce qui vous finit et soyez ce leader,['#L'],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['thomas', 'dit', 'leadership', 'question', 'valeur', 'non', 'sexe', 'cidez', 'finit', 'leader']",[],unknown
388,828274836745105409,2017-02-05 16:11:24,[],RT @Transports_gc: #PlanDeProtectionDesOcéans: Essai et application de techno d’intervention en cas de déversement le long de #NosCôtes htt…,RT ans Essai et application de techno intervention en cas de versement le long de tes,"['#PlanDeProtectionDesOc', '#NosC']",4,0,4,unknown,fr,-0.05,Neutral,MPO_Centre_tweeter,"['plandeprotectiondesoc', 'nosc', 'essai', 'application', 'techno', 'intervention', 'cas', 'versement', 'long']",[],unknown
389,751450430102704132,2016-07-08 16:18:38,['https://t.\xe2\x80\xa6'],RT @GCC_CCG: Vous aimez la mer? Travailler avec nous vous intéresse? Voyez ce que nous pouvons vous offrir (Collège ou carrière) https://t.…,RT Vous aimez la mer Travailler avec nous vous resse Voyez ce que nous pouvons vous offrir ge ou https,[],4,0,4,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['aimez', 'mer', 'travailler', 'resse', 'voyez', 'pouvons', 'offrir', 'https']",['mer'],Environmental
390,751453738833940481,2016-07-08 16:31:47,['https://t.co/U06gfRz13A'],L'équipage du NGCC Cape Hearne honoré d’escorter #HMCSKingston dans sa ville éponyme #partenaires @MRC_FMARA https://t.co/U06gfRz13A,quipage du NGCC Cape Hearne escorter HMCSKingston dans sa ville ponyme partenaires https co U06gfRz13A,"['#HMCSKingston', '#partenaires']",3,1,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['hmcskingston', 'partenaire', 'quipage', 'ngcc', 'cape', 'hearne', 'escorter', 'hmcskingston', 'ville', 'ponyme', 'partenaire', 'https', 'u06gfrz13a']",[],unknown
391,751496337657565184,2016-07-08 19:21:03,['https://t.co/eh0cZSdEXb'],"NGCC Cape Discovery, affecté au #LacHuron pour #RES, est à @mybayfield ce weekend. #sécuriténavigation https://t.co/eh0cZSdEXb",NGCC Cape Discovery au LacHuron pour RES est mybayfield ce weekend navigation https co eh0cZSdEXb,"['#LacHuron', '#RES', '#s']",2,2,4,unknown,en,0.0,Neutral,MPO_Centre_tweeter,"['lachuron', 'res', 'ngcc', 'cape', 'discovery', 'lachuron', 'res', 'mybayfield', 'weekend', 'navigation', 'https', 'eh0czsdexb']",[],unknown
392,892863666047127552,2017-08-02 21:44:21,['https://t.co/3z0d\xe2\x80\xa6'],"RT @GCC_CCG: Avec votre brevet d’officier et votre expérience en navigation, devenez coordonnateur de sauvetage maritime! https://t.co/3z0d…",RT Avec votre brevet officier et votre rience en navigation devenez coordonnateur de sauvetage maritime https co,[],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['brevet', 'officier', 'rience', 'navigation', 'devenez', 'coordonnateur', 'sauvetage', 'maritime', 'https']",[],unknown
393,786559770396327937,2016-10-13 13:30:37,['https://t.co/a1SlJDMCKv'],Belles photos ! Merci d'avoir partagé! @FrankReardon1 https://t.co/a1SlJDMCKv,Belles photos Merci avoir FrankReardon1 https co a1SlJDMCKv,[],1,3,4,unknown,it,0.0,Neutral,MPO_Centre_tweeter,"['beau', 'photo', 'merci', 'avoir', 'frankreardon1', 'https', 'a1sljdmckv']",[],unknown
394,807257218928230400,2016-12-09 16:14:53,"['https://t.co/dnTHAWSWR3', 'https://t.co/1VYR5CrJi']","Article (en anglais seulement) : construction de deux navires hydrographiques et de sondage de chenal. 
https://t.co/dnTHAWSWR3 https://t.co/1VYR5CrJid",Article anglais seulement construction deux navires hydrographiques sondage chenal https co dnTHAWSWR3 https co 1VYR5CrJid,[],3,1,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['article', 'anglais', 'seulement', 'construction', 'deux', 'navire', 'hydrographiques', 'sondage', 'chenal', 'https', 'dnthawswr3', 'https', '1vyr5crjid']",[],unknown
395,830809826305441792,2017-02-12 16:04:32,['https://t.c\xe2\x80\xa6'],"RT @GCC_CCG: #TravaillezDur, apprenez bcp, ayez du plaisir et obtenez un super emploi! Joignez-vous au #CollègeGCC maintenant : https://t.c…",RT TravaillezDur apprenez bcp ayez du plaisir et obtenez un super emploi Joignez vous au geGCC maintenant https,"['#TravaillezDur', '#Coll']",4,0,4,Economical,fr,0.4166666666666666,Positive,MPO_Centre_tweeter,"['travaillezdur', 'coll', 'travaillezdur', 'apprenez', 'bcp', 'plaisir', 'obtenez', 'super', 'emploi', 'joignez', 'gegcc', 'maintet', 'https']",['emploi'],Economical
396,762705024275345408,2016-08-08 17:40:22,['https://t.co/n4wgNdfkaV'],Merci à #GrandHaven Michigan pour l'accueil lors du festival de cette année #Partenaires @USCG https://t.co/n4wgNdfkaV,Merci GrandHaven Michigan pour accueil lors du festival de cette Partenaires USCG https co n4wgNdfkaV,"['#GrandHaven', '#Partenaires']",3,1,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['grandhaven', 'partenaire', 'merci', 'grandhaven', 'michigan', 'accueil', 'lors', 'festival', 'cette', 'partenaire', 'uscg', 'https', 'n4wgndfkav']",[],unknown
397,762284387077648384,2016-08-07 13:48:55,['https://t.co/7ZdA6eMJK5'],Partenariat: #GCC livre le nouveau bateau de patrouille de Conservation et Protection du #MPO à Iqaluit #Arctique https://t.co/7ZdA6eMJK5,Partenariat GCC livre le nouveau bateau de patrouille de Conservation et Protection du MPO Iqaluit Arctique https co 7ZdA6eMJK5,"['#GCC', '#MPO', '#Arctique']",4,0,4,Economical,fr,0.0,Neutral,MPO_Centre_tweeter,"['gcc', 'mpo', 'arctique', 'partenariat', 'gcc', 'livre', 'nouveau', 'bateau', 'patrouille', 'conservation', 'protection', 'mpo', 'iqaluit', 'arctique', 'https', '7zda6emjk5']","['partenariat', 'conservation']",Economical
398,762285047625940993,2016-08-07 13:51:32,['https://t.co/bJsPsXa0J'],Sécurisation de la barge à bord du NGCC #TerryFox après son utilisation dans la baie Frobisher. #Arctique https://t.co/bJsPsXa0J1,curisation de la barge bord du NGCC TerryFox son utilisation dans la baie Frobisher Arctique https co bJsPsXa0J1,"['#TerryFox', '#Arctique']",2,2,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['terryfox', 'arctique', 'curisation', 'barge', 'bord', 'ngcc', 'terryfox', 'utilisation', 'baie', 'frobisher', 'arctique', 'https', 'bjspsxa0j1']",[],unknown
399,905191486245007362,2017-09-05 22:10:42,[],"RT @JTFA_FOIA: Le point sur la navigation dans l’Arctique du Centre des opérations de la sûreté maritime (#COSM) du Canada, le September 1,…",RT Le point sur la navigation dans Arctique du Centre des rations de la maritime COSM du Canada le September,['#COSM'],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['cosm', 'point', 'navigation', 'arctique', 'centre', 'ration', 'maritime', 'cosm', 'canada', 'september']",[],unknown
400,905542804927078405,2017-09-06 21:26:43,[],RT @GCC_CCG: Nous sommes fière d’être à Reykjavik en Islande parmi 8 États membres pour le Forum de la Garde côtière de l'Arctique #Guardia…,RT Nous sommes Reykjavik en Islande parmi tats membres pour le Forum de la Garde de Arctique,['#Guardia'],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['guardia', 'reykjavik', 'islande', 'parmi', 'tats', 'membre', 'forum', 'garde', 'arctique']",[],unknown
401,762704679885271040,2016-08-08 17:39:00,['https://t.co/marPSrTFAO'],L'équipage du NGCC #ConstableCarrière dirige fièrement le défilé de navires durant le festival de #GrandHaven MI https://t.co/marPSrTFAO,quipage du NGCC dirige rement le de navires durant le festival de GrandHaven MI https co marPSrTFAO,"['#ConstableCarri', '#GrandHaven']",3,1,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['constablecarri', 'grandhaven', 'quipage', 'ngcc', 'dirige', 'rement', 'navire', 'durant', 'festival', 'grandhaven', 'https', 'marpsrtfao']",[],unknown
402,872791921445490688,2017-06-08 12:26:24,[],RT @MPO_Science: Joyeuse #JournéeMondialeOcéans! Merci à tous les scientifiques du MPO qui chaque jour aident à préserver nos #océans https…,RT Joyeuse ans Merci tous les scientifiques du MPO qui chaque jour aident server nos ans,"['#Journ', '#oc']",4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['journ', 'joyeuse', 'merci', 'tous', 'les', 'scientifique', 'mpo', 'chaque', 'jour', 'aident', 'server']",[],unknown
403,721066166542823425,2016-04-15 20:02:25,['https://t.co/TSsYTLxWRH'],Activités de #déglaçage du NGCC Samuel Risley sur le #Lac Supérieur en avril 2015 @GCC_CCG https://t.co/TSsYTLxWRH,de age du NGCC Samuel Risley sur le Lac rieur en avril 2015 https co TSsYTLxWRH,"['#d', '#Lac']",2,2,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['lac', 'age', 'ngcc', 'samuel', 'risley', 'lac', 'rieur', 'avril', '2015', 'https', 'tssytlxwrh']",[],unknown
404,905088446234071040,2017-09-05 15:21:15,[],"RT @JTFA_FOIA: Bravo Zulu à tous #PartenairesSAR pour leurs contributions, 19 navires civils ont rejoint la recherche @GOVofNUNAVUT @GCC_CC…",RT Bravo Zulu tous PartenairesSAR pour leurs contributions 19 navires civils ont rejoint la recherche GOVofNUNAVUT,['#PartenairesSAR'],4,0,4,Social,fr,0.0,Neutral,MPO_Centre_tweeter,"['partenairessar', 'bravo', 'zulu', 'tous', 'partenairessar', 'leurs', 'contribution', 'navire', 'civil', 'rejoint', 'recherche', 'govofnunavut']",['civil'],Social
405,905909837069987840,2017-09-07 21:45:10,['https://t.\xe2\x80\xa6'],RT @MPO_DFO: Dre. Caroline Fox @DalScience se joint à #ParlonsBaleines sur FB direct du navire @canada_c3 : 18h @museedelanature https://t.…,RT Dre Caroline Fox DalScience se joint ParlonsBaleines sur FB direct du navire 18h museedelanature https,['#ParlonsBaleines'],4,0,4,unknown,fr,0.1,Neutral,MPO_Centre_tweeter,"['parlonsbaleines', 'dre', 'caroline', 'fox', 'dalscience', 'joint', 'parlonsbaleines', 'direct', 'navire', '18h', 'museedelanature', 'https']",[],unknown
406,824974932979417095,2017-01-27 13:38:45,['https://t.co/lDZMLOKNeF'],La séance comprendra présentation de trente minutes soulignant avantages de devenir un bénévole à la @CCGACA https://t.co/lDZMLOKNeF,La ance comprendra sentation de trente minutes soulignant avantages de devenir un vole la CCGACA https co lDZMLOKNeF,[],3,1,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['ance', 'comprendra', 'sentation', 'trente', 'minute', 'souligt', 'avantage', 'devenir', 'vole', 'ccgaca', 'https', 'ldzmloknef']",[],unknown
407,907319230042959874,2017-09-11 19:05:36,"['https://t.co/sOd5uX1Tpb', 'https://t.co/\xe2\x80\xa6']",RT @GCC_CCG: Contribuez à la protection de nos eaux en signalant tout incident de pollution marine : https://t.co/sOd5uX1Tpb. https://t.co/…,RT Contribuez la protection de nos eaux en signalant tout incident de pollution marine https co sOd5uX1Tpb https co,[],4,0,4,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['contribuez', 'protection', 'eau', 'signalant', 'tout', 'incident', 'pollution', 'marine', 'https', 'sod5ux1tpb', 'https']","['eau', 'pollution', 'marine']",Environmental
408,871118365129093121,2017-06-03 21:36:17,['https://t.co/OWzA5bDAQO'],RT @GCC_CCG: C’est la graduation du Collège GCC! Félicitations à tous les diplômés. Bienvenue à bord! #GCCFière https://t.co/OWzA5bDAQO,RT est la graduation du ge GCC licitations tous les Bienvenue bord https co OWzA5bDAQO,['#GCCFi'],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['gccfi', 'graduation', 'gcc', 'licitation', 'tous', 'les', 'bienvenue', 'bord', 'https', 'owza5bdaqo']",[],unknown
409,743863627543945217,2016-06-17 17:51:23,['https://t.co/n43bQEQKfJ'],Un moment pour célébrer la #SNFP à bord du NGCC Griffon sur le fleuve Saint-Laurent https://t.co/n43bQEQKfJ,Un moment pour brer la SNFP bord du NGCC Griffon sur le fleuve Saint Laurent https co n43bQEQKfJ,['#SNFP'],3,1,4,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['snfp', 'moment', 'brer', 'snfp', 'bord', 'ngcc', 'griffon', 'fleuve', 'saint', 'laurent', 'https', 'n43bqeqkfj']",['fleuve'],Environmental
410,765571429052125184,2016-08-16 15:30:26,['https://t.co/HhD\xe2\x80\xa6'],RT @GCC_CCG: #Collège #GCC a reçu l’accréditation de @ForcesCanada pour enseigner la mécanique maritime @RCN_MRC #GCCFière https://t.co/HhD…,RT ge GCC ditation de ForcesCanada pour enseigner la canique maritime https co,"['#Coll', '#GCC', '#GCCFi']",4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['coll', 'gcc', 'gccfi', 'gcc', 'ditation', 'forcescanada', 'enseigner', 'canique', 'maritime', 'https']",[],unknown
411,799785292450373632,2016-11-19 01:24:07,['https://t.co/knkxMSIEhW'],RT @MPO_MAR: Le NGCC Louis S. St-Laurent décharge à #Halifax après son voyage dans l'Arctique https://t.co/knkxMSIEhW,RT Le NGCC Louis St Laurent charge Halifax son voyage dans Arctique https co knkxMSIEhW,['#Halifax'],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['halifax', 'ngcc', 'louis', 'laurent', 'charge', 'halifax', 'voyage', 'arctique', 'https', 'knkxmsiehw']",[],unknown
412,762283912529862656,2016-08-07 13:47:01,['https://t.co/0p7FFm1L9V'],Opérations avec l'hélicoptère au dernier changement d’équipage du NGCC #TerryFox et NGCC #HenryLarsen. #Arctique https://t.co/0p7FFm1L9V,rations avec au dernier changement quipage du NGCC TerryFox et NGCC HenryLarsen Arctique https co 0p7FFm1L9V,"['#TerryFox', '#HenryLarsen', '#Arctique']",3,1,4,Social,fr,0.0,Neutral,MPO_Centre_tweeter,"['terryfox', 'henrylarsen', 'arctique', 'ration', 'dernier', 'changement', 'quipage', 'ngcc', 'terryfox', 'ngcc', 'henrylarsen', 'arctique', 'https', '0p7ffm1l9v']",['changement'],Social
413,905088398939049985,2017-09-05 15:21:04,[],RT @JTFA_FOIA: Les deux personnes ont été hissées en sécurité et transférées à une ambulance en attente à Iqaluit,RT Les deux personnes ont es en et es une ambulance en attente Iqaluit,[],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['les', 'deux', 'personne', 'ambulance', 'attente', 'iqaluit']",[],unknown
414,794638450486050816,2016-11-04 20:32:24,['https://t.co/Ofnb5OFNlS'],"Le NGCC #CapeRescue de Kingston, les membres de la GCC à terre au SCTM Prescott et JRCC Trenton sont intervenus ensemble #SARpartenaires https://t.co/Ofnb5OFNlS",Le NGCC CapeRescue de Kingston les membres de la GCC terre au SCTM Prescott et JRCC Trenton sont intervenus ensemble SARpartenaires https co Ofnb5OFNlS,"['#CapeRescue', '#SARpartenaires']",3,1,4,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['caperescue', 'sarpartenaires', 'ngcc', 'caperescue', 'kingston', 'les', 'membre', 'gcc', 'terre', 'sctm', 'prescott', 'jrcc', 'trenton', 'intervenus', 'ensemble', 'sarpartenaires', 'https', 'ofnb5ofnls']",['terre'],Environmental
415,875784778716520449,2017-06-16 18:38:57,['https://t.co/XEMA34f9lt'],"Maison portes ouvertes au Centre canadien des eaux intérieures de Burlington, #ON. #ServCDNs #SNFP2017 #Canada150 https://t.co/XEMA34f9lt",Maison portes ouvertes au Centre canadien des eaux rieures de Burlington ServCDNs SNFP2017 Canada150 https co XEMA34f9lt,"['#ON', '#ServCDNs', '#SNFP2017', '#Canada150']",2,2,4,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['servcdns', 'snfp2017', 'canada150', 'maison', 'porte', 'ouvertes', 'centre', 'canadien', 'eau', 'rieures', 'burlington', 'servcdns', 'snfp2017', 'canada150', 'https', 'xema34f9lt']",['eau'],Environmental
416,809806494287937536,2016-12-16 17:04:48,[],"RT @RNCan: 1/2 RNCan a déployé des sismomètres sur des floes dans l’#OcéanArctique, une 1re pour un programme scientifique en mer! #Science…",RT RNCan RNCan des tres sur des floes dans anArctique une 1re pour un programme scientifique en mer,"['#Oc', '#Science']",4,0,4,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['science', 'rncan', 'rncan', 'tres', 'floes', 'anarctique', '1re', 'programme', 'scientifique', 'mer']",['mer'],Environmental
417,902644149790396417,2017-08-29 21:28:30,['https://t\xe2\x80\xa6'],"RT @GCC_CCG: Hier, aujourd'hui et demain - vidéo de photos style vintage et de haute technologie de votre garde côtière en action https://t…",RT Hier aujourd hui et demain de photos style vintage et de haute technologie de votre garde en action https,[],4,0,4,Economical,fr,0.1,Neutral,MPO_Centre_tweeter,"['hier', 'aujourd', 'hui', 'demain', 'photo', 'style', 'vintage', 'haute', 'technologie', 'garde', 'action', 'https']",['technologie'],Economical
418,903018464411095051,2017-08-30 22:15:53,['https://t.co/WI1EuJfEB7'],RT @ParcsCanada: Shhhhht! #SVQ que les narvals du 🇨🇦 Tallurutiup Imanga/#détroitLancaster sont sensibles au bruit? https://t.co/WI1EuJfEB7,RT ParcsCanada Shhhhht SVQ que les narvals du Tallurutiup Imanga troitLancaster sont sensibles au bruit https co WI1EuJfEB7,"['#SVQ', '#d']",4,0,4,unknown,ca,0.0,Neutral,MPO_Centre_tweeter,"['svq', 'parcscanada', 'shhhhht', 'svq', 'les', 'narval', 'tallurutiup', 'imanga', 'troitlancaster', 'sensible', 'bruit', 'https', 'wi1eujfeb7']",[],unknown
419,794989902509314048,2016-11-05 19:48:57,['https://t.co/JNtjZDoZxQ'],Le NGCC #LouisSStLaurent est #GCCFière d’accueillir les élèves en 2e année du programme de technologie de l’environnement @NunavutCollege! https://t.co/JNtjZDoZxQ,Le NGCC LouisSStLaurent est accueillir les ves en 2e du programme de technologie de environnement NunavutCollege https co JNtjZDoZxQ,"['#LouisSStLaurent', '#GCCFi']",2,2,4,Economical,fr,0.0,Neutral,MPO_Centre_tweeter,"['louissstlaurent', 'gccfi', 'ngcc', 'louissstlaurent', 'accueillir', 'les', 'ves', 'programme', 'technologie', 'environnement', 'nunavutcollege', 'https', 'jntjzdozxq']","['technologie', 'environnement']",Economical
420,744852387081392128,2016-06-20 11:20:22,['https://t.co/X7LS2skgCy'],Visiteur nocturne : images prises à bord d'un brise-glace de la @GCC_CCG. #JournéeMondialeOcéans #Arctique https://t.co/X7LS2skgCy,Visiteur nocturne images prises bord un brise glace de la ans Arctique https co X7LS2skgCy,"['#Journ', '#Arctique']",3,1,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['journ', 'arctique', 'visiteur', 'nocturne', 'image', 'prise', 'bord', 'brise', 'glace', 'arctique', 'https', 'x7ls2skgcy']",[],unknown
421,831854467419164672,2017-02-15 13:15:34,[],RT @GCC_CCG: Tous les navires et les employés de la #GCC arborent fièrement l’unifolié #JourDuDrapeau #DrapeauCanadien #Canada150 #GCC55 ht…,RT Tous les navires et les de la GCC arborent rement JourDuDrapeau DrapeauCanadien Canada150 GCC55,"['#GCC', '#JourDuDrapeau', '#DrapeauCanadien', '#Canada150', '#GCC55']",4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['gcc', 'jourdudrapeau', 'drapeaucanadien', 'canada150', 'gcc55', 'tous', 'les', 'navire', 'les', 'gcc', 'arborent', 'rement', 'jourdudrapeau', 'drapeaucanadien', 'canada150', 'gcc55']",[],unknown
422,809806508171100160,2016-12-16 17:04:51,['https://t.co/ZCBMxSMnTh'],RT @RNCan: 2/2 Un sismomètre mesure les ondes sonores traversant la croûte terrestre sous l’océan https://t.co/ZCBMxSMnTh,RT RNCan Un tre mesure les ondes sonores traversant la te terrestre sous https co ZCBMxSMnTh,[],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['rncan', 'tre', 'mesure', 'les', 'onde', 'sonore', 'traversant', 'terrestre', 'sou', 'https', 'zcbmxsmnth']",[],unknown
423,892044687628005378,2017-07-31 15:30:01,[],"RT @GCC_CCG: Commissaire Jeffery Hutchinson avec personnel #SAR, Chase, Jerry &amp; Kurt. Honorés de participer à la parade de la Fierté #Pride…",RT Commissaire Jeffery Hutchinson avec personnel SAR Chase Jerry amp Kurt de participer la parade de la,"['#SAR', '#Pride']",4,0,4,unknown,fr,-0.25,Neutral,MPO_Centre_tweeter,"['sar', 'pride', 'commissaire', 'jeffery', 'hutchinson', 'personnel', 'sar', 'chase', 'jerry', 'amp', 'kurt', 'participer', 'parade']",[],unknown
424,744847628354060288,2016-06-20 11:01:27,['https://t.co/5MA77cnP2p'],"Nous célébrons la #JournéeMondialeOcéans en #Arctique, le 20 juin 2016. @GCC_CCG opérations arctique. https://t.co/5MA77cnP2p",Nous brons la ans en Arctique le 20 juin 2016 rations arctique https co 5MA77cnP2p,"['#Journ', '#Arctique']",4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['journ', 'arctique', 'brons', 'arctique', 'juin', '2016', 'ration', 'arctique', 'https', '5ma77cnp2p']",[],unknown
425,904729782759378947,2017-09-04 15:36:03,[],RT @JTFA_FOIA: @GCC_CCG navire CCGS Amundsen est en route de la baie d'Hudson pour aider à la recherche,RT navire CCGS Amundsen est en route de la baie Hudson pour aider la recherche,[],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['navire', 'ccgs', 'amundsen', 'route', 'baie', 'hudson', 'aider', 'recherche']",[],unknown
426,905088357499371520,2017-09-05 15:20:54,[],"RT @JTFA_FOIA: SUCCÈS! Les deux personnes disparues étaient situées par le Cormorant à 0430hrs, 42NM SE d’Iqaluit",RT Les deux personnes disparues taient es par le Cormorant 0430hrs 42NM SE Iqaluit,[],4,0,4,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['les', 'deux', 'personne', 'disparu', 'taient', 'cormorant', '0430hrs', '42nm', 'iqaluit']",[],unknown
427,874370255388377088,2017-06-12 20:58:08,['https://t.co/j3EEAQy47H'],RT @environnementca: 2/2 Portes ouvertes au Centre canadien des eaux intérieures. #ServCDNs #SNFP https://t.co/j3EEAQy47H,RT environnementca Portes ouvertes au Centre canadien des eaux rieures ServCDNs SNFP https co j3EEAQy47H,"['#ServCDNs', '#SNFP']",4,0,4,Environmental,fr,0.0,Neutral,MPO_Centre_tweeter,"['servcdns', 'snfp', 'environnementca', 'porte', 'ouvertes', 'centre', 'canadien', 'eau', 'rieures', 'servcdns', 'snfp', 'https', 'j3eeaqy47h']",['eau'],Environmental
428,739858997214359552,2016-06-06 16:38:25,['https://t.co/Cfk7xJJDE'],RT @MPO_DFO: #JournéeMondialeOcéans https://t.co/Cfk7xJJDE9,RT ans https co Cfk7xJJDE9,['#Journ'],4,0,4,unknown,en,0.0,Neutral,MPO_Centre_tweeter,"['journ', 'https', 'cfk7xjjde9']",[],unknown
429,789476580389228544,2016-10-21 14:40:59,['https://t.co/dE\xe2\x80\xa6'],RT @MPO_Science: 1 des 5 moteurs à bord du NGCC #LouisSStLaurent qui le pousse à travers la glace #JOIS (anglais seulement) https://t.co/dE…,RT des moteurs bord du NGCC LouisSStLaurent qui le pousse travers la glace JOIS anglais seulement https co,"['#LouisSStLaurent', '#JOIS']",3,0,3,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['louissstlaurent', 'jois', 'moteur', 'bord', 'ngcc', 'louissstlaurent', 'pousse', 'travers', 'glace', 'jois', 'anglais', 'seulement', 'https']",[],unknown
430,814575120727601152,2016-12-29 20:53:37,['https://t\xe2\x80\xa6'],"RT @MPO_Science: Pour le Mois de #ScienceArctique, vous pouvez gagner un drapeau canadien venu des ateliers du Père Noël! #UNCLOS https://t…",RT Pour le Mois de ScienceArctique vous pouvez gagner un drapeau canadien venu des ateliers du UNCLOS https,"['#ScienceArctique', '#UNCLOS']",3,0,3,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['sciencearctique', 'unclos', 'mois', 'sciencearctique', 'pouvez', 'gagner', 'drapeau', 'canadien', 'venu', 'atelier', 'unclos', 'https']",[],unknown
431,814889236902137856,2016-12-30 17:41:48,"['https://t.co/L9yQdevn', 'https://t.co/eiouKaQQKk']",Avis aux utilisateurs de surfaces glacées. @GCC_CCG se prépare à entamer ses opérations de déglaçage #GrandsLacs https://t.co/L9yQdevnuU https://t.co/eiouKaQQKk,Avis aux utilisateurs de surfaces es se pare entamer ses rations de age GrandsLacs https co L9yQdevnuU https co eiouKaQQKk,['#GrandsLacs'],2,1,3,unknown,fr,0.0,Neutral,MPO_Centre_tweeter,"['grandslacs', 'avis', 'utilisateur', 'surface', 'pare', 'entamer', 'ration', 'age', 'grandslacs', 'https', 'l9yqdevnuu', 'https', 'eioukaqqkk']",[],unknown
