,shortcode,mediaid,caption,url,is_video,comments,typename,owner_username,tagged_users,date,owner_id,caption_mentions,id,caption_hashtags,likes,video_url
0,BNwzV8dBSZ6,1.40085E+18,Que signifient les projets de remplacement de la et d'agrandissement du réseau de Trans Mountain pour les Canadiens?,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dc52b41af7c9ce2b8ad900ffbae95a40/5AF1D6A7/t51.2885-15/e35/15258940_703254013174681_9209084630576136192_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-08T08:16:33,4210755410,[],2016-12-08_08-16-33,"[""line3"",""pipeline"",""transmountain"",""emploi"",""canada"",""canadiens"",""economie"",""ressourcesnaturelle"",""ressources""]",1,
1,BNwzlByhUri,1.40085E+18,"Le gouvernement du Canada a approuvé le projet d'agrandissement du réseau de Trans Mountain. Pour en savoir plus sur cette décision, visitez notre site Web",https://instagram.fyvr3-1.fna.fbcdn.net/vp/41e68d0f61183b8154674a6b51a3ef8e/5AFAF6A1/t51.2885-15/e35/15403404_1788659584735061_6148835048226291712_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-08T08:18:37,4210755410,[],2016-12-08_08-18-37,"[""pipeline"",""canada"",""economie"",""expansion"",""tmx"",""ressourcesnaturelle"",""canadiens"",""transmountain"",""ressources"",""columbiebritannique"",""alberta""]",1,
2,BNwz1R7BrQX,1.40085E+18,"Le gouvernement du Canada a approuvé le projet de remplacement de la canalisation d'Enbridge. Pour en savoir plus sur cette décision, visitez notre site Web",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b37b845b7cfc616771927f0a0d60b4ba/5AF57326/t51.2885-15/e35/15251683_215400755570440_524214669875871744_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-08T08:20:50,4210755410,[],2016-12-08_08-20-50,"[""pipeline"",""canada"",""economie"",""remplacement"",""ressourcesnaturelle"",""canadiens"",""ressources"",""alberta"",""saskatchewan"",""sask"",""manitoba"",""line3""]",1,
3,BNw2s7xBScb,1.40086E+18,"Le financement du budget améliorera l'infrastructure de chargement et de ravitaillement des véhicules propulsés à l’électricité, au gaz naturel et à l'hydrogène.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/5ea19e76d6b57a1c9afb2db6e9c11349/5A63F156/t51.2885-15/e15/15305930_1870160773216998_7364087278601240576_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2016-12-08T08:45:55,4210755410,[],2016-12-08_08-45-55,"[""gaznaturel"",""electrique"",""voiture"",""vroom"",""electricite"",""ecofriendly"",""batterie"",""voitureelectrique"",""canada"",""auvolant"",""future"",""infrastructure""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e6da38d5e02944a4cf5bc034bde081fa/5A636634/t50.2886-16/15398024_1810545075872783_3173563150469431296_n.mp4
4,BNw3FrYBgph,1.40086E+18,Décembre est le Mois de la science dans l'Arctique. Célébrons ensemble la recherche dans le Nord du Canada avec les mots-clics,https://instagram.fyvr3-1.fna.fbcdn.net/vp/93719458b9d247a241384f27f001d724/5AF8A977/t51.2885-15/e35/14498858_233225517108215_6708344831627755520_n.jpg,FALSE,8,GraphImage,ressourcesnaturellescanada,[],2016-12-08T08:49:17,4210755410,[],2016-12-08_08-49-17,"[""sciencearctique"",""arctique"",""canada"",""science"",""canadien"",""adventure"",""recherche"",""climat"",""bateau"",""voyage""]",27,
5,BNw33TnBt-W,1.40087E+18,La sécurité est un aspect important de l'infrastructure des pipelines du Canada.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/72c0b7cb33fba6a840fd7afc4526fe14/5ADB4035/t51.2885-15/e35/15276514_346632279048508_158518055960313856_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-08T08:56:04,4210755410,[],2016-12-08_08-56-04,"[""pipeline"",""securite"",""infrastructure"",""ressourcesnaturelle"",""ressources"",""gaznaturel"",""petrol"",""canada"",""transmountain"",""line3"",""tmx""]",1,
6,BNztfYhhGRt,1.40166E+18,La station-relais d'Inuvik reçoit des données en temps réel de satellites en orbite polaire,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8747b8a3e726320921c252f13716cd60/5AFA2949/t51.2885-15/e35/14624224_404720116585533_2024372404779745280_n.jpg,FALSE,1,GraphImage,ressourcesnaturellescanada,[],2016-12-09T11:23:08,4210755410,[],2016-12-09_11-23-08,"[""sciencearctique"",""nord"",""arctique"",""satellite"",""lumieresdunord"",""auroraboreales"",""inuvik"",""science"",""canada""]",2,
7,BN7okRQBlHj,1.40389E+18,On a fini en les levés pour établir les limites du continent dans l’Arctique équipe,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a32225f17b9984dbbc379a72c093bf9e/5AF95146/t51.2885-15/e35/15337283_153287051820054_6388453150570840064_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-12T13:14:02,4210755410,[],2016-12-12_13-14-02,"[""sciencearctique"",""nord"",""arctique"",""science"",""cartographie"",""carte"",""canada"",""équipe""]",2,
8,BN-LMfxhho6,1.40461E+18,Le Canada surveille le changement accéléré du littoral dans l’Arctique à l’aide de drones ôte,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a5e7cced4baef19f6d1f4fe7019d5ac6/5AE68E11/t51.2885-15/e35/14719088_229949047429543_8450813896838610944_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,"[""parkscanada_ert""]",2016-12-13T12:55:06,4210755410,[],2016-12-13_12-55-06,"[""sciencearctique"",""nord"",""science"",""drones"",""côte""]",2,
9,BODWumxhvW3,1.40607E+18,"RNCan déploie des sismomètres sur des floes dans l’éanArctique, une re pour un programme scientifique en mer! Un sismomètre mesure les ondes sonores traversant la croûte terrestre sous l’océan éan",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b253f040ec8364de67829c3718d1b303/5AFDFD85/t51.2885-15/e35/14597389_2023693557857650_9142970708635156480_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-15T13:12:05,4210755410,[],2016-12-15_13-12-05,"[""océanarctique"",""sciencearctique"",""nord"",""glace"",""helicoptere"",""arctique"",""science"",""canada"",""sismologie"",""views"",""océan""]",3,
10,BOF5GhNBtJd,1.40678E+18,"Atterrissage d'un hélicoptère chargé de fournitures pour le camp d'observation des glaces. Même si cette photographie a été prise vers h , le soleil est radieux, car l'été, il ne se couche jamais dans l'Arctique. : John Shimeld, Ressources naturelles Canada ère",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a51157fe0f8571a109dd429bafe7913/5AD998C9/t51.2885-15/e35/15535025_1183554355056307_7718820146680168448_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-16T12:50:56,4210755410,[],2016-12-16_12-50-56,"[""sciencearctique"",""science"",""helicoptère"",""camping"",""camp"",""neige"",""glace""]",4,
11,BOP-e04h7Rm,1.40962E+18,Vous aimeriez participer à une eition du Programme du plateau continental polaire du GC? Soumettez vos photos sur le site Web . Voyez ce camp de terrain pour la recherche géologique sur la péninsule de Cumberland éologie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e961e36bb0cf84fb3dc02f45c72cc45a/5AFA8DB3/t51.2885-15/e35/15538916_219416148513242_868826627910402048_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-20T10:50:21,4210755410,"[""cangeo""]",2016-12-20_10-50-21,"[""sciencearctique"",""nord"",""science"",""canada"",""glace"",""explore"",""géologie"",""camp""]",3,
12,BOSzLSdBKWP,1.41041E+18,"Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain ère",https://instagram.fyvr3-1.fna.fbcdn.net/vp/358d3215b266f2c5906a5439ca6e3d01/5AF02C06/t51.2885-15/e35/15403563_719813221516907_4819298445388939264_n.jpg,FALSE,6,GraphImage,ressourcesnaturellescanada,[],2016-12-21T13:09:17,4210755410,[],2016-12-21_13-09-17,"[""sciencearctique"",""cartespostales"",""arctique"",""nord"",""recherche"",""helicoptère"",""canada"",""science""]",41,
13,BOVOnsUByD3,1.4111E+18,"Le sol gelé du Nord canadien, appelé pergélisol, est en train de se réchauffer, ce qui peut causer l’effondrement du terrain et l’endommagement des bâtiments, des routes et autres infrastructures. ésilienceauclimat",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1313f71db27633b40a6c76b2f3cd203d/5AE7503A/t51.2885-15/e35/15623917_376040972745821_9207141527241883648_n.jpg,FALSE,3,GraphImage,ressourcesnaturellescanada,[],2016-12-22T11:47:34,4210755410,[],2016-12-22_11-47-34,"[""changementclimatique"",""adaptation"",""climat"",""science"",""environnement"",""innovation"",""adaptationauclimat"",""plusvousensavez"",""scienceduclimat"",""résilienceauclimat"",""nord"",""arctique"",""arctiquecanadien""]",40,
14,BOXbEwABhBI,1.41172E+18,Que fait ce joyeux barbu à bord? Notre équipe scientifique a rendu visite au Père Noël au Pôle Nord en août! èreNoel ôleNord,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8a87e862336cc78101ba0aae51f73c0a/5AE7B205/t51.2885-15/e35/15539092_569125006620498_6533707260894380032_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2016-12-23T08:14:52,4210755410,[],2016-12-23_08-14-52,"[""pèrenoel"",""sciencearctique"",""pôlenord"",""arctique"",""aventure"",""canada"",""noel""]",3,
15,BOkRDuZB_rg,1.41533E+18,"Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le canadien. Soumettez les vôtres sur le site Web . Sur cette photo de , nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ece9ad9f7b87fb3127bddad4e3b34b/5AE84EA0/t51.2885-15/e35/15801888_357059601334617_6972564012722552832_n.jpg,FALSE,5,GraphImage,ressourcesnaturellescanada,[],2016-12-28T07:57:29,4210755410,"[""cangeo""]",2016-12-28_07-57-29,"[""nord"",""sciencearctique"",""arctique"",""science"",""nord"",""avion"",""canada"",""glace"",""paysage"",""bagages""]",37,
16,BOm4FJIBRbD,1.41607E+18,"Brise-glace, camp de glace, sous-marin autonome, nos scientifiques affrontent l’un des milieux les plus hostiles sur Terre",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3ee1e8bf813d0e25db5c38f2c021c829/5AFE6E54/t51.2885-15/e35/15539092_231365497273931_8777347981041991680_n.jpg,FALSE,3,GraphImage,ressourcesnaturellescanada,[],2016-12-29T08:16:56,4210755410,[],2016-12-29_08-16-56,"[""sciencearctique"",""sousmarin"",""camp"",""scientist""]",34,
17,BOpa-5ThDVB,1.41678E+18,"Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0f9f0530b667ef38eae8a9460bf9c67/5AE22C93/t51.2885-15/e35/15803456_166980250450891_8349987778628419584_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2016-12-30T08:00:24,4210755410,[],2016-12-30_08-00-24,"[""cartespostales"",""sciencearctique"",""iqaluit"",""fossile"",""nord""]",30,
18,BO0LoEoBKfl,1.41981E+18,"La société Tekle Technical Services de Drayton Valley, en Alberta, a mis au point un procédé de fabrication qui permet de produire les premiers matelas de fibre ligneuse technique dans le monde ! Les résidus de matière ligneuse et agricole peuvent dorénavant être transformés en matériaux isolants écologiques pour les bâtiments et en pièces d'auto ultralégères pour l'intérieur des voitures é Écologique âtimentsVerts",https://instagram.fyvr3-1.fna.fbcdn.net/vp/eb86941ee794207a697b1ad9a062069d/5AF0462F/t51.2885-15/e35/15802895_206517659811929_6311887945406087168_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-01-03T12:17:52,4210755410,[],2017-01-03_12-17-52,"[""innovation"",""nouveauté"",""canada"",""écologique"",""bois"",""fibres"",""bâtimentsverts"",""autos""]",6,
19,BPFiyKPBICU,1.4247E+18,"Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada êts éographie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/73bacecf72f1683fd6e6bf75f655344d/5AFD10B3/t51.2885-15/e35/15802459_372615619778308_2419460875766202368_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2017-01-10T06:07:18,4210755410,[],2017-01-10_06-07-18,"[""forêts"",""travail"",""arbres"",""géographie"",""canada"",""impact"",""enhaut""]",38,
20,BPI-b6qh947,1.42566E+18,Platine est le niveau de performance le plus élevé du système LEED de standardisation des bâtiments écologiques. Les panneaux solaires fixés au toit de notre laboratoire CanmetMATÉRIAUX sont l’un des moyens que nous avons mis en œuvre pour accroître l’efficacité énergétique de notre bâtiment. âtimentsVerts,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e72d5b677fa359d05305104bee1ec63e/5AEAFAC8/t51.2885-15/e35/15877267_250229755413297_5007823831528636416_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-01-11T14:06:39,4210755410,[],2017-01-11_14-06-39,"[""leed"",""platine"",""bâtimentsverts"",""innovation"",""labo"",""science"",""ontario"",""solaire"",""energiesolaire""]",5,
21,BPK4EG-hyI7,1.4262E+18,Saviez-vous que notre laboratoire CanmetMATÉRIAUX à Hamilton a la certification LEED Platine? Ce laboratoire vert offre du soutien technologique et de l’aide à l’innovation aux fabricants de produits minéraux et métalliques du sud-ouest de l’Ontario et d’ailleurs au pays. âtimentsVerts,https://instagram.fyvr3-1.fna.fbcdn.net/vp/55290e0122396b22c37d65f60b35afc7/5AE55286/t51.2885-15/e35/15802235_1730739350589107_8984052666665533440_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-01-12T07:49:28,4210755410,[],2017-01-12_07-49-28,"[""leed"",""platine"",""bâtimentsverts"",""innovation"",""labo"",""science"",""ontario""]",5,
22,BPYK9jKhWxY,1.42994E+18,Des chercheurs étudient les vagues au large des côtes de la Colombie-Britannique pour établir le potentiel en matière d’énergie renouvelable et répertorier les secteurs les plus prometteurs pour la conversion de l’énergie des vagues,https://instagram.fyvr3-1.fna.fbcdn.net/vp/97731a9d5ca0d94b78fb0ce63069d060/5AE5284F/t51.2885-15/e35/16124098_1734186780229749_8865852374950871040_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-01-17T11:44:43,4210755410,[],2017-01-17_11-44-43,"[""vagues"",""eau"",""energierenouvelable"",""renouvelable"",""energie"",""scienceautravail"",""cb"",""science"",""canada""]",5,
23,BPf9ejaBRuL,1.43213E+18,"Un géologue travaillant sur le terrain dans les collines de Prince Albert, dans la péninsule de Melville, au Nunavut à cartographier le Nord canadien 🇨🇦 Les cartes vont aider les habitants de cette région et l’industrie à trouver des secteurs ayant un potentiel élevé en eloration des ressources. éologie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/154131f12c3cdf5093d91c8354f83781/5AE89D76/t51.2885-15/e35/16110396_370269760022619_2389190955581308928_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-01-20T12:20:49,4210755410,[],2017-01-20_12-20-49,"[""géologie"",""cartographie"",""scienceautravail"",""carte"",""canada"",""nunavut"",""science"",""roches"",""terrain""]",7,
24,BPswdDlh_We,1.43574E+18,Ton avenir compte! Protéger l' et stimuler l'économie peuvent aller de pair,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ee2d06b4fe5d9e4f6ae5058e0aed0380/5A6379D0/t51.2885-15/e15/14582462_884633161639855_3929000859354005504_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-01-25T11:37:08,4210755410,[],2017-01-25_11-37-08,"[""conseiljeunessepm"",""environnement"",""économie""]",4,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ce247936eea7957e1a39dbea6450f8e7/5A63D90C/t50.2886-16/16328198_1872550033025927_3719677334601596928_n.mp4
25,BPs3E1qBal4,1.43576E+18,Suivez-nous sur Instagram pour gagner un drapeau du Canada qui a été hissé au pôle Nord!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bfe538571d0fcda328f73e04bd68f235/5AE03D00/t51.2885-15/e15/16110639_366579173723754_5007911951372648448_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-01-25T12:35:00,4210755410,[],2017-01-25_12-35-00,"[""conseiljeunessepm"",""unclos""]",3,
26,BP8drlKhDW5,1.44016E+18,"Bravo à , gagnant de notre concours Instagram! Pour recevoir votre prix, un drapeau qui a été hissé au pôle Nord, adressez-nous un message direct sur Instagram! ôleNord",https://instagram.fyvr3-1.fna.fbcdn.net/vp/267c1fbcaefbea600f2a177b348495e0/5AECBE7B/t51.2885-15/e35/16123963_1784254381900035_2900176061033611264_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-01-31T14:00:57,4210755410,"[""akg78001""]",2017-01-31_14-00-57,"[""conseiljeunessepm"",""pôlenord"",""gagnant""]",5,
27,BQBWYshBcxw,1.44153E+18,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, et le secrétaire Guajardo, du Mexique, signent un protocole d’entente pour promouvoir la collaboration en gouvernance des ressources minérales au Mexique le er février .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/00eecd3448439b0053261ffec98bcb30/5AFA3149/t51.2885-15/e35/16230749_1517988048211948_6298463423827017728_n.jpg,FALSE,1,GraphImage,ressourcesnaturellescanada,[],2017-02-02T11:33:24,4210755410,[],2017-02-02_11-33-24,[],5,
28,BQBWlKsBBwH,1.44153E+18,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, participe à une table ronde sur les mines durables avec la délégation Canadienne au Mexique le er février .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3ccd814697eec536a45f150dd48a4126/5AEC77DA/t51.2885-15/e35/16230132_1785211288411022_2882473429905178624_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-02T11:35:06,4210755410,[],2017-02-02_11-35-06,[],1,
29,BQBWtKhBrzx,1.44153E+18,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, s’adresse aux délégués à l’e et congrès Energy Mexico Oil Gas Power , à Mexico, au Mexique, le février",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8b7344b84224680a53bb53cdf8cc72f7/5AF58AC8/t51.2885-15/e35/16464405_1748002628850515_5149584887900012544_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-02T11:36:12,4210755410,[],2017-02-02_11-36-12,[],3,
30,BQBWxjzh2We,1.44153E+18,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, dialogue avec des gens d’affaires, des responsables des politiques et des environnementalistes du Canada et du Mexique, le er février , au Mexique",https://instagram.fyvr3-1.fna.fbcdn.net/vp/002ea17d71f7a148df5eacd58c515748/5AF9EFC6/t51.2885-15/e35/16228610_315001452234951_2194796247523524608_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-02T11:36:48,4210755410,[],2017-02-02_11-36-48,[],3,
31,BQEIZVlA79S,1.44231E+18,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, fait la promotion de la culture canadienne et le e anniversaire de la Confédération canadienne en assistant au spectacle « Pas de deux », tiré du ballet Going Home Star du Ballet royal de Winnipeg, et à la « Danse du cerf » du Ballet folklorique du Mexique, à Mexico, le février .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/95bb5e4f958a694d2070e7192065b3ef/5AF63199/t51.2885-15/s1080x1080/e15/fr/16110991_411698382502884_3428059418959282176_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-03T13:28:53,4210755410,[],2017-02-03_13-28-53,"[""mexique"",""canada150""]",0,
32,BQEIhy-gN_x,1.44232E+18,Le ministre Carr s’entretient avec des hauts responsables du gouvernement mexicain et fait la promotion de la culture canadienne,https://instagram.fyvr3-1.fna.fbcdn.net/vp/177b2d3c0e58cc07eb5a3432b190ccff/5AEFBA03/t51.2885-15/s1080x1080/e15/fr/16465333_242455766198218_874031939294593024_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-03T13:30:02,4210755410,[],2017-02-03_13-30-02,"[""mexique"",""canada150""]",3,
33,BQEKPxsA4nd,1.44232E+18,"Vendredi matin, le février, ne ratez pas l’intervention de Donna Kirkwood, scientifique principale de RNCan, dans notre compte Instagram en l’honneur de la journée des é STEMGirls",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c1514d8617e865926eca934b7a1da8f1/5AEB5128/t51.2885-15/e15/16464126_246936545752261_3245364030017110016_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-03T13:45:03,4210755410,[],2017-02-03_13-45-03,"[""femmesdescience"",""parité"",""science"",""femmesentechno"",""fillesetsciences""]",2,
34,BQEKbJrAmv_,1.44232E+18,Savez-vous la nouvelle? La scientifique principale Donna Kirkwood célébrera les dans notre compte Instagram le février! Venez nous voir aussi dans Twitter! Suivez-nous à toute la matinée pour ne pas manquer les interventions de la scientifique principale. é,https://instagram.fyvr3-1.fna.fbcdn.net/vp/40736b6f2555fe503b8c12860c2ac34c/5AF49449/t51.2885-15/e15/16230528_599448516917727_4557252436141539328_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-03T13:46:36,4210755410,"[""rncan""]",2017-02-03_13-46-36,"[""femmesdescience"",""parité"",""science"",""stemgirls"",""technofemmes"",""fillesetsciences""]",1,
35,BQLlMFTBrKB,1.44441E+18,"Rencontrez la scientifique principale, Donna Kirkwood. Elle prendra en charge nos comptes Twitter et Instagram ce vendredi, février, pour célébrer les ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f03618b42d7323b84ea575a1464f304b/5AF73037/t51.2885-15/e35/16228978_1873691039534534_2453228608727023616_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-06T10:55:09,4210755410,[],2017-02-06_10-55-09,"[""femmesdescience"",""fillesetsciences"",""femmesentechno"",""priseencharge"",""stemgirls""]",2,
36,BQQMzWIhWe7,1.44571E+18,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, donne un discours-programme à la conférence du Conseil canadien de l’énergie à Ottawa (Ontario), le lundi février .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ea30bb57fb81c1b887728945806e2265/5AE5953B/t51.2885-15/e35/16585566_1293814470701105_6712151933588602880_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-08T05:58:16,4210755410,[],2017-02-08_05-58-16,[],3,
37,BQQbTbIBtWv,1.44578E+18,"Notre scientifique principale, Donna Kirkwood, occupera nos comptes Twitter et Instagram vendredi matin! Voyez-la parler de son travail et de celui d’autres femmes de science à l’occasion de la Journée des",https://instagram.fyvr3-1.fna.fbcdn.net/vp/49cc9895f3ced203f5359ff1c0abc717/5AFD934A/t51.2885-15/e35/16585731_876154832527256_4371853111883464704_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-08T08:04:59,4210755410,[],2017-02-08_08-04-59,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",3,
38,BQTOQzzhFjz,1.44656E+18,"Petit rappel! Demain matin, notre scientifique principale occupera nos comptes Twitter et Instagram",https://instagram.fyvr3-1.fna.fbcdn.net/vp/fd167010177f9518e9bb396f0df0e69f/5AF45F38/t51.2885-15/e35/16465755_1850153921930394_1261371593494364160_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-09T10:08:45,4210755410,"[""dlekirkwood""]",2017-02-09_10-08-45,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",2,
39,BQVXmNhhSoT,1.44717E+18,"Restez en ligne! Tout au long de la journée, j’afficherai quelques-unes des meilleures photos de travail sur le terrain par des scientifiques de RNCan – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/fdd14ef9b6691768b33f962a5ba7327a/5ADCA6EC/t51.2885-15/e35/16464337_216655918798974_4825836171592466432_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-10T06:08:48,4210755410,[],2017-02-10_06-08-48,"[""femmedescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",4,
40,BQVcFN4hkR7,1.44719E+18,"On voit bien ici que je suis une jeune professeure! Les choses changent, mais mon amour de la science n’a pas faibli – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3bbc8c47074134e361f6c7233f6052e8/5AFF7C7F/t51.2885-15/e35/16464759_1225004534221797_5153456637708599296_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-10T06:47:59,4210755410,[],2017-02-10_06-47-59,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",2,
41,BQVjm0IByRW,1.44722E+18,La surveillance des volcans vous élève souvent à des sommets. La volcanologue Melanie Kelman étudie des volcans canadiens (en CB et au TY) et se prépare à traiter l’activité volcanique. Sensass – DK –,https://instagram.fyvr3-1.fna.fbcdn.net/vp/38631d73be914c81a1a9fa5b387c65f3/5AFB5811/t51.2885-15/e35/16585312_742705379222147_1393919932130918400_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-10T07:53:44,4210755410,[],2017-02-10_07-53-44,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",4,
42,BQVmcjYhL5U,1.44723E+18,"Vérifiez cette bande côtière! La scientifique Lisa Nykolaishen utilise un GPS pour mesurer les mouvements de la croûte terrestre causés par des processus tectoniques qui créent des tremblements de terre près de Haida Gwaii, en C.-B. J’aimerais parfois revenir sur le terrain pour revoir ce spectacle! – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/eef1299b2b3f4efa1b2a7e4a79837787/5AF002B1/t51.2885-15/e35/16465820_1067295800042377_4128235703496605696_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-10T08:18:33,4210755410,[],2017-02-10_08-18-33,"[""femmesdescience"",""nrcansci"",""stemgirls"",""womenintech"",""fillesetscience""]",4,
43,BQVoanqBU8_,1.44724E+18,Revenez à Indiana Jones! La scientifique Suzanne Paradis est partie seule à une recherche au trésor pour dissiper le mystère des gisements minéraux au Canada – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/43f7a84df9284a3a7f57b0e96957c350/5AF6CB59/t51.2885-15/e35/16585712_1823042314619036_1024417985781039104_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-10T08:35:46,4210755410,[],2017-02-10_08-35-46,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",1,
44,BQVpvPwBU7v,1.44725E+18,"Encore Suzanne Paradis. Je ne sais pas pour vous, mais pour moi, cette photo apporte un sérieux argument en faveur de la poursuite d’une carrière en géologie… – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/306ac0a743a352aa24c24a6718e0d6d4/5AE90164/t51.2885-15/e35/16583585_626364157554017_1929978124649365504_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-02-10T08:47:19,4210755410,[],2017-02-10_08-47-19,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",3,
