,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,id,owner_username,owner_id,video_url
10,13,1.40678E+18,"A helicopter is landing with more supplies for the ice camp. Even though this picture was taken at about :30 pm, there is bright sunshine since the sun never sets in the during the summer. John Shimeld, Natural Resources Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/25186d6bbe64e9a5d36b6eee0951d2a9/5ADC9FAA/t51.2885-15/e35/15535395_143343429484940_9031567795371900928_n.jpg,BOF4-CmAJiH,0,GraphImage,"[""arctic"",""arcticscience"",""science"",""helicopter"",""camp"",""camping"",""ice"",""snow"",""canadiancoastguard""]",[],2016-12-16T12:49:46,[],FALSE,2016-12-16_12-49-46,naturalresourcescanada,4211313612,
11,12,1.40962E+18,Want a chance to be featured in a GoC Polar Continental Shelf Program exhibition? Enter your photos on the website. Check out this geological field camp on the Cumberland Peninsula,https://instagram.fyvr3-1.fna.fbcdn.net/vp/39e1c75214d5f43370c70e010727c224/5AFD52F6/t51.2885-15/e35/15538460_203537060107938_8818030362241269760_n.jpg,BOP-YAfg3HM,0,GraphImage,"[""arcticscience"",""north"",""science"",""canada"",""ice"",""explore"",""geology"",""camp""]",[],2016-12-20T10:49:25,"[""cangeo""]",FALSE,2016-12-20_10-49-25,naturalresourcescanada,4211313612,
12,48,1.41041E+18,"With no roads to the field, scientists have to take another form of transportation",https://instagram.fyvr3-1.fna.fbcdn.net/vp/59d8a8a88bca450ad3f8fe73d48ef576/5ADCADDA/t51.2885-15/e35/15535309_1770030706655362_3786245505168703488_n.jpg,BOSzGfUAMDX,5,GraphImage,"[""arcticscience"",""fieldpostcards"",""arctic"",""north"",""research"",""helicopter"",""canada"",""science""]",[],2016-12-21T13:08:37,[],FALSE,2016-12-21_13-08-37,naturalresourcescanada,4211313612,
13,61,1.4111E+18,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,BOVOdUBA3Ja,6,GraphImage,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",[],2016-12-22T11:46:09,[],FALSE,2016-12-22_11-46-09,naturalresourcescanada,4211313612,
14,18,1.41171E+18,Who let this jolly old fellow aboard? Our science team paid a special visit to Santa at the North Pole in August!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/aea8ddf1989f91e590027da90113fba7/5ADAB236/t51.2885-15/e35/15538235_1686809311609161_6523654365952081920_n.jpg,BOXatxtgSP2,0,GraphImage,"[""santa"",""arcticscience"",""arctic"",""adventure"",""nicelist"",""canada"",""santaclaus""]",[],2016-12-23T08:11:44,[],FALSE,2016-12-23_08-11-44,naturalresourcescanada,4211313612,
15,7,1.41533E+18,Calling all photographers! We’re looking for photos of Canada’s northern science adventures. Enter your photos on the website. This photo shows us loading field gear and fuel at Lake Hazen.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6a82e9a9e854cddcbbee329d81875449/5AE8A1B2/t51.2885-15/e35/15803620_1363044067063774_826758110440849408_n.jpg,BOkQn0QA5Ae,0,GraphImage,"[""arcticscience"",""arctic"",""science"",""north"",""plane"",""canada"",""ice"",""landscape"",""packing""]",[],2016-12-28T07:53:40,"[""cangeo""]",FALSE,2016-12-28_07-53-40,naturalresourcescanada,4211313612,
16,39,1.41606E+18,"Icebreakers, ice camps, autonomous underwater vehicles...our scientists collect data in one of harshest environments on Earth",https://instagram.fyvr3-1.fna.fbcdn.net/vp/544ddf1beb3b4674a1c9376fbc22d8f1/5AE849CD/t51.2885-15/e35/15802502_1629833620646937_7156662296897388544_n.jpg,BOm3vKgghcE,1,GraphImage,"[""arcticscience"",""scientist"",""underwatervehicle"",""datacollection""]",[],2016-12-29T08:13:56,[],FALSE,2016-12-29_08-13-56,naturalresourcescanada,4211313612,
17,34,1.41678E+18,"North of Iqaluit, scientists identify fossils on an eed limestone ridge",https://instagram.fyvr3-1.fna.fbcdn.net/vp/06c3100fd724987fa0b9479b5e4543be/5AE06669/t51.2885-15/e35/15624560_654410658053720_9078025550374633472_n.jpg,BOpaJkBgRoM,4,GraphImage,"[""fieldpostcards"",""arcticscience"",""iqaluit"",""fossil"",""limestone"",""north""]",[],2016-12-30T07:53:07,[],FALSE,2016-12-30_07-53-07,naturalresourcescanada,4211313612,
18,19,1.41981E+18,"Tekle Technical Services in Drayton Valley, Alberta, has implemented a new manufacturing process to produce the world’s first engineered wood fibre mat! Wood and agricultural fibre residues can now be made into environmentally friendly building-insulation materials and ultra–light-weight interior-trim car parts",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a9e779871097b53c829869d4296c74f/5ADACD42/t51.2885-15/e35/15803233_718057048343384_3417197420897894400_n.jpg,BO0Ljx8B7II,0,GraphImage,"[""innovation"",""firstofitskind"",""canada"",""ecofriendly"",""wood"",""fibres"",""greenbuildings"",""cars""]",[],2017-01-03T12:17:17,[],FALSE,2017-01-03_12-17-17,naturalresourcescanada,4211313612,
19,70,1.4247E+18,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,BPFidzDBkpm,6,GraphImage,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",[],2017-01-10T06:04:31,[],FALSE,2017-01-10_06-04-31,naturalresourcescanada,4211313612,
20,27,1.42567E+18,LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/233a27c0b9a84fbd2ad48b0801be4481/5AF45240/t51.2885-15/e35/15877482_1638944449735213_5537612209313546240_n.jpg,BPI-1VhBelU,3,GraphImage,"[""leed"",""platinum"",""greenbuilding"",""innovation"",""lab"",""science"",""ontario"",""solar"",""solarenergy""]",[],2017-01-11T14:10:08,[],FALSE,2017-01-11_14-10-08,naturalresourcescanada,4211313612,
21,18,1.4262E+18,Did you know that our CanmetMATERIALS Laboratory in Hamilton is LEED Platinum Certified? This green laboratory provides key technology and innovation support to industries that manufacture mineral and metal products in southwestern Ontario and across the country.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e3c08a73e40c7f2ecbd926e75d709d23/5AD8D328/t51.2885-15/e35/15877082_961463697288049_3389771142725107712_n.jpg,BPK3-0ChMZy,0,GraphImage,"[""leed"",""platinum"",""greenbuilding"",""innovation"",""lab"",""science"",""ontario""]",[],2017-01-12T07:48:44,[],FALSE,2017-01-12_07-48-44,naturalresourcescanada,4211313612,
22,28,1.42994E+18,Researchers are studying waves off the coast of British Columbia to determine their renewable energy potential and the ideal locations for wave energy conversion,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b575c2332125f2bfa78e109506eef7a9/5AD9FFDC/t51.2885-15/e35/15876887_1039492506174122_7880758461191946240_n.jpg,BPYK0a3htHh,0,GraphImage,"[""waves"",""water"",""renewableenergy"",""renewables"",""energy"",""scienceatwork"",""bc"",""science"",""canada""]",[],2017-01-17T11:43:28,[],FALSE,2017-01-17_11-43-28,naturalresourcescanada,4211313612,
23,17,1.43213E+18,"Check out our geologist doing field work in the Prince Albert Hills, Melville Peninsula, Nunavut mapping Canada’s North 🇨🇦. These maps will help guide northerners and industry in locating areas with high mineral resource eloration potential.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/d8b572397bfa3ba21bc5b64bd8fa740f/5AFF1FBB/t51.2885-15/e35/15875928_401382603530408_245831403898404864_n.jpg,BPf9WaFBcTq,0,GraphImage,"[""geology"",""mapping"",""scienceatwork"",""maps"",""canada"",""nunavut"",""science"",""rocks"",""fieldwork""]",[],2017-01-20T12:19:42,[],FALSE,2017-01-20_12-19-42,naturalresourcescanada,4211313612,
24,12,1.43573E+18,Your future matters! Protecting the and growing the go hand in hand,https://instagram.fyvr3-1.fna.fbcdn.net/vp/37e9c150c539a10af638f5bdac2dae0a/5A636990/t51.2885-15/e15/16229403_255799448185116_546822879505809408_n.jpg,BPsv_y2Bt9T,0,GraphVideo,"[""pmyouthcouncil"",""environment"",""economy""]",[],2017-01-25T11:33:09,[],TRUE,2017-01-25_11-33-09,naturalresourcescanada,4211313612,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e360858ffcbb32416da0e3b2e0d94f3f/5A636D61/t50.2886-16/16328376_1340343826040381_282218933765799936_n.mp4
25,9,1.43576E+18,Follow us on Instagram for a chance to win a Canadian flag that flew over the North Pole!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8b23907cf900b9c4f26fe036720eac94/5ADA8423/t51.2885-15/e15/16110763_1628194844153825_2863093047111974912_n.jpg,BPs2wv2h2eF,0,GraphImage,"[""pmyouthcouncil"",""unclos""]",[],2017-01-25T12:32:15,[],FALSE,2017-01-25_12-32-15,naturalresourcescanada,4211313612,
26,20,1.44015E+18,"Congrats to , who is the winner of our Instagram Flag Contest! You’ll be receiving a flag that flew at the North Pole. To claim your prize, direct message us on Instagram!",https://instagram.fyvr3-1.fna.fbcdn.net/vp/36ccc15bb26da89ce865ede95e236fb8/5AE1C9BB/t51.2885-15/e35/16230527_188824704932636_8101669210708508672_n.jpg,BP8dRJGBRHG,1,GraphImage,"[""pmyouthcouncil"",""northpole"",""winner""]",[],2017-01-31T13:57:20,"[""akg78001""]",FALSE,2017-01-31_13-57-20,naturalresourcescanada,4211313612,
27,13,1.44152E+18,"The Honourable Jim Carr, Canada’s Minister of Natural Resources, and Secretary Guajardo of Mexico sign a Memorandum of Understanding to advance collaboration on the governance of mineral resources in Mexico on February , .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c40b63beeae9548322297f4c2219b6df/5AE406C9/t51.2885-15/s1080x1080/e15/fr/16230419_173560469798484_3476659387685142528_n.jpg,BQBUt2VBPJ5,0,GraphImage,[],[],2017-02-02T11:18:49,[],FALSE,2017-02-02_11-18-49,naturalresourcescanada,4211313612,
28,9,1.44153E+18,"The Honourable Jim Carr, Canada’s Minister of Natural Resources, participates in a roundtable on sustainable mining with the Canadian delegation in Mexico on February , .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b2fd0682aad6c3cbc785f5b72fdc254e/5ADC9A80/t51.2885-15/e15/fr/p1080x1080/16228576_246764369110857_3648912285201596416_n.jpg,BQBU873BVJG,0,GraphImage,[],[],2017-02-02T11:20:52,[],FALSE,2017-02-02_11-20-52,naturalresourcescanada,4211313612,
29,12,1.44153E+18,"The Honourable Jim Carr, Canada’s Minister of Natural Resources, addresses participants at the Energy Mexico Oil Gas Power E & Congress in Mexico, Mexico City, on February , .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/9fdced6ac31e8d150185950431a6a3e3/5AE90029/t51.2885-15/s1080x1080/e15/fr/16464429_252425685198485_5911758093347192832_n.jpg,BQBVC9XBPsa,1,GraphImage,[],[],2017-02-02T11:21:42,[],FALSE,2017-02-02_11-21-42,naturalresourcescanada,4211313612,
30,9,1.44153E+18,"The Honourable Jim Carr, Canada’s Minister of Natural Resources, engages with members of the Canadian and Mexican business communities, policy makers, business leaders and environmental groups in Mexico on February ,",https://instagram.fyvr3-1.fna.fbcdn.net/vp/6d4f0e789e03d5780db23e872876596b/5AEE8164/t51.2885-15/e35/16464043_234523653672779_3098687366395592704_n.jpg,BQBWDNth4ZI,0,GraphImage,[],[],2017-02-02T11:30:28,[],FALSE,2017-02-02_11-30-28,naturalresourcescanada,4211313612,
31,7,1.44231E+18,"The Honourable Jim Carr, Canada’s Minister of Natural Resources, promotes Canadian culture and Canada’s th anniversary year while attending performances by Canada’s Royal Winnipeg Ballet of Pas de Deux from their “Going Home Star” ballet and by the Ballet Folklórico de México of The Dance of the Deer in Mexico City on February , .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/bc48173cec4de9d1078d289aec016f19/5AD94894/t51.2885-15/s1080x1080/e15/fr/16123880_1334566269936788_5697438263204118528_n.jpg,BQEIE8qjlgH,0,GraphImage,"[""mexico"",""canada150""]",[],2017-02-03T13:26:06,[],FALSE,2017-02-03_13-26-06,naturalresourcescanada,4211313612,
32,10,1.44231E+18,Minister Carr engages senior Mexican government officials and promotes Canadian culture,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69168c3b573145ed82cb5eb914769966/5AEA7AD3/t51.2885-15/s1080x1080/e15/fr/16229130_1371829002880725_5100748339490586624_n.jpg,BQEIR_SDgLr,0,GraphImage,"[""canada150"",""mexico""]",[],2017-02-03T13:27:52,[],FALSE,2017-02-03_13-27-52,naturalresourcescanada,4211313612,
33,18,1.44232E+18,"Tune in Friday morning, February , when NRCan Chief Scientist Donna Kirkwood takes over our Instagram account in honour of . ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2f43714ffc776c57080d23d75792df09/5AE95437/t51.2885-15/e15/16230538_1331492730248053_9036062229539061760_n.jpg,BQEKJmTjpQp,0,GraphImage,"[""womeninscience"",""takeover"",""science"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-03T13:44:12,[],FALSE,2017-02-03_13-44-12,naturalresourcescanada,4211313612,
34,21,1.44232E+18,"Did you hear the news? Chief Scientist Donna Kirkwood is taking over our Instagram on Friday, February , to celebrate ! And be sure to check us out on Twitter, too! Follow us at throughout the morning to hear from the Chief Scientist herself. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/69d6be0027005756ccacf3783f16ff67/5AE9ECC9/t51.2885-15/e15/16230418_1329435690449358_1007820771860414464_n.jpg,BQEKiz3j-ps,0,GraphImage,"[""womeninscience"",""takeover"",""science"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-03T13:47:39,"[""nrcan""]",FALSE,2017-02-03_13-47-39,naturalresourcescanada,4211313612,
35,10,1.44441E+18,"Meet Chief Scientist Donna Kirkwood. She will be taking over our Twitter and Instagram this Friday, February , to celebrate ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/af2127f18ad3dea526c948084a7e7b8e/5ADA72F5/t51.2885-15/e35/16585382_194468111029578_3136019509895233536_n.jpg,BQLk1E2BcyD,0,GraphImage,"[""womeninscience"",""stemgirls"",""girlslovescience"",""womenintech"",""takeover""]",[],2017-02-06T10:52:01,[],FALSE,2017-02-06_10-52-01,naturalresourcescanada,4211313612,
36,6,1.44571E+18,"Canada’s Minister of Natural Resources, the Honourable Jim Carr, delivers a keynote address at the Energy Council of Canada Conference in Ottawa, Ontario, on Monday, February , .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/80e801111e3135e5f731470a199180a0/5AF38F69/t51.2885-15/e35/16465513_1854387021452887_8528558259504676864_n.jpg,BQQMvNoBw6S,0,GraphImage,[],[],2017-02-08T05:57:42,[],FALSE,2017-02-08_05-57-42,naturalresourcescanada,4211313612,
37,14,1.44577E+18,"Our Chief Scientist, Donna Kirkwood, will be taking over our Twitter and Instagram this Friday morning! Tune in as she showcases her work and that of other female scientists in honour of",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f116112153ada4ce4490918cc244d9bf/5AEF52E2/t51.2885-15/e35/16465459_1280648648690760_8342052684815138816_n.jpg,BQQbG39hH-J,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-08T08:03:16,[],FALSE,2017-02-08_08-03-16,naturalresourcescanada,4211313612,
38,9,1.44656E+18,Hope you didn’t forget! Tune in tomorrow morning when Chief Scientist Donna Kirkwood takes over our Twitter and Instagram,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d27fbbdcdadd3f1c7f9110fa863ccbe1/5AE3A763/t51.2885-15/e35/16585389_1223943604308181_7710358026019930112_n.jpg,BQTOJqGB6cL,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-09T10:07:46,[],FALSE,2017-02-09_10-07-46,naturalresourcescanada,4211313612,
39,18,1.44717E+18,"Stay tuned! Throughout the day, I’m going to highlight some of the great fieldwork photos of NRCan Scientists – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d45d3e7986ab2fdbe0f486957f9aa1a/5AFB5E9C/t51.2885-15/e35/16584914_766667363500778_1579525367574560768_n.jpg,BQVXdfBhOM8,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T06:07:36,[],FALSE,2017-02-10_06-07-36,naturalresourcescanada,4211313612,
40,22,1.44719E+18,"Throwing it back to me as a young professor! Some things change, but my love of science has only grown stronger – DK ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/fb797476180f1c8e4afefe1a48d4d055/5AFB2CB3/t51.2885-15/e35/16464694_380450442324642_9033642737022271488_n.jpg,BQVb928harf,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T06:46:59,[],FALSE,2017-02-10_06-46-59,naturalresourcescanada,4211313612,
41,25,1.44722E+18,Sometimes monitoring volcanos brings you to new heights. Volcanologist Melanie Kelman studies Canadian volcanoes (in BC/YT) and prepares to deal with volcanic unrest. Really cool! – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/992c010ec821a1bc4ad9a0538005b86c/5AFAEC71/t51.2885-15/e35/16231004_1234789816639218_7228418440065712128_n.jpg,BQVjczuBojO,1,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T07:52:22,[],FALSE,2017-02-10_07-52-22,naturalresourcescanada,4211313612,
42,31,1.44723E+18,Check out that coastline! Scientist Lisa Nykolaishen uses GPS to measure the crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii BC. Sometimes I wish I could be back in the field again to see views like that! – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fa97fede8eac81eabcfd1afd47522d57/5ADCEBF7/t51.2885-15/e35/16585304_218196415312887_5468640751141257216_n.jpg,BQVmPL1hMSg,2,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T08:16:43,[],FALSE,2017-02-10_08-16-43,naturalresourcescanada,4211313612,
43,19,1.44724E+18,Move over Indiana Jones! Scientist Suzanne Paradis is off on her own treasure hunt to unlock the mysteries of Canada’s mineral deposits – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e5916c87a33fb78ed4c5dfcae0f9b17f/5AEADA82/t51.2885-15/e35/16228892_1906081716291319_5060552311797972992_n.jpg,BQVoV3zBYCC,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T08:35:07,[],FALSE,2017-02-10_08-35-07,naturalresourcescanada,4211313612,
44,23,1.44725E+18,"Here’s Suzanne Paradis again. I’m not sure about you, but to me this picture makes a pretty good argument for pursuing geology as a career… – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/baa12ac0919c0c5b40c4e1dc3fa6f88e/5ADBA1E0/t51.2885-15/e35/16585353_252061501906803_4299008276109983744_n.jpg,BQVpjVrhEAN,0,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T08:45:41,[],FALSE,2017-02-10_08-45-41,naturalresourcescanada,4211313612,
45,14,1.44726E+18,Here’s a pic of me as a young(er) geologist hiking in the Pyrenees in Spain. I’ve been very fortunate in that my work has taken me to some pretty amazing places! – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/025cac407566528149f364cd8f6c52cd/5AE468C5/t51.2885-15/e35/16465347_265185410577593_3907971312198352896_n.jpg,BQVsDerhAM2,0,GraphImage,"[""flashbackfriday"",""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T09:07:33,[],FALSE,2017-02-10_09-07-33,naturalresourcescanada,4211313612,
46,26,1.44727E+18,Vicki Tschirhart showing some local rock samples to local Nunavumians! The traditional knowledge of northern communities plays a very important role in the research of lots of NRCan scientists – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2499071b183bf2421fd3b4667fedf031/5AE51B7E/t51.2885-15/e35/16229184_1858053107768688_5299346540630900736_n.jpg,BQVuHu6BmaS,0,GraphImage,"[""womeninscience""]",[],2017-02-10T09:25:37,[],FALSE,2017-02-10_09-25-37,naturalresourcescanada,4211313612,
47,34,1.44727E+18,"As a wildland fire researcher, Lynn Johnson is used to feeling the heat! Forest fires are a beneficial ecosystem process, but Lynn’s research helps to predict and manage forest fires that might threaten human lives and infrastructure – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/34c785c7fbbf7d947ce82948996b8f92/5AE04443/t51.2885-15/e35/16465269_414306685578891_7008695425100152832_n.jpg,BQVwHWgBUYa,1,GraphImage,"[""womeninscience""]",[],2017-02-10T09:43:02,[],FALSE,2017-02-10_09-43-02,naturalresourcescanada,4211313612,
48,20,1.44729E+18,"That’s all for me here! Thx for following! If you want to see more from me, follow my personal Twitter account, at DLEKirkwood – DK",https://instagram.fyvr3-1.fna.fbcdn.net/vp/a2517f77c14bd90489222543547111f2/5AF82546/t51.2885-15/e35/16465414_1106246189503159_2464134634498162688_n.jpg,BQVzLDOhnpn,3,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T10:09:45,[],FALSE,2017-02-10_10-09-45,naturalresourcescanada,4211313612,
