,Unnamed: 0,Unnamed: 0.1,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
10,10,10,1974344102592284_1975538215806206,134615279898518_1974344102592284,,2017-12-30 13:14:58,1,1,0,0,0,0,0,0,Wow,[],[],Wow,['Wow'],[u'wow'],Now,0.1,0.0,Neutral,Neutral
11,11,11,1974344102592284_1975924675767560,134615279898518_1974344102592284,,2017-12-30 21:55:18,0,0,0,0,0,0,0,0,Heather Trombley la pointe,[],[],Heather Trombley la pointe,"['Heather', 'Trombley', 'la', 'pointe']","[u'heather', u'trombley', 'la', u'point']",Weather Trombley la point,0.0,0.0,Neutral,Neutral
12,12,12,1974403919252969_1974547559238605,134615279898518_1974404039252957,,2017-12-29 14:59:53,0,0,0,0,0,0,0,0,Bravo que de magnifiques photos que vous partagez ️,[],[],Bravo que de magnifiques photos que vous partagez,"['Bravo', 'que', 'de', 'magnifiques', 'photos', 'que', 'vous', 'partagez']","[u'bravo', u'que', 'de', u'magnifiqu', u'photo', u'que', u'vous', u'partagez']",Bravo que de magnifiques photo que vous portages,0.0,0.0,Neutral,Neutral
13,13,13,1974403919252969_1974946485865379,134615279898518_1974404039252957,,2017-12-29 23:34:01,0,0,0,0,0,0,0,0,Il y manque juste les chaises rouges mais elles sont magnifiques,[],[],manque juste les chaises rouges elles magnifiques,"['manque', 'juste', 'les', 'chaises', 'rouges', 'elles', 'magnifiques']","[u'manqu', u'just', u'les', u'chais', u'roug', u'ell', u'magnifiqu']",manque just les chaises routes ellis magnifiques,0.1,0.1,Neutral,Neutral
14,14,14,1974403919252969_1975098659183495,134615279898518_1974404039252957,,2017-12-30 04:07:37,1,1,0,0,0,0,0,0,Jorni Krop,[],[],Jorni Krop,"['Jorni', 'Krop']","[u'jorni', u'krop']",Worn Drop,0.0,0.0,Neutral,Neutral
15,15,15,1974403919252969_1975267652499929,134615279898518_1974404039252957,,2017-12-30 08:11:46,1,0,1,0,0,0,0,0,Les photos sont magnifiques. J'aime mon Canada,[],[],Les photos magnifiques aime Canada,"['Les', 'photos', 'magnifiques', 'aime', 'Canada']","[u'les', u'photo', u'magnifiqu', u'aim', u'canada']",Yes photo magnifiques aime Canada,0.0,0.0,Neutral,Neutral
16,16,16,1974403919252969_1986323551394339,134615279898518_1974404039252957,,2018-01-08 13:01:12,0,0,0,0,0,0,0,0,[[PHOTO]],[],[],PHOTO,['PHOTO'],[u'photo'],PHOTO,0.0,0.0,Neutral,Neutral
17,17,17,1954705841222777_1974238175936210,134615279898518_1954705841222777,,2017-12-29 08:40:54,0,0,0,0,0,0,0,0,"Laver mon plancher plus souvent. Du bois franc qui n'a pas l'air sale. Mais quand on essuie du ""jus de bottes""... la micro-fibre est grise. Lol!!! Réellement? Jouer plus dehors.",[],[],Laver mon plancher plus souvent Du bois franc qui pas air sale Mais quand essuie du jus de bottes la micro fibre est grise Lol ellement Jouer plus dehors,"['Laver', 'mon', 'plancher', 'plus', 'souvent', 'Du', 'bois', 'franc', 'qui', 'pas', 'air', 'sale', 'Mais', 'quand', 'essuie', 'du', 'jus', 'de', 'bottes', 'la', 'micro', 'fibre', 'est', 'grise', 'Lol', 'ellement', 'Jouer', 'plus', 'dehors']","[u'laver', u'mon', u'plancher', u'plus', u'souvent', 'du', u'boi', u'franc', u'qui', u'pas', u'air', u'sale', u'mai', u'quand', u'essui', 'du', u'jus', 'de', u'bott', 'la', u'micro', u'fibr', u'est', u'grise', u'lol', u'ellement', u'jouer', u'plus', u'dehor']",Waver mon planter plus solvent U boris france qui pas air sale Mais quand issue du just de bottles la micro fibre est rise Vol element Over plus doors,0.8,0.0,Positive,Neutral
18,18,18,1955677267792301_1973421536017874,134615279898518_1955677267792301,,2017-12-28 14:10:16,0,0,0,0,0,0,0,0,est-ce que les jeunes de -17 ans peuvent y aller seul ou doivent obligatoirement être accompagné d'un adulte qui doit payer?,[],[],est ce que les jeunes de 17 ans peuvent aller seul ou doivent obligatoirement un adulte qui doit payer,"['est', 'ce', 'que', 'les', 'jeunes', 'de', '17', 'ans', 'peuvent', 'aller', 'seul', 'ou', 'doivent', 'obligatoirement', 'un', 'adulte', 'qui', 'doit', 'payer']","[u'est', 'ce', u'que', u'les', u'jeun', 'de', '17', u'an', u'peuvent', u'aller', u'seul', 'ou', u'doivent', u'obligatoir', 'un', u'adult', u'qui', u'doit', u'payer']",est ce que les jeune de 17 and prevent alter soul ou driven obligatoirement un adults qui dot paper,0.0,0.0,Neutral,Neutral
19,19,19,1955677267792301_1974386695921358,134615279898518_1955677267792301,1955677267792301_1973421536017874,2017-12-29 11:43:19,1,1,0,0,0,0,0,0,Bonjour Jessika! Les jeunes sont libres de visiter les parcs seuls sans un adulte.,[],[],Bonjour Jessika Les jeunes libres visiter les parcs seuls sans adulte,"['Bonjour', 'Jessika', 'Les', 'jeunes', 'libres', 'visiter', 'les', 'parcs', 'seuls', 'sans', 'adulte']","[u'bonjour', u'jessika', u'les', u'jeun', u'libr', u'visit', u'les', u'parc', u'seul', u'san', u'adult']",Bonjour Jessika Yes jeune fibres visitor les parts souls sans adults,0.0,0.0,Neutral,Neutral
