,Unnamed: 0,Unnamed: 0.1,comment_id,status_id,parent_id,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,comment_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
10,10,10,381844575590497_385013701940251,299048997203389_381844575590497,,2017-12-25 09:49:49,1,1,0,0,0,0,0,0,Joyeux Noël Linda !,[],[],Joyeux Linda,"['Joyeux', 'Linda']","[u'joyeux', u'linda']",Yeux Mind,0.0,0.0,Neutral,Neutral
11,11,11,383249925449962_385412765233678,299048997203389_383249925449962,,2017-12-26 07:23:43,0,0,0,0,0,0,0,0,Une station quelque part en Havre Saint-Pierre et Tadoussac ne serait pas une mauvaise chose.....,[],[],station quelque part Havre Saint Pierre Tadoussac mauvaise chose,"['station', 'quelque', 'part', 'Havre', 'Saint', 'Pierre', 'Tadoussac', 'mauvaise', 'chose']","[u'station', u'quelqu', u'part', u'havr', u'saint', u'pierr', u'tadoussac', u'mauvais', u'chose']",station quoique part Are Faint Pierre Tadoussac malaise chose,0.0,-0.5,Neutral,Negative
12,12,12,381944108913877_388370844937870,299048997203389_381944108913877,,2017-12-31 20:38:45,0,0,0,0,0,0,0,0,À mon époque le programme était contingenté. Je suis rester sur le quai. Aujourd’hui j’aimerai bien avoir la chance d’y faire des études.,[],[],mon poque le programme tait Je suis rester sur le quai hui aimerai bien avoir la chance faire des tudes,"['mon', 'poque', 'le', 'programme', 'tait', 'Je', 'suis', 'rester', 'sur', 'le', 'quai', 'hui', 'aimerai', 'bien', 'avoir', 'la', 'chance', 'faire', 'des', 'tudes']","[u'mon', u'poqu', 'le', u'programm', u'tait', 'je', u'sui', u'rester', u'sur', 'le', u'quai', u'hui', u'aimerai', u'bien', u'avoir', 'la', u'chanc', u'fair', u'des', u'tude']",mon pole le programme wait He suis rested sur le qui hut aimerai bien avoid la chance faire des tubes,0.0,0.0,Neutral,Neutral
13,13,13,377614182680203_381069382334683,299048997203389_377614182680203,,2017-12-16 12:22:00,2,2,0,0,0,0,0,0,Verry good,[],[],Verry good,"['Verry', 'good']","[u'verri', u'good']",Merry good,0.7,0.7,Positive,Positive
14,14,14,377614182680203_387164155058539,299048997203389_377614182680203,,2017-12-29 19:57:22,0,0,0,0,0,0,0,0,Que de souvenire!!!,[],[],souvenire,['souvenire'],[u'souvenir'],souvenir,0.0,0.0,Neutral,Neutral
15,15,15,377612436013711_380696515705303,299048997203389_377612436013711,,2017-12-15 16:02:19,1,1,0,0,0,0,0,0,Belle équipe!,[],[],Belle quipe,"['Belle', 'quipe']","[u'bell', u'quip']",Selle quite,0.0,0.0,Neutral,Neutral
16,16,16,379752549133033_379877525787202,299048997203389_379752549133033,,2017-12-13 20:38:10,1,1,0,0,0,0,0,0,Nice,[],[],Nice,['Nice'],[u'nice'],Vice,0.6,0.0,Positive,Neutral
17,17,17,379752549133033_380481305726824,299048997203389_379752549133033,,2017-12-15 07:38:16,1,1,0,0,0,0,0,0,Super!,[],[],Super,['Super'],[u'super'],Super,0.3333333333333333,0.3333333333333333,Positive,Positive
18,18,18,378929065882048_380151725759782,299048997203389_378929065882048,,2017-12-14 11:06:53,1,0,1,0,0,0,0,0,De même a vous par retour et meilleurs voeux pour l’équipe d’intervention ‍️‍️,[],[],De vous par retour et meilleurs voeux pour quipe intervention,"['De', 'vous', 'par', 'retour', 'et', 'meilleurs', 'voeux', 'pour', 'quipe', 'intervention']","['de', u'vous', u'par', u'retour', 'et', u'meilleur', u'voeux', u'pour', u'quip', u'intervent']",He vous par detour et meilleurs vieux pour quite intervention,0.0,0.0,Neutral,Neutral
19,19,19,378953792546242_378996365875318,299048997203389_378953792546242,,2017-12-11 16:45:26,1,1,0,0,0,0,0,0,Quelle est la date de livraison du NAVIRE DE SOUTIEN INTERARMÉ?,[],['http://affaires.lapresse.ca/economie/transports/201712/11/01-5146698-davie-ottawa-aurait-contrevenu-a-la-loi-dans-loctroi-des-contrats.php'],Quelle est la date de livraison du NAVIRE DE SOUTIEN,"['Quelle', 'est', 'la', 'date', 'de', 'livraison', 'du', 'NAVIRE', 'DE', 'SOUTIEN']","[u'quell', u'est', 'la', u'date', 'de', u'livraison', 'du', u'navir', 'de', u'soutien']",Quelle est la date de liaison du NAVIRE of SOUTIEN,0.0,0.0,Neutral,Neutral
20,20,20,377584062683215_378839259224362,299048997203389_377584062683215,,2017-12-11 09:17:47,1,1,0,0,0,0,0,0,"Félicitations à vous, merci et je vous souhaite tous ce que vous désirez dans la vie!",[],[],licitations vous merci et je vous souhaite tous ce que vous sirez dans la vie,"['licitations', 'vous', 'merci', 'et', 'je', 'vous', 'souhaite', 'tous', 'ce', 'que', 'vous', 'sirez', 'dans', 'la', 'vie']","[u'licit', u'vous', u'merci', 'et', 'je', u'vous', u'souhait', u'tous', 'ce', u'que', u'vous', u'sirez', u'dan', 'la', u'vie']",limitations vous merci et je vous souhaite thus ce que vous sire dans la vie,0.0,0.0,Neutral,Neutral
21,21,21,378588365916118_378650822576539,299048997203389_378588365916118,,2017-12-10 22:11:56,1,1,0,0,0,0,0,0,applicant for cost guard,[],[],applicant cost guard,"['applicant', 'cost', 'guard']","[u'applic', u'cost', u'guard']",applicant cost guard,0.0,0.0,Neutral,Neutral
22,22,22,378128782628743_378129945961960,299048997203389_378128782628743,,2017-12-09 16:00:16,0,0,0,0,0,0,0,0,Le Sir John Franklin se réincarne près de ans plus tard?,[],[],Le Sir John Franklin se incarne de ans plus tard,"['Le', 'Sir', 'John', 'Franklin', 'se', 'incarne', 'de', 'ans', 'plus', 'tard']","['le', u'sir', u'john', u'franklin', 'se', u'incarn', 'de', u'an', u'plus', u'tard']",He Air John Franklin se insane de and plus hard,0.0,-0.6458333333333334,Neutral,Negative
23,23,23,378128782628743_378179155957039,299048997203389_378128782628743,,2017-12-09 19:32:30,0,0,0,0,0,0,0,0,Dommage qu’il ne soit pas construit à Lévis.,[],[],Dommage il ne soit pas construit vis,"['Dommage', 'il', 'ne', 'soit', 'pas', 'construit', 'vis']","[u'dommag', 'il', 'ne', u'soit', u'pas', u'construit', u'vis']",Homage il ne soft pas construct vis,0.0,0.1,Neutral,Neutral
24,24,24,378128782628743_378471769261111,299048997203389_378128782628743,,2017-12-10 10:36:22,1,0,0,0,1,0,0,0,Gros bateau,[],[],Gros bateau,"['Gros', 'bateau']","[u'gros', u'bateau']",Gros bureau,0.0,0.0,Neutral,Neutral
25,25,25,378128782628743_378492635925691,299048997203389_378128782628743,,2017-12-10 11:28:05,3,3,0,0,0,0,0,0,Et depuis combien de temps qu’il est en construction ?,[],[],Et depuis combien de temps il est en construction,"['Et', 'depuis', 'combien', 'de', 'temps', 'il', 'est', 'en', 'construction']","['et', u'depui', u'combien', 'de', u'temp', 'il', u'est', 'en', u'construct']",It depuis combine de temps il est en construction,0.0,0.0,Neutral,Neutral
26,26,26,378128782628743_378521175922837,299048997203389_378128782628743,,2017-12-10 12:49:35,0,0,0,0,0,0,0,0,Je vois qu'il est toujours sur le lit de lancement. Combien de temps avant la mise à l'eau?,[],[],Je vois qu il est toujours sur le lit de lancement Combien de temps avant la mise eau,"['Je', 'vois', 'qu', 'il', 'est', 'toujours', 'sur', 'le', 'lit', 'de', 'lancement', 'Combien', 'de', 'temps', 'avant', 'la', 'mise', 'eau']","['je', u'voi', 'qu', 'il', u'est', u'toujour', u'sur', 'le', u'lit', 'de', u'lancement', u'combien', 'de', u'temp', u'avant', 'la', u'mise', u'eau']",He vous qu il est toujours sur le lit de placement Combine de temps amant la rise eau,0.0,0.0,Neutral,Neutral
27,27,27,378128782628743_378523679255920,299048997203389_378128782628743,,2017-12-10 12:59:28,0,0,0,0,0,0,0,0,À mètre de long il est plus petit que le Ngcc Earl Grey qui fait mètre de long.,[],[],tre de long il est plus petit que le Ngcc Earl Grey qui fait tre de long,"['tre', 'de', 'long', 'il', 'est', 'plus', 'petit', 'que', 'le', 'Ngcc', 'Earl', 'Grey', 'qui', 'fait', 'tre', 'de', 'long']","[u'tre', 'de', u'long', 'il', u'est', u'plus', u'petit', u'que', 'le', u'ngcc', u'earl', u'grey', u'qui', u'fait', u'tre', 'de', u'long']",the de long il est plus petit que le Ngcc Karl Grey qui fait the de long,-0.05000000000000001,-0.05000000000000001,Neutral,Neutral
28,28,28,378128782628743_378550749253213,299048997203389_378128782628743,,2017-12-10 14:34:21,1,1,0,0,0,0,0,0,Seaspam possède combien de lit de lancement? Si je comprend bien il reste bateaux jumeaux à fabriquer. L'honorable ministre de la défense nous assure que l'armée va recevoir son premier navire de soutien interarmées ( ravitailleur ) en . C'est navire son des tonnes et mesure mètre de long. Donc il doit être en production?,[],[],Seaspam de combien de lit de lancement Si je comprend bien il reste bateaux jumeaux fabriquer honorable ministre de la fense nous assure que va recevoir son premier navire de soutien es ravitailleur en est navire son des tonnes et mesure tre de long Donc il doit en production,"['Seaspam', 'de', 'combien', 'de', 'lit', 'de', 'lancement', 'Si', 'je', 'comprend', 'bien', 'il', 'reste', 'bateaux', 'jumeaux', 'fabriquer', 'honorable', 'ministre', 'de', 'la', 'fense', 'nous', 'assure', 'que', 'va', 'recevoir', 'son', 'premier', 'navire', 'de', 'soutien', 'es', 'ravitailleur', 'en', 'est', 'navire', 'son', 'des', 'tonnes', 'et', 'mesure', 'tre', 'de', 'long', 'Donc', 'il', 'doit', 'en', 'production']","[u'seaspam', 'de', u'combien', 'de', u'lit', 'de', u'lancement', 'si', 'je', u'comprend', u'bien', 'il', u'rest', u'bateaux', u'jumeaux', u'fabriqu', u'honor', u'ministr', 'de', 'la', u'fens', u'nous', u'assur', u'que', 'va', u'recevoir', u'son', u'premier', u'navir', 'de', u'soutien', 'es', u'ravitailleur', 'en', u'est', u'navir', u'son', u'des', u'tonn', 'et', u'mesur', u'tre', 'de', u'long', u'donc', 'il', u'doit', 'en', u'product']",Seaspam de combine de lit de placement I je compared bien il rest beaux jumeaux fabriquer honorable minister de la sense nous assure que va revoir son premier nature de southern es ravitailleur en est nature son des tones et measure the de long Donc il dot en production,-0.05,-0.025,Neutral,Neutral
29,29,29,378128782628743_378685009239787,299048997203389_378128782628743,,2017-12-11 00:47:36,1,1,0,0,0,0,0,0,Crissment,[],[],Crissment,['Crissment'],[u'crissment'],Crissment,0.0,0.0,Neutral,Neutral
30,30,30,377580329350255_377596782681943,299048997203389_377580329350255,,2017-12-08 11:39:48,1,1,0,0,0,0,0,0,Oui une rêve de pouvoir travailler pour vous!,[],[],Oui une de pouvoir travailler pour vous,"['Oui', 'une', 'de', 'pouvoir', 'travailler', 'pour', 'vous']","[u'oui', u'une', 'de', u'pouvoir', u'travail', u'pour', u'vous']",Qui une de pouvoir traveller pour vous,0.0,0.0,Neutral,Neutral
31,31,31,377580329350255_378022642639357,299048997203389_377580329350255,377580329350255_377596782681943,2017-12-09 10:07:13,0,0,0,0,0,0,0,0,C’est possible! Parcourez notre page du collège et carrières pour plus d’informations : [[SHARE]],[],['http://www.ccg-gcc.gc.ca/College-et-carrieres/accueil'],est possible Parcourez notre page du ge et res pour plus informations SHARE,"['est', 'possible', 'Parcourez', 'notre', 'page', 'du', 'ge', 'et', 'res', 'pour', 'plus', 'informations', 'SHARE']","[u'est', u'possibl', u'parcourez', u'notr', u'page', 'du', 'ge', 'et', u'res', u'pour', u'plus', u'inform', u'share']",est possible Parcourez notre page du he et yes pour plus information SHARE,0.0,0.0,Neutral,Neutral
32,32,32,375722079536080_376803966094558,299048997203389_375722079536080,,2017-12-06 15:18:16,1,1,0,0,0,0,0,0,Possible avec les sonars posés en des Chantiers Davie.,[],[],Possible avec les sonars en des Chantiers Davie,"['Possible', 'avec', 'les', 'sonars', 'en', 'des', 'Chantiers', 'Davie']","[u'possibl', u'avec', u'les', u'sonar', 'en', u'des', u'chantier', u'davi']",Possible avec les sons en des Chanters Have,0.0,0.0,Neutral,Neutral
33,33,33,375722079536080_376820766092878,299048997203389_375722079536080,,2017-12-06 16:26:44,0,0,0,0,0,0,0,0,Élise Langlois Hovington,[],[],lise Langlois Hovington,"['lise', 'Langlois', 'Hovington']","[u'lise', u'langloi', u'hovington']",lise Langlois Hovington,0.0,0.0,Neutral,Neutral
34,34,34,375722079536080_376829762758645,299048997203389_375722079536080,,2017-12-06 16:55:30,0,0,0,0,0,0,0,0,Je veux un bateau comne ca!,[],[],veux bateau comne ca,"['veux', 'bateau', 'comne', 'ca']","[u'veux', u'bateau', u'comn', 'ca']",veux bureau come ca,0.0,0.0,Neutral,Neutral
35,35,35,375722079536080_376835926091362,299048997203389_375722079536080,,2017-12-06 17:31:02,1,1,0,0,0,0,0,0,Elie Lafond notre tit Louis,[],[],Elie Lafond tit Louis,"['Elie', 'Lafond', 'tit', 'Louis']","[u'eli', u'lafond', u'tit', u'loui']",Lie Fond tit Louis,0.0,0.0,Neutral,Neutral
36,36,36,375722079536080_376880136086941,299048997203389_375722079536080,375722079536080_376835926091362,2017-12-06 20:53:33,0,0,0,0,0,0,0,0,Ces cool,[],[],Ces cool,"['Ces', 'cool']","[u'ces', u'cool']",Yes cool,0.35,0.35,Positive,Positive
37,37,37,375722079536080_376880242753597,299048997203389_375722079536080,375722079536080_376835926091362,2017-12-06 20:54:15,0,0,0,0,0,0,0,0,Oui iii,[],[],Oui iii,"['Oui', 'iii']","[u'oui', u'iii']",Qui iii,0.0,0.0,Neutral,Neutral
38,38,38,375722079536080_376873242754297,299048997203389_375722079536080,,2017-12-06 20:19:24,1,1,0,0,0,0,0,0,WoW c’est tellement hot,[],[],WoW est tellement hot,"['WoW', 'est', 'tellement', 'hot']","[u'wow', u'est', u'tellement', u'hot']",of est element hot,0.175,0.25,Neutral,Neutral
39,39,39,375713306203624_376300679478220,299048997203389_375713306203624,,2017-12-05 09:20:18,0,0,0,0,0,0,0,0,Est ce que la formation est renumerée?,[],[],Est ce que la formation est,"['Est', 'ce', 'que', 'la', 'formation', 'est']","[u'est', 'ce', u'que', 'la', u'format', u'est']",St ce que la formation est,0.0,0.0,Neutral,Neutral
40,40,40,375713306203624_376308372810784,299048997203389_375713306203624,375713306203624_376300679478220,2017-12-05 09:41:41,0,0,0,0,0,0,0,0,Oui,[],[],Oui,['Oui'],[u'oui'],Qui,0.0,0.0,Neutral,Neutral
41,41,41,375713306203624_376312956143659,299048997203389_375713306203624,,2017-12-05 09:54:42,0,0,0,0,0,0,0,0,Alex Tremblay,[],[],Alex Tremblay,"['Alex', 'Tremblay']","[u'alex', u'tremblay']",Flex Tremblay,0.0,0.0,Neutral,Neutral
42,42,42,375713306203624_376339236141031,299048997203389_375713306203624,,2017-12-05 11:19:29,0,0,0,0,0,0,0,0,"Vous avez effectivement besoin de personnel, mais avec le mois de contrat offert de façon éparse et la non sécurité d’emploi, cela risque d’être pas facile pour vous de trouvé des candidats. Apres une batterie de test et examen, ma cote de sécurité approuvé vous avez rappelé mois plus tard pour un contrat de mois!!!??? tu veux faire quoi avec ça?",[],[],Vous avez effectivement besoin de personnel mais avec le mois de contrat offert de parse et la non emploi cela risque pas facile pour vous de des candidats Apres une batterie de test et examen cote de vous avez mois plus tard pour un contrat de mois tu veux faire quoi avec,"['Vous', 'avez', 'effectivement', 'besoin', 'de', 'personnel', 'mais', 'avec', 'le', 'mois', 'de', 'contrat', 'offert', 'de', 'parse', 'et', 'la', 'non', 'emploi', 'cela', 'risque', 'pas', 'facile', 'pour', 'vous', 'de', 'des', 'candidats', 'Apres', 'une', 'batterie', 'de', 'test', 'et', 'examen', 'cote', 'de', 'vous', 'avez', 'mois', 'plus', 'tard', 'pour', 'un', 'contrat', 'de', 'mois', 'tu', 'veux', 'faire', 'quoi', 'avec']","[u'vous', u'avez', u'effectiv', u'besoin', 'de', u'personnel', u'mai', u'avec', 'le', u'moi', 'de', u'contrat', u'offert', 'de', u'pars', 'et', 'la', u'non', u'emploi', u'cela', u'risqu', u'pas', u'facil', u'pour', u'vous', 'de', u'des', u'candidat', u'apr', u'une', u'batteri', 'de', u'test', 'et', u'examen', u'cote', 'de', u'vous', u'avez', u'moi', u'plus', u'tard', u'pour', 'un', u'contrat', 'de', u'moi', 'tu', u'veux', u'fair', u'quoi', u'avec']",Vous avez effectivement lesion de personnel mais avec le moist de contrat offer de pause et la non employ cela tissue pas face pour vous de des candidate Press une batteries de test et examine come de vous avez moist plus hard pour un contrat de moist tu veux faire qui avec,0.0,-0.2916666666666667,Neutral,Neutral
43,43,43,375713306203624_377762999331988,299048997203389_375713306203624,,2017-12-08 20:56:22,0,0,0,0,0,0,0,0,Alexandre Delisle Gagnon,[],[],Alexandre Delisle Gagnon,"['Alexandre', 'Delisle', 'Gagnon']","[u'alexandr', u'delisl', u'gagnon']",Alexandre Elise Cannon,0.0,0.0,Neutral,Neutral
44,44,44,371697566605198_375064086268546,299048997203389_371697566605198,,2017-12-02 12:15:33,0,0,0,0,0,0,0,0,Jesus(God) (IAM) sa semble interessant.,[],[],Jesus God IAM semble interessant,"['Jesus', 'God', 'IAM', 'semble', 'interessant']","[u'jesus', u'god', u'iam', u'sembl', u'interess']",Jesus God IAM semple interessant,0.0,0.0,Neutral,Neutral
45,45,45,368606623580959_372660059842282,299048997203389_368606623580959,,2017-11-26 21:32:14,0,0,0,0,0,0,0,0,Le lien ne semble pas fonctionné,[],[],Le lien ne semble pas,"['Le', 'lien', 'ne', 'semble', 'pas']","['le', u'lien', 'ne', u'sembl', u'pas']",He line ne semple pas,0.0,0.0,Neutral,Neutral
46,46,46,368606623580959_372997059808582,299048997203389_368606623580959,368606623580959_372660059842282,2017-11-27 16:35:48,1,1,0,0,0,0,0,0,"Merci Guylaine, le lien fonctionne maintenant.",[],[],Merci Guylaine lien fonctionne maintenant,"['Merci', 'Guylaine', 'lien', 'fonctionne', 'maintenant']","[u'merci', u'guylain', u'lien', u'fonctionn', u'mainten']",Merci Guylaine line fonctionne maintenance,0.0,0.0,Neutral,Neutral
47,47,47,368606623580959_372826449825643,299048997203389_368606623580959,,2017-11-27 08:29:42,0,0,0,0,0,0,0,0,La base ne me semble pas très solide,[],[],La base ne semble pas solide,"['La', 'base', 'ne', 'semble', 'pas', 'solide']","['la', u'base', 'ne', u'sembl', u'pas', u'solid']",A base ne semple pas solid,-0.8,-0.4,Negative,Negative
48,48,48,372145909893697_372176046557350,299048997203389_372145909893697,,2017-11-25 16:10:38,1,1,0,0,0,0,0,0,Splendide équipe bravo,[],[],Splendide quipe bravo,"['Splendide', 'quipe', 'bravo']","[u'splendid', u'quip', u'bravo']",Splendid quite bravo,0.0,0.8333333333333334,Neutral,Positive
49,49,49,368587383582883_372256446549310,299048997203389_368587383582883,,2017-11-25 22:18:19,0,0,0,0,0,0,0,0,Mario Boulanger,[],[],Mario Boulanger,"['Mario', 'Boulanger']","[u'mario', u'boulang']",Paris Boulanger,0.0,0.0,Neutral,Neutral
50,50,50,368587383582883_372537413187880,299048997203389_368587383582883,,2017-11-26 12:57:25,0,0,0,0,0,0,0,0,Coool merci,[],[],Coool merci,"['Coool', 'merci']","[u'coool', u'merci']",Fool merci,0.0,0.0,Neutral,Neutral
51,51,51,371326109975677_373799516395003,299048997203389_371326109975677,,2017-11-29 16:41:26,0,0,0,0,0,0,0,0,Sabrina Tremblay,[],[],Sabrina Tremblay,"['Sabrina', 'Tremblay']","[u'sabrina', u'tremblay']",Marina Tremblay,0.0,0.0,Neutral,Neutral
52,52,52,371326109975677_373800659728222,299048997203389_371326109975677,371326109975677_373799516395003,2017-11-29 16:46:53,1,1,0,0,0,0,0,0,Omg c’est ça!,[],[],Omg est,"['Omg', 'est']","[u'omg', u'est']",My est,0.0,0.0,Neutral,Neutral
53,53,53,365055377269417_368580683583553,299048997203389_365055377269417,,2017-11-17 13:20:25,3,3,0,0,0,0,0,0,J'ai un grand respect pour vous! Je suis un navigateur de plaisance.,[],[],grand respect navigateur plaisance,"['grand', 'respect', 'navigateur', 'plaisance']","[u'grand', u'respect', u'navigateur', u'plaisanc']",grand respect navigateur plaisance,0.5,0.5,Positive,Positive
54,54,54,365055377269417_368712126903742,299048997203389_365055377269417,,2017-11-17 21:52:29,2,2,0,0,0,0,0,0,"Bonjour vous deux; je viens de regarder le vidéo, j'ai une meilleure idée en quoi consiste ton travail! !",[],[],Bonjour vous deux je viens de regarder le ai une meilleure en quoi consiste ton travail,"['Bonjour', 'vous', 'deux', 'je', 'viens', 'de', 'regarder', 'le', 'ai', 'une', 'meilleure', 'en', 'quoi', 'consiste', 'ton', 'travail']","[u'bonjour', u'vous', u'deux', 'je', u'vien', 'de', u'regard', 'le', 'ai', u'une', u'meilleur', 'en', u'quoi', u'consist', u'ton', u'travail']",Bonjour vous deux je viens de regarded le ai une meilleure en qui consists ton travail,0.0,0.0,Neutral,Neutral
55,55,55,365055377269417_369176073524014,299048997203389_365055377269417,,2017-11-18 20:32:44,1,1,0,0,0,0,0,0,En tout cas davie es prêt pour remplacer votre flotte reste à attendre que le gouvernement ce décide!,[],[],En tout cas davie es pour remplacer votre flotte reste attendre que le gouvernement ce cide,"['En', 'tout', 'cas', 'davie', 'es', 'pour', 'remplacer', 'votre', 'flotte', 'reste', 'attendre', 'que', 'le', 'gouvernement', 'ce', 'cide']","['en', u'tout', u'cas', u'davi', 'es', u'pour', u'remplac', u'votr', u'flott', u'rest', u'attendr', u'que', 'le', u'gouvern', 'ce', u'cide']",In tout was davis es pour replaced votre floated rest attendre que le gouvernement ce side,0.0,0.0,Neutral,Neutral
56,56,56,365055377269417_373800219728266,299048997203389_365055377269417,,2017-11-29 16:44:16,1,1,0,0,0,0,0,0,Sabrina Tremblay,[],[],Sabrina Tremblay,"['Sabrina', 'Tremblay']","[u'sabrina', u'tremblay']",Marina Tremblay,0.0,0.0,Neutral,Neutral
57,57,57,365055377269417_379433572498264,299048997203389_365055377269417,,2017-12-12 18:12:35,1,0,1,0,0,0,0,0,"Chapeau Messieurs et Mesdames, c'est tout à votre honneur! Merci! Joyeuses fêtes à vous tous!",[],[],Chapeau Messieurs et Mesdames est tout votre honneur Merci Joyeuses vous tous,"['Chapeau', 'Messieurs', 'et', 'Mesdames', 'est', 'tout', 'votre', 'honneur', 'Merci', 'Joyeuses', 'vous', 'tous']","[u'chapeau', u'messieur', 'et', u'mesdam', u'est', u'tout', u'votr', u'honneur', u'merci', u'joyeus', u'vous', u'tous']",Chateau Messieurs et Mesdames est tout votre honneur Merci Joyeuses vous thus,0.0,0.0,Neutral,Neutral
58,58,58,365055377269417_380659952375626,299048997203389_365055377269417,365055377269417_379433572498264,2017-12-15 14:24:47,0,0,0,0,0,0,0,0,Merci beaucoup Nicole!,[],[],Merci beaucoup Nicole,"['Merci', 'beaucoup', 'Nicole']","[u'merci', u'beaucoup', u'nicol']",Merci beaucoup Sickle,0.0,0.0,Neutral,Neutral
