token,tok_freq,tok_freq_perc,stemmer,stem_freq,stem_freq_perc
nan,101,0.21956521739130436,nan,101.0,0.21956521739130436
canada,36,0.0782608695652174,canada,36.0,0.0782608695652174
de,29,0.06304347826086956,magnifiqu,30.0,0.06521739130434782
magnifique,27,0.058695652173913045,de,29.0,0.06304347826086956
merci,22,0.04782608695652174,merci,22.0,0.04782608695652174
wow,21,0.04565217391304348,wow,21.0,0.04565217391304348
beautiful,20,0.043478260869565216,photo,21.0,0.04565217391304348
photo,18,0.0391304347826087,beauti,20.0,0.043478260869565216
nice,18,0.0391304347826087,nice,18.0,0.0391304347826087
la,16,0.034782608695652174,love,17.0,0.03695652173913044
un,15,0.03260869565217391,parc,16.0,0.034782608695652174
cool,14,0.030434782608695653,la,16.0,0.034782608695652174
c'est,13,0.02826086956521739,un,15.0,0.03260869565217391
nous,12,0.02608695652173913,cool,14.0,0.030434782608695653
great,12,0.02608695652173913,c'est,13.0,0.02826086956521739
love,12,0.02608695652173913,thank,13.0,0.02826086956521739
en,11,0.02391304347826087,great,13.0,0.02826086956521739
et,11,0.02391304347826087,nous,12.0,0.02608695652173913
dans,11,0.02391304347826087,les,11.0,0.02391304347826087
les,11,0.02391304347826087,et,11.0,0.02391304347826087
y,11,0.02391304347826087,en,11.0,0.02391304347826087
amazing,10,0.021739130434782608,dan,11.0,0.02391304347826087
parc,10,0.021739130434782608,y,11.0,0.02391304347826087
ce,9,0.01956521739130435,amaz,10.0,0.021739130434782608
ma,9,0.01956521739130435,jour,10.0,0.021739130434782608
nature,9,0.01956521739130435,ce,9.0,0.01956521739130435
trs,8,0.017391304347826087,natur,9.0,0.01956521739130435
que,8,0.017391304347826087,ma,9.0,0.01956521739130435
j'ai,8,0.017391304347826087,trs,8.0,0.017391304347826087
beaucoup,8,0.017391304347826087,beaucoup,8.0,0.017391304347826087
notre,8,0.017391304347826087,awesom,8.0,0.017391304347826087
sur,8,0.017391304347826087,que,8.0,0.017391304347826087
le,8,0.017391304347826087,je,8.0,0.017391304347826087
je,8,0.017391304347826087,sur,8.0,0.017391304347826087
thank,8,0.017391304347826087,le,8.0,0.017391304347826087
awesome,8,0.017391304347826087,notr,8.0,0.017391304347826087
pour,8,0.017391304347826087,pour,8.0,0.017391304347826087
a,7,0.015217391304347827,j'ai,8.0,0.017391304347826087
vous,7,0.015217391304347827,vous,7.0,0.015217391304347827
shot,6,0.013043478260869565,a,7.0,0.015217391304347827
like,6,0.013043478260869565,like,7.0,0.015217391304347827
pas,6,0.013043478260869565,est,6.0,0.013043478260869565
parcs,6,0.013043478260869565,shot,6.0,0.013043478260869565
est,6,0.013043478260869565,hte,6.0,0.013043478260869565
hte,6,0.013043478260869565,moi,6.0,0.013043478260869565
thanks,5,0.010869565217391304,visit,6.0,0.013043478260869565
bientt,5,0.010869565217391304,pas,6.0,0.013043478260869565
feature,5,0.010869565217391304,des,5.0,0.010869565217391304
des,5,0.010869565217391304,cart,5.0,0.010869565217391304
il,5,0.010869565217391304,avon,5.0,0.010869565217391304
une,5,0.010869565217391304,look,5.0,0.010869565217391304
commander,5,0.010869565217391304,super,5.0,0.010869565217391304
super,5,0.010869565217391304,share,5.0,0.010869565217391304
jour,5,0.010869565217391304,l,5.0,0.010869565217391304
magique,5,0.010869565217391304,une,5.0,0.010869565217391304
avons,5,0.010869565217391304,bientt,5.0,0.010869565217391304
l,5,0.010869565217391304,tellement,5.0,0.010869565217391304
tellement,5,0.010869565217391304,voyag,5.0,0.010869565217391304
au,5,0.010869565217391304,it,5.0,0.010869565217391304
carte,5,0.010869565217391304,featur,5.0,0.010869565217391304
avec,5,0.010869565217391304,au,5.0,0.010869565217391304
jours,5,0.010869565217391304,pic,5.0,0.010869565217391304
it,5,0.010869565217391304,endroit,5.0,0.010869565217391304
mon,4,0.008695652173913044,command,5.0,0.010869565217391304
magnifiques,4,0.008695652173913044,il,5.0,0.010869565217391304
mais,4,0.008695652173913044,magiqu,5.0,0.010869565217391304
pic,4,0.008695652173913044,avec,5.0,0.010869565217391304
moi,4,0.008695652173913044,semain,4.0,0.008695652173913044
cest,4,0.008695652173913044,page,4.0,0.008695652173913044
peu,4,0.008695652173913044,place,4.0,0.008695652173913044
qui,4,0.008695652173913044,qui,4.0,0.008695652173913044
site,4,0.008695652173913044,destin,4.0,0.008695652173913044
voyage,4,0.008695652173913044,site,4.0,0.008695652173913044
trop,4,0.008695652173913044,realli,4.0,0.008695652173913044
work,4,0.008695652173913044,toujour,4.0,0.008695652173913044
instagram,4,0.008695652173913044,mon,4.0,0.008695652173913044
page,4,0.008695652173913044,work,4.0,0.008695652173913044
nos,4,0.008695652173913044,tout,4.0,0.008695652173913044
really,4,0.008695652173913044,instagram,4.0,0.008695652173913044
toujours,4,0.008695652173913044,nos,4.0,0.008695652173913044
quelques,4,0.008695652173913044,mai,4.0,0.008695652173913044
endroit,4,0.008695652173913044,peu,4.0,0.008695652173913044
cute,3,0.006521739130434782,trop,4.0,0.008695652173913044
t,3,0.006521739130434782,cest,4.0,0.008695652173913044
destination,3,0.006521739130434782,appreci,4.0,0.008695652173913044
tous,3,0.006521739130434782,quelqu,4.0,0.008695652173913044
pays,3,0.006521739130434782,much,3.0,0.006521739130434782
j'y,3,0.006521739130434782,quel,3.0,0.006521739130434782
perfect,3,0.006521739130434782,beau,3.0,0.006521739130434782
tout,3,0.006521739130434782,petit,3.0,0.006521739130434782
j'adore,3,0.006521739130434782,wonder,3.0,0.006521739130434782
photos,3,0.006521739130434782,just,3.0,0.006521739130434782
