,id,date_published,link,caption_original,caption_cleaned,hashtags,category,Reactions_SUM,average_sentiment_score,language,account_name,words_matched_list,sentiment,FSDS_Goal_Category,FSDS_Goal_Category_word_list
32,2017-02-10_09-25-37,2017-02-10T09:25:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2499071b183bf2421fd3b4667fedf031/5AE51B7E/t51.2885-15/e35/16229184_1858053107768688_5299346540630900736_n.jpg,Vicki Tschirhart showing some local rock samples to local Nunavumians! The traditional knowledge of northern communities plays a very important role in the research of lots of NRCan scientists – DK,Vicki Tschirhart showing local rock samples local Nunavumians traditional knowledge northern communities plays important role research lots NRCan scientists DK WomenInScience,"[""womeninscience""]",Social,26,0.0,en,naturalresourcescanada_instagram,"['local', 'women']",neutral,Gender Equality,"['men', 'women']"
33,2017-02-10_07-52-22,2017-02-10T07:52:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/992c010ec821a1bc4ad9a0538005b86c/5AFAEC71/t51.2885-15/e35/16231004_1234789816639218_7228418440065712128_n.jpg,Sometimes monitoring volcanos brings you to new heights. Volcanologist Melanie Kelman studies Canadian volcanoes (in BC/YT) and prepares to deal with volcanic unrest. Really cool! – DK,Sometimes monitoring volcanos brings new heights Volcanologist Melanie Kelman studies Canadian volcanoes BC YT prepares deal volcanic unrest Really cool DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",Social,26,0.56875,en,naturalresourcescanada_instagram,['women'],positive,Gender Equality,"['men', 'girls', 'women']"
34,2017-03-07_14-02-22,2017-03-07T14:02:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fbbe206f8b76610884b6e011efa1b652/5ADDC9BC/t51.2885-15/e35/17076873_1272821826135070_8347466203328937984_n.jpg,"NRCan Scientist Lisa Nykolaishen uses GPS to measure crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii, B.C.",NRCan Scientist Lisa Nykolaishen uses GPS measure crustal motions caused tectonic processes generate earthquakes Haida Gwaii WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",Social,26,0.7250000000000001,en,naturalresourcescanada_instagram,['women'],positive,Gender Equality,"['men', 'girls', 'women']"
35,2017-04-28_05-49-32,2017-04-28T05:49:32,https://instagram.fyvr3-1.fna.fbcdn.net/vp/27ee44442b407496e146d14ccc07e80b/5AE1B664/t51.2885-15/e35/18161416_174632969726559_4791779529066545152_n.jpg,"— Last week we launched Generation Energy, and we want to hear from you. Share your ideas and participate in helping define Canada’s energy future. Visit GenerationEnergy.ca for ways to participate. ",ICYMI Last week launched Generation Energy want hear Share ideas participate helping define energy future nVisit GenerationEnergy ca ways participate GenEnergy Energy LowCarbon CleanEnergy Sustainable,"[""icymi"",""genenergy"",""energy"",""lowcarbon"",""cleanenergy"",""sustainable""]",Environmental,24,0.0,en,naturalresourcescanada_instagram,"['sustainable', 'carbon', 'clean']",neutral,Affordable and clean energy,"['sustainable', 'energy']"
36,2017-03-08_09-46-09,2017-03-08T09:46:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/65c075af0f5a14dbdc4e45f3342b9c82/5AFD8F17/t51.2885-15/e35/17126261_1850522938522612_4832665637744541696_n.jpg,Happy International Women’s Day!Thank you for celebrating NRCan’s women in science with us!,Happy International Day nThank celebrating women science us WomenInScience InternationalWomensDay STEMGirls GirlsLoveScience NRCanSci,"[""womeninscience"",""internationalwomensday"",""iwd"",""stemgirls"",""girlslovescience"",""nrcansci""]",Social,24,0.0,en,naturalresourcescanada_instagram,['women'],neutral,Gender Equality,"['men', 'girls', 'women']"
37,2018-01-15_07-37-36,2018-01-15T07:37:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e9a2a3c6e8d4a9b82e650c771b2c25ea/5A63701D/t51.2885-15/e15/26182949_193671254548052_8801377932221087744_n.jpg,"Canada is committed to clean energy, innovation and energy security as it continues to move toward a low-carbon economy. Minister Carr announces a $100M call for proposals to fund more smart grid systems that will reduce greenhouse gas emissions, create clean jobs and produce a more dynamic and flexible electricity system. ",Canada committed clean energy innovation energy security continues move toward low carbon economy nMinister Carr announces 100M call proposals fund smart grid systems reduce greenhouse gas emissions create clean jobs produce dynamic flexible electricity system CleanEnergy Innovation LowCarbon SmartGrid,"[""cleanenergy"",""innovation"",""lowcarbon"",""smartgrid""]",Economical,24,0.0,en,naturalresourcescanada_instagram,"['green', 'energy', 'jobs', 'minister', 'innovation']",neutral,Affordable and clean energy,"['electricity', 'clean energy', 'energy', 'gas']"
38,2017-08-14_11-23-11,2017-08-14T11:23:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/65338329897f6d0dc51dbe4db45145b6/5AF2B655/t51.2885-15/e35/20766486_902503283231568_2575036969323069440_n.jpg,PS Rudd joins panel discussion on how to increase women’s employment in the sector,PS Rudd joins panel discussion increase employment NaturalResources sector EMMC2017,"[""naturalresources"",""emmc2017""]",Environmental,24,0.0,en,naturalresourcescanada_instagram,"['natural', 'or', 'resources']",neutral,Gender Equality,['men']
39,2017-11-08_08-08-12,2017-11-08T08:08:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f9c4f9598494d93bec192177b0ef303a/5A63DF6A/t51.2885-15/e15/23498361_491117347915526_2815432834410348544_n.jpg,Minister Carr makes an announcement about the Clean Energy Ministerial (CEM) and th Mission Innovation Ministerial,Minister Carr makes announcement Clean Energy Ministerial CEM 4th Mission Innovation Ministerial 2019,[],Economical,24,0.0,en,naturalresourcescanada_instagram,"['energy', 'minister', 'innovation']",neutral,Affordable and clean energy,"['clean energy', 'energy']"
40,2017-02-10_10-09-45,2017-02-10T10:09:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a2517f77c14bd90489222543547111f2/5AF82546/t51.2885-15/e35/16465414_1106246189503159_2464134634498162688_n.jpg,"That’s all for me here! Thx for following! If you want to see more from me, follow my personal Twitter account, at DLEKirkwood – DK",Thx following want see follow personal Twitter account DLEKirkwood DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",Social,23,0.4920138888888889,en,naturalresourcescanada_instagram,['women'],positive,Gender Equality,"['men', 'girls', 'women']"
41,2017-12-28_06-42-46,2017-12-28T06:42:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/94d01750cee543354fe5bceafc12506b/5ADD1B52/t51.2885-15/e35/25021854_2026733020937639_5940976790221619200_n.jpg,Aerial photography records the ever-changing cultural and natural features on the Earth's surface? Here’s a picture taken in the,DYK Aerial photography records ever changing cultural natural features Earth surface 1993 picture taken NWT ArcticScience TBT,"[""dyk"",""nwt"",""arcticscience"",""tbt""]",Environmental,23,0.0,en,naturalresourcescanada_instagram,"['natural', 'or']",neutral,No Poverty,[]
42,2017-08-15_07-41-45,2017-08-15T07:41:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3c4c46440ee3997ff8965b6819167d15/5AF01B55/t51.2885-15/e35/20901994_1964857143760580_406993819683258368_n.jpg,Minister Carr delivers address on the federal vision for the transition to a clean economy in the sector,Minister Carr delivers address federal vision transition clean economy NaturalResources sector EMMC2017,"[""naturalresources"",""emmc2017""]",Environmental,23,0.0,en,naturalresourcescanada_instagram,"['natural', 'resources', 'clean', 'or']",neutral,Clean Water and Sanitation,['clean']
43,2017-02-10_08-45-41,2017-02-10T08:45:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/baa12ac0919c0c5b40c4e1dc3fa6f88e/5ADBA1E0/t51.2885-15/e35/16585353_252061501906803_4299008276109983744_n.jpg,"Here’s Suzanne Paradis again. I’m not sure about you, but to me this picture makes a pretty good argument for pursuing geology as a career… – DK",Suzanne Paradis sure picture makes pretty good argument pursuing geology DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",Social,23,0.0,en,naturalresourcescanada_instagram,['women'],neutral,Gender Equality,"['men', 'girls', 'women']"
44,2017-11-23_11-34-16,2017-11-23T11:34:16,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b812d1ff1c2f1a560aab88ac3bb1715b/5AF939DE/t51.2885-15/e35/23823493_129073877785572_1952379548783869952_n.jpg,"A geological field party travels along Admiralty Inlet, Baffin Island, Nunavut, via dogsled in May .",TBT geological field party travels along Admiralty Inlet Baffin Island Nunavut via dogsled May 1954,"[""tbt""]",Social,23,0.0,en,naturalresourcescanada_instagram,[],neutral,Life on Land,['land']
45,2017-07-19_14-28-27,2017-07-19T14:28:27,https://instagram.fyvr3-1.fna.fbcdn.net/vp/34f90ff4478a9b00d766bad79040bd95/5AFDFF51/t51.2885-15/e35/20180959_470568733304605_3185015775253495808_n.jpg,"Welcome to “Come dine with me Athabasca,” where Canada’s best and brightest government scientists battle it out to become ultimate camp chef! Because we are in a smaller camp, we cook our own food and each member is responsible for at least one communal dinner. This can often lead to some friendly competition as to who’s the best cook. ",Welcome Come dine Athabasca best brightest government scientists battle become ultimate camp chef nBecause smaller camp cook food member responsible least one communal dinner often lead friendly competition best cook ItsDefinitelyVicki ComeDineWithMe CampMeals Fieldwork,"[""itsdefinitelyvicki"",""comedinewithme"",""campmeals"",""fieldwork""]",Environmental,22,0.0,en,naturalresourcescanada_instagram,"['or', 'government']",neutral,Gender Equality,"['work', 'men']"
46,2017-12-15_12-39-32,2017-12-15T12:39:32,https://instagram.fyvr3-1.fna.fbcdn.net/vp/079875072b77769a275752b9cb01bd46/5ADF2F09/t51.2885-15/e35/25017958_1541657865910234_6976627365317181440_n.jpg,"Natural Resources Canada’s Frank Des Rosiers, on behalf of our CanmetENERGY team, received an award for the team’s technical and scientific contributions to advancing carbon capture and storage technologies. Congratulations!",Natural Resources Frank Des Rosiers behalf CanmetENERGY team received award technical scientific contributions advancing carbon capture storage technologies Congratulations,[],Environmental,22,0.0,en,naturalresourcescanada_instagram,"['carbon', 'technologie', 'natural', 'or', 'resources']",neutral,Affordable and clean energy,"['energy', 'technologie']"
47,2017-06-09_11-59-03,2017-06-09T11:59:03,https://instagram.fyvr3-1.fna.fbcdn.net/vp/601a230c302d7a7277caf23994948ee1/5A63EF77/t51.2885-15/e15/19120920_666189980243142_1042691920574283776_n.jpg,Going to this Sat? Stop by & visit the team at their booth to tell them what looks like!,Going festibieredegatineau Sat Stop visit GenEnergy team booth tell YourEnergyFuture looks like,"[""genenergy"",""yourenergyfuture""]",Social,22,0.0,en,naturalresourcescanada_instagram,"['future', 'futur']",neutral,Affordable and clean energy,['energy']
48,2017-06-12_11-38-53,2017-06-12T11:38:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3f3a0eafaeffe4b7c4250bb6ba22b140/5AE579DA/t51.2885-15/e35/19121799_622078837986346_8016564008536506368_n.jpg,Min Carr & delegation elain how innovation in wood products & can contribute to China’s environmental goals,Min Carr delegation explain innovation wood products CleanTech contribute environmental goals CanadaChina,"[""cleantech"",""canadachina""]",Economical,22,0.0,en,naturalresourcescanada_instagram,['innovation'],neutral,"Industry, Innovation and Infrastructure",['innovation']
49,2017-07-19_10-32-09,2017-07-19T10:32:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b7d78bfb76b6a2e3ed72b9e22e40daf3/5AFE345B/t51.2885-15/e35/20066621_1929153043965459_5682441878083993600_n.jpg,"Kathryn Bethune is a Professor of Geology at the University of Regina. She and her Ph.D. student, Dillon Johnstone, are investigating the regional setting and related structural controls of uranium deposits in the area. The primary aim is to create a fuller -D and -D picture of the major structural features and their relationship to the uranium deposits, as well as getting a fuller understanding of the sequence and timing of structures. ",Kathryn Bethune Professor Geology University Regina Ph student Dillon Johnstone investigating regional setting related structural controls uranium deposits area nThe primary aim create fuller picture major structural features relationship uranium deposits well getting fuller understanding sequence timing structures WomenInScience Geology uranium Canada,"[""womeninscience"",""geology"",""uranium"",""canada""]",Economical,22,0.0,en,naturalresourcescanada_instagram,['invest'],neutral,Quality Education,"['invest', 'university']"
50,2016-12-09_11-22-06,2016-12-09T11:22:06,https://instagram.fyvr3-1.fna.fbcdn.net/vp/311b645f65fdcef5f5261beebd02d98c/5AE9D1BD/t51.2885-15/e35/15403481_285748735156359_6060867417855229952_n.jpg,Our satellite station in Inuvik receives data in real time from polar-orbiting satellites,satellite station Inuvik receives data real time polar orbiting satellites ArcticScience arctic north satellite Inuvik NorthernLights AuroraBorealis wow science canada,"[""arcticscience"",""arctic"",""north"",""satellite"",""inuvik"",""northernlights"",""auroraborealis"",""wow"",""science"",""canada""]",Economical,22,0.5,en,naturalresourcescanada_instagram,"['arctic', 'northern']",positive,Partnerships to achieve the Goal,['data']
51,2017-02-10_06-46-59,2017-02-10T06:46:59,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fb797476180f1c8e4afefe1a48d4d055/5AFB2CB3/t51.2885-15/e35/16464694_380450442324642_9033642737022271488_n.jpg,"Throwing it back to me as a young professor! Some things change, but my love of science has only grown stronger – DK ",Throwing back young professor things change love science grown stronger DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",Social,22,0.0,en,naturalresourcescanada_instagram,"['change', 'women']",neutral,Gender Equality,"['men', 'girls', 'women']"
52,2017-02-21_11-38-07,2017-02-21T11:38:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7cdf3fe184fc76a52d477c5d1383ac4d/5AF88A3D/t51.2885-15/e35/16789564_418039551867717_5278986230984343552_n.jpg,"As a scientist with the Geological Survey of Canada, Michelle Cote has been to many Canadian Arctic locations to investigate research questions related to geohazards & ",scientist Geological Survey Canada Michelle Cote many Canadian Arctic locations investigate research questions related geohazards ClimateChange WomenInScience NRCanSci STEMGirls GirlsLoveScience GSC175,"[""climatechange"",""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience"",""gsc175""]",Economical,21,0.0,en,naturalresourcescanada_instagram,"['invest', 'arctic']",neutral,Gender Equality,"['men', 'girls', 'women']"
53,2017-05-13_11-12-20,2017-05-13T11:12:20,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e0026c9909ba5fc01cd9fca61b49c9f/5AEC3F0A/t51.2885-15/e35/18443410_293305964449877_2679494465202159616_n.jpg,Canadian Centre for Mapping & Earth Observation show off how they conduct research using at,Canadian Centre Mapping Earth Observation show conduct research using drones FunFest OdySci,"[""drones"",""funfest"",""odysci""]",Social,21,0.0,en,naturalresourcescanada_instagram,[],neutral,"Industry, Innovation and Infrastructure",['research']
54,2017-02-27_12-21-06,2017-02-27T12:21:06,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c6c8fa583dea48cc51a694c5f9ab497/5AE7CDB8/t51.2885-15/e35/16906392_181420415684294_3082896047253487616_n.jpg,"NRCan forest officer Katalijn MacAfee promotes CFS science, tools and techniques to help forest and reclamation practitioners in their operations. ",NRCan forest officer Katalijn MacAfee promotes CFS science tools techniques help forest reclamation practitioners operations WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",Environmental,21,0.0,en,naturalresourcescanada_instagram,"['or', 'ice']",neutral,Gender Equality,"['men', 'girls', 'women']"
55,2017-10-23_08-15-13,2017-10-23T08:15:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0ec21e525b925a4d1e2360c2258eb3e7/5A637913/t51.2885-15/e15/22710240_908385622659827_9209895971373187072_n.jpg,"Here are two innovations that were showcased at the forum!The EV Garage is an interactive display designed to help Canadians elore and better understand electric vehicles and solar energy production for vehicles and buildings.The Chevy Volt is a hybrid plug-in electric vehicle. The car uses the battery power until the battery is empty, at which point gas can be used. The Volt has regenerative braking to help charge the battery.",two CleanTech innovations showcased GenEnergy forum nThe EV Garage interactive display designed help Canadians explore better understand electric vehicles solar energy production vehicles buildings nThe Chevy Volt hybrid plug electric vehicle car uses battery power battery empty point gas used Volt regenerative braking help charge battery,"[""cleantech"",""genenergy""]",Environmental,21,0.5,en,naturalresourcescanada_instagram,"['building', 'gas', 'clean', 'solar', 'or']",positive,Affordable and clean energy,"['energy', 'gas']"
56,2017-02-16_13-18-22,2017-02-16T13:18:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/986c9a4800177335b270920cd8725031/5AEAE837/t51.2885-15/e35/16790044_380203935691015_3680146846451236864_n.jpg,Research Scientist Vicki Tschirhart takes gravity measurements as part of the Geomapping Energy Minerals program,Research Scientist Vicki Tschirhart takes gravity measurements part Geomapping Energy Minerals program WomenInScience ScienceSelfie NRCanSci STEMGirls GirlsLoveScience,"[""womeninscience"",""scienceselfie"",""nrcansci"",""stemgirls"",""girlslovescience""]",Social,21,0.0,en,naturalresourcescanada_instagram,['women'],neutral,Gender Equality,"['men', 'girls', 'women']"
57,2017-12-14_11-19-48,2017-12-14T11:19:48,https://instagram.fyvr3-1.fna.fbcdn.net/vp/97f5903382e0379ec5deb629b5f2d7c6/5AE0B7B1/t51.2885-15/e35/24838707_1586808178072663_5460036359689338880_n.jpg,years ago scientists launched Canada’s first systematic study of the Arctic...,TBT 100 years ago scientists launched first systematic study Arctic Canada150 ArcticScience NRCanSci,"[""tbt"",""canada150"",""arcticscience"",""nrcansci""]",Economical,21,0.0,en,naturalresourcescanada_instagram,['arctic'],neutral,No Poverty,[]
58,2017-01-31_13-57-20,2017-01-31T13:57:20,https://instagram.fyvr3-1.fna.fbcdn.net/vp/36ccc15bb26da89ce865ede95e236fb8/5AE1C9BB/t51.2885-15/e35/16230527_188824704932636_8101669210708508672_n.jpg,"Congrats to , who is the winner of our Instagram Flag Contest! You’ll be receiving a flag that flew at the North Pole. To claim your prize, direct message us on Instagram!",Congrats Akg78001 winner Instagram Flag Contest receiving flag flew North Pole claim prize direct message us Instagram PMYouthCouncil NorthPole Winner,"[""pmyouthcouncil"",""northpole"",""winner""]",Environmental,21,0.0,en,naturalresourcescanada_instagram,['or'],neutral,Quality Education,['test']
59,2017-07-19_08-37-08,2017-07-19T08:37:08,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1f5cfa53e3ab1bc33cd9799847f9e911/5AE2B157/t51.2885-15/e35/20184729_124477051497113_7542050124684328960_n.jpg,"Meet Jeremy! My colleague Jeremy Powell is interested in the low-temperature history of southern Athabasca. He’s combing the drill core for fractures and faults, using many different techniques to understand when these structures were active. Dating the movement of these structures and the timing of hydrothermal fluids that circulated through them will help us learn how and when these uranium deposits formed.",Meet Jeremy nMy colleague Jeremy Powell interested low temperature history southern Athabasca combing drill core fractures faults using many different techniques understand structures active nDating movement structures timing hydrothermal fluids circulated help us learn uranium deposits formed Faults geochron RockClock NotMyFault fieldwork,"[""faults"",""geochron"",""rockclock"",""notmyfault"",""fieldwork""]",Environmental,21,0.0,en,naturalresourcescanada_instagram,['or'],neutral,Gender Equality,"['work', 'men']"
60,2017-02-03_13-47-39,2017-02-03T13:47:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69d6be0027005756ccacf3783f16ff67/5AE9ECC9/t51.2885-15/e15/16230418_1329435690449358_1007820771860414464_n.jpg,"Did you hear the news? Chief Scientist Donna Kirkwood is taking over our Instagram on Friday, February , to celebrate ! And be sure to check us out on Twitter, too! Follow us at throughout the morning to hear from the Chief Scientist herself. ",hear news Chief Scientist Donna Kirkwood taking Instagram Friday February 10 celebrate WomenInScience nAnd sure check us Twitter Follow us NRCan throughout morning hear Chief Scientist TakeOver Science STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""takeover"",""science"",""stemgirls"",""womenintech"",""girlslovescience""]",Social,21,0.0,en,naturalresourcescanada_instagram,['women'],neutral,Gender Equality,"['men', 'girls', 'women']"
61,2017-08-02_07-43-57,2017-08-02T07:43:57,https://instagram.fyvr3-1.fna.fbcdn.net/vp/aa944c6dff41d6d86f553ab5d4eeb97a/5AF3DC56/t51.2885-15/e35/20479332_460114744364886_1006986049261404160_n.jpg,"“What will Canada’s energy picture look like in the year ?” Looking beyond their current work and eertise, participants of the Generation Energy roundtable at Dalhousie University were asked for their vision of Canada’s future energy mix. A diverse group — students, academics, Indigenous representatives, energy consultants, members of civil society — they had plenty of insights ready for Natural Resources Canada’s Minister, Jim Carr. Dal graduate Samantha Peverell provided her thoughts: “GenEnergy isn’t just about generating energy — it’s about saving energy, too.”",energy picture look like year 2040 Looking beyond current work expertise participants Generation Energy roundtable Dalhousie University asked vision future energy mix nA diverse group students academics Indigenous representatives energy consultants members civil society plenty insights ready Natural Resources Minister Jim Carr nDal graduate Samantha Peverell provided thoughts GenEnergy generating energy saving energy,[],Social,21,0.0,en,naturalresourcescanada_instagram,"['civil', 'students', 'future', 'futur', 'indigenous']",neutral,No Poverty,['natural resources']
62,2017-12-15_10-41-56,2017-12-15T10:41:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d62c26444414ae0093085bae35ecdf1b/5AD95238/t51.2885-15/e35/25017047_1877021692326708_3480430480640180224_n.jpg,"— here’s a blast from the past! This photo was taken August , , during the fourth joint Canada–US Extended Continental Shelf Survey in the Arctic!...",FlashBackFriday blast past nThis photo taken August 29 2011 fourth joint US Extended Continental Shelf Survey Arctic ArcticScience Arctic,"[""flashbackfriday"",""arcticscience"",""arctic""]",Economical,21,0.0,en,naturalresourcescanada_instagram,['arctic'],neutral,No Poverty,[]
63,2017-07-19_11-20-00,2017-07-19T11:20:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d31313541f167f7c484dc1e231dc64b/5AEEE180/t51.2885-15/e35/20180501_1982555332013727_6952440003586686976_n.jpg,"Meet Eric Potter, a fellow research scientist at the GSC. Eric studies how and why these uranium deposits formed. For this project, Eric is looking for ancient chemical fingerprints of fluids that formed these deposits. This research is attempting to create a way of identifying faults that channeled the uranium-bearing fluids to the site of the deposit and addressing questions on how the deposits form. ",Meet Eric Potter fellow research scientist GSC Eric studies uranium deposits formed nFor project Eric looking ancient chemical fingerprints fluids formed deposits research attempting create way identifying faults channeled uranium bearing fluids site deposit addressing questions deposits form fieldwork uranium exploration,"[""fieldwork"",""uranium"",""exploration""]",Environmental,21,0.0,en,naturalresourcescanada_instagram,['or'],neutral,Good Health and well-being,['flu']
64,2017-06-07_09-59-11,2017-06-07T09:59:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b2d47ec34d39d2554329ecf58219a793/5AE64F01/t51.2885-15/e35/18888613_347196659028641_7491141228784779264_n.jpg,"Yesterday, Min Carr & Bai Chunli, President of the Chinese Academy of Sciences, discussed mutual interests related to science and tech. They then renewed the MOU on Cooperation in the Sustainable Development of",Yesterday Min Carr Bai Chunli President Chinese Academy Sciences discussed mutual interests related science tech renewed MOU Cooperation Sustainable Development NaturalResources CanadaChina,"[""naturalresources"",""canadachina""]",Environmental,20,0.0,en,naturalresourcescanada_instagram,"['sustainable', 'natural', 'resources']",neutral,Gender Equality,['men']
65,2017-05-13_09-16-36,2017-05-13T09:16:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d740dd8669ff4b3d9feedc475bb0fb4/5AE71799/t51.2885-15/e35/18443787_125305548036227_7800738289845010432_n.jpg,NRCat shared his view on his future at . Join him in the conversation,NRCat shared view energy future FunFest Join conversation GenEnergy OdySci www generationenergy ca,"[""energy"",""funfest"",""genenergy"",""odysci""]",Social,20,0.0,en,naturalresourcescanada_instagram,"['future', 'futur']",neutral,Affordable and clean energy,['energy']
66,2017-08-14_11-12-58,2017-08-14T11:12:58,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e991acb191d81d068f47c5b1dfa10776/5AE2B0E0/t51.2885-15/e35/20759808_1909919879331740_4269044243495911424_n.jpg,"Minister Carr welcomes colleagues from across Canada to with Minister Doucet in St. Andrews, NB",Minister Carr welcomes colleagues across Canada EMMC2017 Minister Doucet St Andrews NB,"[""emmc2017""]",Economical,20,0.0,en,naturalresourcescanada_instagram,['minister'],neutral,No Poverty,[]
67,2017-02-14_10-32-31,2017-02-14T10:32:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f8b0d659b8e3eaee83be9e3b1e24ddaf/5AF38675/t51.2885-15/e35/16584875_578282192373312_6731326892391006208_n.jpg,"Based in Sidney B.C., NRCan Earthquake Seismologist Alison Bird says:“I enjoy learning about Western Canada’s tectonics, earthquakes and related risks and sharing my knowledge with others”",Based Sidney NRCan Earthquake Seismologist Alison Bird says enjoy learning Western tectonics earthquakes related risks sharing knowledge WomenInScience NRCanSci STEMGirls GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""girlslovescience""]",Social,20,0.0,en,naturalresourcescanada_instagram,['women'],neutral,Gender Equality,"['men', 'girls', 'women']"
68,2017-03-03_05-45-08,2017-03-03T05:45:08,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd11c39a95c2a24885480b918647cbe9/5AF89169/t51.2885-15/e35/16906698_406837286335124_262981809606754304_n.jpg,"Canada’s st woman to fly in space, Dr. Roberta Bondar, worked at NRCan’s Great Lakes Forestry Research Centre. She was hired as a student in to work on forest tent caterpillar studies. Dr. Bondar visited to GLFC shortly after her return from space and was presented w/ a brooch that was a replica of a ",1st woman fly space Dr Roberta Bondar worked Great Lakes Forestry Research Centre nShe hired student 1963 work forest tent caterpillar studies nDr Bondar visited GLFC shortly return space presented brooch replica SpruceBudworm FunFact WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""sprucebudworm"",""funfact"",""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",Environmental,20,0.0,en,naturalresourcescanada_instagram,"['lakes', 'or']",neutral,Gender Equality,"['work', 'men', 'girls', 'women']"
69,2017-12-04_06-19-14,2017-12-04T06:19:14,https://instagram.fyvr3-1.fna.fbcdn.net/vp/67380683c265885d7abd55ab6895865f/5AEEC9C8/t51.2885-15/e35/24331649_131348807557410_8107751777752842240_n.jpg,"“The world is looking to Canada both as a reliable and stable supplier of the traditional energy it still needs and as an innovator in the newer energy it wants to use.” Minister Carr delivered remarks at Greater Vancouver Board of Trade’s Energy Forum, reiterating the Government’s support for major natural resource projects in Canada.",world looking Canada reliable stable supplier traditional energy still needs innovator newer energy wants use Minister Carr delivered remarks Greater Vancouver Board 2017 Energy Forum reiterating support major natural resource projects Canada,[],Economical,20,0.0,en,naturalresourcescanada_instagram,"['energy', 'minister']",neutral,Affordable and clean energy,"['energy', 'reliable']"
70,2017-09-13_13-31-36,2017-09-13T13:31:36,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2485ea3614b553c9ad8c9fe16b2d6e75/5AFE1EED/t51.2885-15/e35/21569258_1957648967781378_4044690755569057792_n.jpg,CFS ADM Glenn Mason greets workshop participants on the role of forest bioenergy in Canada’s energy future,CFS ADM Glenn Mason greets GenEnergy workshop participants role forest bioenergy energy future Ottawa,"[""genenergy"",""ottawa""]",Social,19,0.0,en,naturalresourcescanada_instagram,"['future', 'futur']",neutral,Gender Equality,['work']
71,2017-09-08_11-17-12,2017-09-08T11:17:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f8b6200dda00a9175cd96960fbd57e34/5AF630D9/t51.2885-15/e35/21373722_1968628493405304_6804232162649309184_n.jpg,Industry representatives discussed future of oil and gas at roundtable with Canada West Fdn and CAPP Oil Gas Canada in,Industry representatives discussed future oil gas GenEnergy roundtable Canada West Fdn CAPP Oil Gas Canada Calgary,"[""genenergy"",""calgary""]",Social,19,0.0,en,naturalresourcescanada_instagram,"['future', 'futur']",neutral,Affordable and clean energy,"['energy', 'oil', 'gas']"
