id,full_text,retweet_count,favorite_count,created_at
953352339301261312,"Machu Picchu, Peru 🇵🇪 https://t.co/8TQ6cOZzP3",99,599,2018-01-16 19:44:44
953351202061934593,Smart Grid Program: A good way to reduce #GHG emissions! https://t.co/mUoWvqsEKs,4,3,2018-01-16 19:40:13
953349445470519298,RT @DFO_MPO: The 8-km cable connects to an on-shore computer that communicates directly to the Bedford Institute of Oceanography in Dartmou…,11,0,2018-01-16 19:33:14
953349422548733954,"RT @DFO_MPO: This past summer, an underwater cable system was laid in part of the Northwest Passage to help scientists measure ice thicknes…",28,0,2018-01-16 19:33:09
953341433938956289,Have you heard? Admission to our places for youth 17 and under is #FREE https://t.co/JgurNuISEm,12,15,2018-01-16 19:01:24
953315984122744833,#DYK that disposable plastic drinking straws are one of the most common items found on beach clean ups? Choose to reuse this year or refuse plastic straws altogether. #ClimateAction https://t.co/orLfuCG42u,70,56,2018-01-16 17:20:17
953311211315220481,"Shake off the winter blues and kick up your heels at @FortLangleyNHS's #ViveLesVoyageurs #Festival Jan. 20-21. Enjoy interactive cultural experiences, from Métis dancers to #MapleTaffy to weaving. @HelloBC @TourismLangley 
https://t.co/0qYKyhHh9a #Francophone #VeryVancouver https://t.co/bSSJzP3tXL",3,7,2018-01-16 17:01:19
953284529598423041,Looking to escape the hustle and bustle of the city? 🏙  Plan a weekend getaway this #TravelTuesday to one of our 200+ sites: https://t.co/uX3g7ZrJIQ https://t.co/hvEdBwyIZD,7,16,2018-01-16 15:15:17
953261859771006976,Hey #Quebec! Book your #2018camping spots at @ForillonNP @MinganNPR and @QuebecCanals starting January 18! https://t.co/1nxbmOma7H @TourismQuebec https://t.co/bSeAjZFn0X,5,10,2018-01-16 13:45:12
953260053074776065,"RT @ENERGYSTAR_CAN: How does #ENERGYSTARCanada help Canadians #SaveEnergy and #SaveThePlanet? Take a look here:
https://t.co/HdEIO4NAxS…/pr…",4,0,2018-01-16 13:38:02
953258015209254912,RT @NRCan: Get your safety goggles ready! We’ve launched our new online magazine called Simply Science! #NRCanSci 🔬 https://t.co/YVIfs4DZIO…,7,0,2018-01-16 13:29:56
953254662471340032,RT @GovCanNorth: Due to strong interest in a new #Arctic Policy Framework for 🇨🇦 the deadline for public submissions is extended to Februar…,54,0,2018-01-16 13:16:36
953080647458934784,#DYK? Canada has responsibility for over 5 million km² of marine waters! 🌊 Learn more at a National Marine Conservation Area near you: https://t.co/rYWNtXzqnv #MarineMonday https://t.co/1u6bBrAH5Q,17,49,2018-01-16 01:45:08
953024223320199169,"#Camping enthusiasts, get ready! ⛺ Book your #2018camping spots in #LaMauricie starting January 17! https://t.co/1nxbmODLwh @TourismQuebec https://t.co/TDJUunW59Q",4,10,2018-01-15 22:00:55
953012404987748352,Thailand’s Koh Poda Island 🇹🇭 https://t.co/IzkNP15vVM,272,1495,2018-01-15 21:13:58
952984496999161857,RT @NRCan: We’re committing more than $180M to support greener vehicle infrastructure. This includes the creation of a national network of…,11,0,2018-01-15 19:23:04
952984427927392259,"RT @NRCan: Min Carr announces a $100M call for proposals to fund more #SmartGrid systems to reduce #GHG emissions, create clean jobs and bu…",25,0,2018-01-15 19:22:47
952984371098800128,RT @ec_minister: Canada is taking the next step in implementing a strong and effective carbon price. #ClimateAction for our kids. https://t…,53,0,2018-01-15 19:22:34
952980851419156480,Playing outside this #winter? Know how to recognize the signs of #ColdInjuries.  https://t.co/ay8hzBINLZ https://t.co/ByVVoN0ERx,63,49,2018-01-15 19:08:35
952952360485212160,"A #Canada150 plaque is being installed at Tamara Ranch, near Pine Lake, #AB to honour #HabitatConservation efforts with help from the North American Waterfowl Management Plan. https://t.co/ccrNtaZ0Ol https://t.co/ZBgw04O1o2",9,20,2018-01-15 17:15:22
952940991325114368,"Paul Smith, a research scientist at @environmentca explains the challenges faced and the changes brought by #climatechange in the #Torngat Mountains National Park. ⛰ @ParksCanadaNL #ScienceWithAView https://t.co/7YNhAs4LJZ",23,45,2018-01-15 16:30:11
952917087101575168,Rise and shine! ☀ Wake up before sunrise on your next adventure in the #greatoutdoors… you’ll be rewarded with the most amazing of views. 😍 #MotivationMonday https://t.co/131TY8FB2J,6,29,2018-01-15 14:55:12
952908375599312896,RT @NRCan: MP Cormier announces $450K for 9 additional #NewBrunswick #EV stations to the @NB_power #FastCharge eCharge Network https://t.co…,7,0,2018-01-15 14:20:35
952908308335222784,RT @NRCan: Electric vehicles can reduce fuel use and #GHGs. Learn more: https://t.co/tUE6wkIpOL #EV https://t.co/Zdlb54DQmw,6,0,2018-01-15 14:20:19
952718254891520000,Who doesn’t ❤️ to #ShareTheChair? Get ready for your 2018 adventures and let us know which of our red chairs you plan on visiting this year! https://t.co/xt6gFPmLKq,16,131,2018-01-15 01:45:07
952676859854184448,"This Week in #History: Attendance was required at #MasseyHall for all members of the #Toronto Mendelssohn Choir.
https://t.co/hkC6dXXSjr https://t.co/pVIke6t5qH",0,4,2018-01-14 23:00:37
952631596653469697,"Home to Klondike’s national historic sites, set your sights on a free-spirited northern adventure to #DawsonCity, which made #2 on the #Vacay20 list of Best Places to Visit in #Canada for 2018. @ParksCanYukon #Yukon
https://t.co/iCnBWpmD0l https://t.co/0aLzlcGKxk",13,29,2018-01-14 20:00:46
952605379090964480,"Chittorgarh Fort, India 🇮🇳 https://t.co/ycCatpIvAh",267,1763,2018-01-14 18:16:35
952601293092245504,Can’t wait to camp @TINationalPark? Good news! #2018Camping reservations launch on January 17! https://t.co/1nxbmODLwh @TourismON https://t.co/tEvZFazZYa,8,22,2018-01-14 18:00:21
952582383588577280,Our parks + your kite = the best way to spend a day in the #greatoutdoors! ☀ #InternationalKiteDay https://t.co/0Sxs7kb1Yf,6,13,2018-01-14 16:45:13
952544623850917893,"Home to the most amazing biodiversity, and a history dating back 10,000 years, @rougepark is a #Toronto gem you have to discover: https://t.co/1RtKkD7Suf #SubscriberSunday #SeeTorontoNow https://t.co/nQ7BafC7Bl",18,36,2018-01-14 14:15:10
952314483300585472,"Dreaming of your #2018camping adventures in #Ontario? ⛺ Well you can start booking campsites @BrucePNP, @GBINP and @PukaskwaNP starting January 16! https://t.co/1nxbmODLwh @OntarioTravel https://t.co/1wkRdTPGtZ",10,22,2018-01-13 23:00:40
952285412474662912,"Make 2018 a year to remember, and order your #DiscoveryPass today! Unlimited entry to our national parks and historic sites, all year long? What’s not to love?! What will you discover, or re-discover, this year? https://t.co/STx1vmNcG8 https://t.co/UpjqmdKG94",24,64,2018-01-13 21:05:09
