Unnamed: 0,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
115,"{""username"":""jeanneminganienne"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15876127_1890562991177620_2659022598075056128_n.jpg"",""id"":""1906552033""}",1492388708,1.78665e+16,2017-04-16_16-23-59,Wow,[],[],Wow,['Wow'],[u'wow']
116,"{""username"":""zovargo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15875669_435878426802282_2600535520144523264_a.jpg"",""id"":""1910021448""}",1492565541,1.78788e+16,2017-04-18_13-21-21,,[],[],nan,['nan'],[u'nan']
117,"{""username"":""distorted.lens"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25009211_154593805265042_2007190465421508608_n.jpg"",""id"":""26837009""}",1492553976,1.78669e+16,2017-04-18_13-21-21,Nice!,[],[],Nice,['Nice'],[u'nice']
118,"{""username"":""les_tribulations_de_rachel"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11419150_1607168012877554_527249179_a.jpg"",""id"":""23727227""}",1492549299,1.78552e+16,2017-04-18_13-21-21,,[],[],nan,['nan'],[u'nan']
119,"{""username"":""todayplaces"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23347482_1439308852833056_1238662267449376768_n.jpg"",""id"":""1453499130""}",1492724229,1.78791e+16,2017-04-20_14-26-19,Looks so great!,[],[],Looks great,"['Looks', 'great']","[u'look', u'great']"
120,"{""username"":""grasi_vicentini_nocanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20582825_1941192579476858_6690023415971053568_a.jpg"",""id"":""31839349""}",1492818466,1.78592e+16,2017-04-21_14-13-42,,[],[],nan,['nan'],[u'nan']
121,"{""username"":""mamie_amour"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13734249_1260214360664336_380612558_a.jpg"",""id"":""336442210""}",1493164581,1.78794e+16,2017-04-22_17-54-30,J'y serais dans jours et heures,[],[],jours heures,"['jours', 'heures']","[u'jour', u'heur']"
122,"{""username"":""julianmoratomarin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17493932_208827186269836_758088755973193728_a.jpg"",""id"":""3256077527""}",1492986929,1.78671e+16,2017-04-22_17-54-30,I love this place,[],[],love place,"['love', 'place']","[u'love', u'place']"
123,"{""username"":""sfs_linda"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16230151_373406033029532_1020769582861778944_a.jpg"",""id"":""203147523""}",1492913431,1.78545e+16,2017-04-22_17-54-30,,[],[],nan,['nan'],[u'nan']
124,"{""username"":""voicesforbiodiversity"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13694503_1775309262681297_119868193_a.jpg"",""id"":""3413663159""}",1492910639,1.78671e+16,2017-04-22_17-54-30,Wonderful view,[],[],Wonderful view,"['Wonderful', 'view']","[u'wonder', u'view']"
125,"{""username"":""sophie_kiwala"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20181251_1998783680147400_8428337005833748480_a.jpg"",""id"":""2527979396""}",1493035929,1.78783e+16,2017-04-23_16-46-10,️,[],[],,[],[]
126,"{""username"":""t.stolle"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13257074_1702064373382973_2010043101_a.jpg"",""id"":""173918353""}",1493000770,1.78545e+16,2017-04-23_16-46-10,,[],[],nan,['nan'],[u'nan']
127,"{""username"":""jadepm1987"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18094494_1934316153458652_7537966521318899712_a.jpg"",""id"":""2211406559""}",1492992638,1.78671e+16,2017-04-23_16-46-10,WOW cette photo est magnifique,[],[],WOW cette photo magnifique,"['WOW', 'cette', 'photo', 'magnifique']","[u'wow', u'cett', u'photo', u'magnifiqu']"
128,"{""username"":""staekkabrand"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18722462_222357711601141_6697106620201041920_a.jpg"",""id"":""1819497040""}",1493129732,1.78547e+16,2017-04-24_13-17-04,!!!,[],[],,[],[]
129,"{""username"":""immigratecanadian"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733377_1735800076672209_5086034056412397568_a.jpg"",""id"":""4103251429""}",1493073316,1.78787e+16,2017-04-24_13-17-04,Very creative!,[],[],creative,['creative'],[u'creativ']
130,"{""username"":""leohabecker"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18722696_132303390654987_3548047237407834112_a.jpg"",""id"":""1578879359""}",1494255665,1.78673e+16,2017-04-25_12-21-57,️,[],[],,[],[]
131,"{""username"":""alexmaclean"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22280921_314570832342789_3971896398546206720_n.jpg"",""id"":""230467791""}",1493273327,1.78545e+16,2017-04-26_13-48-52,,[],[],nan,['nan'],[u'nan']
132,"{""username"":""letsgohikingcanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19534824_522214268110195_7600859389586571264_a.jpg"",""id"":""3565699974""}",1493249193,1.7865e+16,2017-04-26_13-48-52,So beautiful!,[],[],beautiful,['beautiful'],[u'beauti']
133,"{""username"":""cecilie.kristine"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25037508_317335708757570_1282004139642978304_n.jpg"",""id"":""1957294359""}",1493239823,1.78555e+16,2017-04-26_13-48-52,Amazing,[],[],Amazing,['Amazing'],[u'amaz']
134,"{""username"":""xrajotte"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25012939_141185153255208_4650724397814906880_n.jpg"",""id"":""243339259""}",1493642281,1.78548e+16,2017-04-27_13-59-22,.xx,[],[],xx,['xx'],['xx']
135,"{""username"":""tiphaany_dsa"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13151116_109515386130578_343772638_a.jpg"",""id"":""354717353""}",1493502205,1.78786e+16,2017-04-27_13-59-22,Girl ! .to.dance.17 en plus on parle voyage en se moment,[],[],Girl to dance 17 plus parle voyage moment,"['Girl', 'to', 'dance', '17', 'plus', 'parle', 'voyage', 'moment']","[u'girl', 'to', u'danc', '17', u'plus', u'parl', u'voyag', u'moment']"
136,"{""username"":""vivianelanglois"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26070041_139636383387584_2901380657626218496_n.jpg"",""id"":""1696876423""}",1493496999,1.78796e+16,2017-04-27_13-59-22,wouhouuuuuuu,[],[],wouhouuuuuuu,['wouhouuuuuuu'],[u'wouhouuuuuuu']
137,"{""username"":""kimilegee"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25012909_1947230328929265_7707718201680855040_n.jpg"",""id"":""1597255090""}",1493476993,1.78667e+16,2017-04-27_13-59-22,ça serait fou partir avec vous!!!!,[],[],serait fou partir avec vous,"['serait', 'fou', 'partir', 'avec', 'vous']","[u'serait', u'fou', u'partir', u'avec', u'vous']"
138,"{""username"":""desfenetressurlemonde"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20837486_123396724973459_1677587927732846592_a.jpg"",""id"":""2197611193""}",1493359885,1.7876e+16,2017-04-27_13-59-22,🤞,[],[],,[],[]
139,"{""username"":""sgpreroll"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24838856_383202288787031_4978761157931171840_n.jpg"",""id"":""4514""}",1493347709,1.78554e+16,2017-04-27_13-59-22,,[],[],nan,['nan'],[u'nan']
140,"{""username"":""dico395"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15803258_1191376704287413_6282176684502286336_a.jpg"",""id"":""645033527""}",1493332125,1.78654e+16,2017-04-27_13-59-22,,[],[],nan,['nan'],[u'nan']
141,"{""username"":""caro_felix2724"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11848947_158171964518357_1479592188_a.jpg"",""id"":""198272465""}",1493331479,1.78677e+16,2017-04-27_13-59-22,"Moi j'irais avec ma petite famille Par exemple, je ne peux pas les ''taguer'' Nathan & Félix",[],[],Moi irais avec petite famille Par exemple je ne peux pas les taguer Nathan lix,"['Moi', 'irais', 'avec', 'petite', 'famille', 'Par', 'exemple', 'je', 'ne', 'peux', 'pas', 'les', 'taguer', 'Nathan', 'lix']","[u'moi', u'irai', u'avec', u'petit', u'famill', u'par', u'exempl', 'je', 'ne', u'peux', u'pas', u'les', u'taguer', u'nathan', u'lix']"
142,"{""username"":""julienbelanger123"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18950182_1279134445517527_1974721878463348736_a.jpg"",""id"":""304393032""}",1493331383,1.78787e+16,2017-04-27_13-59-22,,[],[],nan,['nan'],[u'nan']
143,"{""username"":""fils_de_wat"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11311939_1615896568652582_542814012_a.jpg"",""id"":""179748559""}",1493331255,1.78654e+16,2017-04-27_13-59-22,,[],[],nan,['nan'],[u'nan']
144,"{""username"":""sophiebinne"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21980505_1127042520759536_32374144922288128_n.jpg"",""id"":""1918148234""}",1493329157,1.78548e+16,2017-04-27_13-59-22,,[],[],nan,['nan'],[u'nan']
145,"{""username"":""magloupdemer"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15403319_1730107273973494_6855088659947847680_a.jpg"",""id"":""20652747""}",1493327954,1.78674e+16,2017-04-27_13-59-22,,[],[],nan,['nan'],[u'nan']
146,"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1494467615,1.78664e+16,2017-04-28_20-03-40,J'adore ce site que nous avons visite en avec notre chien qui a pris la navette nautique!!,"['#vacancesdereve', '#eaucristalline', '#paradis', '#jamaissansmonchien', '#sanstraces']",[],adore site visite chien pris navette nautique,"['adore', 'site', 'visite', 'chien', 'pris', 'navette', 'nautique']","[u'ador', u'site', u'visit', u'chien', u'pris', u'navett', u'nautiqu']"
147,"{""username"":""macharichardson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21147769_147236835863187_7189437084958982144_a.jpg"",""id"":""2077319967""}",1493469424,1.78654e+16,2017-04-28_20-03-40,Tellement beau ️,[],[],Tellement beau,"['Tellement', 'beau']","[u'tellement', u'beau']"
148,"{""username"":""steth_girl"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26153600_517429145298583_4777322192406839296_n.jpg"",""id"":""529560049""}",1493441116,1.78677e+16,2017-04-28_20-03-40,Thank you so much,[],[],Thank much,"['Thank', 'much']","[u'thank', u'much']"
149,"{""username"":""todayplaces"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23347482_1439308852833056_1238662267449376768_n.jpg"",""id"":""1453499130""}",1493599337,1.78668e+16,2017-04-30_17-14-35,Amazing,[],[],Amazing,['Amazing'],[u'amaz']
150,"{""username"":""explorecanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821823_882049418497910_20709141_a.jpg"",""id"":""5470113""}",1493673121,1.78801e+16,2017-05-01_13-43-13,C'est tellement beau!,[],[],tellement beau,"['tellement', 'beau']","[u'tellement', u'beau']"
151,"{""username"":""lheuredebarouder"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15624618_1204684162948204_6701310023089258496_a.jpg"",""id"":""2960213367""}",1493672210,1.78792e+16,2017-05-01_13-43-13,Wow superbe !!!,[],[],Wow superbe,"['Wow', 'superbe']","[u'wow', u'superb']"
152,"{""username"":""anniecayadesign"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12917867_532879686872919_1625320355_a.jpg"",""id"":""196046321""}",1494156876,1.78705e+16,2017-05-06_20-09-32,Magnifique!,[],[],Magnifique,['Magnifique'],[u'magnifiqu']
153,"{""username"":""julelilalu"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25013059_381031312356355_4198763245500104704_n.jpg"",""id"":""285155855""}",1494327741,1.78797e+16,2017-05-08_13-08-19,Would like to walk this path! So happy to visit Canada this Summer. 🇨🇦,[],[],Would like walk path happy visit Canada Summer,"['Would', 'like', 'walk', 'path', 'happy', 'visit', 'Canada', 'Summer']","[u'would', u'like', u'walk', u'path', u'happi', u'visit', u'canada', u'summer']"
154,"{""username"":""ghostbear.co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821737_493944547428171_1219201673_a.jpg"",""id"":""16490047""}",1494455579,1.78554e+16,2017-05-10_15-00-22,"Merci à Parcs Canada de partager notre image! Et rappelons que si nous devrions tous prendre le temps d'apprécier les animaux qui appellent nos parcs à la maison, nous devons nous rappeler qu'ils doivent venir en premier. Cette image a été prise avec un long téléobjectif, de l'intérieur de notre voiture, où nous avons pu observer les renards sans perturber leur comportement naturel. Tout aussi important: Obéissez à toutes les limites de vitesse, en particulier dans les couloirs de la vie sauvage. Un kit de cette famille a été tué en raison de la vitesse, mais nous pouvons tous faire notre part pour prévenir la tragédie à l'avenir.",[],[],Merci Parcs Canada de partager notre image Et rappelons que si nous devrions tous prendre le temps cier les animaux qui appellent nos parcs la maison nous devons nous rappeler qu ils doivent venir en premier Cette image prise avec un long objectif de rieur de notre voiture nous avons pu observer les renards sans perturber leur comportement naturel Tout aussi important issez toutes les limites de vitesse en particulier dans les couloirs de la vie sauvage Un kit de cette famille en raison de la vitesse mais nous pouvons tous faire notre part pour venir la die avenir,"['Merci', 'Parcs', 'Canada', 'de', 'partager', 'notre', 'image', 'Et', 'rappelons', 'que', 'si', 'nous', 'devrions', 'tous', 'prendre', 'le', 'temps', 'cier', 'les', 'animaux', 'qui', 'appellent', 'nos', 'parcs', 'la', 'maison', 'nous', 'devons', 'nous', 'rappeler', 'qu', 'ils', 'doivent', 'venir', 'en', 'premier', 'Cette', 'image', 'prise', 'avec', 'un', 'long', 'objectif', 'de', 'rieur', 'de', 'notre', 'voiture', 'nous', 'avons', 'pu', 'observer', 'les', 'renards', 'sans', 'perturber', 'leur', 'comportement', 'naturel', 'Tout', 'aussi', 'important', 'issez', 'toutes', 'les', 'limites', 'de', 'vitesse', 'en', 'particulier', 'dans', 'les', 'couloirs', 'de', 'la', 'vie', 'sauvage', 'Un', 'kit', 'de', 'cette', 'famille', 'en', 'raison', 'de', 'la', 'vitesse', 'mais', 'nous', 'pouvons', 'tous', 'faire', 'notre', 'part', 'pour', 'venir', 'la', 'die', 'avenir']","[u'merci', u'parc', u'canada', 'de', u'partag', u'notr', u'imag', 'et', u'rappelon', u'que', 'si', u'nous', u'devrion', u'tous', u'prendr', 'le', u'temp', u'cier', u'les', u'animaux', u'qui', u'appel', u'nos', u'parc', 'la', u'maison', u'nous', u'devon', u'nous', u'rappel', 'qu', u'il', u'doivent', u'venir', 'en', u'premier', u'cett', u'imag', u'prise', u'avec', 'un', u'long', u'objectif', 'de', u'rieur', 'de', u'notr', u'voitur', u'nous', u'avon', 'pu', u'observ', u'les', u'renard', u'san', u'perturb', u'leur', u'comport', u'naturel', u'tout', u'aussi', u'import', u'issez', u'tout', u'les', u'limit', 'de', u'vitess', 'en', u'particuli', u'dan', u'les', u'couloir', 'de', 'la', u'vie', u'sauvag', 'un', u'kit', 'de', u'cett', u'famill', 'en', u'raison', 'de', 'la', u'vitess', u'mai', u'nous', u'pouvon', u'tous', u'fair', u'notr', u'part', u'pour', u'venir', 'la', u'die', u'avenir']"
155,"{""username"":""schrodobaggins"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15802770_159619087855746_573256032390742016_a.jpg"",""id"":""1348921182""}",1494718709,1.78808e+16,2017-05-12_14-11-34,,[],[],nan,['nan'],[u'nan']
156,"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1494683316,1.78562e+16,2017-05-12_14-11-34,Wow!,[],[],Wow,['Wow'],[u'wow']
157,"{""username"":""naturellementenerve"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26343910_132195720916757_7146076843190255616_n.jpg"",""id"":""3264327679""}",1494625207,1.78802e+16,2017-05-12_14-11-34,,[],[],nan,['nan'],[u'nan']
158,"{""username"":""rastapignata"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26065948_322214464931964_1044170759418675200_n.jpg"",""id"":""4284366842""}",1494624795,1.78585e+16,2017-05-12_14-11-34,,[],[],nan,['nan'],[u'nan']
159,"{""username"":""anniecayadesign"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12917867_532879686872919_1625320355_a.jpg"",""id"":""196046321""}",1494760730,1.78746e+16,2017-05-13_19-14-19,Sublime!,[],[],Sublime,['Sublime'],[u'sublim']
160,"{""username"":""frederiqueemiliegodbout"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24274085_789921801197152_3976967380533248000_n.jpg"",""id"":""603807197""}",1496623114,1.7871e+16,2017-05-14_19-06-47,,[],[],nan,['nan'],[u'nan']
161,"{""username"":""justinenaveau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26151728_1829739587038144_2707658451252674560_n.jpg"",""id"":""199806133""}",1496271987,1.78583e+16,2017-05-14_19-06-47,bientôt les babeeeeeees,[],[],les babeeeeeees,"['les', 'babeeeeeees']","[u'les', u'babeeeeee']"
162,"{""username"":""tjantonio"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11856580_538315526342800_806785116_a.jpg"",""id"":""307400616""}",1494889890,1.78812e+16,2017-05-14_19-06-47,,[],[],nan,['nan'],[u'nan']
163,"{""username"":""tjantonio"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11856580_538315526342800_806785116_a.jpg"",""id"":""307400616""}",1494889865,1.78802e+16,2017-05-14_19-06-47,This is just outside Toronto if we go we gotta check this place out,[],[],outside Toronto go gotta check place,"['outside', 'Toronto', 'go', 'gotta', 'check', 'place']","[u'outsid', u'toronto', 'go', u'gotta', u'check', u'place']"
164,"{""username"":""voicesforbiodiversity"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13694503_1775309262681297_119868193_a.jpg"",""id"":""3413663159""}",1494814184,1.78689e+16,2017-05-14_19-06-47,Beautiful view!,[],[],Beautiful view,"['Beautiful', 'view']","[u'beauti', u'view']"
165,"{""username"":""desfenetressurlemonde"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20837486_123396724973459_1677587927732846592_a.jpg"",""id"":""2197611193""}",1494881217,1.78587e+16,2017-05-15_13-28-58,.canada Quels paysages,[],[],canada Quels paysages,"['canada', 'Quels', 'paysages']","[u'canada', u'quel', u'paysag']"
166,"{""username"":""_fillt_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26228532_391589914619570_7332892359899742208_n.jpg"",""id"":""3879691216""}",1494880257,1.78804e+16,2017-05-15_13-28-58,,[],[],nan,['nan'],[u'nan']
167,"{""username"":""residentialone"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15624649_1314384905300220_1254230737918361600_a.jpg"",""id"":""400406658""}",1495159561,1.78566e+16,2017-05-17_14-04-18,,[],[],nan,['nan'],[u'nan']
168,"{""username"":""freedom_photography_lifestyle"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25036587_425784217839063_6064194269457940480_n.jpg"",""id"":""3225920578""}",1495873848,1.78808e+16,2017-05-18_14-42-11,Hello there! I am really glad that U R freely sharing your great posts with people like me and I hope there'll be more to come! Thumbs up! From PJ,[],[],Hello really glad freely sharing great posts people like hope come Thumbs PJ,"['Hello', 'really', 'glad', 'freely', 'sharing', 'great', 'posts', 'people', 'like', 'hope', 'come', 'Thumbs', 'PJ']","[u'hello', u'realli', u'glad', u'freeli', u'share', u'great', u'post', u'peopl', u'like', u'hope', u'come', u'thumb', 'pj']"
169,"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1495426099,1.78812e+16,2017-05-18_14-42-11,Magique!,[],[],Magique,['Magique'],[u'magiqu']
170,"{""username"":""exploreitaly"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12120473_515588765276258_801571450_a.jpg"",""id"":""1916481901""}",1495303707,1.78422e+16,2017-05-19_14-17-16,Well done!,[],[],Well done,"['Well', 'done']","[u'well', u'done']"
171,"{""username"":""danie1029"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21107471_983077888498472_3907679241537323008_a.jpg"",""id"":""184878885""}",1495481760,1.78423e+16,2017-05-20_15-01-06,,[],[],nan,['nan'],[u'nan']
172,"{""username"":""carpe40"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15258717_1262476360513413_3503141022160912384_a.jpg"",""id"":""1963633789""}",1495471004,1.7856e+16,2017-05-20_15-01-06,,[],[],nan,['nan'],[u'nan']
173,"{""username"":""mariaedavila"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18879351_312193922550683_5035746547791298560_a.jpg"",""id"":""191953113""}",1495326025,1.78754e+16,2017-05-20_15-01-06,,[],[],nan,['nan'],[u'nan']
174,"{""username"":""gabrie_ailes"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25023163_317299972098725_1044846860285509632_n.jpg"",""id"":""3545449444""}",1495321326,1.78814e+16,2017-05-20_15-01-06,,[],[],nan,['nan'],[u'nan']
175,"{""username"":""brainchip_vp"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18513667_1319556481431686_8159719786817781760_a.jpg"",""id"":""5490097551""}",1495504251,1.78811e+16,2017-05-21_11-30-30,This is beautiful!,[],[],beautiful,['beautiful'],[u'beauti']
176,"{""username"":""caromorrow"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13707253_254120544974100_1824211488_a.jpg"",""id"":""211409859""}",1495392488,1.78554e+16,2017-05-21_11-30-30,Merci! .canada,[],[],Merci canada,"['Merci', 'canada']","[u'merci', u'canada']"
177,"{""username"":""brainchip_vp"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18513667_1319556481431686_8159719786817781760_a.jpg"",""id"":""5490097551""}",1495503688,1.78594e+16,2017-05-22_15-01-46,This is beautiful!,[],[],beautiful,['beautiful'],[u'beauti']
178,"{""username"":""jonaelbrosseau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016857_560909240908400_6224541496155045888_n.jpg"",""id"":""2347723428""}",1495656661,1.78597e+16,2017-05-24_13-07-19,wow!,[],[],wow,['wow'],[u'wow']
179,"{""username"":""travelbetterblog"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24125594_901183126707796_7863097345217396736_n.jpg"",""id"":""610240758""}",1495748883,1.78819e+16,2017-05-25_13-25-49,"Ahhh, you should put your amazing photos in a travel journal! ️",[],[],Ahhh put amazing photos travel journal,"['Ahhh', 'put', 'amazing', 'photos', 'travel', 'journal']","[u'ahhh', u'put', u'amaz', u'photo', u'travel', u'journal']"
180,"{""username"":""milataillefer"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26156984_1574083782657266_4258196874093133824_n.jpg"",""id"":""197704430""}",1495745154,1.78698e+16,2017-05-25_13-25-49,,[],[],nan,['nan'],[u'nan']
181,"{""username"":""charlieb.c"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26066628_260422974491307_454686399258427392_n.jpg"",""id"":""280236980""}",1495852837,1.78824e+16,2017-05-26_13-17-40,,[],[],nan,['nan'],[u'nan']
182,"{""username"":""girlwhotravelsworld"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11371296_969108533162712_1978182259_a.jpg"",""id"":""2274342015""}",1495833408,1.7858e+16,2017-05-26_13-17-40,Love!,[],[],Love,['Love'],[u'love']
183,"{""username"":""nepalopentrailtreks"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18809453_501342343531308_7129553498412154880_n.jpg"",""id"":""5439017523""}",1495959199,1.78706e+16,2017-05-27_18-08-49,Magnifique !!!!,[],[],Magnifique,['Magnifique'],[u'magnifiqu']
184,"{""username"":""kimber_pin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19227714_1325981170848792_2597457656385896448_a.jpg"",""id"":""207780743""}",1495941067,1.78817e+16,2017-05-27_18-08-49,Wow !,[],[],Wow,['Wow'],[u'wow']
185,"{""username"":""anniecayadesign"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12917867_532879686872919_1625320355_a.jpg"",""id"":""196046321""}",1496278258,1.78681e+16,2017-05-29_13-18-57,De toute beauté! J'ai hâte d'aller voir ça un jour!,[],[],De toute ai te aller voir un jour,"['De', 'toute', 'ai', 'te', 'aller', 'voir', 'un', 'jour']","['de', u'tout', 'ai', 'te', u'aller', u'voir', 'un', u'jour']"
186,"{""username"":""jtk_i_am"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17265517_1264652006950224_2015022896631513088_a.jpg"",""id"":""296042886""}",1496099716,1.78585e+16,2017-05-29_13-18-57,Wish I could like this twice,[],[],Wish could like twice,"['Wish', 'could', 'like', 'twice']","[u'wish', u'could', u'like', u'twice']"
