Unnamed: 0,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
187,"{""username"":""suzalabr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19764469_243563122824843_74164013503610880_a.jpg"",""id"":""2072615870""}",1496097688,1.78679e+16,2017-05-29_13-18-57,Magnifique parc!,[],[],Magnifique parc,"['Magnifique', 'parc']","[u'magnifiqu', u'parc']"
188,"{""username"":""goodkarmabum"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11352083_1632888356946012_2002821785_a.jpg"",""id"":""1511597823""}",1496089733,1.78581e+16,2017-05-29_13-18-57,thanks for sharing,[],[],thanks sharing,"['thanks', 'sharing']","[u'thank', u'share']"
189,"{""username"":""dorianamouroux"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21227141_1642416569122026_1187203516951691264_a.jpg"",""id"":""460711434""}",1496089401,1.78832e+16,2017-05-29_13-18-57,The snapshot feels very cool.,[],[],snapshot feels cool,"['snapshot', 'feels', 'cool']","[u'snapshot', u'feel', u'cool']"
190,"{""username"":""philetjou"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25012085_172649846804800_5879183798653943808_n.jpg"",""id"":""5534803704""}",1496239743,1.78814e+16,2017-05-31_06-13-41,Ce sera tellement l'une de nos premières destinations à et comme jeune couple,[],[],Ce sera tellement une de nos res destinations et comme jeune couple,"['Ce', 'sera', 'tellement', 'une', 'de', 'nos', 'res', 'destinations', 'et', 'comme', 'jeune', 'couple']","['ce', u'sera', u'tellement', u'une', 'de', u'nos', u'res', u'destin', 'et', u'comm', u'jeun', u'coupl']"
191,"{""username"":""aquaganda"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18253040_251094738690351_7356062999792058368_a.jpg"",""id"":""3664618214""}",1496373128,1.78829e+16,2017-05-31_13-29-16,Loved the Grey Owl cabin hike when we did overnight!,[],[],Loved Grey Owl cabin hike overnight,"['Loved', 'Grey', 'Owl', 'cabin', 'hike', 'overnight']","[u'love', u'grey', u'owl', u'cabin', u'hike', u'overnight']"
192,"{""username"":""shayysutton"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20686658_630088593867620_2784196306065686528_a.jpg"",""id"":""32956296""}",1496263395,1.7868e+16,2017-05-31_13-29-16,great!!,[],[],great,['great'],[u'great']
193,"{""username"":""nepalopentrailtreks"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18809453_501342343531308_7129553498412154880_n.jpg"",""id"":""5439017523""}",1496470743,1.7896e+16,2017-06-02_13-03-10,,[],[],nan,['nan'],[u'nan']
194,"{""username"":""annevenement"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16110969_1316055355084541_1896104348946006016_n.jpg"",""id"":""273170602""}",1496705606,1.78574e+16,2017-06-05_13-19-17,Notre destination cet été.,[],[],Notre destination cet,"['Notre', 'destination', 'cet']","[u'notr', u'destin', u'cet']"
195,"{""username"":""emarceauf"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035831_205376490023257_8691177549671170048_n.jpg"",""id"":""2985180956""}",1496695321,1.78581e+16,2017-06-05_13-19-17,dans jours!!!!!,[],[],jours,['jours'],[u'jour']
196,"{""username"":""parcs.canada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19424984_179461979254361_6970625818535919616_n.jpg"",""id"":""4141034395""}",1496694412,1.78828e+16,2017-06-05_13-19-17,,[],[],nan,['nan'],[u'nan']
197,"{""username"":""messbonnel"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25007021_1642652982469009_5304187067557740544_n.jpg"",""id"":""190328594""}",1496694109,1.78685e+16,2017-06-05_13-19-17,nous bientôt,[],[],nous,['nous'],[u'nous']
198,"{""username"":""voicesforbiodiversity"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13694503_1775309262681297_119868193_a.jpg"",""id"":""3413663159""}",1496881151,1.78713e+16,2017-06-07_13-14-00,Beautiful,[],[],Beautiful,['Beautiful'],[u'beauti']
199,"{""username"":""valentinmarquesphotographie"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26870003_1583235791767855_976620600413913088_n.jpg"",""id"":""4237830801""}",1496867127,1.78576e+16,2017-06-07_13-14-00,great..,[],[],great,['great'],[u'great']
200,"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1497048391,1.78846e+16,2017-06-08_11-40-15,Magique!,[],[],Magique,['Magique'],[u'magiqu']
201,"{""username"":""aquaganda"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18253040_251094738690351_7356062999792058368_a.jpg"",""id"":""3664618214""}",1498016643,1.78704e+16,2017-06-11_16-31-35,Canine de Grey Owl!,[],[],Canine de Grey Owl,"['Canine', 'de', 'Grey', 'Owl']","[u'canin', 'de', u'grey', u'owl']"
202,"{""username"":""zigule"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22639540_175161976372325_3571561775331540992_n.jpg"",""id"":""49141760""}",1497406292,1.78608e+16,2017-06-13_13-52-37,Meilleur spot pour les orignaux ??,[],[],Meilleur spot les orignaux,"['Meilleur', 'spot', 'les', 'orignaux']","[u'meilleur', u'spot', u'les', u'orignaux']"
203,"{""username"":""lyne.malo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11312177_825212597572513_1934371928_a.jpg"",""id"":""1928498914""}",1497405773,1.78849e+16,2017-06-13_13-52-37,On l'a fait souvent ce trajet en canot,[],[],fait souvent trajet canot,"['fait', 'souvent', 'trajet', 'canot']","[u'fait', u'souvent', u'trajet', u'canot']"
204,"{""username"":""chundawatlalitsingh"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14240533_1651220388501543_612451736_a.jpg"",""id"":""3890121546""}",1497387950,1.78582e+16,2017-06-13_13-52-37,Nice,[],[],Nice,['Nice'],[u'nice']
205,"{""username"":""sprung_freres"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25018597_1758329587805663_4745615919194046464_n.jpg"",""id"":""1245674215""}",1497494118,1.78721e+16,2017-06-14_17-03-56,Really nice!,[],[],Really nice,"['Really', 'nice']","[u'realli', u'nice']"
206,"{""username"":""waves_apparel"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11363917_446813808841857_1298457967_a.jpg"",""id"":""1344432853""}",1497885399,1.78729e+16,2017-06-15_15-22-18,Nice!,[],[],Nice,['Nice'],[u'nice']
207,"{""username"":""meofstyle"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12907259_1587459708231235_1090462564_a.jpg"",""id"":""2705074500""}",1497667150,1.78698e+16,2017-06-15_15-22-18,,[],[],nan,['nan'],[u'nan']
208,"{""username"":""kikwhite"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15877299_201282900340433_8538506464619134976_n.jpg"",""id"":""2941835638""}",1497667143,1.78727e+16,2017-06-15_15-22-18,🆒,[],[],,[],[]
209,"{""username"":""hegoooo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13117991_161001190964601_2012413414_a.jpg"",""id"":""325089588""}",1497757677,1.78621e+16,2017-06-16_19-48-38,&,[],[],,[],[]
210,"{""username"":""dreyfortin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13561630_1335380339820218_1301756230_a.jpg"",""id"":""184415337""}",1497755383,1.78609e+16,2017-06-16_19-48-38,,[],[],nan,['nan'],[u'nan']
211,"{""username"":""juliebeausejour"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20837325_412765782450767_6969582832972726272_a.jpg"",""id"":""418994570""}",1497731323,1.78607e+16,2017-06-16_19-48-38,Une prochaine destination assurément!,[],[],Une prochaine destination ment,"['Une', 'prochaine', 'destination', 'ment']","[u'une', u'prochain', u'destin', u'ment']"
212,"{""username"":""anniecayadesign"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12917867_532879686872919_1625320355_a.jpg"",""id"":""196046321""}",1497715847,1.78727e+16,2017-06-16_19-48-38,"Tellement un bel endroit, j'ai adoré mon séjour là-bas il y a quelques années!",[],[],Tellement un bel endroit ai mon jour bas il quelques es,"['Tellement', 'un', 'bel', 'endroit', 'ai', 'mon', 'jour', 'bas', 'il', 'quelques', 'es']","[u'tellement', 'un', u'bel', u'endroit', 'ai', u'mon', u'jour', u'bas', 'il', u'quelqu', 'es']"
213,"{""username"":""cath015"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19227909_1691963091106738_5809714162930024448_a.jpg"",""id"":""258306917""}",1497698118,1.78622e+16,2017-06-16_19-48-38,,[],[],nan,['nan'],[u'nan']
214,"{""username"":""vickie.30"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25009622_450960985305480_531353309248749568_n.jpg"",""id"":""234694958""}",1497671306,1.78783e+16,2017-06-16_19-48-38,j'y serai quand je vais avoir terminer mon aventure du sentier des appalaches,[],[],quand vais avoir terminer aventure sentier appalaches,"['quand', 'vais', 'avoir', 'terminer', 'aventure', 'sentier', 'appalaches']","[u'quand', u'vai', u'avoir', u'termin', u'aventur', u'sentier', u'appalach']"
215,"{""username"":""alexebriand"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25017545_160079251384301_2010284465372266496_n.jpg"",""id"":""27644028""}",1497668653,1.78841e+16,2017-06-16_19-48-38,Mercii .canada pour la photo,[],[],Mercii canada pour la photo,"['Mercii', 'canada', 'pour', 'la', 'photo']","[u'mercii', u'canada', u'pour', 'la', u'photo']"
216,"{""username"":""cathie_giguere"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23594568_1505183646196730_6309151389813571584_n.jpg"",""id"":""204620551""}",1497836193,1.78703e+16,2017-06-18_12-23-24,c'est là qu'on s'en va !,[],[],est qu en va,"['est', 'qu', 'en', 'va']","[u'est', 'qu', 'en', 'va']"
217,"{""username"":""deuxevades"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20905175_155481628363098_5172971590417121280_a.jpg"",""id"":""4240552929""}",1497940055,1.78844e+16,2017-06-19_16-34-59,On y sera dans quelques jours,[],[],quelques jours,"['quelques', 'jours']","[u'quelqu', u'jour']"
218,"{""username"":""cathie_giguere"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23594568_1505183646196730_6309151389813571584_n.jpg"",""id"":""204620551""}",1498222768,1.78732e+16,2017-06-20_13-30-04,,[],[],nan,['nan'],[u'nan']
219,"{""username"":""aaronrphotography"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13636119_297879243894402_842509726_a.jpg"",""id"":""3032374484""}",1498371618,1.78863e+16,2017-06-21_13-17-40,cool! ...,[],[],cool,['cool'],[u'cool']
220,"{""username"":""chundawatlalitsingh"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14240533_1651220388501543_612451736_a.jpg"",""id"":""3890121546""}",1498161939,1.78847e+16,2017-06-22_12-59-10,Beautiful nature,[],[],Beautiful nature,"['Beautiful', 'nature']","[u'beauti', u'natur']"
221,"{""username"":""ibogalito"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17077246_389833304712637_5006890638214430720_a.jpg"",""id"":""14770911""}",1498377698,1.78861e+16,2017-06-23_13-28-08,Awesome,[],[],Awesome,['Awesome'],[u'awesom']
222,"{""username"":""_fannie_leblanc_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20633785_1260266657435731_311233160132165632_a.jpg"",""id"":""188804273""}",1498327629,1.78848e+16,2017-06-24_08-35-34,Nouvellement déménagée en Nouvelle-Écosse depuis peu... J'aime tellement ma nouvelle province et ses beaux pagsages,[],[],Nouvellement en Nouvelle cosse depuis peu aime tellement nouvelle province et ses beaux pagsages,"['Nouvellement', 'en', 'Nouvelle', 'cosse', 'depuis', 'peu', 'aime', 'tellement', 'nouvelle', 'province', 'et', 'ses', 'beaux', 'pagsages']","[u'nouvel', 'en', u'nouvell', u'coss', u'depui', u'peu', u'aim', u'tellement', u'nouvell', u'provinc', 'et', u'ses', u'beaux', u'pagsag']"
223,"{""username"":""redcouchtour"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14533705_147624985698119_207456463814131712_a.jpg"",""id"":""4029266877""}",1498508912,1.78636e+16,2017-06-26_12-19-43,.canada A très bientôt pour célébrer les ans du Canada avec le sofa rouge dans le parc du Gros-Morne,[],[],canada pour brer les ans du Canada avec le sofa rouge dans le parc du Gros Morne,"['canada', 'pour', 'brer', 'les', 'ans', 'du', 'Canada', 'avec', 'le', 'sofa', 'rouge', 'dans', 'le', 'parc', 'du', 'Gros', 'Morne']","[u'canada', u'pour', u'brer', u'les', u'an', 'du', u'canada', u'avec', 'le', u'sofa', u'roug', u'dan', 'le', u'parc', 'du', u'gros', u'morn']"
224,"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1499523213,1.78889e+16,2017-06-27_13-08-32,Wow c'est magique!,[],[],Wow magique,"['Wow', 'magique']","[u'wow', u'magiqu']"
225,"{""username"":""jonaelbrosseau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016857_560909240908400_6224541496155045888_n.jpg"",""id"":""2347723428""}",1498617372,1.78603e+16,2017-06-27_13-08-32,Wow 🇨🇦,[],[],Wow,['Wow'],[u'wow']
226,"{""username"":""alvierajoseph"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19428670_842519442567442_536602979055173632_a.jpg"",""id"":""5655017224""}",1498597664,1.78881e+16,2017-06-27_13-08-32,Pretty,[],[],Pretty,['Pretty'],[u'pretti']
227,"{""username"":""destination.inconnue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18947905_330342000731785_4251087444792836096_a.jpg"",""id"":""5566134422""}",1498966846,1.78865e+16,2017-06-28_13-36-14,et moi y seront très bientôt pendant notre road trip de semaines dans l'est canadien. Nous avons créé un blog sur les road trips .inconnue et voulons inciter les canadiens à voyager et découvrir le pays. Avez vous des suggestions d'activités dans le parc auxquels nous pouvons participer?,[],[],et moi seront pendant notre road trip de semaines dans est canadien Nous avons un blog sur les road trips inconnue et voulons inciter les canadiens voyager et couvrir le pays Avez vous des suggestions dans le parc auxquels nous pouvons participer,"['et', 'moi', 'seront', 'pendant', 'notre', 'road', 'trip', 'de', 'semaines', 'dans', 'est', 'canadien', 'Nous', 'avons', 'un', 'blog', 'sur', 'les', 'road', 'trips', 'inconnue', 'et', 'voulons', 'inciter', 'les', 'canadiens', 'voyager', 'et', 'couvrir', 'le', 'pays', 'Avez', 'vous', 'des', 'suggestions', 'dans', 'le', 'parc', 'auxquels', 'nous', 'pouvons', 'participer']","['et', u'moi', u'seront', u'pendant', u'notr', u'road', u'trip', 'de', u'semain', u'dan', u'est', u'canadien', u'nous', u'avon', 'un', u'blog', u'sur', u'les', u'road', u'trip', u'inconnu', 'et', u'voulon', u'incit', u'les', u'canadien', u'voyag', 'et', u'couvrir', 'le', u'pay', u'avez', u'vous', u'des', u'suggest', u'dan', 'le', u'parc', u'auxquel', u'nous', u'pouvon', u'particip']"
228,"{""username"":""halsius"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26072382_145326602837173_3451803960971624448_n.jpg"",""id"":""1200099649""}",1498863192,1.78623e+16,2017-06-29_13-45-11,Super ! continue,[],[],Super continue,"['Super', 'continue']","[u'super', u'continu']"
229,"{""username"":""chris_fennell_travel_pics"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20905680_114193749297564_3732863811913252864_a.jpg"",""id"":""780229615""}",1498774659,1.78622e+16,2017-06-29_13-45-11,Amazing post,[],[],Amazing post,"['Amazing', 'post']","[u'amaz', u'post']"
230,"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1499523422,1.78872e+16,2017-06-30_13-02-33,.canada avec ou sans filtre c'est majestueux!,[],[],canada sans filtre majestueux,"['canada', 'sans', 'filtre', 'majestueux']","[u'canada', u'san', u'filtr', u'majestueux']"
231,"{""username"":""jonaelbrosseau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016857_560909240908400_6224541496155045888_n.jpg"",""id"":""2347723428""}",1498857505,1.78611e+16,2017-06-30_13-02-33,WOW !,[],[],WOW,['WOW'],[u'wow']
232,"{""username"":""destination.inconnue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18947905_330342000731785_4251087444792836096_a.jpg"",""id"":""5566134422""}",1499053600,1.78865e+16,2017-07-02_18-05-20,C'est situé où exactement? Nous aimons bien visiter les,['#phare'],[],est exactement Nous aimons bien visiter les,"['est', 'exactement', 'Nous', 'aimons', 'bien', 'visiter', 'les']","[u'est', u'exact', u'nous', u'aimon', u'bien', u'visit', u'les']"
233,"{""username"":""sarahsiimon"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23164145_100962837342236_1562894077383409664_n.jpg"",""id"":""1695036507""}",1499046591,1.78864e+16,2017-07-02_18-05-20,Incroyable,[],[],Incroyable,['Incroyable'],[u'incroy']
234,"{""username"":""nickbenaglio"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19424825_248640185620986_6894111401359441920_a.jpg"",""id"":""297797468""}",1499162456,1.78749e+16,2017-07-03_17-42-11,Love your pics.,[],[],Love pics,"['Love', 'pics']","[u'love', u'pic']"
235,"{""username"":""destination.inconnue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18947905_330342000731785_4251087444792836096_a.jpg"",""id"":""5566134422""}",1499385215,1.78741e+16,2017-07-06_16-22-14,Nous y serons définitivement lors de notre voyage qui débute dans un peu plus d'une semaine. Vous pouvez suivre notre aventure au,[],['www.destinationinconnue.com'],Nous serons finitivement lors de notre voyage qui bute dans un peu plus une semaine Vous pouvez suivre notre aventure au,"['Nous', 'serons', 'finitivement', 'lors', 'de', 'notre', 'voyage', 'qui', 'bute', 'dans', 'un', 'peu', 'plus', 'une', 'semaine', 'Vous', 'pouvez', 'suivre', 'notre', 'aventure', 'au']","[u'nous', u'seron', u'finitiv', u'lor', 'de', u'notr', u'voyag', u'qui', u'bute', u'dan', 'un', u'peu', u'plus', u'une', u'semain', u'vous', u'pouvez', u'suivr', u'notr', u'aventur', 'au']"
236,"{""username"":""adventureswithvinnieandtwy"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19534661_484788485200832_6509644719503441920_a.jpg"",""id"":""5676189659""}",1499470375,1.7873e+16,2017-07-07_15-45-51,Wow! Great photo!,[],[],Wow Great photo,"['Wow', 'Great', 'photo']","[u'wow', u'great', u'photo']"
237,"{""username"":""destination.inconnue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18947905_330342000731785_4251087444792836096_a.jpg"",""id"":""5566134422""}",1500605529,1.78905e+16,2017-07-08_15-19-27,"Ce parc est magnifique, je me souviendrais toujours de ma visite. À mon retour vers Winnipeg, la radio n'arrêtait pas de sonner très fort et une alerte nous avertissait que des orages très violants avec des tornades allait passer dans la région.",[],[],Ce parc est magnifique je souviendrais toujours de visite mon retour vers Winnipeg la radio pas de sonner fort et une alerte nous avertissait que des orages violants avec des tornades allait passer dans la gion,"['Ce', 'parc', 'est', 'magnifique', 'je', 'souviendrais', 'toujours', 'de', 'visite', 'mon', 'retour', 'vers', 'Winnipeg', 'la', 'radio', 'pas', 'de', 'sonner', 'fort', 'et', 'une', 'alerte', 'nous', 'avertissait', 'que', 'des', 'orages', 'violants', 'avec', 'des', 'tornades', 'allait', 'passer', 'dans', 'la', 'gion']","['ce', u'parc', u'est', u'magnifiqu', 'je', u'souviendrai', u'toujour', 'de', u'visit', u'mon', u'retour', u'ver', u'winnipeg', 'la', u'radio', u'pas', 'de', u'sonner', u'fort', 'et', u'une', u'alert', u'nous', u'avertissait', u'que', u'des', u'orag', u'violant', u'avec', u'des', u'tornad', u'allait', u'passer', u'dan', 'la', u'gion']"
238,"{""username"":""redphotoco_becks"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13126730_622858374530305_405812128_a.jpg"",""id"":""3672713""}",1499556923,1.7862e+16,2017-07-08_15-19-27,Merci Parcs Canada!,[],[],Merci Parcs Canada,"['Merci', 'Parcs', 'Canada']","[u'merci', u'parc', u'canada']"
239,"{""username"":""chundawatlalitsingh"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14240533_1651220388501543_612451736_a.jpg"",""id"":""3890121546""}",1499743981,1.78905e+16,2017-07-10_15-47-38,Nice,[],[],Nice,['Nice'],[u'nice']
240,"{""username"":""trayce.vi"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17494679_631289600414429_4588034294953279488_a.jpg"",""id"":""2936294247""}",1499994413,1.78624e+16,2017-07-11_12-05-34,Des geueles de loups,[],[],geueles loups,"['geueles', 'loups']","[u'geuel', u'loup']"
241,"{""username"":""lheuredebarouder"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15624618_1204684162948204_6701310023089258496_a.jpg"",""id"":""2960213367""}",1499879648,1.78886e+16,2017-07-11_12-05-34,J'ai l'intention de m'y rendre avant la fin du mois !!!,[],[],intention rendre avant fin mois,"['intention', 'rendre', 'avant', 'fin', 'mois']","[u'intent', u'rendr', u'avant', u'fin', u'moi']"
242,"{""username"":""_fannie_leblanc_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20633785_1260266657435731_311233160132165632_a.jpg"",""id"":""188804273""}",1499801830,1.78477e+16,2017-07-11_12-05-34,Dans quelques semaines je vais y être,[],[],Dans quelques semaines je vais,"['Dans', 'quelques', 'semaines', 'je', 'vais']","[u'dan', u'quelqu', u'semain', 'je', u'vai']"
243,"{""username"":""leannetr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12224115_885246834923671_1339679272_a.jpg"",""id"":""43354363""}",1500297537,1.78638e+16,2017-07-14_13-04-31,C vrai,[],[],vrai,['vrai'],[u'vrai']
244,"{""username"":""chundawatlalitsingh"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14240533_1651220388501543_612451736_a.jpg"",""id"":""3890121546""}",1500137457,1.78893e+16,2017-07-15_09-14-49,Beautiful nature,[],[],Beautiful nature,"['Beautiful', 'nature']","[u'beauti', u'natur']"
245,"{""username"":""destination.inconnue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18947905_330342000731785_4251087444792836096_a.jpg"",""id"":""5566134422""}",1500605286,1.78645e+16,2017-07-17_12-36-47,Tout les vues à partir des parcs nationaux sur l'île sont magnifiques. Quel magnifique opportunité de pouvoir en profiter gratuitement dans le cadre de MERCI .canada,['#canada150'],[],Tout les vues partir des parcs nationaux sur le sont magnifiques Quel magnifique de pouvoir en profiter gratuitement dans le cadre de MERCI canada,"['Tout', 'les', 'vues', 'partir', 'des', 'parcs', 'nationaux', 'sur', 'le', 'sont', 'magnifiques', 'Quel', 'magnifique', 'de', 'pouvoir', 'en', 'profiter', 'gratuitement', 'dans', 'le', 'cadre', 'de', 'MERCI', 'canada']","[u'tout', u'les', u'vue', u'partir', u'des', u'parc', u'nationaux', u'sur', 'le', u'sont', u'magnifiqu', u'quel', u'magnifiqu', 'de', u'pouvoir', 'en', u'profit', u'gratuit', u'dan', 'le', u'cadr', 'de', u'merci', u'canada']"
246,"{""username"":""chundawatlalitsingh"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14240533_1651220388501543_612451736_a.jpg"",""id"":""3890121546""}",1500354818,1.78776e+16,2017-07-17_12-36-47,Beautiful nature,[],[],Beautiful nature,"['Beautiful', 'nature']","[u'beauti', u'natur']"
247,"{""username"":""trayce.vi"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17494679_631289600414429_4588034294953279488_a.jpg"",""id"":""2936294247""}",1500332462,1.78901e+16,2017-07-17_12-36-47,Des fleurs sauvages,[],[],fleurs sauvages,"['fleurs', 'sauvages']","[u'fleur', u'sauvag']"
248,"{""username"":""haimirich"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19228207_466223913726156_258153394487689216_a.jpg"",""id"":""14405408""}",1500321170,1.78671e+16,2017-07-17_12-36-47,cool...,[],[],cool,['cool'],[u'cool']
249,"{""username"":""suofei21"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12135191_1130693627019880_1449217552_a.jpg"",""id"":""230928942""}",1500473280,1.78765e+16,2017-07-18_17-13-39,On y est actuellement c'est magique et toujours! Encore mieux qu'à la mer!,[],[],est actuellement est magique et toujours Encore mieux qu la mer,"['est', 'actuellement', 'est', 'magique', 'et', 'toujours', 'Encore', 'mieux', 'qu', 'la', 'mer']","[u'est', u'actuel', u'est', u'magiqu', 'et', u'toujour', u'encor', u'mieux', 'qu', 'la', u'mer']"
250,"{""username"":""jonaelbrosseau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016857_560909240908400_6224541496155045888_n.jpg"",""id"":""2347723428""}",1500522200,1.78491e+16,2017-07-19_16-54-28,omg woww!!,[],[],omg woww,"['omg', 'woww']","[u'omg', u'woww']"
251,"{""username"":""messbonnel"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25007021_1642652982469009_5304187067557740544_n.jpg"",""id"":""190328594""}",1500509204,1.78842e+16,2017-07-19_16-54-28,,[],[],nan,['nan'],[u'nan']
