Unnamed: 0,owner,created_at,id,post_id,text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
60,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1479826674,1.78559e+16,2016-11-22_06-55-45,,"['#Canada', '#Arctic', '#Ice', '#GreatExplorer', '#Adventures', '#CanEnvironment']",[],nan,['nan'],[u'nan']
61,"{""username"":""matthew.gordon.official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19623264_341811699582134_8742037208065638400_a.jpg"",""id"":""482177935""}",1479916840,1.78447e+16,2016-11-23_07-20-33,I'm from Fredericton how does the power plants effect water️,[],[],Fredericton power plants effect,"['Fredericton', 'power', 'plants', 'effect']","[u'fredericton', u'power', u'plant', u'effect']"
62,"{""username"":""trplanet"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25037946_159957551436741_6049075301676220416_n.jpg"",""id"":""7947083""}",1479915282,1.78666e+16,2016-11-23_07-20-33,Where did you get this setup?,[],[],get setup,"['get', 'setup']","[u'get', u'setup']"
63,"{""username"":""hibz4"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13736017_854252931371812_1536916111_a.jpg"",""id"":""1425487922""}",1479954944,1.78655e+16,2016-11-23_07-30-32,,[],[],nan,['nan'],[u'nan']
64,"{""username"":""summerbelliveau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26152093_543101172717738_4020178170324975616_n.jpg"",""id"":""857715574""}",1479915529,1.78678e+16,2016-11-23_07-30-32,What is the best way to get everyone involved in helping our planet?,[],[],best way get everyone involved helping planet,"['best', 'way', 'get', 'everyone', 'involved', 'helping', 'planet']","[u'best', u'way', u'get', u'everyon', u'involv', u'help', u'planet']"
65,"{""username"":""dani.jg"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25005301_200726817164405_1105285846233251840_n.jpg"",""id"":""544978319""}",1480348630,1.78662e+16,2016-11-23_07-35-53,,[],[],nan,['nan'],[u'nan']
66,"{""username"":""travis_riordon"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23668073_2413759002181902_5474570614918348800_n.jpg"",""id"":""3014565786""}",1479917067,1.78669e+16,2016-11-23_07-35-53,I think we should go back to the old ages like the inutes to save life and earth itself,['#youthclimateaction'],[],think go back old ages like inutes save life earth,"['think', 'go', 'back', 'old', 'ages', 'like', 'inutes', 'save', 'life', 'earth']","[u'think', 'go', u'back', u'old', u'age', u'like', u'inut', u'save', u'life', u'earth']"
67,"{""username"":""matthew.gordon.official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19623264_341811699582134_8742037208065638400_a.jpg"",""id"":""482177935""}",1479916675,1.78547e+16,2016-11-23_07-38-53,Im Matthew and I'm from Fredericton nb,[],[],Im Matthew Fredericton nb,"['Im', 'Matthew', 'Fredericton', 'nb']","['im', u'matthew', u'fredericton', 'nb']"
68,"{""username"":""cece_loves_cake"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12976333_1055667324505494_263384890_a.jpg"",""id"":""3184652864""}",1479916568,1.78446e+16,2016-11-23_07-38-53,how long would it take to stop global warming?,['#youthclimateaction'],[],long would take stop global warming,"['long', 'would', 'take', 'stop', 'global', 'warming']","[u'long', u'would', u'take', u'stop', u'global', u'warm']"
69,"{""username"":""matthew.gordon.official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19623264_341811699582134_8742037208065638400_a.jpg"",""id"":""482177935""}",1479916450,1.78664e+16,2016-11-23_07-38-53,Like how do people still do this,[],[],Like people still,"['Like', 'people', 'still']","[u'like', u'peopl', u'still']"
70,"{""username"":""matthew.gordon.official"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19623264_341811699582134_8742037208065638400_a.jpg"",""id"":""482177935""}",1479916393,1.78658e+16,2016-11-23_07-38-53,How does the power plants mess up the water ways and oceans,[],[],power plants mess water ways oceans,"['power', 'plants', 'mess', 'water', 'ways', 'oceans']","[u'power', u'plant', u'mess', u'water', u'way', u'ocean']"
71,"{""username"":""travis_riordon"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23668073_2413759002181902_5474570614918348800_n.jpg"",""id"":""3014565786""}",1479916353,1.78559e+16,2016-11-23_07-38-53,"how much pollution, fossil fuel etc do we have to stop for the climate change to stop and the world starts to cool down again",['#youthclimateAction'],[],much pollution fossil fuel etc stop climate change stop world starts cool,"['much', 'pollution', 'fossil', 'fuel', 'etc', 'stop', 'climate_change', 'stop', 'world', 'starts', 'cool']","[u'much', u'pollut', u'fossil', u'fuel', u'etc', u'stop', u'climate_chang', u'stop', u'world', u'start', u'cool']"
72,"{""username"":""travis_riordon"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23668073_2413759002181902_5474570614918348800_n.jpg"",""id"":""3014565786""}",1479916026,1.78446e+16,2016-11-23_07-38-53,if we stop global warming around this time how long will it take for the earth to cool down and the glaciers to take back form,['#youthclimatechange'],[],stop global warming around time long take earth cool glaciers take back form,"['stop', 'global', 'warming', 'around', 'time', 'long', 'take', 'earth', 'cool', 'glaciers', 'take', 'back', 'form']","[u'stop', u'global', u'warm', u'around', u'time', u'long', u'take', u'earth', u'cool', u'glacier', u'take', u'back', u'form']"
73,"{""username"":""summerbelliveau"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26152093_543101172717738_4020178170324975616_n.jpg"",""id"":""857715574""}",1479915934,1.78548e+16,2016-11-23_07-38-53,Who are other figures that encourage youth to go out and prevent people polluting our earth?,[],[],figures encourage youth go prevent people polluting earth,"['figures', 'encourage', 'youth', 'go', 'prevent', 'people', 'polluting', 'earth']","[u'figur', u'encourag', u'youth', 'go', u'prevent', u'peopl', u'pollut', u'earth']"
74,"{""username"":""jennamcneill"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23825071_150534688899993_3429999120679436288_n.jpg"",""id"":""336136411""}",1479915842,1.78449e+16,2016-11-23_07-38-53,Why do people continue to pollute the earth after they know what's happening,[],[],people continue pollute earth know happening,"['people', 'continue', 'pollute', 'earth', 'know', 'happening']","[u'peopl', u'continu', u'pollut', u'earth', u'know', u'happen']"
75,"{""username"":""cathmckennaottcen"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23416543_736222733253374_2409800553719660544_n.jpg"",""id"":""1385225463""}",1479936809,1.78547e+16,2016-11-23_11-14-36,"Lol, Henry's back!",[],[],Lol Henry back,"['Lol', 'Henry', 'back']","[u'lol', u'henri', u'back']"
76,"{""username"":""clmsanderson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20184472_1710377655938753_1160665107303235584_a.jpg"",""id"":""616185445""}",1479930748,1.78458e+16,2016-11-23_11-14-36,We love you Henry!,[],[],love Henry,"['love', 'Henry']","[u'love', u'henri']"
77,"{""username"":""416spotlight"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276544_336890566695128_1750888455241465856_a.jpg"",""id"":""3614094976""}",1479959242,1.78662e+16,2016-11-23_13-45-50,Very cool,[],[],cool,['cool'],[u'cool']
78,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1479939073,1.78658e+16,2016-11-23_13-45-50,Can Alaska hear the same thing?,[],[],Alaska hear thing,"['Alaska', 'hear', 'thing']","[u'alaska', u'hear', u'thing']"
79,"{""username"":""safijamila"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16110175_1729194777409902_1324663953850105856_n.jpg"",""id"":""4191588944""}",1480684637,1.78603e+16,2016-11-30_06-17-05,Nice place,[],[],Nice place,"['Nice', 'place']","[u'nice', u'place']"
80,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480613326,1.78462e+16,2016-11-30_06-17-05,and we ️ coming up with them! super cute!,[],[],coming super cute,"['coming', 'super', 'cute']","[u'come', u'super', u'cute']"
81,"{""username"":""joclubczuk"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10802883_1542541169324178_927305766_a.jpg"",""id"":""688613358""}",1480549947,1.78552e+16,2016-11-30_06-17-05,Dang these little guys are cute !!,[],[],Dang little guys cute,"['Dang', 'little', 'guys', 'cute']","[u'dang', u'littl', u'guy', u'cute']"
82,"{""username"":""nellleo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10431850_1491584911076355_463691944_a.jpg"",""id"":""862979""}",1480517081,1.78551e+16,2016-11-30_06-17-05,All the puns. ALL OF 'EM! ️,[],[],puns EM,"['puns', 'EM']","[u'pun', 'em']"
83,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1480516552,1.7855e+16,2016-11-30_06-17-05,Hahahahaha!,[],[],Hahahahaha,['Hahahahaha'],[u'hahahahaha']
84,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480515454,1.78449e+16,2016-11-30_06-17-05,,"['#Wednesday', '#BurrowingOwl', '#Owl', '#Owls', '#InstaOwls', '#InstaBirds', '#OwlsOfInstagram', '#BirdsOfInstagram', '#PhotoOfTheDay', '#Reconyx', '#Wildlife', '#Canada', '#WildlifeWednesday', '#ILoveOwls', '#CanEnvironment', '#BirdWatching', '#Birding', '#ConservationPhotography', '#WildlifePhotography', '#InstaWild']",[],nan,['nan'],[u'nan']
85,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480975640,1.78659e+16,2016-12-02_08-21-55,Yes it is ! We have talented employees,[],[],Yes talented employees,"['Yes', 'talented', 'employees']","[u'yes', u'talent', u'employe']"
86,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480975386,1.78456e+16,2016-12-02_08-21-55,Agreed!,[],[],Agreed,['Agreed'],[u'agre']
87,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1480701050,1.7845e+16,2016-12-02_08-21-55,Always look for 🦄 .That's what makes the in your . Plus think of the exciting new that you can talk about if you find one!,"['#unicorns', '#magic', '#work', '#species']",[],Always look makes Plus think exciting new talk find one,"['Always', 'look', 'makes', 'Plus', 'think', 'exciting', 'new', 'talk', 'find', 'one']","[u'alway', u'look', u'make', u'plus', u'think', u'excit', u'new', u'talk', u'find', u'one']"
88,"{""username"":""raeannasam"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26068095_374514113010311_7280320431188344832_n.jpg"",""id"":""37324753""}",1480696598,1.7867e+16,2016-12-02_08-21-55,That is such a beautiful shot,[],[],beautiful shot,"['beautiful', 'shot']","[u'beauti', u'shot']"
89,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480695800,1.78563e+16,2016-12-02_08-21-55,,"['#nogoldbutlotsofbirds', '#goldforbirdnerds', '#ukkusiksalik', '#nunavut', '#arcticprism', '#Flashback', '#SummerInTheArctic', '#Rainbow', '#ArcticScience', '#Tundra', '#Wildlife', '#WildlifePhotography', '#ArcticTundra', '#Biders', '#BirdLovers', '#BiologistsOfInstagram', '#InstaScience', '#CanEnvironment', '#EnvironmentCanada', '#Canada', '#FlashbackFriday']",[],nan,['nan'],[u'nan']
90,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480976128,1.78451e+16,2016-12-05_14-13-18,,"['#Canada', '#PacificCoast', '#CanadianPacificCoast', '#ExploreBC', '#ExploreCanada', '#WildlifePhotography', '#MarineWildlife', '#CanEnvironment', '#Birds', '#BirdNerd', '#Birdnerds', '#BirdLover', '#ScottIslands']",[],nan,['nan'],[u'nan']
91,"{""username"":""morphspeakers"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21041853_121252131861458_6899169116192505856_a.jpg"",""id"":""1313963114""}",1485857812,1.7848e+16,2016-12-08_10-31-32,Awesome page! Check us out as well.,[],[],Awesome page Check us well,"['Awesome', 'page', 'Check', 'us', 'well']","[u'awesom', u'page', u'check', 'us', u'well']"
92,"{""username"":""maureenpadleysmithers"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19624553_845175625650189_2363374117618450432_a.jpg"",""id"":""1280216433""}",1481228164,1.78667e+16,2016-12-08_10-31-32,,[],[],nan,['nan'],[u'nan']
93,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1482158666,1.78457e+16,2016-12-09_09-51-13,Thank you!,[],[],Thank,['Thank'],[u'thank']
94,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481655388,1.78568e+16,2016-12-09_09-51-13,We can't decide ... we ️ all birds!!,[],[],decide birds,"['decide', 'birds']","[u'decid', u'bird']"
95,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1481306417,1.78687e+16,2016-12-09_09-51-13,Murres are my fave,[],[],Murres fave,"['Murres', 'fave']","[u'murr', u'fave']"
96,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1481690698,1.78455e+16,2016-12-12_08-01-32,What's better than a in the hand? Why two of course!,"['#bird', '#birds']",[],better hand two course,"['better', 'hand', 'two', 'course']","[u'better', u'hand', u'two', u'cours']"
97,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481655098,1.78568e+16,2016-12-12_08-01-32,we feel the same way!,[],[],feel way,"['feel', 'way']","[u'feel', u'way']"
98,"{""username"":""nellleo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10431850_1491584911076355_463691944_a.jpg"",""id"":""862979""}",1481588429,1.7867e+16,2016-12-12_08-01-32,squeee!,[],[],squeee,['squeee'],[u'squeee']
99,"{""username"":""randyhaviland"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22344192_1934750390083229_8022567226060046336_n.jpg"",""id"":""738654617""}",1515441138,1.78874e+16,2016-12-13_09-15-28,You have to love when field work leads to amazing places. Canada's abundance of both wildlife and wild places is truly amazing. We have to be both grateful for what we have while at the same time making a giant effort to allow future generations the opportunity to elore and discover.,[],[],love field work leads amazing places Canada abundance wildlife wild places truly amazing grateful time making giant effort allow future generations opportunity elore discover,"['love', 'field', 'work', 'leads', 'amazing', 'places', 'Canada', 'abundance', 'wildlife', 'wild', 'places', 'truly', 'amazing', 'grateful', 'time', 'making', 'giant', 'effort', 'allow', 'future', 'generations', 'opportunity', 'elore', 'discover']","[u'love', u'field', u'work', u'lead', u'amaz', u'place', u'canada', u'abund', u'wildlif', u'wild', u'place', u'truli', u'amaz', u'grate', u'time', u'make', u'giant', u'effort', u'allow', u'futur', u'generat', u'opportun', u'elor', u'discov']"
100,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481748838,1.78568e+16,2016-12-14_12-52-25,🤓,"['#EnvironmentCanada', '#Canada', '#WinterInCanada', '#CanEnvironment', '#CanadianWeather', '#Weather', '#WeatherNerds']",[],,[],[]
101,"{""username"":""scitechmuseum"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12145058_1628426794074719_382579818_a.jpg"",""id"":""2256524022""}",1481815239,1.78569e+16,2016-12-14_13-08-43,Follow .boutin from ! And check out the videos on the Talk Energy Facebook page as well!,[],[],Follow boutin check videos Talk Energy Facebook page well,"['Follow', 'boutin', 'check', 'videos', 'Talk', 'Energy', 'Facebook', 'page', 'well']","[u'follow', u'boutin', u'check', u'video', u'talk', u'energi', u'facebook', u'page', u'well']"
102,"{""username"":""ihabmokayed"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26181279_174151140007048_6370159604956921856_n.jpg"",""id"":""293328761""}",1481832836,1.78672e+16,2016-12-15_09-39-58,Pretty cool!,[],[],Pretty cool,"['Pretty', 'cool']","[u'pretti', u'cool']"
103,"{""username"":""monty2monte"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23161461_964144470406337_465388774860259328_n.jpg"",""id"":""4169023356""}",1481920480,1.78571e+16,2016-12-16_08-14-48,Spence?,[],[],Spence,['Spence'],[u'spenc']
104,"{""username"":""cif_ifc"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23099404_129675684408574_3971366962222596096_n.jpg"",""id"":""373019728""}",1482510285,1.78701e+16,2016-12-23_06-52-52,,[],[],nan,['nan'],[u'nan']
105,"{""username"":""cbcjohanna"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12383694_1721659241412971_1192609223_a.jpg"",""id"":""1415361330""}",1482508285,1.78572e+16,2016-12-23_06-52-52,,[],[],nan,['nan'],[u'nan']
106,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712823,1.78693e+16,2016-12-28_05-28-05,awesome! We'd love to see a photo if you want to share one on Insta and mention us!,[],[],awesome love see photo want share one Insta mention us,"['awesome', 'love', 'see', 'photo', 'want', 'share', 'one', 'Insta', 'mention', 'us']","[u'awesom', u'love', u'see', u'photo', u'want', u'share', u'one', u'insta', u'mention', 'us']"
107,"{""username"":""martin10_4"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25008218_1303611053078943_4937863414186770432_n.jpg"",""id"":""2873849260""}",1482948842,1.78564e+16,2016-12-28_05-28-05,"I had the chance to work over a year in a mine in Baffin Island, it's very harsh environment, but beautiful terrain and wildlife",[],[],chance work year mine Baffin Island harsh environment beautiful terrain wildlife,"['chance', 'work', 'year', 'mine', 'Baffin', 'Island', 'harsh', 'environment', 'beautiful', 'terrain', 'wildlife']","[u'chanc', u'work', u'year', u'mine', u'baffin', u'island', u'harsh', u'environ', u'beauti', u'terrain', u'wildlif']"
108,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712744,1.78697e+16,2016-12-28_07-23-33,Agreed!,[],[],Agreed,['Agreed'],[u'agre']
109,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712717,1.78601e+16,2016-12-29_05-45-55,sure does! Shout out to our talented staff who love to hide behind the camera as much as working in the field!,[],[],sure Shout talented staff love hide behind camera much working field,"['sure', 'Shout', 'talented', 'staff', 'love', 'hide', 'behind', 'camera', 'much', 'working', 'field']","[u'sure', u'shout', u'talent', u'staff', u'love', u'hide', u'behind', u'camera', u'much', u'work', u'field']"
110,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483024601,1.78573e+16,2016-12-29_05-45-55,Sure looks like !,"['#outofthisworld', '#verycool', '#lite']",[],Sure looks like,"['Sure', 'looks', 'like']","[u'sure', u'look', u'like']"
111,"{""username"":""barnesej"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11850014_1612902108978642_758826361_a.jpg"",""id"":""26758748""}",1483061713,1.78578e+16,2016-12-29_05-49-42,VE8RCS,[],[],VE8RCS,['VE8RCS'],[u've8rc']
112,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483709639,1.78604e+16,2016-12-30_07-22-35,We heard about your work too!,[],[],heard work,"['heard', 'work']","[u'heard', u'work']"
113,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483116403,1.78462e+16,2016-12-30_07-22-35,Keep up the great work! Thank you!,[],[],Keep great work Thank,"['Keep', 'great', 'work', 'Thank']","[u'keep', u'great', u'work', u'thank']"
114,"{""username"":""annestuhr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035739_158563688251845_8538243067159773184_n.jpg"",""id"":""3014530049""}",1483724819,1.78571e+16,2017-01-03_06-57-52,,[],[],nan,['nan'],[u'nan']
115,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712602,1.78466e+16,2017-01-03_06-57-52,,[],[],nan,['nan'],[u'nan']
116,"{""username"":""arcticrangeadvt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11850420_141054042908966_1422400190_a.jpg"",""id"":""2203840401""}",1483535072,1.78465e+16,2017-01-03_06-57-52,congrats,[],[],congrats,['congrats'],[u'congrat']
117,"{""username"":""emily.pejic"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20225780_107507063265669_6191658895824388096_a.jpg"",""id"":""2217174611""}",1483502543,1.78688e+16,2017-01-03_06-57-52,.post,[],[],post,['post'],[u'post']
118,"{""username"":""tooltsap"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20225466_1071075153024457_3061051856470933504_a.jpg"",""id"":""1526400678""}",1483466702,1.78708e+16,2017-01-03_06-57-52,.twinss,[],[],twinss,['twinss'],[u'twinss']
119,"{""username"":""teenbitchsf"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16465389_100808810440989_3166482849637335040_a.jpg"",""id"":""27749703""}",1483658619,1.78691e+16,2017-01-05_06-20-18,,[],[],nan,['nan'],[u'nan']
120,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483640941,1.78692e+16,2017-01-05_06-20-18,we didn't know that ! We hearing from you!,[],[],know hearing,"['know', 'hearing']","[u'know', u'hear']"
121,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483629956,1.78692e+16,2017-01-05_06-20-18,Truly FLABBERGASTING and ENCOURAGING! So much in . were not allowed in in the '70's. ? Well done ! !,"['#progress', '#arcticscience', '#Women', '#Alert', '#canyoubelieveit', '#environmentcanada', '#keepupthegoodwork']",[],Truly FLABBERGASTING ENCOURAGING much allowed 70 Well done,"['Truly', 'FLABBERGASTING', 'ENCOURAGING', 'much', 'allowed', '70', 'Well', 'done']","[u'truli', u'flabbergast', u'encourag', u'much', u'allow', '70', u'well', u'done']"
122,"{""username"":""aritmetik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12445959_1538007819828664_1584965778_a.jpg"",""id"":""241982185""}",1483885129,1.78484e+16,2017-01-06_06-44-19,,[],[],nan,['nan'],[u'nan']
123,"{""username"":""aviation_planes_are_awesome"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13774448_643028729192932_1354561010_a.jpg"",""id"":""3554871814""}",1483756195,1.78686e+16,2017-01-06_06-44-19,Red winged black bird,[],[],Red winged black bird,"['Red', 'winged', 'black', 'bird']","[u'red', u'wing', u'black', u'bird']"
124,"{""username"":""grizzlygoatssaucysloths"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21480020_738833076314037_4808663367629668352_n.jpg"",""id"":""316201572""}",1483732677,1.78484e+16,2017-01-06_06-44-19,hahah red-winged blackbird,[],[],hahah red winged blackbird,"['hahah', 'red', 'winged', 'blackbird']","[u'hahah', u'red', u'wing', u'blackbird']"
125,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1483722503,1.78581e+16,2017-01-06_06-44-19,Red winged black bird! I was just out there over the holidays!,[],[],Red winged black bird holidays,"['Red', 'winged', 'black', 'bird', 'holidays']","[u'red', u'wing', u'black', u'bird', u'holiday']"
