Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,language,average_sentiment_score,account_name,words_matched_list,sentiment,matched_keywords,category
20,370233926766473_387490278374171,2017-11-30 12:01:36,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/387490278374171/?type=3,"À la COP23 BONN la ministre Catherine McKenna a rencontré le cinéaste canadien, Mark Terry, qui a créé un projet visant à présenter environ 300 vidéos de recherche sur le climat. Consultez la carte pour explorer ces vidéos produites dans le monde entier!
http://ow.ly/1rg830gU0tM","À la COP23 BONN la ministre Catherine McKenna a rencontré le cinéaste canadien, Mark Terry, qui a créé un projet visant à présenter environ vidéos de recherche sur le climat. Consultez la carte pour elorer ces vidéos produites dans le monde entier!",[],2,0,1,2,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,"['cop23', 'or', 'climat']",neutral,"['cop23', 'ministre', 'mckenna', 'projet', 'climat']",Environmental
21,370233926766473_383275005462365,2017-11-20 15:29:57,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/383274878795711/?type=3,"La ministre canadienne de l’Environnement et du Changement climatique, Catherine McKenna, est l’hôte cette semaine d’une réunion internationale à Montréal axée en partie sur la mise en œuvre de la plus grande mesure mondiale de lutte contre les changements climatiques jamais prise : l’élimination progressive des hydrofluorocarbures (HFC). 

Nous utilisons tous des HFC dans les appareils tels que les réfrigérateurs et les climatiseurs, et ils nous refroidissent avec une très grande efficacité. Malheureusement, ils réchauffent aussi la planète. Les délégués à la réunion du Protocole de Montréal travaillent à la mise en œuvre de l’amendement de Kigali au Protocole de Montréal, qui appelle à une élimination progressive mondiale des HFC. Les pays ont adopté l’amendement l’année passée, et le Canada est récemment devenu l’un des premiers pays à le ratifier. 

Le Canada prend d’énormes mesures pour assurer un avenir propre à nos enfants et à nos petits-enfants et, dans le cadre de ces efforts, conseille vivement aux autres pays de ratifier l’amendement de Kigali.","La ministre canadienne de l’Environnement et du Changement climatique, Catherine McKenna, est l’hôte cette semaine d’une réunion internationale à Montréal axée en partie sur la mise en œuvre de la plus grande mesure mondiale de lutte contre les changements climatiques jamais prise : l’élimination progressive des hydrofluorocarbures (HFC). Nous utilisons tous des HFC dans les appareils tels que les réfrigérateurs et les climatiseurs, et ils nous refroidissent avec une très grande efficacité. Malheureusement, ils réchauffent aussi la planète. Les délégués à la réunion du Protocole de Montréal travaillent à la mise en œuvre de l’amendement de Kigali au Protocole de Montréal, qui appelle à une élimination progressive mondiale des HFC. Les pays ont adopté l’amendement l’année passée, et le Canada est récemment devenu l’un des premiers pays à le ratifier. Le Canada prend d’énormes mesures pour assurer un avenir propre à nos enfants et à nos petits-enfants et, dans le cadre de ces efforts, conseille vivement aux autres pays de ratifier l’amendement de Kigali.",[],3,0,0,3,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'changement climatique', 'climatique', 'propre', 'or']",neutral,"['ministre', 'changement', 'climatique', 'mckenna', 'mondiale', 'changement', 'mondiale', 'pays', 'pays', 'avenir', 'propre', 'enfant', 'pays']",Social
22,370233926766473_387589845030881,2017-11-30 18:52:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/387589845030881/,"Identifiez un ami avec qui vous patinerez cet hiver! 🙋🏿

RinkWatch est une initiative de science citoyenne qui permet aux citoyens de fournir des données sur la température des patinoires de leur quartier. Ces renseignements seront utilisés pour étudier les effets à long terme des changements climatiques! 

À ce jour, des citoyens des pays participants ont fourni des conditions de patinage pour plus de 1 400 patinoires extérieures et étangs. Joignez-vous à eux cet hiver! http://ow.ly/Tg9d30gVTGM","Identifiez un ami avec qui vous patinerez cet hiver! RinkWatch est une initiative de science citoyenne qui permet aux citoyens de fournir des données sur la température des patinoires de leur quartier. Ces renseignements seront utilisés pour étudier les effets à long terme des changements climatiques! À ce jour, des citoyens des pays participants ont fourni des conditions de patinage pour plus de patinoires extérieures et étangs. Joignez-vous à eux cet hiver!",[],1,0,2,1,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,"['ami', 'changement', 'change']",neutral,"['ami', 'changement', 'pays']",Social
23,370233926766473_387880361668496,2017-12-01 09:00:22,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/387880361668496/?type=3,"Cette formidable carte interactive présente environ 300 vidéos de recherche sur le climat produites par des jeunes du monde entier! 

Ce projet médiatique participatif, Youth Climate Report a été produit par le cinéaste canadien Mark Terry, en collaboration avec UNFCCC http://ow.ly/XP6430gVsPj","Cette formidable carte interactive présente environ vidéos de recherche sur le climat produites par des jeunes du monde entier! Ce projet médiatique participatif, Youth Climate Report a été produit par le cinéaste canadien Mark Terry, en collaboration avec UNFCCC",[],2,0,1,2,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,"['collaboration', 'jeunes']",neutral,"['climat', 'jeune', 'projet', 'produit', 'collaboration']",Social
24,370233926766473_389323564857509,2017-12-04 11:01:31,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/389323564857509/?type=3,Canada et Chine : ensemble pour protéger l’environnement et lutter contre les changements climatiques.,Canada et Chine : ensemble pour protéger l’environnement et lutter contre les changements climatiques.,[],3,0,0,3,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'climatique']",neutral,['changement'],Social
25,370233926766473_389339584855907,2017-12-04 11:49:21,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/389339584855907/?type=3,"2018 marque l’Année du tourisme Canada-Chine. Le premier ministre canadien, Justin Trudeau, la ministre de la Petite Entreprise et du Tourisme du Canada, Bardish Chagger et la ministre de l'Environnement et du Changement climatique, Catherine McKenna, souhaitent la bienvenue aux touristes chinois dans nos merveilleux sites de Parcs Canada – nos trésors nationaux canadiens! Planifiez votre visite : http://ow.ly/4RLJ30h07cZ","marque l’Année du tourisme Canada-Chine. Le premier ministre canadien, Justin Trudeau, la ministre de la Petite Entreprise et du Tourisme du Canada, Bardish Chagger et la ministre de l'Environnement et du Changement climatique, Catherine McKenna, souhaitent la bienvenue aux touristes chinois dans nos merveilleux sites de Parcs Canada – nos trésors nationaux canadiens! Planifiez votre visite :",[],3,0,0,3,0,0,0,0,0,0,3,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'parc', 'climat', 'changement climatique', 'climatique', 'mer', 'eau', 'or']",neutral,"['tourisme', 'canada-chine', 'ministre', 'ministre', 'entreprise', 'tourisme', 'ministre', 'changement', 'climatique', 'mckenna', 'parc', 'visite']",Economical
26,370233926766473_387570745032791,2017-11-30 16:30:11,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/387570745032791/?type=3,"L’industrie de l’énergie possède un riche potentiel d’adaptation et d’innovation! Iron & Earth est une entreprise formée par un groupe d’anciens travailleurs de l’industrie  pétrolière de Terre-Neuve-et-Labrador dont l’objectif premier est de mettre en œuvre des projets d’énergie verte et de former des travailleurs pour des emplois dans le secteur de l’énergie renouvelable! 

Il est important de tirer parti des compétences que l’on retrouve dans toutes les industries pour nous adapter aux changements climatiques et en atténuer les effets. Visitez leur site Web pour en apprendre davantage : http://ow.ly/zuAo30gVwUz",L’industrie de l’énergie possède un riche potentiel d’adaptation et d’innovation! Iron & Earth est une entreprise formée par un groupe d’anciens travailleurs de l’industrie pétrolière de Terre-Neuve-et-Labrador dont l’objectif premier est de mettre en œuvre des projets d’énergie verte et de former des travailleurs pour des emplois dans le secteur de l’énergie renouvelable! Il est important de tirer parti des compétences que l’on retrouve dans toutes les industries pour nous adapter aux changements climatiques et en atténuer les effets. Visitez leur site Web pour en apprendre davantage :,[],2,0,0,2,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['vert', 'climat', 'renouvelable', 'climatique', 'adaptation', 'mer', 'or']",neutral,"['entreprise', 'projet', 'emploi', 'secteur', 'renouvelable', 'industrie', 'changement']",Economical
27,370233926766473_386278448495354,2017-11-27 16:47:48,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/386278275162038/?type=3,"Au cas où vous l’auriez manqué durant le Facebook Live de la 29e réunion des Parties du Protocole de Montréal de la semaine dernière, le Canadien David Heurtel a gagné un Prix Ozone pour l’élaboration du règlement provincial du Québec sur les halocarbures. Les Prix Ozone visent à reconnaître les personnes, groupes et organisations qui ont démontré un engagement et une contribution remarquables aux réalisations et aux progrès accomplis dans le cadre du Protocole de Montréal au cours des dix dernières années. Pour en apprendre davantage au sujet de M. Heurtel : http://ow.ly/UIuV30gQSdu","Au cas où vous l’auriez manqué durant le Facebook Live de la e réunion des Parties du Protocole de Montréal de la semaine dernière, le Canadien David Heurtel a gagné un Prix Ozone pour l’élaboration du règlement provincial du Québec sur les halocarbures. Les Prix Ozone visent à reconnaître les personnes, groupes et organisations qui ont démontré un engagement et une contribution remarquables aux réalisations et aux progrès accomplis dans le cadre du Protocole de Montréal au cours des dix dernières années. Pour en apprendre davantage au sujet de M. Heurtel : du",[],1,0,1,1,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,['engagement'],neutral,"['provincial', 'engagement']",Social
28,370233926766473_390792951377237,2017-12-07 16:35:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390792951377237/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 GHGSat Inc. se spécialise dans la mesure des gaz à effet de serre au moyen de la technologie par satellite. http://ow.ly/zuRk30h5izQ  #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 GHGSat Inc. se spécialise dans la mesure des gaz à effet de serre au moyen de la technologie par satellite.,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,2,0,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['ministre', 'technologie']",neutral,"['ministre', 'mckenna', '#technologiespropres', '#technologiespropres', 'gaz', 'technologie']",Environmental
29,370233926766473_393493724440493,2017-12-13 13:40:08,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/393493724440493/?type=3,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 Cypher Environmental se spécialise en contrôle des poussières et en solutions d’assainissement de l’eau et des sols. #ActionClimatique http://ow.ly/TRfj30h82FY #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Cypher Environmental se spécialise en contrôle des poussières et en solutions d’assainissement de l’eau et des sols.,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique', '#ActionClimatique']",2,0,0,1,1,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['eau', 'mer']",neutral,"['ministre', 'mckenna', '#technologiespropres', '#technologiespropres', 'sol']",Economical
30,370233926766473_384502115339654,2017-11-23 17:57:38,https://www.facebook.com/EnvironnementetChangementclimatique/videos/384502115339654/,"Grâce au Protocole de Montréal, 99 % de l’appauvrissement de la couche d’ozone sera éliminé au Canada et le trou se répare de lui-même. Mais le travail n’est pas terminé! Le Canada s’est engagé à un rétablissement complet de la couche d’ozone et à poser action sur les changements climatiques.","Grâce au Protocole de Montréal, % de l’appauvrissement de la couche d’ozone sera éliminé au Canada et le trou se répare de lui-même. Mais le travail n’est pas terminé! Le Canada s’est engagé à un rétablissement complet de la couche d’ozone et à poser action sur les changements climatiques.",[],1,0,1,1,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['changement', 'change']",neutral,['changement'],Social
31,370233926766473_397068097416389,2017-12-21 12:17:18,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397068097416389/,"Aujourd’hui, c’est le solstice d’hiver qui marque la journée la plus courte de l’année. Pour réduire votre consommation d’énergie, organisez une soirée douillette aux chandelles, sortez des jeux de société et profitez de bons moments bien mérités en famille!","Aujourd’hui, c’est le solstice d’hiver qui marque la journée la plus courte de l’année. Pour réduire votre consommation d’énergie, organisez une soirée douillette aux chandelles, sortez des jeux de société et profitez de bons moments bien mérités en famille!",[],0,0,2,0,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['ami', 'famille']",neutral,"['consommation', 'famille']",Economical
32,370233926766473_378866875903178,2017-11-10 06:58:35,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/378866822569850/?type=3,"Quatrième arrêt de la tournée #CampusClimat avec la ministre de l’Environnement et Changement climatique, Catherine McKenna. Elle a parlé lors de l'événement Innovation Jam - Ottawa Sustainability Challenge de Student Energy Carleton à Carleton University (Official). Les étudiants jouent un rôle très important dans la création de solutions novatrices pour lutter contre les changements climatiques.","Quatrième arrêt de la tournée avec la ministre de l’Environnement et Changement climatique, Catherine McKenna. Elle a parlé lors de l'événement Innovation Jam - Ottawa Sustainability Challenge de Student Energy Carleton à Carleton University (Official). Les étudiants jouent un rôle très important dans la création de solutions novatrices pour lutter contre les changements climatiques.",['#CampusClimat'],2,0,0,2,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['novatrice', 'import', 'energy', 'ministre', 'innovation']",neutral,"['ministre', 'changement', 'climatique', 'mckenna', 'innovation', 'novateur', 'changement']",Economical
33,370233926766473_382077462248786,2017-11-18 14:16:52,https://www.facebook.com/EnvironnementetChangementclimatique/videos/382077462248786/,"Rencontrez Anne Marie Arko, une étudiante d'Environnement et Changement climatique Canada qui a travaillé étroitement avec l'équipe de négociation du Canada pour mobiliser l'action climatique à la Convention-cadre des Nations Unies sur les changements climatiques (COP23) à Bonn, en Allemagne. Le Canada soutient les jeunes qui prennent des mesures pour adresser le changement climatique. Les jeunes sont essentiel dans la lutte contre les changements climatiques. Nous avons besoin de leurs idées et solutions innovatrices pour aider à bâtir un Canada plus propre et plus prospère pour les générations à venir.","Rencontrez Anne Marie Arko, une étudiante d'Environnement et Changement climatique Canada qui a travaillé étroitement avec l'équipe de négociation du Canada pour mobiliser l'action climatique à la Convention-cadre des Nations Unies sur les changements climatiques (COP23) à Bonn, en Allemagne. Le Canada soutient les jeunes qui prennent des mesures pour adresser le changement climatique. Les jeunes sont essentiel dans la lutte contre les changements climatiques. Nous avons besoin de leurs idées et solutions innovatrices pour aider à bâtir un Canada plus propre et plus prospère pour les générations à venir.",[],2,0,0,2,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'cop23', 'changement climatique', 'climatique', 'ice', 'propre']",neutral,"['changement', 'climatique', 'climatique', 'changement', 'cop23', 'jeune', 'changement', 'climatique', 'jeune', 'changement', 'aider', 'propre']",Social
34,370233926766473_391796324610233,2017-12-09 16:51:54,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391796324610233/?type=3,"Environnement et Changement climatique Canada célèbre la première année du plan canadien pour lutter contre le changement climatique et faire croître l’économie! Nous avons fait beaucoup de progrès cette année, mais il reste du travail à faire pour s’assurer que nous maintiendrons la planète en santé pour nos enfants et petits-enfants.

Voyez notre premier rapport sur les progrès : http://ow.ly/sSop30h7ygj","Environnement et Changement climatique Canada célèbre la première année du plan canadien pour lutter contre le changement climatique et faire croître l’économie! Nous avons fait beaucoup de progrès cette année, mais il reste du travail à faire pour s’assurer que nous maintiendrons la planète en santé pour nos enfants et petits-enfants. Voyez notre premier rapport sur les progrès :",[],2,0,0,2,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'changement climatique', 'climatique', 'air', 'eau', 'or']",neutral,"['environnement', 'changement', 'climatique', 'changement_climatique', 'enfant']",Environmental
35,370233926766473_397080630748469,2017-12-21 12:48:10,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397080630748469/,"La saison des Fêtes génère plus de déchets que tout autre période de l’année. Que ferez-vous cette année pour réduire la quantité de déchets que vous produisez?

Voici de simples gestes quotidiens qui vous aideront à réduire votre impact sur l’environnement : http://ow.ly/8X6p30hnrrM",La saison des Fêtes génère plus de déchets que tout autre période de l’année. Que ferez-vous cette année pour réduire la quantité de déchets que vous produisez? Voici de simples gestes quotidiens qui vous aideront à réduire votre impact sur l’environnement :,[],0,0,2,0,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,['environnement'],neutral,[],unknown
36,370233926766473_393062707816928,2017-12-13 16:00:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/393062707816928/,"Nous créons des emplois verts bien rémunérés pour assurer une économie prospère et durable pour les générations à venir. 
http://ow.ly/iqeP30hboL9",Nous créons des emplois verts bien rémunérés pour assurer une économie prospère et durable pour les générations à venir. 9,[],1,0,1,0,1,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['durable', 'vert']",neutral,"['emploi', 'vert', 'durable']",Environmental
37,370233926766473_393512181105314,2017-12-13 14:55:01,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/393512181105314/?type=3,"Comme décembre est le mois de la #ScienceArctique, nous soulignons le mérite des scientifiques d’Environnement et Changement climatique Canada qui travaillent dans le Nord et dont les recherches contribuent à améliorer la compréhension des menaces qui pèsent sur les écosystèmes de l’Arctique.

Rob, qui étudie les ours blancs dans l’Arctique circumpolaire, travaille de concert avec des chasseurs inuits afin de déterminer les effets des produits chimiques contaminants sur la santé des ours blancs. http://ow.ly/Bvs130hcWJS","Comme décembre est le mois de la , nous soulignons le mérite des scientifiques d’Environnement et Changement climatique Canada qui travaillent dans le Nord et dont les recherches contribuent à améliorer la compréhension des menaces qui pèsent sur les écosystèmes de l’Arctique. Rob, qui étudie les ours blancs dans l’Arctique circumpolaire, travaille de concert avec des chasseurs inuits afin de déterminer les effets des produits chimiques contaminants sur la santé des ours blancs.",['#ScienceArctique'],2,0,0,1,1,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'climat', 'changement climatique', 'climatique', 'air', 'or']",neutral,"['scientifique', 'scientifique', 'scientifique', 'changement', 'climatique', 'nord', 'inuit', 'produit']",Social
38,370233926766473_390275148095684,2017-12-06 12:35:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390275148095684/,#CanadaenChine – #WoodlandBiofuels 🇨🇦 se spécialise en carburant propre et #renouvelable au moyen de la biomasse des déchets pour produire de l’éthanol à faible coût. http://ow.ly/GZOB30h3uhn #ActionClimatique,– 🇨🇦 se spécialise en carburant propre et au moyen de la biomasse des déchets pour produire de l’éthanol à faible coût.,"['#CanadaenChine', '#WoodlandBiofuels', '#renouvelable', '#ActionClimatique']",0,0,2,0,0,0,0,0,0,0,2,fr,0.0,EnvironnementetChangementclimatique_facebook,"['propre', 'biomasse', 'biomass']",neutral,"['propre', 'biomasse']",Environmental
39,370233926766473_391158818007317,2017-12-08 11:33:27,https://www.facebook.com/EnvironnementetChangementclimatique/videos/391158818007317/,#CanadaEnChine – l’entreprise 🇨🇦 du Centre international CCS connaissances se spécialise dans l’accélération du déploiement mondial du captage et du stockage de carbone pour gérer les gaz à effet de serre. http://ow.ly/nd5I30h6l6u,– l’entreprise 🇨🇦 du Centre international CCS connaissances se spécialise dans l’accélération du déploiement mondial du captage et du stockage de carbone pour gérer les gaz à effet de serre. u,['#CanadaEnChine'],0,0,1,0,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['carbon', 'gaz']",neutral,"['mondial', 'gaz']",Environmental
40,370233926766473_390669668056232,2017-12-07 09:46:10,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390669668056232/,"La ministre de l’Environnement et du Changement climatique, Catherine McKenna a visité la Chine dans le cadre de la mission commerciale #CanadaEnChine sur les #TechnologiesPropres.","La ministre de l’Environnement et du Changement climatique, Catherine McKenna a visité la Chine dans le cadre de la mission commerciale sur les .","['#CanadaEnChine', '#TechnologiesPropres']",1,0,0,1,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['environnement', 'mer', 'changement climatique', 'climatique', 'climat']",neutral,"['ministre', 'changement', 'climatique', 'mckenna', '#technologiespropres', '#technologiespropres']",Environmental
41,370233926766473_390784191378113,2017-12-07 15:35:23,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390784191378113/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 AUG Signals se spécialise dans le traitement des données de surveillance de l’#eau de source et l’eau potable. http://ow.ly/mJZe30h5fAW,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 AUG Signals se spécialise dans le traitement des données de surveillance de l’ de source et l’eau potable.,"['#CanadaEnChine', '#TechnologiesPropres', '#eau']",0,0,1,0,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['eau', 'mer']",neutral,"['ministre', 'mckenna', '#technologiespropres', '#technologiespropres']",Environmental
42,370233926766473_391246081331924,2017-12-08 13:46:30,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391246081331924/?type=3,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦  Energy Saving Products Ltd. se spécialise en purificateurs d’air qui maintiennent des normes élevées de qualité de l’air dans de grands espaces : http://ow.ly/XUQ730h6wP4 #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Energy Saving Products Ltd. se spécialise en purificateurs d’air qui maintiennent des normes élevées de qualité de l’air dans de grands espaces :,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['mer', 'or', 'air']",neutral,"['ministre', 'mckenna', '#technologiespropres', '#technologiespropres']",Environmental
43,370233926766473_390816041374928,2017-12-07 18:25:00,https://www.facebook.com/EnvironnementetChangementclimatique/videos/390816041374928/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦  Energy Saving Products Ltd. se spécialise en purificateurs d’air qui maintiennent des normes élevées de qualité de l’air dans de grands espaces : http://ow.ly/UGme30h5rGz #ActionClimat,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Energy Saving Products Ltd. se spécialise en purificateurs d’air qui maintiennent des normes élevées de qualité de l’air dans de grands espaces :,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimat']",0,0,1,0,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['mer', 'or', 'air']",neutral,"['ministre', 'mckenna', '#technologiespropres', '#technologiespropres']",Environmental
44,370233926766473_391264711330061,2017-12-08 14:54:09,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391264711330061/?type=3,"Les enjeux mondiaux, tels que les changements climatiques, nécessitent des solutions d’envergure mondiale. La ministre McKenna a discuté avec l’envoyé spécial Xie Zhenhua de la possibilité d’une collaboration plus significative pour mettre en œuvre l’Accord de Paris, l’action climatique et la croissance propre.","Les enjeux mondiaux, tels que les changements climatiques, nécessitent des solutions d’envergure mondiale. La ministre McKenna a discuté avec l’envoyé spécial Xie Zhenhua de la possibilité d’une collaboration plus significative pour mettre en œuvre l’Accord de Paris, l’action climatique et la croissance propre.",[],0,0,1,0,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['collaboration', 'changement', 'change']",neutral,"['changement', 'mondiale', 'ministre', 'mckenna', 'collaboration', 'climatique', 'croissance', 'propre']",Environmental
45,370233926766473_391333451323187,2017-12-08 19:02:34,https://www.facebook.com/EnvironnementetChangementclimatique/videos/391333451323187/,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 Solstice Canada Corp. se spécialise en nettoyage du sol. http://ow.ly/nTNJ30h70u2,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 Solstice Canada Corp. se spécialise en nettoyage du sol. 0u2,"['#CanadaEnChine', '#TechnologiesPropres']",0,0,1,0,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['or', 'ice', 'mer']",neutral,"['ministre', 'mckenna', '#technologiespropres', '#technologiespropres', 'sol']",Economical
46,370233926766473_391347981321734,2017-12-08 19:51:11,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/391347981321734/?type=3,#CanadaEnChine – Mission commerciale de la ministre McKenna sur #TechnologiesPropres : l’entreprise 🇨🇦 GHGSat Inc.  se spécialise dans la mesure des gaz à effet de serre au moyen de la technologie par satellite. http://ow.ly/fHSC30h72g2 #ActionClimatique,– Mission commerciale de la ministre McKenna sur : l’entreprise 🇨🇦 GHGSat Inc. se spécialise dans la mesure des gaz à effet de serre au moyen de la technologie par satellite. 2,"['#CanadaEnChine', '#TechnologiesPropres', '#ActionClimatique']",0,0,1,0,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['ministre', 'technologie']",neutral,"['ministre', 'mckenna', '#technologiespropres', '#technologiespropres', 'gaz', 'technologie']",Environmental
47,370233926766473_390329968090202,2017-12-06 15:06:59,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/390329968090202/?type=3,La mission commercial #CanadaEnChine ouvre la voie à de nouveaux partenariats entre les entreprises 🇨🇦 et 🇨🇳. Ces entreprises hissent les #TechnologiesPropres canadiennes à un tout autre niveau. http://ow.ly/A4vA30h47Wq,La mission commercial ouvre la voie à de nouveaux partenariats entre les entreprises 🇨🇦 et 🇨🇳. Ces entreprises hissent les canadiennes à un tout autre niveau.,"['#CanadaEnChine', '#TechnologiesPropres']",0,0,1,0,0,0,0,0,0,0,1,fr,0.0,EnvironnementetChangementclimatique_facebook,"['eau', 'mer']",neutral,"['commercial', 'partenariat', 'entreprise', 'entreprise', '#technologiespropres', '#technologiespropres']",Economical
