,owner,created_at,id,post_id,text_cleaned,hashtags,urls
77,"{""username"":""416spotlight"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276544_336890566695128_1750888455241465856_a.jpg"",""id"":""3614094976""}",1479959242,1.78662E+16,2016-11-23_13-45-50,Very cool,[],[]
78,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1479939073,1.78658E+16,2016-11-23_13-45-50,Can Alaska hear the same thing?,[],[]
79,"{""username"":""safijamila"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16110175_1729194777409902_1324663953850105856_n.jpg"",""id"":""4191588944""}",1480684637,1.78603E+16,2016-11-30_06-17-05,Nice place,[],[]
80,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480613326,1.78462E+16,2016-11-30_06-17-05,and we ️ coming up with them! super cute!,[],[]
81,"{""username"":""joclubczuk"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10802883_1542541169324178_927305766_a.jpg"",""id"":""688613358""}",1480549947,1.78552E+16,2016-11-30_06-17-05,Dang these little guys are cute !!,[],[]
82,"{""username"":""nellleo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10431850_1491584911076355_463691944_a.jpg"",""id"":""862979""}",1480517081,1.78551E+16,2016-11-30_06-17-05,All the puns. ALL OF 'EM! ️,[],[]
83,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1480516552,1.7855E+16,2016-11-30_06-17-05,Hahahahaha!,[],[]
84,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480515454,1.78449E+16,2016-11-30_06-17-05,,"['#Wednesday', '#BurrowingOwl', '#Owl', '#Owls', '#InstaOwls', '#InstaBirds', '#OwlsOfInstagram', '#BirdsOfInstagram', '#PhotoOfTheDay', '#Reconyx', '#Wildlife', '#Canada', '#WildlifeWednesday', '#ILoveOwls', '#CanEnvironment', '#BirdWatching', '#Birding', '#ConservationPhotography', '#WildlifePhotography', '#InstaWild']",[]
85,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480975640,1.78659E+16,2016-12-02_08-21-55,Yes it is ! We have talented employees,[],[]
86,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480975386,1.78456E+16,2016-12-02_08-21-55,Agreed!,[],[]
87,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1480701050,1.7845E+16,2016-12-02_08-21-55,Always look for 🦄 .That's what makes the in your . Plus think of the exciting new that you can talk about if you find one!,"['#unicorns', '#magic', '#work', '#species']",[]
88,"{""username"":""raeannasam"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26068095_374514113010311_7280320431188344832_n.jpg"",""id"":""37324753""}",1480696598,1.7867E+16,2016-12-02_08-21-55,That is such a beautiful shot,[],[]
89,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480695800,1.78563E+16,2016-12-02_08-21-55,,"['#nogoldbutlotsofbirds', '#goldforbirdnerds', '#ukkusiksalik', '#nunavut', '#arcticprism', '#Flashback', '#SummerInTheArctic', '#Rainbow', '#ArcticScience', '#Tundra', '#Wildlife', '#WildlifePhotography', '#ArcticTundra', '#Biders', '#BirdLovers', '#BiologistsOfInstagram', '#InstaScience', '#CanEnvironment', '#EnvironmentCanada', '#Canada', '#FlashbackFriday']",[]
90,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1480976128,1.78451E+16,2016-12-05_14-13-18,,"['#Canada', '#PacificCoast', '#CanadianPacificCoast', '#ExploreBC', '#ExploreCanada', '#WildlifePhotography', '#MarineWildlife', '#CanEnvironment', '#Birds', '#BirdNerd', '#Birdnerds', '#BirdLover', '#ScottIslands']",[]
91,"{""username"":""morphspeakers"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21041853_121252131861458_6899169116192505856_a.jpg"",""id"":""1313963114""}",1485857812,1.7848E+16,2016-12-08_10-31-32,Awesome page! Check us out as well.,[],[]
92,"{""username"":""maureenpadleysmithers"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19624553_845175625650189_2363374117618450432_a.jpg"",""id"":""1280216433""}",1481228164,1.78667E+16,2016-12-08_10-31-32,,[],[]
93,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1482158666,1.78457E+16,2016-12-09_09-51-13,Thank you!,[],[]
94,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481655388,1.78568E+16,2016-12-09_09-51-13,We can't decide ... we ️ all birds!!,[],[]
95,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1481306417,1.78687E+16,2016-12-09_09-51-13,Murres are my fave,[],[]
96,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1481690698,1.78455E+16,2016-12-12_08-01-32,What's better than a in the hand? Why two of course!,"['#bird', '#birds']",[]
97,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481655098,1.78568E+16,2016-12-12_08-01-32,we feel the same way!,[],[]
98,"{""username"":""nellleo"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10431850_1491584911076355_463691944_a.jpg"",""id"":""862979""}",1481588429,1.7867E+16,2016-12-12_08-01-32,squeee!,[],[]
99,"{""username"":""randyhaviland"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22344192_1934750390083229_8022567226060046336_n.jpg"",""id"":""738654617""}",1515441138,1.78874E+16,2016-12-13_09-15-28,You have to love when field work leads to amazing places. Canada's abundance of both wildlife and wild places is truly amazing. We have to be both grateful for what we have while at the same time making a giant effort to allow future generations the opportunity to elore and discover.,[],[]
100,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1481748838,1.78568E+16,2016-12-14_12-52-25,🤓,"['#EnvironmentCanada', '#Canada', '#WinterInCanada', '#CanEnvironment', '#CanadianWeather', '#Weather', '#WeatherNerds']",[]
101,"{""username"":""scitechmuseum"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12145058_1628426794074719_382579818_a.jpg"",""id"":""2256524022""}",1481815239,1.78569E+16,2016-12-14_13-08-43,Follow .boutin from ! And check out the videos on the Talk Energy Facebook page as well!,[],[]
102,"{""username"":""ihabmokayed"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26181279_174151140007048_6370159604956921856_n.jpg"",""id"":""293328761""}",1481832836,1.78672E+16,2016-12-15_09-39-58,Pretty cool!,[],[]
103,"{""username"":""monty2monte"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23161461_964144470406337_465388774860259328_n.jpg"",""id"":""4169023356""}",1481920480,1.78571E+16,2016-12-16_08-14-48,Spence?,[],[]
104,"{""username"":""cif_ifc"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23099404_129675684408574_3971366962222596096_n.jpg"",""id"":""373019728""}",1482510285,1.78701E+16,2016-12-23_06-52-52,,[],[]
105,"{""username"":""cbcjohanna"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12383694_1721659241412971_1192609223_a.jpg"",""id"":""1415361330""}",1482508285,1.78572E+16,2016-12-23_06-52-52,,[],[]
106,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712823,1.78693E+16,2016-12-28_05-28-05,awesome! We'd love to see a photo if you want to share one on Insta and mention us!,[],[]
107,"{""username"":""martin10_4"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25008218_1303611053078943_4937863414186770432_n.jpg"",""id"":""2873849260""}",1482948842,1.78564E+16,2016-12-28_05-28-05,"I had the chance to work over a year in a mine in Baffin Island, it's very harsh environment, but beautiful terrain and wildlife",[],[]
108,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712744,1.78697E+16,2016-12-28_07-23-33,Agreed!,[],[]
109,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712717,1.78601E+16,2016-12-29_05-45-55,sure does! Shout out to our talented staff who love to hide behind the camera as much as working in the field!,[],[]
110,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483024601,1.78573E+16,2016-12-29_05-45-55,Sure looks like !,"['#outofthisworld', '#verycool', '#lite']",[]
111,"{""username"":""barnesej"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11850014_1612902108978642_758826361_a.jpg"",""id"":""26758748""}",1483061713,1.78578E+16,2016-12-29_05-49-42,VE8RCS,[],[]
112,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483709639,1.78604E+16,2016-12-30_07-22-35,We heard about your work too!,[],[]
113,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483116403,1.78462E+16,2016-12-30_07-22-35,Keep up the great work! Thank you!,[],[]
114,"{""username"":""annestuhr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035739_158563688251845_8538243067159773184_n.jpg"",""id"":""3014530049""}",1483724819,1.78571E+16,2017-01-03_06-57-52,,[],[]
115,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483712602,1.78466E+16,2017-01-03_06-57-52,,[],[]
116,"{""username"":""arcticrangeadvt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11850420_141054042908966_1422400190_a.jpg"",""id"":""2203840401""}",1483535072,1.78465E+16,2017-01-03_06-57-52,congrats,[],[]
117,"{""username"":""emily.pejic"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20225780_107507063265669_6191658895824388096_a.jpg"",""id"":""2217174611""}",1483502543,1.78688E+16,2017-01-03_06-57-52,.post,[],[]
118,"{""username"":""tooltsap"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20225466_1071075153024457_3061051856470933504_a.jpg"",""id"":""1526400678""}",1483466702,1.78708E+16,2017-01-03_06-57-52,.twinss,[],[]
119,"{""username"":""teenbitchsf"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16465389_100808810440989_3166482849637335040_a.jpg"",""id"":""27749703""}",1483658619,1.78691E+16,2017-01-05_06-20-18,,[],[]
120,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483640941,1.78692E+16,2017-01-05_06-20-18,we didn't know that ! We hearing from you!,[],[]
121,"{""username"":""sunnygirl1952"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14733547_1691174404530079_2939419782807552000_a.jpg"",""id"":""4120202799""}",1483629956,1.78692E+16,2017-01-05_06-20-18,Truly FLABBERGASTING and ENCOURAGING! So much in . were not allowed in in the '70's. ? Well done ! !,"['#progress', '#arcticscience', '#Women', '#Alert', '#canyoubelieveit', '#environmentcanada', '#keepupthegoodwork']",[]
122,"{""username"":""aritmetik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12445959_1538007819828664_1584965778_a.jpg"",""id"":""241982185""}",1483885129,1.78484E+16,2017-01-06_06-44-19,,[],[]
123,"{""username"":""aviation_planes_are_awesome"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13774448_643028729192932_1354561010_a.jpg"",""id"":""3554871814""}",1483756195,1.78686E+16,2017-01-06_06-44-19,Red winged black bird,[],[]
124,"{""username"":""grizzlygoatssaucysloths"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21480020_738833076314037_4808663367629668352_n.jpg"",""id"":""316201572""}",1483732677,1.78484E+16,2017-01-06_06-44-19,hahah red-winged blackbird,[],[]
125,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1483722503,1.78581E+16,2017-01-06_06-44-19,Red winged black bird! I was just out there over the holidays!,[],[]
126,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1483717766,1.78578E+16,2017-01-06_06-44-19,We spy a red-winged !Did you know that on Thursdays we do winter waterbird surveys right outside our office in Delta BC.,['#blackbird'],[]
127,"{""username"":""katestolwyk"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20759553_328887020870809_3050975979158634496_a.jpg"",""id"":""2089467132""}",1483716820,1.78467E+16,2017-01-06_06-44-19,Red-wing blackbird?,[],[]
128,"{""username"":""hunterrrae"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24838680_1046257498849411_4438709938612600832_n.jpg"",""id"":""267118396""}",1483716168,1.78602E+16,2017-01-06_06-44-19,what bird is this?!,[],[]
129,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484320575,1.78588E+16,2017-01-11_08-16-44,oui!!,[],[]
130,"{""username"":""perlerare47"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25014905_167515630665118_8310868142754627584_n.jpg"",""id"":""4291895519""}",1484317581,1.78697E+16,2017-01-11_08-16-44,Trés jolie paysage,[],[]
131,"{""username"":""oysterboyz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19985737_1712121002431208_1414970550396125184_a.jpg"",""id"":""1515465666""}",1484152437,1.78469E+16,2017-01-11_08-16-44,,['#karlkingofducks'],[]
132,"{""username"":""annestuhr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035739_158563688251845_8538243067159773184_n.jpg"",""id"":""3014530049""}",1484512890,1.78592E+16,2017-01-13_08-29-12,Die gute alte Handarbeit,[],[]
133,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484337922,1.78472E+16,2017-01-13_08-29-12,yeah it's really neat! 🤗,[],[]
134,"{""username"":""alysas"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21373458_114738239203595_8003636333069205504_a.jpg"",""id"":""1710129""}",1484335682,1.78633E+16,2017-01-13_08-29-12,Love it!!!,[],[]
135,"{""username"":""forestrycoop"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11363698_773110176142336_529016608_a.jpg"",""id"":""1297392438""}",1484330238,1.78683E+16,2017-01-13_08-29-12,It's very impressive to have the maps hand drawn and demonstrates knowlege in the field of work Thank you for sharing this fun fact!,[],[]
136,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484326840,1.7847E+16,2017-01-13_08-29-12,right!? Who knew meteorologists are also artists!,[],[]
137,"{""username"":""forestrycoop"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11363698_773110176142336_529016608_a.jpg"",""id"":""1297392438""}",1484326543,1.78574E+16,2017-01-13_08-29-12,Neat!,[],[]
138,"{""username"":""kemper_temper"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22858446_1933871516863623_6728844199430455296_n.jpg"",""id"":""21750183""}",1484577313,1.78658E+16,2017-01-16_06-15-25,Meanook National Wildlife Area,[],[]
139,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485442098,1.78704E+16,2017-01-17_06-52-48,Yes! They are painted at regular intervals to estimate size. Counting the colour stripes tell you how tall the subject is.️,[],[]
140,"{""username"":""tangerinelipstik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24274124_374197979671449_1961414210059501568_n.jpg"",""id"":""310194585""}",1485264720,1.78716E+16,2017-01-17_06-52-48,"Also, is there a reason for the alternating colour pattern on the stick? Height measurement?",[],[]
141,"{""username"":""tangerinelipstik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24274124_374197979671449_1961414210059501568_n.jpg"",""id"":""310194585""}",1485264592,1.78639E+16,2017-01-17_06-52-48,Love it.,[],[]
142,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485264508,1.78707E+16,2017-01-17_06-52-48,"Also, the disk was either attached to a tree or the ‘bait stick’ if no tree was available. Researchers were studying the diversity of species in the area.",[],[]
143,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485264478,1.78699E+16,2017-01-17_06-52-48,"For this project researchers used an unscented predator survey disc soaked in a custom bait mixture: a delicious blend of mackerel and liver oil, and a bacon and fish paste!",[],[]
144,"{""username"":""sunny.road"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13724740_1096943087034873_1641181348_a.jpg"",""id"":""2049892371""}",1485127713,1.78594E+16,2017-01-17_06-52-48,So good!,[],[]
145,"{""username"":""tangerinelipstik"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/24274124_374197979671449_1961414210059501568_n.jpg"",""id"":""310194585""}",1484920234,1.78578E+16,2017-01-17_06-52-48,What's a bait stick? What's it baited with?,[],[]
146,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484754578,1.78473E+16,2017-01-17_06-52-48,We think so too!,[],[]
147,"{""username"":""rpimi"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16228759_1250058058416792_1847460885086339072_n.jpg"",""id"":""211895279""}",1484737110,1.78472E+16,2017-01-17_06-52-48,This is awesome!,[],[]
148,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1484668979,1.78693E+16,2017-01-17_06-52-48,We them too 🤗,[],[]
149,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1484665987,1.78612E+16,2017-01-17_06-52-48,Love these,['#wildlifeselfies'],[]
150,"{""username"":""annestuhr"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035739_158563688251845_8538243067159773184_n.jpg"",""id"":""3014530049""}",1485640408,1.78479E+16,2017-01-24_05-49-52,Canada ist einfach ein traumhaftes Land i Love this,[],[]
151,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485374476,1.78477E+16,2017-01-25_08-05-12,OMG! Loving the hashtag,[],[]
152,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485374411,1.78593E+16,2017-01-25_08-05-12,we're trying to get more from our biologists! Stay tuned!,[],[]
153,"{""username"":""christinefeve"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/12081144_1660752294143395_920187454_a.jpg"",""id"":""11789732""}",1485365531,1.78597E+16,2017-01-25_08-05-12,the bait stick.,['#ECBaitStick'],[]
154,"{""username"":""obtusata"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14278875_1819347481618318_1225274987_a.jpg"",""id"":""31338360""}",1485363998,1.78595E+16,2017-01-25_08-05-12,I love these bait stick photos you're sharing!,[],[]
155,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1485527785,1.78483E+16,2017-01-26_10-28-53,,[],[]
156,"{""username"":""emilebeaudin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10986102_866001553452854_291297799_a.jpg"",""id"":""451233153""}",1485464628,1.78707E+16,2017-01-26_10-28-53,Wow!,[],[]
157,"{""username"":""sue_vue"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12798136_493632827486612_354749159_a.jpg"",""id"":""1485739187""}",1485459386,1.78592E+16,2017-01-26_10-28-53,Shut.the.front.door.,['#nerd'],[]
158,"{""username"":""kemper_temper"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22858446_1933871516863623_6728844199430455296_n.jpg"",""id"":""21750183""}",1485457499,1.78598E+16,2017-01-26_10-28-53,Last extant remnant of a once larger family of North American critters... they are as fast as they are because they evolved alongside a North American cheetah!,[],[]
159,"{""username"":""crazybirdnerd"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11259422_477744659053814_1782908487_a.jpg"",""id"":""341634973""}",1485456004,1.78712E+16,2017-01-26_10-28-53,Love pronghorns!!! So beautiful!,[],[]
160,"{""username"":""maataliii"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13732186_110189639418405_111066962_a.jpg"",""id"":""847647992""}",1485532105,1.78707E+16,2017-01-27_07-40-15,"Check out 's last post to learn ""snowy owl"" in Inuktitut!",[],[]
161,"{""username"":""vjlalande"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821786_104911059860511_962779387_a.jpg"",""id"":""294532983""}",1485966179,1.78715E+16,2017-02-01_08-01-48,Looking forward to it!,[],[]
162,"{""username"":""eventure_projects"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15877563_1510689875610212_2501923513409994752_a.jpg"",""id"":""3283750924""}",1486315026,1.78718E+16,2017-02-02_07-38-02,,[],[]
163,"{""username"":""fasesdaluara"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26065344_138495733486829_6529286824718761984_n.jpg"",""id"":""503936073""}",1486208757,1.78483E+16,2017-02-03_06-22-48,Great Profile,[],[]
164,"{""username"":""kemper_temper"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22858446_1933871516863623_6728844199430455296_n.jpg"",""id"":""21750183""}",1486132977,1.78504E+16,2017-02-03_06-22-48,Stunner.,[],[]
165,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1486475986,1.78709E+16,2017-02-06_08-00-16,this was taken last summer during the Breeding Bird Survey!!,[],[]
166,"{""username"":""melissa_theresa"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20065552_744503205674905_5814208979349274624_a.jpg"",""id"":""300657438""}",1486442555,1.78717E+16,2017-02-06_08-00-16,Warmer there than in Vancouver for once!,[],[]
