,owner,created_at,id,post_id,text_cleaned,hashtags,urls
22,"{""username"":""firstladiesclub.co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18812637_794609074053585_4702578568771665920_a.jpg"",""id"":""3049355419""}",1483139030,1.78575E+16,2016-12-30_07-53-07,,[],[]
23,"{""username"":""champagneandketones"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26182541_177679589652797_5147498598946045952_n.jpg"",""id"":""230294688""}",1488771622,1.78614E+16,2017-01-10_06-04-31,,[],[]
24,"{""username"":""sabribest"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14488164_664896327009846_5177594895077998592_a.jpg"",""id"":""911896835""}",1484546824,1.78707E+16,2017-01-10_06-04-31,so cool!,[],[]
25,"{""username"":""jodiwhitfit"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26073241_146907265972258_7940841183897452544_n.jpg"",""id"":""20073090""}",1484173180,1.78696E+16,2017-01-10_06-04-31,I'm seriously in LOVE with your page! Thank you for sharing your life and photos!!!,[],[]
26,"{""username"":""margueritecervantes"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20347222_146291139282717_220401203186499584_a.jpg"",""id"":""177551641""}",1484120620,1.78469E+16,2017-01-10_06-04-31,Awesome,[],[]
27,"{""username"":""vaughnfontana"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23507190_137180337003893_4436604154802077696_n.jpg"",""id"":""35820808""}",1484087550,1.78572E+16,2017-01-10_06-04-31,,[],[]
28,"{""username"":""ten22co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14659419_206968806398458_7409698426830454784_a.jpg"",""id"":""4010878819""}",1484058304,1.78573E+16,2017-01-10_06-04-31,,[],[]
29,"{""username"":""genbisson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20902659_1407981882601390_7283977432632131584_a.jpg"",""id"":""6235865""}",1484363437,1.7847E+16,2017-01-11_14-10-08,This building is !,['#lit'],[]
30,"{""username"":""qdtaylor"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17882700_102573153638037_955645328759980032_a.jpg"",""id"":""215952367""}",1484195374,1.78487E+16,2017-01-11_14-10-08,Just needs a green roof,[],[]
31,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1484187279,1.78586E+16,2017-01-11_14-10-08,This is great innovation!!,[],[]
32,"{""username"":""akg78001"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25025669_1896078520419851_763788967848968192_n.jpg"",""id"":""578373662""}",1486048762,1.78708E+16,2017-01-31_13-57-20,woohoo! done!,[],[]
33,"{""username"":""beerbongsforworldpeace"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11850238_415739468625189_490077736_a.jpg"",""id"":""261385808""}",1486130245,1.78504E+16,2017-02-02_11-21-42,,[],[]
34,"{""username"":""deluxedrycleaners"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17596629_775490322611168_3109153278277976064_a.jpg"",""id"":""1793315141""}",1486743088,1.78488E+16,2017-02-10_07-52-22,Very cool!,[],[]
35,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1487632964,1.78621E+16,2017-02-10_08-16-43,Amazing!!,[],[]
36,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1486782741,1.78726E+16,2017-02-10_08-16-43,Amazing!,[],[]
37,"{""username"":""smithkiera9"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11849071_1158236187526129_948355773_a.jpg"",""id"":""49024733""}",1486762517,1.7872E+16,2017-02-10_09-43-02,Neat! I didn't know nrcan was doing this!,[],[]
38,"{""username"":""michaeljacino"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/1889245_795970817182123_1835999686_a.jpg"",""id"":""551923876""}",1486808562,1.78489E+16,2017-02-10_10-09-45,DK - w the incredible images you have shown you need to add to your social media arsenal! Well done!,['#instagram'],[]
39,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1486782681,1.78488E+16,2017-02-10_10-09-45,Beautiful picture! Love for nature,[],[]
40,"{""username"":""smithkiera9"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11849071_1158236187526129_948355773_a.jpg"",""id"":""49024733""}",1486762304,1.78488E+16,2017-02-10_10-09-45,Your posts today were my highlight! Love seeing female scientists out in the world!,[],[]
41,"{""username"":""canenvironment"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25024470_1534401366647809_3883762243703144448_n.jpg"",""id"":""3913900802""}",1486828539,1.78489E+16,2017-02-11_06-18-26,🤛,[],[]
42,"{""username"":""levi_hildebrand"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17332395_1899188430368194_421627048138637312_a.jpg"",""id"":""242672073""}",1488917269,1.78507E+16,2017-02-16_11-05-26,Oh dang!,[],[]
43,"{""username"":""katemcgregor123"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13166844_243326592690227_1895002485_a.jpg"",""id"":""3249625766""}",1488553953,1.78526E+16,2017-03-03_05-51-28,I love these profiles NRCAN is posting of women scientists and their work. What a great way to highlight the importance of their research.,[],[]
44,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1488926523,1.78614E+16,2017-03-07_14-02-22,Beautiful picture Amazing work,[],[]
45,"{""username"":""deluxedrycleaners"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17596629_775490322611168_3109153278277976064_a.jpg"",""id"":""1793315141""}",1490108470,1.78525E+16,2017-03-21_07-46-45,,[],[]
46,"{""username"":""ottawatourism"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/10890962_818500521540831_190046357_a.jpg"",""id"":""263424111""}",1494700946,1.78686E+16,2017-05-13_07-38-56,Looks like a fun event!,[],[]
47,"{""username"":""beverleyjz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11856728_965306353535922_1351176537_a.jpg"",""id"":""284606289""}",1494697788,1.78665E+16,2017-05-13_09-16-36,,[],[]
48,"{""username"":""kbkonline"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23734332_167344277190185_1812472423635746816_n.jpg"",""id"":""2129522821""}",1496752171,1.78831E+16,2017-06-05_11-50-31,,[],[]
49,"{""username"":""cuttingedgesacha"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25008253_455187954877923_5192767094684385280_n.jpg"",""id"":""4587402646""}",1497377116,1.78845E+16,2017-06-07_09-56-01,,[],[]
50,"{""username"":""rachelvanherpt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26071923_1777381692557075_2279301979635187712_n.jpg"",""id"":""445441989""}",1500349688,1.78745E+16,2017-07-17_08-58-48,as well,['#STEMWomen'],[]
51,"{""username"":""mfarhan05"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21689497_143237032946460_967211297730985984_n.jpg"",""id"":""397126415""}",1500390000,1.7867E+16,2017-07-17_10-51-43,"Cek DM, thank you",[],[]
52,"{""username"":""rachelvanherpt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26071923_1777381692557075_2279301979635187712_n.jpg"",""id"":""445441989""}",1500425611,1.78809E+16,2017-07-18_17-25-03,I know that CG5! It's in Thompson right now doing a gradient tomorrow,[],[]
53,"{""username"":""tschirv"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11821186_612877242186084_30846688_a.jpg"",""id"":""25381970""}",1500490684,1.7875E+16,2017-07-19_11-20-00,,['#AthabAskEric'],[]
54,"{""username"":""charizzard_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14156502_775115822628915_164533168_a.jpg"",""id"":""313114103""}",1500647113,1.78656E+16,2017-07-19_12-49-39,thanks guys!!,[],[]
55,"{""username"":""bettyduffett"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15535328_231728887274377_8488290089246392320_a.jpg"",""id"":""4339574829""}",1500503681,1.78749E+16,2017-07-19_12-49-39,That's my niece!! Go niece go!! Lol,[],[]
56,"{""username"":""meepersmeepis_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23161616_307294669754592_2819366255654338560_n.jpg"",""id"":""274462923""}",1500503160,1.78768E+16,2017-07-19_12-49-39,That's my big sister! Go big sister! Lol,[],[]
57,"{""username"":""naturalresourcescanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15306712_683210878507526_4833027093602238464_a.jpg"",""id"":""4211313612""}",1500571934,1.78655E+16,2017-07-19_15-03-08,".mohammad_ Thanks for the question. Vicki and her team are doing research in Northern Saskatchewan to try and better understand how and when the rich uranium deposits formed in the area. For more information, I would encourage you to read the following article that she was interviewed for:",[],['http://ow.ly/svgL30dMSTG']
58,"{""username"":""rachelvanherpt"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26071923_1777381692557075_2279301979635187712_n.jpg"",""id"":""445441989""}",1500528382,1.7875E+16,2017-07-19_15-03-08,Field work is totally worth it for the science.,[],[]
59,"{""username"":""amirkhani.mohammad_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25023993_142822999754994_8260701241110167552_n.jpg"",""id"":""3082211995""}",1500525167,1.78812E+16,2017-07-19_15-03-08,"Hello dear colleague, Could you talk about your work that you've done on the field???? Tnx",[],[]
60,"{""username"":""ali.moharrek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016341_2041529209464425_1485071889909940224_n.jpg"",""id"":""3573294320""}",1506970173,1.79019E+16,2017-10-02_10-26-35,Is it possible for other inventors of the world to join Min Hajdu 's ?,['#greenactions'],[]
61,"{""username"":""joyarthllan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21107864_372891956460457_8868077056341049344_n.jpg"",""id"":""2423959354""}",1507231083,1.78774E+16,2017-10-05_07-33-34,Energy of the movement of the oceans at all coast.,[],[]
62,"{""username"":""ali.moharrek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016341_2041529209464425_1485071889909940224_n.jpg"",""id"":""3573294320""}",1507295178,1.79025E+16,2017-10-06_05-50-49,I provide a innovate model of renewable resources.,[],[]
63,"{""username"":""dancerepublic.club"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13741157_1770679049887754_519302382_a.jpg"",""id"":""2043059181""}",1508176593,1.78796E+16,2017-10-06_13-59-16,superblly!!!,[],[]
64,"{""username"":""dynamodanceclub"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20589951_1249736415154035_3908583546901495808_a.jpg"",""id"":""1059153042""}",1507640072,1.79023E+16,2017-10-06_13-59-16,cool foto!),[],[]
65,"{""username"":""ali.moharrek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016341_2041529209464425_1485071889909940224_n.jpg"",""id"":""3573294320""}",1507484390,1.7875E+16,2017-10-06_13-59-16,how cool are u ! Thank you so much . your kindness is highly appreciated.,[],[]
66,"{""username"":""naturalresourcescanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15306712_683210878507526_4833027093602238464_a.jpg"",""id"":""4211313612""}",1507482461,1.78786E+16,2017-10-06_13-59-16,.moharrek you can participate in the virtual forum October -12. More information can be found here,[],['https://www.generationenergy.ca/how-to-participate/generation-energy-forum']
67,"{""username"":""ali.moharrek"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25016341_2041529209464425_1485071889909940224_n.jpg"",""id"":""3573294320""}",1507324657,1.78795E+16,2017-10-06_13-59-16,"Can we , the individual global inventors , join this?",[],[]
68,"{""username"":""_kevy_93_"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22069794_1241797192593260_6765894717629530112_n.jpg"",""id"":""540335262""}",1507753126,1.78957E+16,2017-10-11_09-22-50,This is awesome!!,[],[]
69,"{""username"":""sylsprov"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23498095_735367119991747_5344478464999161856_n.jpg"",""id"":""284673598""}",1508799965,1.79042E+16,2017-10-23_08-15-13,Kendra !,[],[]
70,"{""username"":""sylsprov"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23498095_735367119991747_5344478464999161856_n.jpg"",""id"":""284673598""}",1508799943,1.78785E+16,2017-10-23_08-15-13,Awesome will,[],[]
71,"{""username"":""joyarthllan"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/21107864_372891956460457_8868077056341049344_n.jpg"",""id"":""2423959354""}",1509132560,1.7881E+16,2017-10-27_12-23-10,,[],[]
72,"{""username"":""muhitreza"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20582667_1943720855843465_8799681003527340032_a.jpg"",""id"":""2123117613""}",1511847535,1.78971E+16,2017-11-27_11-11-21,"Congrats Neil, don't drink salt water",[],[]
73,"{""username"":""tra1n_1nsane"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14561891_1177719718969116_7694045929208283136_a.jpg"",""id"":""43385534""}",1513370515,1.79042E+16,2017-12-15_12-03-04,,[],[]
74,"{""username"":""ahmadian.simin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26158736_1636832276372427_2618415735285743616_n.jpg"",""id"":""1799424197""}",1513387117,1.78868E+16,2017-12-15_12-39-32,Congratulation,[],[]
75,"{""username"":""cloreally"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12965703_1129956000388023_513419626_a.jpg"",""id"":""247066461""}",1513941607,1.78882E+16,2017-12-21_10-48-16,,['#RepresentationMatters'],[]
76,"{""username"":""capimage.agence.audiovisuelle"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20582510_402980193433587_1507411672673812480_a.jpg"",""id"":""5818939025""}",1516222198,1.78591E+16,2018-01-15_07-37-36,,[],[]
