,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
949,949,910156848195567619,4,0,2017-09-19 15:01:17,: Canada to host Ministerial in,"['#CleanEnergy', '#MissionInnovation']",[],Canada host Ministerial,"['Canada', 'host', 'Ministerial']","[u'canada', u'host', u'ministeri']",RT @GeneralFusion: Canada to host #CleanEnergy Ministerial in 2019 @CEMSecretariat #MissionInnovation
950,950,910156707766161408,2,0,2017-09-19 15:00:43,: So much has been accomplished since then! …,"['#tbt', '#tidal', '#tidalpower', '#novascotia', '#NS', '#energy', '#electricity', '#renewable']",[],much accomplished since,"['much', 'accomplished', 'since']","[u'much', u'accomplish', u'sinc']",RT @CDNelectricity: So much has been accomplished since then!  🌊   #tbt #tidal #tidalpower #novascotia #NS #energy #electricity #renewable…
951,951,910138502616092672,2,5,2017-09-19 13:48:23,PS Rudd hosts meeting to advance projects internationally,"['#Nuclear', '#CleanEnergy', '#IAEAG']","['https://t.co/XUi1SUBINp', 'https://t.co/L5EB4lCkGl']",PS Rudd hosts meeting advance projects internationally,"['PS', 'Rudd', 'hosts', 'meeting', 'advance', 'projects', 'internationally']","['ps', u'rudd', u'host', u'meet', u'advanc', u'project', u'intern']",PS Rudd hosts meeting to advance #Nuclear projects internationally #CleanEnergy #IAEAG https://t.co/XUi1SUBINp https://t.co/L5EB4lCkGl
952,952,910132698332696577,47,0,2017-09-19 13:25:19,": Watch some key moments from last week’s meetings in St. John’s, NL.",['#PMYouthCouncil'],['https://t.co/c4WddSnivs'],Watch key moments last meetings St NL,"['Watch', 'key', 'moments', 'last', 'meetings', 'St', 'NL']","[u'watch', u'key', u'moment', u'last', u'meet', 'st', 'nl']","RT @CanadianPM: Watch some key moments from last week’s #PMYouthCouncil meetings in St. John’s, NL. https://t.co/c4WddSnivs"
953,953,910118839018541056,3,5,2017-09-19 12:30:15,The Glacial Map of Canada remains the benchmark for our understanding of Canada’s glacial landscape,['#GSC175'],"['https://t.co/z9MDuIxQQv', 'https://t.co/YML2sZ0zmF']",Glacial Map Canada remains benchmark understanding glacial landscape,"['Glacial', 'Map', 'Canada', 'remains', 'benchmark', 'understanding', 'glacial', 'landscape']","[u'glacial', u'map', u'canada', u'remain', u'benchmark', u'understand', u'glacial', u'landscap']",The Glacial Map of Canada remains the benchmark for our understanding of Canada’s glacial landscape #GSC175 https://t.co/z9MDuIxQQv https://t.co/YML2sZ0zmF
954,954,909873493013094406,1,1,2017-09-18 20:15:20,Min Feehan of welcomes participants to Indigenous renewable energy forum at in,"['#Edmonton', '#GenEnergy']",['https://t.co/aPJJzmhNVf'],Min Feehan welcomes participants Indigenous renewable energy forum,"['Min', 'Feehan', 'welcomes', 'participants', 'Indigenous', 'renewable', 'energy', 'forum']","[u'min', u'feehan', u'welcom', u'particip', u'indigen', u'renew', u'energi', u'forum']",Min Feehan of @YourAlberta welcomes participants to Indigenous renewable energy forum at @RiverCreeCasino in #Edmonton #GenEnergy https://t.co/aPJJzmhNVf
955,955,909839740714745856,6,1,2017-09-18 18:01:12,Do you have a project concept on smart grids? Submit a project concept questionnaire by October U,[],"['https://t.co/jWQDTWpEZi', 'https://t.co/KXfLKv01Z']",project concept smart grids Submit project concept questionnaire October,"['project', 'concept', 'smart', 'grids', 'Submit', 'project', 'concept', 'questionnaire', 'October']","[u'project', u'concept', u'smart', u'grid', u'submit', u'project', u'concept', u'questionnair', u'octob']",Do you have a project concept on smart grids? Submit a project concept questionnaire by October 2  https://t.co/jWQDTWpEZi https://t.co/KXfLKv01ZU
956,956,909839731114029056,2,0,2017-09-18 18:01:10,: 's Targeted Geoscience Initiative’s nd call for grants is now open. You can find the link on the homepage at: https://…,[],['https://\xe2\x80\xa6'],Targeted Geoscience nd call grants open find link homepage https,"['Targeted', 'Geoscience', 'nd', 'call', 'grants', 'open', 'find', 'link', 'homepage', 'https']","[u'target', u'geoscienc', 'nd', u'call', u'grant', u'open', u'find', u'link', u'homepag', u'https']",RT @the_PDAC: @NRCan's Targeted Geoscience Initiative’s 2nd call for grants is now open. You can find the link on the homepage at: https://…
957,957,909839673371037697,2,0,2017-09-18 18:00:56,": IFIT program is back, A great opportunity for in the ! C","['#innovation', '#forestindustry']",['https://t.co/NbUCv99e7'],IFIT program back great opportunity,"['IFIT', 'program', 'back', 'great', 'opportunity']","[u'ifit', u'program', u'back', u'great', u'opportun']","RT @BoisWood: @NRCan IFIT program is back, A great opportunity for #innovation in the #forestindustry! https://t.co/NbUCv99e7C"
958,958,909839469733347328,4,0,2017-09-18 18:00:08,": . pledges $950k investment in conversion tech, reports 1u",['#carbon'],['https://t.co/S1FkHr5v'],pledges 950k investment conversion tech reports 1u,"['pledges', '950k', 'investment', 'conversion', 'tech', 'reports', '1u']","[u'pledg', u'950k', u'invest', u'convers', u'tech', u'report', '1u']","RT @reuseco2: .@NRCan pledges $950k investment in #carbon conversion tech, @JWNenergy reports https://t.co/S1FkHr5v1u"
959,959,909794547651219456,12,11,2017-09-18 15:01:37,NRCan is seeking project concepts to promote clean energy for remote communities. Deadline is October uc,[],"['https://t.co/9jVhI7wK', 'https://t.co/S8i5zrKPFK']",NRCan seeking project concepts promote clean energy remote communities Deadline October uc,"['NRCan', 'seeking', 'project', 'concepts', 'promote', 'clean', 'energy', 'remote', 'communities', 'Deadline', 'October', 'uc']","[u'nrcan', u'seek', u'project', u'concept', u'promot', u'clean', u'energi', u'remot', u'communiti', u'deadlin', u'octob', 'uc']",NRCan is seeking project concepts to promote clean energy for remote communities. Deadline is October 2 https://t.co/9jVhI7wKuc https://t.co/S8i5zrKPFK
960,960,909756509999046659,1,3,2017-09-18 12:30:29,A basalt sample from the Mid-Atlantic Ridge at metres below the ocean’s surface in August,['#GSC175'],"['https://t.co/5j8IhQn8RL', 'https://t.co/3us9YuBJvP']",basalt sample Mid Atlantic Ridge metres surface August,"['basalt', 'sample', 'Mid', 'Atlantic', 'Ridge', 'metres', 'surface', 'August']","[u'basalt', u'sampl', u'mid', u'atlant', u'ridg', u'metr', u'surfac', u'august']",A basalt sample from the Mid-Atlantic Ridge at 3057 metres below the ocean’s surface in August 1968 #GSC175 https://t.co/5j8IhQn8RL https://t.co/3us9YuBJvP
961,961,908802631480553472,4,7,2017-09-15 21:20:06,Minister Carr meets with leaders to discuss the sustainable management of our forests,['#Indigenous'],['https://t.co/LBIxtORbVf'],Minister Carr meets leaders discuss sustainable management forests,"['Minister', 'Carr', 'meets', 'leaders', 'discuss', 'sustainable', 'management', 'forests']","[u'minist', u'carr', u'meet', u'leader', u'discuss', u'sustain', u'manag', u'forest']",Minister Carr meets with #Indigenous leaders to discuss the sustainable management of our forests https://t.co/LBIxtORbVf
962,962,908797345239846912,1,2,2017-09-15 20:59:06,", provinces work to promote in the Canadian sector","['#GC', '#Innovation', '#Forestry', '#Bioeconomy']",['https://t.co/tk3ytNq6cx'],provinces work promote Canadian sector,"['provinces', 'work', 'promote', 'Canadian', 'sector']","[u'provinc', u'work', u'promot', u'canadian', u'sector']","#GC, provinces work to promote #Innovation in the Canadian #Forestry sector #Bioeconomy https://t.co/tk3ytNq6cx"
963,963,908788089912463360,2,0,2017-09-15 20:22:19,": is next week! To celebrate, be sure to check out our tweets next week highlighting the work we…","['#NationalForestWeek', '#forestry']",[],next week celebrate sure check tweets next week highlighting work,"['next', 'week', 'celebrate', 'sure', 'check', 'tweets', 'next', 'week', 'highlighting', 'work']","[u'next', u'week', u'celebr', u'sure', u'check', u'tweet', u'next', u'week', u'highlight', u'work']","RT @GLFC_CFS: #NationalForestWeek is next week! To celebrate, be sure to check out our tweets next week highlighting the #forestry work we…"
964,964,908782396799057922,7,0,2017-09-15 19:59:42,: How can we encourage more Canadians to save energy in their homes &amp; at school? http…,"['#GenEnergy', '#EnergyEfficiency']",[],encourage Canadians save energy homes amp school,"['encourage', 'Canadians', 'save', 'energy', 'homes', 'amp', 'school']","[u'encourag', u'canadian', u'save', u'energi', u'home', u'amp', u'school']",RT @ON_EcoSchools: How can we encourage more Canadians to save energy in their homes &amp; at school?  @NRCan #GenEnergy #EnergyEfficiency http…
965,965,908774962470834176,3,3,2017-09-15 19:30:09,What is the field of dendrochronology? Learn about it in the Canadian Forest Service’s Insight factsheet,[],"['https://t.co/kocMgxOXmv', 'https://t.co/ZsmYZUPxBy']",field dendrochronology Learn Canadian Forest Insight factsheet,"['field', 'dendrochronology', 'Learn', 'Canadian', 'Forest', 'Insight', 'factsheet']","[u'field', u'dendrochronolog', u'learn', u'canadian', u'forest', u'insight', u'factsheet']",What is the field of dendrochronology? Learn about it in the Canadian Forest Service’s Insight factsheet https://t.co/kocMgxOXmv https://t.co/ZsmYZUPxBy
966,966,908772788323934213,1,0,2017-09-15 19:21:31,Ministers release comprehensive approach to advance Canada’s forest – check out:,"['#Forest', '#Bioeconomy']",['https://t.co/2HxSUZCyjV'],Ministers release comprehensive approach advance forest check,"['Ministers', 'release', 'comprehensive', 'approach', 'advance', 'forest', 'check']","[u'minist', u'releas', u'comprehens', u'approach', u'advanc', u'forest', u'check']",#Forest Ministers release comprehensive approach to advance Canada’s forest #Bioeconomy – check out: https://t.co/2HxSUZCyjV
967,967,908772442839142400,2,3,2017-09-15 19:20:09,"Minister Carr wraps up Canadian Council of Ministers Forum, check out results:",['#Forest'],['https://t.co/DOfkh0Y0v7'],Minister Carr wraps Canadian Council Ministers Forum check results,"['Minister', 'Carr', 'wraps', 'Canadian', 'Council', 'Ministers', 'Forum', 'check', 'results']","[u'minist', u'carr', u'wrap', u'canadian', u'council', u'minist', u'forum', u'check', u'result']","Minister Carr wraps up Canadian Council of #Forest Ministers Forum, check out results:  https://t.co/DOfkh0Y0v7"
968,968,908763003755073536,1,2,2017-09-15 18:42:38,Interested in ? Check out our new guidelines here: u,"['#FloodMapping', '#LiDAR']",['https://t.co/rz3ZfV0By'],Interested Check new guidelines,"['Interested', 'Check', 'new', 'guidelines']","[u'interest', u'check', u'new', u'guidelin']",Interested in #FloodMapping? Check out our new #LiDAR guidelines here: https://t.co/rz3ZfV0Byu
969,969,908752493957533698,6,5,2017-09-15 18:00:53,Share what’s important to you about impacts and in . Fill out the survey:,"['#ClimateChange', '#ClimateAdaptation', '#Canada']","['https://t.co/LSuCG7VDUM', 'https://t.co/WxFop6WYkF']",Share important impacts Fill survey,"['Share', 'important', 'impacts', 'Fill', 'survey']","[u'share', u'import', u'impact', u'fill', u'survey']",Share what’s important to you about #ClimateChange impacts and #ClimateAdaptation in #Canada. Fill out the survey: https://t.co/LSuCG7VDUM https://t.co/WxFop6WYkF
970,970,908744810286256129,0,2,2017-09-15 17:30:21,New technology enables the production of forest products from birch trees,['#Innovative'],"['https://t.co/s8XkPyrfhL', 'https://t.co/RwwGNSiq3g']",New technology enables production forest products birch trees,"['New', 'technology', 'enables', 'production', 'forest', 'products', 'birch', 'trees']","[u'new', u'technolog', u'enabl', u'product', u'forest', u'product', u'birch', u'tree']",New #Innovative technology enables the production of forest products from birch trees https://t.co/s8XkPyrfhL https://t.co/RwwGNSiq3g
971,971,908714603361783813,1,1,2017-09-15 15:30:19,is a energy resource that accounts for approximately % of Canada’s total energy supply,"['#Bioenergy', '#Renewable']","['https://t.co/DcXenn86fG', 'https://t.co/jX1Y58UBUq']",energy resource accounts approximately total energy supply,"['energy', 'resource', 'accounts', 'approximately', 'total', 'energy', 'supply']","[u'energi', u'resourc', u'account', u'approxim', u'total', u'energi', u'suppli']",#Bioenergy is a #Renewable energy resource that accounts for approximately 6% of Canada’s total energy supply https://t.co/DcXenn86fG https://t.co/jX1Y58UBUq
972,972,908707070626713600,0,0,2017-09-15 15:00:23,Call for letters of interest for Next Generation Clean Energy Infrastructure. Submit by Sept,[],"['https://t.co/NyE61Esz7E', 'https://t.co/oc5OL6uTiW']",Call letters interest Next Generation Clean Energy Infrastructure Submit Sept,"['Call', 'letters', 'interest', 'Next', 'Generation', 'Clean', 'Energy', 'Infrastructure', 'Submit', 'Sept']","[u'call', u'letter', u'interest', u'next', u'generat', u'clean', u'energi', u'infrastructur', u'submit', u'sept']",Call for letters of interest for Next Generation Clean Energy Infrastructure. Submit by Sept 25 https://t.co/NyE61Esz7E https://t.co/oc5OL6uTiW
973,973,908700600304570369,12,0,2017-09-15 14:34:40,": See our launch op-ed in the : ""Informed citizens are key to Canada’s energy future""",[],['https://t.co/LkHgdRtq\xe2\x80\xa6'],See launch op ed Informed citizens key energy future,"['See', 'launch', 'op', 'ed', 'Informed', 'citizens', 'key', 'energy', 'future']","[u'see', u'launch', 'op', 'ed', u'inform', u'citizen', u'key', u'energi', u'futur']","RT @CDNenergyfuture: See our launch op-ed in the @globeandmail: ""Informed citizens are key to Canada’s energy future"" https://t.co/LkHgdRtq…"
974,974,908700501633638401,2,0,2017-09-15 14:34:17,": Our AB, SK, MB, NWT dialogue begins today in Follow along:","['#Calgary', '#cdnpoli', '#genEnergy']",['https://t.co/ll8qiuVSfg'],AB SK MB NWT dialogue begins today Follow along,"['AB', 'SK', 'MB', 'NWT', 'dialogue', 'begins', 'today', 'Follow', 'along']","['ab', 'sk', 'mb', u'nwt', u'dialogu', u'begin', u'today', u'follow', u'along']","RT @CDNenergyfuture: Our AB, SK, MB, NWT dialogue begins today in #Calgary #cdnpoli Follow along: #genEnergy https://t.co/ll8qiuVSfg"
975,975,908683380522389504,0,2,2017-09-15 13:26:15,": MP Peschisolido announces $1 million in support for innovative in Richmond, BC","['#ICYMI', '#cleantech']",['https://t.co/eMUUNRIwES'],MP Peschisolido announces million support innovative Richmond BC,"['MP', 'Peschisolido', 'announces', 'million', 'support', 'innovative', 'Richmond', 'BC']","['mp', u'peschisolido', u'announc', u'million', u'support', u'innov', u'richmond', 'bc']","#ICYMI: MP Peschisolido announces $1 million in support for innovative #cleantech in Richmond, BC https://t.co/eMUUNRIwES"
976,976,908669284750159872,1,2,2017-09-15 12:30:14,"Invented by Juan Geuer, the Terrascope was an ingenious large globe rotating on a bed of ping pong balls u",['#GSC175'],"['https://t.co/5jXlMnJ3s', 'https://t.co/ixZHZaDZ14']",Invented Juan Geuer Terrascope ingenious large globe rotating bed ping pong balls,"['Invented', 'Juan', 'Geuer', 'Terrascope', 'ingenious', 'large', 'globe', 'rotating', 'bed', 'ping', 'pong', 'balls']","[u'invent', u'juan', u'geuer', u'terrascop', u'ingeni', u'larg', u'globe', u'rotat', u'bed', u'ping', u'pong', u'ball']","Invented by Juan Geuer, the Terrascope was an ingenious large globe rotating on a bed of ping pong balls #GSC175 https://t.co/5jXlMnJ3su https://t.co/ixZHZaDZ14"
977,977,908660740013346816,0,1,2017-09-15 11:56:17,Minister Carr delivers keynote address at Canadian Council of Ministers Forum u08uc,['#Forest'],['https://t.co/XcTV7'],Minister Carr delivers keynote address Canadian Council Ministers Forum u08uc,"['Minister', 'Carr', 'delivers', 'keynote', 'address', 'Canadian', 'Council', 'Ministers', 'Forum', 'u08uc']","[u'minist', u'carr', u'deliv', u'keynot', u'address', u'canadian', u'council', u'minist', u'forum', u'u08uc']",Minister Carr delivers keynote address at  Canadian Council of #Forest Ministers Forum https://t.co/XcTV7u08uc
978,978,908440683387736064,0,0,2017-09-14 21:21:51,New research equipment means innovative technologies can be tested more rapidly and cost-effectively,['#Carbon'],"['https://t.co/hpUlEbORc4', 'https://t.co/q90EiBJcLs']",New research equipment means innovative technologies tested rapidly cost effectively,"['New', 'research', 'equipment', 'means', 'innovative', 'technologies', 'tested', 'rapidly', 'cost', 'effectively']","[u'new', u'research', u'equip', u'mean', u'innov', u'technolog', u'test', u'rapid', u'cost', u'effect']",New #Carbon research equipment means innovative technologies can be tested more rapidly and cost-effectively https://t.co/hpUlEbORc4 https://t.co/q90EiBJcLs
979,979,908431241782992896,4,4,2017-09-14 20:44:20,"Participants are asked, “What impactful changes have occurred for the electricity and renewables sector in the past years?”",['#GenEnergy'],['https://t.co/TLz9kecVN5'],Participants asked impactful changes occurred electricity renewables sector past years,"['Participants', 'asked', 'impactful', 'changes', 'occurred', 'electricity', 'renewables', 'sector', 'past', 'years']","[u'particip', u'ask', u'impact', u'chang', u'occur', u'electr', u'renew', u'sector', u'past', u'year']","Participants are asked, “What impactful changes have occurred for the electricity and renewables sector in the past 30 years?” #GenEnergy https://t.co/TLz9kecVN5"
980,980,908428951558742018,13,12,2017-09-14 20:35:14,Participants at today’s workshop discuss the future of and in Canada,"['#GenEnergy', '#electricity', '#renewables', '#Ottawa']",['https://t.co/WLTUMO4tNz'],Participants workshop discuss future Canada,"['Participants', 'workshop', 'discuss', 'future', 'Canada']","[u'particip', u'workshop', u'discuss', u'futur', u'canada']",Participants at today’s #GenEnergy workshop discuss the future of #electricity and #renewables in Canada #Ottawa https://t.co/WLTUMO4tNz
981,981,908425070099537920,33,0,2017-09-14 20:19:49,": PM Trudeau speaks with members of the during their meeting this week in St. John’s, NL.",['#PMYouthCouncil'],['https://t.co/qCIhgF\xe2\x80\xa6'],PM Trudeau speaks members meeting week St NL,"['PM', 'Trudeau', 'speaks', 'members', 'meeting', 'week', 'St', 'NL']","['pm', u'trudeau', u'speak', u'member', u'meet', u'week', 'st', 'nl']","RT @CanadianPM: PM Trudeau speaks with members of the #PMYouthCouncil during their meeting this week in St. John’s, NL. https://t.co/qCIhgF…"
982,982,908425016735354881,63,0,2017-09-14 20:19:36,: The concluded a successful -day meeting in Newfoundland and Labrador. Here are the highlights:,['#PMYouthCouncil'],['https://t.c\xe2\x80\xa6'],concluded successful day meeting Newfoundland Labrador highlights,"['concluded', 'successful', 'day', 'meeting', 'Newfoundland', 'Labrador', 'highlights']","[u'conclud', u'success', u'day', u'meet', u'newfoundland', u'labrador', u'highlight']",RT @CanadianPM: The #PMYouthCouncil concluded a successful 3-day meeting in Newfoundland and Labrador. Here are the highlights: https://t.c…
983,983,908424088040992770,2,0,2017-09-14 20:15:54,": Great Lakes Forestry Centre OPEN HOUSE! Sept. , -2. Head on down and check it out, you many just end up working there…",[],[],Great Lakes Forestry Centre OPEN HOUSE Sept Head check many end working,"['Great', 'Lakes', 'Forestry', 'Centre', 'OPEN', 'HOUSE', 'Sept', 'Head', 'check', 'many', 'end', 'working']","[u'great', u'lake', u'forestri', u'centr', u'open', u'hous', u'sept', u'head', u'check', u'mani', u'end', u'work']","RT @namespetra: Great Lakes Forestry Centre OPEN HOUSE!  Sept. 23, 10-2.  Head on down and check it out, you many just end up working there…"
984,984,908390228968267776,2,1,2017-09-14 18:01:22,"Standing amongst the debris of the Mount Mundy rock avalanche on Ice Valley Glacier in British Columbia, .",['#TBT'],['https://t.co/h3BVCHIJXe'],Standing amongst debris Mount Mundy rock avalanche Ice Valley Glacier British Columbia,"['Standing', 'amongst', 'debris', 'Mount', 'Mundy', 'rock', 'avalanche', 'Ice', 'Valley', 'Glacier', 'British', 'Columbia']","[u'stand', u'amongst', u'debri', u'mount', u'mundi', u'rock', u'avalanch', u'ice', u'valley', u'glacier', u'british', u'columbia']","#TBT Standing amongst the debris of the Mount Mundy rock avalanche on Ice Valley Glacier in British Columbia, 1997. https://t.co/h3BVCHIJXe"
985,985,908386870802960385,1,4,2017-09-14 17:48:01,$950K for lab infrastructure to test and utilization technologies,"['#cleantech', '#CarbonCapture']",['https://t.co/69jqS5wM7n'],950K lab infrastructure test utilization technologies,"['950K', 'lab', 'infrastructure', 'test', 'utilization', 'technologies']","[u'950k', u'lab', u'infrastructur', u'test', u'util', u'technolog']",$950K for #cleantech lab infrastructure to test #CarbonCapture and utilization technologies https://t.co/69jqS5wM7n
986,986,908378585781690368,2,5,2017-09-14 17:15:06,Forest are helping Canada’s pulp and paper sector become more globally competitive,['#biomaterials'],['https://t.co/aqvBsPCqZH'],Forest helping pulp paper sector become globally competitive,"['Forest', 'helping', 'pulp', 'paper', 'sector', 'become', 'globally', 'competitive']","[u'forest', u'help', u'pulp', u'paper', u'sector', u'becom', u'global', u'competit']",Forest #biomaterials are helping Canada’s pulp and paper sector become more globally competitive https://t.co/aqvBsPCqZH
987,987,908348316806721536,20,0,2017-09-14 15:14:49,": At the Conference in Bordeaux, France promoting our great Canadian wood, an excellent choice for ecological…",['#Woodrise'],[],Conference Bordeaux France promoting great Canadian wood excellent choice,"['Conference', 'Bordeaux', 'France', 'promoting', 'great', 'Canadian', 'wood', 'excellent', 'choice']","[u'confer', u'bordeaux', u'franc', u'promot', u'great', u'canadian', u'wood', u'excel', u'choic']","RT @HonStephaneDion: At the #Woodrise Conference in Bordeaux, France promoting our great Canadian wood, an excellent choice for ecological…"
988,988,908344932989095936,1,4,2017-09-14 15:01:22,Research on forest-based helps ensure that using doesn’t compromise ecosystem functions,"['#Bioenergy', '#Biomass']",['https://t.co/UWyx4qPkqO'],Research forest based helps ensure using compromise ecosystem functions,"['Research', 'forest', 'based', 'helps', 'ensure', 'using', 'compromise', 'ecosystem', 'functions']","[u'research', u'forest', u'base', u'help', u'ensur', u'use', u'compromis', u'ecosystem', u'function']",Research on forest-based #Bioenergy helps ensure that using #Biomass doesn’t compromise ecosystem functions https://t.co/UWyx4qPkqO
989,989,908342025879216128,4,0,2017-09-14 14:49:49,: What do citizens think about Canada’s energy future?,['#genEnergy'],['https://t.co/puJsD3WOvW'],citizens think energy future,"['citizens', 'think', 'energy', 'future']","[u'citizen', u'think', u'energi', u'futur']",RT @CDNenergyfuture: What do citizens think about Canada’s energy future? #genEnergy https://t.co/puJsD3WOvW
990,990,908341789748350976,3,3,2017-09-14 14:48:53,TODAY! Join the webinar w/ at PM EDT on powering the future of transportation in Canada,['#GenEnergy'],['https://t.co/vLMighw1O6'],TODAY Join webinar PM EDT powering future transportation Canada,"['TODAY', 'Join', 'webinar', 'PM', 'EDT', 'powering', 'future', 'transportation', 'Canada']","[u'today', u'join', u'webinar', 'pm', u'edt', u'power', u'futur', u'transport', u'canada']","TODAY! Join the #GenEnergy webinar w/ @PollutionProbe at 2PM EDT on powering the future of transportation in Canada 
https://t.co/vLMighw1O6"
991,991,908319933473476610,1,1,2017-09-14 13:22:02,Call for new proposals under IFIT program to encourage in,"['#innovation', '#forestry']",['https://t.co/vu6wtJ5GFF'],Call new proposals IFIT program encourage,"['Call', 'new', 'proposals', 'IFIT', 'program', 'encourage']","[u'call', u'new', u'propos', u'ifit', u'program', u'encourag']",Call for new proposals under IFIT program to encourage #innovation in #forestry https://t.co/vu6wtJ5GFF
992,992,908306911182934018,4,3,2017-09-14 12:30:17,The Queenair and the Skyvan aircraft were used for airborne geophysical surveys,['#GSC175'],"['https://t.co/GQSo5POOGl', 'https://t.co/76yfLYHclf']",Queenair Skyvan aircraft used airborne geophysical surveys,"['Queenair', 'Skyvan', 'aircraft', 'used', 'airborne', 'geophysical', 'surveys']","[u'queenair', u'skyvan', u'aircraft', u'use', u'airborn', u'geophys', u'survey']",The Queenair and the Skyvan aircraft were used for airborne geophysical surveys #GSC175 https://t.co/GQSo5POOGl https://t.co/76yfLYHclf
993,993,908066129003925504,1,0,2017-09-13 20:33:30,MP Joe Peschisolido to announce innovation tomorrow in C,"['#CleanTech', '#Richmond', '#BC']",['https://t.co/ElJr40Z5x'],MP Joe Peschisolido announce innovation tomorrow,"['MP', 'Joe', 'Peschisolido', 'announce', 'innovation', 'tomorrow']","['mp', u'joe', u'peschisolido', u'announc', u'innov', u'tomorrow']",MP Joe Peschisolido to announce #CleanTech innovation tomorrow in #Richmond #BC https://t.co/ElJr40Z5xC
994,994,908065315728347136,3,4,2017-09-13 20:30:16,"GSC has two offices in , with one being the main western centre for earthquake monitoring","['#BritishColumbia', '#GSC175']","['https://t.co/Q6hIPRP7bl', 'https://t.co/hm8H1Gp7cQ']",GSC two offices one main western centre earthquake monitoring,"['GSC', 'two', 'offices', 'one', 'main', 'western', 'centre', 'earthquake', 'monitoring']","[u'gsc', u'two', u'offic', u'one', u'main', u'western', u'centr', u'earthquak', u'monitor']","GSC has two offices in #BritishColumbia, with one being the main western centre for earthquake monitoring #GSC175
https://t.co/Q6hIPRP7bl https://t.co/hm8H1Gp7cQ"
995,995,908064816736202752,5,0,2017-09-13 20:28:17,: CFS' own Bob Jones speaking at the conference in Bordeaux France. Wood is a great choice for mid-rise and tall…,['#WoodRise'],[],CFS Bob Jones speaking conference Bordeaux France Wood great choice mid rise,"['CFS', 'Bob', 'Jones', 'speaking', 'conference', 'Bordeaux', 'France', 'Wood', 'great', 'choice', 'mid', 'rise']","[u'cfs', u'bob', u'jone', u'speak', u'confer', u'bordeaux', u'franc', u'wood', u'great', u'choic', u'mid', u'rise']","RT @Glenn_A_Mason: CFS' own Bob Jones speaking at the #WoodRise conference
in Bordeaux France. Wood is a great choice for mid-rise and tall…"
996,996,908064515916533767,11,0,2017-09-13 20:27:06,: Today in the : and search for ancient fossils:,"['#Arctic', '#scientists']","['https://t.co/8AtjYT6HZT', 'https://t.co\xe2\x80\xa6']",Today search ancient fossils,"['Today', 'search', 'ancient', 'fossils']","[u'today', u'search', u'ancient', u'fossil']",RT @CDNScience: Today in the #Arctic: @drvivcumming and @NRCan #scientists search for ancient fossils: https://t.co/8AtjYT6HZT https://t.co…
997,997,908057885518827520,1,0,2017-09-13 20:00:45,Minister Carr to host the Canadian Council of Ministers Sept -15 in,"['#Forest', '#Ottawa']",['https://t.co/GHxeDWKadp'],Minister Carr host Canadian Council Ministers Sept 15,"['Minister', 'Carr', 'host', 'Canadian', 'Council', 'Ministers', 'Sept', '15']","[u'minist', u'carr', u'host', u'canadian', u'council', u'minist', u'sept', '15']",Minister Carr to host the Canadian Council of #Forest Ministers Sept 14-15 in #Ottawa https://t.co/GHxeDWKadp
998,998,908049828264992768,4,4,2017-09-13 19:28:44,. greets workshop participants on the role of forest bioenergy in Canada’s energy future,"['#GenEnergy', '#Ottawa']",['https://t.co/mbyLKfIZMH'],greets workshop participants role forest bioenergy energy future,"['greets', 'workshop', 'participants', 'role', 'forest', 'bioenergy', 'energy', 'future']","[u'greet', u'workshop', u'particip', u'role', u'forest', u'bioenergi', u'energi', u'futur']",.@Glenn_A_Mason greets #GenEnergy workshop participants on the role of forest bioenergy in Canada’s energy future #Ottawa https://t.co/mbyLKfIZMH
999,999,908044631732097024,1,3,2017-09-13 19:08:05,The Drake Landing Solar Community project: the future of sustainable energy in 🇨🇦? Tell us what you think 8,['#GenEnergy'],"['https://t.co/Z0JiLmRCH', 'https://t.co/LeBBbU7ndN']",Drake Landing Solar Community project future sustainable energy Tell us think,"['Drake', 'Landing', 'Solar', 'Community', 'project', 'future', 'sustainable', 'energy', 'Tell', 'us', 'think']","[u'drake', u'land', u'solar', u'communiti', u'project', u'futur', u'sustain', u'energi', u'tell', 'us', u'think']",The Drake Landing Solar Community project: the future of sustainable energy in 🇨🇦? Tell us what you think https://t.co/Z0JiLmRCH8 #GenEnergy https://t.co/LeBBbU7ndN
1000,1000,908035101761646610,0,2,2017-09-13 18:30:13,Learn about the Drake Landing Solar Community project as it enjoys its th anniversary 9,"['#SolarEnergy', '#CleanTech']","['https://t.co/DygnRd1nb', 'https://t.co/1yhfNtTLvF']",Learn Drake Landing Solar Community project enjoys th anniversary,"['Learn', 'Drake', 'Landing', 'Solar', 'Community', 'project', 'enjoys', 'th', 'anniversary']","[u'learn', u'drake', u'land', u'solar', u'communiti', u'project', u'enjoy', 'th', u'anniversari']",Learn about the Drake Landing Solar Community project as it enjoys its 10th anniversary https://t.co/DygnRd1nb9 #SolarEnergy #CleanTech https://t.co/1yhfNtTLvF
