,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type,category
93,93,93,93,93,916024429792120833,1,0,2017-10-05 19:36:57,: Nous avons eloré les récifs d'éponges siliceuses dans le passage Chatham au large de la côte nord-ouest de la C-B. htt…,[],[],RT Nous avons les cifs ponges siliceuses dans le passage Chatham au large de la te nord ouest de la,"['RT', 'Nous', 'avons', 'les', 'cifs', 'ponges', 'siliceuses', 'dans', 'le', 'passage', 'Chatham', 'au', 'large', 'de', 'la', 'te', 'nord', 'ouest', 'de', 'la']","['rt', u'nous', u'avon', u'les', u'cif', u'pong', u'siliceus', u'dan', 'le', u'passag', u'chatham', 'au', u'larg', 'de', 'la', 'te', u'nord', u'ouest', 'de', 'la']",RT @MPO_Pacifique: Nous avons exploré les récifs d'éponges siliceuses dans le passage Chatham au large de la côte nord-ouest de la C-B. htt…,0.21428571428571427,Neutral,Environmental
94,94,94,94,94,916007906914398208,3,0,2017-10-05 18:31:18,": Connaissez-vous la différence entre la baleine, le dauphin et le marsouin? Découvrez la réponse : http…",[],['https://t.co/0TtLFQjgb6'],RT Connaissez vous la rence entre la baleine le dauphin et le marsouin couvrez la ponse https co 0TtLFQjgb6,"['RT', 'Connaissez', 'vous', 'la', 'rence', 'entre', 'la', 'baleine', 'le', 'dauphin', 'et', 'le', 'marsouin', 'couvrez', 'la', 'ponse', 'https', 'co', '0TtLFQjgb6']","['rt', u'connaissez', u'vous', 'la', u'renc', u'entr', 'la', u'balein', 'le', u'dauphin', 'et', 'le', u'marsouin', u'couvrez', 'la', u'pons', u'https', 'co', u'0ttlfqjgb6']","RT @MPO_DFO: Connaissez-vous la différence entre la baleine, le dauphin et le marsouin? Découvrez la réponse : https://t.co/0TtLFQjgb6 http…",0.0,Neutral,Social
95,95,95,95,95,915993595949326336,1,0,2017-10-05 17:34:26,: Étudier les larves de capelan se fait à l’œil nu! Le technicien en scien. aquatique Alex Allison travaille au labo à …,['#stjohns'],[],RT tudier les larves de capelan se fait il nu Le technicien en scien aquatique Alex Allison travaille au labo,"['RT', 'tudier', 'les', 'larves', 'de', 'capelan', 'se', 'fait', 'il', 'nu', 'Le', 'technicien', 'en', 'scien', 'aquatique', 'Alex', 'Allison', 'travaille', 'au', 'labo']","['rt', u'tudier', u'les', u'larv', 'de', u'capelan', 'se', u'fait', 'il', 'nu', 'le', u'technicien', 'en', u'scien', u'aquatiqu', u'alex', u'allison', u'travaill', 'au', u'labo']",RT @MPO_TNL: Étudier les larves de capelan se fait à l’œil nu! Le technicien en scien. aquatique Alex Allison travaille au labo à #stjohns…,0.0,Neutral,Social
96,96,96,96,96,915964868209119232,1,0,2017-10-05 15:40:17,"Marquage d’anguilles, analyse d’eau, cartographie des fonds marins... nos derniers mois avec !",[],"['https://t.co/mKgQq7yzsv', 'https://t.co/AqEDfwzDCt']",Marquage anguilles analyse eau cartographie des fonds marins nos derniers mois avec https co mKgQq7yzsv https co AqEDfwzDCt,"['Marquage', 'anguilles', 'analyse', 'eau', 'cartographie', 'des', 'fonds', 'marins', 'nos', 'derniers', 'mois', 'avec', 'https', 'co', 'mKgQq7yzsv', 'https', 'co', 'AqEDfwzDCt']","[u'marquag', u'anguill', u'analys', u'eau', u'cartographi', u'des', u'fond', u'marin', u'nos', u'dernier', u'moi', u'avec', u'https', 'co', u'mkgqq7yzsv', u'https', 'co', u'aqedfwzdct']","Marquage d’anguilles, analyse d’eau, cartographie des fonds marins... nos 5 derniers mois avec @Canada_C3! https://t.co/mKgQq7yzsv https://t.co/AqEDfwzDCt",0.0,Neutral,Environmental
97,97,97,97,97,915601744134098944,0,1,2017-10-04 15:37:21,"Notre scientifique, John Ford, utilise l’acoustique sous-marine pour repérer les épaulards &amp; écouter leurs cris 8",['#'],"['https://t.co/AnvqWATBtq', 'https://t.co/omgQpan3B']",Notre scientifique John Ford utilise acoustique sous marine pour rer les paulards amp couter leurs cris https co AnvqWATBtq https co omgQpan3B8,"['Notre', 'scientifique', 'John', 'Ford', 'utilise', 'acoustique', 'sous', 'marine', 'pour', 'rer', 'les', 'paulards', 'amp', 'couter', 'leurs', 'cris', 'https', 'co', 'AnvqWATBtq', 'https', 'co', 'omgQpan3B8']","[u'notr', u'scientifiqu', u'john', u'ford', u'utilis', u'acoustiqu', u'sous', u'marin', u'pour', u'rer', u'les', u'paulard', u'amp', u'couter', u'leur', u'cris', u'https', 'co', u'anvqwatbtq', u'https', 'co', u'omgqpan3b8']","Notre scientifique, John Ford, utilise l’acoustique sous-marine pour repérer les #épaulards &amp; écouter leurs cris https://t.co/AnvqWATBtq https://t.co/omgQpan3B8",0.0,Neutral,Environmental
98,98,98,98,98,915261498632663042,1,2,2017-10-03 17:05:20,Sachez tout sur les projets auxquels notre scientifique Lianna Teeter a contribué à bord de : U,[],"['https://t.co/eGTm0ijWUF', 'https://t.co/armnraLF5']",Sachez tout sur les projets auxquels notre scientifique Lianna Teeter bord de https co eGTm0ijWUF https co armnraLF5U,"['Sachez', 'tout', 'sur', 'les', 'projets', 'auxquels', 'notre', 'scientifique', 'Lianna', 'Teeter', 'bord', 'de', 'https', 'co', 'eGTm0ijWUF', 'https', 'co', 'armnraLF5U']","[u'sachez', u'tout', u'sur', u'les', u'projet', u'auxquel', u'notr', u'scientifiqu', u'lianna', u'teeter', u'bord', 'de', u'https', 'co', u'egtm0ijwuf', u'https', 'co', u'armnralf5u']",Sachez tout sur les projets auxquels notre scientifique Lianna Teeter a contribué à bord de @Canada_C3: https://t.co/eGTm0ijWUF https://t.co/armnraLF5U,0.0,Neutral,Environmental
99,99,99,99,99,914948486386323457,2,0,2017-10-02 20:21:32,": C’est le mot scientifique du jour lundi. Voici Dounia Hamoutene, chercheur &amp; chef de la section Aquaculture du . …","['#MPO', '#MotScien']",[],RT est le mot scientifique du jour lundi Voici Dounia Hamoutene chercheur amp chef de la section Aquaculture du MPO,"['RT', 'est', 'le', 'mot', 'scientifique', 'du', 'jour', 'lundi', 'Voici', 'Dounia', 'Hamoutene', 'chercheur', 'amp', 'chef', 'de', 'la', 'section', 'Aquaculture', 'du', 'MPO']","['rt', u'est', 'le', u'mot', u'scientifiqu', 'du', u'jour', u'lundi', u'voici', u'dounia', u'hamouten', u'chercheur', u'amp', u'chef', 'de', 'la', u'section', u'aquacultur', 'du', u'mpo']","RT @MPO_TNL: C’est le mot scientifique du jour lundi. Voici Dounia Hamoutene, chercheur &amp; chef de la section Aquaculture du #MPO. #MotScien…",0.0,Neutral,Social
100,100,100,100,100,914902886328434688,2,0,2017-10-02 17:20:20,Notre étude sur les impacts du changement climatique sur les glaces de l’ prend fin aujourd’hui. 0,['#Arctique'],"['https://t.co/ghis2F7Sf', 'https://t.co/iHVo85I8fk']",Notre tude sur les impacts du changement climatique sur les glaces de Arctique prend fin hui https co ghis2F7Sf0 https co iHVo85I8fk,"['Notre', 'tude', 'sur', 'les', 'impacts', 'du', 'changement', 'climatique', 'sur', 'les', 'glaces', 'de', 'Arctique', 'prend', 'fin', 'hui', 'https', 'co', 'ghis2F7Sf0', 'https', 'co', 'iHVo85I8fk']","[u'notr', u'tude', u'sur', u'les', u'impact', 'du', u'changement', u'climatiqu', u'sur', u'les', u'glace', 'de', u'arctiqu', u'prend', u'fin', u'hui', u'https', 'co', u'ghis2f7sf0', u'https', 'co', u'ihvo85i8fk']",Notre étude sur les impacts du changement climatique sur les glaces de l’#Arctique prend fin aujourd’hui. https://t.co/ghis2F7Sf0 https://t.co/iHVo85I8fk,0.0,Neutral,Environmental
101,101,101,101,101,913810757816549376,0,0,2017-09-29 17:00:37,Comment mesurer ce qu’on ne voit pas? Apprenez comment on évalue les stocks de poissons ds le golfe du Saint-Laurent,[],"['https://t.co/T5qhN5qxXo', 'https://t.co/XT2FRM1qEs']",Comment mesurer ce ne voit pas Apprenez comment value les stocks de poissons ds le golfe du Saint Laurent https co T5qhN5qxXo https co XT2FRM1qEs,"['Comment', 'mesurer', 'ce', 'ne', 'voit', 'pas', 'Apprenez', 'comment', 'value', 'les', 'stocks', 'de', 'poissons', 'ds', 'le', 'golfe', 'du', 'Saint', 'Laurent', 'https', 'co', 'T5qhN5qxXo', 'https', 'co', 'XT2FRM1qEs']","[u'comment', u'mesur', 'ce', 'ne', u'voit', u'pas', u'apprenez', u'comment', u'valu', u'les', u'stock', 'de', u'poisson', 'ds', 'le', u'golf', 'du', u'saint', u'laurent', u'https', 'co', u't5qhn5qxxo', u'https', 'co', u'xt2frm1qes']",Comment mesurer ce qu’on ne voit pas? Apprenez comment on évalue les stocks de poissons ds le golfe du Saint-Laurent https://t.co/T5qhN5qxXo https://t.co/XT2FRM1qEs,0.0,Neutral,Social
102,102,102,102,102,913750464876904448,0,1,2017-09-29 13:01:02,Obtenez plus d’info sur l’étude sur la surveillance océanographique dans la mer de Beaufort avec (en anglais),[],"['https://t.co/KsZhAo0Qxv', 'https://t.co/Y58MC8rl5Y']",Obtenez plus info sur tude sur la surveillance anographique dans la mer de Beaufort avec WHOI en anglais https co KsZhAo0Qxv https co Y58MC8rl5Y,"['Obtenez', 'plus', 'info', 'sur', 'tude', 'sur', 'la', 'surveillance', 'anographique', 'dans', 'la', 'mer', 'de', 'Beaufort', 'avec', 'WHOI', 'en', 'anglais', 'https', 'co', 'KsZhAo0Qxv', 'https', 'co', 'Y58MC8rl5Y']","[u'obtenez', u'plus', u'info', u'sur', u'tude', u'sur', 'la', u'surveil', u'anographiqu', u'dan', 'la', u'mer', 'de', u'beaufort', u'avec', u'whoi', 'en', u'anglai', u'https', 'co', u'kszhao0qxv', u'https', 'co', u'y58mc8rl5i']",Obtenez plus d’info sur l’étude sur la surveillance océanographique dans la mer de Beaufort avec @WHOI (en anglais) https://t.co/KsZhAo0Qxv https://t.co/Y58MC8rl5Y,0.0,Neutral,Environmental
103,103,103,103,103,913418235004977154,0,0,2017-09-28 15:00:52,Obtenez les détails de l'étude internationale en cours sur la surveillance de l’océan Arctique avec Steve Page :,[],"['https://t.co/Sx0KOYgBQi', 'https://t.co/tTJ7TuEDUa']",Obtenez les tails de tude internationale en cours sur la surveillance de Arctique avec Steve Page https co Sx0KOYgBQi https co tTJ7TuEDUa,"['Obtenez', 'les', 'tails', 'de', 'tude', 'internationale', 'en', 'cours', 'sur', 'la', 'surveillance', 'de', 'Arctique', 'avec', 'Steve', 'Page', 'https', 'co', 'Sx0KOYgBQi', 'https', 'co', 'tTJ7TuEDUa']","[u'obtenez', u'les', u'tail', 'de', u'tude', u'international', 'en', u'cour', u'sur', 'la', u'surveil', 'de', u'arctiqu', u'avec', u'steve', u'page', u'https', 'co', u'sx0koygbqi', u'https', 'co', u'ttj7tuedua']",Obtenez les détails de l'étude internationale en cours sur la surveillance de l’océan Arctique avec Steve Page : https://t.co/Sx0KOYgBQi https://t.co/tTJ7TuEDUa,0.0,Neutral,Social
104,104,104,104,104,913405156770893824,1,0,2017-09-28 14:08:54,Apprenez-en plus sur les sciences au MPO en consultant notre étude sur la surveillance des glaces de l'Arctique :,[],"['https://t.co/LtqCB6SPhx', 'https://t.co/o4mp88KUkl']",Apprenez en plus sur les sciences au MPO en consultant notre tude sur la surveillance des glaces de Arctique https co LtqCB6SPhx https co o4mp88KUkl,"['Apprenez', 'en', 'plus', 'sur', 'les', 'sciences', 'au', 'MPO', 'en', 'consultant', 'notre', 'tude', 'sur', 'la', 'surveillance', 'des', 'glaces', 'de', 'Arctique', 'https', 'co', 'LtqCB6SPhx', 'https', 'co', 'o4mp88KUkl']","[u'apprenez', 'en', u'plus', u'sur', u'les', u'scienc', 'au', u'mpo', 'en', u'consult', u'notr', u'tude', u'sur', 'la', u'surveil', u'des', u'glace', 'de', u'arctiqu', u'https', 'co', u'ltqcb6sphx', u'https', 'co', u'o4mp88kukl']",Apprenez-en plus sur les sciences au MPO en consultant notre étude sur la surveillance des glaces de l'Arctique : https://t.co/LtqCB6SPhx https://t.co/o4mp88KUkl,0.0,Neutral,Social
105,105,105,105,105,913086307890581504,1,0,2017-09-27 17:01:54,Ns espérons trouver divers oursins comme ceux-ci lors de l'évaluation de la biodiversité au large de la côte en,['#CB'],"['https://t.co/l4cRJr8XTB', 'https://t.co/mIOzGBHOPM']",Ns rons trouver divers oursins comme ceux ci lors de valuation de la au large de la te en CB https co l4cRJr8XTB https co mIOzGBHOPM,"['Ns', 'rons', 'trouver', 'divers', 'oursins', 'comme', 'ceux', 'ci', 'lors', 'de', 'valuation', 'de', 'la', 'au', 'large', 'de', 'la', 'te', 'en', 'CB', 'https', 'co', 'l4cRJr8XTB', 'https', 'co', 'mIOzGBHOPM']","['ns', u'ron', u'trouver', u'diver', u'oursin', u'comm', u'ceux', 'ci', u'lor', 'de', u'valuat', 'de', 'la', 'au', u'larg', 'de', 'la', 'te', 'en', 'cb', u'https', 'co', u'l4crjr8xtb', u'https', 'co', u'miozgbhopm']",Ns espérons trouver divers oursins comme ceux-ci lors de l'évaluation de la biodiversité au large de la côte en #CB https://t.co/l4cRJr8XTB https://t.co/mIOzGBHOPM,0.21428571428571427,Neutral,Environmental
106,106,106,106,106,913071162514649088,9,0,2017-09-27 16:01:43,: Apprenez-en plus sur le rôle et les responsabilités de la èreScientifiqueEnChef …,"['#Conseill', '#SciCa']",['https://t.co/f3KJUgHLII'],RT MindesSciences Apprenez en plus sur le le et les de la reScientifiqueEnChef https co f3KJUgHLII,"['RT', 'MindesSciences', 'Apprenez', 'en', 'plus', 'sur', 'le', 'le', 'et', 'les', 'de', 'la', 'reScientifiqueEnChef', 'https', 'co', 'f3KJUgHLII']","['rt', u'mindessci', u'apprenez', 'en', u'plus', u'sur', 'le', 'le', 'et', u'les', 'de', 'la', u'rescientifiqueenchef', u'https', 'co', u'f3kjughlii']",RT @MindesSciences: Apprenez-en plus sur le rôle et les responsabilités de la #ConseillèreScientifiqueEnChef https://t.co/f3KJUgHLII #SciCa…,0.0,Neutral,Social
107,107,107,107,107,913071089529520128,92,0,2017-09-27 16:01:26,: La nomination de Mme Nemer comme èreScientifiqueEnChef du 🇨🇦 assure une place importante à la au GC…,"['#Conseill', '#science']",[],RT MindesSciences La nomination de Mme Nemer comme reScientifiqueEnChef du assure une place importante la science au,"['RT', 'MindesSciences', 'La', 'nomination', 'de', 'Mme', 'Nemer', 'comme', 'reScientifiqueEnChef', 'du', 'assure', 'une', 'place', 'importante', 'la', 'science', 'au']","['rt', u'mindessci', 'la', u'nomin', 'de', u'mme', u'nemer', u'comm', u'rescientifiqueenchef', 'du', u'assur', u'une', u'place', u'important', 'la', u'scienc', 'au']",RT @MindesSciences: La nomination de Mme Nemer comme #ConseillèreScientifiqueEnChef du 🇨🇦  assure une place importante à la #science au GC…,0.0,Neutral,Environmental
108,108,108,108,108,913070689246154753,16,0,2017-09-27 15:59:51,": Le PM Justin Trudeau et la , Kirsty Duncan, présentent la Dre Mona Nemer, nouvelle scientifique en chef du C…",[],[],RT PMcanadien Le PM Justin Trudeau et la MindesSciences Kirsty Duncan sentent la Dre Mona Nemer nouvelle scientifique en chef du,"['RT', 'PMcanadien', 'Le', 'PM', 'Justin', 'Trudeau', 'et', 'la', 'MindesSciences', 'Kirsty', 'Duncan', 'sentent', 'la', 'Dre', 'Mona', 'Nemer', 'nouvelle', 'scientifique', 'en', 'chef', 'du']","['rt', u'pmcanadien', 'le', 'pm', u'justin', u'trudeau', 'et', 'la', u'mindessci', u'kirsti', u'duncan', u'sentent', 'la', u'dre', u'mona', u'nemer', u'nouvell', u'scientifiqu', 'en', u'chef', 'du']","RT @PMcanadien: Le PM Justin Trudeau et la @MindesSciences, Kirsty Duncan, présentent la Dre Mona Nemer, nouvelle scientifique en chef du C…",0.0,Neutral,Environmental
109,109,109,109,109,912787291076259841,1,0,2017-09-26 21:13:43,: Venez visiter notre ménagerie au Centre des pêches de l’Atlantique Nord-Ouest à .,"['#stjohns', '#MPOTNL']",['https://t.co/nvAt6QSTbr'],RT Venez visiter notre nagerie au Centre des de Atlantique Nord Ouest stjohns MPOTNL https co nvAt6QSTbr,"['RT', 'Venez', 'visiter', 'notre', 'nagerie', 'au', 'Centre', 'des', 'de', 'Atlantique', 'Nord', 'Ouest', 'stjohns', 'MPOTNL', 'https', 'co', 'nvAt6QSTbr']","['rt', u'venez', u'visit', u'notr', u'nageri', 'au', u'centr', u'des', 'de', u'atlantiqu', u'nord', u'ouest', u'stjohn', u'mpotnl', u'https', 'co', u'nvat6qstbr']",RT @MPO_TNL: Venez visiter notre ménagerie au Centre des pêches de l’Atlantique Nord-Ouest à #stjohns. #MPOTNL https://t.co/nvAt6QSTbr,0.0,Neutral,Economical
110,110,110,110,110,912691950943375361,0,1,2017-09-26 14:54:52,Ns recueillons des données sur l'eau &amp; les poissons ds le golfe du St-Laurent pour analyser la santé de l'écosystème,[],"['https://t.co/fmhZNnzWak', 'https://t.co/GDl8dtez8t']",Ns recueillons des es sur eau amp les poissons ds le golfe du St Laurent pour analyser la de https co fmhZNnzWak https co GDl8dtez8t,"['Ns', 'recueillons', 'des', 'es', 'sur', 'eau', 'amp', 'les', 'poissons', 'ds', 'le', 'golfe', 'du', 'St', 'Laurent', 'pour', 'analyser', 'la', 'de', 'https', 'co', 'fmhZNnzWak', 'https', 'co', 'GDl8dtez8t']","['ns', u'recueillon', u'des', 'es', u'sur', u'eau', u'amp', u'les', u'poisson', 'ds', 'le', u'golf', 'du', 'st', u'laurent', u'pour', u'analys', 'la', 'de', u'https', 'co', u'fmhznnzwak', u'https', 'co', u'gdl8dtez8t']",Ns recueillons des données sur l'eau &amp; les poissons ds le golfe du St-Laurent pour analyser la santé de l'écosystème https://t.co/fmhZNnzWak https://t.co/GDl8dtez8t,0.0,Neutral,Environmental
111,111,111,111,111,912361301678141440,0,1,2017-09-25 17:00:59,Notre étude de la mer de Beaufort est en cours! Visitez les coulisses de la mission de (anglais seulement),[],"['https://t.co/jEvYm0751w', 'https://t.co/bbYWe4fAwk']",Notre tude de la mer de Beaufort est en cours Visitez les coulisses de la mission de 2016 anglais seulement https co jEvYm0751w https co bbYWe4fAwk,"['Notre', 'tude', 'de', 'la', 'mer', 'de', 'Beaufort', 'est', 'en', 'cours', 'Visitez', 'les', 'coulisses', 'de', 'la', 'mission', 'de', '2016', 'anglais', 'seulement', 'https', 'co', 'jEvYm0751w', 'https', 'co', 'bbYWe4fAwk']","[u'notr', u'tude', 'de', 'la', u'mer', 'de', u'beaufort', u'est', 'en', u'cour', u'visitez', u'les', u'couliss', 'de', 'la', u'mission', 'de', u'2016', u'anglai', u'seulement', u'https', 'co', u'jevym0751w', u'https', 'co', u'bbywe4fawk']",Notre étude de la mer de Beaufort est en cours! Visitez les coulisses de la mission de 2016 (anglais seulement) https://t.co/jEvYm0751w https://t.co/bbYWe4fAwk,0.0,Neutral,Environmental
112,112,112,112,112,912320074685599746,2,0,2017-09-25 14:17:10,: Apprenez comment nous supportons &amp; à étudier la mer de Beaufort depuis (anglais seulement) :,[],['https://t\xe2\x80\xa6'],RT Apprenez comment nous supportons amp WHOI tudier la mer de Beaufort depuis 2003 anglais seulement https,"['RT', 'Apprenez', 'comment', 'nous', 'supportons', 'amp', 'WHOI', 'tudier', 'la', 'mer', 'de', 'Beaufort', 'depuis', '2003', 'anglais', 'seulement', 'https']","['rt', u'apprenez', u'comment', u'nous', u'supporton', u'amp', u'whoi', u'tudier', 'la', u'mer', 'de', u'beaufort', u'depui', u'2003', u'anglai', u'seulement', u'https']",RT @GCC_CCG: Apprenez comment nous supportons @MPO_Science &amp; @WHOI à étudier la mer de Beaufort depuis 2003 (anglais seulement) : https://t…,0.0,Neutral,Environmental
113,113,113,113,113,911289506749444097,1,1,2017-09-22 18:02:04,Nos scientifiques ont passé un été occupé en mer à étudier éans. Hâte de voir les recherches de l’automne!,['#NosOc'],"['https://t.co/zQFs11Swsl', 'https://t.co/KF21jndLwH']",Nos scientifiques ont un en mer tudier ans te de voir les recherches de automne https co zQFs11Swsl https co KF21jndLwH,"['Nos', 'scientifiques', 'ont', 'un', 'en', 'mer', 'tudier', 'ans', 'te', 'de', 'voir', 'les', 'recherches', 'de', 'automne', 'https', 'co', 'zQFs11Swsl', 'https', 'co', 'KF21jndLwH']","[u'nos', u'scientifiqu', u'ont', 'un', 'en', u'mer', u'tudier', u'an', 'te', 'de', u'voir', u'les', u'recherch', 'de', u'automn', u'https', 'co', u'zqfs11swsl', u'https', 'co', u'kf21jndlwh']",Nos scientifiques ont passé un été occupé en mer à étudier #NosOcéans. Hâte de voir les recherches de l’automne!  https://t.co/zQFs11Swsl https://t.co/KF21jndLwH,0.0,Neutral,Social
114,114,114,114,114,910928220492632064,0,2,2017-09-21 18:06:26,C’est portes ouvertes en fin de semaine à l’Institut océanographique de Bedford. Venez célébrer avec nous 1,['#SciLit17'],"['https://t.co/Q7neg8mMQ', 'https://t.co/7LYEcTwQQ7']",est portes ouvertes en fin de semaine Institut anographique de Bedford Venez brer SciLit17 avec nous https co Q7neg8mMQ1 https co 7LYEcTwQQ7,"['est', 'portes', 'ouvertes', 'en', 'fin', 'de', 'semaine', 'Institut', 'anographique', 'de', 'Bedford', 'Venez', 'brer', 'SciLit17', 'avec', 'nous', 'https', 'co', 'Q7neg8mMQ1', 'https', 'co', '7LYEcTwQQ7']","[u'est', u'port', u'ouvert', 'en', u'fin', 'de', u'semain', u'institut', u'anographiqu', 'de', u'bedford', u'venez', u'brer', u'scilit17', u'avec', u'nous', u'https', 'co', u'q7neg8mmq1', u'https', 'co', u'7lyectwqq7']",C’est portes ouvertes en fin de semaine à l’Institut océanographique de Bedford. Venez célébrer #SciLit17 avec nous https://t.co/Q7neg8mMQ1 https://t.co/7LYEcTwQQ7,0.0,Neutral,Environmental
115,115,115,115,115,910918993124392961,2,0,2017-09-21 17:29:46,: Vous savez c’est quoi un filament de byssus? Non? C’est le mot du jour - Harry Murray de elique.,"['#SciLit17', '#MPOTNL']",['https://t\xe2\x80\xa6'],RT Vous savez est quoi un filament de byssus Non est le mot du jour SciLit17 Harry Murray de MPOTNL explique https,"['RT', 'Vous', 'savez', 'est', 'quoi', 'un', 'filament', 'de', 'byssus', 'Non', 'est', 'le', 'mot', 'du', 'jour', 'SciLit17', 'Harry', 'Murray', 'de', 'MPOTNL', 'explique', 'https']","['rt', u'vous', u'savez', u'est', u'quoi', 'un', u'filament', 'de', u'byssus', u'non', u'est', 'le', u'mot', 'du', u'jour', u'scilit17', u'harri', u'murray', 'de', u'mpotnl', u'expliqu', u'https']",RT @MPO_TNL: Vous savez c’est quoi un filament de byssus? Non? C’est le mot du jour #SciLit17 - Harry Murray de #MPOTNL explique. https://t…,0.0,Neutral,Social
116,116,116,116,116,910912432054374400,0,0,2017-09-21 17:03:42,"Visitez-nous à la Station biologique de St. Andrews, le plus ancien centre de recherche maritime permanent du Canada U",[],"['https://t.co/ennTpyRtQq', 'https://t.co/awtv0BUtW']",Visitez nous la Station biologique de St Andrews le plus ancien centre de recherche maritime permanent du Canada https co ennTpyRtQq https co awtv0BUtWU,"['Visitez', 'nous', 'la', 'Station', 'biologique', 'de', 'St', 'Andrews', 'le', 'plus', 'ancien', 'centre', 'de', 'recherche', 'maritime', 'permanent', 'du', 'Canada', 'https', 'co', 'ennTpyRtQq', 'https', 'co', 'awtv0BUtWU']","[u'visitez', u'nous', 'la', u'station', u'biologiqu', 'de', 'st', u'andrew', 'le', u'plus', u'ancien', u'centr', 'de', u'recherch', u'maritim', u'perman', 'du', u'canada', u'https', 'co', u'enntpyrtqq', u'https', 'co', u'awtv0butwu']","Visitez-nous à la Station biologique de St. Andrews, le plus ancien centre de recherche maritime permanent du Canada https://t.co/ennTpyRtQq https://t.co/awtv0BUtWU",0.0,Neutral,Social
117,117,117,117,117,910564406295191552,0,2,2017-09-20 18:00:46,Apprenons ensemble. Dre Keatley du MPO prélève de l’eau avec lors d’une eéd.,"['#Arctique', '#SciLit17']","['https://t.co/Gkn34IcetB', 'https://t.co/sIzRuz37tr']",Apprenons ensemble Dre Keatley du MPO de eau avec StudentsOnIce lors une Arctique SciLit17 https co Gkn34IcetB https co sIzRuz37tr,"['Apprenons', 'ensemble', 'Dre', 'Keatley', 'du', 'MPO', 'de', 'eau', 'avec', 'StudentsOnIce', 'lors', 'une', 'Arctique', 'SciLit17', 'https', 'co', 'Gkn34IcetB', 'https', 'co', 'sIzRuz37tr']","[u'apprenon', u'ensembl', u'dre', u'keatley', 'du', u'mpo', 'de', u'eau', u'avec', u'studentsonic', u'lor', u'une', u'arctiqu', u'scilit17', u'https', 'co', u'gkn34icetb', u'https', 'co', u'sizruz37tr']",Apprenons ensemble. Dre Keatley du MPO prélève de l’eau avec @StudentsOnIce lors d’une expéd. #Arctique #SciLit17 https://t.co/Gkn34IcetB https://t.co/sIzRuz37tr,0.0,Neutral,Environmental
118,118,118,118,118,910556843566649345,1,1,2017-09-20 17:30:43,"Message aux spécialistes! Cette année, la Conférence sur la biologie des èresmarins aura lieu à , N-É","['#mammif', '#Halifax']","['https://t.co/cf1MKkc8ch', 'https://t.co/olFLoCHhir']",Message aux cialistes Cette la rence sur la biologie des resmarins aura lieu Halifax https co cf1MKkc8ch https co olFLoCHhir,"['Message', 'aux', 'cialistes', 'Cette', 'la', 'rence', 'sur', 'la', 'biologie', 'des', 'resmarins', 'aura', 'lieu', 'Halifax', 'https', 'co', 'cf1MKkc8ch', 'https', 'co', 'olFLoCHhir']","[u'messag', u'aux', u'cialist', u'cett', 'la', u'renc', u'sur', 'la', u'biologi', u'des', u'resmarin', u'aura', u'lieu', u'halifax', u'https', 'co', u'cf1mkkc8ch', u'https', 'co', u'olflochhir']","Message aux spécialistes! Cette année, la Conférence sur la biologie des #mammifèresmarins aura lieu à #Halifax, N-É https://t.co/cf1MKkc8ch https://t.co/olFLoCHhir",0.0,Neutral,Social
119,119,119,119,119,910227047993180160,1,0,2017-09-19 19:40:14,": Jack Lawson/Garry Stenson du organisent une Q et R sur Twitter, vend. à h (h T.N.L.). Posez vos Q sur mammi. mar…",['#MPOTNL'],[],RT Jack Lawson Garry Stenson du MPOTNL organisent une et sur Twitter vend 13 30 Posez vos sur mammi,"['RT', 'Jack', 'Lawson', 'Garry', 'Stenson', 'du', 'MPOTNL', 'organisent', 'une', 'et', 'sur', 'Twitter', 'vend', '13', '30', 'Posez', 'vos', 'sur', 'mammi']","['rt', u'jack', u'lawson', u'garri', u'stenson', 'du', u'mpotnl', u'organis', u'une', 'et', u'sur', u'twitter', u'vend', '13', '30', u'posez', u'vos', u'sur', u'mammi']","RT @MPO_TNL: Jack Lawson/Garry Stenson du #MPOTNL organisent une Q et R sur Twitter, vend. à 13 h 30 (h T.N.L.). Posez vos Q sur mammi. mar…",0.0,Neutral,Environmental
