,Unnamed: 0,Unnamed: 0.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
311,311,311,930990357038489600,1,0,2017-11-16 02:46:12,: L’évènement est terminé! Nous avons offert un nombre d'emplois ce soir à ! Vous n’étiez pas là? Communiquez av…,[],[],nement est Nous avons offert un nombre emplois ce soir Vous tiez pas Communiquez,"['nement', 'est', 'Nous', 'avons', 'offert', 'un', 'nombre', 'emplois', 'ce', 'soir', 'Vous', 'tiez', 'pas', 'Communiquez']","[u'nement', u'est', u'nous', u'avon', u'offert', 'un', u'nombr', u'emploi', 'ce', u'soir', u'vous', u'tiez', u'pas', u'communiquez']",RT @EmploisRNCan: L’évènement est terminé! Nous avons offert un nombre d'emplois ce soir à @carleton_U! Vous n’étiez pas là? Communiquez av…,0.0,Neutral
312,312,312,930971214100729861,0,0,2017-11-16 01:30:08,La première mine de diamants du Canada a été découverte dans la région du lac de Gras (T. N.-O.) en,['#CGC175'],"['https://t.co/wXcbcFO5iE', 'https://t.co/PoG5BVJ6ig']",La mine de diamants du Canada couverte dans la gion du lac de Gras en,"['La', 'mine', 'de', 'diamants', 'du', 'Canada', 'couverte', 'dans', 'la', 'gion', 'du', 'lac', 'de', 'Gras', 'en']","['la', u'mine', 'de', u'diamant', 'du', u'canada', u'couvert', u'dan', 'la', u'gion', 'du', u'lac', 'de', u'gras', 'en']",La première mine de diamants du Canada a été découverte dans la région du lac de Gras (T. N.-O.) en 1991 #CGC175 https://t.co/wXcbcFO5iE https://t.co/PoG5BVJ6ig,0.0,Neutral
313,313,313,930953049140580352,2,0,2017-11-16 00:17:57,: Étudiant(e)s et diplômé(e)s de en réseautage avec les cadres supérieurs du ! éerVotreCanada…,"['#GC', '#emploisGC', '#Cr']",[],tudiant et de en seautage avec les cadres rieurs du,"['tudiant', 'et', 'de', 'en', 'seautage', 'avec', 'les', 'cadres', 'rieurs', 'du']","[u'tudiant', 'et', 'de', 'en', u'seautag', u'avec', u'les', u'cadr', u'rieur', 'du']",RT @EmploisRNCan: Étudiant(e)s et diplômé(e)s de @carleton_U en réseautage avec les cadres supérieurs du #GC! #emploisGC #CréerVotreCanada…,0.0,Neutral
314,314,314,930948408298393601,3,0,2017-11-15 23:59:31,: Heureux de rencontrer de nouveaux talents ce soir à ! Nous offrons des opportunités d’embauche sur-le-champ av…,[],[],Heureux de rencontrer de nouveaux talents ce soir Nous offrons des embauche sur le champ,"['Heureux', 'de', 'rencontrer', 'de', 'nouveaux', 'talents', 'ce', 'soir', 'Nous', 'offrons', 'des', 'embauche', 'sur', 'le', 'champ']","[u'heureux', 'de', u'rencontr', 'de', u'nouveaux', u'talent', 'ce', u'soir', u'nous', u'offron', u'des', u'embauch', u'sur', 'le', u'champ']",RT @EmploisRNCan: Heureux de rencontrer de nouveaux talents ce soir à @carleton_U! Nous offrons des opportunités d’embauche sur-le-champ av…,0.0,Neutral
315,315,315,930885660659060736,1,0,2017-11-15 19:50:11,Superposez villages autochtones/conseils de nation et projets énergétiques à l’aide de : éo U,"['#CartesOuvertes', '#SemaineG']","['https://t.co/rsxBsVUvZw', 'https://t.co/tql5jZd6E']",Superposez villages autochtones conseils de nation et projets tiques aide de,"['Superposez', 'villages', 'autochtones', 'conseils', 'de', 'nation', 'et', 'projets', 'tiques', 'aide', 'de']","[u'superposez', u'villag', u'autochton', u'conseil', 'de', u'nation', 'et', u'projet', u'tiqu', u'aid', 'de']","Superposez villages autochtones/conseils de nation et projets énergétiques à l’aide de #CartesOuvertes: https://t.co/rsxBsVUvZw 
 #SemaineGéo https://t.co/tql5jZd6EU",0.0,Neutral
316,316,316,930875204326313985,3,0,2017-11-15 19:08:38,": Pour souligner la éo, faites plaisir à et jetez un coup d’œil à notre de la semaine : https:/…",['#SemaineG'],[],Pour souligner la faites plaisir et jetez un coup il notre de la semaine https,"['Pour', 'souligner', 'la', 'faites', 'plaisir', 'et', 'jetez', 'un', 'coup', 'il', 'notre', 'de', 'la', 'semaine', 'https']","[u'pour', u'soulign', 'la', u'fait', u'plaisir', 'et', u'jetez', 'un', u'coup', 'il', u'notr', 'de', 'la', u'semain', u'https']","RT @SCT_Canada: Pour souligner la #SemaineGéo, faites plaisir à @RNCan et jetez un coup d’œil à notre @EmploiCoolGC de la semaine : https:/…",0.0,Neutral
317,317,317,930873201105784836,0,0,2017-11-15 19:00:40,Nous travaillons avec les provinces et territoires à l’avancement de la stratégie canadienne de l’énergie ésultatsGC 8,['#R'],"['https://t.co/cSY6EkOEb', 'https://t.co/Z2s8839p4P']",Nous travaillons avec les provinces et territoires avancement de la gie canadienne de nergie sultatsGC,"['Nous', 'travaillons', 'avec', 'les', 'provinces', 'et', 'territoires', 'avancement', 'de', 'la', 'gie', 'canadienne', 'de', 'nergie', 'sultatsGC']","[u'nous', u'travaillon', u'avec', u'les', u'provinc', 'et', u'territoir', u'avanc', 'de', 'la', u'gie', u'canadienn', 'de', u'nergi', u'sultatsgc']",Nous travaillons avec les provinces et territoires à l’avancement de la stratégie canadienne de l’énergie #RésultatsGC https://t.co/cSY6EkOEb8 https://t.co/Z2s8839p4P,0.0,Neutral
318,318,318,930870551492558848,0,0,2017-11-15 18:50:08,Il y a au Canada des toponymes qui viennent de différentes langues autochtones. En voici un exemple: éo,"['#GAW2017', '#SemaineG']","['https://t.co/sW7bmJ795s', 'https://t.co/gsljbkS456']",Il au Canada des toponymes qui viennent de rentes langues autochtones En voici un exemple,"['Il', 'au', 'Canada', 'des', 'toponymes', 'qui', 'viennent', 'de', 'rentes', 'langues', 'autochtones', 'En', 'voici', 'un', 'exemple']","['il', 'au', u'canada', u'des', u'toponym', u'qui', u'viennent', 'de', u'rent', u'langu', u'autochton', 'en', u'voici', 'un', u'exempl']","Il y a au Canada des toponymes qui viennent de différentes langues autochtones. En voici un exemple: https://t.co/sW7bmJ795s
#GAW2017 #SemaineGéo https://t.co/gsljbkS456",0.0,Neutral
319,319,319,930855448244350979,2,0,2017-11-15 17:50:07,Intéressé à travailler dans le secteur géospatial? Trouvez plus d’info : éo,['#SemaineG'],['https://t.co/PPdnfggj4V'],travailler dans le secteur ospatial Trouvez plus info,"['travailler', 'dans', 'le', 'secteur', 'ospatial', 'Trouvez', 'plus', 'info']","[u'travail', u'dan', 'le', u'secteur', u'ospati', u'trouvez', u'plus', u'info']",Intéressé à travailler dans le secteur géospatial? Trouvez plus d’info :  https://t.co/PPdnfggj4V   #SemaineGéo,0.0,Neutral
320,320,320,930846794023669760,1,2,2017-11-15 17:15:44,"Le ministre Carr, le et débattent de la conjoncture énergétique nord-américaine à","['#Houston', '#NAEM17']",['https://t.co/rXB301nLeL'],Le ministre Carr le et battent de la conjoncture tique nord ricaine,"['Le', 'ministre', 'Carr', 'le', 'et', 'battent', 'de', 'la', 'conjoncture', 'tique', 'nord', 'ricaine']","['le', u'ministr', u'carr', 'le', 'et', u'battent', 'de', 'la', u'conjonctur', u'tiqu', u'nord', u'ricain']","Le ministre Carr, le @SecretaryPerry et @JoaquinColdwell débattent de la conjoncture énergétique nord-américaine à #Houston #NAEM17 https://t.co/rXB301nLeL",0.0,Neutral
321,321,321,930840357897633792,0,0,2017-11-15 16:50:10,"? À la re édition de l’Atlas du Canada, en , un exemplaire à reliure de cuir ne coûtait que $ éo","['#LSV', '#SemaineG']",['https://t.co/TYM2C6a6lo'],la dition de Atlas du Canada en un exemplaire reliure de cuir ne tait que,"['la', 'dition', 'de', 'Atlas', 'du', 'Canada', 'en', 'un', 'exemplaire', 'reliure', 'de', 'cuir', 'ne', 'tait', 'que']","['la', u'dition', 'de', u'atlas', 'du', u'canada', 'en', 'un', u'exemplair', u'reliur', 'de', u'cuir', 'ne', u'tait', u'que']","#LSV? À la 1re édition de l’Atlas du Canada, en 1906, un exemplaire à reliure de cuir ne coûtait que 3$ https://t.co/TYM2C6a6lo
#SemaineGéo",0.0,Neutral
322,322,322,930834585671340032,1,1,2017-11-15 16:27:13,! Nous sommes fiers d’appuyer votre transition vers l’économie de l’avenir,"['#Bravo', '#BasCarbone']",['https://t.co/GTMkY63QTL'],Nous sommes fiers appuyer votre transition vers conomie de avenir,"['Nous', 'sommes', 'fiers', 'appuyer', 'votre', 'transition', 'vers', 'conomie', 'de', 'avenir']","[u'nous', u'somm', u'fier', u'appuy', u'votr', u'transit', u'ver', u'conomi', 'de', u'avenir']",#Bravo @medicinehatcity! Nous sommes fiers d’appuyer votre transition vers l’économie #BasCarbone de l’avenir https://t.co/GTMkY63QTL,0.0,Neutral
323,323,323,930829455479771136,0,0,2017-11-15 16:06:50,Voyez notre Journal cartographique sur la technologie des satellites et la station-relais d’Inuvik éo,['#SemaineG'],"['https://t.co/vcDURMhKrz', 'https://t.co/5qejdQURrm']",Voyez notre Journal cartographique sur la technologie des satellites et la station relais Inuvik,"['Voyez', 'notre', 'Journal', 'cartographique', 'sur', 'la', 'technologie', 'des', 'satellites', 'et', 'la', 'station', 'relais', 'Inuvik']","[u'voyez', u'notr', u'journal', u'cartographiqu', u'sur', 'la', u'technologi', u'des', u'satellit', 'et', 'la', u'station', u'relai', u'inuvik']","Voyez notre Journal cartographique sur la technologie des satellites et la station-relais d’Inuvik https://t.co/vcDURMhKrz
#SemaineGéo https://t.co/5qejdQURrm",0.0,Neutral
324,324,324,930814157426962432,1,0,2017-11-15 15:06:03,"Le Cda, les É.-U. &amp; le Mexique font progresser l’intégration des ress. énergétiques en Amérique du Nord à",['#NAEM17'],['https://t.co/cBJC3stw7n'],Le Cda les amp le Mexique font progresser gration des ress tiques en rique du Nord,"['Le', 'Cda', 'les', 'amp', 'le', 'Mexique', 'font', 'progresser', 'gration', 'des', 'ress', 'tiques', 'en', 'rique', 'du', 'Nord']","['le', u'cda', u'les', u'amp', 'le', u'mexiqu', u'font', u'progress', u'gration', u'des', u'ress', u'tiqu', 'en', u'riqu', 'du', u'nord']","Le Cda, les É.-U. &amp; le Mexique font progresser l’intégration des ress. énergétiques en Amérique du Nord à #NAEM17 https://t.co/cBJC3stw7n",0.0,Neutral
325,325,325,930806026709843969,3,0,2017-11-15 14:33:44,Vous avez jusqu’au déc. pour soumettre une proposition au Centre canadien sur la fibre de bois,[],"['https://t.co/WxTsLQGduz', 'https://t.co/hMw70aKCWx']",Vous avez au pour soumettre une proposition au Centre canadien sur la fibre de bois,"['Vous', 'avez', 'au', 'pour', 'soumettre', 'une', 'proposition', 'au', 'Centre', 'canadien', 'sur', 'la', 'fibre', 'de', 'bois']","[u'vous', u'avez', 'au', u'pour', u'soumettr', u'une', u'proposit', 'au', u'centr', u'canadien', u'sur', 'la', u'fibr', 'de', u'boi']",Vous avez jusqu’au 15 déc. pour soumettre une proposition au Centre canadien sur la fibre de bois https://t.co/WxTsLQGduz https://t.co/hMw70aKCWx,0.0,Neutral
326,326,326,930790395717570560,1,0,2017-11-15 13:31:38,: Congrès du au novembre à l'Hôtel Clarendon de ébec. Suivez l'événement av…,"['#SaveTheDate', '#Eau', '#Terre', '#Environnement', '#Qu']",[],du au novembre tel Clarendon de bec Suivez nement,"['du', 'au', 'novembre', 'tel', 'Clarendon', 'de', 'bec', 'Suivez', 'nement']","['du', 'au', u'novembr', u'tel', u'clarendon', 'de', u'bec', u'suivez', u'nement']",RT @U_INRS: #SaveTheDate Congrès #Eau #Terre #Environnement du 17 au 19 novembre 2017 à l'Hôtel Clarendon de #Québec. Suivez l'événement av…,0.0,Neutral
327,327,327,930790222597644288,2,0,2017-11-15 13:30:56,": Assistez au du novembre, animé par C. MacQuerrie , M. Kalacska et Y. Surget-Groba !",['#Labo'],['https://t.co/t\xe2\x80\xa6'],Assistez au du novembre par MacQuerrie Kalacska et Surget Groba,"['Assistez', 'au', 'du', 'novembre', 'par', 'MacQuerrie', 'Kalacska', 'et', 'Surget', 'Groba']","[u'assistez', 'au', 'du', u'novembr', u'par', u'macquerri', u'kalacska', 'et', u'surget', u'groba']","RT @CCN_NCC: Assistez au #Labo du 16 novembre, animé par C. MacQuerrie @RNCan, M. Kalacska @mcgillu et Y. Surget-Groba @UQO! https://t.co/t…",0.0,Neutral
328,328,328,930559270390726659,0,0,2017-11-14 22:13:13,"Le min Hehr annonce ,3 M $ pour la afin de réduire les émissions de méthane du secteur étroleEtGaz","['#TechPropre', '#P']",['https://t.co/oxliOHmiVz'],Le min Hehr annonce pour la afin de duire les missions de thane du secteur troleEtGaz,"['Le', 'min', 'Hehr', 'annonce', 'pour', 'la', 'afin', 'de', 'duire', 'les', 'missions', 'de', 'thane', 'du', 'secteur', 'troleEtGaz']","['le', u'min', u'hehr', u'annonc', u'pour', 'la', u'afin', 'de', u'duir', u'les', u'mission', 'de', u'thane', 'du', u'secteur', u'troleetgaz']","Le min Hehr annonce 5,3 M $ pour la #TechPropre afin de réduire les émissions de méthane du secteur #PétroleEtGaz https://t.co/oxliOHmiVz",0.0,Neutral
329,329,329,930533430298857472,0,0,2017-11-14 20:30:32,Notre équipe de Levés géodésiques du Canada mesure la gravité absolue à une station de base à éo,['#SemaineG'],"['https://t.co/VCywH1RQGw', 'https://t.co/drEceIV5GZ']",Notre quipe de siques du Canada mesure la absolue une station de base,"['Notre', 'quipe', 'de', 'siques', 'du', 'Canada', 'mesure', 'la', 'absolue', 'une', 'station', 'de', 'base']","[u'notr', u'quip', 'de', u'siqu', 'du', u'canada', u'mesur', 'la', u'absolu', u'une', u'station', 'de', u'base']",Notre équipe de Levés géodésiques du Canada mesure la gravité absolue à une station de base à @MemorialU https://t.co/VCywH1RQGw #SemaineGéo https://t.co/drEceIV5GZ,-0.8,Negative
330,330,330,930525829083299841,0,0,2017-11-14 20:00:20,"? RNCan possède stations-relais pour satellites au pays: à Inuvik, à Prince Albert et à Gatineau. éo","['#LSV', '#SemaineG']","['https://t.co/TYM2C6a6lo', 'https://t.co/t6BDts7wjI']",RNCan de stations relais pour satellites au pays Inuvik Prince Albert et Gatineau,"['RNCan', 'de', 'stations', 'relais', 'pour', 'satellites', 'au', 'pays', 'Inuvik', 'Prince', 'Albert', 'et', 'Gatineau']","[u'rncan', 'de', u'station', u'relai', u'pour', u'satellit', 'au', u'pay', u'inuvik', u'princ', u'albert', 'et', u'gatineau']","#LSV? RNCan possède 3 stations-relais pour satellites au pays: à Inuvik, à Prince Albert et à Gatineau. https://t.co/TYM2C6a6lo
#SemaineGéo https://t.co/t6BDts7wjI",0.0,Neutral
331,331,331,930520501444927488,0,0,2017-11-14 19:39:10,Cibler le méthane aide le Canada à atteindre ses objectifs en matière de ésultats,"['#ChangementsClimatiques', '#GCR']",['https://t.co/nvm4gL7LWW'],Cibler le thane aide le Canada atteindre ses objectifs en de sultats,"['Cibler', 'le', 'thane', 'aide', 'le', 'Canada', 'atteindre', 'ses', 'objectifs', 'en', 'de', 'sultats']","[u'cibler', 'le', u'thane', u'aid', 'le', u'canada', u'atteindr', u'ses', u'objectif', 'en', 'de', u'sultat']","Cibler le méthane aide le Canada à atteindre ses objectifs en matière de #ChangementsClimatiques #GCRésultats
 https://t.co/nvm4gL7LWW",0.0,Neutral
332,332,332,930517014237589505,0,0,2017-11-14 19:25:19,Nous investissons M$ dans des projets de pour le secteur étroleEtGaz ésultatsGC 2,"['#TechPropre', '#P', '#R']","['https://t.co/i1yKQ5pEIZ', 'https://t.co/ARIaePyVx']",Nous investissons dans des projets de pour le secteur troleEtGaz sultatsGC,"['Nous', 'investissons', 'dans', 'des', 'projets', 'de', 'pour', 'le', 'secteur', 'troleEtGaz', 'sultatsGC']","[u'nous', u'investisson', u'dan', u'des', u'projet', 'de', u'pour', 'le', u'secteur', u'troleetgaz', u'sultatsgc']",Nous investissons 5.3M$ dans des projets de #TechPropre pour le secteur #PétroleEtGaz #RésultatsGC https://t.co/i1yKQ5pEIZ https://t.co/ARIaePyVx2,0.0,Neutral
333,333,333,930510951413141504,0,0,2017-11-14 19:01:13,s’acquitte-t-il bien de ses engagements? Voici comment vous pouvez le savoir: ésultatsGC 1,"['#RNCan', '#R']","['https://t.co/v1DdRQymK5', 'https://t.co/6e6MHFkvO']",acquitte il bien de ses engagements Voici comment vous pouvez le savoir sultatsGC,"['acquitte', 'il', 'bien', 'de', 'ses', 'engagements', 'Voici', 'comment', 'vous', 'pouvez', 'le', 'savoir', 'sultatsGC']","[u'acquitt', 'il', u'bien', 'de', u'ses', u'engag', u'voici', u'comment', u'vous', u'pouvez', 'le', u'savoir', u'sultatsgc']",#RNCan s’acquitte-t-il bien de ses engagements? Voici comment vous pouvez le savoir: https://t.co/v1DdRQymK5  #RésultatsGC https://t.co/6e6MHFkvO1,0.0,Neutral
334,334,334,930508170304344064,0,0,2017-11-14 18:50:10,Réservez votre « livre » auj dans notre èqueHumaine. Parlez à nos eerts en géo pendant la éo!,"['#Biblioth', '#SemaineG']","['https://t.co/YWpJCgdbdX', 'https://t.co/gjgIVXmMT7']",servez votre livre auj dans notre queHumaine Parlez nos eerts en pendant la,"['servez', 'votre', 'livre', 'auj', 'dans', 'notre', 'queHumaine', 'Parlez', 'nos', 'eerts', 'en', 'pendant', 'la']","[u'servez', u'votr', u'livr', u'auj', u'dan', u'notr', u'quehumain', u'parlez', u'nos', u'eert', 'en', u'pendant', 'la']",Réservez votre « livre » auj dans notre #BibliothèqueHumaine. Parlez à nos experts en géo pendant la #SemaineGéo! https://t.co/YWpJCgdbdX https://t.co/gjgIVXmMT7,0.0,Neutral
335,335,335,930480848872321025,2,2,2017-11-14 17:01:36,Besoin d’une des protégées et des espèces en péril? 8 éo,"['#carte', '#AiresMarines', '#CartesOuvertes', '#SemaineG']","['https://t.co/SfktJrVEM', 'https://t.co/BaDBwyecJf']",Besoin une des es et des ces en ril,"['Besoin', 'une', 'des', 'es', 'et', 'des', 'ces', 'en', 'ril']","[u'besoin', u'une', u'des', 'es', 'et', u'des', u'ces', 'en', u'ril']",Besoin d’une #carte des #AiresMarines protégées et des espèces en péril? https://t.co/SfktJrVEM8 #CartesOuvertes #SemaineGéo https://t.co/BaDBwyecJf,0.0,Neutral
336,336,336,930479222291947520,3,1,2017-11-14 16:55:08,Le ministre Carr invite les Canadiens à participer à la éo. Voyez comment vous pouvez le faire:,['#SemaineG'],"['https://t.co/TYM2C6a6lo', 'https://t.co/S0nYu4XzeY']",Le ministre Carr invite les Canadiens participer la Voyez comment vous pouvez le faire,"['Le', 'ministre', 'Carr', 'invite', 'les', 'Canadiens', 'participer', 'la', 'Voyez', 'comment', 'vous', 'pouvez', 'le', 'faire']","['le', u'ministr', u'carr', u'invit', u'les', u'canadien', u'particip', 'la', u'voyez', u'comment', u'vous', u'pouvez', 'le', u'fair']",Le ministre Carr invite les Canadiens à participer à la #SemaineGéo. Voyez comment vous pouvez le faire: https://t.co/TYM2C6a6lo https://t.co/S0nYu4XzeY,0.0,Neutral
337,337,337,930469209796116480,0,0,2017-11-14 16:15:21,C’est la ÉveilGéographie! À surveiller: comment met la géographie en pratique. éo C9,"['#Semaine', '#RNCan', '#SemaineG']","['https://t.co/TYM2C6a6lo', 'https://t.co/IichcWDG']",est la ographie surveiller comment met la ographie en pratique C9,"['est', 'la', 'ographie', 'surveiller', 'comment', 'met', 'la', 'ographie', 'en', 'pratique', 'C9']","[u'est', 'la', u'ographi', u'surveil', u'comment', u'met', 'la', u'ographi', 'en', u'pratiqu', 'c9']",C’est la #SemaineÉveilGéographie! À surveiller: comment #RNCan met la géographie en pratique. https://t.co/TYM2C6a6lo #SemaineGéo https://t.co/IichcWDGC9,0.0,Neutral
338,338,338,930452764454539264,54,0,2017-11-14 15:10:00,": Le premier ministre Justin Trudeau annonce le lancement de , qui permettra aux Canadiens de faire le…",[],['https://t.co/vGHSSgEdSm'],Le premier ministre Justin Trudeau annonce le lancement de qui permettra aux Canadiens de faire,"['Le', 'premier', 'ministre', 'Justin', 'Trudeau', 'annonce', 'le', 'lancement', 'de', 'qui', 'permettra', 'aux', 'Canadiens', 'de', 'faire']","['le', u'premier', u'ministr', u'justin', u'trudeau', u'annonc', 'le', u'lancement', 'de', u'qui', u'permettra', u'aux', u'canadien', 'de', u'fair']","RT @PMcanadien: Le premier ministre Justin Trudeau annonce le lancement de https://t.co/vGHSSgEdSm, qui permettra aux Canadiens de faire le…",0.0,Neutral
339,339,339,930427723037708288,0,0,2017-11-14 13:30:30,Ce capuchon identifie une des trois bornes indiquant les transects transversaux établis par la CGC en D,['#CGC175'],"['https://t.co/M2DtowjbKQ', 'https://t.co/bAvGQ44mm']",Ce capuchon identifie une des trois bornes indiquant les transects transversaux tablis par la CGC en,"['Ce', 'capuchon', 'identifie', 'une', 'des', 'trois', 'bornes', 'indiquant', 'les', 'transects', 'transversaux', 'tablis', 'par', 'la', 'CGC', 'en']","['ce', u'capuchon', u'identifi', u'une', u'des', u'troi', u'born', u'indiqu', u'les', u'transect', u'transversaux', u'tabli', u'par', 'la', u'cgc', 'en']",Ce capuchon identifie une des trois bornes indiquant les transects transversaux établis par la CGC en 1991 #CGC175 https://t.co/M2DtowjbKQ https://t.co/bAvGQ44mmD,0.0,Neutral
340,340,340,930084216393650176,0,0,2017-11-13 14:45:31,Le min Hehr annoncera des fonds pour la en vue de réduire les emissions du secteur étroleEtGaz,"['#TechPropre', '#P']",['https://t.co/cLLuaX14pp'],Le min Hehr annoncera des fonds pour la en vue de duire les emissions du secteur troleEtGaz,"['Le', 'min', 'Hehr', 'annoncera', 'des', 'fonds', 'pour', 'la', 'en', 'vue', 'de', 'duire', 'les', 'emissions', 'du', 'secteur', 'troleEtGaz']","['le', u'min', u'hehr', u'annoncera', u'des', u'fond', u'pour', 'la', 'en', u'vue', 'de', u'duir', u'les', u'emiss', 'du', u'secteur', u'troleetgaz']",Le min Hehr annoncera des fonds pour la #TechPropre en vue de réduire les emissions du secteur #PétroleEtGaz https://t.co/cLLuaX14pp,0.0,Neutral
341,341,341,929423689082392578,0,0,2017-11-11 19:00:49,"Étudiants, la éographie vous intéresse? Durant la éo, parlez à un eert en géo de notre :","['#', '#g', '#SemaineG', '#BiblioVivante']","['https://t.co/YWpJCgdbdX', 'https://t.co/4nKFuVKTKP']",tudiants la ographie vous resse Durant la parlez un eert en de notre,"['tudiants', 'la', 'ographie', 'vous', 'resse', 'Durant', 'la', 'parlez', 'un', 'eert', 'en', 'de', 'notre']","[u'tudiant', 'la', u'ographi', u'vous', u'ress', u'durant', 'la', u'parlez', 'un', u'eert', 'en', 'de', u'notr']","#Étudiants, la #géographie vous intéresse? Durant la #SemaineGéo, parlez à un expert en géo de notre #BiblioVivante: https://t.co/YWpJCgdbdX https://t.co/4nKFuVKTKP",0.0,Neutral
342,342,342,929378602738749446,0,0,2017-11-11 16:01:40,Rendons hommage aux du 🇨🇦 &amp; aux membres des en observant un moment de silence. d00,"['#AnciensCombattants', '#FAC', '#JourDuSouvenir', '#LeCanadaSeSouvient']",['https://t.co/LJipFZi'],Rendons hommage aux du amp aux membres des en observant un moment de silence d00,"['Rendons', 'hommage', 'aux', 'du', 'amp', 'aux', 'membres', 'des', 'en', 'observant', 'un', 'moment', 'de', 'silence', 'd00']","[u'rendon', u'hommag', u'aux', 'du', u'amp', u'aux', u'membr', u'des', 'en', u'observ', 'un', u'moment', 'de', u'silenc', u'd00']",Rendons hommage aux #AnciensCombattants du 🇨🇦  &amp; aux membres des #FAC en observant un moment de silence. #JourDuSouvenir #LeCanadaSeSouvient https://t.co/LJipFZid00,0.0,Neutral
343,343,343,929063112153628672,0,0,2017-11-10 19:08:01,Le min Carr tient une réunion du groupe féd-prov sur le : conflit avec les USA et impacts au Canada 0D1d,['#BoisdOeuvre'],"['https://t.co/qhp8ILEAj7', 'https://t.co/2q5Kkb']",Le min Carr tient une union du groupe prov sur le conflit avec les USA et impacts au Canada 0D1d,"['Le', 'min', 'Carr', 'tient', 'une', 'union', 'du', 'groupe', 'prov', 'sur', 'le', 'conflit', 'avec', 'les', 'USA', 'et', 'impacts', 'au', 'Canada', '0D1d']","['le', u'min', u'carr', u'tient', u'une', u'union', 'du', u'group', u'prov', u'sur', 'le', u'conflit', u'avec', u'les', u'usa', 'et', u'impact', 'au', u'canada', u'0d1d']",Le min Carr tient une réunion du groupe féd-prov sur le #BoisdOeuvre : conflit avec les USA et impacts au Canada https://t.co/qhp8ILEAj7 https://t.co/2q5Kkb0D1d,0.0,Neutral
344,344,344,929061573624246277,0,0,2017-11-10 19:01:54,Comment produit-on les données géospatiales ouvertes? Notre vous l’apprendra! éo,"['#BiblioVivante', '#SemaineG']","['https://t.co/YWpJCgdbdX', 'https://t.co/50Ymvm77uy']",Comment produit les es ospatiales ouvertes Notre vous apprendra,"['Comment', 'produit', 'les', 'es', 'ospatiales', 'ouvertes', 'Notre', 'vous', 'apprendra']","[u'comment', u'produit', u'les', 'es', u'ospatial', u'ouvert', u'notr', u'vous', u'apprendra']",Comment produit-on les données géospatiales ouvertes? Notre #BiblioVivante vous l’apprendra! #SemaineGéo https://t.co/YWpJCgdbdX https://t.co/50Ymvm77uy,0.0,Neutral
345,345,345,929043529762000902,1,0,2017-11-10 17:50:12,": la délégation du [Canada flag] à compte : représentants gouvernementaux, entreprises, organisations autoch…","['#SVQ', '#COP23']",[],la gation du Canada flag compte sentants gouvernementaux entreprises organisations,"['la', 'gation', 'du', 'Canada', 'flag', 'compte', 'sentants', 'gouvernementaux', 'entreprises', 'organisations']","['la', u'gation', 'du', u'canada', u'flag', u'compt', u'sentant', u'gouvernementaux', u'entrepris', u'organis']","RT @environnementca: #SVQ la délégation du [Canada flag] à #COP23 compte : représentants gouvernementaux, entreprises, organisations autoch…",0.0,Neutral
346,346,346,929041798105886720,29,0,2017-11-10 17:43:20,: Déclaration du premier ministre Justin Trudeau à l’occasion du e anniversaire de la fin de la bataille de Passchendaele:…,[],[],claration du premier ministre Justin Trudeau occasion du anniversaire de la fin de la bataille de Passchendaele,"['claration', 'du', 'premier', 'ministre', 'Justin', 'Trudeau', 'occasion', 'du', 'anniversaire', 'de', 'la', 'fin', 'de', 'la', 'bataille', 'de', 'Passchendaele']","[u'clarat', 'du', u'premier', u'ministr', u'justin', u'trudeau', u'occas', 'du', u'anniversair', 'de', 'la', u'fin', 'de', 'la', u'bataill', 'de', u'passchendael']",RT @PMcanadien: Déclaration du premier ministre Justin Trudeau à l’occasion du 100e anniversaire de la fin de la bataille de Passchendaele:…,0.0,Neutral
347,347,347,928991821543469058,0,0,2017-11-10 14:24:44,"Regardez notre scientifique Dustin Whalen, de l’Atlantique, discuter du pergélisol du Canada à CTV samedi prochain à h",['#SciRNCan'],['https://t.co/pktD4yagzz'],Regardez notre scientifique Dustin Whalen de Atlantique discuter du lisol du Canada CTV samedi prochain,"['Regardez', 'notre', 'scientifique', 'Dustin', 'Whalen', 'de', 'Atlantique', 'discuter', 'du', 'lisol', 'du', 'Canada', 'CTV', 'samedi', 'prochain']","[u'regardez', u'notr', u'scientifiqu', u'dustin', u'whalen', 'de', u'atlantiqu', u'discut', 'du', u'lisol', 'du', u'canada', u'ctv', u'samedi', u'prochain']","Regardez notre scientifique Dustin Whalen, de l’Atlantique, discuter du pergélisol du Canada à CTV samedi prochain à 19h #SciRNCan https://t.co/pktD4yagzz",0.0,Neutral
