,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
286,286,928001615415701504,84,95,2017-11-07 20:50:01,Looking for the of a lifetime? Apply to become our Youth Ambassador!,"['#SummerJob', '#ParksCanada']","['https://t.co/2RmQQSAQtO', 'https://t.co/9RgdMUjOab']",Looking lifetime Apply become Youth Ambassador,"['Looking', 'lifetime', 'Apply', 'become', 'Youth', 'Ambassador']","[u'look', u'lifetim', u'appli', u'becom', u'youth', u'ambassador']",Looking for the #SummerJob of a lifetime? Apply to become our 2018 #ParksCanada Youth Ambassador! https://t.co/2RmQQSAQtO @PCParksLife https://t.co/9RgdMUjOab
287,287,927985328719351809,6,18,2017-11-07 19:45:18,"Learn about the repercussions has on , and what we're doing to help:","['#ClimateChange', '#ScienceWithAView']","['https://t.co/X4RQ1wvuJS', 'https://t.co/iSboYwDsH5']",Learn repercussions help,"['Learn', 'repercussions', 'help']","[u'learn', u'repercuss', u'help']","Learn about the repercussions #ClimateChange has on @ForillonNP, and what we're doing to help: https://t.co/X4RQ1wvuJS #ScienceWithAView https://t.co/iSboYwDsH5"
288,288,927944025226797059,31,50,2017-11-07 17:01:10,Happy ! Inuit helps protect endangered Peary caribou in ?,"['#InternationalInuitDay', '#DYK', '#TraditionalKnowledge', '#QausuittuqNP']",['https://t.co/3sIUD3fqvJ'],Happy Inuit helps protect endangered Peary caribou,"['Happy', 'Inuit', 'helps', 'protect', 'endangered', 'Peary', 'caribou']","[u'happi', u'inuit', u'help', u'protect', u'endang', u'peari', u'caribou']",Happy #InternationalInuitDay! #DYK Inuit #TraditionalKnowledge helps protect endangered Peary caribou in #QausuittuqNP? https://t.co/3sIUD3fqvJ
289,289,927884640060432384,4,20,2017-11-07 13:05:12,"Elore away this … see tips on how to get to one of 🇨🇦’s most beautiful places, Wapusk NP!",['#traveltuesday'],"['https://t.co/FCifTjDirG', 'https://t.co/Yl1RhFvBYY']",Elore away see tips get one beautiful places Wapusk NP,"['Elore', 'away', 'see', 'tips', 'get', 'one', 'beautiful', 'places', 'Wapusk', 'NP']","[u'elor', u'away', u'see', u'tip', u'get', u'one', u'beauti', u'place', u'wapusk', 'np']","Explore away this #traveltuesday… see @CBCKidsca tips on how to get to one of 🇨🇦’s most beautiful places, Wapusk NP! https://t.co/FCifTjDirG https://t.co/Yl1RhFvBYY"
290,290,927713506534875136,54,79,2017-11-07 01:45:10,"The capture of Ridge came at great cost for the Cdn Corps: nearly ,000 killed, wounded or missing.","['#Passchendaele', '#CanadaRemembers']",['https://t.co/y1S1iYClkG'],capture Ridge came great cost Cdn Corps nearly 000 killed wounded missing,"['capture', 'Ridge', 'came', 'great', 'cost', 'Cdn', 'Corps', 'nearly', '000', 'killed', 'wounded', 'missing']","[u'captur', u'ridg', u'came', u'great', u'cost', u'cdn', u'corp', u'near', u'000', u'kill', u'wound', u'miss']","The capture of #Passchendaele Ridge came at great cost for the Cdn Corps: nearly 16,000 killed, wounded or missing. #CanadaRemembers https://t.co/y1S1iYClkG"
291,291,927672180237840384,10,21,2017-11-06 23:00:57,This Week in : a new Medal continues Canada’s tradition of Remembrance,['#History'],"['https://t.co/kPwsFlwasW', 'https://t.co/naXgpIcmKo']",Week new Medal continues tradition Remembrance,"['Week', 'new', 'Medal', 'continues', 'tradition', 'Remembrance']","[u'week', u'new', u'medal', u'continu', u'tradit', u'remembr']",This Week in #History: a new Medal continues Canada’s tradition of Remembrance https://t.co/kPwsFlwasW https://t.co/naXgpIcmKo
292,292,927615815117099009,1,0,2017-11-06 19:16:59,": Wow, it sure looks like it! Thanks for sharing, Audrey and congrats on completing this week's …",['#ParksChalleng'],[],Wow sure looks like Thanks sharing Audrey congrats completing week,"['Wow', 'sure', 'looks', 'like', 'Thanks', 'sharing', 'Audrey', 'congrats', 'completing', 'week']","[u'wow', u'sure', u'look', u'like', u'thank', u'share', u'audrey', u'congrat', u'complet', u'week']","RT @ParksCanada: @CaperGran Wow, it sure looks like it! Thanks for sharing, Audrey :) and congrats on completing this week's #ParksChalleng…"
293,293,927576361665028096,33,107,2017-11-06 16:40:12,"in , the iconic Prince of Wales Hotel, built in -27, was designated a NHS!","['#OTD', '#Canada150']","['https://t.co/x6gT3tga0Y', 'https://t.co/JcJEHwoSpo']",iconic Prince Wales Hotel built 27 designated NHS,"['iconic', 'Prince', 'Wales', 'Hotel', 'built', '27', 'designated', 'NHS']","[u'icon', u'princ', u'wale', u'hotel', u'built', '27', u'design', u'nhs']","#OTD in 1992, the iconic Prince of Wales Hotel, built in 1926-27, was designated a NHS! @WatertonLakesNP #Canada150 https://t.co/x6gT3tga0Y https://t.co/JcJEHwoSpo"
294,294,927522271996018688,2,18,2017-11-06 13:05:16,What view do you wish you were enjoying over your morning cup today?,['#ParksChallenge'],['https://t.co/3OpocLl5Oa'],view wish enjoying morning cup today,"['view', 'wish', 'enjoying', 'morning', 'cup', 'today']","[u'view', u'wish', u'enjoy', u'morn', u'cup', u'today']",What view do you wish you were enjoying over your morning cup today? ☕😍  #ParksChallenge https://t.co/3OpocLl5Oa
295,295,927361165826641920,34,80,2017-11-06 02:25:06,Today marks the start of ! 🇨🇦 Stay tuned all week for our daily features,"['#VeteransWeekCa', '#CanadaRemembers']",['https://t.co/10xzInM1tM'],Today marks start Stay tuned week daily features,"['Today', 'marks', 'start', 'Stay', 'tuned', 'week', 'daily', 'features']","[u'today', u'mark', u'start', u'stay', u'tune', u'week', u'daili', u'featur']",Today marks the start of #VeteransWeekCa! 🇨🇦 Stay tuned all week for our daily features #CanadaRemembers @VeteransENG_CA https://t.co/10xzInM1tM
296,296,927330962379366402,137,373,2017-11-06 00:25:05,"It’s the first day of ! ️ From cool photos, to fun facts stay tuned all week for all things polar bear!",['#PolarBearWeek'],['https://t.co/3SraumhUxm'],first day cool photos fun facts stay tuned week things polar bear,"['first', 'day', 'cool', 'photos', 'fun', 'facts', 'stay', 'tuned', 'week', 'things', 'polar', 'bear']","[u'first', u'day', u'cool', u'photo', u'fun', u'fact', u'stay', u'tune', u'week', u'thing', u'polar', u'bear']","It’s the first day of #PolarBearWeek! ❄️ From cool photos, to fun facts stay tuned all week for all things polar bear! @PolarBears https://t.co/3SraumhUxm"
297,297,927293228902244352,4,19,2017-11-05 21:55:08,Learn more about + elore the world of underwater all with our new playlist c,"['#Franklin', '#archeology', '#SubscriberSunday']","['https://t.co/B1IWg1rOA', 'https://t.co/kgGAWDeggf']",Learn elore world underwater new playlist,"['Learn', 'elore', 'world', 'underwater', 'new', 'playlist']","[u'learn', u'elor', u'world', u'underwat', u'new', u'playlist']",Learn more about #Franklin + explore the world of underwater #archeology all with our new playlist https://t.co/B1IWg1rOAc #SubscriberSunday https://t.co/kgGAWDeggf
298,298,927234242056159235,2,7,2017-11-05 18:00:45,"We are performing maintenance on ’s website until :00 a.m. (EST) Monday, November . We thank you for your patience.",['#ParksCanada'],[],performing maintenance website 00 EST Monday November thank patience,"['performing', 'maintenance', 'website', '00', 'EST', 'Monday', 'November', 'thank', 'patience']","[u'perform', u'mainten', u'websit', '00', u'est', u'monday', u'novemb', u'thank', u'patienc']","We are performing maintenance on #ParksCanada’s website until 6:00 a.m. (EST) Monday, November 6. We thank you for your patience."
299,299,927192595071143938,6,20,2017-11-05 15:15:15,Show us your tea-time view from your outdoor adventures this year. Or do you prefer coffee? D,['#ParksChallenge'],['https://t.co/QQGCkP2Gy'],Show us tea time view outdoor adventures year prefer coffee,"['Show', 'us', 'tea', 'time', 'view', 'outdoor', 'adventures', 'year', 'prefer', 'coffee']","[u'show', 'us', u'tea', u'time', u'view', u'outdoor', u'adventur', u'year', u'prefer', u'coffe']",Show us your tea-time view from your outdoor adventures this year. 🌄 Or do you prefer coffee? #ParksChallenge https://t.co/QQGCkP2GyD
300,300,926937132517687296,17,83,2017-11-04 22:20:08,"Enjoy the extra sleep tonight for . If you reach for to brighten up the dark morning, show us your view!","['#DaylightSavings', '#ParksChallenge']",['https://t.co/MGUpsUguDk'],Enjoy extra sleep tonight reach brighten dark morning show us view,"['Enjoy', 'extra', 'sleep', 'tonight', 'reach', 'brighten', 'dark', 'morning', 'show', 'us', 'view']","[u'enjoy', u'extra', u'sleep', u'tonight', u'reach', u'brighten', u'dark', u'morn', u'show', 'us', u'view']","Enjoy the extra sleep tonight for #DaylightSavings. If you reach for ☕ to brighten up the dark morning, show us your view! #ParksChallenge https://t.co/MGUpsUguDk"
301,301,926826540637200387,2,3,2017-11-04 15:00:41,"We are performing maintenance on ’s website until :00 a.m. (EST) Monday, November . We thank you for your patience.",['#ParksCanada'],[],performing maintenance website 00 EST Monday November thank patience,"['performing', 'maintenance', 'website', '00', 'EST', 'Monday', 'November', 'thank', 'patience']","[u'perform', u'mainten', u'websit', '00', u'est', u'monday', u'novemb', u'thank', u'patienc']","We are performing maintenance on #ParksCanada’s website until 6:00 a.m. (EST) Monday, November 6. We thank you for your patience."
302,302,926569927930195970,0,9,2017-11-03 22:01:00,"We are performing maintenance on ’s website until :00 a.m. (EST) Monday, November . We thank you for your patience.",['#ParksCanada'],[],performing maintenance website 00 EST Monday November thank patience,"['performing', 'maintenance', 'website', '00', 'EST', 'Monday', 'November', 'thank', 'patience']","[u'perform', u'mainten', u'websit', '00', u'est', u'monday', u'novemb', u'thank', u'patienc']","We are performing maintenance on #ParksCanada’s website until 6:00 a.m. (EST) Monday, November 6. We thank you for your patience."
303,303,926524734375907328,0,4,2017-11-03 19:01:25,"Please note that ’s website will be unavailable from :00 p.m. (EDT) today, until a.m. (EST) Monday, November .",['#ParksCanada'],[],Please note website unavailable 00 EDT today EST Monday November,"['Please', 'note', 'website', 'unavailable', '00', 'EDT', 'today', 'EST', 'Monday', 'November']","[u'pleas', u'note', u'websit', u'unavail', '00', u'edt', u'today', u'est', u'monday', u'novemb']","Please note that #ParksCanada’s website will be unavailable from 6:00 p.m. (EDT) today, until 6 a.m. (EST) Monday, November 6."
304,304,926466570540453890,9,43,2017-11-03 15:10:17,What’s the best view you’ve ever had with your morning coffee or tea? We want to see it! Don't forget to use the hashtag! 1,['#ParksChallenge'],['https://t.co/1Vk0i1lfi'],best view ever morning coffee tea want see forget use hashtag,"['best', 'view', 'ever', 'morning', 'coffee', 'tea', 'want', 'see', 'forget', 'use', 'hashtag']","[u'best', u'view', u'ever', u'morn', u'coffe', u'tea', u'want', u'see', u'forget', u'use', u'hashtag']",What’s the best view you’ve ever had with your morning coffee or tea? We want to see it! Don't forget to use the #ParksChallenge hashtag! https://t.co/1Vk0i1lfi1
305,305,926426357902598145,9,27,2017-11-03 12:30:30,"in , the st North-West Mounted Police were sworn in at Lower Fort Garry NHS. They were the st law officers in the region.",['#OTD'],['https://t.co/S4VVPBexQH'],st North West Mounted Police sworn Lower Fort Garry NHS st law officers region,"['st', 'North', 'West', 'Mounted', 'Police', 'sworn', 'Lower', 'Fort', 'Garry', 'NHS', 'st', 'law', 'officers', 'region']","['st', u'north', u'west', u'mount', u'polic', u'sworn', u'lower', u'fort', u'garri', u'nhs', 'st', u'law', u'offic', u'region']","#OTD in 1873, the 1st 150 North-West Mounted Police were sworn in at Lower Fort Garry NHS. They were the 1st law officers in the region. https://t.co/S4VVPBexQH"
306,306,926184763370688514,6,3,2017-11-02 20:30:29,"Please note that Parks Canada’s website will be unavailable from :00 p.m. (EDT) on Friday Nov until :00 a.m. (EST) on Monday, Nov .",[],[],Please note Parks website unavailable 00 EDT Friday Nov 00 EST Monday Nov,"['Please', 'note', 'Parks', 'website', 'unavailable', '00', 'EDT', 'Friday', 'Nov', '00', 'EST', 'Monday', 'Nov']","[u'pleas', u'note', u'park', u'websit', u'unavail', '00', u'edt', u'friday', u'nov', '00', u'est', u'monday', u'nov']","Please note that Parks Canada’s website will be unavailable from 6:00 p.m. (EDT) on Friday Nov 3 until 6:00 a.m. (EST) on Monday, Nov 6."
307,307,926150756784361472,11,26,2017-11-02 18:15:22,the region of and site share a common cultural heritage? Learn more: D,"['#DYK', '#Basque', '#RedBayNHS', '#WorldHeritage']","['https://t.co/NnBtpERg7', 'https://t.co/SGLMdUyCot']",region site share common cultural heritage Learn,"['region', 'site', 'share', 'common', 'cultural', 'heritage', 'Learn']","[u'region', u'site', u'share', u'common', u'cultur', u'heritag', u'learn']",#DYK the #Basque region of @Spain and #RedBayNHS #WorldHeritage site share a common cultural heritage? Learn more: https://t.co/NnBtpERg7D https://t.co/SGLMdUyCot
308,308,926143773800849408,16,29,2017-11-02 17:47:37,Celebrating cultural cooperation and exchanges between the country and with the signing of a !,"['#Basque', '#ParksCanada', '#MOU', '#History']",['https://t.co/AHoGBfFbiH'],Celebrating cultural cooperation exchanges country signing,"['Celebrating', 'cultural', 'cooperation', 'exchanges', 'country', 'signing']","[u'celebr', u'cultur', u'cooper', u'exchang', u'countri', u'sign']",Celebrating cultural cooperation and exchanges between the #Basque country and #ParksCanada  with the signing of a #MOU! #History https://t.co/AHoGBfFbiH
309,309,926118062780272640,14,57,2017-11-02 16:05:27,We you to grab an extra special mug and show us your favourite morning view to go along with your cup of coffee or tea!,['#ParksChallenge'],['https://t.co/skTQQdukxL'],grab extra special mug show us favourite morning view go along cup coffee tea,"['grab', 'extra', 'special', 'mug', 'show', 'us', 'favourite', 'morning', 'view', 'go', 'along', 'cup', 'coffee', 'tea']","[u'grab', u'extra', u'special', u'mug', u'show', 'us', u'favourit', u'morn', u'view', 'go', u'along', u'cup', u'coffe', u'tea']",We #ParksChallenge you to grab an extra special mug and show us your favourite morning view to go along with your cup of coffee or tea! ☕ https://t.co/skTQQdukxL
310,310,926060140759003137,8,26,2017-11-02 12:15:17,Head into the deep sea with our new YouTube playlist featuring super cool underwater footage!,['#archeology'],"['https://t.co/B5OmdVSHeg', 'https://t.co/uNsqFWMP3F']",Head deep sea new YouTube playlist featuring super cool underwater footage,"['Head', 'deep', 'sea', 'new', 'YouTube', 'playlist', 'featuring', 'super', 'cool', 'underwater', 'footage']","[u'head', u'deep', u'sea', u'new', u'youtub', u'playlist', u'featur', u'super', u'cool', u'underwat', u'footag']",Head into the deep sea with our new YouTube playlist featuring super cool underwater #archeology footage! 🌊 https://t.co/B5OmdVSHeg https://t.co/uNsqFWMP3F
311,311,925877644763254785,4,3,2017-11-02 00:10:07,Yellowhead Pass NHS allowed for the Grand Trunk Pacific Railway to reach in Nov ?,"['#DYK', '#Jasper', '#Canada150']",['https://t.co/36GyrqcmNS'],Yellowhead Pass NHS allowed Grand Trunk Pacific Railway reach Nov,"['Yellowhead', 'Pass', 'NHS', 'allowed', 'Grand', 'Trunk', 'Pacific', 'Railway', 'reach', 'Nov']","[u'yellowhead', u'pass', u'nhs', u'allow', u'grand', u'trunk', u'pacif', u'railway', u'reach', u'nov']",#DYK Yellowhead Pass NHS allowed for the Grand Trunk Pacific Railway to reach #Jasper in Nov 1911? #Canada150 https://t.co/36GyrqcmNS
312,312,925818567022571520,19,71,2017-11-01 20:15:21,It’s ! Brighten your day by reading some of our success stories:,"['#WildlifeWednesday', '#speciesatrisk']","['https://t.co/VezrlYCO6a', 'https://t.co/rZWJseJIuI']",Brighten day reading success stories,"['Brighten', 'day', 'reading', 'success', 'stories']","[u'brighten', u'day', u'read', u'success', u'stori']",It’s #WildlifeWednesday! Brighten your day by reading some of our #speciesatrisk success stories: https://t.co/VezrlYCO6a https://t.co/rZWJseJIuI
313,313,925766424194437132,6,14,2017-11-01 16:48:10,November is ? Toronto Island Airport Terminal Building NHS is one of our several sites that commemorate aviation,"['#DYK', '#AviationHistoryMonth']",['https://t.co/WPoq4NSp16'],November Toronto Island Airport Terminal Building NHS one several sites commemorate aviation,"['November', 'Toronto', 'Island', 'Airport', 'Terminal', 'Building', 'NHS', 'one', 'several', 'sites', 'commemorate', 'aviation']","[u'novemb', u'toronto', u'island', u'airport', u'termin', u'build', u'nhs', u'one', u'sever', u'site', u'commemor', u'aviat']",#DYK November is #AviationHistoryMonth? Toronto Island Airport Terminal Building NHS is one of our several sites that commemorate aviation https://t.co/WPoq4NSp16
314,314,925739415867183105,22,58,2017-11-01 15:00:50,"In , the number of Blanding's turtles is so small &amp; isolated to they are a “southern relic”","['#NovaScotia', '#KejimkujikNP', '#WildlifeWednesday']",['https://t.co/I0CWdB23bH'],number Blanding turtles small amp isolated southern,"['number', 'Blanding', 'turtles', 'small', 'amp', 'isolated', 'southern']","[u'number', u'bland', u'turtl', u'small', u'amp', u'isol', u'southern']","In #NovaScotia, the number of Blanding's turtles🐢 is so small &amp; isolated to #KejimkujikNP they are a “southern relic” #WildlifeWednesday https://t.co/I0CWdB23bH"
315,315,925501434921193472,0,17,2017-10-31 23:15:11,"Happy ! This week’s is simple as candy corn, show us a photo of your costume!","['#Halloween', '#ParksChallenge']",['https://t.co/G6UcVxs5Yt'],Happy simple candy corn show us photo costume,"['Happy', 'simple', 'candy', 'corn', 'show', 'us', 'photo', 'costume']","[u'happi', u'simpl', u'candi', u'corn', u'show', 'us', u'photo', u'costum']","Happy #Halloween! This week’s #ParksChallenge is simple as candy corn, show us a photo of your costume! https://t.co/G6UcVxs5Yt"
316,316,925467728999337989,8,21,2017-10-31 21:01:15,"are the only mammals that use their own power to fly? When flying, they control both their flight and power.","['#DYK', '#bats', '#BatWeek']",['https://t.co/LsRnmSY4sa'],mammals use power fly flying control flight power,"['mammals', 'use', 'power', 'fly', 'flying', 'control', 'flight', 'power']","[u'mammal', u'use', u'power', u'fli', u'fli', u'control', u'flight', u'power']","#DYK #bats are the only mammals that use their own power to fly? When flying, they control both their flight and power. #BatWeek @Bat_Week https://t.co/LsRnmSY4sa"
317,317,925459125751951361,8,68,2017-10-31 20:27:04,"We might be bias, but this must be the best out there!!! 1c","['#HalloweenCostume', '#HappyHalloween', '#Canada150']",['https://t.co/71ZrPzew'],might bias must best 1c,"['might', 'bias', 'must', 'best', '1c']","[u'might', u'bias', u'must', u'best', '1c']","We might be bias, but this must be the best #HalloweenCostume out there!!! https://t.co/71ZrPzew1c #HappyHalloween #Canada150"
318,318,925407362290208774,45,112,2017-10-31 17:01:23,Little brown are very efficient hunters capable of catching over K insects in just hr! Talk about pest control!,"['#bats', '#BatWeek']",['https://t.co/ki9xgEgeVo'],Little brown efficient hunters capable catching insects hr Talk pest control,"['Little', 'brown', 'efficient', 'hunters', 'capable', 'catching', 'insects', 'hr', 'Talk', 'pest', 'control']","[u'littl', u'brown', u'effici', u'hunter', u'capabl', u'catch', u'insect', 'hr', u'talk', u'pest', u'control']",Little brown #bats are very efficient hunters capable of catching over 1K insects in just 1 hr! Talk about pest control! #BatWeek @Bat_Week https://t.co/ki9xgEgeVo
319,319,925358035106762752,18,42,2017-10-31 13:45:22,Trick or Treat… it’s Halloween! Make the most of your route and make sure to stop by one of our sites to celebrate! C,[],['https://t.co/7AbSW5Ae5'],Trick Halloween Make route make sure stop one sites celebrate,"['Trick', 'Halloween', 'Make', 'route', 'make', 'sure', 'stop', 'one', 'sites', 'celebrate']","[u'trick', u'halloween', u'make', u'rout', u'make', u'sure', u'stop', u'one', u'site', u'celebr']",Trick or Treat… it’s Halloween! 🎃 Make the most of your route and make sure to stop by one of our sites to celebrate! 🎉 https://t.co/7AbSW5Ae5C
320,320,925324083985870848,10,20,2017-10-31 11:30:27,Did you ever want to visit the Arctic wilderness? visited . Read about it:,"['#TuktutNogaitNP', '#TravelTuesday']","['https://t.co/rVt3CFELPl', 'https://t.co/j0Jg35RrVE']",ever want visit Arctic wilderness visited Read,"['ever', 'want', 'visit', 'Arctic', 'wilderness', 'visited', 'Read']","[u'ever', u'want', u'visit', u'arctic', u'wilder', u'visit', u'read']",Did you ever want to visit the Arctic wilderness? @CBCKids visited #TuktutNogaitNP. Read about it: https://t.co/rVt3CFELPl #TravelTuesday https://t.co/j0Jg35RrVE
321,321,925159161771577345,22,79,2017-10-31 00:35:07,"Bat stars, seen in , come in many different colours including red, blue, yellow, brown, and purple!","['#GwaiiHaanas', '#MarineMonday']",['https://t.co/2TsfIsuH3M'],Bat stars seen come many different colours including red blue yellow brown purple,"['Bat', 'stars', 'seen', 'come', 'many', 'different', 'colours', 'including', 'red', 'blue', 'yellow', 'brown', 'purple']","[u'bat', u'star', u'seen', u'come', u'mani', u'differ', u'colour', u'includ', u'red', u'blue', u'yellow', u'brown', u'purpl']","Bat stars, seen in #GwaiiHaanas, come in many different colours including red, blue, yellow, brown, and purple! 🌈 #MarineMonday https://t.co/2TsfIsuH3M"
322,322,925107589322625033,11,63,2017-10-30 21:10:11,: start planning your next adventure! Get on our channel: C,"['#MotivationMonday', '#inspiration', '#YouTube']","['https://t.co/l9HUjL8XI4', 'https://t.co/QCShVRnjK']",start planning your next adventure Get our channel,"['start', 'planning', 'your', 'next', 'adventure', 'Get', 'our', 'channel']","[u'start', u'plan', u'your', u'next', u'adventur', u'get', u'our', u'channel']",#MotivationMonday: start planning your next adventure! Get #inspiration on our #YouTube channel: https://t.co/l9HUjL8XI4 https://t.co/QCShVRnjKC
323,323,925084324617228289,5,0,2017-10-30 19:37:44,": At Fort St. James NHS, this c. violin has a hand carved neck and ebony tailpiece with flowers of mother of pearl…",[],[],Fort St James NHS violin hand carved neck ebony tailpiece flowers mother,"['Fort', 'St', 'James', 'NHS', 'violin', 'hand', 'carved', 'neck', 'ebony', 'tailpiece', 'flowers', 'mother']","[u'fort', 'st', u'jame', u'nhs', u'violin', u'hand', u'carv', u'neck', u'eboni', u'tailpiec', u'flower', u'mother']","RT @PCArchaeology: At Fort St. James NHS, this c. 1850 violin has a hand carved neck and ebony tailpiece with 3 flowers of mother of pearl…"
324,324,925073424925503488,41,0,2017-10-30 18:54:26,": . plays a key role in , and protecting our natural treasures against the effects of …","['#ClimateAction', '#ClimateChan']",[],plays key role protecting natural treasures effects,"['plays', 'key', 'role', 'protecting', 'natural', 'treasures', 'effects']","[u'play', u'key', u'role', u'protect', u'natur', u'treasur', u'effect']","RT @ec_minister: .@ParksCanada plays a key role in #ClimateAction, and protecting our natural treasures against the effects of #ClimateChan…"
325,325,925037251100364800,16,46,2017-10-30 16:30:41,"Being insect-eaters, play an important role in the as a natural form of pest control.","['#bats', '#ecosystem', '#BatWeek']",['https://t.co/hNkiRSxhGt'],insect eaters play important role natural form pest control,"['insect', 'eaters', 'play', 'important', 'role', 'natural', 'form', 'pest', 'control']","[u'insect', u'eater', u'play', u'import', u'role', u'natur', u'form', u'pest', u'control']","Being insect-eaters, #bats play an important role in the #ecosystem as a natural form of pest control. #BatWeek @Bat_Week https://t.co/hNkiRSxhGt"
326,326,925007030695362560,6,12,2017-10-30 14:30:36,This Week in : George Klein reaches space with the d,"['#History', '#CANADARM']","['https://t.co/XCFFB3DMn', 'https://t.co/hOLdl9YcbG']",Week George Klein reaches space,"['Week', 'George', 'Klein', 'reaches', 'space']","[u'week', u'georg', u'klein', u'reach', u'space']","This Week in #History: George Klein reaches space with the #CANADARM
https://t.co/XCFFB3DMnd https://t.co/hOLdl9YcbG"
327,327,924970453877362689,7,24,2017-10-30 12:05:15,Noticed the fort on the Niagara-On-The-Lake Golf Club? It’s Fort Mississauga NHS! An important part of the Fort George NHS. 1,['#Canada150'],['https://t.co/kF5autrTl'],Noticed fort Niagara Lake Golf Club Fort Mississauga NHS important part Fort George NHS,"['Noticed', 'fort', 'Niagara', 'Lake', 'Golf', 'Club', 'Fort', 'Mississauga', 'NHS', 'important', 'part', 'Fort', 'George', 'NHS']","[u'notic', u'fort', u'niagara', u'lake', u'golf', u'club', u'fort', u'mississauga', u'nhs', u'import', u'part', u'fort', u'georg', u'nhs']",Noticed the fort on the Niagara-On-The-Lake Golf Club? It’s Fort Mississauga NHS! An important part of the Fort George NHS. #Canada150 https://t.co/kF5autrTl1
328,328,924811865347252224,3,17,2017-10-30 01:35:05,Love all things ? ️ Check out our underwater playlist to see behind the scenes:,"['#Franklin', '#archeology']","['https://t.co/u7ylh5vukX', 'https://t.co/9pPz1x4dKg']",Love things Check underwater playlist see behind scenes,"['Love', 'things', 'Check', 'underwater', 'playlist', 'see', 'behind', 'scenes']","[u'love', u'thing', u'check', u'underwat', u'playlist', u'see', u'behind', u'scene']",Love all things #Franklin? ❤️ Check out our underwater #archeology playlist to see behind the scenes: https://t.co/u7ylh5vukX https://t.co/9pPz1x4dKg
329,329,924764047588937729,41,101,2017-10-29 22:25:04,In the s fought against inequalities affecting the Black population in C8,"['#ViolaDesmond', '#Canada', '#WomensHistoryMonth']","['https://t.co/QCsHBUw8vq', 'https://t.co/Nvo52C5g']",fought inequalities affecting Black population C8,"['fought', 'inequalities', 'affecting', 'Black', 'population', 'C8']","[u'fought', u'inequ', u'affect', u'black', u'popul', 'c8']",In the 1940s #ViolaDesmond fought against inequalities affecting the Black population in #Canada https://t.co/QCsHBUw8vq #WomensHistoryMonth https://t.co/Nvo52C5gC8
330,330,924712689238233089,51,103,2017-10-29 19:01:00,native to Canada are insect-eaters and typically devour half their weight in insects during a single night of hunting?,"['#DYK', '#bats', '#BatWeek']",['https://t.co/RZUu26WYqx'],native Canada insect eaters typically devour half weight insects single night hunting,"['native', 'Canada', 'insect', 'eaters', 'typically', 'devour', 'half', 'weight', 'insects', 'single', 'night', 'hunting']","[u'nativ', u'canada', u'insect', u'eater', u'typic', u'devour', u'half', u'weight', u'insect', u'singl', u'night', u'hunt']",#DYK #bats native to Canada are insect-eaters and typically devour half their weight in insects during a single night of hunting? #BatWeek https://t.co/RZUu26WYqx
331,331,924628158783086592,19,64,2017-10-29 13:25:06,Boo! Make this year’s the BEST ever… Check out our activities at your favourite sites !,['#Halloween'],"['https://t.co/zNlntn6Itr', 'https://t.co/ai3N8c2nlb']",Boo Make BEST Check activities favourite sites,"['Boo', 'Make', 'BEST', 'Check', 'activities', 'favourite', 'sites']","[u'boo', u'make', u'best', u'check', u'activ', u'favourit', u'site']",Boo! 👻 Make this year’s #Halloween the BEST ever… Check out our activities at your favourite sites 🎃! https://t.co/zNlntn6Itr https://t.co/ai3N8c2nlb
332,332,924444449127747589,2,17,2017-10-29 01:15:06,What are you dressing up as for this year? Show off your costume at one of our spooktacular events!,['#Halloween'],"['https://t.co/HLnSY30qRv', 'https://t.co/hKoG0qKIgZ']",dressing year Show costume one spooktacular events,"['dressing', 'year', 'Show', 'costume', 'one', 'spooktacular', 'events']","[u'dress', u'year', u'show', u'costum', u'one', u'spooktacular', u'event']",What are you dressing up as for #Halloween this year? Show off your costume at one of our spooktacular events! https://t.co/HLnSY30qRv https://t.co/hKoG0qKIgZ
333,333,924390352286633984,4,15,2017-10-28 21:40:08,Dive in and learn more about our super cool underwater work with our YouTube playlist!,['#archeology'],"['https://t.co/QQ60AYAVke', 'https://t.co/lD02sOL0sR']",Dive learn super cool underwater work YouTube playlist,"['Dive', 'learn', 'super', 'cool', 'underwater', 'work', 'YouTube', 'playlist']","[u'dive', u'learn', u'super', u'cool', u'underwat', u'work', u'youtub', u'playlist']",Dive in and learn more about our super cool underwater #archeology work with our YouTube playlist! 🌊 https://t.co/QQ60AYAVke https://t.co/lD02sOL0sR
334,334,924376528074563584,44,127,2017-10-28 20:45:13,Exciting news for our Canadian ocean-lovers: over % of our oceans and coastlines are now protected!,[],"['https://t.co/2WP3z7B72Q', 'https://t.co/gmPTwXSB4S']",Exciting news Canadian ocean lovers oceans coastlines protected,"['Exciting', 'news', 'Canadian', 'ocean', 'lovers', 'oceans', 'coastlines', 'protected']","[u'excit', u'news', u'canadian', u'ocean', u'lover', u'ocean', u'coastlin', u'protect']",Exciting news for our Canadian ocean-lovers: over 5% of our oceans and coastlines are now protected! https://t.co/2WP3z7B72Q https://t.co/gmPTwXSB4S
