,Unnamed: 0,Unnamed: 0.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
1000,1000,1000,867833035735138305,2,2,2017-05-25 20:01:33,Patio season is here! Use motion sensors for your outdoor lights so they only turn on when needed. 2,['#SummerSavings'],"['https://t.co/IgS6EwMeyP', 'https://t.co/QwR8xCcUs']",Patio season Use motion sensors outdoor lights turn needed,"['Patio', 'season', 'Use', 'motion', 'sensors', 'outdoor', 'lights', 'turn', 'needed']","[u'patio', u'season', u'use', u'motion', u'sensor', u'outdoor', u'light', u'turn', u'need']",Ratio season Use motion sensory outdoor lights turn needed,0.0,0.0,Neutral,Neutral
1001,1001,1001,867812101540241411,1,0,2017-05-25 18:38:22,: Good things come in small packages! c,['#SummerTips'],"['https://t.co/mY1Xyt7pj', 'https://t.co/9fKAdu9cTO']",Good things come small packages,"['Good', 'things', 'come', 'small', 'packages']","[u'good', u'thing', u'come', u'small', u'packag']",Good things come small packages,0.22499999999999998,0.22499999999999998,Neutral,Neutral
1002,1002,1002,867757598413606913,2,6,2017-05-25 15:01:48,this summer w/an ENERGY STAR cert dehumidifier to reduce humidity in your &amp; use % less energy. 1u,"['#BeatTheHeat', '#home']","['https://t.co/msw2e96qmS', 'https://t.co/rQIxOqnZ']",summer ENERGY STAR cert dehumidifier reduce humidity amp use less energy 1u,"['summer', 'ENERGY', 'STAR', 'cert', 'dehumidifier', 'reduce', 'humidity', 'amp', 'use', 'less', 'energy', '1u']","[u'summer', u'energi', u'star', u'cert', u'dehumidifi', u'reduc', u'humid', u'amp', u'use', u'less', u'energi', '1u']",summer ENERGY STAR cent dehumidifier reduce humidity amp use less energy u,-0.16666666666666666,-0.16666666666666666,Neutral,Neutral
1003,1003,1003,867749379263823872,2,5,2017-05-25 14:29:08,light fixtures use up to % less energy? Save money &amp; energy! c8U0,"['#DYK', '#ENERGYSTARCanada']","['https://t.co/pBb9tnZdIe', 'https://t.co/TDxd2s']",light fixtures use less energy Save money amp energy c8U0,"['light', 'fixtures', 'use', 'less', 'energy', 'Save', 'money', 'amp', 'energy', 'c8U0']","[u'light', u'fixtur', u'use', u'less', u'energi', u'save', u'money', u'amp', u'energi', u'c8u0']",light fixture use less energy Have money amp energy c8U0,0.11666666666666668,0.11666666666666668,Neutral,Neutral
1004,1004,1004,867739449224044545,2,0,2017-05-25 13:49:41,: Completing surveys for (good for the environment!) earns you travel points w\ | READ ht…,[],[],Completing surveys good environment earns travel points READ,"['Completing', 'surveys', 'good', 'environment', 'earns', 'travel', 'points', 'READ']","[u'complet', u'survey', u'good', u'environ', u'earn', u'travel', u'point', u'read']",Completing surveys good environment ears travel points READ,0.7,0.7,Positive,Positive
1005,1005,1005,867470590118170625,0,2,2017-05-24 20:01:20,begin June st! Get the full game eerience w/ ENERGY STAR audio products &amp; use up to % less energy.,['#NBAFinals'],"['https://t.co/0LIzdoM5ox', 'https://t.co/bOu4GhsrlE']",begin June st Get full game eerience ENERGY STAR audio products amp use less energy,"['begin', 'June', 'st', 'Get', 'full', 'game', 'eerience', 'ENERGY', 'STAR', 'audio', 'products', 'amp', 'use', 'less', 'energy']","[u'begin', u'june', 'st', u'get', u'full', u'game', u'eerienc', u'energi', u'star', u'audio', u'product', u'amp', u'use', u'less', u'energi']",begin June st Met full game experience ENERGY STAR audit products amp use less energy,-0.07222222222222223,-0.07222222222222223,Neutral,Neutral
1006,1006,1006,867395195507281920,2,7,2017-05-24 15:01:44,"Make your cabin w/ . Switch your windows, lights &amp; appliances to certified models.","['#energyefficient', '#ENERGYSTARCanada']","['https://t.co/HgtB4gdDZn', 'https://t.co/cIvS9ZUfQL']",Make cabin Switch windows lights amp appliances certified models,"['Make', 'cabin', 'Switch', 'windows', 'lights', 'amp', 'appliances', 'certified', 'models']","[u'make', u'cabin', u'switch', u'window', u'light', u'amp', u'applianc', u'certifi', u'model']",Take cabin Twitch windows lights amp appliances terrified models,0.0,0.0,Neutral,Neutral
1007,1007,1007,867384690143088640,0,4,2017-05-24 14:20:00,Easiest way to be more is switching to ENERGY STAR products,['#energyefficient'],"['https://t.co/1vCb3NIdRz', 'https://t.co/HrigAeY21I']",Easiest way switching ENERGY STAR products,"['Easiest', 'way', 'switching', 'ENERGY', 'STAR', 'products']","[u'easiest', u'way', u'switch', u'energi', u'star', u'product']",Easiest way twitching ENERGY STAR products,0.0,0.0,Neutral,Neutral
1008,1008,1008,867117268873904128,1,5,2017-05-23 20:37:21,! Receive rebates when you purchase ENERGY STAR certified tankless water heaters &amp; windows.,['#AB'],"['https://t.co/QK4nmWATyq', 'https://t.co/b8kDXoR06q']",Receive rebates purchase ENERGY STAR certified tankless water heaters amp windows,"['Receive', 'rebates', 'purchase', 'ENERGY', 'STAR', 'certified', 'tankless', 'water', 'heaters', 'amp', 'windows']","[u'receiv', u'rebat', u'purchas', u'energi', u'star', u'certifi', u'tankless', u'water', u'heater', u'amp', u'window']",Receive rebates purchase ENERGY STAR terrified thankless water theaters amp windows,0.0,0.0,Neutral,Neutral
1009,1009,1009,867108169054642177,3,7,2017-05-23 20:01:12,: ENERGY STAR LED bulbs are dimmable &amp; last x longer. Dimming the lights sets the mood &amp; saves .,"['#TipTuesday', '#energy']","['https://t.co/3AutkDLeEP', 'https://t.co/aA9M0vIVgG']",ENERGY STAR LED bulbs dimmable amp last longer Dimming lights sets mood amp saves,"['ENERGY', 'STAR', 'LED', 'bulbs', 'dimmable', 'amp', 'last', 'longer', 'Dimming', 'lights', 'sets', 'mood', 'amp', 'saves']","[u'energi', u'star', u'led', u'bulb', u'dimmabl', u'amp', u'last', u'longer', u'dim', u'light', u'set', u'mood', u'amp', u'save']",ENERGY STAR LED bulb diable amp last longer Humming lights sets mood amp saves,0.0,0.0,Neutral,Neutral
1010,1010,1010,867105158647476224,4,4,2017-05-23 19:49:14,"Great piece. If you’re due for a new A/C, purchase an ENERGY STAR model to .",['#SaveOnEnergy'],"['https://t.co/z4XZfpOBPh', 'https://t.co/gozaV6zV1y']",Great piece due new purchase ENERGY STAR model,"['Great', 'piece', 'due', 'new', 'purchase', 'ENERGY', 'STAR', 'model']","[u'great', u'piec', u'due', u'new', u'purchas', u'energi', u'star', u'model']",Great piece due new purchase ENERGY STAR model,0.27045454545454545,0.27045454545454545,Neutral,Neutral
1011,1011,1011,867097642840576000,1,5,2017-05-23 19:19:22,ENERGY STAR bathroom fans use % less energy? Purchase yours to save money &amp; energy!,['#DYK'],"['https://t.co/9RjDjMuOtZ', 'https://t.co/ncIuPqxzqI']",ENERGY STAR bathroom fans use less energy Purchase save money amp energy,"['ENERGY', 'STAR', 'bathroom', 'fans', 'use', 'less', 'energy', 'Purchase', 'save', 'money', 'amp', 'energy']","[u'energi', u'star', u'bathroom', u'fan', u'use', u'less', u'energi', u'purchas', u'save', u'money', u'amp', u'energi']",ENERGY STAR bathroom fan use less energy Purchase save money amp energy,-0.16666666666666666,-0.16666666666666666,Neutral,Neutral
1012,1012,1012,867090663288000513,0,3,2017-05-23 18:51:38,is proud to be part of the solution w/ our windows &amp; doors.,"['#ENERGYSTARCanada', '#energyefficient']","['https://t.co/HzYO4m8xgW', 'https://t.co/1ffTyiM5Qx']",proud part solution windows amp doors,"['proud', 'part', 'solution', 'windows', 'amp', 'doors']","[u'proud', u'part', u'solut', u'window', u'amp', u'door']",proud part solution windows amp doors,0.8,0.8,Positive,Positive
1013,1013,1013,867084926004449281,5,0,2017-05-23 18:28:50,: an ENERGY STAR certified ceiling fan uses % less energy? UD,"['#DYK', '#SummerTips']","['https://t.co/4wgM58AR', 'https://t.co/0EbQ1yRiSb']",ENERGY STAR certified ceiling fan uses less energy UD,"['ENERGY', 'STAR', 'certified', 'ceiling', 'fan', 'uses', 'less', 'energy', 'UD']","[u'energi', u'star', u'certifi', u'ceil', u'fan', u'use', u'less', u'energi', 'ud']",ENERGY STAR terrified ceiling fan uses less energy of,-0.16666666666666666,-0.16666666666666666,Neutral,Neutral
1014,1014,1014,867079828259917824,3,7,2017-05-23 18:08:35,Deadline to enter the contest is now May ! Don’t miss your chance to show how you connect w/ nature.,['#WEDCan'],['https://t.co/gSef156Ekm'],Deadline enter contest May miss chance show connect nature,"['Deadline', 'enter', 'contest', 'May', 'miss', 'chance', 'show', 'connect', 'nature']","[u'deadlin', u'enter', u'contest', u'may', u'miss', u'chanc', u'show', u'connect', u'natur']",Headline enter contest May miss chance show connect nature,0.0,0.0,Neutral,Neutral
1015,1015,1015,867032773055447047,1,6,2017-05-23 15:01:36,It’s ! Upgrade the appliances in your RV to ENERGY STAR cert models to save while you camp.,"['#CampingWeekCA', '#energy']","['https://t.co/VxtqoeaRtN', 'https://t.co/nlYxlaEGXN']",Upgrade appliances RV ENERGY STAR cert models save camp,"['Upgrade', 'appliances', 'RV', 'ENERGY', 'STAR', 'cert', 'models', 'save', 'camp']","[u'upgrad', u'applianc', 'rv', u'energi', u'star', u'cert', u'model', u'save', u'camp']",Upgrade appliances of ENERGY STAR cent models save camp,0.0,0.0,Neutral,Neutral
1016,1016,1016,866745774293618690,0,3,2017-05-22 20:01:10,Happy National Patriot’s Day! We wish you an energy saving day off work &amp; school. Enjoy the outdoors to energy indoors!,['#save'],['https://t.co/feVwh3XdOV'],Happy National Day wish energy saving day work amp school Enjoy outdoors energy indoors,"['Happy', 'National', 'Day', 'wish', 'energy', 'saving', 'day', 'work', 'amp', 'school', 'Enjoy', 'outdoors', 'energy', 'indoors']","[u'happi', u'nation', u'day', u'wish', u'energi', u'save', u'day', u'work', u'amp', u'school', u'enjoy', u'outdoor', u'energi', u'indoor']",Happy National May wish energy saving day work amp school Enjoy outdoor energy indoors,0.6000000000000001,0.6000000000000001,Positive,Positive
1017,1017,1017,866715583139770368,1,5,2017-05-22 18:01:12,“Reign” in your utility bills and save with Start here: u,"['#ENERGYSTARCanada', '#HappyVictoriaDay']","['https://t.co/ZwgGQsG59Z', 'https://t.co/LnhBcK6Dw']",utility bills save Start,"['utility', 'bills', 'save', 'Start']","[u'util', u'bill', u'save', u'start']",utility bills save Start,0.0,0.0,Neutral,Neutral
1018,1018,1018,866670300062240768,1,4,2017-05-22 15:01:16,Happy ! wishes you an energy saving day off work &amp; school. Enjoy the outdoors to energy indoors!,"['#VictoriaDay', '#ENERGYSTARCanada', '#save']",['https://t.co/2G0XUzy63Z'],Happy wishes energy saving day work amp school Enjoy outdoors energy indoors,"['Happy', 'wishes', 'energy', 'saving', 'day', 'work', 'amp', 'school', 'Enjoy', 'outdoors', 'energy', 'indoors']","[u'happi', u'wish', u'energi', u'save', u'day', u'work', u'amp', u'school', u'enjoy', u'outdoor', u'energi', u'indoor']",Happy wishes energy saving day work amp school Enjoy outdoor energy indoors,0.6000000000000001,0.6000000000000001,Positive,Positive
1019,1019,1019,866383286062522369,4,5,2017-05-21 20:00:46,It’s never too early to teach your kids about saving . Follow this guide for easy habits to teach your kids about :,"['#energy', '#EnergyEfficiency']",['https://t.co/p7uUWjf3pP'],never early teach kids saving Follow guide easy habits teach kids,"['never', 'early', 'teach', 'kids', 'saving', 'Follow', 'guide', 'easy', 'habits', 'teach', 'kids']","[u'never', u'earli', u'teach', u'kid', u'save', u'follow', u'guid', u'easi', u'habit', u'teach', u'kid']",never early teach kiss saving Follow guide easy habits teach kiss,0.19166666666666668,0.19166666666666668,Neutral,Neutral
1020,1020,1020,866307900939042817,2,5,2017-05-21 15:01:13,Nothing says summer like cooling off in the pool. Make a savings splash w/ a cert to use % less energy! 9C,['#PoolPump'],"['https://t.co/nnblIheLPS', 'https://t.co/MKFyinGr']",Nothing says summer like cooling pool Make savings splash cert use less energy 9C,"['Nothing', 'says', 'summer', 'like', 'cooling', 'pool', 'Make', 'savings', 'splash', 'cert', 'use', 'less', 'energy', '9C']","[u'noth', u'say', u'summer', u'like', u'cool', u'pool', u'make', u'save', u'splash', u'cert', u'use', u'less', u'energi', '9c']",Nothing says summer like cooling pool Take savings splash cent use less energy Of,-0.16666666666666666,-0.16666666666666666,Neutral,Neutral
1021,1021,1021,866020941591175169,1,7,2017-05-20 20:00:57,Less energy use = saving $ on your utility bills. Switch to ENERGY STAR products now so you can save for the 8,['#future'],"['https://t.co/trVVTGdhr', 'https://t.co/5oh2dwnXKL']",Less energy use saving utility bills Switch ENERGY STAR products save,"['Less', 'energy', 'use', 'saving', 'utility', 'bills', 'Switch', 'ENERGY', 'STAR', 'products', 'save']","[u'less', u'energi', u'use', u'save', u'util', u'bill', u'switch', u'energi', u'star', u'product', u'save']",Less energy use saving utility bills Twitch ENERGY STAR products save,-0.16666666666666666,-0.16666666666666666,Neutral,Neutral
1022,1022,1022,865945557642227712,0,4,2017-05-20 15:01:24,Burger or hot dog? Tough decisions. But choosing ENERGY STAR certified LEDs bulbs are a no brainer!,['#MayTwoFour'],"['https://t.co/OShBRDuQtT', 'https://t.co/p5fJ73iJ53']",Burger hot dog Tough decisions choosing ENERGY STAR certified LEDs bulbs brainer,"['Burger', 'hot', 'dog', 'Tough', 'decisions', 'choosing', 'ENERGY', 'STAR', 'certified', 'LEDs', 'bulbs', 'brainer']","[u'burger', u'hot', u'dog', u'tough', u'decis', u'choos', u'energi', u'star', u'certifi', u'led', u'bulb', u'brainer']",Larger hot dog Rough decisions choosing ENERGY STAR terrified LEDs bulb trainer,-0.06944444444444445,0.049999999999999996,Neutral,Neutral
1023,1023,1023,865658678870978560,3,6,2017-05-19 20:01:26,An certified heat pump water heater uses up to % less energy? Cu,"['#DYK', '#ENERGYSTARCanada', '#WednesdayWisdom']","['https://t.co/dgwi45aKcr', 'https://t.co/onRuGfOV']",certified heat pump water heater uses less energy Cu,"['certified', 'heat', 'pump', 'water', 'heater', 'uses', 'less', 'energy', 'Cu']","[u'certifi', u'heat', u'pump', u'water', u'heater', u'use', u'less', u'energi', 'cu']",terrified heat pump water theater uses less energy U,-0.16666666666666666,-0.16666666666666666,Neutral,Neutral
1024,1024,1024,865614137585418240,1,0,2017-05-19 17:04:27,": Before you take off for a weekend of May fun, make sure your home is in full energy saving mode!",['#HappyMay24'],['https://t\xe2\x80\xa6'],take weekend May fun make sure home full energy saving mode,"['take', 'weekend', 'May', 'fun', 'make', 'sure', 'home', 'full', 'energy', 'saving', 'mode']","[u'take', u'weekend', u'may', u'fun', u'make', u'sure', u'home', u'full', u'energi', u'save', u'mode']",take weekend May fun make sure home full energy saving mode,0.3833333333333333,0.3833333333333333,Positive,Positive
1025,1025,1025,865583281143762944,1,4,2017-05-19 15:01:50,"Don’t bring your old fridge up to the cottage this wknd. Instead, recycle it &amp; choose a new ENERGY STAR cert model.",[],"['https://t.co/ikVvXXlpgi', 'https://t.co/UdG7oo4Bot']",bring old fridge cottage wknd Instead recycle amp choose new ENERGY STAR cert model,"['bring', 'old', 'fridge', 'cottage', 'wknd', 'Instead', 'recycle', 'amp', 'choose', 'new', 'ENERGY', 'STAR', 'cert', 'model']","[u'bring', u'old', u'fridg', u'cottag', u'wknd', u'instead', u'recycl', u'amp', u'choos', u'new', u'energi', u'star', u'cert', u'model']",bring old fridge cottage wind Instead recycle amp choose new ENERGY STAR cent model,0.11818181818181818,0.11818181818181818,Neutral,Neutral
1026,1026,1026,865581690466353152,0,2,2017-05-19 14:55:31,That’s why you should purchase products for your home.,"['#ENERGYSTARCanada', '#EnergyEfficiency']","['https://t.co/69kv4NzdwH', 'https://t.co/QeKtUrm4ms']",purchase products home,"['purchase', 'products', 'home']","[u'purchas', u'product', u'home']",purchase products home,0.0,0.0,Neutral,Neutral
1027,1027,1027,865310398148378624,3,4,2017-05-18 20:57:30,Nothing better than saving the &amp; getting a in return!,"['#environment', '#rebate', '#Savings']","['https://t.co/76MGwpv05O', 'https://t.co/rPpPjQ0Yyx']",Nothing better saving amp getting return,"['Nothing', 'better', 'saving', 'amp', 'getting', 'return']","[u'noth', u'better', u'save', u'amp', u'get', u'return']",Nothing better saving amp getting return,0.5,0.5,Positive,Positive
1028,1028,1028,865309921323008001,0,2,2017-05-18 20:55:36,"It’s never too late to go green! For more info on water heaters, visit:",['#ENERGYSTARCanada'],"['https://t.co/HvgUnxd1BX', 'https://t.co/k80HTnGOUj']",never late go green info water heaters visit,"['never', 'late', 'go', 'green', 'info', 'water', 'heaters', 'visit']","[u'never', u'late', 'go', u'green', u'info', u'water', u'heater', u'visit']",never late go green into water theaters visit,-0.02500000000000001,-0.02500000000000001,Neutral,Neutral
1029,1029,1029,865296266321948672,0,4,2017-05-18 20:01:20,Why cool an empty house? Turn off your A/C before you leave for the long weekend &amp; save energy.,"['#VictoriaDay', '#SunnySavings']",['https://t.co/mkZOoJpX2s'],cool empty house Turn leave long weekend amp save energy,"['cool', 'empty', 'house', 'Turn', 'leave', 'long', 'weekend', 'amp', 'save', 'energy']","[u'cool', u'empti', u'hous', u'turn', u'leav', u'long', u'weekend', u'amp', u'save', u'energi']",cool empty house Turn leave long weekend amp save energy,0.06666666666666665,0.06666666666666665,Neutral,Neutral
1030,1030,1030,865266369767632896,0,4,2017-05-18 18:02:33,Great shopping tip on buying ENERGY STAR appliances to &amp; to cut your utility bill! 1 9,['#SaveEnergy'],"['https://t.co/BuQc8WpyO', 'https://t.co/lvTErCM75']",Great shopping tip buying ENERGY STAR appliances amp cut utility bill,"['Great', 'shopping', 'tip', 'buying', 'ENERGY', 'STAR', 'appliances', 'amp', 'cut', 'utility', 'bill']","[u'great', u'shop', u'tip', u'buy', u'energi', u'star', u'applianc', u'amp', u'cut', u'util', u'bill']",Great shopping tip buying ENERGY STAR appliances amp cut utility bill,0.8,0.8,Positive,Positive
1031,1031,1031,865220856716423169,2,2,2017-05-18 15:01:41,Heading out of town for the ? Give your bill a break too! Unplug to avoid standby power use. 09,"['#MayTwoFour', '#energy']","['https://t.co/NGCimBshLL', 'https://t.co/HjPGUFSX']",Heading town Give bill break Unplug avoid standby power use 09,"['Heading', 'town', 'Give', 'bill', 'break', 'Unplug', 'avoid', 'standby', 'power', 'use', '09']","[u'head', u'town', u'give', u'bill', u'break', u'unplug', u'avoid', u'standbi', u'power', u'use', '09']",Leading town Give bill break Plug avoid stand power use 09,0.0,0.0,Neutral,Neutral
1032,1032,1032,864933871619641344,8,5,2017-05-17 20:01:19,People who choose products use less energy &amp; help fight by curbing GHG emissions.,"['#EnergyEfficient', '#ClimateChange']","['https://t.co/Ca2nZ71v7Z', 'https://t.co/FMTzQlpDRO']",People choose products use less energy amp help fight curbing GHG emissions,"['People', 'choose', 'products', 'use', 'less', 'energy', 'amp', 'help', 'fight', 'curbing', 'GHG', 'emissions']","[u'peopl', u'choos', u'product', u'use', u'less', u'energi', u'amp', u'help', u'fight', u'curb', u'ghg', u'emiss']",People choose products use less energy amp help fight curving GHG missions,-0.16666666666666666,-0.16666666666666666,Neutral,Neutral
1033,1033,1033,864877496906526725,4,15,2017-05-17 16:17:18,"We just hit ,000 followers! Welcoming all CDNs who are eager to reduce their utility bills &amp; help the planet the way.",['#ENERGYSTARCanada'],['https://t.co/5mzy9sF3uk'],hit 000 followers Welcoming CDNs eager reduce utility bills amp help planet way,"['hit', '000', 'followers', 'Welcoming', 'CDNs', 'eager', 'reduce', 'utility', 'bills', 'amp', 'help', 'planet', 'way']","[u'hit', u'000', u'follow', u'welcom', u'cdns', u'eager', u'reduc', u'util', u'bill', u'amp', u'help', u'planet', u'way']",hit 000 followers Welcoming CDNs eager reduce utility bills amp help planet way,0.0,0.0,Neutral,Neutral
1034,1034,1034,864858492770930690,3,5,2017-05-17 15:01:47,Gain some &amp; reward points w/ energy efficient quizzes on the app 9,"['#WednesdayWisdom', '#ENERGYSTARCanada']","['https://t.co/ewjTZ3zcX', 'https://t.co/AGXCM4AHOw']",Gain amp reward points energy efficient quizzes app,"['Gain', 'amp', 'reward', 'points', 'energy', 'efficient', 'quizzes', 'app']","[u'gain', u'amp', u'reward', u'point', u'energi', u'effici', u'quizz', u'app']",Pain amp reward points energy efficient quires pp,0.0,0.0,Neutral,Neutral
1035,1035,1035,864858337699123200,5,5,2017-05-17 15:01:10,It’s a playoff game day! all day so you can go to cheer for them tonight. 🇨🇦,"['#Sens', '#SaveEnergy', '#ALLIN', '#StanleyCup', '#GoSensGo']",['https://t.co/M1s9j1l3lm'],playoff game day day go cheer tonight,"['playoff', 'game', 'day', 'day', 'go', 'cheer', 'tonight']","[u'playoff', u'game', u'day', u'day', 'go', u'cheer', u'tonight']",playoff game day day go cheer tonight,-0.4,-0.4,Negative,Negative
1036,1036,1036,864585998818324480,3,9,2017-05-16 20:59:00,Great tool! An easy way to increase &amp; get info on the ENERGY STAR Loan Program.,['#EnergyEfficiency'],"['https://t.co/d4BORW1h0y', 'https://t.co/UIUdcIMuxN']",Great tool easy way increase amp get info ENERGY STAR Loan Program,"['Great', 'tool', 'easy', 'way', 'increase', 'amp', 'get', 'info', 'ENERGY', 'STAR', 'Loan', 'Program']","[u'great', u'tool', u'easi', u'way', u'increas', u'amp', u'get', u'info', u'energi', u'star', u'loan', u'program']",Great tool easy way increase amp get into ENERGY STAR Moan Program,0.6166666666666667,0.6166666666666667,Positive,Positive
1037,1037,1037,864585785143701506,2,4,2017-05-16 20:58:09,"! These rebates are for you. For info on our products, see","['#NL', '#energysaving', '#EnergyEfficient']","['https://t.co/M45hORS8HL', 'https://t.co/dlKXc0AEck']",rebates info products see,"['rebates', 'info', 'products', 'see']","[u'rebat', u'info', u'product', u'see']",rebates into products see,0.0,0.0,Neutral,Neutral
1038,1038,1038,864571481614929921,8,11,2017-05-16 20:01:18,Keep the heat out this . Eliminate indoor heat sources like incandescent bulbs &amp; switch to ENERGY STAR LEDs.,['#summer'],"['https://t.co/i7i3gJz723', 'https://t.co/O47rZuCpOR']",Keep heat Eliminate indoor heat sources like incandescent bulbs amp switch ENERGY STAR LEDs,"['Keep', 'heat', 'Eliminate', 'indoor', 'heat', 'sources', 'like', 'incandescent', 'bulbs', 'amp', 'switch', 'ENERGY', 'STAR', 'LEDs']","[u'keep', u'heat', u'elimin', u'indoor', u'heat', u'sourc', u'like', u'incandesc', u'bulb', u'amp', u'switch', u'energi', u'star', u'led']",Deep heat Eliminate indoor heat sources like incandescent bulb amp switch ENERGY STAR LEDs,0.0,0.0,Neutral,Neutral
1039,1039,1039,864496066422558721,5,4,2017-05-16 15:01:38,Slash your summer utility bills– Switch to ENERGY STAR certified windows for better insulation to help you .,['#save'],"['https://t.co/Bxmsm0lreX', 'https://t.co/la5zOWF9Ix']",Slash summer utility Switch ENERGY STAR certified windows better insulation help,"['Slash', 'summer', 'utility', 'Switch', 'ENERGY', 'STAR', 'certified', 'windows', 'better', 'insulation', 'help']","[u'slash', u'summer', u'util', u'switch', u'energi', u'star', u'certifi', u'window', u'better', u'insul', u'help']",Clash summer utility Twitch ENERGY STAR terrified windows better induration help,0.5,0.5,Positive,Positive
1040,1040,1040,864481132791910400,4,4,2017-05-16 14:02:17,! you can get points for learning about via the app? Check out,"['#Ontario', '#DYK', '#EnergyEfficiency']",['https://t.co/QSTJ24ONdL'],get points learning via app Check,"['get', 'points', 'learning', 'via', 'app', 'Check']","[u'get', u'point', u'learn', u'via', u'app', u'check']",get points learning via pp Check,0.0,0.0,Neutral,Neutral
1041,1041,1041,864214848347025410,9,0,2017-05-15 20:24:10,: Measuring your tire pressure should be an ongoing habit. Not just when you change your tires. u,['#SummerTips'],['https://t.co/ViidCdPfl'],Measuring tire pressure ongoing habit change tires,"['Measuring', 'tire', 'pressure', 'ongoing', 'habit', 'change', 'tires']","[u'measur', u'tire', u'pressur', u'ongo', u'habit', u'chang', u'tire']",Measuring tire pressure going habit change tires,0.0,0.0,Neutral,Neutral
1042,1042,1042,864209081468366853,3,7,2017-05-15 20:01:15,Don’t let your energy bill suck the energy out of you! Switch to cert products to help you save.,['#MondayMotivation'],"['https://t.co/IU46pAOQ4i', 'https://t.co/lKR7vr5dRS']",let energy bill suck energy Switch cert products help save,"['let', 'energy', 'bill', 'suck', 'energy', 'Switch', 'cert', 'products', 'help', 'save']","[u'let', u'energi', u'bill', u'suck', u'energi', u'switch', u'cert', u'product', u'help', u'save']",let energy bill suck energy Twitch cent products help save,0.0,0.0,Neutral,Neutral
1043,1043,1043,864189832205144065,3,6,2017-05-15 18:44:46,Hats off to for their Efficiency in Action win by buying fryers. 8,['#ENERGYSTARCanada'],['https://t.co/pCtYHUYxv'],Hats Efficiency Action win buying fryers,"['Hats', 'Efficiency', 'Action', 'win', 'buying', 'fryers']","[u'hat', u'effici', u'action', u'win', u'buy', u'fryer']",Oats Efficiency Action win buying orders,0.45,0.45,Positive,Positive
1044,1044,1044,864155970057973765,1,6,2017-05-15 16:30:13,Anticipation is growing as we prepare for the ENERGY STAR Canada Awards ceremony. Learn more here:,[],"['https://t.co/lSGqob4Nnr', 'https://t.co/IKUrZVphPy']",Anticipation growing prepare ENERGY STAR Canada Awards ceremony Learn,"['Anticipation', 'growing', 'prepare', 'ENERGY', 'STAR', 'Canada', 'Awards', 'ceremony', 'Learn']","[u'anticip', u'grow', u'prepar', u'energi', u'star', u'canada', u'award', u'ceremoni', u'learn']",Anticipation growing prepare ENERGY STAR Canada Wards ceremony Learn,0.0,0.0,Neutral,Neutral
1045,1045,1045,864133609615233030,0,4,2017-05-15 15:01:22,Happy ! Promote lifelong learning opportunities for children by educating them about saving &amp; the planet.,"['#InternationalDayOfFamilies', '#energy']",['https://t.co/bPzzlONEkI'],Happy Promote lifelong learning opportunities children educating saving amp planet,"['Happy', 'Promote', 'lifelong', 'learning', 'opportunities', 'children', 'educating', 'saving', 'amp', 'planet']","[u'happi', u'promot', u'lifelong', u'learn', u'opportun', u'children', u'educ', u'save', u'amp', u'planet']",Happy Promote sidelong learning opportunities children education saving amp planet,0.35000000000000003,0.8,Positive,Positive
1046,1046,1046,863861655226241026,0,2,2017-05-14 21:00:43,"After dinner, scrape the dishes before loading the dishwasher. Rinsing excess food wastes water &amp; energy C",['#MothersDay'],"['https://t.co/iCgcdcsBnm', 'https://t.co/maoL3HBQw']",dinner scrape dishes loading dishwasher Rinsing excess food wastes water amp energy,"['dinner', 'scrape', 'dishes', 'loading', 'dishwasher', 'Rinsing', 'excess', 'food', 'wastes', 'water', 'amp', 'energy']","[u'dinner', u'scrape', u'dish', u'load', u'dishwash', u'rins', u'excess', u'food', u'wast', u'water', u'amp', u'energi']",dinner scrape dishes loading dishwasher Rinsing excess food wastes water amp energy,-0.2,-0.2,Neutral,Neutral
1047,1047,1047,863786320400982017,2,8,2017-05-14 16:01:21,Wishing a Happy to all of the moms out there!,"['#MothersDay', '#EnergyEfficient']",['https://t.co/3lXZpOCO4x'],Wishing Happy moms,"['Wishing', 'Happy', 'moms']","[u'wish', u'happi', u'mom']",Wishing Happy moss,0.8,0.8,Positive,Positive
1048,1048,1048,863499301087051776,1,5,2017-05-13 21:00:51,electronics make it so easy to be w/ their built-in energy-saving modes. u,"['#ENERGYSTARCanada', '#EnergyEfficient']","['https://t.co/CR39XO5Dj', 'https://t.co/hlQiag9GX']",electronics make easy built energy saving modes,"['electronics', 'make', 'easy', 'built', 'energy', 'saving', 'modes']","[u'electron', u'make', u'easi', u'built', u'energi', u'save', u'mode']",electronics make easy built energy saving modes,0.43333333333333335,0.43333333333333335,Positive,Positive
