,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,sentiment_score,sentiment_type
10,10,740568919614849024,25,0,2016-06-08 15:39:24,: Min LeBlanc annonce la nouvelle Alliance de recherche océanique au Canada (AROC) éeMondialeOcéans,['#Journ'],['https://t.co/TsQBZAsZ\xe2\x80\xa6'],RT Min LeBlanc annonce la nouvelle Alliance de recherche anique au Canada AROC ans https co,"['RT', 'Min', 'LeBlanc', 'annonce', 'la', 'nouvelle', 'Alliance', 'de', 'recherche', 'anique', 'au', 'Canada', 'AROC', 'ans', 'https', 'co']","['rt', u'min', u'leblanc', u'annonc', 'la', u'nouvell', u'allianc', 'de', u'recherch', u'aniqu', 'au', u'canada', u'aroc', u'an', u'https', 'co']",RT @MPO_DFO: Min LeBlanc annonce la nouvelle Alliance de recherche océanique au Canada (AROC)  #JournéeMondialeOcéans https://t.co/TsQBZAsZ…,Economical,fr,25,0.0,Neutral
11,11,712387672984174592,24,0,2016-03-22 21:17:11,: Le réinvestit massivement dans l'infrastructure d'un océan à l'autre.,['#Budget2016'],['https://t.co/HAeJVLaLUf'],RT FinancesCanada Le Budget2016 investit massivement dans infrastructure un autre https co HAeJVLaLUf,"['RT', 'FinancesCanada', 'Le', 'Budget2016', 'investit', 'massivement', 'dans', 'infrastructure', 'un', 'autre', 'https', 'co', 'HAeJVLaLUf']","['rt', u'financescanada', 'le', u'budget2016', u'investit', u'massiv', u'dan', u'infrastructur', 'un', u'autr', u'https', 'co', u'haejvlaluf']",RT @FinancesCanada: Le #Budget2016 réinvestit massivement dans l'infrastructure d'un océan à l'autre. https://t.co/HAeJVLaLUf,Economical,fr,24,0.0,Neutral
12,12,876150644163448832,22,0,2017-06-17 18:52:46,": Looking for something to do today? Visit the Canada Centre for Inland Waters Open House in Burlington, ! …","['#ON', '#ServCDNs', '#N']",[],RT environmentca Looking something today Visit Canada Centre Inland Waters Open House Burlington ServCDNs,"['RT', 'environmentca', 'Looking', 'something', 'today', 'Visit', 'Canada', 'Centre', 'Inland', 'Waters', 'Open', 'House', 'Burlington', 'ServCDNs']","['rt', u'environmentca', u'look', u'someth', u'today', u'visit', u'canada', u'centr', u'inland', u'water', u'open', u'hous', u'burlington', u'servcdn']","RT @environmentca: Looking for something to do today? Visit the Canada Centre for Inland Waters Open House in Burlington, #ON! #ServCDNs #N…",Environmental,en,22,0.0,Neutral
13,13,781936911581601793,20,0,2016-09-30 19:21:02,: It only happens once every yrs Register to comment on state of the lakes ht…,['#GreatLakesForum'],['https://t.co/zarHYNqEKy'],RT IJCsharedwaters happens every yrs GreatLakesForum Register comment state lakes https co zarHYNqEKy,"['RT', 'IJCsharedwaters', 'happens', 'every', 'yrs', 'GreatLakesForum', 'Register', 'comment', 'state', 'lakes', 'https', 'co', 'zarHYNqEKy']","['rt', u'ijcsharedwat', u'happen', u'everi', u'yrs', u'greatlakesforum', u'regist', u'comment', u'state', u'lake', u'https', 'co', u'zarhynqeki']",RT @IJCsharedwaters: It only happens once every 3 yrs #GreatLakesForum Register to comment on state of the lakes https://t.co/zarHYNqEKy ht…,Environmental,en,20,0.0,Neutral
14,14,842452638893539329,18,0,2017-03-16 19:08:55,": Chaque année, nos scientifiques réalisent des projets de recherche sur &amp; sous l’eau. Apprenez-en plus :",[],['https://t.co/9TZ2\xe2\x80\xa6'],RT Chaque nos scientifiques alisent des projets de recherche sur amp sous eau Apprenez en plus https co,"['RT', 'Chaque', 'nos', 'scientifiques', 'alisent', 'des', 'projets', 'de', 'recherche', 'sur', 'amp', 'sous', 'eau', 'Apprenez', 'en', 'plus', 'https', 'co']","['rt', u'chaqu', u'nos', u'scientifiqu', u'alis', u'des', u'projet', 'de', u'recherch', u'sur', u'amp', u'sous', u'eau', u'apprenez', 'en', u'plus', u'https', 'co']","RT @MPO_Science: Chaque année, nos scientifiques réalisent des projets de recherche sur &amp; sous l’eau. Apprenez-en plus :  https://t.co/9TZ2…",Environmental,fr,18,0.0,Neutral
15,15,840230933055836162,17,0,2017-03-10 16:00:39,": Ceci pourrait être votre lieu de travail! Ne manquez pas le bateau, regardez les possibilités d’emplois à la GCC ici",[],['https://t\xe2\x80\xa6'],RT Ceci pourrait votre lieu de travail Ne manquez pas le bateau regardez les emplois la GCC ici https,"['RT', 'Ceci', 'pourrait', 'votre', 'lieu', 'de', 'travail', 'Ne', 'manquez', 'pas', 'le', 'bateau', 'regardez', 'les', 'emplois', 'la', 'GCC', 'ici', 'https']","['rt', u'ceci', u'pourrait', u'votr', u'lieu', 'de', u'travail', 'ne', u'manquez', u'pas', 'le', u'bateau', u'regardez', u'les', u'emploi', 'la', u'gcc', u'ici', u'https']","RT @GCC_CCG: Ceci pourrait être votre lieu de travail! Ne manquez pas le bateau, regardez les possibilités d’emplois à la GCC ici https://t…",Economical,fr,17,0.0,Neutral
16,16,796380584536866820,17,0,2016-11-09 15:55:02,": Pour défendre la liberté &amp; la démocratie, des Cdns ont servi dans les airs, sur terre et en mer https:/…",['#Nelesoubliezpas'],[],RT Pour fendre la amp la mocratie des Cdns ont servi dans les airs sur terre et en mer Nelesoubliezpas https,"['RT', 'Pour', 'fendre', 'la', 'amp', 'la', 'mocratie', 'des', 'Cdns', 'ont', 'servi', 'dans', 'les', 'airs', 'sur', 'terre', 'et', 'en', 'mer', 'Nelesoubliezpas', 'https']","['rt', u'pour', u'fendr', 'la', u'amp', 'la', u'mocrati', u'des', u'cdns', u'ont', u'servi', u'dan', u'les', u'air', u'sur', u'terr', 'et', 'en', u'mer', u'nelesoubliezpa', u'https']","RT @VeteransFR_CA: Pour défendre la liberté &amp; la démocratie, des Cdns ont servi dans les airs, sur terre et en mer #Nelesoubliezpas https:/…",Environmental,fr,17,0.0,Neutral
17,17,925046744576090113,16,0,2017-10-30 17:08:25,: Le Canada a atteint son objectif de visant à protéger % de ses éans avant la fin 🇨🇦,"['#ConservationMarine', '#oc']",['https://t.co/\xe2\x80\xa6'],RT Le Canada atteint son objectif de ConservationMarine visant ger de ses ans avant la fin 2017 https co,"['RT', 'Le', 'Canada', 'atteint', 'son', 'objectif', 'de', 'ConservationMarine', 'visant', 'ger', 'de', 'ses', 'ans', 'avant', 'la', 'fin', '2017', 'https', 'co']","['rt', 'le', u'canada', u'atteint', u'son', u'objectif', 'de', u'conservationmarin', u'visant', u'ger', 'de', u'ses', u'an', u'avant', 'la', u'fin', u'2017', u'https', 'co']",RT @MPO_DFO: Le Canada a atteint son objectif de #ConservationMarine visant à protéger 5% de ses #océans avant la fin 2017 🇨🇦 https://t.co/…,Environmental,fr,16,0.0,Neutral
18,18,795765251849523202,16,0,2016-11-07 23:09:55,": Le PM Trudeau et le min. Garneau annoncent un Plan national de protection des océans de ,5G$: http…",[],['https://t.co/mRyaFE1fnN'],RT PMcanadien Le PM Trudeau et le min Garneau annoncent un Plan national de protection des ans de 5G https co mRyaFE1fnN,"['RT', 'PMcanadien', 'Le', 'PM', 'Trudeau', 'et', 'le', 'min', 'Garneau', 'annoncent', 'un', 'Plan', 'national', 'de', 'protection', 'des', 'ans', 'de', '5G', 'https', 'co', 'mRyaFE1fnN']","['rt', u'pmcanadien', 'le', 'pm', u'trudeau', 'et', 'le', u'min', u'garneau', u'annonc', 'un', u'plan', u'nation', 'de', u'protect', u'des', u'an', 'de', '5g', u'https', 'co', u'mryafe1fnn']","RT @PMcanadien: Le PM Trudeau et le min. Garneau annoncent un Plan national de protection des océans de 1,5G$: https://t.co/mRyaFE1fnN http…",Environmental,fr,16,0.0,Neutral
19,19,833001834201673729,15,0,2017-02-18 17:14:48,: Joyeuse Journée mondiale des ! Voici l’occasion de tout connaître sur ces créatures stupéfiantes,['#baleines'],['https://t.co/zPtIVBq\xe2\x80\xa6'],RT Joyeuse mondiale des baleines Voici occasion de tout tre sur ces atures fiantes https co,"['RT', 'Joyeuse', 'mondiale', 'des', 'baleines', 'Voici', 'occasion', 'de', 'tout', 'tre', 'sur', 'ces', 'atures', 'fiantes', 'https', 'co']","['rt', u'joyeus', u'mondial', u'des', u'balein', u'voici', u'occas', 'de', u'tout', u'tre', u'sur', u'ces', u'atur', u'fiant', u'https', 'co']",RT @MPO_DFO: Joyeuse Journée mondiale des #baleines! Voici l’occasion de tout connaître sur ces créatures stupéfiantes https://t.co/zPtIVBq…,Economical,fr,15,0.0,Neutral
20,20,737346628168896514,15,0,2016-05-30 18:15:10,": Sur l’eau ou sur la route, les conséquences de l’ au volant sont les mêmes! écuritéNautique https:/…","['#alcool', '#S']",[],RT Sur eau ou sur la route les quences de alcool au volant sont les MADDCanada Nautique https,"['RT', 'Sur', 'eau', 'ou', 'sur', 'la', 'route', 'les', 'quences', 'de', 'alcool', 'au', 'volant', 'sont', 'les', 'MADDCanada', 'Nautique', 'https']","['rt', u'sur', u'eau', 'ou', u'sur', 'la', u'rout', u'les', u'quenc', 'de', u'alcool', 'au', u'volant', u'sont', u'les', u'maddcanada', u'nautiqu', u'https']","RT @Transports_gc: Sur l’eau ou sur la route, les conséquences de l’#alcool au volant sont les mêmes! @MADDCanada #SécuritéNautique https:/…",Environmental,fr,15,0.0,Neutral
21,21,712397233942085633,15,0,2016-03-22 21:55:10,: Investir pour faire bénéficier les Autochtones de la prospérité du Canada. 1,['#Budget2016'],['https://t.co/HoPMqNnkJ'],RT FinancesCanada Investir pour faire ficier les Autochtones de la du Canada Budget2016 https co HoPMqNnkJ1,"['RT', 'FinancesCanada', 'Investir', 'pour', 'faire', 'ficier', 'les', 'Autochtones', 'de', 'la', 'du', 'Canada', 'Budget2016', 'https', 'co', 'HoPMqNnkJ1']","['rt', u'financescanada', u'investir', u'pour', u'fair', u'ficier', u'les', u'autochton', 'de', 'la', 'du', u'canada', u'budget2016', u'https', 'co', u'hopmqnnkj1']",RT @FinancesCanada: Investir pour faire bénéficier les Autochtones de la prospérité du Canada. #Budget2016 https://t.co/HoPMqNnkJ1,Economical,fr,15,0.0,Neutral
22,22,886987373791256576,15,0,2017-07-17 16:34:03,: Semaine nationale de éventionDeLaNoyade! Suivez-nous pour des conseils sur la sécurité nautique cet été :,"['#Pr', '#']",['https://t.\xe2\x80\xa6'],RT Semaine nationale de ventionDeLaNoyade Suivez nous pour des conseils sur la nautique cet https,"['RT', 'Semaine', 'nationale', 'de', 'ventionDeLaNoyade', 'Suivez', 'nous', 'pour', 'des', 'conseils', 'sur', 'la', 'nautique', 'cet', 'https']","['rt', u'semain', u'national', 'de', u'ventiondelanoyad', u'suivez', u'nous', u'pour', u'des', u'conseil', u'sur', 'la', u'nautiqu', u'cet', u'https']",RT @Transports_gc: Semaine nationale de #PréventionDeLaNoyade! Suivez-nous pour des conseils sur la sécurité nautique cet #été : https://t.…,Economical,fr,15,0.0,Neutral
23,23,700468286107078656,14,0,2016-02-18 23:53:48,: postes d'Agent(e) des êches vous attendent! Postulez ici avant le mars! https:/…,"['#p', '#emplois']",['https://t.co/3HoQxdwEXl'],RT 40 postes Agent des vous attendent Postulez ici https co 3HoQxdwEXl avant le mars emplois https,"['RT', '40', 'postes', 'Agent', 'des', 'vous', 'attendent', 'Postulez', 'ici', 'https', 'co', '3HoQxdwEXl', 'avant', 'le', 'mars', 'emplois', 'https']","['rt', '40', u'post', u'agent', u'des', u'vous', u'attend', u'postulez', u'ici', u'https', 'co', u'3hoqxdwexl', u'avant', 'le', u'mar', u'emploi', u'https']",RT @MPO_GCC_Quebec: 40 postes d'Agent(e) des #pêches vous attendent! Postulez ici https://t.co/3HoQxdwEXl avant le 4 mars! #emplois https:/…,Economical,fr,14,0.0,Neutral
24,24,789873189153275904,7,7,2016-10-22 16:56:58,Le NGCC Île Saint-Ours (Sorel-Tracy) fait du balisage sur la rivière des Outaouais àlanavigation ère,"['#Aides', '#GCCFi']",['https://t.co/kzCsH59EnF'],Le NGCC le Saint Sorel Tracy fait du balisage sur la des Outaouais lanavigation https co kzCsH59EnF,"['Le', 'NGCC', 'le', 'Saint', 'Sorel', 'Tracy', 'fait', 'du', 'balisage', 'sur', 'la', 'des', 'Outaouais', 'lanavigation', 'https', 'co', 'kzCsH59EnF']","['le', u'ngcc', 'le', u'saint', u'sorel', u'traci', u'fait', 'du', u'balisag', u'sur', 'la', u'des', u'outaouai', u'lanavig', u'https', 'co', u'kzcsh59enf']",Le NGCC Île Saint-Ours (Sorel-Tracy) fait du balisage sur la rivière des Outaouais #Aidesàlanavigation #GCCFière https://t.co/kzCsH59EnF,Environmental,fr,14,0.0,Neutral
25,25,725767576215797761,14,0,2016-04-28 19:24:08,": Le Canada et l'Union européenne u8 ensemble pour lutter contre la pêche illicite, non déclarée et non rég…",[],['https://t.co/IjDd5eKq'],RT Le Canada et Union enne https co IjDd5eKqu8 ensemble pour lutter contre la illicite non et non,"['RT', 'Le', 'Canada', 'et', 'Union', 'enne', 'https', 'co', 'IjDd5eKqu8', 'ensemble', 'pour', 'lutter', 'contre', 'la', 'illicite', 'non', 'et', 'non']","['rt', 'le', u'canada', 'et', u'union', u'enn', u'https', 'co', u'ijdd5ekqu8', u'ensembl', u'pour', u'lutter', u'contr', 'la', u'illicit', u'non', 'et', u'non']","RT @MPO_DFO: Le Canada et l'Union européenne https://t.co/IjDd5eKqu8 ensemble pour lutter contre la pêche illicite, non déclarée et non rég…",Social,fr,14,0.0,Neutral
26,26,712386411241021441,13,0,2016-03-22 21:12:10,: Il y a d'excellentes raisons d'envisager l'avenir du Canada avec confiance.,['#Budget2016'],[],RT FinancesCanada Il excellentes raisons envisager avenir du Canada avec confiance Budget2016,"['RT', 'FinancesCanada', 'Il', 'excellentes', 'raisons', 'envisager', 'avenir', 'du', 'Canada', 'avec', 'confiance', 'Budget2016']","['rt', u'financescanada', 'il', u'excellent', u'raison', u'envisag', u'avenir', 'du', u'canada', u'avec', u'confianc', u'budget2016']",RT @FinancesCanada: Il y a d'excellentes raisons d'envisager l'avenir du Canada avec confiance. #Budget2016,Economical,fr,13,0.0,Neutral
27,27,782938458302087168,13,0,2016-10-03 13:40:49,: Des femmes de tous les horizons ont façonné notre histoire — lisez et partagez C âceàElle https…,['#Gr'],['https://t.co/O4TVle3zO'],RT Des femmes de tous les horizons ont notre histoire lisez et partagez https co O4TVle3zOC Elle,"['RT', 'Des', 'femmes', 'de', 'tous', 'les', 'horizons', 'ont', 'notre', 'histoire', 'lisez', 'et', 'partagez', 'https', 'co', 'O4TVle3zOC', 'Elle']","['rt', u'des', u'femm', 'de', u'tous', u'les', u'horizon', u'ont', u'notr', u'histoir', u'lisez', 'et', u'partagez', u'https', 'co', u'o4tvle3zoc', u'ell']",RT @Femmes_Canada: Des femmes de tous les horizons ont façonné notre histoire — lisez et partagez https://t.co/O4TVle3zOC #GrâceàElle https…,Social,fr,13,0.0,Neutral
28,28,744964695443005440,13,0,2016-06-20 18:46:38,: Le gouvernement lance un examen des processus environnementaux/réglementaires pour rétablir la confiance du public htt…,[],[],RT salledepresseGC Le gouvernement lance un examen des processus environnementaux glementaires pour tablir la confiance du public,"['RT', 'salledepresseGC', 'Le', 'gouvernement', 'lance', 'un', 'examen', 'des', 'processus', 'environnementaux', 'glementaires', 'pour', 'tablir', 'la', 'confiance', 'du', 'public']","['rt', u'salledepressegc', 'le', u'gouvern', u'lanc', 'un', u'examen', u'des', u'processus', u'environnementaux', u'glementair', u'pour', u'tablir', 'la', u'confianc', 'du', u'public']",RT @salledepresseGC: Le gouvernement lance un examen des processus environnementaux/réglementaires pour rétablir la confiance du public htt…,Environmental,fr,13,0.0,Neutral
29,29,733746902148251648,13,0,2016-05-20 19:51:08,: Les emplois sont affichés! Répandez la nouvelle!,['#PlusScience'],"['https://t.co/hUWKlkVJF5', 'https://t.co/SQMgrBXhtV']",RT Les emplois sont pandez la nouvelle https co hUWKlkVJF5 PlusScience https co SQMgrBXhtV,"['RT', 'Les', 'emplois', 'sont', 'pandez', 'la', 'nouvelle', 'https', 'co', 'hUWKlkVJF5', 'PlusScience', 'https', 'co', 'SQMgrBXhtV']","['rt', u'les', u'emploi', u'sont', u'pandez', 'la', u'nouvell', u'https', 'co', u'huwklkvjf5', u'plusscienc', u'https', 'co', u'sqmgrbxhtv']",RT @MPO_DFO: Les emplois sont affichés! Répandez la nouvelle! https://t.co/hUWKlkVJF5 #PlusScience https://t.co/SQMgrBXhtV,Economical,fr,13,0.0,Neutral
30,30,884524189956308992,12,0,2017-07-10 21:26:15,: Nous sommes maintenant sur Facebook! Plongez dans notre contenu,[],"['https://t.co/OJT3P4n0mm', 'https://t.co/KmWYAwJUVT']",RT Nous sommes maintenant sur Facebook Plongez dans notre contenu https co OJT3P4n0mm https co KmWYAwJUVT,"['RT', 'Nous', 'sommes', 'maintenant', 'sur', 'Facebook', 'Plongez', 'dans', 'notre', 'contenu', 'https', 'co', 'OJT3P4n0mm', 'https', 'co', 'KmWYAwJUVT']","['rt', u'nous', u'somm', u'mainten', u'sur', u'facebook', u'plongez', u'dan', u'notr', u'contenu', u'https', 'co', u'ojt3p4n0mm', u'https', 'co', u'kmwyawjuvt']",RT @MPO_DFO: Nous sommes maintenant sur Facebook! Plongez dans notre contenu 🌊🐳 https://t.co/OJT3P4n0mm https://t.co/KmWYAwJUVT,Social,fr,12,0.0,Neutral
31,31,905908835726086145,12,0,2017-09-07 21:41:12,: À ne pas manquer! Venez nous voir sur FB direct du avec ce soir h,['#ParlonsBaleines'],['https://t.co/\xe2\x80\xa6'],RT ne pas manquer Venez nous voir sur FB direct du museedelanature avec ce soir 18h ParlonsBaleines https co,"['RT', 'ne', 'pas', 'manquer', 'Venez', 'nous', 'voir', 'sur', 'FB', 'direct', 'du', 'museedelanature', 'avec', 'ce', 'soir', '18h', 'ParlonsBaleines', 'https', 'co']","['rt', 'ne', u'pas', u'manquer', u'venez', u'nous', u'voir', u'sur', 'fb', u'direct', 'du', u'museedelanatur', u'avec', 'ce', u'soir', u'18h', u'parlonsbalein', u'https', 'co']",RT @MPO_DFO: À ne pas manquer! Venez nous voir sur FB direct du @museedelanature avec @canada_c3 ce soir 18h #ParlonsBaleines https://t.co/…,Social,fr,12,0.1,Neutral
32,32,933497185450250240,12,0,2017-11-23 00:47:27,": Un Griffon CH-146 et Hercules CC-130 de l’ du e Escadron ont évacués un patient d’un navire du lac Ontario,…",[],[],RT JRCCTrentCCCOS Un Griffon CH 146 et Hercules CC 130 de du 424e Escadron ont un patient un navire du lac Ontario,"['RT', 'JRCCTrentCCCOS', 'Un', 'Griffon', 'CH', '146', 'et', 'Hercules', 'CC', '130', 'de', 'du', '424e', 'Escadron', 'ont', 'un', 'patient', 'un', 'navire', 'du', 'lac', 'Ontario']","['rt', u'jrcctrentccco', 'un', u'griffon', 'ch', u'146', 'et', u'hercul', 'cc', u'130', 'de', 'du', u'424e', u'escadron', u'ont', 'un', u'patient', 'un', u'navir', 'du', u'lac', u'ontario']","RT @JRCCTrentCCCOS: Un Griffon CH-146 et
Hercules CC-130 de l’@ARC_RCAF du 424e Escadron ont évacués un patient d’un
navire du lac Ontario,…",Social,fr,12,0.0,Neutral
