,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,Reactions_SUM,sentiment_score,sentiment_type
0,0,928689911993110528,2169,0,2017-11-09 18:25:03,: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le /11 et serez ajouté à une mosaïque …,['#Lecanada'],[],RT RT pour rendre hommage aux rans canadiens Vous recevrez un rappel le 11 11 et serez une que,"['RT', 'RT', 'pour', 'rendre', 'hommage', 'aux', 'rans', 'canadiens', 'Vous', 'recevrez', 'un', 'rappel', 'le', '11', '11', 'et', 'serez', 'une', 'que']","['rt', 'rt', u'pour', u'rendr', u'hommag', u'aux', u'ran', u'canadien', u'vous', u'recevrez', 'un', u'rappel', 'le', '11', '11', 'et', u'serez', u'une', u'que']",RT @VeteransFR_CA: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le 11/11 et serez ajouté à une mosaïque #Lecanada…,Social,fr,2169,0.0,Neutral
1,1,902587367462236160,56,68,2017-08-29 17:42:52,Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique! énÉnergie,['#G'],"['https://t.co/U3tTGAoKkw', 'https://t.co/2ddH7eTwuh']",Le changement climatique vous tient ur Aidez nous finir notre avenir tique https co U3tTGAoKkw nergie https co 2ddH7eTwuh,"['Le', 'changement', 'climatique', 'vous', 'tient', 'ur', 'Aidez', 'nous', 'finir', 'notre', 'avenir', 'tique', 'https', 'co', 'U3tTGAoKkw', 'nergie', 'https', 'co', '2ddH7eTwuh']","['le', u'changement', u'climatiqu', u'vous', u'tient', 'ur', u'aidez', u'nous', u'finir', u'notr', u'avenir', u'tiqu', u'https', 'co', u'u3ttgaokkw', u'nergi', u'https', 'co', u'2ddh7etwuh']",Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique! https://t.co/U3tTGAoKkw  #GénÉnergie https://t.co/2ddH7eTwuh,Social,fr,124,0.0,Neutral
2,2,899702457021984769,41,69,2017-08-21 18:39:16,Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique! énÉnergie,['#G'],"['https://t.co/ymXJGMc3vg', 'https://t.co/f6FRMnGzoQ']",Le changement climatique vous tient ur Aidez nous finir notre avenir tique https co ymXJGMc3vg nergie https co f6FRMnGzoQ,"['Le', 'changement', 'climatique', 'vous', 'tient', 'ur', 'Aidez', 'nous', 'finir', 'notre', 'avenir', 'tique', 'https', 'co', 'ymXJGMc3vg', 'nergie', 'https', 'co', 'f6FRMnGzoQ']","['le', u'changement', u'climatiqu', u'vous', u'tient', 'ur', u'aidez', u'nous', u'finir', u'notr', u'avenir', u'tiqu', u'https', 'co', u'ymxjgmc3vg', u'nergi', u'https', 'co', u'f6frmngzoq']",Le changement climatique vous tient à cœur? Aidez-nous à définir notre avenir énergétique! https://t.co/ymXJGMc3vg #GénÉnergie https://t.co/f6FRMnGzoQ,Social,fr,110,0.0,Neutral
3,3,881145186969161728,101,0,2017-07-01 13:39:18,: Le PM invite les Canadiens à célébrer le e anniversaire de la Confédération canadienne. …,['#FeteDuC'],['https://t.co/Tk7SyvNZ6q'],RT PMcanadien Le PM invite les Canadiens brer le 150e anniversaire de la ration canadienne https co Tk7SyvNZ6q,"['RT', 'PMcanadien', 'Le', 'PM', 'invite', 'les', 'Canadiens', 'brer', 'le', '150e', 'anniversaire', 'de', 'la', 'ration', 'canadienne', 'https', 'co', 'Tk7SyvNZ6q']","['rt', u'pmcanadien', 'le', 'pm', u'invit', u'les', u'canadien', u'brer', 'le', u'150e', u'anniversair', 'de', 'la', u'ration', u'canadienn', u'https', 'co', u'tk7syvnz6q']",RT @PMcanadien: Le PM invite les Canadiens à célébrer le 150e anniversaire de la Confédération canadienne. https://t.co/Tk7SyvNZ6q #FeteDuC…,Environmental,fr,101,0.0,Neutral
4,4,918116142400622594,86,0,2017-10-11 14:08:40,: Chaque fille a la capacité de changer notre monde et le droit d’atteindre son plein potentiel: …,['#Jou'],['https://t.co/OnpO9Lxadv'],RT PMcanadien Chaque fille la de changer notre monde et le droit atteindre son plein potentiel https co OnpO9Lxadv,"['RT', 'PMcanadien', 'Chaque', 'fille', 'la', 'de', 'changer', 'notre', 'monde', 'et', 'le', 'droit', 'atteindre', 'son', 'plein', 'potentiel', 'https', 'co', 'OnpO9Lxadv']","['rt', u'pmcanadien', u'chaqu', u'fill', 'la', 'de', u'changer', u'notr', u'mond', 'et', 'le', u'droit', u'atteindr', u'son', u'plein', u'potentiel', u'https', 'co', u'onpo9lxadv']",RT @PMcanadien: Chaque fille a la capacité de changer notre monde et le droit d’atteindre son plein potentiel: https://t.co/OnpO9Lxadv #Jou…,Social,fr,86,0.0,Neutral
5,5,897460824079556608,35,50,2017-08-15 14:11:49,Moins consommer et mieux conserver l’énergie : comment faire? Participez à la discussion énÉnergie,['#G'],"['https://t.co/ymXJGMc3vg', 'https://t.co/xzzLrnipfV']",Moins consommer et mieux conserver nergie comment faire Participez la discussion https co ymXJGMc3vg nergie https co xzzLrnipfV,"['Moins', 'consommer', 'et', 'mieux', 'conserver', 'nergie', 'comment', 'faire', 'Participez', 'la', 'discussion', 'https', 'co', 'ymXJGMc3vg', 'nergie', 'https', 'co', 'xzzLrnipfV']","[u'moin', u'consomm', 'et', u'mieux', u'conserv', u'nergi', u'comment', u'fair', u'participez', 'la', u'discuss', u'https', 'co', u'ymxjgmc3vg', u'nergi', u'https', 'co', u'xzzlrnipfv']",Moins consommer et mieux conserver l’énergie : comment faire? Participez à la discussion https://t.co/ymXJGMc3vg #GénÉnergie https://t.co/xzzLrnipfV,Environmental,fr,85,0.0,Neutral
6,6,935603698247589888,77,0,2017-11-28 20:17:58,: Le premier ministre Justin Trudeau présente des excuses officielles à la Chambre des communes aux Canadiens LGBTQ2. https:/…,[],[],RT PMcanadien Le premier ministre Justin Trudeau sente des excuses officielles la Chambre des communes aux Canadiens LGBTQ2 https,"['RT', 'PMcanadien', 'Le', 'premier', 'ministre', 'Justin', 'Trudeau', 'sente', 'des', 'excuses', 'officielles', 'la', 'Chambre', 'des', 'communes', 'aux', 'Canadiens', 'LGBTQ2', 'https']","['rt', u'pmcanadien', 'le', u'premier', u'ministr', u'justin', u'trudeau', u'sent', u'des', u'excus', u'officiell', 'la', u'chambr', u'des', u'commune', u'aux', u'canadien', u'lgbtq2', u'https']",RT @PMcanadien: Le premier ministre Justin Trudeau présente des excuses officielles à la Chambre des communes aux Canadiens LGBTQ2. https:/…,Economical,fr,77,0.0,Neutral
7,7,877517660191428608,66,0,2017-06-21 13:24:48,": Célébrons les au pays et reconnaissons leurs précieuses contributions, cultures et histoire. Bonne …","['#Autochtones', '#JNACana']",[],RT GCAutochtones brons les Autochtones au pays et reconnaissons leurs cieuses contributions cultures et histoire Bonne,"['RT', 'GCAutochtones', 'brons', 'les', 'Autochtones', 'au', 'pays', 'et', 'reconnaissons', 'leurs', 'cieuses', 'contributions', 'cultures', 'et', 'histoire', 'Bonne']","['rt', u'gcautochton', u'bron', u'les', u'autochton', 'au', u'pay', 'et', u'reconnaisson', u'leur', u'cieus', u'contribut', u'cultur', 'et', u'histoir', u'bonn']","RT @GCAutochtones: Célébrons les #Autochtones au pays et reconnaissons leurs précieuses contributions, cultures et histoire. Bonne #JNACana…",Social,fr,66,0.0,Neutral
8,8,912333914689212416,64,0,2017-09-25 15:12:10,: Canada is home to % of the world's boreal zone?,"['#NationalForestWeek', '#DYK', '#Canada150']",['https://t.co/uyoEXpF9NW'],RT NationalForestWeek DYK Canada home 28 world boreal zone Canada150 NRCan https co uyoEXpF9NW,"['RT', 'NationalForestWeek', 'DYK', 'Canada', 'home', '28', 'world', 'boreal', 'zone', 'Canada150', 'NRCan', 'https', 'co', 'uyoEXpF9NW']","['rt', u'nationalforestweek', u'dyk', u'canada', u'home', '28', u'world', u'boreal', u'zone', u'canada150', u'nrcan', u'https', 'co', u'uyoexpf9nw']",RT @CIF_IFC: #NationalForestWeek 🌲🌳 #DYK Canada is home to 28% of the world's boreal zone? #Canada150 @NRCan https://t.co/uyoEXpF9NW,Environmental,en,64,0.0,Neutral
9,9,880794447365238785,58,0,2017-06-30 14:25:35,: Célébrez la êteduCanada d’un océan à l’autre! Voyez les festivités près de chez vous demain: …,"['#F', '#Can']",['https://t.co/t41BOAY0sR'],RT PMcanadien brez la un autre Voyez les de chez vous demain https co t41BOAY0sR,"['RT', 'PMcanadien', 'brez', 'la', 'un', 'autre', 'Voyez', 'les', 'de', 'chez', 'vous', 'demain', 'https', 'co', 't41BOAY0sR']","['rt', u'pmcanadien', u'brez', 'la', 'un', u'autr', u'voyez', u'les', 'de', u'chez', u'vous', u'demain', u'https', 'co', u't41boay0sr']",RT @PMcanadien: Célébrez la #FêteduCanada d’un océan à l’autre! Voyez les festivités près de chez vous demain: https://t.co/t41BOAY0sR #Can…,Social,fr,58,0.0,Neutral
