,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,category,language,score,sentiment_score,sentiment_type
0,928689797740318720,24496,0,2017-11-09 18:24:36,: RT to remember &amp; get a reminder on /11. Join our tribute and be added to a mosaic remembering Canada's Veterans …,['#Cana'],[],RT RT remember amp get reminder 11 11 Join tribute added mosaic remembering Canada Veterans,"['RT', 'RT', 'remember', 'amp', 'get', 'reminder', '11', '11', 'Join', 'tribute', 'added', 'mosaic', 'remembering', 'Canada', 'Veterans']","['rt', 'rt', u'rememb', u'amp', u'get', u'remind', '11', '11', u'join', u'tribut', u'ad', u'mosaic', u'rememb', u'canada', u'veteran']",RT @VeteransENG_CA: RT to remember &amp; get a reminder on 11/11. Join our tribute and be added to a mosaic remembering Canada's Veterans #Cana…,Social,en,24496,0.0,Neutral
1,881144939098275840,928,0,2017-07-01 13:38:19,: PM Trudeau invites all Canadians to celebrate the th anniversary of Canadian Confederation. …,['#Can'],['https://t.co/EbZslEB27r'],RT CanadianPM PM Trudeau invites Canadians celebrate 150th anniversary Canadian Confederation https co EbZslEB27r,"['RT', 'CanadianPM', 'PM', 'Trudeau', 'invites', 'Canadians', 'celebrate', '150th', 'anniversary', 'Canadian', 'Confederation', 'https', 'co', 'EbZslEB27r']","['rt', u'canadianpm', 'pm', u'trudeau', u'invit', u'canadian', u'celebr', u'150th', u'anniversari', u'canadian', u'confeder', u'https', 'co', u'ebzsleb27r']",RT @CanadianPM: PM Trudeau invites all Canadians to celebrate the 150th anniversary of Canadian Confederation. https://t.co/EbZslEB27r #Can…,Environmental,en,928,0.0,Neutral
2,918115987140030464,608,0,2017-10-11 14:08:03,: Every girl has the potential to shape our world for the better &amp; the right to reach her full potential,[],['https://t.co/sKBkkjR\xe2\x80\xa6'],RT CanadianPM Every girl potential shape world better amp right reach full potential https co,"['RT', 'CanadianPM', 'Every', 'girl', 'potential', 'shape', 'world', 'better', 'amp', 'right', 'reach', 'full', 'potential', 'https', 'co']","['rt', u'canadianpm', u'everi', u'girl', u'potenti', u'shape', u'world', u'better', u'amp', u'right', u'reach', u'full', u'potenti', u'https', 'co']",RT @CanadianPM: Every girl has the potential to shape our world for the better &amp; the right to reach her full potential https://t.co/sKBkkjR…,Environmental,en,608,0.22714285714285715,Neutral
3,830096272220626946,583,0,2017-02-10 16:49:08,: We all stand to benefit frm a greater participation of girls &amp; bc greater diversity = better science,['#WomenInScience'],['https://t.\xe2\x80\xa6'],RT UNESCO stand benefit frm greater participation girls amp WomenInScience bc greater diversity better science https,"['RT', 'UNESCO', 'stand', 'benefit', 'frm', 'greater', 'participation', 'girls', 'amp', 'WomenInScience', 'bc', 'greater', 'diversity', 'better', 'science', 'https']","['rt', u'unesco', u'stand', u'benefit', u'frm', u'greater', u'particip', u'girl', u'amp', u'womeninsci', 'bc', u'greater', u'divers', u'better', u'scienc', u'https']",RT @UNESCO: We all stand to benefit frm a greater participation of girls &amp; #WomenInScience bc greater diversity = better science https://t.…,Social,en,583,0.5,Positive
4,877517554616598528,547,0,2017-06-21 13:24:23,": Today, we celebrate in Canada and recognize their invaluable contributions, cultures and history. Happ…",['#Indigenouspeoples'],[],RT GCIndigenous Today celebrate Indigenouspeoples Canada recognize invaluable contributions cultures history,"['RT', 'GCIndigenous', 'Today', 'celebrate', 'Indigenouspeoples', 'Canada', 'recognize', 'invaluable', 'contributions', 'cultures', 'history']","['rt', u'gcindigen', u'today', u'celebr', u'indigenouspeopl', u'canada', u'recogn', u'invalu', u'contribut', u'cultur', u'histori']","RT @GCIndigenous: Today, we celebrate #Indigenouspeoples in Canada and recognize their invaluable contributions, cultures and history. Happ…",Social,en,547,0.0,Neutral
5,881144864267788288,530,0,2017-07-01 13:38:01,: Happy !,"['#CanadaDay', '#Canada150']",['https://t.co/cFipZC4Ehw'],RT CanadianPM Happy CanadaDay Canada150 https co cFipZC4Ehw,"['RT', 'CanadianPM', 'Happy', 'CanadaDay', 'Canada150', 'https', 'co', 'cFipZC4Ehw']","['rt', u'canadianpm', u'happi', u'canadaday', u'canada150', u'https', 'co', u'cfipzc4ehw']",RT @CanadianPM: Happy #CanadaDay! #Canada150 https://t.co/cFipZC4Ehw,Social,en,530,1.0,Positive
6,880794195883159552,518,0,2017-06-30 14:24:35,: Celebrate from coast to coast to coast! See what's happening in your community tomorrow:,['#CanadaDay'],['https://t.co/6hBwGhv9oC\xe2\x80\xa6'],RT CanadianPM Celebrate CanadaDay coast coast coast See happening community tomorrow https co,"['RT', 'CanadianPM', 'Celebrate', 'CanadaDay', 'coast', 'coast', 'coast', 'See', 'happening', 'community', 'tomorrow', 'https', 'co']","['rt', u'canadianpm', u'celebr', u'canadaday', u'coast', u'coast', u'coast', u'see', u'happen', u'communiti', u'tomorrow', u'https', 'co']",RT @CanadianPM: Celebrate #CanadaDay from coast to coast to coast! See what's happening in your community tomorrow: https://t.co/6hBwGhv9oC…,Environmental,en,518,0.0,Neutral
7,856953544225824773,232,266,2017-04-25 19:30:21,"Since , tribunals have repeatedly disproved the unfounded subsidy &amp; injury allegations from industry. We will prevail again",['#US'],['https://t.co/SbHTTRHRPo'],Since 1983 tribunals repeatedly disproved unfounded subsidy amp injury allegations US industry prevail https co SbHTTRHRPo,"['Since', '1983', 'tribunals', 'repeatedly', 'disproved', 'unfounded', 'subsidy', 'amp', 'injury', 'allegations', 'US', 'industry', 'prevail', 'https', 'co', 'SbHTTRHRPo']","[u'sinc', u'1983', u'tribun', u'repeat', u'disprov', u'unfound', u'subsidi', u'amp', u'injuri', u'alleg', 'us', u'industri', u'prevail', u'https', 'co', u'sbhttrhrpo']","Since 1983, tribunals have repeatedly disproved the unfounded subsidy &amp; injury allegations from #US industry. We will prevail again https://t.co/SbHTTRHRPo",Social,en,498,0.0,Neutral
8,857590076695617536,468,0,2017-04-27 13:39:42,: Asia is a growing market for Canadian :,['#softwoodlumber'],['https://t.co/jmpNU2bplR'],RT CanadaTrade Asia growing market Canadian softwoodlumber https co jmpNU2bplR,"['RT', 'CanadaTrade', 'Asia', 'growing', 'market', 'Canadian', 'softwoodlumber', 'https', 'co', 'jmpNU2bplR']","['rt', u'canadatrad', u'asia', u'grow', u'market', u'canadian', u'softwoodlumb', u'https', 'co', u'jmpnu2bplr']",RT @CanadaTrade: Asia is a growing market for Canadian #softwoodlumber: https://t.co/jmpNU2bplR,Environmental,en,468,0.0,Neutral
9,856678506717220864,233,219,2017-04-25 01:17:26,. disagrees strongly with ’s decision to impose unfair &amp; punitive duties on Cdn softwood products D,[],['https://t.co/cXZs3pEsz'],Canada disagrees strongly decision impose unfair amp punitive duties Cdn softwood products https co cXZs3pEszD,"['Canada', 'disagrees', 'strongly', 'decision', 'impose', 'unfair', 'amp', 'punitive', 'duties', 'Cdn', 'softwood', 'products', 'https', 'co', 'cXZs3pEszD']","[u'canada', u'disagre', u'strong', u'decis', u'impos', u'unfair', u'amp', u'punit', u'duti', u'cdn', u'softwood', u'product', u'https', 'co', u'cxzs3peszd']",.@Canada disagrees strongly with @CommerceGov’s decision to impose unfair &amp; punitive duties on Cdn softwood products https://t.co/cXZs3pEszD,Environmental,en,452,-0.033333333333333354,Neutral
