Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,language,average_sentiment_score,sentiment,account_name,words_matched_list,matched_keywords,category
0,811254988634779648,2016-12-20 17:00:36,['https://t.co/uiIodeLada'],"On Dec. 14, biology students in #Yellowknife dissected fish from Great Slave Lake to learn about environmental monitoring. https://t.co/uiIodeLada",Dec 14 biology students Yellowknife dissected fish Great Slave Lake learn environmental monitoring https co uiIodeLada,['#Yellowknife'],10,9,19,en,0.8,Positive,GiantMine_tweeter,"['biology', 'or', 'lake ']","['biology', 'student', '#yellowknife', 'lake']",Environmental
1,834432842541182976,2017-02-22 16:01:07,"['https://t.co/UXWEZoDWQ5', 'https://t.co/hLUQnDOiao']",Join the #GiantMine team for a public forum at 7pm March 2 at the Museum Café in Yellowknife. https://t.co/UXWEZoDWQ5 https://t.co/hLUQnDOiao,Join GiantMine team public forum 7pm March Museum Yellowknife https co UXWEZoDWQ5 https co hLUQnDOiao,['#GiantMine'],11,0,11,en,0.0,Neutral,GiantMine_tweeter,['or'],['#giantmine'],Environmental
2,800778045175070720,2016-11-21 19:08:58,"['https://t.co/NwAgScBQJQ', 'https://t.co/p80KLe\xe2\x80\xa6']","RT @CBCNorth: No arsenic trioxide in Giant Mine's springtime dust clouds, new research suggests https://t.co/NwAgScBQJQ https://t.co/p80KLe…",RT CBCNorth arsenic trioxide Giant Mine springtime dust clouds new research suggests https co NwAgScBQJQ https co,[],7,0,7,en,0.06818181818181818,Neutral,GiantMine_tweeter,['or'],[],unknown
3,700353828990877696,2016-02-18 16:18:59,['https://t.co/vZdhsqtHZs'],RT @PWGSC_TPSGC: Join us in Yellowknife! Industry Day @GiantMine Feb 25 #industry #NWT #YZF @AANDCanada https://t.co/vZdhsqtHZs,RT Join us Yellowknife Industry Day GiantMine Feb 25 industry NWT YZF AANDCanada https co vZdhsqtHZs,"['#industry', '#NWT', '#YZF']",6,0,6,en,0.0,Neutral,GiantMine_tweeter,,['#industry'],Economical
4,885876837171302400,2017-07-14 15:01:11,['https://t.co/YEUGvTe3eQ'],Reminder: Stay safe near Giant Mine. https://t.co/YEUGvTe3eQ,Reminder Stay safe near Giant Mine https co YEUGvTe3eQ,[],3,1,4,en,0.2,Neutral,GiantMine_tweeter,['safe'],['safe'],Social
5,918536891091292162,2017-10-12 18:00:35,['https://t.co/nbRa1d9Vd3'],#GiantMine Human Health and Ecological Risk Assessment update meeting at 7pm tonight at the Museum Café in #YZF. Everyone welcome. https://t.co/nbRa1d9Vd3,GiantMine Human Health Ecological Risk Assessment update meeting 7pm tonight Museum YZF Everyone welcome https co nbRa1d9Vd3,"['#GiantMine', '#YZF']",1,2,3,en,0.4000000000000001,Positive,GiantMine_tweeter,['health'],"['#giantmine', 'health']",Social
6,917804255829995520,2017-10-10 17:29:21,['https://t.co\xe2\x80\xa6'],RT @GiantMine: #GiantMine Human Health and Ecological Risk Assessment update meeting at 7pm Oct 12 at the Museum Café in #YZF. https://t.co…,RT GiantMine GiantMine Human Health Ecological Risk Assessment update meeting 7pm Oct 12 Museum YZF https,"['#GiantMine', '#YZF']",3,0,3,en,0.2,Neutral,GiantMine_tweeter,['health'],"['#giantmine', 'health']",Social
7,694649063287955456,2016-02-02 22:30:17,['https://t.co/g4lDz7Q8CP'],"In 2015 we stabilized six underground stopes, using nearly 60,000 cubic metres of paste. Learn more: https://t.co/g4lDz7Q8CP",2015 stabilized six underground stopes using nearly 60 000 cubic metres paste Learn https co g4lDz7Q8CP,[],0,3,3,en,0.3,Neutral,GiantMine_tweeter,,[],unknown
8,705483011748458496,2016-03-03 20:00:31,[],Public forum on #GiantMine site stabilization. 7pm tonight at the Museum Café in Yellowknife. Everyone welcome.,Public forum GiantMine site stabilization 7pm tonight Museum Yellowknife Everyone welcome,['#GiantMine'],1,2,3,en,0.4,Positive,GiantMine_tweeter,['or'],['#giantmine'],Environmental
9,759145099515334656,2016-07-29 21:54:30,['https://t.co/CHckHRWZZL'],RT @GCIndigenous: Work as a Community Consultation Officer with the #GoC:! INAC is hiring in Yellowknife: https://t.co/CHckHRWZZL,RT GCIndigenous Work Community Consultation Officer GoC INAC hiring Yellowknife https co CHckHRWZZL,['#GoC'],3,0,3,en,0.0,Neutral,GiantMine_tweeter,"['community', 'indigenous']",['community'],Social
