id,full_text,retweet_count,favorite_count,created_at
907322526858190853,RT @FCACan: Starting your first job?  Learn to manage your finances by making a budget. https://t.co/Y5xG7oMgT8 #150MoneyTips https://t.co/…,12,0,2017-09-11 19:18:42
