,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls
0,947452530614824961,3,3,2017-12-31 13:01:00,Amusez-vous en toute sécurité! Gardez votre loin des feux d’artifice et des foules c,['#drone'],"['https://t.co/FaY1MVGfx', 'https://t.co/JIWqFVCj8z']"
1,947271199989657600,0,3,2017-12-31 01:00:28,Nous sommes fiers d’avoir travaillé avec pour l’ouverture des écluses de Jones Falls lors de la Semaine de la écuritéNautique. Quel a été votre préféré?,"['#S', '#Moment150']",['https://t.co/Up2PEpc4rh']
2,947090086314864640,0,0,2017-12-30 13:00:47,Vous avez reçu en cadeau le qui vous faisait tant rêver? Apprenez à bien l’utiliser : c,['#drone'],"['https://t.co/FaY1MVGfx', 'https://t.co/ovSlB7s8Da']"
3,946908845082857472,5,10,2017-12-30 01:00:36,éressant : Le premier vol d’avion au Canada s’est déroulé en février . John McCurdy a volé environ mètres à bord du Silver Dart,['#FaitInt'],['https://t.co/I8aFgLiD33']
4,946878717279731718,0,2,2017-12-29 23:00:53,: Cooper et Starfire. La bande de roulement pourrait se séparer et causer une défaillance des pneus.,"['#Rappel', '#Pneus']","['https://t.co/6jLOkjpBRs', 'https://t.co/wkZEDcReqX']"
5,946848551652425729,0,0,2017-12-29 21:01:00,"Utilisez votre plus beau cadeau de façon sécuritaire et légale. En vol, restez loin des avions et des autres drones c",[],"['https://t.co/FaY1MVGfx', 'https://t.co/SbrEmBQ7uM']"
6,946845242505826304,2,0,2017-12-29 20:47:52,: . Nouvelle amende imposée pour non-respect de la limitation de vitesse dans le golfe du St-Laurent https…,[],[]
7,946785170170040320,1,0,2017-12-29 16:49:09,: Plus de Canadiens sur croient que le phénomène des textos au volant est pire qu’il y a trois ans. …,['#Dis'],['https://t.co/gAd16IL516']
8,946761552669085697,0,0,2017-12-29 15:15:18,: Mercedes-Benz GLC Class. L’orientation des feux de route DEL pourrait avoir été mal ajustée lors de la construction des véhicules 1,"['#Rappel', '#VUS']","['https://t.co/VZFqyQEvJe', 'https://t.co/aGF0xVUKz']"
9,946727631453605888,0,1,2017-12-29 13:00:31,"en , mise en service du chemin de fer de la compagnie Bytown and Prescott pour relier Ottawa au chemin de fer de la compagnie Grand Trunk",['#EnCeJour'],['https://t.co/TywoWelzPR']
10,946546470425124865,1,1,2017-12-29 01:00:39,Allumez vos phares et gardez les yeux sur la route! écuritéRoutière ÊtreVu u,"['#S', '#VoirEt']","['https://t.co/18hvV77CM', 'https://t.co/AzGV6G2ese']"
11,946484975205052417,5,0,2017-12-28 20:56:17,Vous achetez un ? Informez-vous sur les règles c 2,['#drone'],"['https://t.co/FaY1MVGfx', 'https://t.co/0ML8lt3re']"
12,946456008745979905,0,0,2017-12-28 19:01:11,Avis à l’intention des ! Le no /2017 de Sécurité aérienne — Nouvelles est accessible sur le Web! 8,['#pilotes'],['https://t.co/2f3JkxLZA']
13,946380774437216256,5,0,2017-12-28 14:02:14,: étro déglaçage dans l'Arctique. Nous fournissons des services de déglaçage pour assurer une navigation sécuritaire; emp…,['#JeudiR'],[]
14,946365389084258304,0,0,2017-12-28 13:01:06,Vous avez un vieux éhicule? Consultez notre banque de données des :,"['#v', '#rappels']","['https://t.co/ACW6XNqSEy', 'https://t.co/2VQsGP4dWY']"
15,946184068500254720,0,2,2017-12-28 01:00:35,? émet des alertes météo spéciales pour vous aider à affronter l’hiver écuritéRoutière,"['#LSV', '#ConduiteEnHiver', '#S']","['https://t.co/GbJnPaA2vl', 'https://t.co/lSi2PhwVJo']"
16,946021676302700544,1,0,2017-12-27 14:15:18,Prendre l’avion peut être stressant. Voyagez en toute tranquillité et apportez un ègeDauto pour votre enfant,['#Si'],"['https://t.co/u9nPDiBo57', 'https://t.co/gFcKC8N4ZR']"
17,945821717347356675,1,0,2017-12-27 01:00:44,"Vous achetez un drone? Gardez-le à m d’altitude et ,5 km des aéroports. C’est la loi c uD",[],"['https://t.co/FaY1MVGfx', 'https://t.co/YR2VSSeh']"
18,945640582537465862,1,3,2017-12-26 13:00:58,"En , planifiez votre trajet et vérifiez votre niveau de carburant. Gardez votre réservoir au moins à moitié plein",['#hiver'],"['https://t.co/Wwb4uLGxfz', 'https://t.co/vEwmT7OmbX']"
19,945278293573595136,0,2,2017-12-25 13:01:22,"Nous vous souhaitons un très joyeux temps des Fêtes. Que vous voyagiez en avion, en auto ou en bateau, faites-le en toute sécurité!",[],[]
20,945096887291535360,0,1,2017-12-25 01:00:31,"Cette nuit, gardez votre à l’intérieur. Faites place au père Noël! c",['#drone'],"['https://t.co/FaY1MVGfx', 'https://t.co/XTzH90mlOl']"
21,944945778769793024,0,1,2017-12-24 15:00:04,: Mystère résolu! Voici pourquoi le èreNoël ne répondait pas aux textos du Justin Trudeau. Joyeuses Fêtes!,"['#EnRappel', '#P']",['https://t.co/vsn2dtPnMy']
22,944915680654188544,0,3,2017-12-24 13:00:28,Passeport? Oui! Bébé? Oui! ègeDauto? Oui! Assurez-vous d’avoir tout ce dont vous avez besoin lorsque vous prenez l’avion avec un enfant,['#Si'],"['https://t.co/y7bOJcZBc5', 'https://t.co/M8fq4iFZ8g']"
23,944583693426987008,0,0,2017-12-23 15:01:16,"? Cette année, le èreNoël réduira sa vitesse au-dessus des voies navigables du Canada pour protéger les baleines qui pourraient se pointer le bout du nez🦌 du","['#LSV', '#P']",['https://t.co/fiE5L6aW']
24,944553428801515520,0,0,2017-12-23 13:01:01,êtes : vous visitez votre ? Connaissez bien les différents feux de votre véhicule ÊtreVu,"['#TempsDesF', '#famille', '#VoirEt']","['https://t.co/e9rb4APPlP', 'https://t.co/hK2rkOWmSh']"
25,944372153604083717,0,1,2017-12-23 01:00:41,Passez le contrôle de sûreté à l’éroport sans tracas. Sachez à quoi vous attendre et soyez bien préparé,['#a'],"['https://t.co/5zN0GOwAla', 'https://t.co/CPsWrDY3pJ']"
26,944355082069458945,1,0,2017-12-22 23:52:51,: . suspend le certificat d’eloitation aérienne de West Wind Aviation pour la sécurité publique. https:/…,[],[]
27,944311752522698752,0,0,2017-12-22 21:00:40,"Vous achetez un drone? Il y a des règles. Ne risquez pas une amende, faites-le voler de façon sécuritaire et légale c",[],"['https://t.co/FaY1MVGfx', 'https://t.co/khaP3r7BC4']"
28,944282360547364864,0,0,2017-12-22 19:03:53,Erimez-vous! Nous lançons des consultations publiques sur les effets des activités régionales de transport maritime sur ôtes,['#NosC'],['https://t.co/smij61sikI']
29,944245364483411976,0,0,2017-12-22 16:36:52,Vous achetez un siège d’appoint comme cadeau de ël? Consultez notre page Web pour des renseignements à jour sur le choix d’un siège d’appoint qui convient à votre enfant dans votre véhicule,['#No'],['https://t.co/LZWj55f16q']
30,944236076356562944,2,0,2017-12-22 15:59:58,: . Nouvelle amende imposée pour non-respect de la limitation de vitesse dans le golfe du St-Laurent https…,[],[]
31,944191142303883264,0,0,2017-12-22 13:01:25,Le temps s’envole lorsqu’on porte une montre dans un avion!,['#BlagueDuVendredi'],[]
