,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls
0,947150591561752576,0,0,2017-12-30 17:01:12,Nous sommes là pour vous aider &gt; érien,"['#VoyageA', '#DroitsPassagers']",['https://t.co/SQmBWPhw4m']
1,946833514074427392,0,0,2017-12-29 20:01:15,Les malheurs des – La ligne aérienne a perdu vos bagages? Renseignez-vous &gt;,"['#vacances', '#VoyageCnd', '#facilitation']",['https://t.co/P9kBJYYi8H']
2,946455972754714626,0,0,2017-12-28 19:01:02,De quelle façon règle-t-il les plaintes d'é? Découvrez-le ici &gt;,['#accessibilit'],['https://t.co/7I0gif1J24']
3,946063558386872325,0,0,2017-12-27 17:01:43,Lisez à propos de nos ans au coeur des transports &gt;,['#Canada150'],"['https://t.co/oC5dLa7KBk', 'https://t.co/JmWyaR3nKn']"
4,944553434585423872,0,0,2017-12-23 13:01:02,Passez tous de joyeuses fêtes!,[],['https://t.co/H7bfZkIbIn']
5,944191139560787968,0,0,2017-12-22 13:01:24,Vol annulé? Bagages perdus? est peut-être en mesure de vous aider. Plus d'info &gt;,['#Canada'],['https://t.co/P9kBJYYi8H']
6,943921565498068999,0,0,2017-12-21 19:10:13,Ce que vous devez savoir lorsque votre voyage aérien est perturbé &gt; érien és,"['#VoyageA', '#VolsRetard']",['https://t.co/kOfAIIp7Ck']
7,943881462654390275,0,0,2017-12-21 16:30:51,"Campagne agricole -2016 : $CN et $CP excèdent le revenu max. admissible. Ont transporté ,9% plus de grain. &gt; c",[],"['https://t.co/0dlbTGNJO', 'https://t.co/Vx3D7llXTm']"
8,943828551530409984,0,0,2017-12-21 13:00:36,"C'est la première journée de l'hiver! Avant votre vol, vérifiez nos conseils et 'air averti! &gt;",['#Prenezl'],"['https://t.co/6CCLWqX8ey', 'https://t.co/Ot8KBVIGAR']"
9,943556791585173504,0,0,2017-12-20 19:00:44,Options pour régler votre relative aux transports – Renseignez-vous ici &gt;,"['#plainte', '#accessibles']",['https://t.co/gqgiFFzUOw']
