status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
370233926766473_405118423278023,"Saviez-vous que la moitié de tous les déplacements dans la ville de Vancouver se font à pied, à vélo ou en transport en commun? Quel excellent modèle pour le transport actif! http://ow.ly/6Nue30hEwfR","déplacements dans la ville de Vancouver se font à pied, à vélo ou en transport en commun",video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/405118423278023/,2018-01-16 13:00:00,0,0,0,0,0,0,0,0,0,0
370233926766473_405113003278565,"Lors du sommet One Planet à Paris, le Canada et le Groupe de la Banque mondiale ont annoncé qu’ils s’associaient pour appuyer l’action climatique dans les pays en développement et les petits États insulaires en développement. En délaissant l’électricité au charbon au profit de l’énergie propre, nous veillerons à ce que les générations futures aient de l’air pur à respirer!","One Planet à Paris, le Canada et le Groupe de la Banque mondiale",video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/405113003278565/,2018-01-15 13:00:00,1,0,0,1,0,0,0,0,0,0
370233926766473_405111969945335,"Lors du sommet One Planet à Paris, le Canada et le Groupe de la Banque mondiale ont annoncé qu’ils s’associaient pour appuyer l’action climatique dans les pays en développement et les petits États insulaires en développement. En délaissant l’électricité au charbon au profit de l’énergie propre, nous veillerons à ce que les générations futures aient de l’air pur à respirer!","One Planet à Paris, le Canada et le Groupe de la Banque mondiale",video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/405111969945335/,2018-01-15 13:00:00,0,0,0,0,0,0,0,0,0,0
370233926766473_405108616612337,"Morgan Solar Inc. appuient les produits qui réduisent la quantité de matériaux coûteux requis dans les panneaux solaires, et pourrait produire le panneau solaire le moins cher au monde en services d’électricité. Investir dans les industries de technologies propres permet d’améliorer l’efficacité énergétique et de réduire les gaz à effet de serre.",Morgan Solar Inc. appuient les produits qui réduisent la quantité de matériaux coûteux,video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/405108616612337/,2018-01-12 13:00:00,1,0,1,1,0,0,0,0,0,0
370233926766473_403431846780014,"GM Canada prévoit réduire ses émissions de gaz à effet de serre d’environ 77 %! Pour ce faire, elle utilisera des gaz d’enfouissement renouvelables pour produire de l’électricité, récupérant ainsi l’énergie thermique pour alimenter et chauffer son usine ontarienne qui fabrique des moteurs et des transmissions.",GM Canada prévoit réduire ses émissions de gaz à effet de serre,video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/403431846780014/,2018-01-10 13:00:00,1,0,0,1,0,0,0,0,0,0
370233926766473_403429136780285,"Le gouvernement du Canada investit plus de 190 millions de dollars dans plus de 140 projets de transport actif dans l’ensemble du pays!

23,5 millions de dollars seront consacrés au prolongement du sentier ferroviaire de l’Ouest de Toronto.

La construction du réseau de transport en commun et l’expansion du réseau existant améliorent la qualité de vie des collectivités, l’environnement et réduisent les émissions de gaz à effet de serre!",Le gouvernement du Canada investit plus de 190 millions de dollars dans plus de 140 projets de transport actif dans l’ensemble du pays!,video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/403429136780285/,2018-01-09 13:00:00,0,0,0,0,0,0,0,0,0,0
370233926766473_405104439946088,"Avez-vous entendu parler de Growing North?
Leur mission est de fournir des produits frais, cultivés localement et de façon durable  aux familles du Nord canadien à une fraction du prix actuel.
Growing North a construit sa première serre à Naujaat (Nunavut) et fournit des produits frais à tous les membres de la collectivité.
https://www.facebook.com/GrowingNorth/",Timeline Photos,photo,https://www.facebook.com/EnvironnementetChangementclimatique/photos/a.377494369373762.1073741828.370233926766473/405104439946088/?type=3,2018-01-08 13:00:58,2,0,0,2,0,0,0,0,0,0
370233926766473_397134290743103,"Le Canada dirige une alliance mondiale avec le Royaume-Uni pour l’élimination progressive de la production d’électricité à partir du charbon d’ici 2030. Étant donné que 40 % de l’électricité mondiale est toujours générée à partir du charbon, cette mesure est l’une des plus importantes que les pays peuvent adopter pour respecter les engagements de l’Accord de Paris.
http://ow.ly/tZSn30hnDNp",Le Canada dirige une alliance mondiale avec le Royaume-Uni pou...,video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397134290743103/,2018-01-01 12:00:00,0,0,1,0,0,0,0,0,0,0
370233926766473_400173743772491,,ENERGY STAR au Canada,photo,https://www.facebook.com/ENERGYSTARCan/photos/a.669433423231597.1073741828.669358079905798/916558521852418/?type=3,2017-12-28 14:41:51,0,0,0,0,0,0,0,0,0,0
370233926766473_397127994077066,Conseil du jour pour des Fêtes écolo : économisez de l’énergie (et de l’argent) en utilisant des lumières DEL avec une minuterie!,Conseil du jour pour des Fêtes écolo,video,https://www.facebook.com/EnvironnementetChangementclimatique/videos/397127994077066/,2017-12-25 16:00:00,0,0,0,0,0,0,0,0,0,0
