status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
632493333805962_677678609287434,"Did you know that half of all trips in the city of Vancouver are taken by walking, biking, or public transit? What a great role model for active transportation! http://ow.ly/wsKM30hEvt9","all trips in the city of Vancouver are taken by walking, biking, or public transit?",video,https://www.facebook.com/EnvironmentandClimateChange/videos/677678609287434/,2018-01-16 13:00:00,5,0,0,5,0,0,0,0,0,0
632493333805962_681722482216380,"Did you know that disposable plastic drinking straws are one of the most common items found on beach clean ups, and they can endanger marine and aquatic life? Choose to reuse this year or avoid plastic straws altogether and help protect wildlife, marine life and shorelines in Canada and around the world.",Timeline Photos,photo,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/681722482216380/?type=3,2018-01-15 15:44:26,2,0,1,2,0,0,0,0,0,0
632493333805962_677675572621071,"During the One Planet Summit in Paris, Canada and the World Bank Group announced that they are teaming up to support climate action in developing countries and small island developing states. By moving away from coal-fired electricity toward clean energy we will ensure future generations have clean air to breathe!","One Planet Summit in Paris, Canada and the World Bank Group",video,https://www.facebook.com/EnvironmentandClimateChange/videos/677675572621071/,2018-01-15 13:00:00,1,0,1,1,0,0,0,0,0,0
632493333805962_677637689291526,"Morgan Solar Inc. supports products that reduce the amount of expensive material required in solar panels, and has the potential to be the lowest cost solar panel in the world for utility applications. Investing in clean tech industries helps to improve energy efficiency and reduces greenhouse gases.",Morgan Solar Inc. supports products,video,https://www.facebook.com/EnvironmentandClimateChange/videos/677637689291526/,2018-01-12 13:00:00,3,1,1,2,0,0,1,0,0,0
632493333805962_675564686165493,GM Canada is planning to reduce its greenhouse gas emissions by approximately 77%! It will be doing so by using renewable landfill gas to generate electricity and recover thermal energy to power and heat its plant in Ontario which manufactures engines and transmissions.,GM Canada is planning to reduce its greenhouse gas emissions,video,https://www.facebook.com/EnvironmentandClimateChange/videos/675564686165493/,2018-01-10 13:00:00,0,0,0,0,0,0,0,0,0,0
632493333805962_675560639499231,"The Government of Canada is investing more than $190 million in over 140 active transportation projects across the country!

$23.5 million will go towards the West Toronto Railpath Extension. 

Building transit and expanding on existing transit, makes life better for communities, the environment and reduces greenhouse gas emissions!",The Government of Canada is investing more than $190 million in over 140 active transportation projects across the country!,video,https://www.facebook.com/EnvironmentandClimateChange/videos/675560639499231/,2018-01-09 13:00:00,2,0,0,2,0,0,0,0,0,0
632493333805962_677662872622341,"Have you heard of Growing North? 
Their mission is to provide sustainable, fresh, locally-grown produce to families living in Northern Canada at a fraction of the current price. 
Growing North built its first greenhouse in Naujaat, Nunavut and provides fresh grown produce for everyone in the community.
https://www.facebook.com/GrowingNorth/",Timeline Photos,photo,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/677662872622341/?type=3,2018-01-08 13:01:16,9,1,1,8,1,0,0,0,0,0
632493333805962_667638696958092,"Canada is leading a global alliance with the UK to phase out coal-fired electricity by 2030. With 40% of the world’s electricity still generated from coal, it is one of the most important steps countries can take to meet their Paris Agreement commitments.
http://ow.ly/w5uh30hnDFJ",Canada is leading a global alliance with the UK to phase out c...,video,https://www.facebook.com/EnvironmentandClimateChange/videos/667638696958092/,2018-01-01 12:00:00,3,1,1,3,0,0,0,0,0,0
632493333805962_671520849903210,,ENERGY STAR Canada,photo,https://www.facebook.com/ENERGYSTARCanada/photos/a.1665643680417013.1073741828.1665529797095068/1902006380114074/?type=3,2017-12-28 14:42:27,3,0,1,3,0,0,0,0,0,0
632493333805962_667628813625747,Today’s Green Holiday tip: Save energy (and money) by using LED lightbulbs on a timer!,Today’s Green Holiday tip,video,https://www.facebook.com/EnvironmentandClimateChange/videos/667628813625747/,2017-12-25 16:00:00,6,0,0,5,1,0,0,0,0,0
632493333805962_669383863450242,Looking for activities for your kids over the holidays? Have them play and explore #ClimateKids http://ow.ly/wmJz30hnMjo,Timeline Photos,photo,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/669383863450242/?type=3,2017-12-24 15:25:03,1,0,2,1,0,0,0,0,0,0
632493333805962_667620380293257,"This holiday season, call, email, or video-chat with your family to cut back on waste, and reduce your impact on the planet!",Video chat,video,https://www.facebook.com/EnvironmentandClimateChange/videos/667620380293257/,2017-12-24 10:00:00,1,0,2,1,0,0,0,0,0,0
