Unnamed: 0,status_id,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,status_message_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed
10,1203325126385126_1701427683241532,Facilitation process,video,http://ow.ly/LhW0300khbn,2017-12-19 08:01:32,0,0,0,0,0,0,0,0,0,0,Flight cancelled? Baggage lost? may be able to help. Learn more >,[],['http://ow.ly/LhW0300khbn'],Flight cancelled Baggage lost may able help Learn,"['Flight', 'cancelled', 'Baggage', 'lost', 'may', 'able', 'help', 'Learn']","[u'flight', u'cancel', u'baggag', u'lost', u'may', u'abl', u'help', u'learn']"
11,1203325126385126_1700555499995417,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1700555499995417/?type=3,2017-12-18 10:00:41,1,0,0,0,1,0,0,0,0,0,"What is the complete coasting trade licence application process, and what roles do other government departments and agencies play in it? To get a visual idea of the process, see our Guidelines at .",[],['http://ow.ly/Qc0K30aF0EF'],complete coasting trade licence application process roles government departments agencies play get visual idea process see Guidelines,"['complete', 'coasting', 'trade', 'licence', 'application', 'process', 'roles', 'government', 'departments', 'agencies', 'play', 'get', 'visual', 'idea', 'process', 'see', 'Guidelines']","[u'complet', u'coast', u'trade', u'licenc', u'applic', u'process', u'role', u'govern', u'depart', u'agenc', u'play', u'get', u'visual', u'idea', u'process', u'see', u'guidelin']"
12,1203325126385126_1699794076738226,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1699794076738226/?type=3,2017-12-17 14:00:14,1,0,1,1,0,0,0,0,0,0,Dissatisfied with your air travel eerience? Contact us here >,['#FlightProblems'],['http://ow.ly/sqN7304E9qb'],Dissatisfied air travel eerience Contact us,"['Dissatisfied', 'air', 'travel', 'eerience', 'Contact', 'us']","[u'dissatisfi', u'air', u'travel', u'eerienc', u'contact', 'us']"
13,1203325126385126_1698726170178350,"Baggage limits, fees and liability",video,http://ow.ly/qOzo306W0wA,2017-12-16 12:01:01,0,0,0,0,0,0,0,0,0,0,Be sure you're aware of your airline's baggage policies >,['#BeforeYouFly'],['http://ow.ly/qOzo306W0wA'],sure aware airline baggage policies,"['sure', 'aware', 'airline', 'baggage', 'policies']","[u'sure', u'awar', u'airlin', u'baggag', u'polici']"
14,1203325126385126_1654987901218844,Handy tools for your trip,video,https://www.facebook.com/CanadianTransportationAgency/videos/1654987901218844/,2017-12-15 12:00:01,0,2,0,0,0,0,0,0,0,0,Handy tools for your trip >,[],['http://ow.ly/X7GN307iUcj'],Handy tools trip,"['Handy', 'tools', 'trip']","[u'handi', u'tool', u'trip']"
15,1203325126385126_1697513943632906,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1697513943632906/?type=3,2017-12-15 10:01:13,0,1,0,0,0,0,0,0,0,0,> Know the fare rules for your ticket Note or print the fare rules before purchasing and carry them with you when you travel – they can defend you if a dispute arises between you and the air carrier's agent. > Top Tips >,"['#TravelTips', '#FlySmart']",['http://ow.ly/uy2l3061cit'],Know fare rules ticket Note print fare rules purchasing carry travel defend dispute arises air carrier agent Top Tips,"['Know', 'fare', 'rules', 'ticket', 'Note', 'print', 'fare', 'rules', 'purchasing', 'carry', 'travel', 'defend', 'dispute', 'arises', 'air', 'carrier', 'agent', 'Top', 'Tips']","[u'know', u'fare', u'rule', u'ticket', u'note', u'print', u'fare', u'rule', u'purchas', u'carri', u'travel', u'defend', u'disput', u'aris', u'air', u'carrier', u'agent', u'top', u'tip']"
16,1203325126385126_1696627993721501,"Accessibility for all, module 1: Introduction and sensitivities",video,http://ow.ly/Mf8A307vcVX,2017-12-14 14:00:30,0,0,0,0,0,0,0,0,0,0,"As a transportation service provider, you should be able to recognize the diverse needs of travellers with disabilities. The first step is to ask howyou can help. For more information, watch our first training video:",[],['http://ow.ly/Mf8A307vcVX'],transportation service provider able recognize diverse needs travellers disabilities first step ask howyou help information watch first training video,"['transportation', 'service', 'provider', 'able', 'recognize', 'diverse', 'needs', 'travellers', 'disabilities', 'first', 'step', 'ask', 'howyou', 'help', 'information', 'watch', 'first', 'training', 'video']","[u'transport', u'servic', u'provid', u'abl', u'recogn', u'divers', u'need', u'travel', u'disabl', u'first', u'step', u'ask', u'howyou', u'help', u'inform', u'watch', u'first', u'train', u'video']"
17,1203325126385126_1695598813824419,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1695598813824419/?type=3,2017-12-13 12:00:36,0,0,0,0,0,0,0,0,0,0,"Railways played a dramatic role in the creation of Canada. The Grand Trunk Railway, completed between Toronto and Montréal in , linked Canada West with Canada East (now Ontario and Québec), and helped to lay the groundwork for Confederation. Want to know more? Read At the Heart of Transportation: A Moving History > 1",[],['http://ow.ly/IsZ530dbqS'],Railways played dramatic role creation Canada Grand Trunk Railway completed Toronto al linked Canada West Canada East Ontario bec helped lay groundwork Confederation Want know Read Heart Transportation Moving History,"['Railways', 'played', 'dramatic', 'role', 'creation', 'Canada', 'Grand', 'Trunk', 'Railway', 'completed', 'Toronto', 'al', 'linked', 'Canada', 'West', 'Canada', 'East', 'Ontario', 'bec', 'helped', 'lay', 'groundwork', 'Confederation', 'Want', 'know', 'Read', 'Heart', 'Transportation', 'Moving', 'History']","[u'railway', u'play', u'dramat', u'role', u'creation', u'canada', u'grand', u'trunk', u'railway', u'complet', u'toronto', 'al', u'link', u'canada', u'west', u'canada', u'east', u'ontario', u'bec', u'help', u'lay', u'groundwork', u'confeder', u'want', u'know', u'read', u'heart', u'transport', u'move', u'histori']"
18,1203325126385126_1694429427274691,,status,,2017-12-12 08:01:05,1,0,0,1,0,0,0,0,0,0,"Check-ins, delays, cancellations, bumped from your flight? What you need to know here >",['#TravelTuesday'],['http://ow.ly/f95m30fiXb5'],Check ins delays cancellations bumped flight need know,"['Check', 'ins', 'delays', 'cancellations', 'bumped', 'flight', 'need', 'know']","[u'check', u'in', u'delay', u'cancel', u'bump', u'flight', u'need', u'know']"
19,1203325126385126_1693832030667764,CTA webinar on air services price advertisement rules,video,http://ow.ly/Veee307vfhW,2017-12-11 16:00:53,0,0,0,0,0,0,0,0,0,0,CTA webinar on air services price advertisement rules >,[],['http://ow.ly/Veee307vfhW'],CTA webinar air services price advertisement rules,"['CTA', 'webinar', 'air', 'services', 'price', 'advertisement', 'rules']","[u'cta', u'webinar', u'air', u'servic', u'price', u'advertis', u'rule']"
20,1203325126385126_1693573254026975,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1693573254026975/?type=3,2017-12-11 10:01:02,1,0,0,1,0,0,0,0,0,0,Our role is to determine if a suitable Canadian ship is available to perform the activity for which a coasting trade licence is being requested. The applicant's role is to provide a clear and complete justification as to why a foreign ship must be imported to perform the proposed activity (if that's the case). The type of information required in this justification depends on the activity proposed. More information is available in section of our Guidelines at .,[],['http://ow.ly/hRdD30aDDqn'],role determine suitable Canadian ship available perform activity coasting trade licence requested applicant role provide clear complete justification foreign ship must imported perform proposed activity case type information required justification depends activity proposed information available section Guidelines,"['role', 'determine', 'suitable', 'Canadian', 'ship', 'available', 'perform', 'activity', 'coasting', 'trade', 'licence', 'requested', 'applicant', 'role', 'provide', 'clear', 'complete', 'justification', 'foreign', 'ship', 'must', 'imported', 'perform', 'proposed', 'activity', 'case', 'type', 'information', 'required', 'justification', 'depends', 'activity', 'proposed', 'information', 'available', 'section', 'Guidelines']","[u'role', u'determin', u'suitabl', u'canadian', u'ship', u'avail', u'perform', u'activ', u'coast', u'trade', u'licenc', u'request', u'applic', u'role', u'provid', u'clear', u'complet', u'justif', u'foreign', u'ship', u'must', u'import', u'perform', u'propos', u'activ', u'case', u'type', u'inform', u'requir', u'justif', u'depend', u'activ', u'propos', u'inform', u'avail', u'section', u'guidelin']"
21,1203325126385126_1691703587547275,Fly Smart: From point A to point B and home again | Canadian Transportation Agency,link,http://ow.ly/X7GN307iUcj,2017-12-09 12:00:31,0,0,0,0,0,0,0,0,0,0,this winter – helpful tips here >,['#FlySmart'],['http://ow.ly/X7GN307iUcj'],winter helpful tips,"['winter', 'helpful', 'tips']","[u'winter', u'help', u'tip']"
22,1203325126385126_1690570514327249,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1690570514327249/?type=3,2017-12-08 10:00:40,0,0,0,0,0,0,0,0,0,0,"> Check in Early When available, check in on-line up to hours in advance of your flight. Arrive at the airport early to check in, drop off your baggage, get through the security screening process and be available for boarding at the gate on time. > Top Tips >","['#TravelTips', '#FlySmart']",['http://ow.ly/uy2l3061cit'],Check Early available check line hours advance flight Arrive airport early check drop baggage get security screening process available boarding gate time Top Tips,"['Check', 'Early', 'available', 'check', 'line', 'hours', 'advance', 'flight', 'Arrive', 'airport', 'early', 'check', 'drop', 'baggage', 'get', 'security', 'screening', 'process', 'available', 'boarding', 'gate', 'time', 'Top', 'Tips']","[u'check', u'earli', u'avail', u'check', u'line', u'hour', u'advanc', u'flight', u'arriv', u'airport', u'earli', u'check', u'drop', u'baggag', u'get', u'secur', u'screen', u'process', u'avail', u'board', u'gate', u'time', u'top', u'tip']"
23,1203325126385126_1689731261077841,Options to resolve your accessible transportation complaint with the Canadian Transportation Agency,link,http://ow.ly/pOYl301KUii,2017-12-07 14:00:49,0,0,0,0,0,0,0,0,0,0,"We offer three options to resolve your complaint, ranging from informal methods of facilitation and mediation, to a formal adjudication process. Here is a brief elanation of each of the three options for resolving your complaint:",[],['http://ow.ly/pOYl301KUii'],offer three options resolve complaint ranging informal methods facilitation mediation formal adjudication process brief elanation three options resolving complaint,"['offer', 'three', 'options', 'resolve', 'complaint', 'ranging', 'informal', 'methods', 'facilitation', 'mediation', 'formal', 'adjudication', 'process', 'brief', 'elanation', 'three', 'options', 'resolving', 'complaint']","[u'offer', u'three', u'option', u'resolv', u'complaint', u'rang', u'inform', u'method', u'facilit', u'mediat', u'formal', u'adjud', u'process', u'brief', u'elan', u'three', u'option', u'resolv', u'complaint']"
24,1203325126385126_1688557331195234,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1688557331195234/?type=3,2017-12-06 12:01:28,0,0,0,0,0,0,0,0,0,0,"The Canadian Transportation Agency's story began years ago. Its first incarnation – the Board of Railway Commissioners – was established on a snowy day in February in Ottawa. As Canada has evolved, our responsibilities and services evolved with it. Want to know more? Read At the Heart of Transportation: A Moving History > 1",[],['http://ow.ly/IsZ530dbqS'],Canadian Transportation Agency story began years ago first incarnation Board Railway Commissioners established snowy day February Ottawa Canada evolved responsibilities services evolved Want know Read Heart Transportation Moving History,"['Canadian', 'Transportation', 'Agency', 'story', 'began', 'years', 'ago', 'first', 'incarnation', 'Board', 'Railway', 'Commissioners', 'established', 'snowy', 'day', 'February', 'Ottawa', 'Canada', 'evolved', 'responsibilities', 'services', 'evolved', 'Want', 'know', 'Read', 'Heart', 'Transportation', 'Moving', 'History']","[u'canadian', u'transport', u'agenc', u'stori', u'began', u'year', u'ago', u'first', u'incarn', u'board', u'railway', u'commission', u'establish', u'snowi', u'day', u'februari', u'ottawa', u'canada', u'evolv', u'respons', u'servic', u'evolv', u'want', u'know', u'read', u'heart', u'transport', u'move', u'histori']"
25,1203325126385126_1687653161285651,"Accessibility for all, module 2: Services to be offered to persons with disabilities",video,http://ow.ly/FiBu307vdA6,2017-12-05 14:00:55,0,0,0,0,0,0,0,0,0,0,"Transportation providers are eected to provide disability related services when requested at least hours prior to departure. Find out what types of services your company should provide, visit:",[],['http://ow.ly/FiBu307vdA6'],Transportation providers eected provide disability related services requested least hours prior departure Find types services company provide visit,"['Transportation', 'providers', 'eected', 'provide', 'disability', 'related', 'services', 'requested', 'least', 'hours', 'prior', 'departure', 'Find', 'types', 'services', 'company', 'provide', 'visit']","[u'transport', u'provid', u'eect', u'provid', u'disabl', u'relat', u'servic', u'request', u'least', u'hour', u'prior', u'departur', u'find', u'type', u'servic', u'compani', u'provid', u'visit']"
26,1203325126385126_1686511644733136,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1686511644733136/?type=3,2017-12-04 12:00:47,1,0,0,0,1,0,0,0,0,0,"Interested in knowing how we determine the ""suitability"" of a foreign ship to perform a proposed marine activity? Three steps: . We look at its technical and operational characteristics. . We look at the commercial and economic implications of using the foreign ship versus the offered Canadian ship. . We need you to convince us that a foreign ship is ""suitable"" from a commercial point of view. For more information, see section of our Guidelines at 8.",[],['http://ow.ly/k3Xp30aF1t'],Interested knowing determine suitability foreign ship perform proposed marine activity Three steps look technical operational characteristics look commercial economic implications using foreign ship versus offered Canadian ship need convince us foreign ship suitable commercial point view information see section Guidelines,"['Interested', 'knowing', 'determine', 'suitability', 'foreign', 'ship', 'perform', 'proposed', 'marine', 'activity', 'Three', 'steps', 'look', 'technical', 'operational', 'characteristics', 'look', 'commercial', 'economic', 'implications', 'using', 'foreign', 'ship', 'versus', 'offered', 'Canadian', 'ship', 'need', 'convince', 'us', 'foreign', 'ship', 'suitable', 'commercial', 'point', 'view', 'information', 'see', 'section', 'Guidelines']","[u'interest', u'know', u'determin', u'suitabl', u'foreign', u'ship', u'perform', u'propos', u'marin', u'activ', u'three', u'step', u'look', u'technic', u'oper', u'characterist', u'look', u'commerci', u'econom', u'implic', u'use', u'foreign', u'ship', u'versus', u'offer', u'canadian', u'ship', u'need', u'convinc', 'us', u'foreign', u'ship', u'suitabl', u'commerci', u'point', u'view', u'inform', u'see', u'section', u'guidelin']"
27,1203325126385126_1685684891482478,Web Accessibility - A Resource Tool for Transportation-Related Websites | Canadian Transportation Agency,link,http://ow.ly/4fpN307iV0u,2017-12-03 16:00:25,0,0,0,0,0,0,0,0,0,0,Creating websites for transportation-related information? Check out our resource tool here > 0u,"['#accessible', '#a11y']",['http://ow.ly/4fpN307iV'],Creating websites transportation related information Check resource tool 0u,"['Creating', 'websites', 'transportation', 'related', 'information', 'Check', 'resource', 'tool', '0u']","[u'creat', u'websit', u'transport', u'relat', u'inform', u'check', u'resourc', u'tool', '0u']"
28,1203325126385126_1685535021497465,Compliance Report: Website Accessibility | Canadian Transportation Agency,link,http://ow.ly/u5Jm304SuHa,2017-12-03 13:00:13,1,0,0,1,0,0,0,0,0,0,We monitor websites of transportation providers to make sure they're accessible for persons with disabilities,['#a11y'],['http://ow.ly/u5Jm304SuHa'],monitor websites transportation providers make sure accessible persons disabilities,"['monitor', 'websites', 'transportation', 'providers', 'make', 'sure', 'accessible', 'persons', 'disabilities']","[u'monitor', u'websit', u'transport', u'provid', u'make', u'sure', u'access', u'person', u'disabl']"
29,1203325126385126_1685393354844965,Timeline Photos,photo,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1685393354844965/?type=3,2017-12-03 10:00:17,0,0,0,0,0,0,0,0,0,0,Today is International Day of Persons With Disabilities. Meet our partners in achieving accessible transportation >,[],['http://ow.ly/3jo630fZXEQ'],Today International Day Persons Disabilities Meet partners achieving accessible transportation,"['Today', 'International', 'Day', 'Persons', 'Disabilities', 'Meet', 'partners', 'achieving', 'accessible', 'transportation']","[u'today', u'intern', u'day', u'person', u'disabl', u'meet', u'partner', u'achiev', u'access', u'transport']"
