,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
67,67,431918433581020_1059069964199194,2017-04-07 10:45:28,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1059069964199194/?type=3,"Life’s full of surprises, and some don’t give you time to adjust your budget.

Setting up an emergency fund now by depositing any extra cash that comes your way—like your tax refund—helps ensure you have cash when you need it most.
Get tips on how to start saving today: http://ow.ly/Tqbq30asgP7","Life’s full of surprises, and some don’t give you time to adjust your budget. Setting up an emergency fund now by depositing any extra cash that comes your way—like your tax refund—helps ensure you have cash when you need it most. Get tips on how to start saving today:",[],27,1,35,27,0,0,0,0,0,0,63,Economical,en,0.0,YourMoneyMattersCanada_facebook,['tax'],neutral
68,68,431918433581020_1079757518797105,2017-04-27 10:45:24,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1079757518797105/?type=3,"Identity theft and fraud can happen to anyone! Do you know how to protect yourself from becoming a victim?

Limit the info you give out about yourself. Your credit card, mail, phone, wallet and online accounts can all be sources of personal information.

Check out these tips and tricks to reduce your risk of identity theft: http://ow.ly/e7vb30b4eKB","Identity theft and fraud can happen to anyone! Do you know how to protect yourself from becoming a victim? Limit the info you give out about yourself. Your credit card, mail, phone, wallet and online accounts can all be sources of personal information. Check out these tips and tricks to reduce your risk of identity theft:",[],23,0,39,23,0,0,0,0,0,0,62,Environmental,en,0.0,YourMoneyMattersCanada_facebook,['or'],neutral
89,89,431918433581020_1080704625369061,2017-04-28 10:45:34,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1080704625369061/?type=3,"To lease or to buy—that is the question! 
Before making a decision to either buy or lease a vehicle, use our calculator to compare the costs and find out which option is right for you and your wallet:
http://ow.ly/KEcS30b4f5b","To lease or to buy—that is the question! Before making a decision to either buy or lease a vehicle, use our calculator to compare the costs and find out which option is right for you and your wallet:",[],29,1,22,29,0,0,0,0,0,0,52,Environmental,en,0.0,YourMoneyMattersCanada_facebook,['or'],neutral
123,123,431918433581020_1055982964507894,2017-04-04 10:45:27,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1055982964507894/?type=3,"When you’re in debt and need help, who should you turn to for qualified help? A Licensed Insolvency Trustee or a debt consultant? Protect yourself by knowing the difference. #LITsCanHelp. Find out more: http://ow.ly/RMBm30as5r2","When you’re in debt and need help, who should you turn to for qualified help? A Licensed Insolvency Trustee or a debt consultant? Protect yourself by knowing the difference. . Find out more: 2",['#LITsCanHelp'],16,0,27,16,0,0,0,0,0,0,43,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['or', 'ice']",neutral
129,129,431918433581020_1074186292687561,2017-04-21 17:45:11,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1074186292687561/?type=3,"The tax return countdown is on! 
Since this year’s tax deadline of April 30 falls on a Sunday, your return will be considered filed on time if it is received (or postmarked) on or before May 1, 2017. 
Start right away, and get all the information you need here: http://ow.ly/BUC230aeFT9","The tax return countdown is on! Since this year’s tax deadline of April falls on a Sunday, your return will be considered filed on time if it is received (or postmarked) on or before May , . Start right away, and get all the information you need here: 9",[],21,2,19,21,0,0,0,0,0,0,42,Economical,en,0.13671875,YourMoneyMattersCanada_facebook,['tax'],positive
177,177,431918433581020_1078872052218985,2017-04-26 10:45:26,http://ow.ly/MmPR30b4eu3,"DYK? Banks aren’t permitted to pressure you into buying their products or services as a condition for obtaining another product or service from them?

For example, if you apply for a mortgage at a bank, the institution cannot make you buy another product or service as a condition for obtaining the mortgage. This practice, called coercive tied selling, is illegal in Canada.

If this happened to you and you want to file a complaint, contact the Financial Consumer Agency of Canada: http://ow.ly/MmPR30b4eu3","DYK? Banks aren’t permitted to pressure you into buying their products or services as a condition for obtaining another product or service from them? For example, if you apply for a mortgage at a bank, the institution cannot make you buy another product or service as a condition for obtaining the mortgage. This practice, called coercive tied selling, is illegal in Canada. If this happened to you and you want to file a complaint, contact the Financial Consumer Agency of Canada:",[],13,0,21,13,0,0,0,0,0,0,34,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['or', 'ice', 'mer']",neutral
187,187,431918433581020_1062358230537034,2017-04-10 10:45:24,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1062358230537034/?type=3,"Thinking of dropping off a load of clothes to a donation bin this spring?  Did you know that not all drop-off bins belong to non-profit organizations? 

Some signs give the impression that donations go directly to charity when they actually go to a FOR-PROFIT business: http://ow.ly/xm7I30aG0gj",Thinking of dropping off a load of clothes to a donation bin this spring? Did you know that not all drop-off bins belong to non-profit organizations? Some signs give the impression that donations go directly to charity when they actually go to a FOR-PROFIT business:,[],12,2,19,11,0,0,0,1,0,0,33,Environmental,en,0.0,YourMoneyMattersCanada_facebook,['or'],neutral
209,209,431918433581020_1069836103122580,2017-04-17 10:45:21,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1069836103122580/?type=3,"Is your debt keeping you up at night? 

Check out these six steps to get out of debt, which include tips and links to help map out a plan for fighting back and taking control of your debt: http://ow.ly/vd2R30aQzcz","Is your debt keeping you up at night? Check out these six steps to get out of debt, which include tips and links to help map out a plan for fighting back and taking control of your debt:",[],11,3,17,11,0,0,0,0,0,0,31,Environmental,en,0.0,YourMoneyMattersCanada_facebook,['or'],neutral
251,251,431918433581020_1055096791263178,2017-04-03 10:45:21,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1055096791263178/?type=3,"Spring has sprung: time to clean, sort and purge!

Check back this month for money-savvy #springcleaning #ecotips like this one: Pour boiling water down your drain to get rid of grease and soap scum.","Spring has sprung: time to clean, sort and purge! Check back this month for money-savvy like this one: Pour boiling water down your drain to get rid of grease and soap scum.","['#springcleaning', '#ecotips']",16,1,10,16,0,0,0,0,0,0,27,Environmental,en,-0.3333333333333333,YourMoneyMattersCanada_facebook,"['water', 'or', 'clean']",negative
261,261,431918433581020_1072909929481864,2017-04-20 10:45:25,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1072909929481864/?type=3,"Gearing up for #springcleaning? 

When buying cleaning products, check out the unit price. This gives the cost per unit of measurement: millilitre, litre, gram, kilogram, etc. It’s the most objective way to compare prices between products. http://ow.ly/sISk30aXGUk","Gearing up for ? When buying cleaning products, check out the unit price. This gives the cost per unit of measurement: millilitre, litre, gram, kilogram, etc. It’s the most objective way to compare prices between products.",['#springcleaning'],17,0,9,17,0,0,0,0,0,0,26,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['clean', 'ice', 'or']",neutral
