,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
12,12,839509202167025666,2017-03-08 16:12:45,['https://t.co/mhdy9pcjbm'],RT @ScienceMin: Today we honour all of our fearless females &amp; #WomenInSTEM for #IWD2017 https://t.co/mhdy9pcjbm,RT ScienceMin Today honour fearless females amp WomenInSTEM IWD2017 https co mhdy9pcjbm,"['#WomenInSTEM', '#IWD2017']",146,0,146,Social,en,0.0,Neutral,DFO_Science_tweeter,['women']
19,19,842381364737519616,2017-03-16 14:25:42,"['https://t.co/u55QjAjP', 'https://t.co/voHRqH8eD3']","Every year, our scientists conduct a variety of research projects above and below the surface Learn more: https://t.co/u55QjAjPud #CdnSci https://t.co/voHRqH8eD3",Every year scientists conduct variety research projects surface Learn https co u55QjAjPud CdnSci https co voHRqH8eD3,['#CdnSci'],31,77,108,unknown,en,0.25,Neutral,DFO_Science_tweeter,
39,39,842757721967464450,2017-03-17 15:21:13,[],RT @CCG_GCC: The final grand hull block of the 1st Offshore Fisheries Science Vessel is lifted into place at #VSY #OFSV @seaspan #CCGProud…,RT final grand hull block 1st Offshore Fisheries Science Vessel lifted place VSY OFSV seaspan,"['#VSY', '#OFSV', '#CCGProud']",61,0,61,Environmental,en,0.25,Neutral,DFO_Science_tweeter,"['fisheries ', 'or']"
41,41,839506467522809857,2017-03-08 16:01:53,['https://t.co/kdv0VhoiLP'],#WomenInScience at DFO explain why girls should #BeBoldForChange and pursue science careers #IWD2017 #EqualityMatters https://t.co/kdv0VhoiLP,WomenInScience DFO explain girls BeBoldForChange pursue science careers IWD2017 EqualityMatters https co kdv0VhoiLP,"['#WomenInScience', '#BeBoldForChange', '#IWD2017', '#EqualityMatters']",32,28,60,Social,en,0.0,Neutral,DFO_Science_tweeter,"['equality', 'change', 'women']"
55,55,839518682044895233,2017-03-08 16:50:25,['https://t.co/yfTvl3XLfk'],Thank you to the #WomeninScience who help keep Canadians and our waters safe and healthy #IWD2017 #EqualityMatters https://t.co/yfTvl3XLfk,Thank WomeninScience help keep Canadians waters safe healthy IWD2017 EqualityMatters https co yfTvl3XLfk,"['#WomeninScience', '#IWD2017', '#EqualityMatters']",22,30,52,Social,en,0.5,Positive,DFO_Science_tweeter,"['equality', 'safe', 'health', 'healthy ', 'women']"
58,58,839153747200737281,2017-03-07 16:40:18,"['https://t.co/TNTsDwGmX', 'https://t.co/euGyWCzP2S']",Don’t let the smile fool you. Ashley Bedford was not happy to find this goldfish in Lake ON https://t.co/TNTsDwGmX1 #WomenInScience #IWD2017 https://t.co/euGyWCzP2S,let smile fool Ashley Bedford happy find goldfish Lake https co TNTsDwGmX1 WomenInScience IWD2017 https co euGyWCzP2S,"['#WomenInScience', '#IWD2017']",19,32,51,Environmental,en,-0.05000000000000002,Neutral,DFO_Science_tweeter,"['lake ', 'gold', 'or']"
64,64,842363657719840769,2017-03-16 13:15:21,"['https://t.co/4JSHUgx6Np', 'https://t.co/tzTuMqoKTf']","We’re proud to participate in the world’s largest #ocean climate monitoring program, ARGO: https://t.co/4JSHUgx6Np #CdnSci https://t.co/tzTuMqoKTf",proud participate largest ocean climate monitoring program ARGO https co 4JSHUgx6Np CdnSci https co tzTuMqoKTf,"['#ocean', '#CdnSci']",19,31,50,Environmental,en,0.8,Positive,DFO_Science_tweeter,"['climate', 'or', 'climat']"
95,95,838822844498837505,2017-03-06 18:45:25,"['https://t.co/s6H2pHns8a', 'https://t.co/QULJFRKQzX']","Wetsuits, labcoats, lifejackets, waders! The dress codes (and jobs!) at DFO Science are broad: https://t.co/s6H2pHns8a #WomenInScience https://t.co/QULJFRKQzX",Wetsuits labcoats lifejackets waders dress codes jobs DFO Science broad https co s6H2pHns8a WomenInScience https co QULJFRKQzX,['#WomenInScience'],16,23,39,Economical,en,0.0625,Neutral,DFO_Science_tweeter,['jobs']
117,117,838800117507440640,2017-03-06 17:15:06,['https://t.co/BxJzx3T6Y'],The new Library allows you to easily search the scientific collections of 7 #GoC departments with a single click! https://t.co/BxJzx3T6Yu,new Library allows easily search scientific collections GoC departments single click https co BxJzx3T6Yu,['#GoC'],20,16,36,Social,en,0.16013708513708513,Neutral,DFO_Science_tweeter,['library']
128,128,842051575409479680,2017-03-15 16:35:14,"['https://t.co/izbR1T7ohP', 'https://t.co/yV1bSDw0l']",#ICYMI DFO providing @vanaqua with $215k + $520k in-kind support to monitor microplastics in the Arctic https://t.co/izbR1T7ohP https://t.co/yV1bSDw0lU,ICYMI DFO providing vanaqua 215k 520k kind support monitor microplastics Arctic https co izbR1T7ohP https co yV1bSDw0lU,['#ICYMI'],17,18,35,Economical,en,0.0,Neutral,DFO_Science_tweeter,['arctic']
