,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
26,26,798775163588850_940961569370208,2016-10-25 09:10:50,,Le pâturage en andain permet aux agriculteurs d’économiser beaucoup,Le pâturage en andain permet aux agriculteurs d’économiser beaucoup,[],10,1,15,10,0,0,0,0,0,0,26,Environmental,fr,0.0,AgricultureCanadienne_facebook,['eau'],neutral
30,30,798775163588850_933929506740081,2016-10-14 11:17:40,,Les grandes femmes de l’histoire de l’agriculture,Les grandes femmes de l’histoire de l’agriculture,[],15,0,7,14,1,0,0,0,0,0,22,Social,fr,0.0,AgricultureCanadienne_facebook,"['culture', 'femmes']",neutral
33,33,798775163588850_942414765891555,2016-10-26 12:25:11,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/942414765891555/?type=3,Martine Dorais (Ph. D.) a reçu récemment un doctorat honorifique de l’Université des sciences agricoles de la Suède pour sa vision et son expertise dans le domaine de la serriculture durable. Renseignez-vous davantage sur sa contribution et celle d’autres femmes canadiennes à la recherche scientifique en agriculture : http://ow.ly/DMsC305yHbo #Moisdelhistoiredesfemmes #GrâceàElle,Martine Dorais (Ph. D.) a reçu récemment un doctorat honorifique de l’Université des sciences agricoles de la Suède pour sa vision et son eertise dans le domaine de la serriculture durable. Renseignez-vous davantage sur sa contribution et celle d’autres femmes canadiennes à la recherche scientifique en agriculture : âceàElle,"['#Moisdelhistoiredesfemmes', '#Gr']",17,0,4,17,0,0,0,0,0,0,21,Environmental,fr,0.0,AgricultureCanadienne_facebook,"['durable', 'agriculture', 'or']",neutral
42,42,798775163588850_942381625894869,2016-10-26 11:07:06,http://ow.ly/a0FG305yGMy,Vous voulez une autre raison d’#AimerLesLégumineuses? Nos chercheurs ont découvert que la consommation régulière de légumineuses peut aider à réduire votre taux de glucose et de cholestérol sanguins. Apprenez-en davantage sur cette découverte : http://ow.ly/a0FG305yGMy,Vous voulez une autre raison d’égumineuses? Nos chercheurs ont découvert que la consommation régulière de légumineuses peut aider à réduire votre taux de glucose et de cholestérol sanguins. Apprenez-en davantage sur cette découverte :,['#AimerLesL'],12,2,3,11,1,0,0,0,0,0,17,Environmental,fr,0.0,AgricultureCanadienne_facebook,['vert'],neutral
55,55,798775163588850_927857830680582,2016-10-05 09:14:25,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/927857830680582/?type=3,"Joignez-vous à nous le mercredi le 12 octobre à 11h (HAP) (14h [HAE]) pour une activité en direct sur Facebook animée par Joyce Boye (Ph. D.), ambassadrice spéciale de l’Organisation pour l'alimentation et l'agriculture des Nations Unies pour l’Année internationale des légumineuses 2016! Chercheuse reconnue à l’échelle mondiale, Mme Boye est directrice de la recherche, du développement et des technologies aux centres de recherche et de développement d’Agassiz et de Summerland. Mme Boye fera une présentation de 30 minutes sur l’importance de l’Année internationale des légumineuses et sur son rôle comme ambassadrice, de même que sur les bienfaits des légumineuses et les nombreux produits qui peuvent être fabriqués à partir de ce culture très diversifiée. Préparez vos questions : Mme Boye y répondra dans la section des commentaires pendant l’activité.","Joignez-vous à nous le mercredi le octobre à h (HAP) (14h [HAE]) pour une activité en direct sur Facebook animée par Joyce Boye (Ph. D.), ambassadrice spéciale de l’Organisation pour l'alimentation et l'agriculture des Nations Unies pour l’Année internationale des légumineuses ! Chercheuse reconnue à l’échelle mondiale, Mme Boye est directrice de la recherche, du développement et des technologies aux centres de recherche et de développement d’Agassiz et de Summerland. Mme Boye fera une présentation de minutes sur l’importance de l’Année internationale des légumineuses et sur son rôle comme ambassadrice, de même que sur les bienfaits des légumineuses et les nombreux produits qui peuvent être fabriqués à partir de ce culture très diversifiée. Préparez vos questions : Mme Boye y répondra dans la section des commentaires pendant l’activité.",[],9,4,2,9,0,0,0,0,0,0,15,Environmental,fr,0.0,AgricultureCanadienne_facebook,"['technologie', 'gas', 'ice', 'air', 'mer', 'agriculture', 'or']",neutral
71,71,798775163588850_941653175967714,2016-10-25 10:45:17,https://youtu.be/wbARKZ1JQco,"Kombucha, choucroute, kimchi – quel est votre aliment fermenté préféré? Les légumes fermentés ont la cote parce qu’ils sont sains, délicieux et compatibles avec les restrictions du régime végétalien!","Kombucha, choucroute, kimchi – quel est votre aliment fermenté préféré? Les légumes fermentés ont la cote parce qu’ils sont sains, délicieux et compatibles avec les restrictions du régime végétalien!",[],6,0,7,6,0,0,0,0,0,0,13,Social,fr,0.0,AgricultureCanadienne_facebook,['parc'],neutral
74,74,798775163588850_932538726879159,2016-10-12 13:01:05,https://www.facebook.com/AgricultureCanadienne/videos/932538726879159/,,,[],8,5,0,8,0,0,0,0,0,0,13,unknown,tl,0.0,AgricultureCanadienne_facebook,,neutral
84,84,798775163588850_932421610224204,2016-10-12 08:59:07,https://www.facebook.com/AgricultureCanadienne/photos/a.798777310255302.1073741827.798775163588850/932421566890875/?type=3,,,[],9,0,3,9,0,0,0,0,0,0,12,unknown,tl,0.0,AgricultureCanadienne_facebook,,neutral
89,89,798775163588850_938910679575297,2016-10-21 10:45:16,https://www.facebook.com/AgricultureCanadienne/photos/a.803710926428607.1073741828.798775163588850/938910679575297/?type=3,"Mary MacArthur (Ph. D.) a mené des travaux révolutionnaires sur la déshydratation et la congélation des aliments dans les années 40, époque à laquelle les technologies dans ce domaine étaient d’une importance cruciale pour l’effort de guerre. Pour en savoir plus sur elle et sur d’autres Canadiennes en sciences : http://ow.ly/z6ZV305pgNl #Moisdelhistoiredesfemmes #GrâceàElle","Mary MacArthur (Ph. D.) a mené des travaux révolutionnaires sur la déshydratation et la congélation des aliments dans les années , époque à laquelle les technologies dans ce domaine étaient d’une importance cruciale pour l’effort de guerre. Pour en savoir plus sur elle et sur d’autres Canadiennes en sciences : âceàElle","['#Moisdelhistoiredesfemmes', '#Gr']",7,0,4,7,0,0,0,0,0,0,11,Environmental,fr,0.0,AgricultureCanadienne_facebook,"['technologie', 'or', 'air']",neutral
134,134,798775163588850_937572563042442,2016-10-19 13:07:12,https://youtu.be/yoNhJNrwb64#Gr,"C’est le Mois de l’histoire des femmes! En 2011, plus d’un quart des exploitants agricoles du Canada étaient des femmes – comme Ginny, fière d’exploiter un élevage boucher. https://youtu.be/yoNhJNrwb64 #GrâceàElle","C’est le Mois de l’histoire des femmes! En , plus d’un quart des eloitants agricoles du Canada étaient des femmes – comme Ginny, fière d’eloiter un élevage boucher. âceàElle",['#Gr'],5,1,3,5,0,0,0,0,0,0,9,Social,fr,0.0,AgricultureCanadienne_facebook,['femmes'],neutral
