,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
43,43,2017-08-31_13-43-44,2017-08-31 13:43:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f9645e1a89690a1962cfe168a7cf43e6/5AE66ECD/t51.2885-15/e35/21224127_708454872682092_2554049912278876160_n.jpg,"étro Hélicoptère survolant le Bouclier canadien dans la circonscription de Keewatin (T.N.-O.), à l’ouest de la baie d’Hudson,",tro survolant le Bouclier canadien dans la circonscription de Keewatin ouest de la baie Hudson 1952,"[""jeudirétro""]",0,4,4,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
45,45,2017-08-04_10-53-44,2017-08-04 10:53:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bcedff5d77a2864bacd71aa934a0e4a8/5AFEEBC6/t51.2885-15/e35/20582685_1870313193296847_933431001990823936_n.jpg,"Nicolas Piette-Lauziere et Zoik Brault, tous deux assistants à la recherche, ont cartographié sur place une zone de faille aux abords du parc national des Hautes-Terres-du-Cap-Breton. On les voit arborant avec fierté le t-shirt commémoratif . Ils ont consacré le mois dernier à ce travail sur l’île du Cap-Breton. La roche d’un côté et de l’autre de la faille n’a pas connu la même évolution géologique. En étudiant en laboratoire les échantillons collectés, Nicolas espère découvrir à quel moment et pourquoi la faille s’est formée, et déterminer comment elle a pu livrer passage à un magma issu des profondeurs de la croute terrestre et qui, une fois à la surface, s’est transformé en granite.",Nicolas Piette Lauziere et Zoik Brault tous deux assistants la recherche ont sur place une zone de faille aux abords du parc national des Hautes Terres du Cap Breton les voit arborant avec le shirt moratif CGC175 nIls ont le mois dernier ce travail sur le du Cap Breton La roche un et de autre de la faille pas connu la volution ologique En tudiant en laboratoire les chantillons Nicolas couvrir quel moment et pourquoi la faille est et terminer comment elle pu livrer passage un magma issu des profondeurs de la croute terrestre et qui une fois la surface est en granite,"[""cgc175""]",0,4,4,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['parc', 'or', 'terres']",neutral
64,64,2017-08-15_07-42-18,2017-08-15 07:42:18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8efb115f9caee3b4a3589b748d4b599b/5AEFB700/t51.2885-15/e35/20766820_1779621845399928_1351127747031728128_n.jpg,Le min Carr énonce dans un discours la vision fédérale de la transition vers une économie propre dans les,Le min Carr nonce dans un discours la vision rale de la transition vers une conomie propre dans les RessourcesNaturelles CMEM2017,"[""ressourcesnaturelles"",""cmem2017""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['propre', 'nature']",neutral
67,67,2017-08-02_12-18-45,2017-08-02 12:18:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3e57b61299e2b9510ec054c11fe6aa74/5AF329D5/t51.2885-15/e35/20482322_158371304732953_327309119641878528_n.jpg,"Que nous faut-il face au ? Réponse : une équipe de nos plus brillants « bollés » de l’énergie propre au Canada! Par exemple, Anamika, qui se dit elle-même une « bollés des GES » et dont nous avons présenté un portrait à énÉnergie. À l’emploi de Cenovus Energy, elle travaille à mettre au point des moyens de production pétrolière qui soient à la fois efficaces et capables d’en atténuer les effets climatiques. « Nous vivons, nous a-t-elle dit, à une époque où les populations sont soucieuses d’un avenir énergétique propre et réclament des réponses de la part des producteurs d’énergie. Aussi, si nous souhaitons que notre industrie demeure viable, nous devons participer à la création de cet avenir énergétique. » Êtes-vous curieux de savoir à quoi s’occupent nos « bollés » de l’énergie propre ? Rendez-vous à énÉnergie",Que nous faut il face au ChangementClimatique ponse une quipe de nos plus brillants de nergie propre au Canada Par exemple Anamika qui se dit elle une des GES et dont nous avons un portrait nergie emploi de Cenovus Energy elle travaille mettre au point des moyens de production qui soient la fois efficaces et capables en nuer les effets climatiques Nous vivons nous elle dit une poque les populations sont soucieuses un avenir tique propre et clament des ponses de la part des producteurs nergie Aussi si nous souhaitons que notre industrie demeure viable nous devons participer la ation de cet avenir tique tes vous curieux de savoir quoi occupent nos de nergie propre Rendez vous www generationenergie ca nergie,"[""changementclimatique"",""génénergie"",""génénergie""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,"['ami', 'avenir', 'changement', 'change', 'population']",neutral
72,72,2017-08-24_13-06-54,2017-08-24 13:06:54,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a817c2b481925b26a9b825eb09f684fd/5ADF0DCF/t51.2885-15/e35/21041382_1950909765181987_3947532822897491968_n.jpg,étro Une géologue contemple les sommets de la chaîne des Cassiars en C.-B. en .,tro Une ologue contemple les sommets de la ne des Cassiars en en 1994,"[""jeudirétro""]",0,3,3,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
73,73,2017-08-16_05-41-51,2017-08-16 05:41:51,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f78a52743b45c5284e3748c9d9bae24d/5AED158B/t51.2885-15/e35/20766920_476287999397062_1351756062092427264_n.jpg,Les min Carr et Doucet à bord d’un éhiculeÉlectrique d’Energie NB : vers un réseau national d’électricité et de carburants de remplacement,Les min Carr et Doucet bord un lectrique Energie NB vers un seau national et de carburants de remplacement CMEM2017,"[""véhiculeélectrique"",""cmem2017""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['eau', 'or']",neutral
119,119,2017-08-29_13-25-09,2017-08-29 13:25:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/90017ec29f9f864355ab9f3e4efaef45/5AEB0AD1/t51.2885-15/e35/21224590_299655663842579_6634307893321531392_n.jpg,Occasions et défis liés à l’avenir énergétique du Canada: idées géniales échangées auj à l’atelier énÉnergie à Halifax avec Maritimes Energy,Occasions et fis avenir tique du Canada es niales es auj atelier nergie Halifax avec Maritimes Energy,"[""génénergie""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['avenir'],neutral
117,117,2017-08-22_10-31-38,2017-08-22 10:31:38,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a9705b6013477c1e89ea6e729750f0c6/5A63A4B6/t51.2885-15/e15/20905609_126771551295165_5113022728957329408_n.jpg,Un aspect important de notre avenir énergétique est de disposer de systèmes énergétiques qui résistent aux effets du changement climatique. Écoutez ce que Monica avait à dire à ce sujet. énÉnergie,Un aspect important de notre avenir tique est de disposer de mes tiques qui sistent aux effets du changement climatique coutez ce que Monica avait dire ce sujet nergie,"[""génénergie""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['climat', 'changement climatique', 'climatique', 'or']",neutral
116,116,2017-08-15_08-32-39,2017-08-15 08:32:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f78a5bcc0f72d28d11ce0f2154cf776c/5AEC9992/t51.2885-15/e35/20766953_333754340402171_3348996694606872576_n.jpg,Les ministres canadiens de l’énergie et des mines collaborent sur le plan des priorités à la au,Les ministres canadiens de nergie et des mines collaborent sur le plan des la CMEM2017 au NouveauBrunswick,"[""cmem2017"",""nouveaubrunswick""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['eau', 'or', 'mines']",neutral
115,115,2017-08-15_08-05-44,2017-08-15 08:05:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b35324630f1702b2bc3cd9ecfb0d9f32/5AED4CE2/t51.2885-15/e35/20766197_165298854019220_5221093237225160704_n.jpg,"Les ministres Carr et Doucet remettent un prix à JoAnne Nelson, récipiendaire de la médaille de CPGeologists",Les ministres Carr et Doucet remettent un prix JoAnne Nelson cipiendaire de la daille de CPGeologists CMEM2017,"[""cmem2017""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['air'],neutral
