,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
47,47,883120228472315_1299308603520140,2017-06-13 12:45:08,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1299308603520140/?type=3,We’re making improvements to help crop production and the environment.   Celebrate #CdnAg and see how far we’ve come: ow.ly/8RGg30cyoJ2,We’re making improvements to help crop production and the environment. Celebrate and see how far we’ve come: 2,['#CdnAg'],32,9,9,29,0,1,1,0,0,1,50,unknown,en,0.10599074074074076,CanadianAgriculture_facebook,,positive
50,50,883120228472315_1295407270576940,2017-06-09 15:30:19,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1295407270576940/?type=3,"It’s been grown in drought conditions, under water for six weeks at a time, and buried under snow for months. Read more on this new alfalfa variety in #Agriinfo: ow.ly/9iJl30csBi1","It’s been grown in drought conditions, under water for six weeks at a time, and buried under snow for months. Read more on this new alfalfa variety in : 1",['#Agriinfo'],32,1,15,32,0,0,0,0,0,0,48,Environmental,en,0.15,CanadianAgriculture_facebook,"['water', 'or']",positive
52,52,883120228472315_1308999595884374,2017-06-23 14:45:08,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1308999595884374/?type=3,"Join us next week at the Lethbridge Research and Development Centre as we celebrate Canada’s 150th birthday, and Agriculture and Agri-Food Canada’s 150th anniversary! Learn about the exciting agriculture research being conducted in our community that benefits all Canadians. #Canada150 ow.ly/6blV30cQcOp","Join us next week at the Lethbridge Research and Development Centre as we celebrate Canada’s th birthday, and Agriculture and Agri-Food Canada’s th anniversary! Learn about the exciting agriculture research being conducted in our community that benefits all Canadians.",['#Canada150'],29,1,16,27,2,0,0,0,0,0,46,Environmental,en,0.5,CanadianAgriculture_facebook,"['agri-food', 'agriculture']",positive
66,66,883120228472315_1290253697758964,2017-06-05 09:58:27,https://www.facebook.com/CanadianAgriculture/videos/1290253697758964/,"To start off, let's celebrate a global partnership- did you know we are working with @NASA? Our partnership is helping create soil moisture maps- a useful tool for Canadian farmers: ow.ly/bDqT30cjZmQ","To start off, let's celebrate a global partnership- did you know we are working with ? Our partnership is helping create soil moisture maps- a useful tool for Canadian farmers:",[],33,0,8,33,0,0,0,0,0,0,41,Economical,en,0.0,CanadianAgriculture_facebook,"['global', 'partnership', 'oil']",neutral
81,81,883120228472315_1300362850081382,2017-06-14 14:37:52,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1300362850081382/?type=3,"We are working with Canadians from across the country to create a #FoodPolicy4Canada that will benefit everyone. We have already heard from 8,800 Canadians about what A Food Policy for Canada means to them. Want to take part? Complete our survey and have your voice heard. ow.ly/Gx1730cB2tC","We are working with Canadians from across the country to create a that will benefit everyone. We have already heard from ,800 Canadians about what A Food Policy for Canada means to them. Want to take part? Complete our survey and have your voice heard. C",['#FoodPolicy4Canada'],4,2,30,4,0,0,0,0,0,0,36,Environmental,en,0.10714285714285716,CanadianAgriculture_facebook,"['or', 'ice']",positive
117,117,883120228472315_1315084898609177,2017-06-29 11:10:24,,A way to kill dandelions WITHOUT hours of weeding? Meet our scientists’ new nature-based method: http://ow.ly/1BnP30d7LkG,A way to kill dandelions WITHOUT hours of weeding? Meet our scientists’ new nature-based method:,[],18,5,7,16,1,0,0,0,1,0,30,Environmental,en,-0.2625,CanadianAgriculture_facebook,['nature'],negative
140,140,883120228472315_1298204686963865,2017-06-12 09:15:07,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1298204686963865/?type=3,"Food is important to all Canadians: it impacts our health, our environment, our communities, and our economy. That’s why we want to hear from you as we develop 
a #FoodPolicy4Canada. Complete our survey and let us know what you think. ow.ly/dgVu30cwbHt","Food is important to all Canadians: it impacts our health, our environment, our communities, and our economy. That’s why we want to hear from you as we develop a . Complete our survey and let us know what you think.",['#FoodPolicy4Canada'],8,3,15,8,0,0,0,0,0,0,26,Social,en,0.16819711538461538,CanadianAgriculture_facebook,['health'],positive
150,150,883120228472315_1307051792745821,2017-06-21 13:37:14,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1307051792745821/?type=3,Bees are working hard in our greenhouses! Our scientists are finding out how they can be tiny delivery vehicles for Canadian agriculture: ow.ly/rOmk30cM8JV,Bees are working hard in our greenhouses! Our scientists are finding out how they can be tiny delivery vehicles for Canadian agriculture:,[],23,1,1,23,0,0,0,0,0,0,25,Environmental,en,0.0,CanadianAgriculture_facebook,"['agriculture', 'or']",neutral
188,188,883120228472315_1291710477613286,2017-06-06 11:00:30,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1291710477613286/?type=3,We’re working with Canadians to develop a #FoodPolicy4Canada  Share your opinion today: ow.ly/6Cgm30cmuqb,We’re working with Canadians to develop a Share your opinion today:,['#FoodPolicy4Canada'],4,0,18,4,0,0,0,0,0,0,22,Environmental,en,0.0,CanadianAgriculture_facebook,['or'],neutral
223,223,883120228472315_1309029499214717,2017-06-23 15:30:10,https://www.facebook.com/CanadianAgriculture/photos/a.889058524545152.1073741828.883120228472315/1309029499214717/?type=3,Did you know sweet corn is grown in every Canadian province? Learn more about this valuable crop: ow.ly/IObO30cQraz,Did you know sweet corn is grown in every Canadian province? Learn more about this valuable crop:,[],16,3,1,16,0,0,0,0,0,0,20,Environmental,en,0.16986111111111113,CanadianAgriculture_facebook,['or'],positive
