,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
37,37,932975737103114241,2017-11-21 14:15:24,"['https://t.co/Wpe49LTkbE', 'https://t.co/JHj95gy7xh']","Happy #WorldFisheriesDay! More than 72,000 Canadians make their living directly from fishing and fishing-related activities. Want more fun facts? Check out this link: https://t.co/Wpe49LTkbE https://t.co/JHj95gy7xh",Happy WorldFisheriesDay 72 000 Canadians make living directly fishing fishing related activities Want fun facts Check link https co Wpe49LTkbE https co JHj95gy7xh,['#WorldFisheriesDay'],67,93,160,Environmental,en,0.48,Positive,DFO_MPO_tweeter,['or']
111,111,925731768816332801,2017-11-01 14:30:27,"['https://t.co/diz5TUbC7j', 'https://t.co/tmc40HVLdk']","The new marine refuge in the #PacificOcean protects underwater mountains, hydrothermal vents and more! 🐚 https://t.co/diz5TUbC7j https://t.co/tmc40HVLdk",new marine refuge PacificOcean protects underwater mountains hydrothermal vents https co diz5TUbC7j https co tmc40HVLdk,['#PacificOcean'],30,49,79,Environmental,en,0.3806818181818182,Positive,DFO_MPO_tweeter,"['water', 'marine']"
130,130,928674771579129857,2017-11-09 17:24:54,['https://t.co/CB2KRWsVUQ'],"This summer over 100 #RightWhales were seen in the Gulf of St. Lawrence. In the past, they favoured the Bay of Fundy. https://t.co/CB2KRWsVUQ",summer 100 RightWhales seen Gulf St Lawrence past favoured Bay Fundy https co CB2KRWsVUQ,['#RightWhales'],44,30,74,Social,en,-0.25,Neutral,DFO_MPO_tweeter,['mer']
188,188,930829785470816256,2017-11-15 16:08:09,"['https://t.co/MdSjSYq2ur', 'https://t.co/rvzs5DFbLW']",We’re excited for the launch of the Ocean Research in Canada Alliance (ORCA) Community of Practice; a forum for collaboration on ocean science &amp; technology initiatives in 🇨🇦 https://t.co/MdSjSYq2ur https://t.co/rvzs5DFbLW,excited launch Ocean Research Canada Alliance ORCA Community Practice forum collaboration ocean science amp technology initiatives https co MdSjSYq2ur https co rvzs5DFbLW,[],21,35,56,Social,en,0.375,Positive,DFO_MPO_tweeter,"['collaboration', 'community']"
238,238,929086756565192705,2017-11-10 20:41:59,"['https://t.co/oUilvkXaHj', 'https://t.co/4HJx2WUfTe']",Minister LeBlanc discusses new concrete actions to protect #RightWhales during roundtable with experts https://t.co/oUilvkXaHj https://t.co/4HJx2WUfTe,Minister LeBlanc discusses new concrete actions protect RightWhales roundtable experts https co oUilvkXaHj https co 4HJx2WUfTe,['#RightWhales'],17,30,47,Economical,en,0.1431818181818182,Neutral,DFO_MPO_tweeter,['minister']
257,257,930892025284775936,2017-11-15 20:15:28,[],"RT @GovCanNorth: What can the #GoC do to support a strong, prosperous &amp; sustainable #Arctic? Read the discussion guide and then send your t…",RT GovCanNorth GoC support strong prosperous amp sustainable Arctic Read discussion guide send,"['#GoC', '#Arctic']",45,0,45,Environmental,en,0.4333333333333333,Positive,DFO_MPO_tweeter,"['sustainable', 'or']"
268,268,926467295093886976,2017-11-03 15:13:10,"['https://t.co/h1A65G2K3M', 'https://t.co/bTUIjS6ILq']",Networks of marine protected areas are a long-term way we’re protecting marine biodiversity &amp; our #oceans https://t.co/h1A65G2K3M https://t.co/bTUIjS6ILq,Networks marine protected areas long term way protecting marine biodiversity amp oceans https co h1A65G2K3M https co bTUIjS6ILq,['#oceans'],15,28,43,Environmental,en,0.0,Neutral,DFO_MPO_tweeter,"['oceans', 'marine', 'or', 'biodiversity']"
319,319,935538986176729088,2017-11-28 16:00:50,"['https://t.co/Lu1ORYsaCK', 'https://t.co/zmS1xgccEr']","Canary rockfish don’t reach maturity for 13 years, making it difficult for their population to recover. Find out what we’re doing to protect them: 
https://t.co/Lu1ORYsaCK https://t.co/zmS1xgccEr",Canary rockfish reach maturity 13 years making difficult population recover Find protect https co Lu1ORYsaCK https co zmS1xgccEr,[],17,19,36,Social,en,-0.5,Negative,DFO_MPO_tweeter,['population']
323,323,936253546743451648,2017-11-30 15:20:14,"['https://t.co/9PluJjZQwI', 'https://t.co/BWlndKYwgT']",Opal squid are nature’s mood rings 💍. Their colour changes with their moods or when they want to blend into their environment https://t.co/9PluJjZQwI https://t.co/BWlndKYwgT,Opal squid mood rings colour changes moods want blend environment https co 9PluJjZQwI https co BWlndKYwgT,[],10,26,36,Social,en,0.0,Neutral,DFO_MPO_tweeter,['change']
345,345,927597777193926657,2017-11-06 18:05:18,"['https://t.co/EmkOkwtnoV', 'https://t.co/3haVKEkbTp']",Our contribution to Canada’s #ocean protection includes 11 Marine Protected Areas on all three coasts! 🌎 https://t.co/EmkOkwtnoV https://t.co/3haVKEkbTp,contribution ocean protection includes 11 Marine Protected Areas three coasts https co EmkOkwtnoV https co 3haVKEkbTp,['#ocean'],14,21,35,Environmental,en,0.0,Neutral,DFO_MPO_tweeter,"['coasts', 'marine', 'coast']"
376,376,926131139538022401,2017-11-02 16:57:25,"['https://t.co/5aQDCzwykq', 'https://t.co/n1QS4HK7ML']",Our goal is to protect 10% of Canadian oceans by 2020. That’s larger than the Atlantic provinces combined 🌊 https://t.co/5aQDCzwykq https://t.co/n1QS4HK7ML,goal protect 10 Canadian oceans 2020 larger Atlantic provinces combined https co 5aQDCzwykq https co n1QS4HK7ML,[],16,17,33,Environmental,en,0.0,Neutral,DFO_MPO_tweeter,['oceans']
393,393,928733781774753792,2017-11-09 21:19:23,['https://t.co/y9A1Me9nb7'],A productive meeting today with a committed group of partners. What we heard today will lead to concrete actions to protect #RightWhales. https://t.co/y9A1Me9nb7,productive meeting today committed group partners heard today lead concrete actions protect RightWhales https co y9A1Me9nb7,['#RightWhales'],11,21,32,unknown,en,0.15000000000000002,Neutral,DFO_MPO_tweeter,
514,514,932702197527334915,2017-11-20 20:08:27,['https://t.co/w6vhuzuNlF'],RT @DFO_Science: Learn how gliders – autonomous underwater vehicles – are changing how we study #OurOceans: https://t.co/w6vhuzuNlF https:/…,RT Learn gliders autonomous underwater vehicles changing study OurOceans https co w6vhuzuNlF https,['#OurOceans'],25,0,25,Environmental,en,0.4,Positive,DFO_MPO_tweeter,"['water', 'oceans']"
516,516,935888678039314439,2017-11-29 15:10:23,"['https://t.co/vWuTVYahhh', 'https://t.co/gTeUIikfw6']","At 37 km/h, the sei whale is the fastest swimming whale in the world! https://t.co/vWuTVYahhh https://t.co/gTeUIikfw6",37 km sei whale fastest swimming whale world https co vWuTVYahhh https co gTeUIikfw6,[],6,19,25,Environmental,en,0.0,Neutral,DFO_MPO_tweeter,['or']
519,519,933819413878452224,2017-11-23 22:07:52,[],"RT @ParksCanada: From sea to sea to sea, national marine conservation areas protect ecosystems and promote their responsible enjoyment! #NM…",RT ParksCanada sea sea sea national marine conservation areas protect ecosystems promote responsible enjoyment,['#NM'],25,0,25,Environmental,en,0.25,Neutral,DFO_MPO_tweeter,"['park', 'conservation', 'marine', 'ecosystem']"
593,593,935170150554271744,2017-11-27 15:35:13,"['https://t.co/pXc2hazDlz', 'https://t.co/Fj3yJa4gct']","The Atlantic sharpnose #shark gets its name from its long, pointy snout https://t.co/pXc2hazDlz https://t.co/Fj3yJa4gct",Atlantic sharpnose shark gets name long pointy snout https co pXc2hazDlz https co Fj3yJa4gct,['#shark'],8,15,23,unknown,en,-0.05,Neutral,DFO_MPO_tweeter,
610,610,928337648326004736,2017-11-08 19:05:17,"['https://t.co/EUxvmyGcuL', 'https://t.co/S9oulFNLUR']",Canada now protects over 5% of its oceans. Learn how we reached this important milestone in marine conservation: https://t.co/EUxvmyGcuL https://t.co/S9oulFNLUR,Canada protects oceans Learn reached important milestone marine conservation https co EUxvmyGcuL https co S9oulFNLUR,[],4,18,22,Environmental,en,0.4,Positive,DFO_MPO_tweeter,"['conservation', 'oceans', 'marine', 'or']"
706,706,927898831299207173,2017-11-07 14:01:35,"['https://t.co/V8nIP2MAnW', 'https://t.co/I28jnPox1g']",Neon flying squids can shoot a jet of water propelling them up to 2 metres above water and 10 metres away! https://t.co/V8nIP2MAnW https://t.co/I28jnPox1g,Neon flying squids shoot jet water propelling metres water 10 metres away https co V8nIP2MAnW https co I28jnPox1g,[],7,12,19,Environmental,en,0.0,Neutral,DFO_MPO_tweeter,['water']
718,718,928674903456444417,2017-11-09 17:25:25,['https://t.co/JdilHv5uk'],All options are on the table to protect #RightWhales now and next summer when they return to the Gulf of St. Lawrence. https://t.co/JdilHv5ukd,options table protect RightWhales next summer return Gulf St Lawrence https co JdilHv5ukd,['#RightWhales'],12,7,19,Social,en,0.0,Neutral,DFO_MPO_tweeter,['mer']
807,807,928004781762928640,2017-11-07 21:02:36,[],"RT @Transport_gc: The #OceansProtectionPlan was launched a year ago today, over $450 million already invested to protect #OurCoasts https:/…",RT OceansProtectionPlan launched year ago today 450 million already invested protect OurCoasts https,"['#OceansProtectionPlan', '#OurCoasts']",17,0,17,Environmental,en,0.0,Neutral,DFO_MPO_tweeter,"['coasts', 'oceans', 'coast']"
844,844,932992221233799168,2017-11-21 15:20:54,"['https://t.co/ff0NTfR0te', 'https://t.co/CZdObi3f1K']","Proud to announce the Mi’kmaq Alsumk Mowimsikik Koqoey Association will receive over $404K from the Coastal Restoration Fund to help restore the marine ecosystem in Conne River, NL. #OurCoasts https://t.co/ff0NTfR0te https://t.co/CZdObi3f1K",Proud announce kmaq Alsumk Mowimsikik Koqoey Association receive 404K Coastal Restoration Fund help restore marine ecosystem Conne River NL OurCoasts https co ff0NTfR0te https co CZdObi3f1K,['#OurCoasts'],4,12,16,Environmental,en,0.8,Positive,DFO_MPO_tweeter,"['ecosystem', 'coasts', 'coast', 'coastal', 'marine', 'or']"
897,897,930510491285442562,2017-11-14 18:59:23,['https://t.co/GATjRALXjg'],RT @NRCan: Need to see a breakdown of marine protected areas and species at risk? #TheresAMapforThat! https://t.co/GATjRALXjg #OpenMaps #Ge…,RT NRCan Need see breakdown marine protected areas species risk TheresAMapforThat https co GATjRALXjg OpenMaps,"['#TheresAMapforThat', '#OpenMaps', '#Ge']",15,0,15,Environmental,en,0.0,Neutral,DFO_MPO_tweeter,"['marine', 'species', 'or']"
