,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
15,15,2017-03-08_09-51-50,2017-03-08 09:51:50,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5fddd47d068e12500535679ab9adde7b/5AE0898E/t51.2885-15/e35/17125503_1876390649269306_2797155575312416768_n.jpg,Bonne éeinternationaledelafemme!Merci de célébrer les femmes de science de RNCan avec nous! éeinternationaledelafemme,Bonne einternationaledelafemme nMerci de brer les femmes de science de RNCan avec nous FemmesDeScience FemmesEnSTIM FillesEtScience SciRNCan,"[""journéeinternationaledelafemme"",""femmesdescience"",""journéeinternationaledelafemme"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,6,6,Social,fr,0.0,ressourcenaturellescanada_instagram,"['femmes', 'mer']",neutral
71,71,2017-03-08_09-50-59,2017-03-08 09:50:59,https://instagram.fyvr3-1.fna.fbcdn.net/vp/10f85782585b6d02541c04dac73219d2/5AD8F6DE/t51.2885-15/e35/17077157_386542605035344_7996389490585239552_n.jpg,"Pourquoi Joanne White aime-t-elle la science? « Je suis naturellement curieuse, et je veux que mon travail ait du sens. »Spécialiste en télédétection des dynamiques forestières, Joanne repère les changements dans l'étendue et la santé des forêts du Canada",Pourquoi Joanne White aime elle la science Je suis naturellement curieuse et je veux que mon travail ait du sens cialiste en tection des dynamiques res Joanne les changements dans tendue et la des du Canada FemmesEnSTIM FillesEtScience SciRNCan,"[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,"['ami', 'femmes', 'changement', 'change', 'nature']",neutral
97,97,2017-03-03_05-52-00,2017-03-03 05:52:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/47b969449950e4bbafe7bc1a3f31b83e/5AF8306F/t51.2885-15/e35/16908463_1895929077350257_3124208766443061248_n.jpg,"La scientifique Amanda Roe, Ph. D., étudie la génétique et la génomique des insectes etiques et indigènes qui ravagent les forêts. ",La scientifique Amanda Roe Ph tudie la tique et la nomique des insectes exotiques et nes qui ravagent les FemmesDeScience FemmesEnSTIM FillesEtScience SciRNCan,"[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
99,99,2017-03-01_11-28-41,2017-03-01 11:28:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2412adf109a2540be523ae9f2eb475ca/5AFEFC90/t51.2885-15/e35/16464018_1646450758994484_3188767046934462464_n.jpg,"Spécialiste en catalyse et en ingénierie des réactions, Cecile Siewe, Ph. D., est DG de CanmetÉNERGIE. Son labo se penche sur le développement de technologies pour plusieurs options d’ÉnergiePropre.",cialiste en catalyse et en nierie des actions Cecile Siewe Ph est DG de NERGIE nSon labo se penche sur le veloppement de technologies pour plusieurs options nergiePropre FemmesDeScience FemmesEnSTIM FillesEtScience SciRNCan,"[""énergiepropre"",""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,3,3,Economical,fr,0.0,ressourcenaturellescanada_instagram,"['technologies', 'technologie']",neutral
132,132,2017-03-21_13-36-22,2017-03-21 13:36:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/486974cc1f6f5a65aa31928ada57ded5/5AE4F131/t51.2885-15/e35/17332324_268477843599276_4795213114901528576_n.jpg,"Bonne Journée internationale des forêts! La santé et la vitalité de nos forêts comptent. Le Canada est fier de ses pratiques d’aménagement forestier reconnues mondialement. Le gouvernement du Canada mise sur l’aménagement forestier durable pour préserver les valeurs et avantages environnementaux, sociaux et économiques des forêts.  êtsDuCanada êt",Bonne internationale des nLa et la de nos comptent nLe Canada est fier de ses pratiques nagement forestier reconnues mondialement Le gouvernement du Canada mise sur nagement forestier durable pour server les valeurs et avantages environnementaux sociaux et conomiques des IntForestDay,"[""intforestday"",""forêtsducanada"",""forêt""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['environnement', 'durable', 'or']",neutral
133,133,2017-03-08_09-53-21,2017-03-08 09:53:21,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ac30ba871c2ab1aa67ea59eb01f34ca/5AE76337/t51.2885-15/e35/17127152_294421524308208_2108895016112881664_n.jpg,Le min. Carr rencontre le PDG de Hess Corporationpour discuter des persp. du étrole et du É.-U. et des implications au,Le min Carr rencontre le PDG Hess Corporationpour discuter des persp et Gazaux et des implications au Canada Houston HOU CERAWeek,"[""pétrole"",""gazaux"",""canada"",""houston"",""hou"",""ceraweek""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['gaz', 'or']",neutral
138,138,2017-03-07_14-08-07,2017-03-07 14:08:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6dc9a25a4dae9492820893d4eefbfb51/5AF279CF/t51.2885-15/e35/17126439_388912131491112_4636928344384864256_n.jpg,"La scientifique de RNCan Lisa Nykolaishen utilise un GPS pour mesurer les mouvements de la croûte causés par des processus tectoniques qui provoquent des séismes près d’Haida Gwaii, C.-B.",La scientifique de RNCan Lisa Nykolaishen utilise un GPS pour mesurer les mouvements de la te par des processus tectoniques qui provoquent des ismes Haida Gwaii FemmesEnSTIM FillesEtScience SciRNCan,"[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
139,139,2017-03-07_14-07-00,2017-03-07 14:07:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/91f49b13a3b96f47b743624d37f5ac2f/5ADE434F/t51.2885-15/e35/17075881_1299306366790466_4265495110155763712_n.jpg,"Rencontrez Nikole Bingham-Koslowski, géologue des bassins sédimentaires. Sa recherche aide à démêler la géologie et l'évolution de la marge atlantique du Canada.",Rencontrez Nikole Bingham Koslowski ologue des bassins dimentaires Sa recherche aide la ologie et volution de la marge atlantique du Canada FemmesEnSTIM FillesEtScience SciRNCan,"[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['air'],neutral
142,142,2017-03-07_14-05-15,2017-03-07 14:05:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b35c2128fdb256033e21cb334c0bb501/5AF7C375/t51.2885-15/e35/17126240_1650150735287277_8694475556273520640_n.jpg,Voici la spécialiste en recherche sur les feux de forêts Chelene Hanes! Elle étudie les dangers et comportements des feux à l’aide d’outils d’analyse spatiale.,Voici la cialiste en recherche sur les feux de Chelene Hanes Elle tudie les dangers et comportements des feux aide outils analyse spatiale FemmesEnSTIM FillesEtScience SciRNCan,"[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
144,144,2017-03-03_05-46-20,2017-03-03 05:46:20,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fecd5b851dc1db44586a5a79a20c7486/5ADE83D4/t51.2885-15/e35/17076641_1640305082651981_6988899267997859840_n.jpg,"Roberta Bondar, re Canadienne à aller dans l’espace, a travaillé au Centre de foresterie des Grands Lacs de RNCan. En , elle a été embauchée comme étudiante pour travailler sur la livrée des forêts. Roberta Bondar, Ph. D., a visité le CFGL peu après son retour de l’espace et a reçu une broche représentant une . ",Roberta Bondar 1re Canadienne aller dans espace au Centre de foresterie des Grands Lacs de RNCan nEn 1963 elle comme tudiante pour travailler sur la des nRoberta Bondar Ph le CFGL peu son retour de espace et une broche sentant une Tordeuse Anecdote FemmesDeScience FemmesEnSTIM FillesEtScience SciRNCan,"[""tordeuse"",""anecdote"",""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,"['lacs', 'femmes']",neutral
