,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
24,24,2017-03-21_13-35-42,2017-03-21 13:35:42,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d35c57acfe442f8ed7f8bcd0d38dc20a/5AFB6586/t51.2885-15/e35/17332469_265003753956343_3808528242176950272_n.jpg,"Happy International Day of Forests! The health and well-being of our nation’s forests matters. Canada is proud of its world-recognized forest management practices. The Government of Canada is committed to the sustainable management of its forests so as to maintain their environmental, social and economic values and benefits over time. ",Happy International Day Forests nThe health well forests matters nCanada proud world recognized forest management practices Government Canada committed sustainable management forests maintain environmental social economic values benefits time IntForestDay CDNForests Forest,"[""intforestday"",""cdnforests"",""forest""]",0,30,30,Environmental,en,0.0,naturalresourcescanada_instagram,"['sustainable', 'or', 'ice', 'government']",neutral
34,34,2017-03-07_14-02-22,2017-03-07 14:02:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fbbe206f8b76610884b6e011efa1b652/5ADDC9BC/t51.2885-15/e35/17076873_1272821826135070_8347466203328937984_n.jpg,"NRCan Scientist Lisa Nykolaishen uses GPS to measure crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii, B.C.",NRCan Scientist Lisa Nykolaishen uses GPS measure crustal motions caused tectonic processes generate earthquakes Haida Gwaii WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",1,25,26,Social,en,0.7250000000000001,naturalresourcescanada_instagram,['women'],positive
36,36,2017-03-08_09-46-09,2017-03-08 09:46:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/65c075af0f5a14dbdc4e45f3342b9c82/5AFD8F17/t51.2885-15/e35/17126261_1850522938522612_4832665637744541696_n.jpg,Happy International Women’s Day!Thank you for celebrating NRCan’s women in science with us!,Happy International Day nThank celebrating women science us WomenInScience InternationalWomensDay STEMGirls GirlsLoveScience NRCanSci,"[""womeninscience"",""internationalwomensday"",""iwd"",""stemgirls"",""girlslovescience"",""nrcansci""]",0,24,24,Social,en,0.0,naturalresourcescanada_instagram,['women'],neutral
68,68,2017-03-03_05-45-08,2017-03-03 05:45:08,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bd11c39a95c2a24885480b918647cbe9/5AF89169/t51.2885-15/e35/16906698_406837286335124_262981809606754304_n.jpg,"Canada’s st woman to fly in space, Dr. Roberta Bondar, worked at NRCan’s Great Lakes Forestry Research Centre. She was hired as a student in to work on forest tent caterpillar studies. Dr. Bondar visited to GLFC shortly after her return from space and was presented w/ a brooch that was a replica of a ",1st woman fly space Dr Roberta Bondar worked Great Lakes Forestry Research Centre nShe hired student 1963 work forest tent caterpillar studies nDr Bondar visited GLFC shortly return space presented brooch replica SpruceBudworm FunFact WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""sprucebudworm"",""funfact"",""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",0,20,20,Environmental,en,0.0,naturalresourcescanada_instagram,"['lakes', 'or']",neutral
73,73,2017-03-21_07-46-45,2017-03-21 07:46:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/553b7c53fd43eb469e5353e3813c7863/5AF667D3/t51.2885-15/e35/17332913_654040091466418_2632375396904992768_n.jpg,"Forests are a dominant feature of Canada’s landscape and are central to its economy. Forests enrich the lives of all Canadians, offer a place of sanctuary and recreation and are fundamental to the cultural and spiritual values of Indigenous peoples. Forests provide habitat for wildlife, moderate climate and filter air and water. On International Day of Forests, March , take a moment to Celebrate Canada’s forests. ",Forests dominant feature landscape central economy Forests enrich lives Canadians offer place sanctuary recreation fundamental cultural spiritual values Indigenous peoples Forests provide habitat wildlife moderate climate filter air water nOn International Day Forests March 21 take moment Celebrate forests IntForestDay CDNForests Wildlife Forest,"[""intforestday"",""cdnforests"",""wildlife"",""forest""]",1,18,19,Environmental,en,0.0,naturalresourcescanada_instagram,"['climate', 'lands', 'climat', 'wildlife', 'air', 'water', 'or', 'landscape']",neutral
109,109,2017-03-07_14-01-00,2017-03-07 14:01:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1b60585547b15567ce390fa93899ee55/5AE3FF64/t51.2885-15/e35/17076644_1091224401007183_8717882926173257728_n.jpg,"Meet Nikole Bingham-Koslowski, sedimentary basin geologist. Her research is helping unravel the geology and evolution of Canada’s Atlantic margin.",Meet Nikole Bingham Koslowski sedimentary basin geologist research helping unravel geology evolution Atlantic margin WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",0,14,14,Social,en,0.0,naturalresourcescanada_instagram,['women'],neutral
125,125,2017-03-08_09-47-30,2017-03-08 09:47:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a6be77f87470863c4e525aa3b7ce0a90/5AF52596/t51.2885-15/e35/17126962_209573836190401_6034910095807086592_n.jpg,PS Rudd speaks to the importance of attracting more women into senior roles to lead the revolution,PS Rudd speaks importance attracting women senior roles lead CleanEnergy revolution,"[""cleanenergy""]",0,14,14,Economical,en,0.0,naturalresourcescanada_instagram,"['import', 'energy']",neutral
127,127,2017-03-07_13-59-24,2017-03-07 13:59:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/36f2643d28d805ee57e745585bd8be2f/5AEE9C16/t51.2885-15/e35/17125359_188716974953302_1862870063808249856_n.jpg,Check out forest fire research specialist Chelene Hanes! She conducts studies on fire danger and fire behaviour using spatial analysis tools.,Check forest fire research specialist Chelene Hanes conducts studies fire danger fire behaviour using spatial analysis tools WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",0,14,14,Social,en,0.0,naturalresourcescanada_instagram,['women'],neutral
131,131,2017-03-01_11-28-07,2017-03-01 11:28:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/318893214a89455c4535314078d60dce/5AD964B5/t51.2885-15/e35/16908795_1037289633081115_577150098849398784_n.jpg,"With a specialty in catalysis and reaction engineering, Dr. Cecile Siewe is the DG for CanmetENERGY. Her lab conducts research into the development of tech for a range of options. ",specialty catalysis reaction engineering Dr Cecile Siewe DG CanmetENERGY nHer lab conducts research development tech range CleanEnergy options WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""cleanenergy"",""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",0,13,13,Economical,en,0.0,naturalresourcescanada_instagram,"['energy', 'engineering']",neutral
202,202,2017-03-03_05-48-17,2017-03-03 05:48:17,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9fde01e4bea622e06bdedc4f9de54d61/5ADB755A/t51.2885-15/e35/16789410_385466905160328_341706309579571200_n.jpg,CanmetMATERIALS research scientist Irina Pushkareva says she’s a scientist b/c she enjoys “resolving complex problems in the materials field.”,CanmetMATERIALS research scientist Irina Pushkareva says scientist enjoys resolving complex problems materials field WomenInScience STEMGirls GirlsLoveScience NRCanSci,"[""womeninscience"",""stemgirls"",""girlslovescience"",""nrcansci""]",0,8,8,Social,en,0.0,naturalresourcescanada_instagram,['women'],neutral
