,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
31,31,1203325126385126_1534186706632298,2017-06-30 11:30:10,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1534186706632298/?type=3,"The Canadian Transportation Agency's story began 113 years ago.

Its first incarnation – the Board of Railway Commissioners – was established on a snowy day in February 1904 in Ottawa.

As Canada has evolved, our responsibilities and services evolved with it. 

Want to know more? Read At the Heart of Transportation: A Moving History >  http://ow.ly/IsZ530dbqS1","The Canadian Transportation Agency's story began years ago. Its first incarnation – the Board of Railway Commissioners – was established on a snowy day in February in Ottawa. As Canada has evolved, our responsibilities and services evolved with it. Want to know more? Read At the Heart of Transportation: A Moving History > 1",[],5,0,1,3,0,2,0,0,0,0,6,Economical,en,0.0,CanadianTransportationAgency_facebook,"['commission', 'transport']",neutral
53,53,1203325126385126_1532943836756585,2017-06-29 10:00:32,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1532943836756585/?type=3,"Our role is to determine if a suitable Canadian ship is available to perform the activity for which a coasting trade licence is being requested.

The applicant's role is to provide a clear and complete justification as to why a foreign ship must be imported to perform the proposed activity (if that's the case). 

The type of information required in this justification depends on the activity proposed.

More information is available in section 2.3 of our Guidelines at http://ow.ly/hRdD30aDDqn.",Our role is to determine if a suitable Canadian ship is available to perform the activity for which a coasting trade licence is being requested. The applicant's role is to provide a clear and complete justification as to why a foreign ship must be imported to perform the proposed activity (if that's the case). The type of information required in this justification depends on the activity proposed. More information is available in section of our Guidelines at .,[],3,0,1,2,0,0,0,1,0,0,4,Environmental,en,0.0,CanadianTransportationAgency_facebook,"['or', 'ice', 'coast']",neutral
84,84,1203325126385126_1521762497874719,2017-06-19 07:30:31,http://ow.ly/8HZG30cEWi0,"""Travel on a plane, train, bus, or ferry is not just a convenience – it's an essential part of modern life.  We should move as close as possible to universal accessibility, with individual accommodation as the failsafe, not the default.  We should design for accessibility, build for accessibility, and train staff for accessibility. One in seven Canadians has a disability and this proportion is rising as the population ages, so this is both an ethical and a business imperative.""

Scott Streiner speaks to the Accessibility Advisory Council on making Canada's national transportation system the most accessible in the world - from principles to practice. #a11y 

http://ow.ly/8HZG30cEWi0","""Travel on a plane, train, bus, or ferry is not just a convenience – it's an essential part of modern life. We should move as close as possible to universal accessibility, with individual accommodation as the failsafe, not the default. We should design for accessibility, build for accessibility, and train staff for accessibility. One in seven Canadians has a disability and this proportion is rising as the population ages, so this is both an ethical and a business imperative."" Scott Streiner speaks to the Accessibility Advisory Council on making Canada's national transportation system the most accessible in the world - from principles to practice. 0",['#a11y'],1,1,1,1,0,0,0,0,0,0,3,Social,en,-0.16666666666666666,CanadianTransportationAgency_facebook,"['safe', 'population']",negative
86,86,1203325126385126_1501569949893974,2017-06-01 11:30:48,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1501569949893974/?type=3,"National AccessAbility Week continues! 

Making sure that Canadians with disabilities enjoy a travel experience free of undue obstacles is our business. 

Our website has information on all aspects of accessible transportation: mobility aids, service animals, allergies, and more. Check us out at: http://ow.ly/ok5H30bOaeJ","National AccessAbility Week continues! Making sure that Canadians with disabilities enjoy a travel eerience free of undue obstacles is our business. Our website has information on all aspects of accessible transportation: mobility aids, service animals, allergies, and more. Check us out at:",[],3,0,0,3,0,0,0,0,0,0,3,Environmental,en,0.0,CanadianTransportationAgency_facebook,"['or', 'ice']",neutral
118,118,1203325126385126_1501460506571585,2017-06-01 09:00:18,http://ow.ly/Lrz230cdXOQ,Interview with Chair and CEO Scott Streiner at the 2017 International Transportation Forum Summit #ITF17 > http://ow.ly/Lrz230cdXOQ,Interview with Chair and CEO Scott Streiner at the International Transportation Forum Summit >,['#ITF17'],2,0,0,2,0,0,0,0,0,0,2,Environmental,en,0.0,CanadianTransportationAgency_facebook,"['summit', 'or', 'air']",neutral
126,126,1203325126385126_1502678709783098,2017-06-02 11:30:54,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1502678709783098/?type=3,"When it comes to achieving transportation accessibility, all Canadians work together.

To read the valuable input provided during our National Consultation on Accessible Transportation, read the What We Heard Summary Report at http://ow.ly/7ssx30bOlAB 

We are proud to celebrate National AccessAbility Week!","When it comes to achieving transportation accessibility, all Canadians work together. To read the valuable input provided during our National Consultation on Accessible Transportation, read the What We Heard Summary Report at We are proud to celebrate National AccessAbility Week!",[],1,1,0,1,0,0,0,0,0,0,2,Economical,en,-0.3888888888888889,CanadianTransportationAgency_facebook,['transport'],negative
128,128,1203325126385126_1517329531651349,2017-06-15 09:15:26,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1517329531651349/?type=3,"#TravelTips > Need Help with a Problem?

Should you not be satisfied with your air carrier's response to your written complaint, check our website to find out more about how we can help.

  #FlySmart > Top 10 Tips > http://ow.ly/uy2l3061cit","> Need Help with a Problem? Should you not be satisfied with your air carrier's response to your written complaint, check our website to find out more about how we can help. > Top Tips >","['#TravelTips', '#FlySmart']",2,0,0,2,0,0,0,0,0,0,2,Environmental,en,0.0,CanadianTransportationAgency_facebook,"['or', 'air']",neutral
236,236,1203325126385126_1511358692248433,2017-06-09 16:07:24,http://ow.ly/J3lB30ctno7,Chair and CEO Scott Streiner addresses the International Association of Airport Executives Canada > http://ow.ly/J3lB30ctno7,Chair and CEO Scott Streiner addresses the International Association of Airport Executives Canada >,[],1,0,0,1,0,0,0,0,0,0,1,Environmental,en,0.0,CanadianTransportationAgency_facebook,"['or', 'air']",neutral
246,246,1203325126385126_1502879323096370,2017-06-02 15:00:20,http://ow.ly/ikh830cgNos,Chair and CEO Scott Streiner participating as a panelist at 2017 International Transportation Forum #ITF17 > http://ow.ly/ikh830cgNos,Chair and CEO Scott Streiner participating as a panelist at International Transportation Forum >,['#ITF17'],1,0,0,1,0,0,0,0,0,0,1,Environmental,en,0.0,CanadianTransportationAgency_facebook,"['or', 'air']",neutral
247,247,1203325126385126_1507246432659659,2017-06-06 09:15:26,https://www.facebook.com/CanadianTransportationAgency/photos/a.1217102575007381.1073741828.1203325126385126/1507246432659659/?type=3,"#TravelTips > Be Sure to Have All of Your Travel Documents

It's your responsibility to have the proper travel documents to enter a foreign country and return to Canada. All Canadian travellers, including children, must have their own passport. Consult the diplomatic mission of each country you intend to visit for its entry requirements.

 #FlySmart > Top 10 Tips > http://ow.ly/uy2l3061cit","> Be Sure to Have All of Your Travel Documents It's your responsibility to have the proper travel documents to enter a foreign country and return to Canada. All Canadian travellers, including children, must have their own passport. Consult the diplomatic mission of each country you intend to visit for its entry requirements. > Top Tips >","['#TravelTips', '#FlySmart']",1,0,0,1,0,0,0,0,0,0,1,Social,en,0.0,CanadianTransportationAgency_facebook,['children'],neutral
