,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
1,1,632493333805962_651674615221167,2017-11-23 10:11:32,https://www.facebook.com/EnvironmentandClimateChange/videos/651674615221167/,"Happening now: Environment and Climate Change Minister, Catherine McKenna, delivers remarks at the Montreal Protocol meeting.","Happening now: Environment and Climate Change Minister, Catherine McKenna, delivers remarks at the Montreal Protocol meeting.",[],15,13,23,9,5,0,0,0,1,0,51,Environmental,en,-0.002696078431372556,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'climat']",negative
3,3,632493333805962_650044275384201,2017-11-20 10:12:23,https://www.facebook.com/EnvironmentandClimateChange/videos/650044275384201/,"Tune in now to see the Right Honourable Brian Mulroney and Minister of Environment and Climate Change, Catherine McKenna, speak at the opening of the international conference aimed at protecting the ozone layer and tackling climate change. 

LIVE from Montreal:","Tune in now to see the Right Honourable Brian Mulroney and Minister of Environment and Climate Change, Catherine McKenna, speak at the opening of the international conference aimed at protecting the ozone layer and tackling climate change. LIVE from Montreal:",[],17,15,16,15,2,0,0,0,0,0,48,Environmental,en,0.0630952380952381,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'climat']",positive
5,5,632493333805962_648707115517917,2017-11-18 14:15:32,https://www.facebook.com/EnvironmentandClimateChange/videos/648707115517917/,"Meet Anne Marie Arko, an Environment and Climate Change Canada student, who worked closely with Canada’s negotiation team to mobilize climate action on the ground at the United Nations Framework Convention on Climate Change (COP23) in Bonn, Germany. Canada supports young people taking climate action. Youth are essential in addressing climate change. We need their innovative ideas and solutions to help build a cleaner, more prosperous Canada for generations to come.","Meet Anne Marie Arko, an Environment and Climate Change Canada student, who worked closely with Canada’s negotiation team to mobilize climate action on the ground at the United Nations Framework Convention on Climate Change (COP23) in Bonn, Germany. Canada supports young people taking climate action. Youth are essential in addressing climate change. We need their innovative ideas and solutions to help build a cleaner, more prosperous Canada for generations to come.",[],27,2,11,19,8,0,0,0,0,0,40,Environmental,en,0.85,EnvironmentandClimateChange_facebook,"['climate', 'climat', 'climate change', 'cop23', 'clean', 'or']",positive
7,7,632493333805962_651779198544042,2017-11-23 14:38:38,https://www.facebook.com/EnvironmentandClimateChange/videos/651779198544042/,Join us now LIVE to watch a panel discussion on the science behind repairing the ozone layer and combatting climate change under the Montreal Protocol.,Join us now LIVE to watch a panel discussion on the science behind repairing the ozone layer and combatting climate change under the Montreal Protocol.,[],6,1,10,6,0,0,0,0,0,0,17,Environmental,en,-0.25,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'climat', 'air']",negative
8,8,632493333805962_652440791811216,2017-11-24 15:59:20,https://www.facebook.com/EnvironmentandClimateChange/videos/652440791811216/,"Listen to Dr. Mona Nemer, the Chief Science Advisor of Canada, speak after the United Nations Environment Programme’s panel discussion on the scientific foundation of the Montreal Protocol. Science will continue to help us fix the ozone layer!","Listen to Dr. Mona Nemer, the Chief Science Advisor of Canada, speak after the United Nations Environment Programme’s panel discussion on the scientific foundation of the Montreal Protocol. Science will continue to help us fix the ozone layer!",[],10,1,5,10,0,0,0,0,0,0,16,Environmental,en,0.0,EnvironmentandClimateChange_facebook,"['or', 'mer']",neutral
10,10,632493333805962_655615324827096,2017-11-30 18:52:00,https://www.facebook.com/EnvironmentandClimateChange/videos/655615324827096/,"Tag a friend who you are looking forward to skating with this winter! 🙋🏿

RinkWatch is a citizen-driven scientific initiative that empowers skaters to submit temperature information on neighborhood rinks. This information will be used to study long-term impacts of climate change! 

So far, global citizens have submitted skating conditions on more than 1400 outdoor rinks and ponds. Be part of it this winter! http://ow.ly/XkDA30gVTtx","Tag a friend who you are looking forward to skating with this winter! RinkWatch is a citizen-driven scientific initiative that empowers skaters to submit temperature information on neighborhood rinks. This information will be used to study long-term impacts of climate change! So far, global citizens have submitted skating conditions on more than outdoor rinks and ponds. Be part of it this winter!",[],5,1,7,5,0,0,0,0,0,0,13,Environmental,en,0.0,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'or', 'climat']",neutral
11,11,632493333805962_651888025199826,2017-11-23 18:02:41,https://www.facebook.com/EnvironmentandClimateChange/videos/651888025199826/,"Thanks to the Montreal Protocol, 99% of ozone depleting substances are eliminated in Canada and the hole is repairing itself. But, the work is not done!  Canada is committed to a full recovery of the ozone layer and action on climate change.","Thanks to the Montreal Protocol, % of ozone depleting substances are eliminated in Canada and the hole is repairing itself. But, the work is not done! Canada is committed to a full recovery of the ozone layer and action on climate change.",[],8,0,5,8,0,0,0,0,0,0,13,Environmental,en,0.0,EnvironmentandClimateChange_facebook,"['climate', 'substance', 'climat', 'climate change', 'air', 'or']",neutral
14,14,632493333805962_650233905365238,2017-11-20 15:55:01,https://www.facebook.com/EnvironmentandClimateChange/videos/650233905365238/,"The Montreal Protocol is one of the most successful global agreements ever. Together with the world, Canada stopped the thinning of the ozone layer. And now, 30 years later we are coming together under this agreement to stop climate change with the Kigali Amendment.","The Montreal Protocol is one of the most successful global agreements ever. Together with the world, Canada stopped the thinning of the ozone layer. And now, years later we are coming together under this agreement to stop climate change with the Kigali Amendment.",[],5,1,5,5,0,0,0,0,0,0,11,Environmental,en,0.0,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'or', 'climat']",neutral
17,17,632493333805962_655578784830750,2017-11-30 15:14:41,https://www.facebook.com/EnvironmentandClimateChange/videos/655578784830750/,Climate change is affecting our natural treasures like the Torngat Mountains. Environment and Climate Change Canada’s scientist Paul Smith explains! http://ow.ly/RFDm30gVCqG,Climate change is affecting our natural treasures like the Torngat Mountains. Environment and Climate Change Canada’s scientist Paul Smith elains!,[],9,0,0,9,0,0,0,0,0,0,9,Environmental,en,0.0,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'natural', 'or', 'climat']",neutral
19,19,632493333805962_651391941916101,2017-11-22 20:20:07,https://www.facebook.com/EnvironmentandClimateChange/photos/a.642042859517676.1073741828.632493333805962/651391941916101/?type=3,"Tune in to see Dr. Mona Nemer, host a panel discussion on the scientific foundation of the Montreal Protocol.
 
 
Science panelists include Dr. Vitali Fioletov, Environment and Climate Change Canada, Dr. Nathan Gillett, Environment and Climate Change Canada, Dr. Amanda Maycock, University of Leeds, UK, Dr. Guus Velders, Utrecht University and RIVM The Netherlands, and Dr. Anne Thompson, NASA Goddard, USA. See it LIVE in Montreal! UN Environment","Tune in to see Dr. Mona Nemer, host a panel discussion on the scientific foundation of the Montreal Protocol. Science panelists include Dr. Vitali Fioletov, Environment and Climate Change Canada, Dr. Nathan Gillett, Environment and Climate Change Canada, Dr. Amanda Maycock, University of Leeds, UK, Dr. Guus Velders, Utrecht University and RIVM The Netherlands, and Dr. Anne Thompson, NASA Goddard, USA. See it LIVE in Montreal! UN Environment",[],3,0,5,3,0,0,0,0,0,0,8,Environmental,en,0.0,EnvironmentandClimateChange_facebook,"['climate change', 'climate', 'lands', 'climat', 'mer']",neutral
