,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
0,0,123326971154939_887358311418464,2017-07-20 08:30:18,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/887358311418464/?type=3,"The official grand opening of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut, is coming up, in October 2017. CHARS will be a world-class research station in the Arctic, bringing an enhanced level of research and analysis to Canada’s North. For updates on the grand opening celebrations, visit: http://ow.ly/OAnf30dMkxh","The official grand opening of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut, is coming up, in October . CHARS will be a world-class research station in the Arctic, bringing an enhanced level of research and analysis to Canada’s North. For updates on the grand opening celebrations, visit:",[],134,9,193,125,6,3,0,0,0,0,336,Environmental,en,0.0698330965909091,GovCanNorth_facebook,"['or', 'research station']",positive
3,3,123326971154939_888204164667212,2017-07-21 13:41:11,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/888203901333905/?type=3,Job opportunity for Inuit enrolled under the Nunavut Agreement - Pilimmaksaivik (the Federal Centre of Excellence for Inuit Employment in Nunavut) is hiring a Cultural and Wellness Officer. This person will coordinate Inuit cultural learning and well-being activities for federal employees in Nunavut. Apply now! http://ow.ly/Doay30dONid,Job opportunity for Inuit enrolled under the Nunavut Agreement - Pilimmaksaivik (the Federal Centre of Excellence for Inuit Employment in Nunavut) is hiring a Cultural and Wellness Officer. This person will coordinate Inuit cultural learning and well-being activities for federal employees in Nunavut. Apply now! d,[],26,3,68,25,0,1,0,0,0,0,97,Social,en,0.0,GovCanNorth_facebook,"['federal', 'inuit']",neutral
31,31,123326971154939_877553169065645,2017-07-07 14:23:01,,"To help support immediate needs of the residents of Churchill and surrounding communities affected by the suspension of rail service, the Government of Canada is temporarily adding Churchill, Manitoba to its list of eligible communities for the Nutrition North Canada (NNC) program. http://ow.ly/C3U530drXlX","To help support immediate needs of the residents of Churchill and surrounding communities affected by the suspension of rail service, the Government of Canada is temporarily adding Churchill, Manitoba to its list of eligible communities for the Nutrition North Canada (NNC) program.",[],7,0,11,7,0,0,0,0,0,0,18,Environmental,en,0.0,GovCanNorth_facebook,"['or', 'ice', 'government']",neutral
47,47,123326971154939_891659834321645,2017-07-26 14:00:40,http://ow.ly/Sa4t30dW0z6,Have you seen True North Calling? This great documentary series from CBC Sports showcases the lives of resourceful people living in the North. Full episodes are available on YouTube: http://ow.ly/Sa4t30dW0z6,Have you seen True North Calling? This great documentary series from CBC Sports showcases the lives of resourceful people living in the North. Full episodes are available on YouTube:,[],7,5,2,5,2,0,0,0,0,0,14,Environmental,en,0.0,GovCanNorth_facebook,['or'],neutral
59,59,123326971154939_891681687652793,2017-07-26 15:02:31,https://www.facebook.com/MappingtheWayYT/photos/a.416170465396366.1073741828.416169538729792/507624462917632/?type=3,,,[],7,5,0,6,1,0,0,0,0,0,12,unknown,tl,0.0,GovCanNorth_facebook,,neutral
109,109,123326971154939_882833648537597,2017-07-14 14:30:23,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/882833648537597/?type=3,"Today the Great Northern Arts Festival kicks off in Inuvik, Northwest Territories! Attend the opening ceremony inside the Midnight Sun Recreation Complex at 7:30 p.m. For a list of events and workshops happening from now until July 24, have a look at their website: http://ow.ly/cWUA30dDQBr","Today the Great Northern Arts Festival kicks off in Inuvik, Northwest Territories! Attend the opening ceremony inside the Midnight Sun Recreation Complex at :30 p.m. For a list of events and workshops happening from now until July , have a look at their website:",[],6,0,0,6,0,0,0,0,0,0,6,Economical,en,0.0,GovCanNorth_facebook,['northern'],neutral
110,110,123326971154939_881201712034124,2017-07-12 15:00:45,,"Churchill, Manitoba, has been temporarily added to the list of communities eligible for the Nutrition North Program. Learn more: http://ow.ly/BrQH30dA2E7","Churchill, Manitoba, has been temporarily added to the list of communities eligible for the Nutrition North Program. Learn more:",[],4,0,2,4,0,0,0,0,0,0,6,Environmental,en,0.0,GovCanNorth_facebook,['or'],neutral
112,112,123326971154939_893661717454790,2017-07-30 08:00:30,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/893661717454790/?type=3,"Happy International Day of Friendship!
DYK? Friendship Centres throughout Canada promote spiritual and physical health through programs centered on community. Find one near you: http://ow.ly/OgWY30dZTQ4 
National Association of Friendship Centres",Happy International Day of Friendship! DYK? Friendship Centres throughout Canada promote spiritual and physical health through programs centered on community. Find one near you: National Association of Friendship Centres,[],5,1,0,4,1,0,0,0,0,0,6,Social,en,0.0,GovCanNorth_facebook,"['health', 'community', 'friend']",neutral
131,131,123326971154939_873183132835982,2017-07-01 09:50:55,https://www.facebook.com/MinCIRNA/photos/a.1063300580413925.1073741828.1062292210514762/1351529608257686/?type=3,,,[],5,0,0,5,0,0,0,0,0,0,5,unknown,tl,0.0,GovCanNorth_facebook,,neutral
142,142,123326971154939_881699645317664,2017-07-13 08:29:16,https://www.facebook.com/CBCnunavut/photos/a.552185704916032.1073741828.542767749191161/1086690404798890/?type=3,,,[],4,0,0,4,0,0,0,0,0,0,4,unknown,tl,0.0,GovCanNorth_facebook,,neutral
