,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
5,5,401846167974_10155206724807975,2017-03-16 09:25:39,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155206724807975/?type=3,"If you fly a drone for fun, this cheat sheet is for you. Learn the rules the easy way:
http://ow.ly/Xwux309Y74u","If you fly a drone for fun, this cheat sheet is for you. Learn the rules the easy way: u",[],94,60,670,72,1,2,0,2,17,0,824,Environmental,en,0.0,TransportandInfrastructureinCanada_facebook,['or'],neutral
44,44,401846167974_10155221974517975,2017-03-21 09:30:16,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10153859414467975.1073741829.401846167974/10155221974517975/?type=3,"Recall: Polaris Sportsman ATV’s. The right side panel heat shield could melt, causing an exhaust leak. http://www.tc.gc.ca/f2j1f","Recall: Polaris Sportsman ATV’s. The right side panel heat shield could melt, causing an exhaust leak.",[],10,10,85,9,0,1,0,0,0,0,105,Environmental,en,0.0,TransportandInfrastructureinCanada_facebook,['or'],neutral
86,86,401846167974_10155207537037975,2017-03-16 15:01:13,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155207537037975/?type=3,"In case you missed it, earlier today, Minister Garneau announced new rules for recreational drone use. www.Canada.ca/drone-safety","In case you missed it, earlier today, Minister Garneau announced new rules for recreational drone use.",[],33,15,8,17,0,0,0,1,15,0,56,Environmental,en,0.0,TransportandInfrastructureinCanada_facebook,"['eau', 'or']",neutral
88,88,401846167974_10155206715712975,2017-03-16 09:20:04,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155206715712975/?type=3,"Minister Garneau announces new drone rules for recreational use and $3,000 maximum fine http://ow.ly/dnvb100Ceyc","Minister Garneau announces new drone rules for recreational use and $3,000 maximum fine c",[],25,12,15,14,1,0,0,1,9,0,52,Environmental,en,0.0,TransportandInfrastructureinCanada_facebook,"['eau', 'or']",neutral
110,110,401846167974_10155222736582975,2017-03-21 15:00:31,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155222736582975/?type=3,"Recall: Hyundai Sonata cars. Due to an assembly error, the front seatbelts may detach from their anchor.  http://www.tc.gc.ca/6fwdj","Recall: Hyundai Sonata cars. Due to an assembly error, the front seatbelts may detach from their anchor.",[],7,4,32,7,0,0,0,0,0,0,43,Environmental,en,0.0,TransportandInfrastructureinCanada_facebook,['or'],neutral
139,139,401846167974_10155207537017975,2017-03-16 15:01:12,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155207537017975/?type=3,"In case you missed it, earlier today, Minister Garneau announced new rules for recreational drone use. www.Canada.ca/drone-safety","In case you missed it, earlier today, Minister Garneau announced new rules for recreational drone use.",[],21,10,2,10,0,0,2,0,9,0,33,Environmental,en,0.0,TransportandInfrastructureinCanada_facebook,"['eau', 'or']",neutral
143,143,401846167974_10155232816502975,2017-03-24 19:01:07,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155232816502975/?type=3,Getting ready for boating season? Make sure you have your pleasure craft operator card. Get yours here: http://ow.ly/atBJ3082U6E,Getting ready for boating season? Make sure you have your pleasure craft operator card. Get yours here:,[],14,1,18,14,0,0,0,0,0,0,33,Environmental,en,0.0,TransportandInfrastructureinCanada_facebook,['or'],neutral
186,186,401846167974_10155250761502975,2017-03-30 13:14:48,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10150765032597975.462178.401846167974/10153503718507975/?type=3,,,[],18,2,5,18,0,0,0,0,0,0,25,unknown,tl,0.0,TransportandInfrastructureinCanada_facebook,,neutral
200,200,401846167974_10155162321707975,2017-03-03 16:00:21,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10153859414467975.1073741829.401846167974/10155162321707975/?type=3,"Recall: Polaris UTV’s. A manufacturing error may cause the front brake circuit seal to become swollen, causing the front brakes to drag, increasing the risk of a fire. http://www.tc.gc.ca/lxrdc","Recall: Polaris UTV’s. A manufacturing error may cause the front brake circuit seal to become swollen, causing the front brakes to drag, increasing the risk of a fire. dc",[],3,0,21,3,0,0,0,0,0,0,24,Environmental,en,0.0,TransportandInfrastructureinCanada_facebook,['or'],neutral
257,257,401846167974_10155171513942975,2017-03-06 08:01:17,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155171513942975/?type=3,"It is Women of Aviation week, and this week we will highlight the contributions women made to aviation in Canada.","It is Women of Aviation week, and this week we will highlight the contributions women made to aviation in Canada.",[],11,0,9,11,0,0,0,0,0,0,20,Social,en,0.0,TransportandInfrastructureinCanada_facebook,['women'],neutral
