,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
12,12,908734310890565632,2017-09-15 16:48:37,['https://t.co/ZOwwVFdNCQ'],"With over 20 species of shark in Atlantic Canadian waters, there’s so much to learn – ask shark researchers at the #BIOEXPO17 https://t.co/ZOwwVFdNCQ",20 species shark Atlantic Canadian waters much learn ask shark researchers BIOEXPO17 https co ZOwwVFdNCQ,['#BIOEXPO17'],28,42,70,Environmental,en,0.2,Neutral,DFO_MAR_tweeter,"['water', 'species']"
24,24,910449240580780032,2017-09-20 10:23:08,"['https://t.co/SEs1p2aYop', 'https://t.co/LRwpci07y']",We’re excited to have our partners @CCG_GCC @NRCan @environmentca @NRC_CNRC  &amp; more at the #BIOEXPO17 this weekend https://t.co/SEs1p2aYop https://t.co/LRwpci07y8,excited partners NRCan environmentca amp BIOEXPO17 weekend https co SEs1p2aYop https co LRwpci07y8,['#BIOEXPO17'],21,26,47,unknown,en,0.4375,Positive,DFO_MAR_tweeter,
55,55,912014298880380929,2017-09-24 18:02:07,['https://t.co/uULXN4y6pZ'],That’s a wrap - #BIOEXPO17 has come to an end. Thanks to all of our participants – see you in five years! https://t.co/uULXN4y6pZ,wrap BIOEXPO17 come end Thanks participants see five years https co uULXN4y6pZ,['#BIOEXPO17'],9,27,36,unknown,en,0.25,Neutral,DFO_MAR_tweeter,
108,108,911589889187213312,2017-09-23 13:55:40,['https://t.co/ueVP66UCk'],Come down to 1 Challenger Drive in Dartmouth and join us today and Sunday from 9-3 (AT) for #BIOEXPO17 https://t.co/ueVP66UCkD,Come Challenger Drive Dartmouth join us today Sunday BIOEXPO17 https co ueVP66UCkD,['#BIOEXPO17'],10,16,26,unknown,en,-0.1555555555555556,Neutral,DFO_MAR_tweeter,
137,137,903641272723832832,2017-09-01 15:30:42,"['https://t.co/geAQnTF47', 'https://t.co/M9j7OnqmCv']",Get a behind the scenes look at what work happens at BIO when we open our doors to the public for BIO EXPO 2017 https://t.co/geAQnTF47C https://t.co/M9j7OnqmCv,Get behind scenes look work happens BIO open doors public BIO EXPO 2017 https co geAQnTF47C https co M9j7OnqmCv,[],11,12,23,Environmental,en,-0.13333333333333333,Neutral,DFO_MAR_tweeter,['or']
139,139,910123692956504064,2017-09-19 12:49:32,['https://t.co/b4bvziPtBX'],"Exciting weekend coming up with the #BIOEXPO17 in Dartmouth, NS &amp; the SABS Open House in St. Andrews, NB – Happy #scilit17 https://t.co/b4bvziPtBX",Exciting weekend coming BIOEXPO17 Dartmouth NS amp SABS Open House St Andrews NB Happy scilit17 https co b4bvziPtBX,"['#BIOEXPO17', '#scilit17']",8,15,23,unknown,en,0.3666666666666667,Positive,DFO_MAR_tweeter,
153,153,907605660090728448,2017-09-12 14:03:46,"['https://t.co/i9IWmKvOR5', 'https://t.co/v25CUlvFer']","With only a week to go, let’s start the conversation by using new hashtag #BIOEXPO17 – see you there https://t.co/i9IWmKvOR5 https://t.co/v25CUlvFer",week go start conversation using new hashtag BIOEXPO17 see https co i9IWmKvOR5 https co v25CUlvFer,['#BIOEXPO17'],10,12,22,Environmental,en,0.06818181818181818,Neutral,DFO_MAR_tweeter,['or']
168,168,911945581508960256,2017-09-24 13:29:04,['https://t.co/10\xe2\x80\xa6'],"RT @haligonia: Over for today but back tomorrow morning, the BIO Open House has proven to once again entertain and educate. https://t.co/10…",RT haligonia today back tomorrow morning BIO Open House proven entertain educate https co,[],21,0,21,Environmental,en,0.0,Neutral,DFO_MAR_tweeter,['or']
202,202,905491164236828673,2017-09-06 18:01:31,['https://t.co/mw6JS41CH4'],Our scientists &amp; @FundyAquarium divers are treated to exceptionally rich kelp habitat beds offshore of Brier Island NS https://t.co/mw6JS41CH4,scientists amp FundyAquarium divers treated exceptionally rich kelp habitat beds offshore Brier Island NS https co mw6JS41CH4,[],6,13,19,Environmental,en,0.375,Positive,DFO_MAR_tweeter,['or']
247,247,911940710441652224,2017-09-24 13:09:43,['https://t.co/VW0E4eBG0O'],Today’s the last day! Visit #BIOEXPO17 to see what our scientific work really looks like #scilit17 https://t.co/VW0E4eBG0O,last day Visit BIOEXPO17 see scientific work really looks like scilit17 https co VW0E4eBG0O,"['#BIOEXPO17', '#scilit17']",7,10,17,Environmental,en,0.1,Neutral,DFO_MAR_tweeter,['or']
267,267,905076080729575426,2017-09-05 14:32:07,"['https://t.co/tpRBxFJoDy', 'https://t.co/WRT5bybS0w']",Are you on Facebook? Be sure to RSVP to our BIO EXPO 2017 event! https://t.co/tpRBxFJoDy https://t.co/WRT5bybS0w,Facebook sure RSVP BIO EXPO 2017 event https co tpRBxFJoDy https co WRT5bybS0w,[],10,6,16,unknown,en,0.625,Positive,DFO_MAR_tweeter,
278,278,910578530068652032,2017-09-20 18:56:53,"['https://t.co/ZTpzTKi7R', 'https://t.co/g13ULfVJko']",RT @CBCNS: Pet a dead shark and climb aboard an icebreaker at BIO's open house https://t.co/ZTpzTKi7R9 https://t.co/g13ULfVJko,RT CBCNS Pet dead shark climb aboard icebreaker BIO open house https co ZTpzTKi7R9 https co g13ULfVJko,[],16,0,16,Environmental,en,-0.1,Neutral,DFO_MAR_tweeter,['ice']
280,280,910856633269604354,2017-09-21 13:21:58,"['https://t.co/NYIJ8qlw1Y', 'https://t.co/USSk0FouvV']","RT @CCG_GCC: Come tour the CCGS Earl Grey at the #BIOEXPO17 this weekend in Dartmouth, NS! https://t.co/NYIJ8qlw1Y https://t.co/USSk0FouvV",RT Come tour CCGS Earl Grey BIOEXPO17 weekend Dartmouth NS https co NYIJ8qlw1Y https co USSk0FouvV,['#BIOEXPO17'],16,0,16,unknown,en,-0.0625,Neutral,DFO_MAR_tweeter,
329,329,910812108916391937,2017-09-21 10:25:03,"['https://t.co/UFanLtiBIv', 'https://t.co/MzVWC4vGMB']","At the SABS Open House you will learn how we study and monitor biodiversity, the key to a healthy ocean https://t.co/UFanLtiBIv https://t.co/MzVWC4vGMB",SABS Open House learn study monitor biodiversity key healthy ocean https co UFanLtiBIv https co MzVWC4vGMB,[],6,8,14,Social,en,0.16666666666666666,Neutral,DFO_MAR_tweeter,"['diversity', 'health', 'healthy ']"
354,354,905076536486887428,2017-09-05 14:33:56,['https://t\xe2\x80\xa6'],RT @CCG_GCC: Thanks to our IRB crews &amp; summer students for keeping us safe this summer - the Atl Region wraps up the season today https://t…,RT Thanks IRB crews amp summer students keeping us safe summer Atl Region wraps season today https,[],14,0,14,Social,en,0.35,Positive,DFO_MAR_tweeter,"['students', 'safe', 'mer']"
337,337,912710777274060801,2017-09-26 16:09:41,['https://t.co/NKradWsWWP'],"Thanks to everyone who participated in the SABS Open House in St. Andrews, NB on Saturday – it was a great success #scilit17 https://t.co/NKradWsWWP",Thanks everyone participated SABS Open House St Andrews NB Saturday great success scilit17 https co NKradWsWWP,['#scilit17'],4,10,14,unknown,en,0.325,Neutral,DFO_MAR_tweeter,
343,343,905474716667973636,2017-09-06 16:56:10,['https://t.co/FJMKLXjJ1j'],Our science dive team ready to explore and record the unique habitat at Brier Island NS with @FundyAquarium https://t.co/FJMKLXjJ1j,science dive team ready explore record unique habitat Brier Island NS FundyAquarium https co FJMKLXjJ1j,[],6,8,14,Environmental,en,0.2875,Neutral,DFO_MAR_tweeter,['or']
328,328,910506374051876865,2017-09-20 14:10:10,['https://t.co/4cGmr5IfOj'],The opening ceremonies of #BIOEXPO17 have begun with a bang. We are so excited to kick off our big event #scilit17 https://t.co/4cGmr5IfOj,opening ceremonies BIOEXPO17 begun bang excited kick big event scilit17 https co 4cGmr5IfOj,"['#BIOEXPO17', '#scilit17']",4,10,14,unknown,en,0.1875,Neutral,DFO_MAR_tweeter,
321,321,907740775643054085,2017-09-12 23:00:40,[],"RT @DFO_MPO: Supreme Court confirmed Indigenous right to fish for food, social &amp; ceremonial purposes in a peaceful &amp; orderly environment",RT Supreme Court confirmed Indigenous right fish food social amp ceremonial purposes peaceful amp orderly environment,[],14,0,14,Social,en,0.2038095238095238,Neutral,DFO_MAR_tweeter,['indigenous']
320,320,910880216188428288,2017-09-21 14:55:41,"['https://t.co/Zc95RPh1Q', 'https://t.co/BBfuiOS8bw']",Check out some of our interactive booths at the #BIOEXPO17 this weekend #scilit17 https://t.co/Zc95RPh1QD https://t.co/BBfuiOS8bw,Check interactive booths BIOEXPO17 weekend scilit17 https co Zc95RPh1QD https co BBfuiOS8bw,"['#BIOEXPO17', '#scilit17']",6,8,14,unknown,en,0.0,Neutral,DFO_MAR_tweeter,
365,365,905842973421830145,2017-09-07 17:19:29,['https://t.co/tR7dJdNJop'],Winter flounder are one of the many species that live on offshore ledges of Brier Island @FundyAquarium https://t.co/tR7dJdNJop,Winter flounder one many species live offshore ledges Brier Island FundyAquarium https co tR7dJdNJop,[],5,8,13,Environmental,en,0.3181818181818182,Neutral,DFO_MAR_tweeter,"['species', 'or']"
424,424,905012197474086914,2017-09-05 10:18:16,"['https://t.co/KJvCM8Cxv3', 'https://t.co/Tn7eMA7jjj']",Watch LIVE as our scientists &amp; @DeepSea_SponGES examine cold-water sponges on the ocean floor https://t.co/KJvCM8Cxv3 https://t.co/Tn7eMA7jjj,Watch LIVE scientists amp examine cold water sponges ocean floor https co KJvCM8Cxv3 https co Tn7eMA7jjj,[],3,9,12,Environmental,en,0.13636363636363635,Neutral,DFO_MAR_tweeter,"['water', 'or']"
463,463,907740791715586048,2017-09-12 23:00:44,[],"RT @DFO_MPO: Fishery Officers will investigate persons, including individuals, buyers &amp; processors, engaging in the illegal sale of fish",RT Fishery Officers investigate persons including individuals buyers amp processors engaging illegal sale fish,[],11,0,11,Economical,en,-0.04999999999999999,Neutral,DFO_MAR_tweeter,['invest']
464,464,907740782379053057,2017-09-12 23:00:42,[],"RT @DFO_MPO: It is illegal to buy, sell, trade or barter fish, shellfish or products harvested for Indigenous food, social &amp; ceremonial pur…",RT illegal buy sell trade barter fish shellfish products harvested Indigenous food social amp ceremonial,[],11,0,11,Social,en,-0.1388888888888889,Neutral,DFO_MAR_tweeter,['indigenous']
522,522,911226044581138432,2017-09-22 13:49:53,"['https://t.co/KLPRtRmYf', 'https://t.co/ZhN3zkHX8L']",The Maritimes Region has three Marine Protected Areas – learn more about them at the #BIOEXPO17 https://t.co/KLPRtRmYf0 https://t.co/ZhN3zkHX8L,Maritimes Region three Marine Protected Areas learn BIOEXPO17 https co KLPRtRmYf0 https co ZhN3zkHX8L,['#BIOEXPO17'],3,7,10,Environmental,en,0.5,Positive,DFO_MAR_tweeter,['marine']
531,531,909786911958536192,2017-09-18 14:31:17,['https://t.co/Y\xe2\x80\xa6'],RT @CCG_GCC: It’s Science Literacy Week! #DYK we have science labs on board the majority of large our CCG Vessels? #SciLit17 https://t.co/Y…,RT Science Literacy Week DYK science labs board majority large CCG Vessels SciLit17 https co,"['#DYK', '#SciLit17']",10,0,10,Environmental,en,0.21428571428571427,Neutral,DFO_MAR_tweeter,['or']
513,513,913012221600571393,2017-09-27 12:07:31,['https://t.co/oCYxmelkoF'],.@DFO_Science and @DalScience use DNA barcoding to identify over 100 deep-living fish species from the Gully MPA https://t.co/oCYxmelkoF,DalScience use DNA barcoding identify 100 deep living fish species Gully MPA https co oCYxmelkoF,[],5,5,10,Environmental,en,0.0,Neutral,DFO_MAR_tweeter,['species']
571,571,904373714640306176,2017-09-03 16:01:10,['https://t.co/LsEH6ZYGOv'],Scientists in the Scotian Shelf will be collecting data on the basic biology of the glass sponge - Vazella pourtalesi https://t.co/LsEH6ZYGOv,Scientists Scotian Shelf collecting data basic biology glass sponge Vazella pourtalesi https co LsEH6ZYGOv,[],2,7,9,Environmental,en,0.0,Neutral,DFO_MAR_tweeter,['biology']
605,605,909202956297392128,2017-09-16 23:50:51,[],DFO is aware of and investigating sites in Southwest NS where lobster have been dumped,DFO aware investigating sites Southwest NS lobster dumped,[],3,6,9,Economical,en,0.25,Neutral,DFO_MAR_tweeter,['invest']
622,622,910901265751781376,2017-09-21 16:19:20,['https://t.co/CEmKOppFaX'],Students from @DalScience are here checking out some of the #BIOEXPO17 exhibits and job opportunities at @DFO_MPO and @NRCan https://t.co/CEmKOppFaX,Students DalScience checking BIOEXPO17 exhibits job opportunities NRCan https co CEmKOppFaX,['#BIOEXPO17'],3,6,9,Social,en,0.0,Neutral,DFO_MAR_tweeter,['students']
639,639,903694299849773056,2017-09-01 19:01:25,"['https://t.co/DqjBIJhdVB', 'https://t.co/M1FLd1esr']",Our scientists on the CCGS Martha L. Black will be studying sponges located in the Scotian Shelf https://t.co/DqjBIJhdVB https://t.co/M1FLd1esrU,scientists CCGS Martha Black studying sponges located Scotian Shelf https co DqjBIJhdVB https co M1FLd1esrU,[],4,4,8,unknown,en,-0.16666666666666666,Neutral,DFO_MAR_tweeter,
641,641,908007793638158337,2017-09-13 16:41:42,['https://\xe2\x80\xa6'],"RT @CCG_GCC: Brighton Beach rear range light which provides safety for all mariners in Charlottetown, #PEI gets a bright facelift! https://…",RT Brighton Beach rear range light provides safety mariners Charlottetown PEI gets bright facelift https,['#PEI'],8,0,8,Environmental,en,0.6375000000000001,Positive,DFO_MAR_tweeter,['marine']
683,683,911572139362398209,2017-09-23 12:45:08,['https://t.co/ZNU8OFe9ba'],"Learn how scientists are studying marine life and climate change at the SABS Open House in St. Andrews, NB today https://t.co/ZNU8OFe9ba",Learn scientists studying marine life climate change SABS Open House St Andrews NB today https co ZNU8OFe9ba,[],3,5,8,Environmental,en,0.0,Neutral,DFO_MAR_tweeter,"['climate change', 'climate', 'marine', 'climat']"
