,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
96,96,2017-02-24_10-31-49,2017-02-24 10:31:49,https://instagram.fyvr3-1.fna.fbcdn.net/vp/77c18c08715bf8cc41b51ad4576a1507/5ADDA943/t51.2885-15/e35/16585052_132375543950435_5041930909855514624_n.jpg,"Voici Lynn Johnston, chercheuse en feux de végétation. Les recherches de Lynn aident à prédire et combattre les feux de forêt qui pourraient menacer des vies humaines et les infrastructures.  égétation",Voici Lynn Johnston chercheuse en feux de tation Les recherches de Lynn aident dire et combattre les feux de qui pourraient menacer des vies humaines et les infrastructures FemmesDeScience SciRNCan FemmesEnSTIM FillesEtScience tation,"[""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience"",""feuxdevégétation""]",0,3,3,Economical,fr,0.0,ressourcenaturellescanada_instagram,['infrastructure'],neutral
92,92,2017-02-13_10-25-34,2017-02-13 10:25:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/dd691ffbc04dcd21e478b63d0ea63c59/5AE2C5EC/t51.2885-15/e35/16465515_1791270547861627_3327710291227049984_n.jpg,"Voici Emily Hope, économiste des ressources forestières à RNCan. Elle fait le pont entre la science traditionnelle et l’économie dans le secteur forestier au Canada",Voici Emily Hope conomiste des ressources res RNCan Elle fait le pont entre la science traditionnelle et conomie dans le secteur forestier au Canada FemmesDeScience SciRNCan FemmesEnSTIM FillesEtScience,"[""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['forestier', 'or']",neutral
91,91,2017-02-20_11-31-33,2017-02-20 11:31:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/73253357444076454db5027b67abb3b3/5AF949DE/t51.2885-15/e35/16585557_269013970187613_657078753033191424_n.jpg,Joanne Gamage McEvoy et Derek Smith utilisent la micro DRX pour obtenir des données minéralogiques. ,Joanne Gamage McEvoy et Derek Smith utilisent la micro DRX pour obtenir des es ralogiques FemmesDeScience AutophotoScience SciRNCan FemmesEnSTIM FillesEtScience,"[""femmesdescience"",""autophotoscience"",""scirncan"",""femmesenstim"",""fillesetscience""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
89,89,2017-02-16_11-09-14,2017-02-16 11:09:14,https://instagram.fyvr3-1.fna.fbcdn.net/vp/41d249b26e51eeae5e875c455ab18148/5AE9CD99/t51.2885-15/e35/16789678_1086703291441887_8364568204755861504_n.jpg,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, parle de la modernisation de l’industrie des produits forestiers au congrès PaperWeek Canada, à Montréal, le mercredi février . PaperWeek Canada est un congrès annuel et salon professionnel réunissant des leaders de l’industrie canadienne des pâtes et papiers. âtes éal 🇨🇦",Le ministre des Ressources naturelles du Canada honorable Jim Carr parle de la modernisation de industrie des produits forestiers au PaperWeek Canada al le mercredi 15 vrier 2017 PaperWeek Canada est un annuel et salon professionnel unissant des leaders de industrie canadienne des tes et papiers ressourcesnaturelles modernisation foret produit paperweekcanada papier tes industrie al,"[""ressourcesnaturelles"",""modernisation"",""foret"",""produit"",""paperweekcanada"",""papier"",""pâtes"",""industrie"",""montréal""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['ressources naturelles', 'mer', 'forestier', 'or', 'nature']",neutral
87,87,2017-02-10_09-26-13,2017-02-10 09:26:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/03c0a80c7b771a90402dc97ca9ed1638/5AF87C36/t51.2885-15/e35/16465436_1915883691972919_8236688968016461824_n.jpg,Vicki Tshirhart montre quelques échantillons de roches locales à la communauté des Nunavumians! La connaissance traditionnelle des communautés nordiques joue un rôle important dans les recherches menées par des scientistes de RNCan – DK,Vicki Tshirhart montre quelques chantillons de roches locales la des Nunavumians La connaissance traditionnelle des nordiques joue un le important dans les recherches es par des scientistes de RNCan DK FemmesDeScience,"[""femmesdescience""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,"['locale', 'femmes', 'local', 'nord']",neutral
85,85,2017-02-08_08-04-59,2017-02-08 08:04:59,https://instagram.fyvr3-1.fna.fbcdn.net/vp/49cc9895f3ced203f5359ff1c0abc717/5AFD934A/t51.2885-15/e35/16585731_876154832527256_4371853111883464704_n.jpg,"Notre scientifique principale, Donna Kirkwood, occupera nos comptes Twitter et Instagram vendredi matin! Voyez-la parler de son travail et de celui d’autres femmes de science à l’occasion de la Journée des",Notre scientifique principale Donna Kirkwood occupera nos comptes Twitter et Instagram vendredi matin nVoyez la parler de son travail et de celui autres femmes de science occasion de la des FemmesDeScience SciRNCan FemmesEnSTIM FemmesEnTechno FillesEtScience,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
84,84,2017-02-08_05-58-16,2017-02-08 05:58:16,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ea30bb57fb81c1b887728945806e2265/5AE5953B/t51.2885-15/e35/16585566_1293814470701105_6712151933588602880_n.jpg,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, donne un discours-programme à la conférence du Conseil canadien de l’énergie à Ottawa (Ontario), le lundi février .",Le ministre des Ressources naturelles du Canada honorable Jim Carr donne un discours programme la rence du Conseil canadien de nergie Ottawa Ontario le lundi vrier 2017,[],0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['ressources naturelles', 'or', 'nature']",neutral
81,81,2017-02-03_13-30-02,2017-02-03 13:30:02,https://instagram.fyvr3-1.fna.fbcdn.net/vp/177b2d3c0e58cc07eb5a3432b190ccff/5AEFBA03/t51.2885-15/s1080x1080/e15/fr/16465333_242455766198218_874031939294593024_n.jpg,Le ministre Carr s’entretient avec des hauts responsables du gouvernement mexicain et fait la promotion de la culture canadienne,Le ministre Carr entretient avec des hauts responsables du gouvernement mexicain et fait la promotion de la culture canadienne Mexique Canada150,"[""mexique"",""canada150""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,['culture'],neutral
80,80,2017-02-02_11-36-48,2017-02-02 11:36:48,https://instagram.fyvr3-1.fna.fbcdn.net/vp/002ea17d71f7a148df5eacd58c515748/5AF9EFC6/t51.2885-15/e35/16228610_315001452234951_2194796247523524608_n.jpg,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, dialogue avec des gens d’affaires, des responsables des politiques et des environnementalistes du Canada et du Mexique, le er février , au Mexique",Le ministre des Ressources naturelles du Canada honorable Jim Carr dialogue avec des gens affaires des responsables des politiques et des environnementalistes du Canada et du Mexique le 1er vrier 2017 au Mexique,[],0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['environnement', 'air', 'ressources naturelles', 'or', 'nature']",neutral
79,79,2017-02-02_11-36-12,2017-02-02 11:36:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8b7344b84224680a53bb53cdf8cc72f7/5AF58AC8/t51.2885-15/e35/16464405_1748002628850515_5149584887900012544_n.jpg,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, s’adresse aux délégués à l’e et congrès Energy Mexico Oil Gas Power , à Mexico, au Mexique, le février",Le ministre des Ressources naturelles du Canada honorable Jim Carr adresse aux expo et Energy Mexico Oil Gas Power 2017 Mexico au Mexique le vrier 2017,[],0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['ressources naturelles', 'gas', 'or', 'nature']",neutral
76,76,2017-02-22_06-06-57,2017-02-22 06:06:57,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0fc2aaf5ad02ecc65ff00b4839ba8df2/5AE6C3DE/t51.2885-15/e35/16788624_178048339359216_5751386222127742976_n.jpg,"« Je suis scientifique parce que la vie est fascinante et que des contributions tangibles et pratiques au monde sont à notre portée. » – Carolyn Smyth, chercheuse scientifique à RNCan La chercheuse Carolyne Smyth étudie comment le secteur forestier peut atténuer le en modifiant les pratiques d’aménagement forestier et l’utilisation du bois. ",Je suis scientifique parce que la vie est fascinante et que des contributions tangibles et pratiques au monde sont notre Carolyn Smyth chercheuse scientifique RNCan nLa chercheuse Carolyne Smyth tudie comment le secteur forestier peut nuer le ChangementClimatique en modifiant les pratiques nagement forestier et utilisation du bois FemmesDeScience SciRNCan FemmesEnSTIM FillesEtScience,"[""changementclimatique"",""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['forestier', 'parc', 'or', 'climatique', 'climat']",neutral
140,140,2017-02-23_09-52-55,2017-02-23 09:52:55,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5335e71e82ac41e865549353b7af53d3/5AF437E4/t51.2885-15/e35/16584981_365889600463346_7300260053083226112_n.jpg,"L’honorable Jim Carr, ministre des Ressources naturelles du Canada, prononce une allocution sur le rôle de l’énergie nucléaire dans l’économie sobre en carbone du Canada au cours du congrès et de la foire commerciale de l’Association nucléaire canadienne, à Ottawa, le février . éaire énergienucléaire",honorable Jim Carr ministre des Ressources naturelles du Canada prononce une allocution sur le le de nergie aire dans conomie sobre en carbone du Canada au cours du et de la foire commerciale de Association aire canadienne Ottawa le 23 vrier 2017 aire ressourcesnaturelles aire economie carbone,"[""nucléaire"",""ressourcesnaturelles"",""énergienucléaire"",""economie"",""carbone""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['nature', 'air', 'ressources naturelles', 'mer', 'carbon', 'or']",neutral
157,157,2017-02-06_10-55-09,2017-02-06 10:55:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f03618b42d7323b84ea575a1464f304b/5AF73037/t51.2885-15/e35/16228978_1873691039534534_2453228608727023616_n.jpg,"Rencontrez la scientifique principale, Donna Kirkwood. Elle prendra en charge nos comptes Twitter et Instagram ce vendredi, février, pour célébrer les ",Rencontrez la scientifique principale Donna Kirkwood Elle prendra en charge nos comptes Twitter et Instagram ce vendredi 10 vrier pour brer les FemmesDeScience FillesEtSciences FemmesEnTechno PriseEnCharge STEMGirls,"[""femmesdescience"",""fillesetsciences"",""femmesentechno"",""priseencharge"",""stemgirls""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
155,155,2017-02-09_10-08-45,2017-02-09 10:08:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fd167010177f9518e9bb396f0df0e69f/5AF45F38/t51.2885-15/e35/16465755_1850153921930394_1261371593494364160_n.jpg,"Petit rappel! Demain matin, notre scientifique principale occupera nos comptes Twitter et Instagram",Petit rappel Demain matin scientifique principale DLEKirkwood occupera comptes Twitter Instagram FemmesDeScience SciRNCan FemmesEnSTIM FemmesEnTechno FillesEtScience,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
154,154,2017-02-10_06-47-59,2017-02-10 06:47:59,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3bbc8c47074134e361f6c7233f6052e8/5AFF7C7F/t51.2885-15/e35/16464759_1225004534221797_5153456637708599296_n.jpg,"On voit bien ici que je suis une jeune professeure! Les choses changent, mais mon amour de la science n’a pas faibli – DK",voit bien ici que je suis une jeune professeure Les choses changent mais mon amour de la science pas faibli DK FemmesDeScience SciRNCan FemmesEnSTIM FemmesEnTechno FillesEtScience,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,"['femmes', 'change']",neutral
148,148,2017-02-03_13-45-03,2017-02-03 13:45:03,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c1514d8617e865926eca934b7a1da8f1/5AEB5128/t51.2885-15/e15/16464126_246936545752261_3245364030017110016_n.jpg,"Vendredi matin, le février, ne ratez pas l’intervention de Donna Kirkwood, scientifique principale de RNCan, dans notre compte Instagram en l’honneur de la journée des é STEMGirls",Vendredi matin le 10 vrier ne ratez pas intervention de Donna Kirkwood scientifique principale de RNCan dans notre compte Instagram en honneur de la des FemmesDeScience Science STEMGirls FemmesEnTechno FillesEtSciences,"[""femmesdescience"",""parité"",""science"",""femmesentechno"",""fillesetsciences""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
146,146,2017-02-10_09-43-38,2017-02-10 09:43:38,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fa8289c846bcff981544b4c3b623efb7/5AE38E8B/t51.2885-15/e35/16583207_408998279438673_9149464145135927296_n.jpg,"À titre de chercheuse en feux de végétation, Lynn Johnson utilise son ressenti de la chaleur! Les feux de forêt bénéficient au processus de l’écosystème, mais cette recherche de Lynn aide à prévoir et à gérer les feux de forêt qui peuvent menacer les humains et leurs infrastructures – DK",titre de chercheuse en feux de tation Lynn Johnson utilise son ressenti de la chaleur Les feux de ficient au processus de mais cette recherche de Lynn aide voir et rer les feux de qui peuvent menacer les humains et leurs infrastructures DK FemmesDeScience,"[""femmesdescience""]",0,2,2,Economical,fr,0.0,ressourcenaturellescanada_instagram,['infrastructure'],neutral
143,143,2017-02-28_06-49-09,2017-02-28 06:49:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fe1b595adf5dea076237ade767745d51/5AE5AECC/t51.2885-15/e35/16908500_177465406085797_5222219536563961856_n.jpg,Catherine McNalty et Cindy Shaw prélèvent des échantillons pour informer sur la régénération forestière dans un manuel d’indice de régénération du sol forestier,Catherine McNalty et Cindy Shaw vent des chantillons pour informer sur la ration dans un manuel indice de ration du sol forestier FemmesDeScience FemmesEnSTIM FillesEtScience SciRNCan,"[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['forestier', 'or', 'ice', 'mer']",neutral
141,141,2017-02-27_12-21-39,2017-02-27 12:21:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6cbf8db0561afaeb82491bd0c14b9419/5AFABD77/t51.2885-15/e35/16908408_1617441248280939_5565421873447043072_n.jpg,"L’agente forestière Katalijn MacAfee fait la promotion de la science, des outils et des techniques du SCF pour aider les praticiens de la foresterie et de la régénération forestière ",agente Katalijn MacAfee fait la promotion de la science des outils et des techniques du SCF pour aider les praticiens de la foresterie et de la ration FemmesDeScience FemmesEnSTIM FillesEtScience SciRNCan,"[""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
124,124,2017-02-10_09-09-00,2017-02-10 09:09:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d7183ee1aabf4425e1a4adcc53a9a98/5AF782F3/t51.2885-15/e35/16465559_1732105450453077_6839212880273866752_n.jpg,ÀVendredi Voici une photo de moi comme jeune géologue dans les Pyrénées en Espagne. J’ai eu la chance que mon travail me conduise en des endroits vraiment formidables! – DK,Vendredi Voici une photo de moi comme jeune ologue dans les es en Espagne ai eu la chance que mon travail conduise en des endroits vraiment formidables DK FemmesDeScience SciRNCan FemmesEnSTIM FemmesEnTechno FillesEtScience,"[""retouràvendredi"",""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
137,137,2017-02-23_06-12-24,2017-02-23 06:12:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f5cf6d3bb2c53bc1100d3035d8c0fb48/5AE16659/t51.2885-15/e35/16790314_380161169017198_1822935002623508480_n.jpg,"Melanie Kelman, volcanologue à RNCan, étudie et surveille les volcans au Canada et se prépare à faire face à l’activité volcanique. ",Melanie Kelman volcanologue RNCan tudie et surveille les volcans au Canada et se pare faire face volcanique FemmesDeScience Volcans SciRNCan FemmesEnSTIM FillesEtScience,"[""femmesdescience"",""volcans"",""scirncan"",""femmesenstim"",""fillesetscience""]",0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['air'],neutral
136,136,2017-02-21_11-39-05,2017-02-21 11:39:05,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d0109cc85ca5616f0dcf336f4cb46cf/5AEFD864/t51.2885-15/e35/16788856_1835136500058396_1379833075055198208_n.jpg,"À titre de scientifique à la Commission géologique du Canada, Michelle Côté a visité de nombreux coins de l’Arctique pour étudier les géorisques et le .",titre de scientifique la Commission ologique du Canada Michelle de nombreux coins de Arctique pour tudier les orisques et le ChangementClimatique FemmesDeScience SciRNCan FemmesEnSTIM FillesEtScience CGC175,"[""changementclimatique"",""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience"",""cgc175""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,"['femmes', 'changement', 'change']",neutral
135,135,2017-02-20_11-29-22,2017-02-20 11:29:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/71a6735e67992446d74b1fed6cdacb89/5B26D33F/t51.2885-15/e35/16906815_387319678302926_1856836236052791296_n.jpg,La chercheuse scientifique Suzanne Paradis est l’Indiana Jones des temps modernes! Sa recherche contribue à percer les mystères des gîtes éraux,La chercheuse scientifique Suzanne Paradis est Indiana Jones des temps modernes Sa recherche contribue percer les res des tes raux FemmesDeScience SciRNCan FemmesEnSTIM FillesEtScience IndianaJones,"[""minéraux"",""femmesdescience"",""scirncan"",""femmesenstim"",""fillesetscience"",""indianajones""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
134,134,2017-02-16_13-18-54,2017-02-16 13:18:54,https://instagram.fyvr3-1.fna.fbcdn.net/vp/583f60c85e894290caca05e12df89c11/5AF8B38A/t51.2885-15/e35/16464524_233905317069869_7946341422095925248_n.jpg,"Vicki Tschirhart, Chercheur scientifique, mesure la gravité pour le Programme de géocartographie de l’énergie et des minéraux",Vicki Tschirhart Chercheur scientifique mesure la pour le Programme de ocartographie de nergie et des raux FemmesDeScience AutophotoScience SciRNCan FemmesEnSTIM FillesEtScience,"[""femmesdescience"",""autophotoscience"",""scirncan"",""femmesenstim"",""fillesetscience""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
131,131,2017-02-15_10-18-44,2017-02-15 10:18:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/41ad7f51d25b5b3a420df26985c491d6/5AEF0010/t51.2885-15/e35/16583924_399595733728494_3630163777996980224_n.jpg,La géoscientifique Malaika Ulm travaille à réduire les risques de catastrophes naturelles et à appuyer une culture de prise de décision basée sur la science éosciences,La oscientifique Malaika Ulm travaille duire les risques de catastrophes naturelles et appuyer une culture de prise de cision sur la science FemmesDeScience osciences SciRNCan FemmesEnSTIM FillesEtScience,"[""femmesdescience"",""géosciences"",""scirncan"",""femmesenstim"",""fillesetscience""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,"['culture', 'femmes', 'nature']",neutral
