,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
14,14,2017-02-02_11-33-24,2017-02-02 11:33:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/00eecd3448439b0053261ffec98bcb30/5AFA3149/t51.2885-15/e35/16230749_1517988048211948_6298463423827017728_n.jpg,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, et le secrétaire Guajardo, du Mexique, signent un protocole d’entente pour promouvoir la collaboration en gouvernance des ressources minérales au Mexique le er février .",Le ministre des Ressources naturelles du Canada honorable Jim Carr et le taire Guajardo du Mexique signent un protocole entente pour promouvoir la collaboration en gouvernance des ressources rales au Mexique le 1er vrier 2017,[],1,5,6,Environmental,fr,1.0,ressourcenaturellescanada_instagram,"['air', 'ressources naturelles', 'or', 'nature']",positive
23,23,2017-02-11_06-19-11,2017-02-11 06:19:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2b324c7622dba0ace829fad96f6ac0ee/5ADC5DC7/t51.2885-15/e35/16583173_1088290851281671_3685269363750862848_n.jpg,C’est la Journée internationale des femmes et des filles de science! Joignez-vous à nous pour célébrer la éeinternationaledelafemme alors que nous mettons en vedette quelques femmes de science de RNCan! ,est la internationale des femmes et des filles de science Joignez vous nous pour brer la einternationaledelafemme alors que nous mettons en vedette quelques femmes de science de RNCan FemmesDeScience SciRNCan JIF FemmesEnSTIM FillesEtScience,"[""journéeinternationaledelafemme"",""femmesdescience"",""scirncan"",""jif"",""femmesenstim"",""fillesetscience""]",1,4,5,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
20,20,2017-02-23_13-13-13,2017-02-23 13:13:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/366468e586338518cfd11c0bb6da469a/5AF3F8CA/t51.2885-15/e35/16788507_402919873391218_8950478976032178176_n.jpg,Le ministre Carr et la secrétaire parlementaire Kim Rudd discutent du rôle de l’énergie nucléaire dans une économie sobre en carbone avec des chefs de file de l’innovation nucléaire à la foire commerciale  nucléaire ÉnergiePropre,Le ministre Carr et la taire parlementaire Kim Rudd discutent du le de nergie aire dans une conomie sobre en carbone avec des chefs de file de innovation aire la foire commerciale CNA2017 BasCarbone aire Innovation MissionInnovation nergiePropre,"[""cna2017"",""bascarbone"",""innovation"",""missioninnovation"",""énergiepropre""]",1,4,5,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['carbon', 'propre', 'mer', 'air']",neutral
34,34,2017-02-28_06-37-09,2017-02-28 06:37:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8da39cd789554ef4ae968099356b1b6b/5AE76372/t51.2885-15/e35/17076146_654846481354595_1755953162281287680_n.jpg,"Selon l’entomologiste Johanne Delisle, la science est un privilège qui permet de satisfaire sa curiosité et de réussir de super découvertes. Son travail porte sur l’acquisition d’une connaissance de base de la et du cycle épidémique de l’arpenteuse de la pruche. ",Selon entomologiste Johanne Delisle la science est un ge qui permet de satisfaire sa et de ussir de super couvertes nSon travail porte sur acquisition une connaissance de base de la Tordeuse et du cycle mique de arpenteuse de la pruche FemmesDeScience FemmesEnSTIM FillesEtScience SciRNCan,"[""tordeuse"",""femmesdescience"",""femmesenstim"",""fillesetscience"",""scirncan""]",0,4,4,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['or', 'vert', 'air']",neutral
35,35,2017-02-24_14-06-08,2017-02-24 14:06:08,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e4b1c8d0311d6b786b131fd71a18df56/5AEA0264/t51.2885-15/e35/16788487_412977532369849_5374246032924213248_n.jpg,"Vous aimez les forêts? Emportez votre téléphone intelligent dans une forêt près de chez vous et filmez-vous en train d’eliquer l’énergie que vous donne la forêt – pour marquer la Journée internationale des forêts, le mars. éeInternationaleDesForêts êts (anglais seulement)",Vous aimez les Emportez votre phone intelligent dans une de chez vous et filmez vous en train expliquer nergie que vous donne la pour marquer la internationale des le 21 mars anglais seulement,"[""journéeinternationaledesforêts"",""forêts""]",0,4,4,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['or'],neutral
39,39,2017-02-16_10-47-41,2017-02-16 10:47:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/7d12be307aaeff90c7764b5bc4e2277f/5AE28BE1/t51.2885-15/e35/16465743_150347205477763_3598901046056845312_n.jpg,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, visite le salon professionnel du congrès PaperWeek Canada avec Greg Hay, directeur exécutif, Association technique des pâtes et papiers du Canada et Pierre Lapointe, président directeur général, FPInnovations, à Montréal, le mercredi février . âtes éal 🇨🇦",Le ministre des Ressources naturelles du Canada honorable Jim Carr visite le salon professionnel du PaperWeek Canada avec Greg Hay directeur cutif Association technique des tes et papiers du Canada et Pierre Lapointe sident directeur ral FPInnovations al le mercredi 15 vrier 2017 ressourcesnaturelles tes papier paperweekcanada al innovation,"[""ressourcesnaturelles"",""pâtes"",""papier"",""paperweekcanada"",""montréal"",""innovation""]",1,3,4,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['mer', 'ressources naturelles', 'or', 'nature']",neutral
44,44,2017-02-10_08-18-33,2017-02-10 08:18:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/eef1299b2b3f4efa1b2a7e4a79837787/5AF002B1/t51.2885-15/e35/16465820_1067295800042377_4128235703496605696_n.jpg,"Vérifiez cette bande côtière! La scientifique Lisa Nykolaishen utilise un GPS pour mesurer les mouvements de la croûte terrestre causés par des processus tectoniques qui créent des tremblements de terre près de Haida Gwaii, en C.-B. J’aimerais parfois revenir sur le terrain pour revoir ce spectacle! – DK",rifiez cette bande La scientifique Lisa Nykolaishen utilise un GPS pour mesurer les mouvements de la te terrestre par des processus tectoniques qui ent des tremblements de terre de Haida Gwaii en aimerais parfois revenir sur le terrain pour revoir ce spectacle DK FemmesDeScience NRCanSci STEMGirls WomenInTech FillesEtScience,"[""femmesdescience"",""nrcansci"",""stemgirls"",""womenintech"",""fillesetscience""]",0,4,4,Social,fr,0.0,ressourcenaturellescanada_instagram,"['femmes', 'women']",neutral
47,47,2017-02-10_06-08-48,2017-02-10 06:08:48,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fdd14ef9b6691768b33f962a5ba7327a/5ADCA6EC/t51.2885-15/e35/16464337_216655918798974_4825836171592466432_n.jpg,"Restez en ligne! Tout au long de la journée, j’afficherai quelques-unes des meilleures photos de travail sur le terrain par des scientifiques de RNCan – DK",Restez en ligne Tout au long de la afficherai quelques unes des meilleures photos de travail sur le terrain par des scientifiques de RNCan DK FemmeDeScience SciRNCan FemmesEnSTIM FemmesEnTechno FillesEtScience,"[""femmedescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",0,4,4,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
49,49,2017-02-10_07-53-44,2017-02-10 07:53:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/38631d73be914c81a1a9fa5b387c65f3/5AFB5811/t51.2885-15/e35/16585312_742705379222147_1393919932130918400_n.jpg,La surveillance des volcans vous élève souvent à des sommets. La volcanologue Melanie Kelman étudie des volcans canadiens (en CB et au TY) et se prépare à traiter l’activité volcanique. Sensass – DK –,La surveillance des volcans vous souvent des sommets La volcanologue Melanie Kelman tudie des volcans canadiens en CB et au TY et se pare traiter volcanique Sensass DK FemmesDeScience SciRNCan FemmesEnSTIM FemmesEnTechno FillesEtScience,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",0,4,4,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
86,86,2017-02-10_08-47-19,2017-02-10 08:47:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/306ac0a743a352aa24c24a6718e0d6d4/5AE90164/t51.2885-15/e35/16583585_626364157554017_1929978124649365504_n.jpg,"Encore Suzanne Paradis. Je ne sais pas pour vous, mais pour moi, cette photo apporte un sérieux argument en faveur de la poursuite d’une carrière en géologie… – DK",Encore Suzanne Paradis Je ne sais pas pour vous mais pour moi cette photo apporte un rieux argument en faveur de la poursuite une en DK FemmesDeScience SciRNCan FemmesEnSTIM FemmesEnTechno FillesEtScience,"[""femmesdescience"",""scirncan"",""femmesenstim"",""femmesentechno"",""fillesetscience""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,['femmes'],neutral
