,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
1,1,2016-12-22_11-46-09,2016-12-22 11:46:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure climatechange adaptation climate science environment innovation climatechangeawareness climatechangeisreal climateadaptation themoreyouknow climatescience climateresilience north Arctic CanadianArctic,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",6,61,67,Economical,en,0.4794162326388889,naturalresourcescanada_instagram,"['arctic', 'infrastructure', 'innovation']",positive
3,3,2016-12-21_13-08-37,2016-12-21 13:08:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/59d8a8a88bca450ad3f8fe73d48ef576/5ADCADDA/t51.2885-15/e35/15535309_1770030706655362_3786245505168703488_n.jpg,"With no roads to the field, scientists have to take another form of transportation",roads field scientists take another form transportation ArcticScience FieldPostcards arctic north research helicopter canada science,"[""arcticscience"",""fieldpostcards"",""arctic"",""north"",""research"",""helicopter"",""canada"",""science""]",5,48,53,Economical,en,0.27,naturalresourcescanada_instagram,"['arctic', 'transport']",positive
6,6,2016-12-29_08-13-56,2016-12-29 08:13:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/544ddf1beb3b4674a1c9376fbc22d8f1/5AE849CD/t51.2885-15/e35/15802502_1629833620646937_7156662296897388544_n.jpg,"Icebreakers, ice camps, autonomous underwater vehicles...our scientists collect data in one of harshest environments on Earth",Icebreakers ice camps autonomous underwater vehicles scientists collect data one harshest environments Earth ArcticScience Scientist UnderwaterVehicle DataCollection,"[""arcticscience"",""scientist"",""underwatervehicle"",""datacollection""]",1,39,40,Environmental,en,1.0,naturalresourcescanada_instagram,"['water', 'ice']",positive
9,9,2016-12-30_07-53-07,2016-12-30 07:53:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/06c3100fd724987fa0b9479b5e4543be/5AE06669/t51.2885-15/e35/15624560_654410658053720_9078025550374633472_n.jpg,"North of Iqaluit, scientists identify fossils on an eed limestone ridge",North Iqaluit scientists identify fossils exposed limestone ridge FieldPostcards ArcticScience Iqaluit Fossil Limestone North,"[""fieldpostcards"",""arcticscience"",""iqaluit"",""fossil"",""limestone"",""north""]",4,34,38,Economical,en,0.5,naturalresourcescanada_instagram,['arctic'],positive
15,15,2016-12-08_08-48-30,2016-12-08 08:48:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f49177516cfb554fc77d79a5a256a160/5AFD8572/t51.2885-15/e35/15258675_180688029063542_4452934479454928896_n.jpg,December is Arctic Science Month! Join us in celebrating Canada’s Northern research with the hashtag,December Arctic Science Month Join us celebrating Northern research hashtag ArcticScience arctic canada science CanadianArctic adventure research ClimateScience ship voyage,"[""arcticscience"",""arctic"",""canada"",""science"",""canadianarctic"",""adventure"",""research"",""climatescience"",""ship"",""voyage""]",5,28,33,Environmental,en,0.2325,naturalresourcescanada_instagram,"['climate', 'or', 'climat']",positive
50,50,2016-12-09_11-22-06,2016-12-09 11:22:06,https://instagram.fyvr3-1.fna.fbcdn.net/vp/311b645f65fdcef5f5261beebd02d98c/5AE9D1BD/t51.2885-15/e35/15403481_285748735156359_6060867417855229952_n.jpg,Our satellite station in Inuvik receives data in real time from polar-orbiting satellites,satellite station Inuvik receives data real time polar orbiting satellites ArcticScience arctic north satellite Inuvik NorthernLights AuroraBorealis wow science canada,"[""arcticscience"",""arctic"",""north"",""satellite"",""inuvik"",""northernlights"",""auroraborealis"",""wow"",""science"",""canada""]",1,21,22,Economical,en,0.5,naturalresourcescanada_instagram,"['arctic', 'northern']",positive
82,82,2016-12-23_08-11-44,2016-12-23 08:11:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/aea8ddf1989f91e590027da90113fba7/5ADAB236/t51.2885-15/e35/15538235_1686809311609161_6523654365952081920_n.jpg,Who let this jolly old fellow aboard? Our science team paid a special visit to Santa at the North Pole in August!,let jolly old fellow aboard science team paid special visit Santa North Pole August santa arcticscience arctic adventure nicelist canada santaclaus,"[""santa"",""arcticscience"",""arctic"",""adventure"",""nicelist"",""canada"",""santaclaus""]",0,18,18,Environmental,en,0.0,naturalresourcescanada_instagram,"['or', 'ice']",neutral
85,85,2016-12-15_13-11-08,2016-12-15 13:11:08,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ccaedb3189f6cf6656649266fccc09e8/5AF695CC/t51.2885-15/e35/14553328_358184184541614_3105923428511645696_n.jpg,NRCan scientists deploy seismometers on drifting ice floes in the - a first for ship-based science program! Seismometers measure sound waves as they move through the layers of Earth’s crust layers below the ocean,NRCan scientists deploy seismometers drifting ice floes ArcticOcean first ship based science program Seismometers measure sound waves move layers crust layers ocean ArcticScience north ice helicopter arctic science canada seismology views ocean,"[""arcticocean"",""arcticscience"",""north"",""ice"",""helicopter"",""arctic"",""science"",""canada"",""seismology"",""views"",""ocean""]",0,18,18,Environmental,en,0.0,naturalresourcescanada_instagram,"['or', 'ice']",neutral
135,135,2016-12-13_12-54-05,2016-12-13 12:54:05,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2fdde948cec07bc39ca552453f52562e/5AEE5D35/t51.2885-15/e35/15538523_1621022034866135_3244337090451734528_n.jpg,Our researchers monitor accelerated coastal change in Canada’s Western Arctic using drones,researchers monitor accelerated coastal change Western Arctic using drones ArcticScience north science drones coast arctic,"[""arcticscience"",""north"",""science"",""drones"",""coast"",""arctic""]",0,13,13,Environmental,en,0.0,naturalresourcescanada_instagram,"['or', 'coastal', 'coast']",neutral
132,132,2016-12-16_12-49-46,2016-12-16 12:49:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/25186d6bbe64e9a5d36b6eee0951d2a9/5ADC9FAA/t51.2885-15/e35/15535395_143343429484940_9031567795371900928_n.jpg,"A helicopter is landing with more supplies for the ice camp. Even though this picture was taken at about :30 pm, there is bright sunshine since the sun never sets in the during the summer. John Shimeld, Natural Resources Canada",helicopter landing supplies ice camp Even though picture taken 30 pm bright sunshine since sun never sets Arctic summer ArcticScience John Shimeld Natural Resources Canada science helicopter camp camping ice snow CanadianCoastGuard,"[""arctic"",""arcticscience"",""science"",""helicopter"",""camp"",""camping"",""ice"",""snow"",""canadiancoastguard""]",0,13,13,Environmental,en,0.0,naturalresourcescanada_instagram,"['natural', 'ice', 'coast', 'guard', 'mer', 'resources']",neutral
153,153,2016-12-20_10-49-25,2016-12-20 10:49:25,https://instagram.fyvr3-1.fna.fbcdn.net/vp/39e1c75214d5f43370c70e010727c224/5AFD52F6/t51.2885-15/e35/15538460_203537060107938_8818030362241269760_n.jpg,Want a chance to be featured in a GoC Polar Continental Shelf Program exhibition? Enter your photos on the website. Check out this geological field camp on the Cumberland Peninsula,Want chance featured GoC Polar Continental Shelf Program exhibition Enter photos CanGeo website Check geological field camp Cumberland Peninsula ArcticScience north science canada ice explore geology camp,"[""arcticscience"",""north"",""science"",""canada"",""ice"",""explore"",""geology"",""camp""]",0,12,12,Environmental,en,0.0,naturalresourcescanada_instagram,"['or', 'ice']",neutral
208,208,2016-12-12_13-12-14,2016-12-12 13:12:14,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1707f96727c95ca311b4061fa5e7595c/5ADF927A/t51.2885-15/e35/15276618_111460736015333_1985213860797218816_n.jpg,Mission accomplished! was the final Arctic survey to map Canada's outer limits,Mission accomplished 2016 final Arctic survey map Canada outer limits ArcticScience north arctic science survey mapping map canada team,"[""arcticscience"",""north"",""arctic"",""science"",""survey"",""mapping"",""map"",""canada"",""team""]",0,7,7,Economical,en,0.0,naturalresourcescanada_instagram,['arctic'],neutral
212,212,2016-12-28_07-53-40,2016-12-28 07:53:40,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6a82e9a9e854cddcbbee329d81875449/5AE8A1B2/t51.2885-15/e35/15803620_1363044067063774_826758110440849408_n.jpg,Calling all photographers! We’re looking for photos of Canada’s northern science adventures. Enter your photos on the website. This photo shows us loading field gear and fuel at Lake Hazen.,Calling photographers looking photos northern science adventures Enter photos CanGeo website ArcticScience photo shows us loading field gear fuel Lake Hazen arctic science north plane canada ice landscape packing,"[""arcticscience"",""arctic"",""science"",""north"",""plane"",""canada"",""ice"",""landscape"",""packing""]",0,7,7,Environmental,en,0.0,naturalresourcescanada_instagram,"['lands', 'lake ', 'ice', 'landscape', 'or']",neutral
220,220,2016-12-08_08-58-20,2016-12-08 08:58:20,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9ee8687efc8b0982bdee4541262f1901/5AE8914F/t51.2885-15/e35/15306780_205731803213711_1668121738208083968_n.jpg,Safety is an important aspect of Canada’s pipeline infrastructure.,Safety important aspect pipeline infrastructure pipeline safety infrastructure naturalresources naturalgas petroleum Canada transmountain tmx line3,"[""pipeline"",""safety"",""infrastructure"",""naturalresources"",""naturalgas"",""petroleum"",""canada"",""transmountain"",""tmx"",""line3""]",1,4,5,Economical,en,0.1,naturalresourcescanada_instagram,"['import', 'infrastructure']",positive
