,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_shares,num_likes,Reactions_SUM,category,language,average_sentiment_score,sentiment,account_name,words_matched_list
22,22,804655145539829760,2016-12-02 11:55:11,['https://t.co/ImcMXyeeCI'],Nous sommes finalement sur #Instagram! Suivez 📷 parcs.canada et assurez-vous de nous identifier sur vos photos et d'utiliser #ParcsCanada! https://t.co/ImcMXyeeCI,Nous sommes finalement sur Instagram Suivez parcs canada et assurez vous de nous identifier sur vos photos et utiliser ParcsCanada https co ImcMXyeeCI,"['#Instagram', '#ParcsCanada']",10,22,32,Environmental,fr,0.0,Neutral,ParcsCanada_tweeter,['parc']
26,26,806953368484773888,2016-12-08 20:07:30,['https://t.co/Z0eowWv\xe2\x80\xa6'],RT @FinancesCanada: Le min. des Finances annonce que Viola Desmond figurera sur le nouveau billet de 10$. #surunBILLET https://t.co/Z0eowWv…,RT FinancesCanada Le min des Finances annonce que Viola Desmond figurera sur le nouveau billet de 10 surunBILLET https co,['#surunBILLET'],31,0,31,Economical,fr,0.0,Neutral,ParcsCanada_tweeter,['finance']
38,38,813422936635953152,2016-12-26 16:35:15,"['https://t.co/1MPvs2qPaK', 'https://t.co/5EnUJgwlUN']",La #CarteDécouverte GRATUITE peut être commandée en ligne au cours de 2017! Procurez-vous la vôtre! #Canada150 https://t.co/1MPvs2qPaK https://t.co/5EnUJgwlUN,La couverte GRATUITE peut en ligne au cours de 2017 Procurez vous la tre Canada150 https co 1MPvs2qPaK https co 5EnUJgwlUN,"['#CarteD', '#Canada150']",11,15,26,Environmental,fr,0.0,Neutral,ParcsCanada_tweeter,['vert']
39,39,808310970808410112,2016-12-12 14:02:07,['https://t.co/i5pinhKzi'],#SVQ entrée #GRATUITE dans les parcs et lieux historiques nat. en 2017? Célébrez #Canada150 avec nous! https://t.co/i5pinhKziC,SVQ GRATUITE dans les parcs et lieux historiques nat en 2017 brez Canada150 avec nous https co i5pinhKziC,"['#SVQ', '#GRATUITE', '#Canada150']",12,14,26,Environmental,fr,0.0,Neutral,ParcsCanada_tweeter,"['parc', 'or']"
63,63,811647958387224576,2016-12-21 19:02:07,['https://t.co/YGbNxid4H7'],Le saviez-vous? Le compte à rebours pour #Canada150 et l'entrée #GRATUITE à nos parcs et sites est commencé! https://t.co/YGbNxid4H7,Le saviez vous Le compte rebours pour Canada150 et GRATUITE nos parcs et sites est https co YGbNxid4H7,"['#Canada150', '#GRATUITE']",13,8,21,Environmental,fr,0.0,Neutral,ParcsCanada_tweeter,['parc']
64,64,804195908359516160,2016-12-01 05:30:20,['https://t.co/X4P4mvkRzK'],3...2...1... C’EST OFFICIEL! Vous pouvez maintenant nous suivre sur #Instagram : 📷 Parcs.Canada... GROSSE NOUVELLE plus tard aujourd'hui! https://t.co/X4P4mvkRzK,EST OFFICIEL Vous pouvez maintenant nous suivre sur Instagram Parcs Canada GROSSE NOUVELLE plus tard aujourd hui https co X4P4mvkRzK,['#Instagram'],14,7,21,Environmental,fr,0.0,Neutral,ParcsCanada_tweeter,['parc']
68,68,814291156712456192,2016-12-29 02:05:15,"['https://t.co/1MPvs2qPaK', 'https://t.co/BTx003QCL']","La #CarteDécouverte est disponible en ligne, aux portes d'entrée et centres d'information jusqu'à la fin 2017! https://t.co/1MPvs2qPaK https://t.co/BTx003QCL1",La couverte est disponible en ligne aux portes et centres information jusqu la fin 2017 https co 1MPvs2qPaK https co BTx003QCL1,['#CarteD'],9,12,21,Environmental,fr,0.0,Neutral,ParcsCanada_tweeter,"['or', 'vert']"
81,81,814607258373988352,2016-12-29 23:01:19,['https://t.co/VUWumqR6m'],Qui attend avec impatience l'entrée #GRATUITE aux parcs et lieux historiques nat. en 2017? #Canada150 https://t.co/VUWumqR6mC,Qui attend avec impatience GRATUITE aux parcs et lieux historiques nat en 2017 Canada150 https co VUWumqR6mC,"['#GRATUITE', '#Canada150']",3,16,19,Environmental,fr,0.0,Neutral,ParcsCanada_tweeter,"['parc', 'or']"
85,85,806936836065071105,2016-12-08 19:01:48,['https://t.co/i6DkqbuyWt'],#Canada150 approche! Quels parcs et lieux historiques visiterez-VOUS en 2017? #GRATUIT https://t.co/i6DkqbuyWt,Canada150 approche Quels parcs lieux historiques visiterez 2017 GRATUIT https co i6DkqbuyWt,"['#Canada150', '#GRATUIT']",11,8,19,Environmental,fr,0.0,Neutral,ParcsCanada_tweeter,"['parc', 'or']"
187,187,805796617731379204,2016-12-05 15:30:59,"['https://t.co/PfuJbrAcqK', 'https://t.co/Ps6BR2ewzB']",N’oubliez pas : les réservations pour le #camping2017 commencent en janvier : https://t.co/PfuJbrAcqK #Canada150 https://t.co/Ps6BR2ewzB,oubliez pas les servations pour le camping2017 commencent en janvier https co PfuJbrAcqK Canada150 https co Ps6BR2ewzB,"['#camping2017', '#Canada150']",8,6,14,unknown,fr,0.0,Neutral,ParcsCanada_tweeter,
