,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
5,5,123326971154939_728341633986800,2016-11-10 11:55:13,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/728341633986800/?type=3,"UPDATE: The November 17 meeting in Baker Lake has been postponed due to weather issues affecting transportation.

An engagement session for the Nutrition North Canada program is coming to Baker Lake, NU. Join us at the Qamanituaq Recreation Center on November 17, 2016. http://ow.ly/s5PR3057sEg #NNCMySay","UPDATE: The November meeting in Baker Lake has been postponed due to weather issues affecting transportation. An engagement session for the Nutrition North Canada program is coming to Baker Lake, NU. Join us at the Qamanituaq Recreation Center on November , .",['#NNCMySay'],41,1,22,41,0,0,0,0,0,0,64,Social,en,0.0,GovCanNorth_facebook,['engagement'],neutral
15,15,123326971154939_727223377431959,2016-11-08 13:15:15,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/727223377431959/?type=3,"An engagement session for the Nutrition North Canada program is coming to St. Theresa Point, MB. Join us at the Community Hall on November 15, 2016. http://ow.ly/s5PR3057sEg #NNCMySay","An engagement session for the Nutrition North Canada program is coming to St. Theresa Point, MB. Join us at the Community Hall on November , .",['#NNCMySay'],10,4,20,10,0,0,0,0,0,0,34,Social,en,0.13571428571428573,GovCanNorth_facebook,"['engagement', 'community']",positive
75,75,123326971154939_726672724153691,2016-11-07 16:20:48,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/726672724153691/?type=3,"An engagement session for the Nutrition North Canada program is coming to Oxford House, MB. Join us at the Band Office basement on November 14, 2016. http://ow.ly/s5PR3057sEg #NNCMySay","An engagement session for the Nutrition North Canada program is coming to Oxford House, MB. Join us at the Band Office basement on November , .",['#NNCMySay'],5,1,3,5,0,0,0,0,0,0,9,Social,en,0.16,GovCanNorth_facebook,['engagement'],positive
152,152,123326971154939_736957913125172,2016-11-24 16:00:29,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/736957913125172/?type=3,"NEW DATE: An engagement session for the Nutrition North Canada program is coming to Baker Lake, NU at the Qamanituaq Recreation Center on November 29, 2016. http://ow.ly/s5PR3057sEg #NNCMySay","NEW DATE: An engagement session for the Nutrition North Canada program is coming to Baker Lake, NU at the Qamanituaq Recreation Center on November , .",['#NNCMySay'],2,0,2,2,0,0,0,0,0,0,4,Social,en,0.0,GovCanNorth_facebook,['engagement'],neutral
158,158,123326971154939_731159403705023,2016-11-15 09:40:53,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/731159403705023/?type=3,"An engagement session for the Nutrition North Canada program is coming to Inukjuak, QC. Join us at the Inukjuak Recreation Centre on November 21, 2016. http://ow.ly/i7Pg306aqe5 #NNCMySay","An engagement session for the Nutrition North Canada program is coming to Inukjuak, QC. Join us at the Inukjuak Recreation Centre on November , .",['#NNCMySay'],3,1,0,3,0,0,0,0,0,0,4,Social,en,0.4,GovCanNorth_facebook,['engagement'],positive
165,165,123326971154939_735636786590618,2016-11-22 15:40:11,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/735636786590618/?type=3,"An engagement session for the Nutrition North Canada program is coming to Fort Hope, ON. Join us at the JCY gymnasium on November 28, 2016. http://ow.ly/i7Pg306aqe5 #NNCMySay","An engagement session for the Nutrition North Canada program is coming to Fort Hope, ON. Join us at the JCY gymnasium on November , .",['#NNCMySay'],2,0,2,2,0,0,0,0,0,0,4,Social,en,0.0,GovCanNorth_facebook,['engagement'],neutral
167,167,123326971154939_727856887368608,2016-11-09 14:01:16,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/727856887368608/?type=3,"The Government of Canada wants to hear from Northerners, Indigenous peoples, and all those interested, on how to improve the Nutrition North Canada program. Complete this online survey to have your say: http://ow.ly/B8bK3060KZZ #NNCMySay","The Government of Canada wants to hear from Northerners, Indigenous peoples, and all those interested, on how to improve the Nutrition North Canada program. Complete this online survey to have your say:",['#NNCMySay'],0,1,3,0,0,0,0,0,0,0,4,Economical,en,0.1014705882352941,GovCanNorth_facebook,"['northern', 'government']",positive
211,211,123326971154939_736362813184682,2016-11-23 17:00:23,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/736362813184682/?type=3,"An engagement session for the Nutrition North Canada program is coming to Big Trout Lake (ON). Join us at the Community Hall on November 29, 2016. http://ow.ly/i7Pg306aqe5 #NNCMySay","An engagement session for the Nutrition North Canada program is coming to Big Trout Lake (ON). Join us at the Community Hall on November , .",['#NNCMySay'],1,0,1,1,0,0,0,0,0,0,2,Social,en,0.0,GovCanNorth_facebook,"['engagement', 'community']",neutral
249,249,123326971154939_722811417873155,2016-11-01 14:25:23,http://ow.ly/OMNO305KAb0,"UPDATE: The meeting in Wekweètì, NWT has been postponed to November 2. http://ow.ly/OMNO305KAb0","UPDATE: The meeting in Wekweètì, NWT has been postponed to November . 0",[],1,1,0,1,0,0,0,0,0,0,2,unknown,en,0.0,GovCanNorth_facebook,,neutral
209,209,123326971154939_731801503640813,2016-11-16 15:30:30,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/731801503640813/?type=3,Provide your input on how to improve the Nutrition North Canada program by completing the online survey: http://ow.ly/3RTi306eU12 #NNCMySay,Provide your input on how to improve the Nutrition North Canada program by completing the online survey: U12,['#NNCMySay'],1,0,1,1,0,0,0,0,0,0,2,Environmental,en,0.0,GovCanNorth_facebook,['or'],neutral
206,206,123326971154939_730722637082033,2016-11-14 15:00:32,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/730722637082033/?type=3,"UPDATE: The November 14 meeting in Oxford House has been postponed due to weather issues affecting transportation.

You're invited to attend a Nutrition North Canada program engagement session tonight in Oxford House, MB. Come have your say about how to improve the program. http://ow.ly/s8p6306adph #NNCMySay","UPDATE: The November meeting in Oxford House has been postponed due to weather issues affecting transportation. You're invited to attend a Nutrition North Canada program engagement session tonight in Oxford House, MB. Come have your say about how to improve the program.",['#NNCMySay'],2,0,0,2,0,0,0,0,0,0,2,Social,en,0.0,GovCanNorth_facebook,['engagement'],neutral
