,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
10,10,2017-02-10_09-43-02,2017-02-10 09:43:02,https://instagram.fyvr3-1.fna.fbcdn.net/vp/34c785c7fbbf7d947ce82948996b8f92/5AE04443/t51.2885-15/e35/16465269_414306685578891_7008695425100152832_n.jpg,"As a wildland fire researcher, Lynn Johnson is used to feeling the heat! Forest fires are a beneficial ecosystem process, but Lynn’s research helps to predict and manage forest fires that might threaten human lives and infrastructure – DK",wildland fire researcher Lynn Johnson used feeling heat Forest fires beneficial ecosystem process research helps predict manage forest fires might threaten human lives infrastructure DK WomenInScience,"[""womeninscience""]",1,34,35,Economical,en,0.0,naturalresourcescanada_instagram,['infrastructure'],neutral
14,14,2017-02-10_08-16-43,2017-02-10 08:16:43,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fa97fede8eac81eabcfd1afd47522d57/5ADCEBF7/t51.2885-15/e35/16585304_218196415312887_5468640751141257216_n.jpg,Check out that coastline! Scientist Lisa Nykolaishen uses GPS to measure the crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii BC. Sometimes I wish I could be back in the field again to see views like that! – DK,Check coastline Scientist Lisa Nykolaishen uses GPS measure crustal motions caused tectonic processes generate earthquakes near Haida Gwaii BC Sometimes wish could back field see views like DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",2,31,33,Social,en,0.84375,naturalresourcescanada_instagram,['women'],positive
18,18,2017-02-11_06-18-26,2017-02-11 06:18:26,https://instagram.fyvr3-1.fna.fbcdn.net/vp/68ae203215ecec35cd2a00a0cd589807/5AF56DD7/t51.2885-15/e35/16464705_1530212170352172_7772408921783795712_n.jpg,It’s International Day of Women and Girls in Science! Join us in celebrating as we profile some of NRCan’s own women in science!,International Day Women Girls Science Join us celebrating InternationalWomensDay profile women science WomenInScience NRCanSci IWD STEMGirls GirlsLoveScience,"[""internationalwomensday"",""womeninscience"",""nrcansci"",""iwd"",""stemgirls"",""girlslovescience""]",1,31,32,Social,en,0.0,naturalresourcescanada_instagram,['women'],neutral
33,33,2017-02-10_07-52-22,2017-02-10 07:52:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/992c010ec821a1bc4ad9a0538005b86c/5AFAEC71/t51.2885-15/e35/16231004_1234789816639218_7228418440065712128_n.jpg,Sometimes monitoring volcanos brings you to new heights. Volcanologist Melanie Kelman studies Canadian volcanoes (in BC/YT) and prepares to deal with volcanic unrest. Really cool! – DK,Sometimes monitoring volcanos brings new heights Volcanologist Melanie Kelman studies Canadian volcanoes BC YT prepares deal volcanic unrest Really cool DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",1,25,26,Social,en,0.56875,naturalresourcescanada_instagram,['women'],positive
32,32,2017-02-10_09-25-37,2017-02-10 09:25:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2499071b183bf2421fd3b4667fedf031/5AE51B7E/t51.2885-15/e35/16229184_1858053107768688_5299346540630900736_n.jpg,Vicki Tschirhart showing some local rock samples to local Nunavumians! The traditional knowledge of northern communities plays a very important role in the research of lots of NRCan scientists – DK,Vicki Tschirhart showing local rock samples local Nunavumians traditional knowledge northern communities plays important role research lots NRCan scientists DK WomenInScience,"[""womeninscience""]",0,26,26,Social,en,0.0,naturalresourcescanada_instagram,"['local', 'women']",neutral
40,40,2017-02-10_10-09-45,2017-02-10 10:09:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a2517f77c14bd90489222543547111f2/5AF82546/t51.2885-15/e35/16465414_1106246189503159_2464134634498162688_n.jpg,"That’s all for me here! Thx for following! If you want to see more from me, follow my personal Twitter account, at DLEKirkwood – DK",Thx following want see follow personal Twitter account DLEKirkwood DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",3,20,23,Social,en,0.4920138888888889,naturalresourcescanada_instagram,['women'],positive
43,43,2017-02-10_08-45-41,2017-02-10 08:45:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/baa12ac0919c0c5b40c4e1dc3fa6f88e/5ADBA1E0/t51.2885-15/e35/16585353_252061501906803_4299008276109983744_n.jpg,"Here’s Suzanne Paradis again. I’m not sure about you, but to me this picture makes a pretty good argument for pursuing geology as a career… – DK",Suzanne Paradis sure picture makes pretty good argument pursuing geology DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",0,23,23,Social,en,0.0,naturalresourcescanada_instagram,['women'],neutral
51,51,2017-02-10_06-46-59,2017-02-10 06:46:59,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fb797476180f1c8e4afefe1a48d4d055/5AFB2CB3/t51.2885-15/e35/16464694_380450442324642_9033642737022271488_n.jpg,"Throwing it back to me as a young professor! Some things change, but my love of science has only grown stronger – DK ",Throwing back young professor things change love science grown stronger DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",0,22,22,Social,en,0.0,naturalresourcescanada_instagram,"['change', 'women']",neutral
56,56,2017-02-16_13-18-22,2017-02-16 13:18:22,https://instagram.fyvr3-1.fna.fbcdn.net/vp/986c9a4800177335b270920cd8725031/5AEAE837/t51.2885-15/e35/16790044_380203935691015_3680146846451236864_n.jpg,Research Scientist Vicki Tschirhart takes gravity measurements as part of the Geomapping Energy Minerals program,Research Scientist Vicki Tschirhart takes gravity measurements part Geomapping Energy Minerals program WomenInScience ScienceSelfie NRCanSci STEMGirls GirlsLoveScience,"[""womeninscience"",""scienceselfie"",""nrcansci"",""stemgirls"",""girlslovescience""]",0,21,21,Social,en,0.0,naturalresourcescanada_instagram,['women'],neutral
60,60,2017-02-03_13-47-39,2017-02-03 13:47:39,https://instagram.fyvr3-1.fna.fbcdn.net/vp/69d6be0027005756ccacf3783f16ff67/5AE9ECC9/t51.2885-15/e15/16230418_1329435690449358_1007820771860414464_n.jpg,"Did you hear the news? Chief Scientist Donna Kirkwood is taking over our Instagram on Friday, February , to celebrate ! And be sure to check us out on Twitter, too! Follow us at throughout the morning to hear from the Chief Scientist herself. ",hear news Chief Scientist Donna Kirkwood taking Instagram Friday February 10 celebrate WomenInScience nAnd sure check us Twitter Follow us NRCan throughout morning hear Chief Scientist TakeOver Science STEMGirls WomenInTech GirlsLoveScience,"[""womeninscience"",""takeover"",""science"",""stemgirls"",""womenintech"",""girlslovescience""]",0,21,21,Social,en,0.0,naturalresourcescanada_instagram,['women'],neutral
