,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
11,11,2017-12-15_10-43-56,2017-12-15 10:43:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fb1d5f40daf2348ed7c6978a23b52bc5/5ADD7756/t51.2885-15/e35/25005231_158078648143245_2504578760976629760_n.jpg,"Voici un écho du passé en ce . Cette photo a été prise le août , lors du e levé conjoint Canada–États-Unis du plateau continental étendu dans l’Arctique!...",Voici un cho du en ce vendredi nCette photo prise le 29 2011 lors du 4e conjoint tats Unis du plateau continental tendu dans Arctique ScienceArctique Arctique,"[""vendredi"",""sciencearctique"",""arctique""]",0,6,6,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['eau', 'or']",neutral
13,13,2017-12-15_12-04-52,2017-12-15 12:04:52,https://instagram.fyvr3-1.fna.fbcdn.net/vp/bacbedd30ba41d0dd8750a28f40bab25/5AE2AAA8/t51.2885-15/e35/24845335_1996460467280368_3490733072096165888_n.jpg,"Nous aidons les municipalités de l’ à améliorer la qualité de l’air, de l’eau et du sol et à réduire les gaz à effet de serre par un investissement de M $ qui appuiera des programmes environnementaux dirigés par des administrations locales de l'Ontario.",Nous aidons les de Ontario liorer la de air de eau et du sol et duire les gaz effet de serre par un investissement de 45 qui appuiera des programmes environnementaux par des administrations locales de Ontario municanada,"[""ontario"",""municanada""]",1,5,6,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['environnement', 'or', 'eau', 'gaz', 'air']",neutral
24,24,2017-12-01_08-52-45,2017-12-01 08:52:45,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b855664a28b56f786a714946385b944a/5AE7D7D0/t51.2885-15/e35/24327654_317622958735604_1938786209220263936_n.jpg,"Le député Breton annonce une contribution de ,7 M$ au Fonds municipal vert pour aider les municipalités du ébec à améliorer la qualité de l’air, de l’eau et du sol et à réduire les GES",Le Breton annonce une contribution de au Fonds municipal vert pour aider les du bec liorer la de air de eau et du sol et duire les GES munican,"[""québec"",""munican""]",0,5,5,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['eau', 'or', 'vert', 'air']",neutral
32,32,2017-12-05_11-13-07,2017-12-05 11:13:07,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0f98e72b4035502a67de06ed5539b784/5AF84C55/t51.2885-15/e35/24838923_731894707021684_8390467153903484928_n.jpg,Notre véhicule sous-marin autonome a parcouru plus de km et atteint des profondeurs supérieures à km dans l'océan Arctique – un !,Notre hicule sous marin autonome parcouru plus de 1000 km et atteint des profondeurs rieures km dans Arctique un RecordMondial SciRNCan,"[""recordmondial"",""scirncan""]",0,4,4,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['parc', 'or']",neutral
48,48,2017-12-11_08-28-30,2017-12-11 08:28:30,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d1c06a140e13f4a1c325e6d86f315227/5AFE03FA/t51.2885-15/e35/25012080_177892526281075_4362666159657451520_n.jpg,La CGC a géré programmes d’étude de terrain sur les hydrates de gaz du pergélisol au site Mallik (TNO),La CGC programmes tude de terrain sur les hydrates de gaz du lisol au site Mallik TNO CGC175,"[""cgc175""]",1,3,4,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['gaz'],neutral
82,82,2017-12-13_11-51-10,2017-12-13 11:51:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e4dde5e88f7c10107f8ca0df5a290910/5AD8D7C7/t51.2885-15/e35/25010054_1945334665721407_8278870073758711808_n.jpg,"À la station-relais pour satellites d’Inuvik, nous recevons des données en temps réel de satellites en orbite polaire. Nous collaborons aussi avec des partenaires étrangers en accueillant des antennes du centre aérospatial allemand, de la SSC et de l’Observatoire de l’espace du CNES!... érospatial",la station relais pour satellites Inuvik nous recevons des es en temps el de satellites en orbite polaire Nous collaborons aussi avec des partenaires trangers en accueillant des antennes du centre rospatial allemand de la SSC et de Observatoire de espace du CNES ScienceArctique Satellites rospatial,"[""sciencearctique"",""satellites"",""aérospatial""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['or', 'air']",neutral
83,83,2017-12-12_09-56-26,2017-12-12 09:56:26,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0c7c8584dff115f898e5cae7ce0f6a16/5AE065B9/t51.2885-15/e35/24845983_256521078211564_9169952346023657472_n.jpg,"La ministre McKenna était au sommet One Planet, où Bill Gates a annoncé un nouveau partenariat avec la Breakthrough Energy Coalition. Ce partenariat se traduira au Canada par des investissements en capital dans des technologies de l’énergie émergentes pour lutter contre les changements climatiques.",La ministre McKenna tait au sommet One Planet Bill Gates un nouveau partenariat avec la Breakthrough Energy Coalition Ce partenariat se traduira au Canada par des investissements en capital dans des technologies de nergie mergentes pour lutter contre les changements climatiques,[],0,3,3,Economical,fr,0.0,ressourcenaturellescanada_instagram,"['invest', 'energy', 'partenariat', 'technologies', 'ministre', 'technologie']",neutral
88,88,2017-12-04_06-20-00,2017-12-04 06:20:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e34ae782ca0915e8b407614c0dadb7ad/5AF52C52/t51.2885-15/e35/24332344_400453030389620_1956117183943671808_n.jpg,"« Les autres pays voient le Canada comme un fournisseur stable et fiable des énergies classiques dont ils ont encore besoin, ainsi qu’un innovateur, créateur des nouvelles formes d’énergie qu'ils veulent utiliser. » Le ministre Carr a prononcé une allocution au Forum sur l'énergie de la Greater Vancouver Board of Trade, réitérant l'appui du gouvernement aux grands projets de mise en valeur des ressources naturelles au Canada.",Les autres pays voient le Canada comme un fournisseur stable et fiable des nergies classiques dont ils ont encore besoin ainsi un innovateur ateur des nouvelles formes nergie qu ils veulent utiliser nLe ministre Carr une allocution au Forum sur nergie 2017 de la Greater Vancouver Board Trade rant appui du gouvernement aux grands projets de mise en valeur des ressources naturelles au Canada,[],0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['ressources naturelles', 'or', 'nature']",neutral
70,70,2017-12-28_06-44-03,2017-12-28 06:44:03,https://instagram.fyvr3-1.fna.fbcdn.net/vp/033db247132b109d37b2d25ab91fc1a7/5AE98177/t51.2885-15/e35/26156216_246729469196734_1609519920226238464_n.jpg,? La photographie aérienne témoigne de l’évolution constante des éléments anthropiques et naturels de la surface terrestre. Cette photo a été prise en dans les étro,LSV La photographie rienne moigne de volution constante des ments anthropiques et naturels de la surface terrestre Cette photo prise en 1993 dans les TNO ScienceArctique tro,"[""lsv"",""tno"",""sciencearctique"",""jeudirétro""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['terres', 'nature']",neutral
63,63,2017-12-21_10-48-53,2017-12-21 10:48:53,https://instagram.fyvr3-1.fna.fbcdn.net/vp/26be0010905b3df2f93bfe6b676931c6/5ADA2D25/t51.2885-15/e35/25017223_137674990347173_5660040746007265280_n.jpg,"étro Alice Wilson, première femme géologue à la Commission géologique du Canada, dans son bureau",tro Alice Wilson femme ologue la Commission ologique du Canada dans son bureau FemmesEnScience,"[""jeudirétro"",""femmesenscience""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['eau', 'ice']",neutral
