,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
54,54,2017-12-15_12-40-44,2017-12-15 12:40:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/5cf2ed2dd21689d18602e2fbb4064a7b/5AF49E1B/t51.2885-15/e35/24838930_159323158159716_6525608047790784512_n.jpg,"Frank Des Rosiers, de Ressources naturelles Canada, a reçu au nom de notre équipe de CanmetÉNERGIE un prix décerné pour les contributions techniques et scientifiques de l’équipe au progrès des technologies de captage et de stockage du carbone. Félicitations!",Frank Des Rosiers de Ressources naturelles Canada au nom de notre quipe de NERGIE un prix pour les contributions techniques et scientifiques de quipe au des technologies de captage et de stockage du carbone licitations,[],0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['carbon', 'ressources naturelles', 'nature']",neutral
101,101,2017-12-07_10-35-59,2017-12-07 10:35:59,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e2c954d0c671bbcc517a6508475dbb50/5ADF53B1/t51.2885-15/e35/25008084_354590665014426_8670894343277510656_n.jpg,"étro : Le scientifique de la CGC J.J. O’Neill a cartographié la côte arctique, de l’Alaska à l’inlet Bathurst.",tro Le scientifique de la CGC Neill la te arctique de Alaska inlet Bathurst Canada150 ScienceArctique,"[""jeudirétro"",""canada150"",""sciencearctique""]",0,2,2,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
104,104,2017-12-14_11-21-33,2017-12-14 11:21:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/75df2a7e322553a63abad50db2a482ed/5ADDDEE4/t51.2885-15/e35/25013200_203583273541926_1200062356978139136_n.jpg,étro Lancement il y a ans de la première étude systématique de l’Arctique...,tro Lancement il 100 ans de la tude matique de Arctique Canada150 ScienceArctique SciRNCan,"[""jeudirétro"",""canada150"",""sciencearctique"",""scirncan""]",0,2,2,unknown,fr,0.0,ressourcenaturellescanada_instagram,,neutral
113,113,2017-12-04_08-47-11,2017-12-04 08:47:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/c109f43068b042771592b76b5e664e79/5AE113CA/t51.2885-15/e35/24332351_1793161764143724_643784115560120320_n.jpg,"« Nous croyons dans la filière solaire. Nous savons qu’elle peut accélérer la transition vers un avenir fondé sur l’énergie propre. » – Le ministre Carr Le ministre des Ressources naturelles du Canada, livre un discours-programme à Solar Canada.",Nous croyons dans la solaire Nous savons elle peut rer la transition vers un avenir sur nergie propre Le ministre Carr nLe ministre des Ressources naturelles du Canada livre un discours programme Solar Canada,[],0,2,2,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['nature', 'air', 'ressources naturelles', 'solar', 'propre', 'solaire']",neutral
120,120,2017-12-01_07-45-43,2017-12-01 07:45:43,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a9e3ac9718b0da49427e6d73ff225447/5AEF2D47/t51.2885-15/e35/24177435_1823607801044023_6759569682501468160_n.jpg,C’est le Mois de la ! Découvrez comment la contribue à la prise de décisions fondées sur la science dans le Nord. Suivez tout le mois pour découvrir ce que nous faisons dans le Nord canadien!,est le Mois de la ScienceArctique couvrez comment la SciRNCan contribue la prise de cisions es sur la science dans le Nord nSuivez ScienceArctique tout le mois pour couvrir ce que nous faisons dans le Nord canadien,"[""sciencearctique"",""scirncan"",""sciencearctique""]",0,2,2,Social,fr,0.0,ressourcenaturellescanada_instagram,['nord'],neutral
159,159,2017-12-04_11-38-00,2017-12-04 11:38:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9794649b4e8315c359217bcf71c67f14/5A63F0C0/t51.2885-15/e15/24327417_306688489831164_5623498979569303552_n.jpg,Nous préparons les jeunes Canadiens à l’économie de l’avenir en investissant M$ pour créer emplois verts dans le cadre du Programme de stages en sciences et technologie,Nous parons les jeunes Canadiens conomie de avenir en investissant 16 pour er 200 emplois verts dans le cadre du Programme de stages en sciences et technologie,[],0,1,1,Economical,fr,0.0,ressourcenaturellescanada_instagram,"['invest', 'technologie', 'emplois']",neutral
177,177,2017-12-07_07-51-09,2017-12-07 07:51:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8edc60930563f0a4554b69197c10cbd2/5AE6D81D/t51.2885-15/e35/25011635_770503936470975_8243471404276645888_n.jpg,"« En tant que pays arctiques et voisins, nous faisons progresser des technologies novatrices, apportant une contribution fondamentale aux sciences de la Terre et approfondissant de façon spectaculaire nos connaissances géoscientifiques. » – La SP Rudd La secrétaire parlementaire Kim Rudd prononce une allocution au e Atelier sur l’océan Arctique, tenu conjointement à Ottawa par RNCan, Affaires mondiales Canada et MPO. éoSciences éanArctique",En tant que pays arctiques et voisins nous faisons progresser des technologies novatrices apportant une contribution fondamentale aux sciences de la Terre et approfondissant de spectaculaire nos connaissances oscientifiques La SP Rudd nLa taire parlementaire Kim Rudd prononce une allocution au 9e Atelier sur Arctique tenu conjointement Ottawa par RNCan Affaires mondiales Canada et MPO ScienceArctique oSciences LeNord anArctique,"[""sciencearctique"",""géosciences"",""lenord"",""océanarctique""]",0,1,1,Economical,fr,0.0,ressourcenaturellescanada_instagram,"['novatrice', 'mondiale', 'technologies', 'mondial', 'technologie']",neutral
179,179,2017-12-07_07-37-15,2017-12-07 07:37:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6467d87b4e34d0f232d7716215b4f906/5AF0B4EC/t51.2885-15/e35/24332401_153374621968425_9004618589281452032_n.jpg,"étro Rivière Stewart, : les bateaux comme le Yamaska transportaient gens et fournitures, et même des convois de bêtes de somme.",tro Stewart 1939 les bateaux comme le Yamaska transportaient gens et fournitures et des convois de de somme,"[""jeudirétro""]",0,1,1,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['eau', 'or']",neutral
180,180,2017-12-06_11-16-56,2017-12-06 11:16:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a5d4bc24f498904ccf8edee469c2a2e8/5AF6148B/t51.2885-15/e35/25005773_390705961368702_4147315352679743488_n.jpg,"La collaboration internationale à son meilleur! Le Programme du plateau continental étendu du Canada fait avancer la recherche scientifique. Dans l’océan Atlantique, le Canada a collaboré aux travaux scientifiques de ses voisins, notamment à ceux du Danemark dans la mer du Labrador et à ceux des États-Unis au large du plateau néo-écossais, au sud-ouest de la Nouvelle-Écosse. Dans l’océan Arctique, le Canada a effectué des levés conjointement avec le Danemark et les États‑Unis, en plus de collaborer avec la Russie. ",La collaboration internationale son meilleur Le Programme du plateau continental tendu du Canada fait avancer la recherche scientifique nDans Atlantique le Canada aux travaux scientifiques de ses voisins notamment ceux du Danemark dans la mer du Labrador et ceux des tats Unis au large du plateau cossais au sud ouest de la Nouvelle cosse nDans Arctique le Canada des conjointement avec le Danemark et les Unis en plus de collaborer avec la Russie ScienceArctique,"[""sciencearctique""]",0,1,1,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['eau', 'or', 'mer']",neutral
181,181,2017-12-06_08-07-33,2017-12-06 08:07:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/271fc8f6519f1a04b955cf17cf4148fb/5AE65E76/t51.2885-15/e35/25008533_169499710461391_2991589642450501632_n.jpg,Les affiches Géopanorama contiennent de l’information géologique utile aux enseignants de tout le pays,Les affiches opanorama contiennent de information ologique utile aux enseignants de tout le pays CGC175,"[""cgc175""]",0,1,1,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['or'],neutral
220,220,2017-12-05_11-31-13,2017-12-05 11:31:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2080f063e044e955cc7bd6529fea80f9/5AD88236/t51.2885-15/e35/24331589_135851400466850_8891256496621355008_n.jpg,Le sonar multifaisceaux est un outil très utile pour produire des cartes géologiques à haute résolution,Le sonar multifaisceaux est un outil utile pour produire des cartes ologiques haute solution CGC175,"[""cgc175""]",0,0,0,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['eau'],neutral
