,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
2,2,431918433581020_1045063055599885,2017-03-22 14:54:37,https://www.facebook.com/YourMoneyMattersCanada/videos/1045063055599885/,"The Minister of Finance, Bill Morneau, tables #Budget2017 in the House of Commons – March 22, 2017 in Ottawa","The Minister of Finance, Bill Morneau, tables in the House of Commons – March , in Ottawa",['#Budget2017'],190,324,52,77,23,6,9,1,74,0,566,Economical,en,0.040137932175983895,YourMoneyMattersCanada_facebook,"['finance', 'minister']",positive
31,31,431918433581020_1046637562109101,2017-03-24 10:45:29,http://ow.ly/Lgfc309XZKZ,"Hey, students! Now’s the time to start thinking about a summer job. 

The Federal Student Work Experience Program (FSWEP) is a great opportunity for full-time secondary and post-secondary students to gain experience in their field and earn money to help finance their next semester. A placement through the program is also a great start for anyone considering a career in the public service.

Learn more about FSWEP and submit your application today: http://ow.ly/Lgfc309XZKZ","Hey, students! Now’s the time to start thinking about a summer job. The Federal Student Work Eerience Program (FSWEP) is a great opportunity for full-time secondary and post-secondary students to gain eerience in their field and earn money to help finance their next semester. A placement through the program is also a great start for anyone considering a career in the public service. Learn more about FSWEP and submit your application today:",[],26,9,66,26,0,0,0,0,0,0,101,Economical,en,0.04375,YourMoneyMattersCanada_facebook,"['money', 'finance']",positive
69,69,431918433581020_1051411651631692,2017-03-30 10:45:37,http://ow.ly/k0op30aeJUM,"Staying on top of new scams and being diligent about protecting your personal and financial information will go a long way toward preventing you from becoming a victim of fraud. 

Scammers are always looking for new ways to get access to your money and personal identity, so keep up to date on scams. Here are the Better Business Bureau’s top 10 scams of 2016: http://ow.ly/k0op30aeJUM 
 #FPM2017","Staying on top of new scams and being diligent about protecting your personal and financial information will go a long way toward preventing you from becoming a victim of fraud. Scammers are always looking for new ways to get access to your money and personal identity, so keep up to date on scams. Here are the Better Business Bureau’s top scams of :",['#FPM2017'],19,0,43,19,0,0,0,0,0,0,62,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['eau', 'or', 'mer']",neutral
81,81,431918433581020_1029310580508466,2017-03-03 11:45:32,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1029310580508466/?type=3,"#Scam Spotlight: Did you know scammers use fake celebrity gossip, top 10 lists and sharable quizzes to get your personal information for illegal purposes? 

Once you’ve filled out that quiz and shared your results to social media accounts, scammers may have your username—AND any personal details you’ve tied to your accounts. 

Find out more on how to avoid social networking scams: http://ow.ly/GlLT309tzs4","Spotlight: Did you know scammers use fake celebrity gossip, top lists and sharable quizzes to get your personal information for illegal purposes? Once you’ve filled out that quiz and shared your results to social media accounts, scammers may have your username—AND any personal details you’ve tied to your accounts. Find out more on how to avoid social networking scams:",['#Scam'],17,0,39,15,0,2,0,0,0,0,56,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['or', 'mer']",neutral
103,103,431918433581020_1050611928378331,2017-03-29 10:45:24,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1050611928378331/?type=3,"The tax return countdown is on! 

Since this year’s tax deadline of April 30 falls on a Sunday, your return will be considered filed on time if it is received (or postmarked) on or before May 1, 2017. 

Start right away, and get all the information you need here: http://ow.ly/BUC230aeFT9","The tax return countdown is on! Since this year’s tax deadline of April falls on a Sunday, your return will be considered filed on time if it is received (or postmarked) on or before May , . Start right away, and get all the information you need here: 9",[],24,1,23,24,0,0,0,0,0,0,48,Economical,en,0.0,YourMoneyMattersCanada_facebook,['tax'],neutral
135,135,431918433581020_1038020026304188,2017-03-13 17:01:09,http://ow.ly/jfHr309NnDX,"Have you recently moved to be closer to a new job? Did you know you may be eligible to claim some of your moving expenses on your taxes? 
Learn more: http://ow.ly/jfHr309NnDX #TaxTip",Have you recently moved to be closer to a new job? Did you know you may be eligible to claim some of your moving eenses on your taxes? Learn more:,['#TaxTip'],19,1,21,18,1,0,0,0,0,0,41,Economical,en,0.0,YourMoneyMattersCanada_facebook,['tax'],neutral
168,168,431918433581020_1049875071785350,2017-03-28 10:45:11,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1049875071785350/?type=3,Overwhelmed by debt? Confused about who to turn to for help? This is why you should choose a Licensed Insolvency Trustee (LIT) for help: http://ow.ly/Dk5q30akKvP,Overwhelmed by debt? Confused about who to turn to for help? This is why you should choose a Licensed Insolvency Trustee (LIT) for help:,[],11,2,22,11,0,0,0,0,0,0,35,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['or', 'ice']",neutral
176,176,431918433581020_1032478856858305,2017-03-07 15:45:20,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1032478856858305/?type=3,"There are many consultants who will charge you for debt advice. A Licensed Insolvency Trustee (LIT) is the only professional that can advise you on insolvency options and file a consumer proposal or bankruptcy on your behalf. 

When you choose an LIT, you can be confident that you are dealing with someone who has the knowledge, experience and skills to be granted a licence from the Office of the Superintendent of Bankruptcy. http://ow.ly/7MBu309zn60","There are many consultants who will charge you for debt advice. A Licensed Insolvency Trustee (LIT) is the only professional that can advise you on insolvency options and file a consumer proposal or bankruptcy on your behalf. When you choose an LIT, you can be confident that you are dealing with someone who has the knowledge, eerience and skills to be granted a licence from the Office of the Superintendent of Bankruptcy. 0",[],13,0,21,13,0,0,0,0,0,0,34,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['or', 'ice', 'mer']",neutral
179,179,431918433581020_1027888130650711,2017-03-01 11:45:26,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1027888130650711/?type=3,"Fraudsters are getting more sophisticated and can strike at any time. To prevent being taken advantage of, you need to be savvy and be aware of how these scammers operate.  

Check back here for regular tips on avoiding scams, theft and other schemes that prey on your hard-earned dollars. 

Regular updates, advice and other resources are always available from the Competition Bureau: http://ow.ly/KcMl309kGFW #FPM2017","Fraudsters are getting more sophisticated and can strike at any time. To prevent being taken advantage of, you need to be savvy and be aware of how these scammers operate. Check back here for regular tips on avoiding scams, theft and other schemes that prey on your hard-earned dollars. Regular updates, advice and other resources are always available from the Competition Bureau:",['#FPM2017'],20,0,14,20,0,0,0,0,0,0,34,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['mer', 'eau', 'resources', 'ice', 'or']",neutral
215,215,431918433581020_1038597499579774,2017-03-14 10:45:28,https://www.facebook.com/YourMoneyMattersCanada/photos/a.501487959957400.1073741828.431918433581020/1038597499579774/?type=3,"Consumed by debt? If you can’t pay your bills or debts, you have options. A Licensed Insolvency Trustee can help guide you and get you discharged from your debt. #LITsCanHelp

Find out if you have a debt problem by recognizing the danger signals: http://ow.ly/cp0S309NnWY","Consumed by debt? If you can’t pay your bills or debts, you have options. A Licensed Insolvency Trustee can help guide you and get you discharged from your debt. Find out if you have a debt problem by recognizing the danger signals:",['#LITsCanHelp'],10,4,16,10,0,0,0,0,0,0,30,Environmental,en,0.0,YourMoneyMattersCanada_facebook,"['or', 'ice']",neutral
