,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
0,0,2016-12-21_13-09-17,2016-12-21 13:09:17,https://instagram.fyvr3-1.fna.fbcdn.net/vp/358d3215b266f2c5906a5439ca6e3d01/5AF02C06/t51.2885-15/e35/15403563_719813221516907_4819298445388939264_n.jpg,"Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain ère",Faute de route autres moyens de transport nent les scientifiques leur travail de terrain ScienceArctique CartesPostales arctique nord recherche canada science,"[""sciencearctique"",""cartespostales"",""arctique"",""nord"",""recherche"",""helicoptère"",""canada"",""science""]",6,41,47,Social,fr,0.5076388888888889,ressourcenaturellescanada_instagram,['nord'],positive
1,1,2016-12-22_11-47-34,2016-12-22 11:47:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1313f71db27633b40a6c76b2f3cd203d/5AE7503A/t51.2885-15/e35/15623917_376040972745821_9207141527241883648_n.jpg,"Le sol gelé du Nord canadien, appelé pergélisol, est en train de se réchauffer, ce qui peut causer l’effondrement du terrain et l’endommagement des bâtiments, des routes et autres infrastructures. ésilienceauclimat",Le sol du Nord canadien lisol est en train de se chauffer ce qui peut causer effondrement du terrain et endommagement des timents des routes et autres infrastructures changementclimatique adaptation climat science environnement innovation adaptationauclimat plusvousensavez scienceduclimat silienceauclimat nord Arctique ArctiqueCanadien,"[""changementclimatique"",""adaptation"",""climat"",""science"",""environnement"",""innovation"",""adaptationauclimat"",""plusvousensavez"",""scienceduclimat"",""résilienceauclimat"",""nord"",""arctique"",""arctiquecanadien""]",3,40,43,Environmental,fr,0.30625,ressourcenaturellescanada_instagram,"['environnement', 'climat', 'climatique', 'adaptation', 'eau', 'or']",positive
2,2,2016-12-28_07-57-29,2016-12-28 07:57:29,https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ece9ad9f7b87fb3127bddad4e3b34b/5AE84EA0/t51.2885-15/e35/15801888_357059601334617_6972564012722552832_n.jpg,"Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le canadien. Soumettez les vôtres sur le site Web . Sur cette photo de , nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen.",Avis tous les photographes Nous cherchons des photos aventures scientifiques dans le Nord canadien Soumettez les tres sur le site Web CanGeo Sur cette photo de ScienceArctique nous chargeons un avion de riel de terrain et de carburant au bord du lac Hazen Arctique science nord avion Canada glace paysage bagages,"[""nord"",""sciencearctique"",""arctique"",""science"",""nord"",""avion"",""canada"",""glace"",""paysage"",""bagages""]",5,37,42,Social,fr,0.18,ressourcenaturellescanada_instagram,['nord'],positive
4,4,2016-12-29_08-16-56,2016-12-29 08:16:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3ee1e8bf813d0e25db5c38f2c021c829/5AFE6E54/t51.2885-15/e35/15539092_231365497273931_8777347981041991680_n.jpg,"Brise-glace, camp de glace, sous-marin autonome, nos scientifiques affrontent l’un des milieux les plus hostiles sur Terre",Brise glace camp de glace sous marin autonome nos scientifiques affrontent un des milieux les plus hostiles sur Terre ScienceArctique SousMarin Camp Scientist,"[""sciencearctique"",""sousmarin"",""camp"",""scientist""]",3,34,37,unknown,fr,0.5,ressourcenaturellescanada_instagram,,positive
5,5,2016-12-08_08-49-17,2016-12-08 08:49:17,https://instagram.fyvr3-1.fna.fbcdn.net/vp/93719458b9d247a241384f27f001d724/5AF8A977/t51.2885-15/e35/14498858_233225517108215_6708344831627755520_n.jpg,Décembre est le Mois de la science dans l'Arctique. Célébrons ensemble la recherche dans le Nord du Canada avec les mots-clics,cembre est le Mois de la science dans Arctique brons ensemble la recherche dans le Nord du Canada avec les mots clics ScienceArctique Arctique canada science Canadien adventure recherche Climat bateau voyage,"[""sciencearctique"",""arctique"",""canada"",""science"",""canadien"",""adventure"",""recherche"",""climat"",""bateau"",""voyage""]",8,27,35,Environmental,fr,0.3225,ressourcenaturellescanada_instagram,"['eau', 'or', 'climat']",positive
6,6,2016-12-30_08-00-24,2016-12-30 08:00:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0f9f0530b667ef38eae8a9460bf9c67/5AE22C93/t51.2885-15/e35/15803456_166980250450891_8349987778628419584_n.jpg,"Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé.",Au nord Iqaluit des scientifiques identifient des fossiles sur une de calcaire CartesPostales ScienceArctique Iqaluit Fossile Nord,"[""cartespostales"",""sciencearctique"",""iqaluit"",""fossile"",""nord""]",4,30,34,Environmental,fr,0.1921875,ressourcenaturellescanada_instagram,"['or', 'air']",positive
33,33,2016-12-16_12-50-56,2016-12-16 12:50:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3a51157fe0f8571a109dd429bafe7913/5AD998C9/t51.2885-15/e35/15535025_1183554355056307_7718820146680168448_n.jpg,"Atterrissage d'un hélicoptère chargé de fournitures pour le camp d'observation des glaces. Même si cette photographie a été prise vers h , le soleil est radieux, car l'été, il ne se couche jamais dans l'Arctique. : John Shimeld, Ressources naturelles Canada ère",Atterrissage un de fournitures pour le camp observation des glaces si cette photographie prise vers 19 30 le soleil est radieux car il ne se couche jamais dans Arctique ScienceArctique John Shimeld Ressources naturelles Canada science camping camp neige glace,"[""sciencearctique"",""science"",""helicoptère"",""camping"",""camp"",""neige"",""glace""]",0,4,4,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['ressources naturelles', 'nature']",neutral
94,94,2016-12-23_08-14-52,2016-12-23 08:14:52,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8a87e862336cc78101ba0aae51f73c0a/5AE7B205/t51.2885-15/e35/15539092_569125006620498_6533707260894380032_n.jpg,Que fait ce joyeux barbu à bord? Notre équipe scientifique a rendu visite au Père Noël au Pôle Nord en août! èreNoel ôleNord,Que fait ce joyeux barbu bord Notre quipe scientifique rendu visite au au le Nord en reNoel ScienceArctique leNord arctique aventure canada noel,"[""pèrenoel"",""sciencearctique"",""pôlenord"",""arctique"",""aventure"",""canada"",""noel""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,['nord'],neutral
75,75,2016-12-20_10-50-21,2016-12-20 10:50:21,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e961e36bb0cf84fb3dc02f45c72cc45a/5AFA8DB3/t51.2885-15/e35/15538916_219416148513242_868826627910402048_n.jpg,Vous aimeriez participer à une eition du Programme du plateau continental polaire du GC? Soumettez vos photos sur le site Web . Voyez ce camp de terrain pour la recherche géologique sur la péninsule de Cumberland éologie,Vous aimeriez participer une exposition du Programme du plateau continental polaire du GC Soumettez vos photos sur le site Web CanGeo Voyez ce camp de terrain pour la recherche ologique sur la ninsule de Cumberland ScienceArctique nord science Canada glace explore ologie camp,"[""sciencearctique"",""nord"",""science"",""canada"",""glace"",""explore"",""géologie"",""camp""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['mer', 'eau', 'or', 'air']",neutral
68,68,2016-12-09_11-23-08,2016-12-09 11:23:08,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8747b8a3e726320921c252f13716cd60/5AFA2949/t51.2885-15/e35/14624224_404720116585533_2024372404779745280_n.jpg,La station-relais d'Inuvik reçoit des données en temps réel de satellites en orbite polaire,La station relais Inuvik oit des es en temps el de satellites en orbite polaire ScienceArctique nord arctique satellite LumieresduNord AuroraBoreales Inuvik science canada,"[""sciencearctique"",""nord"",""arctique"",""satellite"",""lumieresdunord"",""auroraboreales"",""inuvik"",""science"",""canada""]",1,2,3,Environmental,fr,0.1,ressourcenaturellescanada_instagram,"['or', 'air']",positive
