,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
9,9,2017-07-19_06-19-56,2017-07-19 06:19:56,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6c69ab22a64cc7c1af3d918f71c28ddc/5AEFD0BD/t51.2885-15/e35/20181116_465307097179006_5779229322581639168_n.jpg,"Lorsque nous travaillons sur le terrain, nous devons nous lever tôt, car il y a toujours beaucoup à faire le matin et il nous faut commencer par un solide et sain déjeuner pour nous sustenter tout au long de la journée.  éoSciences éine",Lorsque nous travaillons sur le terrain nous devons nous lever car il toujours beaucoup faire le matin et il nous faut commencer par un solide et sain jeuner pour nous sustenter tout au long de la TravailDeTerrain SummerFieldwork SciRNCan oSciences Exploration ine EnForme Travail,"[""travaildeterrain"",""summerfieldwork"",""scirncan"",""géosciences"",""exploration"",""protéine"",""enforme"",""travail""]",0,7,7,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['mer', 'eau', 'or', 'air']",neutral
18,18,2017-07-01_06-52-41,2017-07-01 06:52:41,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ad022c125011e26f319149bc4678acb6/5A645D65/t51.2885-15/e15/19534736_326323754483947_6271563141709037568_n.jpg,"Bonne êteduCanada! Dans le cadre des célébrations , une carte interactive de Ressources naturelles Canada montre l’évolution du territoire canadien de à .http://",Bonne Dans le cadre des brations Canada150 une carte interactive de Ressources naturelles Canada montre volution du territoire canadien de 1867 2017 nhttp atlas gc ca ette fr index html,"[""fêteducanada"",""canada150""]",0,6,6,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['ressources naturelles', 'nature']",neutral
25,25,2017-07-18_17-26-10,2017-07-18 17:26:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b39a055e1fc12486bd87a9a009f270ca/5ADF80CA/t51.2885-15/e35/20066601_1859222330773282_2747922738860523520_n.jpg,"Bonsoir à tous sur Instagram! Je m’appelle Vicki Tschirhart et je suis géophysicienne à la Commission géologique du Canada.Demain, le compte Instagram de RNCan sera mis à ma disposition pour que je puisse vous donner une idée de la vie de terrain des géophysiciens. Soyez-là! éosciences",Bonsoir tous sur Instagram Je appelle Vicki Tschirhart et je suis ophysicienne la Commission ologique du Canada nDemain le compte Instagram de RNCan sera mis disposition pour que je puisse vous donner une de la vie de terrain des ophysiciens Soyez TravailDeTerrain SummerFieldwork SciRNCan osciences FemmesEnSTIM FemmesEnScience wcw,"[""travaildeterrain"",""summerfieldwork"",""scirncan"",""géosciences"",""femmesenstim"",""femmesenscience"",""wcw""]",0,5,5,Social,fr,0.0,ressourcenaturellescanada_instagram,"['femmes', 'mer']",neutral
26,26,2017-07-19_06-49-37,2017-07-19 06:49:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0f147da58abc48b640818f9dda164a3d/5AE510BE/t51.2885-15/e35/20067282_1731803543786398_495464528163635200_n.jpg,"Aujourd’hui, nous allons en forêt à la recherche de ce que l’on appelle des carottes – des échantillons d’une matière naturelle qui ont été prélevés au moyen d’une sonde. À l’endroit où nous rassemblons les carottes, nous sélectionnons des échantillons et prenons des mesures qui nous renseigneront sur la subsurface. Pour trouver les carottes, il nous faut parfois suivre des routes envahies par la végétation, de sorte que nos marches en forêt ont souvent les allures d’une eédition!  ée",hui nous allons en la recherche de ce que appelle des carottes des chantillons une naturelle qui ont au moyen une sonde endroit nous rassemblons les carottes nous lectionnons des chantillons et prenons des mesures qui nous renseigneront sur la subsurface nPour trouver les carottes il nous faut parfois suivre des routes envahies par la tation de sorte que nos marches en ont souvent les allures une dition TravailDeTerrain SummerFieldwork SciRNCan,"[""travaildeterrain"",""summerfieldwork"",""randonnée"",""scirncan""]",0,5,5,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['mer', 'or', 'nature']",neutral
52,52,2017-07-19_05-55-11,2017-07-19 05:55:11,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0611a5b582e046b60a376ff6cb071f0a/5AFCCA95/t51.2885-15/e35/20184958_1474826445896770_7722166763722375168_n.jpg,"Bonjour à tous et bienvenue à ma « résidence d’été »! Je m’appelle Victoria Tschirhart et je suis géophysicienne. Le terrain où je travaille s’appelle le corridor du lac Patterson, situé au sud-ouest du bassin d’Athabasca, une région connue pour ses gisements d’uranium. Notre équipe de terrain multidisciplinaire comprend des géochimistes, des géochronologistes, des géophysiciens et des géologues. Notre objectif commun sera d’eliquer comment et pourquoi ces gisements se sont formés.  éoSciences",Bonjour tous et bienvenue sidence Je appelle Victoria Tschirhart et je suis ophysicienne nLe terrain je travaille appelle le corridor du lac Patterson au sud ouest du bassin Athabasca une gion connue pour ses gisements uranium nNotre quipe de terrain multidisciplinaire comprend des ochimistes des ochronologistes des ophysiciens et des ologues Notre objectif commun sera expliquer comment et pourquoi ces gisements se sont TravailDeTerrain SummerFieldwork SciRNCan oSciences Exploration cribs BienChezSoi,"[""travaildeterrain"",""summerfieldwork"",""scirncan"",""géosciences"",""exploration"",""cribs"",""bienchezsoi""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['mer', 'or', 'air']",neutral
58,58,2017-07-19_11-20-35,2017-07-19 11:20:35,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2d8d3987fc39e1998bb61432fbcfb9fd/5AEC9A7C/t51.2885-15/e35/20067212_151129618772673_4924967573017067520_n.jpg,"Je vous présente Eric Potter, chercheur comme moi à la Commission géologique du Canada. Pour ce projet, Eric recherche les empreintes chimiques des fluides qui ont formé les gisements. Nous voulons définir un moyen d’identifier les failles qui ont canalisé les fluides uranifères vers le site des gisements et de résoudre la question du mode de formation de ces gisements. ",Je vous sente Eric Potter chercheur comme moi la Commission ologique du Canada nPour ce projet Eric recherche les empreintes chimiques des fluides qui ont les gisements Nous voulons finir un moyen identifier les failles qui ont les fluides res vers le site des gisements et de soudre la question du mode de formation de ces gisements TravailDeTerrain Uranium Exploration,"[""travaildeterrain"",""uranium"",""exploration""]",0,3,3,Economical,fr,0.0,ressourcenaturellescanada_instagram,"['commission', 'empreinte']",neutral
61,61,2017-07-19_12-50-26,2017-07-19 12:50:26,https://instagram.fyvr3-1.fna.fbcdn.net/vp/43894cfa97886d9488ec0ac273f3e7b5/5AF3D8D2/t51.2885-15/e35/20214622_290034531466299_2050581493515812864_n.jpg,"Et voici Charlene, notre stagiaire d’été bien aimée! Elle entreprend une M. Sc. en géologie cet automne. Notre eédition lui donnera une précieuse eérience du travail dans des endroits reculés et lui permettra d’accroître ses connaissances en géologie économique. Charlene prendra des mesures détaillées des échantillons de sonde récoltés, elle aidera à l’organisation de nos données numériques, contribuera à la création de nos modèles de formation des gisements et mettra la main comme nous tous à la vie du camp.  éoSciences",Et voici Charlene notre stagiaire bien nElle entreprend une Sc en ologie cet automne Notre dition lui donnera une cieuse rience du travail dans des endroits et lui permettra tre ses connaissances en ologie conomique nCharlene prendra des mesures es des chantillons de sonde elle aidera organisation de nos es riques contribuera la ation de nos les de formation des gisements et mettra la main comme nous tous la vie du camp FemmesEnSTIM oSciences wcw FemmesEnScience,"[""femmesenstim"",""géosciences"",""wcw"",""femmesenscience""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['or', 'air']",neutral
62,62,2017-07-17_09-00-00,2017-07-17 09:00:00,https://instagram.fyvr3-1.fna.fbcdn.net/vp/55378ec6b199f664217445e90a2c261c/5AEA3A68/t51.2885-15/e35/20065343_133300303931788_3522159648448708608_n.jpg,"Le juillet, Victoria Tschirhart aura notre compte Instagram à sa disposition. Elle y montrera en quoi consiste le travail de terrain des géophysiciens en été – depuis les travaux que réalisera son équipe jusqu’aux modes de déplacement dans des endroits reculés. Soyez-là! éosciences",Le 19 juillet Victoria Tschirhart aura notre compte Instagram sa disposition Elle montrera en quoi consiste le travail de terrain des ophysiciens en depuis les travaux que alisera son quipe aux modes de placement dans des endroits Soyez TravailDeTerrain SummerFieldwork SciRNCan osciences FemmesEnSTIM,"[""travaildeterrain"",""summerfieldwork"",""scirncan"",""géosciences"",""femmesenstim""]",0,3,3,Social,fr,0.0,ressourcenaturellescanada_instagram,"['femmes', 'mer']",neutral
66,66,2017-07-21_10-30-47,2017-07-21 10:30:47,https://instagram.fyvr3-1.fna.fbcdn.net/vp/318fb06e662c52bbd994cbaefd22a083/5AE0B2E9/t51.2885-15/e35/20214689_112861716032379_2952858752656605184_n.jpg,"Des journalistes entendent un rapport des chercheurs de sur la migration de la , près de Rimouski",Des journalistes entendent un rapport des chercheurs de SciRNCan sur la migration de la Tordeuse de Rimouski TravailDeTerrain,"[""scirncan"",""tordeuse"",""travaildeterrain""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,['or'],neutral
78,78,2017-07-19_10-32-34,2017-07-19 10:32:34,https://instagram.fyvr3-1.fna.fbcdn.net/vp/94adbf787aa1a611b5c6b9baf9bd75fc/5AE0C33F/t51.2885-15/e35/20066941_106110126721872_3132115234299314176_n.jpg,"Kathryn Bethune enseigne la géologie à l’Université de Regina. Avec Dillon Johnstone, stagiaire en doctorat, elle étudie le cadre régional des gisements d’uranium du secteur et les contrôles structuraux apparentés. L’objectif est de créer une image en deux et en trois dimensions des éléments structuraux et de leurs relations avec les gisements, et de mieux comprendre la séquence et la chronologie des structures.  éologie",Kathryn Bethune enseigne la ologie de Regina Avec Dillon Johnstone stagiaire en doctorat elle tudie le cadre gional des gisements uranium du secteur et les les structuraux objectif est de er une image en deux et en trois dimensions des ments structuraux et de leurs relations avec les gisements et de mieux comprendre la quence et la chronologie des structures FemmesEnScience ologie Uranium Canada,"[""femmesenscience"",""géologie"",""uranium"",""canada""]",0,3,3,Environmental,fr,0.0,ressourcenaturellescanada_instagram,"['or', 'air']",neutral
