,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
8,8,2017-11-27_11-11-21,2017-11-27 11:11:21,https://instagram.fyvr3-1.fna.fbcdn.net/vp/d5d64f0a6b5c9bf1077ac4f7b8262a53/5AE8F561/t51.2885-15/e35/23969749_1982900005316620_3493477070867005440_n.jpg,Congratulations to Benjamin Neil for winning the Northwest Territories Association of Professional Engineers and Geoscientists Best Talk Award at the Yellowknife Forum while working as a student in the Geo-mapping for Energy and Minerals program,Congratulations Benjamin Neil winning Northwest Territories Association Professional Engineers Geoscientists Best Talk Award 2017 Yellowknife Geoscience Forum working student Geo mapping Energy Minerals program,"[""geoscience""]",1,38,39,Social,en,0.0,naturalresourcescanada_instagram,['ami'],neutral
39,39,2017-11-08_08-08-12,2017-11-08 08:08:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f9c4f9598494d93bec192177b0ef303a/5A63DF6A/t51.2885-15/e15/23498361_491117347915526_2815432834410348544_n.jpg,Minister Carr makes an announcement about the Clean Energy Ministerial (CEM) and th Mission Innovation Ministerial,Minister Carr makes announcement Clean Energy Ministerial CEM 4th Mission Innovation Ministerial 2019,[],0,24,24,Economical,en,0.0,naturalresourcescanada_instagram,"['energy', 'minister', 'innovation']",neutral
44,44,2017-11-23_11-34-16,2017-11-23 11:34:16,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b812d1ff1c2f1a560aab88ac3bb1715b/5AF939DE/t51.2885-15/e35/23823493_129073877785572_1952379548783869952_n.jpg,"A geological field party travels along Admiralty Inlet, Baffin Island, Nunavut, via dogsled in May .",TBT geological field party travels along Admiralty Inlet Baffin Island Nunavut via dogsled May 1954,"[""tbt""]",0,23,23,unknown,en,0.0,naturalresourcescanada_instagram,,neutral
81,81,2017-11-28_10-28-46,2017-11-28 10:28:46,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1d3e45ba8b1deef9ffdf459ee7293097/5AE0C441/t51.2885-15/e35/24125158_1075396449267381_5584810412383141888_n.jpg,Min Carr discusses the bioeconomy and its role in Canada’s emergence as a global leader in at the,Min Carr discusses bioeconomy role emergence global leader CleanGrowth ScalingUp2017,"[""cleangrowth"",""scalingup2017""]",0,18,18,Economical,en,0.0,naturalresourcescanada_instagram,"['global', 'growth']",neutral
92,92,2017-11-23_12-18-15,2017-11-23 12:18:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4a294eef7aa7c1fcc7c99ea057e8d040/5A63E71B/t51.2885-15/e15/23735445_1924680304519200_6230231503188525056_n.jpg,"We’re investing $155M to support in mining, energy and forestry. Find out more:",investing 155M support CleanGrowth mining energy forestry Find,"[""cleangrowth""]",0,17,17,Economical,en,0.0,naturalresourcescanada_instagram,"['invest', 'energy', 'growth']",neutral
103,103,2017-11-16_13-14-18,2017-11-16 13:14:18,https://instagram.fyvr3-1.fna.fbcdn.net/vp/aadccee907f60f5fc9e689d0c975645f/5AF85A7A/t51.2885-15/e35/23594227_488972801476124_7844844301145079808_n.jpg,"The sun sets behind a helicopter, shrouded with tarps and rotors tied down for the night, at Carnesluck Lake, Nunavut, .",TBT sun sets behind helicopter shrouded tarps rotors tied night Carnesluck Lake Nunavut 1952,"[""tbt""]",0,16,16,Environmental,en,0.0,naturalresourcescanada_instagram,"['or', 'lake ']",neutral
107,107,2017-11-20_07-34-04,2017-11-20 07:34:04,https://instagram.fyvr3-1.fna.fbcdn.net/vp/632f35dd213c0524f988105f6109f758/5AEA6273/t51.2885-15/e35/23734471_364765597305179_5654066038476636160_n.jpg,GSC held events throughout the year and across the nation to celebrate its years in,GSC held events throughout year across nation celebrate 150 years 1992 GSC175,"[""gsc175""]",0,15,15,unknown,en,0.0,naturalresourcescanada_instagram,,neutral
113,113,2017-11-09_06-45-44,2017-11-09 06:45:44,https://instagram.fyvr3-1.fna.fbcdn.net/vp/220ccfad6802dd04dc72b3a527e3cb58/5AE04A2E/t51.2885-15/e35/23348037_285983831913889_3883122512619372544_n.jpg,"Sharon Smith of the GSC stands at the entrance to an ice cave under a perennial snow patch. Alert, Nunavut; August ️",TBT Sharon Smith GSC stands entrance ice cave perennial snow patch Alert Nunavut August,"[""tbt""]",0,14,14,Environmental,en,0.0,naturalresourcescanada_instagram,['ice'],neutral
142,142,2017-11-21_11-29-23,2017-11-21 11:29:23,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4a4f8f4ebd753aa1eb52a427ad53e37b/5ADD3DF5/t51.2885-15/e35/23824827_298359853987473_1394457073625858048_n.jpg,"By the mid-90s, diamond eloration activity in Canada eloded, particularly in the Canadian Arctic",mid 90s diamond exploration activity Canada exploded particularly Canadian Arctic GSC175,"[""gsc175""]",0,13,13,Economical,en,0.0,naturalresourcescanada_instagram,['arctic'],neutral
141,141,2017-11-30_12-14-26,2017-11-30 12:14:26,https://instagram.fyvr3-1.fna.fbcdn.net/vp/b660f145b35930f7b462343970c50a0d/5AF3E7DE/t51.2885-15/e35/24254096_224706831402951_8631184604667052032_n.jpg,"The Sensitive High Resolution Ion MicroProbe helped date the oldest rock in the world, the Acasta Gneiss",Sensitive High Resolution Ion MicroProbe helped date oldest rock world Acasta Gneiss GSC175,"[""gsc175""]",0,13,13,Environmental,en,0.0,naturalresourcescanada_instagram,['or'],neutral
