,Unnamed: 0,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_likes,Reactions_SUM,category,language,average_sentiment_score,account_name,words_matched_list,sentiment
137,137,2017-11-01_11-06-24,2017-11-01 11:06:24,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6fd9915ed48dd6f1c4a3acee1da3d091/5ADF7CF3/t51.2885-15/e35/23101127_125191761489671_5808476258866036736_n.jpg,Panelist Perry Bellegarde shares remarks about the forum,Panelist Perry Bellegarde shares remarks GenEnergy forum,"[""genenergy""]",0,13,13,Economical,en,0.0,naturalresourcescanada_instagram,['energy'],neutral
129,129,2017-11-30_12-12-19,2017-11-30 12:12:19,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2ad74969c90b50a3ad83230b7d220446/5AFF887B/t51.2885-15/e35/24254450_153603971925473_4588041888455458816_n.jpg,"Fieldwork takes our scientists to Canada's most remote corners, such as the uninhabited Axel Heiberg Island, Nunavut.",TBT Fieldwork takes scientists Canada remote corners uninhabited Axel Heiberg Island Nunavut,"[""tbt""]",0,13,13,Environmental,en,0.0,naturalresourcescanada_instagram,['or'],neutral
162,162,2017-11-15_08-32-26,2017-11-15 08:32:26,https://instagram.fyvr3-1.fna.fbcdn.net/vp/648e11e8d68a7fd1be3f0d477a2404bb/5AF09D44/t51.2885-15/e35/23594567_141697556481761_8785359628352356352_n.jpg,to the City of Medicine Hat! Proud to support your efforts to transition to the economy of the future,Congratulations City Medicine Hat Proud support efforts transition lowercarbon economy future,"[""congratulations"",""lowercarbon""]",0,11,11,Social,en,0.0,naturalresourcescanada_instagram,"['future', 'futur']",neutral
171,171,2017-11-14_11-51-33,2017-11-14 11:51:33,https://instagram.fyvr3-1.fna.fbcdn.net/vp/372447ee1fc3521d7b0a75ba88555e99/5AEAA612/t51.2885-15/e35/23507482_1230840937021609_7715207233075675136_n.jpg,"Did you know that methane accounts for roughly % of Canada’s total GHG emissions, with oil and gas production being the largest producer?That’s why Canada is investing $5.3 million in clean tech projects to reduce methane emissions from oil and gas production.",know methane accounts roughly 15 total GHG emissions oil gas production largest producer Canada investing million clean tech projects reduce methane emissions oil gas production,[],0,11,11,Economical,en,0.0,naturalresourcescanada_instagram,"['invest', 'oil']",neutral
187,187,2017-11-29_12-53-13,2017-11-29 12:53:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3013cd31343b83cf3f4d416d55b2112f/5AD9EDAB/t51.2885-15/e35/24175283_498301610553408_1079177491660144640_n.jpg,The Decade of North American Geology volumes -98 became one of GSC’s all-time best sellers,Decade North American Geology volumes 1988 98 became one time best sellers GSC175,"[""gsc175""]",0,9,9,Environmental,en,0.0,naturalresourcescanada_instagram,"['or', 'mer']",neutral
189,189,2017-11-28_07-53-31,2017-11-28 07:53:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2735a0c9e864d0a80cb402b16b6f1fcd/5AE1E843/t51.2885-15/e35/24125570_140945979960048_9120900688472178688_n.jpg,The St-Robert meteorite is only the th meteorite recorded to fall in Canada since,St Robert meteorite 12th meteorite recorded fall Canada since 1877 GSC175,"[""gsc175""]",0,9,9,Environmental,en,0.0,naturalresourcescanada_instagram,['or'],neutral
191,191,2017-11-23_11-48-38,2017-11-23 11:48:38,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f4f67b8dee2a1ab3850d003aa7d9c8d4/5AE1C079/t51.2885-15/e35/23824459_131270090872465_7546087088999890944_n.jpg,A major eedition to climb Mount Logan was done in to celebrate GSC’s th anniversary,major expedition climb Mount Logan done 1992 celebrate 150th anniversary GSC175,"[""gsc175""]",0,9,9,Environmental,en,0.0,naturalresourcescanada_instagram,['or'],neutral
193,193,2017-11-17_06-55-01,2017-11-17 06:55:01,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6f7221fa95b1ec645ccdc793d2079e11/5ADFCAD6/t51.2885-15/e35/23507806_513552935704374_6590256763113570304_n.jpg,Mount Edziza Provincial Park in B.C. has volcanic rocks ranging from years to million years old,Mount Edziza Provincial Park volcanic rocks ranging 2000 years million years old GSC175,"[""gsc175""]",0,9,9,Environmental,en,0.0,naturalresourcescanada_instagram,['park'],neutral
197,197,2017-11-08_11-26-12,2017-11-08 11:26:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1b83631a1b26fd70b632150c3f30956b/5AF03805/t51.2885-15/e35/23347390_1934426420179218_5628220419937927168_n.jpg,We want you to celebrate Nov. –18 with us! Check out one of the eerts from our . Visit nrcan.gc.ca for details.,want celebrate GeoWeek Nov 18 us Check one experts HumanLibrary nrcan gc details,"[""geoweek"",""humanlibrary""]",0,9,9,Social,en,0.0,naturalresourcescanada_instagram,['library'],neutral
225,225,2017-11-03_07-24-17,2017-11-03 07:24:17,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ad23298672cc11c394f5c6139d3efde1/5AFE76D5/t51.2885-15/e35/23279608_739554499548279_3974571510336585728_n.jpg,Canada’s energy future matters! The conversation of a generation continues,energy future matters conversation generation continues GenEnergy,"[""genenergy""]",0,5,5,Social,en,0.0,naturalresourcescanada_instagram,"['future', 'futur']",neutral
