post_id,owner,created_at,id,text_cleaned,hashtags,urls,text_filtered_comment,text_tokenized_comment,text_stemmed_comment,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original_comment,text_sentiment_original_scores,text_sentiment_original_scores_type,shortcode,mediaid,caption,url,is_video,comments,typename,owner_username,tagged_users,date,owner_id,caption_mentions,caption_hashtags,likes,video_url,text_filtered_post,text_tokenized_post,text_stemmed_post,text_original_post,category
2016-12-21_13-09-17,"{""username"":""ascend2freedom"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13423692_244398972613136_84157459_a.jpg"",""id"":""3447247692""}",1482435443,1.79E+16,"Kudos, I Love your stuff Check us out, you might like our vision!",[],[],Kudos Love stuff Check us might like vision,"['Kudos', 'Love', 'stuff', 'Check', 'us', 'might', 'like', 'vision']","[u'kudo', u'love', u'stuff', u'check', 'us', u'might', u'like', u'vision']",Buds Love stuff Check us might like vision,0.5,0.5,Positive,Positive,"Kudos, I Love your stuff 👌  Check us out, you might like our vision!",0.625,Positive,BOSzLSdBKWP,1.41E+18,"Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain ère",https://instagram.fyvr3-1.fna.fbcdn.net/vp/358d3215b266f2c5906a5439ca6e3d01/5AF02C06/t51.2885-15/e35/15403563_719813221516907_4819298445388939264_n.jpg,FALSE,6,GraphImage,ressourcesnaturellescanada,[],2016-12-21T13:09:17,4210755410,[],"[""sciencearctique"",""cartespostales"",""arctique"",""nord"",""recherche"",""helicoptère"",""canada"",""science""]",41,,Faute de route autres moyens de transport nent les scientifiques leur travail de terrain ScienceArctique CartesPostales arctique nord recherche canada science,"['Faute', 'de', 'route', 'autres', 'moyens', 'de', 'transport', 'nent', 'les', 'scientifiques', 'leur', 'travail', 'de', 'terrain', 'ScienceArctique', 'CartesPostales', 'arctique', 'nord', 'recherche', 'canada', 'science']","[u'faut', 'de', u'rout', u'autr', u'moyen', 'de', u'transport', u'nent', u'les', u'scientifiqu', u'leur', u'travail', 'de', u'terrain', u'sciencearctiqu', u'cartespostal', u'arctiqu', u'nord', u'recherch', u'canada', u'scienc']","Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain #ScienceArctique #CartesPostales #arctique #nord #recherche #helicoptère #canada #science",Economical
2016-12-21_13-09-17,"{""username"":""clfuriosi"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13381091_1143973175623761_486666040_a.jpg"",""id"":""3319884554""}",1482410489,1.78E+16,This is nice,[],[],nice,['nice'],[u'nice'],nice,0.6,0.6,Positive,Positive,This is nice,0.6,Positive,BOSzLSdBKWP,1.41E+18,"Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain ère",https://instagram.fyvr3-1.fna.fbcdn.net/vp/358d3215b266f2c5906a5439ca6e3d01/5AF02C06/t51.2885-15/e35/15403563_719813221516907_4819298445388939264_n.jpg,FALSE,6,GraphImage,ressourcesnaturellescanada,[],2016-12-21T13:09:17,4210755410,[],"[""sciencearctique"",""cartespostales"",""arctique"",""nord"",""recherche"",""helicoptère"",""canada"",""science""]",41,,Faute de route autres moyens de transport nent les scientifiques leur travail de terrain ScienceArctique CartesPostales arctique nord recherche canada science,"['Faute', 'de', 'route', 'autres', 'moyens', 'de', 'transport', 'nent', 'les', 'scientifiques', 'leur', 'travail', 'de', 'terrain', 'ScienceArctique', 'CartesPostales', 'arctique', 'nord', 'recherche', 'canada', 'science']","[u'faut', 'de', u'rout', u'autr', u'moyen', 'de', u'transport', u'nent', u'les', u'scientifiqu', u'leur', u'travail', 'de', u'terrain', u'sciencearctiqu', u'cartespostal', u'arctiqu', u'nord', u'recherch', u'canada', u'scienc']","Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain #ScienceArctique #CartesPostales #arctique #nord #recherche #helicoptère #canada #science",Economical
2016-12-21_13-09-17,"{""username"":""finishfirstfootball"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13696455_536847793184500_1713701396_a.jpg"",""id"":""258410485""}",1482392161,1.79E+16,Sensational!,[],[],Sensational,['Sensational'],[u'sensat'],Sensational,0.666666667,0.666666667,Positive,Positive,Sensational!,0.833333333,Positive,BOSzLSdBKWP,1.41E+18,"Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain ère",https://instagram.fyvr3-1.fna.fbcdn.net/vp/358d3215b266f2c5906a5439ca6e3d01/5AF02C06/t51.2885-15/e35/15403563_719813221516907_4819298445388939264_n.jpg,FALSE,6,GraphImage,ressourcesnaturellescanada,[],2016-12-21T13:09:17,4210755410,[],"[""sciencearctique"",""cartespostales"",""arctique"",""nord"",""recherche"",""helicoptère"",""canada"",""science""]",41,,Faute de route autres moyens de transport nent les scientifiques leur travail de terrain ScienceArctique CartesPostales arctique nord recherche canada science,"['Faute', 'de', 'route', 'autres', 'moyens', 'de', 'transport', 'nent', 'les', 'scientifiques', 'leur', 'travail', 'de', 'terrain', 'ScienceArctique', 'CartesPostales', 'arctique', 'nord', 'recherche', 'canada', 'science']","[u'faut', 'de', u'rout', u'autr', u'moyen', 'de', u'transport', u'nent', u'les', u'scientifiqu', u'leur', u'travail', 'de', u'terrain', u'sciencearctiqu', u'cartespostal', u'arctiqu', u'nord', u'recherch', u'canada', u'scienc']","Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain #ScienceArctique #CartesPostales #arctique #nord #recherche #helicoptère #canada #science",Economical
2016-12-21_13-09-17,"{""username"":""bhuwan_chauhan_ifbbpro"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26385573_165716367529833_8033108115186515968_n.jpg"",""id"":""344498067""}",1482385050,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,👌 👍,0,Neutral,BOSzLSdBKWP,1.41E+18,"Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain ère",https://instagram.fyvr3-1.fna.fbcdn.net/vp/358d3215b266f2c5906a5439ca6e3d01/5AF02C06/t51.2885-15/e35/15403563_719813221516907_4819298445388939264_n.jpg,FALSE,6,GraphImage,ressourcesnaturellescanada,[],2016-12-21T13:09:17,4210755410,[],"[""sciencearctique"",""cartespostales"",""arctique"",""nord"",""recherche"",""helicoptère"",""canada"",""science""]",41,,Faute de route autres moyens de transport nent les scientifiques leur travail de terrain ScienceArctique CartesPostales arctique nord recherche canada science,"['Faute', 'de', 'route', 'autres', 'moyens', 'de', 'transport', 'nent', 'les', 'scientifiques', 'leur', 'travail', 'de', 'terrain', 'ScienceArctique', 'CartesPostales', 'arctique', 'nord', 'recherche', 'canada', 'science']","[u'faut', 'de', u'rout', u'autr', u'moyen', 'de', u'transport', u'nent', u'les', u'scientifiqu', u'leur', u'travail', 'de', u'terrain', u'sciencearctiqu', u'cartespostal', u'arctiqu', u'nord', u'recherch', u'canada', u'scienc']","Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain #ScienceArctique #CartesPostales #arctique #nord #recherche #helicoptère #canada #science",Economical
2016-12-21_13-09-17,"{""username"":""heyjony"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13092418_1097721796954051_895526043_a.jpg"",""id"":""2979065640""}",1482357722,1.79E+16,This is sweet,[],[],sweet,['sweet'],[u'sweet'],sweet,0.35,0.35,Positive,Positive,This is sweet :),0.425,Positive,BOSzLSdBKWP,1.41E+18,"Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain ère",https://instagram.fyvr3-1.fna.fbcdn.net/vp/358d3215b266f2c5906a5439ca6e3d01/5AF02C06/t51.2885-15/e35/15403563_719813221516907_4819298445388939264_n.jpg,FALSE,6,GraphImage,ressourcesnaturellescanada,[],2016-12-21T13:09:17,4210755410,[],"[""sciencearctique"",""cartespostales"",""arctique"",""nord"",""recherche"",""helicoptère"",""canada"",""science""]",41,,Faute de route autres moyens de transport nent les scientifiques leur travail de terrain ScienceArctique CartesPostales arctique nord recherche canada science,"['Faute', 'de', 'route', 'autres', 'moyens', 'de', 'transport', 'nent', 'les', 'scientifiques', 'leur', 'travail', 'de', 'terrain', 'ScienceArctique', 'CartesPostales', 'arctique', 'nord', 'recherche', 'canada', 'science']","[u'faut', 'de', u'rout', u'autr', u'moyen', 'de', u'transport', u'nent', u'les', u'scientifiqu', u'leur', u'travail', 'de', u'terrain', u'sciencearctiqu', u'cartespostal', u'arctiqu', u'nord', u'recherch', u'canada', u'scienc']","Faute de route, d’autres moyens de transport amènent les scientifiques à leur travail de terrain #ScienceArctique #CartesPostales #arctique #nord #recherche #helicoptère #canada #science",Economical
2016-12-22_11-47-34,"{""username"":""greeny.towels"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19379538_480889642249786_826896348258238464_a.jpg"",""id"":""3080413606""}",1482643839,1.79E+16,Beautiful! Sweet Home!,[],[],Beautiful Sweet Home,"['Beautiful', 'Sweet', 'Home']","[u'beauti', u'sweet', u'home']",Beautiful Sweet Some,0.6,0.6,Positive,Positive,Beautiful! Sweet Home!,0.71875,Positive,BOVOnsUByD3,1.41E+18,"Le sol gelé du Nord canadien, appelé pergélisol, est en train de se réchauffer, ce qui peut causer l’effondrement du terrain et l’endommagement des bâtiments, des routes et autres infrastructures. ésilienceauclimat",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1313f71db27633b40a6c76b2f3cd203d/5AE7503A/t51.2885-15/e35/15623917_376040972745821_9207141527241883648_n.jpg,FALSE,3,GraphImage,ressourcesnaturellescanada,[],2016-12-22T11:47:34,4210755410,[],"[""changementclimatique"",""adaptation"",""climat"",""science"",""environnement"",""innovation"",""adaptationauclimat"",""plusvousensavez"",""scienceduclimat"",""résilienceauclimat"",""nord"",""arctique"",""arctiquecanadien""]",40,,Le sol du Nord canadien lisol est en train de se chauffer ce qui peut causer effondrement du terrain et endommagement des timents des routes et autres infrastructures changementclimatique adaptation climat science environnement innovation adaptationauclimat plusvousensavez scienceduclimat silienceauclimat nord Arctique ArctiqueCanadien,"['Le', 'sol', 'du', 'Nord', 'canadien', 'lisol', 'est', 'en', 'train', 'de', 'se', 'chauffer', 'ce', 'qui', 'peut', 'causer', 'effondrement', 'du', 'terrain', 'et', 'endommagement', 'des', 'timents', 'des', 'routes', 'et', 'autres', 'infrastructures', 'changementclimatique', 'adaptation', 'climat', 'science', 'environnement', 'innovation', 'adaptationauclimat', 'plusvousensavez', 'scienceduclimat', 'silienceauclimat', 'nord', 'Arctique', 'ArctiqueCanadien']","['le', u'sol', 'du', u'nord', u'canadien', u'lisol', u'est', 'en', u'train', 'de', 'se', u'chauffer', 'ce', u'qui', u'peut', u'causer', u'effondr', 'du', u'terrain', 'et', u'endommag', u'des', u'timent', u'des', u'rout', 'et', u'autr', u'infrastructur', u'changementclimatiqu', u'adapt', u'climat', u'scienc', u'environn', u'innov', u'adaptationauclimat', u'plusvousensavez', u'scienceduclimat', u'silienceauclimat', u'nord', u'arctiqu', u'arctiquecanadien']","Le sol gelé du Nord canadien, appelé pergélisol, est en train de se réchauffer, ce qui peut causer l’effondrement du terrain et l’endommagement des bâtiments, des routes et autres infrastructures.\n\n#changementclimatique #adaptation #climat #science #environnement #innovation  #adaptationauclimat #plusvousensavez #scienceduclimat #résilienceauclimat #nord #Arctique #ArctiqueCanadien",Economical
2016-12-22_11-47-34,"{""username"":""arborsci"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13704093_155654664838655_133905425_a.jpg"",""id"":""1521275051""}",1482492761,1.79E+16,High five for that!,[],[],High five,"['High', 'five']","[u'high', u'five']",High five,0.16,0.16,Neutral,Neutral,High five for that!,0.2,Neutral,BOVOnsUByD3,1.41E+18,"Le sol gelé du Nord canadien, appelé pergélisol, est en train de se réchauffer, ce qui peut causer l’effondrement du terrain et l’endommagement des bâtiments, des routes et autres infrastructures. ésilienceauclimat",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1313f71db27633b40a6c76b2f3cd203d/5AE7503A/t51.2885-15/e35/15623917_376040972745821_9207141527241883648_n.jpg,FALSE,3,GraphImage,ressourcesnaturellescanada,[],2016-12-22T11:47:34,4210755410,[],"[""changementclimatique"",""adaptation"",""climat"",""science"",""environnement"",""innovation"",""adaptationauclimat"",""plusvousensavez"",""scienceduclimat"",""résilienceauclimat"",""nord"",""arctique"",""arctiquecanadien""]",40,,Le sol du Nord canadien lisol est en train de se chauffer ce qui peut causer effondrement du terrain et endommagement des timents des routes et autres infrastructures changementclimatique adaptation climat science environnement innovation adaptationauclimat plusvousensavez scienceduclimat silienceauclimat nord Arctique ArctiqueCanadien,"['Le', 'sol', 'du', 'Nord', 'canadien', 'lisol', 'est', 'en', 'train', 'de', 'se', 'chauffer', 'ce', 'qui', 'peut', 'causer', 'effondrement', 'du', 'terrain', 'et', 'endommagement', 'des', 'timents', 'des', 'routes', 'et', 'autres', 'infrastructures', 'changementclimatique', 'adaptation', 'climat', 'science', 'environnement', 'innovation', 'adaptationauclimat', 'plusvousensavez', 'scienceduclimat', 'silienceauclimat', 'nord', 'Arctique', 'ArctiqueCanadien']","['le', u'sol', 'du', u'nord', u'canadien', u'lisol', u'est', 'en', u'train', 'de', 'se', u'chauffer', 'ce', u'qui', u'peut', u'causer', u'effondr', 'du', u'terrain', 'et', u'endommag', u'des', u'timent', u'des', u'rout', 'et', u'autr', u'infrastructur', u'changementclimatiqu', u'adapt', u'climat', u'scienc', u'environn', u'innov', u'adaptationauclimat', u'plusvousensavez', u'scienceduclimat', u'silienceauclimat', u'nord', u'arctiqu', u'arctiquecanadien']","Le sol gelé du Nord canadien, appelé pergélisol, est en train de se réchauffer, ce qui peut causer l’effondrement du terrain et l’endommagement des bâtiments, des routes et autres infrastructures.\n\n#changementclimatique #adaptation #climat #science #environnement #innovation  #adaptationauclimat #plusvousensavez #scienceduclimat #résilienceauclimat #nord #Arctique #ArctiqueCanadien",Economical
2016-12-22_11-47-34,"{""username"":""trapworldjgoode"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14574134_740374776115863_2630867682995470336_a.jpg"",""id"":""2090976186""}",1482453016,1.79E+16,follow me,[],[],follow,['follow'],[u'follow'],follow,0,0,Neutral,Neutral,🔥 🔥 follow me,0,Neutral,BOVOnsUByD3,1.41E+18,"Le sol gelé du Nord canadien, appelé pergélisol, est en train de se réchauffer, ce qui peut causer l’effondrement du terrain et l’endommagement des bâtiments, des routes et autres infrastructures. ésilienceauclimat",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1313f71db27633b40a6c76b2f3cd203d/5AE7503A/t51.2885-15/e35/15623917_376040972745821_9207141527241883648_n.jpg,FALSE,3,GraphImage,ressourcesnaturellescanada,[],2016-12-22T11:47:34,4210755410,[],"[""changementclimatique"",""adaptation"",""climat"",""science"",""environnement"",""innovation"",""adaptationauclimat"",""plusvousensavez"",""scienceduclimat"",""résilienceauclimat"",""nord"",""arctique"",""arctiquecanadien""]",40,,Le sol du Nord canadien lisol est en train de se chauffer ce qui peut causer effondrement du terrain et endommagement des timents des routes et autres infrastructures changementclimatique adaptation climat science environnement innovation adaptationauclimat plusvousensavez scienceduclimat silienceauclimat nord Arctique ArctiqueCanadien,"['Le', 'sol', 'du', 'Nord', 'canadien', 'lisol', 'est', 'en', 'train', 'de', 'se', 'chauffer', 'ce', 'qui', 'peut', 'causer', 'effondrement', 'du', 'terrain', 'et', 'endommagement', 'des', 'timents', 'des', 'routes', 'et', 'autres', 'infrastructures', 'changementclimatique', 'adaptation', 'climat', 'science', 'environnement', 'innovation', 'adaptationauclimat', 'plusvousensavez', 'scienceduclimat', 'silienceauclimat', 'nord', 'Arctique', 'ArctiqueCanadien']","['le', u'sol', 'du', u'nord', u'canadien', u'lisol', u'est', 'en', u'train', 'de', 'se', u'chauffer', 'ce', u'qui', u'peut', u'causer', u'effondr', 'du', u'terrain', 'et', u'endommag', u'des', u'timent', u'des', u'rout', 'et', u'autr', u'infrastructur', u'changementclimatiqu', u'adapt', u'climat', u'scienc', u'environn', u'innov', u'adaptationauclimat', u'plusvousensavez', u'scienceduclimat', u'silienceauclimat', u'nord', u'arctiqu', u'arctiquecanadien']","Le sol gelé du Nord canadien, appelé pergélisol, est en train de se réchauffer, ce qui peut causer l’effondrement du terrain et l’endommagement des bâtiments, des routes et autres infrastructures.\n\n#changementclimatique #adaptation #climat #science #environnement #innovation  #adaptationauclimat #plusvousensavez #scienceduclimat #résilienceauclimat #nord #Arctique #ArctiqueCanadien",Economical
2016-12-28_07-57-29,"{""username"":""beerbongsforworldpeace"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11850238_415739468625189_490077736_a.jpg"",""id"":""261385808""}",1483820153,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,😃,0,Neutral,BOkRDuZB_rg,1.42E+18,"Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le canadien. Soumettez les vôtres sur le site Web . Sur cette photo de , nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ece9ad9f7b87fb3127bddad4e3b34b/5AE84EA0/t51.2885-15/e35/15801888_357059601334617_6972564012722552832_n.jpg,FALSE,5,GraphImage,ressourcesnaturellescanada,[],2016-12-28T07:57:29,4210755410,"[""cangeo""]","[""nord"",""sciencearctique"",""arctique"",""science"",""nord"",""avion"",""canada"",""glace"",""paysage"",""bagages""]",37,,Avis tous les photographes Nous cherchons des photos aventures scientifiques dans le Nord canadien Soumettez les tres sur le site Web CanGeo Sur cette photo de ScienceArctique nous chargeons un avion de riel de terrain et de carburant au bord du lac Hazen Arctique science nord avion Canada glace paysage bagages,"['Avis', 'tous', 'les', 'photographes', 'Nous', 'cherchons', 'des', 'photos', 'aventures', 'scientifiques', 'dans', 'le', 'Nord', 'canadien', 'Soumettez', 'les', 'tres', 'sur', 'le', 'site', 'Web', 'CanGeo', 'Sur', 'cette', 'photo', 'de', 'ScienceArctique', 'nous', 'chargeons', 'un', 'avion', 'de', 'riel', 'de', 'terrain', 'et', 'de', 'carburant', 'au', 'bord', 'du', 'lac', 'Hazen', 'Arctique', 'science', 'nord', 'avion', 'Canada', 'glace', 'paysage', 'bagages']","[u'avi', u'tous', u'les', u'photograph', u'nous', u'cherchon', u'des', u'photo', u'aventur', u'scientifiqu', u'dan', 'le', u'nord', u'canadien', u'soumettez', u'les', u'tres', u'sur', 'le', u'site', u'web', u'cangeo', u'sur', u'cett', u'photo', 'de', u'sciencearctiqu', u'nous', u'chargeon', 'un', u'avion', 'de', u'riel', 'de', u'terrain', 'et', 'de', u'carbur', 'au', u'bord', 'du', u'lac', u'hazen', u'arctiqu', u'scienc', u'nord', u'avion', u'canada', u'glace', u'paysag', u'bagag']","Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le #Nord canadien. Soumettez les vôtres  sur le site Web @CanGeo. Sur cette photo de #ScienceArctique, nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen. #Arctique #science #nord #avion #Canada #glace #paysage #bagages",Economical
2016-12-28_07-57-29,"{""username"":""yenicericanada"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15876023_1211544772286026_6870626378450993152_a.jpg"",""id"":""4299434357""}",1483062173,1.79E+16,Amazing absolutely,[],[],Amazing absolutely,"['Amazing', 'absolutely']","[u'amaz', u'absolut']",Amazing absolutely,0.4,0.4,Positive,Positive,Amazing absolutely,0.4,Positive,BOkRDuZB_rg,1.42E+18,"Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le canadien. Soumettez les vôtres sur le site Web . Sur cette photo de , nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ece9ad9f7b87fb3127bddad4e3b34b/5AE84EA0/t51.2885-15/e35/15801888_357059601334617_6972564012722552832_n.jpg,FALSE,5,GraphImage,ressourcesnaturellescanada,[],2016-12-28T07:57:29,4210755410,"[""cangeo""]","[""nord"",""sciencearctique"",""arctique"",""science"",""nord"",""avion"",""canada"",""glace"",""paysage"",""bagages""]",37,,Avis tous les photographes Nous cherchons des photos aventures scientifiques dans le Nord canadien Soumettez les tres sur le site Web CanGeo Sur cette photo de ScienceArctique nous chargeons un avion de riel de terrain et de carburant au bord du lac Hazen Arctique science nord avion Canada glace paysage bagages,"['Avis', 'tous', 'les', 'photographes', 'Nous', 'cherchons', 'des', 'photos', 'aventures', 'scientifiques', 'dans', 'le', 'Nord', 'canadien', 'Soumettez', 'les', 'tres', 'sur', 'le', 'site', 'Web', 'CanGeo', 'Sur', 'cette', 'photo', 'de', 'ScienceArctique', 'nous', 'chargeons', 'un', 'avion', 'de', 'riel', 'de', 'terrain', 'et', 'de', 'carburant', 'au', 'bord', 'du', 'lac', 'Hazen', 'Arctique', 'science', 'nord', 'avion', 'Canada', 'glace', 'paysage', 'bagages']","[u'avi', u'tous', u'les', u'photograph', u'nous', u'cherchon', u'des', u'photo', u'aventur', u'scientifiqu', u'dan', 'le', u'nord', u'canadien', u'soumettez', u'les', u'tres', u'sur', 'le', u'site', u'web', u'cangeo', u'sur', u'cett', u'photo', 'de', u'sciencearctiqu', u'nous', u'chargeon', 'un', u'avion', 'de', u'riel', 'de', u'terrain', 'et', 'de', u'carbur', 'au', u'bord', 'du', u'lac', u'hazen', u'arctiqu', u'scienc', u'nord', u'avion', u'canada', u'glace', u'paysag', u'bagag']","Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le #Nord canadien. Soumettez les vôtres  sur le site Web @CanGeo. Sur cette photo de #ScienceArctique, nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen. #Arctique #science #nord #avion #Canada #glace #paysage #bagages",Economical
2016-12-28_07-57-29,"{""username"":""marketingdays"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15538603_1154100994659478_1748317466343243776_a.jpg"",""id"":""4320900741""}",1482995919,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,😻,0,Neutral,BOkRDuZB_rg,1.42E+18,"Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le canadien. Soumettez les vôtres sur le site Web . Sur cette photo de , nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ece9ad9f7b87fb3127bddad4e3b34b/5AE84EA0/t51.2885-15/e35/15801888_357059601334617_6972564012722552832_n.jpg,FALSE,5,GraphImage,ressourcesnaturellescanada,[],2016-12-28T07:57:29,4210755410,"[""cangeo""]","[""nord"",""sciencearctique"",""arctique"",""science"",""nord"",""avion"",""canada"",""glace"",""paysage"",""bagages""]",37,,Avis tous les photographes Nous cherchons des photos aventures scientifiques dans le Nord canadien Soumettez les tres sur le site Web CanGeo Sur cette photo de ScienceArctique nous chargeons un avion de riel de terrain et de carburant au bord du lac Hazen Arctique science nord avion Canada glace paysage bagages,"['Avis', 'tous', 'les', 'photographes', 'Nous', 'cherchons', 'des', 'photos', 'aventures', 'scientifiques', 'dans', 'le', 'Nord', 'canadien', 'Soumettez', 'les', 'tres', 'sur', 'le', 'site', 'Web', 'CanGeo', 'Sur', 'cette', 'photo', 'de', 'ScienceArctique', 'nous', 'chargeons', 'un', 'avion', 'de', 'riel', 'de', 'terrain', 'et', 'de', 'carburant', 'au', 'bord', 'du', 'lac', 'Hazen', 'Arctique', 'science', 'nord', 'avion', 'Canada', 'glace', 'paysage', 'bagages']","[u'avi', u'tous', u'les', u'photograph', u'nous', u'cherchon', u'des', u'photo', u'aventur', u'scientifiqu', u'dan', 'le', u'nord', u'canadien', u'soumettez', u'les', u'tres', u'sur', 'le', u'site', u'web', u'cangeo', u'sur', u'cett', u'photo', 'de', u'sciencearctiqu', u'nous', u'chargeon', 'un', u'avion', 'de', u'riel', 'de', u'terrain', 'et', 'de', u'carbur', 'au', u'bord', 'du', u'lac', u'hazen', u'arctiqu', u'scienc', u'nord', u'avion', u'canada', u'glace', u'paysag', u'bagag']","Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le #Nord canadien. Soumettez les vôtres  sur le site Web @CanGeo. Sur cette photo de #ScienceArctique, nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen. #Arctique #science #nord #avion #Canada #glace #paysage #bagages",Economical
2016-12-28_07-57-29,"{""username"":""roguerefined"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11352120_934080946633536_1854911905_a.jpg"",""id"":""2110681397""}",1482951228,1.78E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,👌,0,Neutral,BOkRDuZB_rg,1.42E+18,"Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le canadien. Soumettez les vôtres sur le site Web . Sur cette photo de , nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ece9ad9f7b87fb3127bddad4e3b34b/5AE84EA0/t51.2885-15/e35/15801888_357059601334617_6972564012722552832_n.jpg,FALSE,5,GraphImage,ressourcesnaturellescanada,[],2016-12-28T07:57:29,4210755410,"[""cangeo""]","[""nord"",""sciencearctique"",""arctique"",""science"",""nord"",""avion"",""canada"",""glace"",""paysage"",""bagages""]",37,,Avis tous les photographes Nous cherchons des photos aventures scientifiques dans le Nord canadien Soumettez les tres sur le site Web CanGeo Sur cette photo de ScienceArctique nous chargeons un avion de riel de terrain et de carburant au bord du lac Hazen Arctique science nord avion Canada glace paysage bagages,"['Avis', 'tous', 'les', 'photographes', 'Nous', 'cherchons', 'des', 'photos', 'aventures', 'scientifiques', 'dans', 'le', 'Nord', 'canadien', 'Soumettez', 'les', 'tres', 'sur', 'le', 'site', 'Web', 'CanGeo', 'Sur', 'cette', 'photo', 'de', 'ScienceArctique', 'nous', 'chargeons', 'un', 'avion', 'de', 'riel', 'de', 'terrain', 'et', 'de', 'carburant', 'au', 'bord', 'du', 'lac', 'Hazen', 'Arctique', 'science', 'nord', 'avion', 'Canada', 'glace', 'paysage', 'bagages']","[u'avi', u'tous', u'les', u'photograph', u'nous', u'cherchon', u'des', u'photo', u'aventur', u'scientifiqu', u'dan', 'le', u'nord', u'canadien', u'soumettez', u'les', u'tres', u'sur', 'le', u'site', u'web', u'cangeo', u'sur', u'cett', u'photo', 'de', u'sciencearctiqu', u'nous', u'chargeon', 'un', u'avion', 'de', u'riel', 'de', u'terrain', 'et', 'de', u'carbur', 'au', u'bord', 'du', u'lac', u'hazen', u'arctiqu', u'scienc', u'nord', u'avion', u'canada', u'glace', u'paysag', u'bagag']","Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le #Nord canadien. Soumettez les vôtres  sur le site Web @CanGeo. Sur cette photo de #ScienceArctique, nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen. #Arctique #science #nord #avion #Canada #glace #paysage #bagages",Economical
