post_id,owner,created_at,id,text_cleaned,hashtags,urls,text_filtered_comment,text_tokenized_comment,text_stemmed_comment,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original_comment,text_sentiment_original_scores,text_sentiment_original_scores_type,shortcode,mediaid,caption,url,is_video,comments,typename,owner_username,tagged_users,date,owner_id,caption_mentions,caption_hashtags,likes,video_url,text_filtered_post,text_tokenized_post,text_stemmed_post,text_original_post,category
2016-12-28_07-57-29,"{""username"":""manifest.your.abundant.life"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13355520_848137475318779_2004596906_a.jpg"",""id"":""1074645189""}",1482942069,1.79E+16,Inspirational.,[],[],Inspirational,['Inspirational'],[u'inspir'],Inspirational,0.5,0.5,Positive,Positive,Inspirational.,0.5,Positive,BOkRDuZB_rg,1.42E+18,"Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le canadien. Soumettez les vôtres sur le site Web . Sur cette photo de , nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/32ece9ad9f7b87fb3127bddad4e3b34b/5AE84EA0/t51.2885-15/e35/15801888_357059601334617_6972564012722552832_n.jpg,FALSE,5,GraphImage,ressourcesnaturellescanada,[],2016-12-28T07:57:29,4210755410,"[""cangeo""]","[""nord"",""sciencearctique"",""arctique"",""science"",""nord"",""avion"",""canada"",""glace"",""paysage"",""bagages""]",37,,Avis tous les photographes Nous cherchons des photos aventures scientifiques dans le Nord canadien Soumettez les tres sur le site Web CanGeo Sur cette photo de ScienceArctique nous chargeons un avion de riel de terrain et de carburant au bord du lac Hazen Arctique science nord avion Canada glace paysage bagages,"['Avis', 'tous', 'les', 'photographes', 'Nous', 'cherchons', 'des', 'photos', 'aventures', 'scientifiques', 'dans', 'le', 'Nord', 'canadien', 'Soumettez', 'les', 'tres', 'sur', 'le', 'site', 'Web', 'CanGeo', 'Sur', 'cette', 'photo', 'de', 'ScienceArctique', 'nous', 'chargeons', 'un', 'avion', 'de', 'riel', 'de', 'terrain', 'et', 'de', 'carburant', 'au', 'bord', 'du', 'lac', 'Hazen', 'Arctique', 'science', 'nord', 'avion', 'Canada', 'glace', 'paysage', 'bagages']","[u'avi', u'tous', u'les', u'photograph', u'nous', u'cherchon', u'des', u'photo', u'aventur', u'scientifiqu', u'dan', 'le', u'nord', u'canadien', u'soumettez', u'les', u'tres', u'sur', 'le', u'site', u'web', u'cangeo', u'sur', u'cett', u'photo', 'de', u'sciencearctiqu', u'nous', u'chargeon', 'un', u'avion', 'de', u'riel', 'de', u'terrain', 'et', 'de', u'carbur', 'au', u'bord', 'du', u'lac', u'hazen', u'arctiqu', u'scienc', u'nord', u'avion', u'canada', u'glace', u'paysag', u'bagag']","Avis à tous les photographes! Nous cherchons des photos d’aventures scientifiques dans le #Nord canadien. Soumettez les vôtres  sur le site Web @CanGeo. Sur cette photo de #ScienceArctique, nous chargeons un avion de matériel de terrain et de carburant au bord du lac Hazen. #Arctique #science #nord #avion #Canada #glace #paysage #bagages",Economical
2016-12-29_08-16-56,"{""username"":""dream.investing"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15625342_1899318526962952_4428328268218761216_a.jpg"",""id"":""4331497733""}",1483422033,1.79E+16,Awesome,[],[],Awesome,['Awesome'],[u'awesom'],Awesome,1,1,Positive,Positive,Awesome :),0.75,Positive,BOm4FJIBRbD,1.42E+18,"Brise-glace, camp de glace, sous-marin autonome, nos scientifiques affrontent l’un des milieux les plus hostiles sur Terre",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3ee1e8bf813d0e25db5c38f2c021c829/5AFE6E54/t51.2885-15/e35/15539092_231365497273931_8777347981041991680_n.jpg,FALSE,3,GraphImage,ressourcesnaturellescanada,[],2016-12-29T08:16:56,4210755410,[],"[""sciencearctique"",""sousmarin"",""camp"",""scientist""]",34,,Brise glace camp de glace sous marin autonome nos scientifiques affrontent un des milieux les plus hostiles sur Terre ScienceArctique SousMarin Camp Scientist,"['Brise', 'glace', 'camp', 'de', 'glace', 'sous', 'marin', 'autonome', 'nos', 'scientifiques', 'affrontent', 'un', 'des', 'milieux', 'les', 'plus', 'hostiles', 'sur', 'Terre', 'ScienceArctique', 'SousMarin', 'Camp', 'Scientist']","[u'brise', u'glace', u'camp', 'de', u'glace', u'sous', u'marin', u'autonom', u'nos', u'scientifiqu', u'affront', 'un', u'des', u'milieux', u'les', u'plus', u'hostil', u'sur', u'terr', u'sciencearctiqu', u'sousmarin', u'camp', u'scientist']","Brise-glace, camp de glace, sous-marin autonome, nos scientifiques affrontent l’un des milieux les plus hostiles sur Terre #ScienceArctique #SousMarin #Camp #Scientist",Social
2016-12-29_08-16-56,"{""username"":""5billionstarhotel"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16123616_603988203123016_8899070489536757760_a.jpg"",""id"":""1941576604""}",1483076351,1.79E+16,Nice feed! You might like ours too,[],[],Nice feed might like,"['Nice', 'feed', 'might', 'like']","[u'nice', u'feed', u'might', u'like']",Vice feed might like,0.6,0,Positive,Neutral,Nice feed!  You might like ours too 😊,0.75,Positive,BOm4FJIBRbD,1.42E+18,"Brise-glace, camp de glace, sous-marin autonome, nos scientifiques affrontent l’un des milieux les plus hostiles sur Terre",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3ee1e8bf813d0e25db5c38f2c021c829/5AFE6E54/t51.2885-15/e35/15539092_231365497273931_8777347981041991680_n.jpg,FALSE,3,GraphImage,ressourcesnaturellescanada,[],2016-12-29T08:16:56,4210755410,[],"[""sciencearctique"",""sousmarin"",""camp"",""scientist""]",34,,Brise glace camp de glace sous marin autonome nos scientifiques affrontent un des milieux les plus hostiles sur Terre ScienceArctique SousMarin Camp Scientist,"['Brise', 'glace', 'camp', 'de', 'glace', 'sous', 'marin', 'autonome', 'nos', 'scientifiques', 'affrontent', 'un', 'des', 'milieux', 'les', 'plus', 'hostiles', 'sur', 'Terre', 'ScienceArctique', 'SousMarin', 'Camp', 'Scientist']","[u'brise', u'glace', u'camp', 'de', u'glace', u'sous', u'marin', u'autonom', u'nos', u'scientifiqu', u'affront', 'un', u'des', u'milieux', u'les', u'plus', u'hostil', u'sur', u'terr', u'sciencearctiqu', u'sousmarin', u'camp', u'scientist']","Brise-glace, camp de glace, sous-marin autonome, nos scientifiques affrontent l’un des milieux les plus hostiles sur Terre #ScienceArctique #SousMarin #Camp #Scientist",Social
2016-12-29_08-16-56,"{""username"":""mike_a_leyland"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19227975_232422863930618_5262980472715083776_a.jpg"",""id"":""3903683031""}",1483048818,1.78E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,😄,0,Neutral,BOm4FJIBRbD,1.42E+18,"Brise-glace, camp de glace, sous-marin autonome, nos scientifiques affrontent l’un des milieux les plus hostiles sur Terre",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3ee1e8bf813d0e25db5c38f2c021c829/5AFE6E54/t51.2885-15/e35/15539092_231365497273931_8777347981041991680_n.jpg,FALSE,3,GraphImage,ressourcesnaturellescanada,[],2016-12-29T08:16:56,4210755410,[],"[""sciencearctique"",""sousmarin"",""camp"",""scientist""]",34,,Brise glace camp de glace sous marin autonome nos scientifiques affrontent un des milieux les plus hostiles sur Terre ScienceArctique SousMarin Camp Scientist,"['Brise', 'glace', 'camp', 'de', 'glace', 'sous', 'marin', 'autonome', 'nos', 'scientifiques', 'affrontent', 'un', 'des', 'milieux', 'les', 'plus', 'hostiles', 'sur', 'Terre', 'ScienceArctique', 'SousMarin', 'Camp', 'Scientist']","[u'brise', u'glace', u'camp', 'de', u'glace', u'sous', u'marin', u'autonom', u'nos', u'scientifiqu', u'affront', 'un', u'des', u'milieux', u'les', u'plus', u'hostil', u'sur', u'terr', u'sciencearctiqu', u'sousmarin', u'camp', u'scientist']","Brise-glace, camp de glace, sous-marin autonome, nos scientifiques affrontent l’un des milieux les plus hostiles sur Terre #ScienceArctique #SousMarin #Camp #Scientist",Social
2016-12-30_08-00-24,"{""username"":""coachterence"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11820730_120112588333109_1462907480_a.jpg"",""id"":""2129735685""}",1483549215,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,💫,0,Neutral,BOpa-5ThDVB,1.42E+18,"Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0f9f0530b667ef38eae8a9460bf9c67/5AE22C93/t51.2885-15/e35/15803456_166980250450891_8349987778628419584_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2016-12-30T08:00:24,4210755410,[],"[""cartespostales"",""sciencearctique"",""iqaluit"",""fossile"",""nord""]",30,,Au nord Iqaluit des scientifiques identifient des fossiles sur une de calcaire CartesPostales ScienceArctique Iqaluit Fossile Nord,"['Au', 'nord', 'Iqaluit', 'des', 'scientifiques', 'identifient', 'des', 'fossiles', 'sur', 'une', 'de', 'calcaire', 'CartesPostales', 'ScienceArctique', 'Iqaluit', 'Fossile', 'Nord']","['au', u'nord', u'iqaluit', u'des', u'scientifiqu', u'identifi', u'des', u'fossil', u'sur', u'une', 'de', u'calcair', u'cartespostal', u'sciencearctiqu', u'iqaluit', u'fossil', u'nord']","Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé. #CartesPostales #ScienceArctique #Iqaluit #Fossile #Nord",Environmental
2016-12-30_08-00-24,"{""username"":""yourjobtomorrow"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14693768_669877803178681_6047890384623763456_a.jpg"",""id"":""4078681582""}",1483472446,1.79E+16,Very cool!,[],[],cool,['cool'],[u'cool'],cool,0.35,0.35,Positive,Positive,Very cool!,0.56875,Positive,BOpa-5ThDVB,1.42E+18,"Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0f9f0530b667ef38eae8a9460bf9c67/5AE22C93/t51.2885-15/e35/15803456_166980250450891_8349987778628419584_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2016-12-30T08:00:24,4210755410,[],"[""cartespostales"",""sciencearctique"",""iqaluit"",""fossile"",""nord""]",30,,Au nord Iqaluit des scientifiques identifient des fossiles sur une de calcaire CartesPostales ScienceArctique Iqaluit Fossile Nord,"['Au', 'nord', 'Iqaluit', 'des', 'scientifiques', 'identifient', 'des', 'fossiles', 'sur', 'une', 'de', 'calcaire', 'CartesPostales', 'ScienceArctique', 'Iqaluit', 'Fossile', 'Nord']","['au', u'nord', u'iqaluit', u'des', u'scientifiqu', u'identifi', u'des', u'fossil', u'sur', u'une', 'de', u'calcair', u'cartespostal', u'sciencearctiqu', u'iqaluit', u'fossil', u'nord']","Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé. #CartesPostales #ScienceArctique #Iqaluit #Fossile #Nord",Environmental
2016-12-30_08-00-24,"{""username"":""firstladiesclub.co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18812637_794609074053585_4702578568771665920_a.jpg"",""id"":""3049355419""}",1483137274,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,👍🏻,0,Neutral,BOpa-5ThDVB,1.42E+18,"Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0f9f0530b667ef38eae8a9460bf9c67/5AE22C93/t51.2885-15/e35/15803456_166980250450891_8349987778628419584_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2016-12-30T08:00:24,4210755410,[],"[""cartespostales"",""sciencearctique"",""iqaluit"",""fossile"",""nord""]",30,,Au nord Iqaluit des scientifiques identifient des fossiles sur une de calcaire CartesPostales ScienceArctique Iqaluit Fossile Nord,"['Au', 'nord', 'Iqaluit', 'des', 'scientifiques', 'identifient', 'des', 'fossiles', 'sur', 'une', 'de', 'calcaire', 'CartesPostales', 'ScienceArctique', 'Iqaluit', 'Fossile', 'Nord']","['au', u'nord', u'iqaluit', u'des', u'scientifiqu', u'identifi', u'des', u'fossil', u'sur', u'une', 'de', u'calcair', u'cartespostal', u'sciencearctiqu', u'iqaluit', u'fossil', u'nord']","Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé. #CartesPostales #ScienceArctique #Iqaluit #Fossile #Nord",Environmental
2016-12-30_08-00-24,"{""username"":""laptoplifestyler"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19379748_276912062784634_3744179465895280640_n.jpg"",""id"":""1543727992""}",1483117320,1.79E+16,High five for that!,[],[],High five,"['High', 'five']","[u'high', u'five']",High five,0.16,0.16,Neutral,Neutral,High five for that!,0.2,Neutral,BOpa-5ThDVB,1.42E+18,"Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/f0f9f0530b667ef38eae8a9460bf9c67/5AE22C93/t51.2885-15/e35/15803456_166980250450891_8349987778628419584_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2016-12-30T08:00:24,4210755410,[],"[""cartespostales"",""sciencearctique"",""iqaluit"",""fossile"",""nord""]",30,,Au nord Iqaluit des scientifiques identifient des fossiles sur une de calcaire CartesPostales ScienceArctique Iqaluit Fossile Nord,"['Au', 'nord', 'Iqaluit', 'des', 'scientifiques', 'identifient', 'des', 'fossiles', 'sur', 'une', 'de', 'calcaire', 'CartesPostales', 'ScienceArctique', 'Iqaluit', 'Fossile', 'Nord']","['au', u'nord', u'iqaluit', u'des', u'scientifiqu', u'identifi', u'des', u'fossil', u'sur', u'une', 'de', u'calcair', u'cartespostal', u'sciencearctiqu', u'iqaluit', u'fossil', u'nord']","Au nord d’Iqaluit, des scientifiques identifient des fossiles sur une crête de calcaire dénudé. #CartesPostales #ScienceArctique #Iqaluit #Fossile #Nord",Environmental
2017-01-10_06-07-18,"{""username"":""adventurehealthfitnesslife"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17587411_1759346127709547_8635538142432067584_a.jpg"",""id"":""503838651""}",1484349157,1.78E+16,Terrific!,[],[],Terrific,['Terrific'],[u'terrif'],Terrific,0,0,Neutral,Neutral,Terrific!,0,Neutral,BPFiyKPBICU,1.42E+18,"Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada êts éographie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/73bacecf72f1683fd6e6bf75f655344d/5AFD10B3/t51.2885-15/e35/15802459_372615619778308_2419460875766202368_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2017-01-10T06:07:18,4210755410,[],"[""forêts"",""travail"",""arbres"",""géographie"",""canada"",""impact"",""enhaut""]",38,,Pouvez vous trouver notre technicien de RNCan bastien Dagnault technicien en au Service canadien des de la colte aiguilles pour liser les impacts des centrales au charbon dans Ouest canadien dans le cadre de travaux en collaboration avec la Commission ologique du Canada travail arbres ographie canada impact enhaut,"['Pouvez', 'vous', 'trouver', 'notre', 'technicien', 'de', 'RNCan', 'bastien', 'Dagnault', 'technicien', 'en', 'au', 'Service', 'canadien', 'des', 'de', 'la', 'colte', 'aiguilles', 'pour', 'liser', 'les', 'impacts', 'des', 'centrales', 'au', 'charbon', 'dans', 'Ouest', 'canadien', 'dans', 'le', 'cadre', 'de', 'travaux', 'en', 'collaboration', 'avec', 'la', 'Commission', 'ologique', 'du', 'Canada', 'travail', 'arbres', 'ographie', 'canada', 'impact', 'enhaut']","[u'pouvez', u'vous', u'trouver', u'notr', u'technicien', 'de', u'rncan', u'bastien', u'dagnault', u'technicien', 'en', 'au', u'servic', u'canadien', u'des', 'de', 'la', u'colt', u'aiguill', u'pour', u'liser', u'les', u'impact', u'des', u'central', 'au', u'charbon', u'dan', u'ouest', u'canadien', u'dan', 'le', u'cadr', 'de', u'travaux', 'en', u'collabor', u'avec', 'la', u'commiss', u'ologiqu', 'du', u'canada', u'travail', u'arbr', u'ographi', u'canada', u'impact', u'enhaut']","Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada 🌲 #forêts #travail #arbres #géographie #canada #impact #enhaut",Environmental
2017-01-10_06-07-18,"{""username"":""lafontainecosmetics"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/11809923_147841805562754_1113625499_a.jpg"",""id"":""1921275656""}",1484186777,1.79E+16,Details please we just have to hear more about your program,[],[],Details please hear program,"['Details', 'please', 'hear', 'program']","[u'detail', u'pleas', u'hear', u'program']",Details please hear program,0,0,Neutral,Neutral,Details please 😍 we just have to hear more about your program,0.5,Positive,BPFiyKPBICU,1.42E+18,"Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada êts éographie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/73bacecf72f1683fd6e6bf75f655344d/5AFD10B3/t51.2885-15/e35/15802459_372615619778308_2419460875766202368_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2017-01-10T06:07:18,4210755410,[],"[""forêts"",""travail"",""arbres"",""géographie"",""canada"",""impact"",""enhaut""]",38,,Pouvez vous trouver notre technicien de RNCan bastien Dagnault technicien en au Service canadien des de la colte aiguilles pour liser les impacts des centrales au charbon dans Ouest canadien dans le cadre de travaux en collaboration avec la Commission ologique du Canada travail arbres ographie canada impact enhaut,"['Pouvez', 'vous', 'trouver', 'notre', 'technicien', 'de', 'RNCan', 'bastien', 'Dagnault', 'technicien', 'en', 'au', 'Service', 'canadien', 'des', 'de', 'la', 'colte', 'aiguilles', 'pour', 'liser', 'les', 'impacts', 'des', 'centrales', 'au', 'charbon', 'dans', 'Ouest', 'canadien', 'dans', 'le', 'cadre', 'de', 'travaux', 'en', 'collaboration', 'avec', 'la', 'Commission', 'ologique', 'du', 'Canada', 'travail', 'arbres', 'ographie', 'canada', 'impact', 'enhaut']","[u'pouvez', u'vous', u'trouver', u'notr', u'technicien', 'de', u'rncan', u'bastien', u'dagnault', u'technicien', 'en', 'au', u'servic', u'canadien', u'des', 'de', 'la', u'colt', u'aiguill', u'pour', u'liser', u'les', u'impact', u'des', u'central', 'au', u'charbon', u'dan', u'ouest', u'canadien', u'dan', 'le', u'cadr', 'de', u'travaux', 'en', u'collabor', u'avec', 'la', u'commiss', u'ologiqu', 'du', u'canada', u'travail', u'arbr', u'ographi', u'canada', u'impact', u'enhaut']","Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada 🌲 #forêts #travail #arbres #géographie #canada #impact #enhaut",Environmental
2017-01-10_06-07-18,"{""username"":""oil_painting_videos"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14310815_1108464162576926_1872921042_n.jpg"",""id"":""3927248743""}",1484072017,1.79E+16,Interesting,[],[],Interesting,['Interesting'],[u'interest'],Interesting,0.5,0.5,Positive,Positive,Interesting,0.5,Positive,BPFiyKPBICU,1.42E+18,"Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada êts éographie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/73bacecf72f1683fd6e6bf75f655344d/5AFD10B3/t51.2885-15/e35/15802459_372615619778308_2419460875766202368_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2017-01-10T06:07:18,4210755410,[],"[""forêts"",""travail"",""arbres"",""géographie"",""canada"",""impact"",""enhaut""]",38,,Pouvez vous trouver notre technicien de RNCan bastien Dagnault technicien en au Service canadien des de la colte aiguilles pour liser les impacts des centrales au charbon dans Ouest canadien dans le cadre de travaux en collaboration avec la Commission ologique du Canada travail arbres ographie canada impact enhaut,"['Pouvez', 'vous', 'trouver', 'notre', 'technicien', 'de', 'RNCan', 'bastien', 'Dagnault', 'technicien', 'en', 'au', 'Service', 'canadien', 'des', 'de', 'la', 'colte', 'aiguilles', 'pour', 'liser', 'les', 'impacts', 'des', 'centrales', 'au', 'charbon', 'dans', 'Ouest', 'canadien', 'dans', 'le', 'cadre', 'de', 'travaux', 'en', 'collaboration', 'avec', 'la', 'Commission', 'ologique', 'du', 'Canada', 'travail', 'arbres', 'ographie', 'canada', 'impact', 'enhaut']","[u'pouvez', u'vous', u'trouver', u'notr', u'technicien', 'de', u'rncan', u'bastien', u'dagnault', u'technicien', 'en', 'au', u'servic', u'canadien', u'des', 'de', 'la', u'colt', u'aiguill', u'pour', u'liser', u'les', u'impact', u'des', u'central', 'au', u'charbon', u'dan', u'ouest', u'canadien', u'dan', 'le', u'cadr', 'de', u'travaux', 'en', u'collabor', u'avec', 'la', u'commiss', u'ologiqu', 'du', u'canada', u'travail', u'arbr', u'ographi', u'canada', u'impact', u'enhaut']","Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada 🌲 #forêts #travail #arbres #géographie #canada #impact #enhaut",Environmental
2017-01-10_06-07-18,"{""username"":""bezelandband"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12145181_1662108284062075_1760716586_a.jpg"",""id"":""2264136186""}",1484059809,1.79E+16,This is nice,[],[],nice,['nice'],[u'nice'],nice,0.6,0.6,Positive,Positive,This is nice :),0.55,Positive,BPFiyKPBICU,1.42E+18,"Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada êts éographie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/73bacecf72f1683fd6e6bf75f655344d/5AFD10B3/t51.2885-15/e35/15802459_372615619778308_2419460875766202368_n.jpg,FALSE,4,GraphImage,ressourcesnaturellescanada,[],2017-01-10T06:07:18,4210755410,[],"[""forêts"",""travail"",""arbres"",""géographie"",""canada"",""impact"",""enhaut""]",38,,Pouvez vous trouver notre technicien de RNCan bastien Dagnault technicien en au Service canadien des de la colte aiguilles pour liser les impacts des centrales au charbon dans Ouest canadien dans le cadre de travaux en collaboration avec la Commission ologique du Canada travail arbres ographie canada impact enhaut,"['Pouvez', 'vous', 'trouver', 'notre', 'technicien', 'de', 'RNCan', 'bastien', 'Dagnault', 'technicien', 'en', 'au', 'Service', 'canadien', 'des', 'de', 'la', 'colte', 'aiguilles', 'pour', 'liser', 'les', 'impacts', 'des', 'centrales', 'au', 'charbon', 'dans', 'Ouest', 'canadien', 'dans', 'le', 'cadre', 'de', 'travaux', 'en', 'collaboration', 'avec', 'la', 'Commission', 'ologique', 'du', 'Canada', 'travail', 'arbres', 'ographie', 'canada', 'impact', 'enhaut']","[u'pouvez', u'vous', u'trouver', u'notr', u'technicien', 'de', u'rncan', u'bastien', u'dagnault', u'technicien', 'en', 'au', u'servic', u'canadien', u'des', 'de', 'la', u'colt', u'aiguill', u'pour', u'liser', u'les', u'impact', u'des', u'central', 'au', u'charbon', u'dan', u'ouest', u'canadien', u'dan', 'le', u'cadr', 'de', u'travaux', 'en', u'collabor', u'avec', 'la', u'commiss', u'ologiqu', 'du', u'canada', u'travail', u'arbr', u'ographi', u'canada', u'impact', u'enhaut']","Pouvez-vous trouver notre technicien de RNCan? Sébastien Dagnault, technicien en productivité forestière au Service canadien des forêts, procède à la récolte d’aiguilles pour modéliser les impacts des centrales au charbon dans l’Ouest canadien, dans le cadre de travaux réalisés en collaboration avec la Commission géologique du Canada 🌲 #forêts #travail #arbres #géographie #canada #impact #enhaut",Environmental
2017-02-02_11-33-24,"{""username"":""gabrielackleymarquee"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16585340_614306368773589_936417833917612032_a.jpg"",""id"":""51117776""}",1486067644,1.78E+16,Add me for the best Las Vegas Hotel discounted rates vegasroomprices.com % of advertised rates!,[],[],Add best Las Vegas Hotel discounted rates vegasroomprices com advertised rates,"['Add', 'best', 'Las', 'Vegas', 'Hotel', 'discounted', 'rates', 'vegasroomprices', 'com', 'advertised', 'rates']","[u'add', u'best', u'las', u'vega', u'hotel', u'discount', u'rate', u'vegasroompric', u'com', u'advertis', u'rate']",Add best Was Began Hotel dismounted rates vegasroomprices com advertised rates,1,1,Positive,Positive,Add me for the best Las Vegas Hotel discounted rates vegasroomprices.com 30% of advertised rates!,1,Positive,BQBWYshBcxw,1.44E+18,"Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, et le secrétaire Guajardo, du Mexique, signent un protocole d’entente pour promouvoir la collaboration en gouvernance des ressources minérales au Mexique le er février .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/00eecd3448439b0053261ffec98bcb30/5AFA3149/t51.2885-15/e35/16230749_1517988048211948_6298463423827017728_n.jpg,FALSE,1,GraphImage,ressourcesnaturellescanada,[],2017-02-02T11:33:24,4210755410,[],[],5,,Le ministre des Ressources naturelles du Canada honorable Jim Carr et le taire Guajardo du Mexique signent un protocole entente pour promouvoir la collaboration en gouvernance des ressources rales au Mexique le 1er vrier 2017,"['Le', 'ministre', 'des', 'Ressources', 'naturelles', 'du', 'Canada', 'honorable', 'Jim', 'Carr', 'et', 'le', 'taire', 'Guajardo', 'du', 'Mexique', 'signent', 'un', 'protocole', 'entente', 'pour', 'promouvoir', 'la', 'collaboration', 'en', 'gouvernance', 'des', 'ressources', 'rales', 'au', 'Mexique', 'le', '1er', 'vrier', '2017']","['le', u'ministr', u'des', u'ressourc', u'naturell', 'du', u'canada', u'honor', u'jim', u'carr', 'et', 'le', u'tair', u'guajardo', 'du', u'mexiqu', u'signent', 'un', u'protocol', u'entent', u'pour', u'promouvoir', 'la', u'collabor', 'en', u'gouvern', u'des', u'ressourc', u'rale', 'au', u'mexiqu', 'le', u'1er', u'vrier', u'2017']","Le ministre des Ressources naturelles du Canada, l’honorable Jim Carr, et le secrétaire Guajardo, du Mexique, signent un protocole d’entente pour promouvoir la collaboration en gouvernance des ressources minérales au Mexique le 1er février 2017.",Environmental
