post_id,owner,created_at,id,text_cleaned,hashtags,urls,text_filtered_comment,text_tokenized_comment,text_stemmed_comment,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original_comment,text_sentiment_original_scores,text_sentiment_original_scores_type,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,owner_username,owner_id,video_url,text_filtered_post,text_tokenized_post,text_stemmed_post,text_original_post,category
2016-12-21_13-08-37,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1482365573,1.78E+16,Best of luck,[],[],Best luck,"['Best', 'luck']","[u'best', u'luck']",West luck,1,0,Positive,Neutral,Best of luck,1,Positive,48,1.41E+18,"With no roads to the field, scientists have to take another form of transportation",https://instagram.fyvr3-1.fna.fbcdn.net/vp/59d8a8a88bca450ad3f8fe73d48ef576/5ADCADDA/t51.2885-15/e35/15535309_1770030706655362_3786245505168703488_n.jpg,BOSzGfUAMDX,5,GraphImage,"[""arcticscience"",""fieldpostcards"",""arctic"",""north"",""research"",""helicopter"",""canada"",""science""]",[],2016-12-21T13:08:37,[],FALSE,naturalresourcescanada,4211313612,,roads field scientists take another form transportation ArcticScience FieldPostcards arctic north research helicopter canada science,"['roads', 'field', 'scientists', 'take', 'another', 'form', 'transportation', 'ArcticScience', 'FieldPostcards', 'arctic', 'north', 'research', 'helicopter', 'canada', 'science']","[u'road', u'field', u'scientist', u'take', u'anoth', u'form', u'transport', u'arcticsci', u'fieldpostcard', u'arctic', u'north', u'research', u'helicopt', u'canada', u'scienc']","With no roads to the field, scientists have to take another form of transportation #ArcticScience #FieldPostcards #arctic #north #research #helicopter #canada #science",Economical
2016-12-21_13-08-37,"{""username"":""finishfirstfootball"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/13696455_536847793184500_1713701396_a.jpg"",""id"":""258410485""}",1482359402,1.79E+16,Strive for Greatness,['#HBT'],[],Strive Greatness,"['Strive', 'Greatness']","[u'strive', u'great']",Strive Greatness,0,0,Neutral,Neutral,Strive for Greatness #HBT,0,Neutral,48,1.41E+18,"With no roads to the field, scientists have to take another form of transportation",https://instagram.fyvr3-1.fna.fbcdn.net/vp/59d8a8a88bca450ad3f8fe73d48ef576/5ADCADDA/t51.2885-15/e35/15535309_1770030706655362_3786245505168703488_n.jpg,BOSzGfUAMDX,5,GraphImage,"[""arcticscience"",""fieldpostcards"",""arctic"",""north"",""research"",""helicopter"",""canada"",""science""]",[],2016-12-21T13:08:37,[],FALSE,naturalresourcescanada,4211313612,,roads field scientists take another form transportation ArcticScience FieldPostcards arctic north research helicopter canada science,"['roads', 'field', 'scientists', 'take', 'another', 'form', 'transportation', 'ArcticScience', 'FieldPostcards', 'arctic', 'north', 'research', 'helicopter', 'canada', 'science']","[u'road', u'field', u'scientist', u'take', u'anoth', u'form', u'transport', u'arcticsci', u'fieldpostcard', u'arctic', u'north', u'research', u'helicopt', u'canada', u'scienc']","With no roads to the field, scientists have to take another form of transportation #ArcticScience #FieldPostcards #arctic #north #research #helicopter #canada #science",Economical
2016-12-22_11-46-09,"{""username"":""gabrielackleymarquee"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/16585340_614306368773589_936417833917612032_a.jpg"",""id"":""51117776""}",1484247562,1.78E+16,Very good!,[],[],good,['good'],[u'good'],good,0.7,0.7,Positive,Positive,Very good!😃,0.2,Neutral,61,1.41E+18,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,BOVOdUBA3Ja,6,GraphImage,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",[],2016-12-22T11:46:09,[],FALSE,naturalresourcescanada,4211313612,,Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure climatechange adaptation climate science environment innovation climatechangeawareness climatechangeisreal climateadaptation themoreyouknow climatescience climateresilience north Arctic CanadianArctic,"['Frozen', 'ground', 'North', 'called', 'permafrost', 'warming', 'cause', 'land', 'sink', 'damaging', 'buildings', 'roads', 'infrastructure', 'climatechange', 'adaptation', 'climate', 'science', 'environment', 'innovation', 'climatechangeawareness', 'climatechangeisreal', 'climateadaptation', 'themoreyouknow', 'climatescience', 'climateresilience', 'north', 'Arctic', 'CanadianArctic']","[u'frozen', u'ground', u'north', u'call', u'permafrost', u'warm', u'caus', u'land', u'sink', u'damag', u'build', u'road', u'infrastructur', u'climatechang', u'adapt', u'climat', u'scienc', u'environ', u'innov', u'climatechangeawar', u'climatechangeisr', u'climateadapt', u'themoreyouknow', u'climatesci', u'climateresili', u'north', u'arctic', u'canadianarct']","Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.\n\n#climatechange #adaptation #climate #science #environment #innovation #climatechangeawareness #climatechangeisreal #climateadaptation #themoreyouknow #climatescience #climateresilience #north #Arctic #CanadianArctic",Economical
2016-12-22_11-46-09,"{""username"":""greeny.towels"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/19379538_480889642249786_826896348258238464_a.jpg"",""id"":""3080413606""}",1482644052,1.79E+16,Beautiful sweet home!! You might like something we do!!,[],[],Beautiful sweet home might like something,"['Beautiful', 'sweet', 'home', 'might', 'like', 'something']","[u'beauti', u'sweet', u'home', u'might', u'like', u'someth']",Beautiful sweet home might like something,0.6,0.6,Positive,Positive,Beautiful sweet home!! You might like something we do!! :),0.734830729,Positive,61,1.41E+18,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,BOVOdUBA3Ja,6,GraphImage,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",[],2016-12-22T11:46:09,[],FALSE,naturalresourcescanada,4211313612,,Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure climatechange adaptation climate science environment innovation climatechangeawareness climatechangeisreal climateadaptation themoreyouknow climatescience climateresilience north Arctic CanadianArctic,"['Frozen', 'ground', 'North', 'called', 'permafrost', 'warming', 'cause', 'land', 'sink', 'damaging', 'buildings', 'roads', 'infrastructure', 'climatechange', 'adaptation', 'climate', 'science', 'environment', 'innovation', 'climatechangeawareness', 'climatechangeisreal', 'climateadaptation', 'themoreyouknow', 'climatescience', 'climateresilience', 'north', 'Arctic', 'CanadianArctic']","[u'frozen', u'ground', u'north', u'call', u'permafrost', u'warm', u'caus', u'land', u'sink', u'damag', u'build', u'road', u'infrastructur', u'climatechang', u'adapt', u'climat', u'scienc', u'environ', u'innov', u'climatechangeawar', u'climatechangeisr', u'climateadapt', u'themoreyouknow', u'climatesci', u'climateresili', u'north', u'arctic', u'canadianarct']","Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.\n\n#climatechange #adaptation #climate #science #environment #innovation #climatechangeawareness #climatechangeisreal #climateadaptation #themoreyouknow #climatescience #climateresilience #north #Arctic #CanadianArctic",Economical
2016-12-22_11-46-09,"{""username"":""gettingtothemz"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15876441_357826917933658_8962360367401402368_n.jpg"",""id"":""4160686097""}",1482513508,1.79E+16,Great,[],[],Great,['Great'],[u'great'],Great,0.8,0.8,Positive,Positive,Great :),0.65,Positive,61,1.41E+18,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,BOVOdUBA3Ja,6,GraphImage,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",[],2016-12-22T11:46:09,[],FALSE,naturalresourcescanada,4211313612,,Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure climatechange adaptation climate science environment innovation climatechangeawareness climatechangeisreal climateadaptation themoreyouknow climatescience climateresilience north Arctic CanadianArctic,"['Frozen', 'ground', 'North', 'called', 'permafrost', 'warming', 'cause', 'land', 'sink', 'damaging', 'buildings', 'roads', 'infrastructure', 'climatechange', 'adaptation', 'climate', 'science', 'environment', 'innovation', 'climatechangeawareness', 'climatechangeisreal', 'climateadaptation', 'themoreyouknow', 'climatescience', 'climateresilience', 'north', 'Arctic', 'CanadianArctic']","[u'frozen', u'ground', u'north', u'call', u'permafrost', u'warm', u'caus', u'land', u'sink', u'damag', u'build', u'road', u'infrastructur', u'climatechang', u'adapt', u'climat', u'scienc', u'environ', u'innov', u'climatechangeawar', u'climatechangeisr', u'climateadapt', u'themoreyouknow', u'climatesci', u'climateresili', u'north', u'arctic', u'canadianarct']","Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.\n\n#climatechange #adaptation #climate #science #environment #innovation #climatechangeawareness #climatechangeisreal #climateadaptation #themoreyouknow #climatescience #climateresilience #north #Arctic #CanadianArctic",Economical
2016-12-22_11-46-09,"{""username"":""official_spydergrip"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14515756_184157941993061_5599471351967514624_a.jpg"",""id"":""1968434852""}",1482476552,1.79E+16,Looks good!,[],[],Looks good,"['Looks', 'good']","[u'look', u'good']",Looks good,0.7,0.7,Positive,Positive,Looks good! 👍,0.875,Positive,61,1.41E+18,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,BOVOdUBA3Ja,6,GraphImage,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",[],2016-12-22T11:46:09,[],FALSE,naturalresourcescanada,4211313612,,Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure climatechange adaptation climate science environment innovation climatechangeawareness climatechangeisreal climateadaptation themoreyouknow climatescience climateresilience north Arctic CanadianArctic,"['Frozen', 'ground', 'North', 'called', 'permafrost', 'warming', 'cause', 'land', 'sink', 'damaging', 'buildings', 'roads', 'infrastructure', 'climatechange', 'adaptation', 'climate', 'science', 'environment', 'innovation', 'climatechangeawareness', 'climatechangeisreal', 'climateadaptation', 'themoreyouknow', 'climatescience', 'climateresilience', 'north', 'Arctic', 'CanadianArctic']","[u'frozen', u'ground', u'north', u'call', u'permafrost', u'warm', u'caus', u'land', u'sink', u'damag', u'build', u'road', u'infrastructur', u'climatechang', u'adapt', u'climat', u'scienc', u'environ', u'innov', u'climatechangeawar', u'climatechangeisr', u'climateadapt', u'themoreyouknow', u'climatesci', u'climateresili', u'north', u'arctic', u'canadianarct']","Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.\n\n#climatechange #adaptation #climate #science #environment #innovation #climatechangeawareness #climatechangeisreal #climateadaptation #themoreyouknow #climatescience #climateresilience #north #Arctic #CanadianArctic",Economical
2016-12-22_11-46-09,"{""username"":""trapworldjgoode"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14574134_740374776115863_2630867682995470336_a.jpg"",""id"":""2090976186""}",1482453348,1.79E+16,follow me bacc tho,[],[],follow bacc tho,"['follow', 'bacc', 'tho']","[u'follow', u'bacc', u'tho']",follow back the,0,0,Neutral,Neutral,💯🔥🔥 follow me bacc tho,0,Neutral,61,1.41E+18,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,BOVOdUBA3Ja,6,GraphImage,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",[],2016-12-22T11:46:09,[],FALSE,naturalresourcescanada,4211313612,,Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure climatechange adaptation climate science environment innovation climatechangeawareness climatechangeisreal climateadaptation themoreyouknow climatescience climateresilience north Arctic CanadianArctic,"['Frozen', 'ground', 'North', 'called', 'permafrost', 'warming', 'cause', 'land', 'sink', 'damaging', 'buildings', 'roads', 'infrastructure', 'climatechange', 'adaptation', 'climate', 'science', 'environment', 'innovation', 'climatechangeawareness', 'climatechangeisreal', 'climateadaptation', 'themoreyouknow', 'climatescience', 'climateresilience', 'north', 'Arctic', 'CanadianArctic']","[u'frozen', u'ground', u'north', u'call', u'permafrost', u'warm', u'caus', u'land', u'sink', u'damag', u'build', u'road', u'infrastructur', u'climatechang', u'adapt', u'climat', u'scienc', u'environ', u'innov', u'climatechangeawar', u'climatechangeisr', u'climateadapt', u'themoreyouknow', u'climatesci', u'climateresili', u'north', u'arctic', u'canadianarct']","Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.\n\n#climatechange #adaptation #climate #science #environment #innovation #climatechangeawareness #climatechangeisreal #climateadaptation #themoreyouknow #climatescience #climateresilience #north #Arctic #CanadianArctic",Economical
2016-12-22_11-46-09,"{""username"":""soulsu76"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/22499809_1558160640894443_3919617871935700992_n.jpg"",""id"":""325103323""}",1482443921,1.79E+16,"The north: strong, free, and melting.",[],[],north strong free melting,"['north', 'strong', 'free', 'melting']","[u'north', u'strong', u'free', u'melt']",north strong free melting,0.416666667,0.416666667,Positive,Positive,"The north: strong,  free,  and melting.",0.416666667,Positive,61,1.41E+18,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,BOVOdUBA3Ja,6,GraphImage,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",[],2016-12-22T11:46:09,[],FALSE,naturalresourcescanada,4211313612,,Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure climatechange adaptation climate science environment innovation climatechangeawareness climatechangeisreal climateadaptation themoreyouknow climatescience climateresilience north Arctic CanadianArctic,"['Frozen', 'ground', 'North', 'called', 'permafrost', 'warming', 'cause', 'land', 'sink', 'damaging', 'buildings', 'roads', 'infrastructure', 'climatechange', 'adaptation', 'climate', 'science', 'environment', 'innovation', 'climatechangeawareness', 'climatechangeisreal', 'climateadaptation', 'themoreyouknow', 'climatescience', 'climateresilience', 'north', 'Arctic', 'CanadianArctic']","[u'frozen', u'ground', u'north', u'call', u'permafrost', u'warm', u'caus', u'land', u'sink', u'damag', u'build', u'road', u'infrastructur', u'climatechang', u'adapt', u'climat', u'scienc', u'environ', u'innov', u'climatechangeawar', u'climatechangeisr', u'climateadapt', u'themoreyouknow', u'climatesci', u'climateresili', u'north', u'arctic', u'canadianarct']","Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.\n\n#climatechange #adaptation #climate #science #environment #innovation #climatechangeawareness #climatechangeisreal #climateadaptation #themoreyouknow #climatescience #climateresilience #north #Arctic #CanadianArctic",Economical
2016-12-29_08-13-56,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1483985189,1.79E+16,Awesome!,[],[],Awesome,['Awesome'],[u'awesom'],Awesome,1,1,Positive,Positive,Awesome!,1,Positive,39,1.42E+18,"Icebreakers, ice camps, autonomous underwater vehicles...our scientists collect data in one of harshest environments on Earth",https://instagram.fyvr3-1.fna.fbcdn.net/vp/544ddf1beb3b4674a1c9376fbc22d8f1/5AE849CD/t51.2885-15/e35/15802502_1629833620646937_7156662296897388544_n.jpg,BOm3vKgghcE,1,GraphImage,"[""arcticscience"",""scientist"",""underwatervehicle"",""datacollection""]",[],2016-12-29T08:13:56,[],FALSE,naturalresourcescanada,4211313612,,Icebreakers ice camps autonomous underwater vehicles scientists collect data one harshest environments Earth ArcticScience Scientist UnderwaterVehicle DataCollection,"['Icebreakers', 'ice', 'camps', 'autonomous', 'underwater', 'vehicles', 'scientists', 'collect', 'data', 'one', 'harshest', 'environments', 'Earth', 'ArcticScience', 'Scientist', 'UnderwaterVehicle', 'DataCollection']","[u'icebreak', u'ice', u'camp', u'autonom', u'underwat', u'vehicl', u'scientist', u'collect', u'data', u'one', u'harshest', u'environ', u'earth', u'arcticsci', u'scientist', u'underwatervehicl', u'datacollect']","Icebreakers, ice camps, autonomous underwater vehicles...our scientists collect data in one of harshest environments on Earth #ArcticScience #Scientist #UnderwaterVehicle #DataCollection",Environmental
2016-12-30_07-53-07,"{""username"":""strangerwatches"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/12081061_1010226609047568_492725747_a.jpg"",""id"":""1467510992""}",1485150842,1.78E+16,you have great posts,[],[],great posts,"['great', 'posts']","[u'great', u'post']",great posts,0.8,0.8,Positive,Positive,you have great posts,0.8,Positive,34,1.42E+18,"North of Iqaluit, scientists identify fossils on an eed limestone ridge",https://instagram.fyvr3-1.fna.fbcdn.net/vp/06c3100fd724987fa0b9479b5e4543be/5AE06669/t51.2885-15/e35/15624560_654410658053720_9078025550374633472_n.jpg,BOpaJkBgRoM,4,GraphImage,"[""fieldpostcards"",""arcticscience"",""iqaluit"",""fossil"",""limestone"",""north""]",[],2016-12-30T07:53:07,[],FALSE,naturalresourcescanada,4211313612,,North Iqaluit scientists identify fossils exposed limestone ridge FieldPostcards ArcticScience Iqaluit Fossil Limestone North,"['North', 'Iqaluit', 'scientists', 'identify', 'fossils', 'exposed', 'limestone', 'ridge', 'FieldPostcards', 'ArcticScience', 'Iqaluit', 'Fossil', 'Limestone', 'North']","[u'north', u'iqaluit', u'scientist', u'identifi', u'fossil', u'expos', u'limeston', u'ridg', u'fieldpostcard', u'arcticsci', u'iqaluit', u'fossil', u'limeston', u'north']","North of Iqaluit, scientists identify fossils on an exposed limestone ridge #FieldPostcards #ArcticScience #Iqaluit #Fossil #Limestone #North",Economical
2016-12-30_07-53-07,"{""username"":""ethosathlete"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25035687_164624307600748_100398859158552576_n.jpg"",""id"":""4164569700""}",1483171649,1.78E+16,This is amazing,[],[],amazing,['amazing'],[u'amaz'],amazing,0.6,0.6,Positive,Positive,This is amazing 👍,0.6,Positive,34,1.42E+18,"North of Iqaluit, scientists identify fossils on an eed limestone ridge",https://instagram.fyvr3-1.fna.fbcdn.net/vp/06c3100fd724987fa0b9479b5e4543be/5AE06669/t51.2885-15/e35/15624560_654410658053720_9078025550374633472_n.jpg,BOpaJkBgRoM,4,GraphImage,"[""fieldpostcards"",""arcticscience"",""iqaluit"",""fossil"",""limestone"",""north""]",[],2016-12-30T07:53:07,[],FALSE,naturalresourcescanada,4211313612,,North Iqaluit scientists identify fossils exposed limestone ridge FieldPostcards ArcticScience Iqaluit Fossil Limestone North,"['North', 'Iqaluit', 'scientists', 'identify', 'fossils', 'exposed', 'limestone', 'ridge', 'FieldPostcards', 'ArcticScience', 'Iqaluit', 'Fossil', 'Limestone', 'North']","[u'north', u'iqaluit', u'scientist', u'identifi', u'fossil', u'expos', u'limeston', u'ridg', u'fieldpostcard', u'arcticsci', u'iqaluit', u'fossil', u'limeston', u'north']","North of Iqaluit, scientists identify fossils on an exposed limestone ridge #FieldPostcards #ArcticScience #Iqaluit #Fossil #Limestone #North",Economical
2016-12-30_07-53-07,"{""username"":""roguerefined"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11352120_934080946633536_1854911905_a.jpg"",""id"":""2110681397""}",1483168427,1.78E+16,Nice,[],[],Nice,['Nice'],[u'nice'],Vice,0.6,0,Positive,Neutral,Nice,0.6,Positive,34,1.42E+18,"North of Iqaluit, scientists identify fossils on an eed limestone ridge",https://instagram.fyvr3-1.fna.fbcdn.net/vp/06c3100fd724987fa0b9479b5e4543be/5AE06669/t51.2885-15/e35/15624560_654410658053720_9078025550374633472_n.jpg,BOpaJkBgRoM,4,GraphImage,"[""fieldpostcards"",""arcticscience"",""iqaluit"",""fossil"",""limestone"",""north""]",[],2016-12-30T07:53:07,[],FALSE,naturalresourcescanada,4211313612,,North Iqaluit scientists identify fossils exposed limestone ridge FieldPostcards ArcticScience Iqaluit Fossil Limestone North,"['North', 'Iqaluit', 'scientists', 'identify', 'fossils', 'exposed', 'limestone', 'ridge', 'FieldPostcards', 'ArcticScience', 'Iqaluit', 'Fossil', 'Limestone', 'North']","[u'north', u'iqaluit', u'scientist', u'identifi', u'fossil', u'expos', u'limeston', u'ridg', u'fieldpostcard', u'arcticsci', u'iqaluit', u'fossil', u'limeston', u'north']","North of Iqaluit, scientists identify fossils on an exposed limestone ridge #FieldPostcards #ArcticScience #Iqaluit #Fossil #Limestone #North",Economical
2016-12-30_07-53-07,"{""username"":""firstladiesclub.co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/18812637_794609074053585_4702578568771665920_a.jpg"",""id"":""3049355419""}",1483139030,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,👍🏻,0,Neutral,34,1.42E+18,"North of Iqaluit, scientists identify fossils on an eed limestone ridge",https://instagram.fyvr3-1.fna.fbcdn.net/vp/06c3100fd724987fa0b9479b5e4543be/5AE06669/t51.2885-15/e35/15624560_654410658053720_9078025550374633472_n.jpg,BOpaJkBgRoM,4,GraphImage,"[""fieldpostcards"",""arcticscience"",""iqaluit"",""fossil"",""limestone"",""north""]",[],2016-12-30T07:53:07,[],FALSE,naturalresourcescanada,4211313612,,North Iqaluit scientists identify fossils exposed limestone ridge FieldPostcards ArcticScience Iqaluit Fossil Limestone North,"['North', 'Iqaluit', 'scientists', 'identify', 'fossils', 'exposed', 'limestone', 'ridge', 'FieldPostcards', 'ArcticScience', 'Iqaluit', 'Fossil', 'Limestone', 'North']","[u'north', u'iqaluit', u'scientist', u'identifi', u'fossil', u'expos', u'limeston', u'ridg', u'fieldpostcard', u'arcticsci', u'iqaluit', u'fossil', u'limeston', u'north']","North of Iqaluit, scientists identify fossils on an exposed limestone ridge #FieldPostcards #ArcticScience #Iqaluit #Fossil #Limestone #North",Economical
2017-01-10_06-04-31,"{""username"":""champagneandketones"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26182541_177679589652797_5147498598946045952_n.jpg"",""id"":""230294688""}",1488771622,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,🙌💕✨,0,Neutral,70,1.42E+18,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,BPFidzDBkpm,6,GraphImage,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",[],2017-01-10T06:04:31,[],FALSE,naturalresourcescanada,4211313612,,find NRCan technician bastien Dagnault forest productivity technician Canadian Forestry Service collecting needles create model coal power plant impacts Western Canada part collaborative projects Geological Survey Canada forest work trees geography canada impact highup,"['find', 'NRCan', 'technician', 'bastien', 'Dagnault', 'forest', 'productivity', 'technician', 'Canadian', 'Forestry', 'Service', 'collecting', 'needles', 'create', 'model', 'coal', 'power', 'plant', 'impacts', 'Western', 'Canada', 'part', 'collaborative', 'projects', 'Geological', 'Survey', 'Canada', 'forest', 'work', 'trees', 'geography', 'canada', 'impact', 'highup']","[u'find', u'nrcan', u'technician', u'bastien', u'dagnault', u'forest', u'product', u'technician', u'canadian', u'forestri', u'servic', u'collect', u'needl', u'creat', u'model', u'coal', u'power', u'plant', u'impact', u'western', u'canada', u'part', u'collabor', u'project', u'geolog', u'survey', u'canada', u'forest', u'work', u'tree', u'geographi', u'canada', u'impact', u'highup']","Can you find our NRCan technician? Sébastien Dagnault, forest  productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada 🌲#forest #work #trees #geography #canada #impact #highup",Environmental
