post_id,owner,created_at,id,text_cleaned,hashtags,urls,text_filtered_comment,text_tokenized_comment,text_stemmed_comment,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type,text_original_comment,text_sentiment_original_scores,text_sentiment_original_scores_type,likes,mediaid,caption,url,shortcode,comments,typename,caption_hashtags,tagged_users,date,caption_mentions,is_video,owner_username,owner_id,video_url,text_filtered_post,text_tokenized_post,text_stemmed_post,text_original_post,category
2017-01-10_06-04-31,"{""username"":""sabribest"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14488164_664896327009846_5177594895077998592_a.jpg"",""id"":""911896835""}",1484546824,1.79E+16,so cool!,[],[],cool,['cool'],[u'cool'],cool,0.35,0.35,Positive,Positive,so cool!,0.4375,Positive,70,1.42E+18,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,BPFidzDBkpm,6,GraphImage,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",[],2017-01-10T06:04:31,[],FALSE,naturalresourcescanada,4211313612,,find NRCan technician bastien Dagnault forest productivity technician Canadian Forestry Service collecting needles create model coal power plant impacts Western Canada part collaborative projects Geological Survey Canada forest work trees geography canada impact highup,"['find', 'NRCan', 'technician', 'bastien', 'Dagnault', 'forest', 'productivity', 'technician', 'Canadian', 'Forestry', 'Service', 'collecting', 'needles', 'create', 'model', 'coal', 'power', 'plant', 'impacts', 'Western', 'Canada', 'part', 'collaborative', 'projects', 'Geological', 'Survey', 'Canada', 'forest', 'work', 'trees', 'geography', 'canada', 'impact', 'highup']","[u'find', u'nrcan', u'technician', u'bastien', u'dagnault', u'forest', u'product', u'technician', u'canadian', u'forestri', u'servic', u'collect', u'needl', u'creat', u'model', u'coal', u'power', u'plant', u'impact', u'western', u'canada', u'part', u'collabor', u'project', u'geolog', u'survey', u'canada', u'forest', u'work', u'tree', u'geographi', u'canada', u'impact', u'highup']","Can you find our NRCan technician? Sébastien Dagnault, forest  productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada 🌲#forest #work #trees #geography #canada #impact #highup",Environmental
2017-01-10_06-04-31,"{""username"":""jodiwhitfit"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/26073241_146907265972258_7940841183897452544_n.jpg"",""id"":""20073090""}",1484173180,1.79E+16,I'm seriously in LOVE with your page! Thank you for sharing your life and photos!!!,[],[],seriously LOVE page Thank sharing life photos,"['seriously', 'LOVE', 'page', 'Thank', 'sharing', 'life', 'photos']","[u'serious', u'love', u'page', u'thank', u'share', u'life', u'photo']",seriously LOVE page Thank sharing life photo,0.5,0.5,Positive,Positive,I'm seriously in LOVE with your page!  Thank you for sharing your life and photos!!! 💕,1,Positive,70,1.42E+18,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,BPFidzDBkpm,6,GraphImage,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",[],2017-01-10T06:04:31,[],FALSE,naturalresourcescanada,4211313612,,find NRCan technician bastien Dagnault forest productivity technician Canadian Forestry Service collecting needles create model coal power plant impacts Western Canada part collaborative projects Geological Survey Canada forest work trees geography canada impact highup,"['find', 'NRCan', 'technician', 'bastien', 'Dagnault', 'forest', 'productivity', 'technician', 'Canadian', 'Forestry', 'Service', 'collecting', 'needles', 'create', 'model', 'coal', 'power', 'plant', 'impacts', 'Western', 'Canada', 'part', 'collaborative', 'projects', 'Geological', 'Survey', 'Canada', 'forest', 'work', 'trees', 'geography', 'canada', 'impact', 'highup']","[u'find', u'nrcan', u'technician', u'bastien', u'dagnault', u'forest', u'product', u'technician', u'canadian', u'forestri', u'servic', u'collect', u'needl', u'creat', u'model', u'coal', u'power', u'plant', u'impact', u'western', u'canada', u'part', u'collabor', u'project', u'geolog', u'survey', u'canada', u'forest', u'work', u'tree', u'geographi', u'canada', u'impact', u'highup']","Can you find our NRCan technician? Sébastien Dagnault, forest  productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada 🌲#forest #work #trees #geography #canada #impact #highup",Environmental
2017-01-10_06-04-31,"{""username"":""margueritecervantes"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20347222_146291139282717_220401203186499584_a.jpg"",""id"":""177551641""}",1484120620,1.78E+16,Awesome,[],[],Awesome,['Awesome'],[u'awesom'],Awesome,1,1,Positive,Positive,Awesome 😊,1,Positive,70,1.42E+18,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,BPFidzDBkpm,6,GraphImage,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",[],2017-01-10T06:04:31,[],FALSE,naturalresourcescanada,4211313612,,find NRCan technician bastien Dagnault forest productivity technician Canadian Forestry Service collecting needles create model coal power plant impacts Western Canada part collaborative projects Geological Survey Canada forest work trees geography canada impact highup,"['find', 'NRCan', 'technician', 'bastien', 'Dagnault', 'forest', 'productivity', 'technician', 'Canadian', 'Forestry', 'Service', 'collecting', 'needles', 'create', 'model', 'coal', 'power', 'plant', 'impacts', 'Western', 'Canada', 'part', 'collaborative', 'projects', 'Geological', 'Survey', 'Canada', 'forest', 'work', 'trees', 'geography', 'canada', 'impact', 'highup']","[u'find', u'nrcan', u'technician', u'bastien', u'dagnault', u'forest', u'product', u'technician', u'canadian', u'forestri', u'servic', u'collect', u'needl', u'creat', u'model', u'coal', u'power', u'plant', u'impact', u'western', u'canada', u'part', u'collabor', u'project', u'geolog', u'survey', u'canada', u'forest', u'work', u'tree', u'geographi', u'canada', u'impact', u'highup']","Can you find our NRCan technician? Sébastien Dagnault, forest  productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada 🌲#forest #work #trees #geography #canada #impact #highup",Environmental
2017-01-10_06-04-31,"{""username"":""vaughnfontana"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/23507190_137180337003893_4436604154802077696_n.jpg"",""id"":""35820808""}",1484087550,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,💯,0,Neutral,70,1.42E+18,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,BPFidzDBkpm,6,GraphImage,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",[],2017-01-10T06:04:31,[],FALSE,naturalresourcescanada,4211313612,,find NRCan technician bastien Dagnault forest productivity technician Canadian Forestry Service collecting needles create model coal power plant impacts Western Canada part collaborative projects Geological Survey Canada forest work trees geography canada impact highup,"['find', 'NRCan', 'technician', 'bastien', 'Dagnault', 'forest', 'productivity', 'technician', 'Canadian', 'Forestry', 'Service', 'collecting', 'needles', 'create', 'model', 'coal', 'power', 'plant', 'impacts', 'Western', 'Canada', 'part', 'collaborative', 'projects', 'Geological', 'Survey', 'Canada', 'forest', 'work', 'trees', 'geography', 'canada', 'impact', 'highup']","[u'find', u'nrcan', u'technician', u'bastien', u'dagnault', u'forest', u'product', u'technician', u'canadian', u'forestri', u'servic', u'collect', u'needl', u'creat', u'model', u'coal', u'power', u'plant', u'impact', u'western', u'canada', u'part', u'collabor', u'project', u'geolog', u'survey', u'canada', u'forest', u'work', u'tree', u'geographi', u'canada', u'impact', u'highup']","Can you find our NRCan technician? Sébastien Dagnault, forest  productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada 🌲#forest #work #trees #geography #canada #impact #highup",Environmental
2017-01-10_06-04-31,"{""username"":""ten22co"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/14659419_206968806398458_7409698426830454784_a.jpg"",""id"":""4010878819""}",1484058304,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,💯,0,Neutral,70,1.42E+18,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,BPFidzDBkpm,6,GraphImage,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",[],2017-01-10T06:04:31,[],FALSE,naturalresourcescanada,4211313612,,find NRCan technician bastien Dagnault forest productivity technician Canadian Forestry Service collecting needles create model coal power plant impacts Western Canada part collaborative projects Geological Survey Canada forest work trees geography canada impact highup,"['find', 'NRCan', 'technician', 'bastien', 'Dagnault', 'forest', 'productivity', 'technician', 'Canadian', 'Forestry', 'Service', 'collecting', 'needles', 'create', 'model', 'coal', 'power', 'plant', 'impacts', 'Western', 'Canada', 'part', 'collaborative', 'projects', 'Geological', 'Survey', 'Canada', 'forest', 'work', 'trees', 'geography', 'canada', 'impact', 'highup']","[u'find', u'nrcan', u'technician', u'bastien', u'dagnault', u'forest', u'product', u'technician', u'canadian', u'forestri', u'servic', u'collect', u'needl', u'creat', u'model', u'coal', u'power', u'plant', u'impact', u'western', u'canada', u'part', u'collabor', u'project', u'geolog', u'survey', u'canada', u'forest', u'work', u'tree', u'geographi', u'canada', u'impact', u'highup']","Can you find our NRCan technician? Sébastien Dagnault, forest  productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada 🌲#forest #work #trees #geography #canada #impact #highup",Environmental
2017-01-11_14-10-08,"{""username"":""genbisson"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/20902659_1407981882601390_7283977432632131584_a.jpg"",""id"":""6235865""}",1484363437,1.78E+16,This building is !,['#lit'],[],building,['building'],[u'build'],building,0,0,Neutral,Neutral,This building is #lit!,0,Neutral,27,1.43E+18,LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/233a27c0b9a84fbd2ad48b0801be4481/5AF45240/t51.2885-15/e35/15877482_1638944449735213_5537612209313546240_n.jpg,BPI-1VhBelU,3,GraphImage,"[""leed"",""platinum"",""greenbuilding"",""innovation"",""lab"",""science"",""ontario"",""solar"",""solarenergy""]",[],2017-01-11T14:10:08,[],FALSE,naturalresourcescanada,4211313612,,LEED Platinum highest performance rating LEED green building standards solar panels CanmetMATERIALS Laboratory roof one ways work ensure building green possible LEED platinum greenbuilding innovation lab science ontario solar solarenergy,"['LEED', 'Platinum', 'highest', 'performance', 'rating', 'LEED', 'green', 'building', 'standards', 'solar', 'panels', 'CanmetMATERIALS', 'Laboratory', 'roof', 'one', 'ways', 'work', 'ensure', 'building', 'green', 'possible', 'LEED', 'platinum', 'greenbuilding', 'innovation', 'lab', 'science', 'ontario', 'solar', 'solarenergy']","[u'leed', u'platinum', u'highest', u'perform', u'rate', u'leed', u'green', u'build', u'standard', u'solar', u'panel', u'canmetmateri', u'laboratori', u'roof', u'one', u'way', u'work', u'ensur', u'build', u'green', u'possibl', u'leed', u'platinum', u'greenbuild', u'innov', u'lab', u'scienc', u'ontario', u'solar', u'solarenergi']",LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible. #LEED #platinum #greenbuilding #innovation #lab #science #ontario #solar #solarenergy,Economical
2017-01-11_14-10-08,"{""username"":""qdtaylor"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17882700_102573153638037_955645328759980032_a.jpg"",""id"":""215952367""}",1484195374,1.78E+16,Just needs a green roof,[],[],needs green roof,"['needs', 'green', 'roof']","[u'need', u'green', u'roof']",needs green roof,-0.2,-0.2,Neutral,Neutral,Just needs a green roof,-0.2,Neutral,27,1.43E+18,LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/233a27c0b9a84fbd2ad48b0801be4481/5AF45240/t51.2885-15/e35/15877482_1638944449735213_5537612209313546240_n.jpg,BPI-1VhBelU,3,GraphImage,"[""leed"",""platinum"",""greenbuilding"",""innovation"",""lab"",""science"",""ontario"",""solar"",""solarenergy""]",[],2017-01-11T14:10:08,[],FALSE,naturalresourcescanada,4211313612,,LEED Platinum highest performance rating LEED green building standards solar panels CanmetMATERIALS Laboratory roof one ways work ensure building green possible LEED platinum greenbuilding innovation lab science ontario solar solarenergy,"['LEED', 'Platinum', 'highest', 'performance', 'rating', 'LEED', 'green', 'building', 'standards', 'solar', 'panels', 'CanmetMATERIALS', 'Laboratory', 'roof', 'one', 'ways', 'work', 'ensure', 'building', 'green', 'possible', 'LEED', 'platinum', 'greenbuilding', 'innovation', 'lab', 'science', 'ontario', 'solar', 'solarenergy']","[u'leed', u'platinum', u'highest', u'perform', u'rate', u'leed', u'green', u'build', u'standard', u'solar', u'panel', u'canmetmateri', u'laboratori', u'roof', u'one', u'way', u'work', u'ensur', u'build', u'green', u'possibl', u'leed', u'platinum', u'greenbuild', u'innov', u'lab', u'scienc', u'ontario', u'solar', u'solarenergi']",LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible. #LEED #platinum #greenbuilding #innovation #lab #science #ontario #solar #solarenergy,Economical
2017-01-11_14-10-08,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1484187279,1.79E+16,This is great innovation!!,[],[],great innovation,"['great', 'innovation']","[u'great', u'innov']",great innovation,0.8,0.8,Positive,Positive,This is great innovation!!,1,Positive,27,1.43E+18,LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible.,https://instagram.fyvr3-1.fna.fbcdn.net/vp/233a27c0b9a84fbd2ad48b0801be4481/5AF45240/t51.2885-15/e35/15877482_1638944449735213_5537612209313546240_n.jpg,BPI-1VhBelU,3,GraphImage,"[""leed"",""platinum"",""greenbuilding"",""innovation"",""lab"",""science"",""ontario"",""solar"",""solarenergy""]",[],2017-01-11T14:10:08,[],FALSE,naturalresourcescanada,4211313612,,LEED Platinum highest performance rating LEED green building standards solar panels CanmetMATERIALS Laboratory roof one ways work ensure building green possible LEED platinum greenbuilding innovation lab science ontario solar solarenergy,"['LEED', 'Platinum', 'highest', 'performance', 'rating', 'LEED', 'green', 'building', 'standards', 'solar', 'panels', 'CanmetMATERIALS', 'Laboratory', 'roof', 'one', 'ways', 'work', 'ensure', 'building', 'green', 'possible', 'LEED', 'platinum', 'greenbuilding', 'innovation', 'lab', 'science', 'ontario', 'solar', 'solarenergy']","[u'leed', u'platinum', u'highest', u'perform', u'rate', u'leed', u'green', u'build', u'standard', u'solar', u'panel', u'canmetmateri', u'laboratori', u'roof', u'one', u'way', u'work', u'ensur', u'build', u'green', u'possibl', u'leed', u'platinum', u'greenbuild', u'innov', u'lab', u'scienc', u'ontario', u'solar', u'solarenergi']",LEED Platinum is the highest performance rating of LEED green building standards. The solar panels on our CanmetMATERIALS Laboratory roof are one of the ways that we work to ensure our building is as green as possible. #LEED #platinum #greenbuilding #innovation #lab #science #ontario #solar #solarenergy,Economical
2017-01-31_13-57-20,"{""username"":""akg78001"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/25025669_1896078520419851_763788967848968192_n.jpg"",""id"":""578373662""}",1486048762,1.79E+16,woohoo! done!,[],[],woohoo done,"['woohoo', 'done']","[u'woohoo', u'done']",woohoo done,0,0,Neutral,Neutral,@naturalresourcescanada woohoo! done!,0,Neutral,20,1.44E+18,"Congrats to , who is the winner of our Instagram Flag Contest! You’ll be receiving a flag that flew at the North Pole. To claim your prize, direct message us on Instagram!",https://instagram.fyvr3-1.fna.fbcdn.net/vp/36ccc15bb26da89ce865ede95e236fb8/5AE1C9BB/t51.2885-15/e35/16230527_188824704932636_8101669210708508672_n.jpg,BP8dRJGBRHG,1,GraphImage,"[""pmyouthcouncil"",""northpole"",""winner""]",[],2017-01-31T13:57:20,"[""akg78001""]",FALSE,naturalresourcescanada,4211313612,,Congrats Akg78001 winner Instagram Flag Contest receiving flag flew North Pole claim prize direct message us Instagram PMYouthCouncil NorthPole Winner,"['Congrats', 'Akg78001', 'winner', 'Instagram', 'Flag', 'Contest', 'receiving', 'flag', 'flew', 'North', 'Pole', 'claim', 'prize', 'direct', 'message', 'us', 'Instagram', 'PMYouthCouncil', 'NorthPole', 'Winner']","[u'congrat', u'akg78001', u'winner', u'instagram', u'flag', u'contest', u'receiv', u'flag', u'flew', u'north', u'pole', u'claim', u'prize', u'direct', u'messag', 'us', u'instagram', u'pmyouthcouncil', u'northpol', u'winner']","Congrats to @Akg78001, who is the winner of our Instagram Flag Contest! You’ll be receiving a flag that flew at the North Pole. To claim your prize, direct message us on Instagram! #PMYouthCouncil #NorthPole #Winner",Environmental
2017-02-02_11-21-42,"{""username"":""beerbongsforworldpeace"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/11850238_415739468625189_490077736_a.jpg"",""id"":""261385808""}",1486130245,1.79E+16,,[],[],,['nan'],[u'nan'],,0,0,Neutral,Neutral,✌,0,Neutral,12,1.44E+18,"The Honourable Jim Carr, Canada’s Minister of Natural Resources, addresses participants at the Energy Mexico Oil Gas Power E & Congress in Mexico, Mexico City, on February , .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/9fdced6ac31e8d150185950431a6a3e3/5AE90029/t51.2885-15/s1080x1080/e15/fr/16464429_252425685198485_5911758093347192832_n.jpg,BQBVC9XBPsa,1,GraphImage,[],[],2017-02-02T11:21:42,[],FALSE,naturalresourcescanada,4211313612,,Honourable Jim Carr Minister Natural Resources addresses participants Energy Mexico Oil Gas Power 2017 Expo Congress Mexico Mexico City February 2017,"['Honourable', 'Jim', 'Carr', 'Minister', 'Natural', 'Resources', 'addresses', 'participants', 'Energy', 'Mexico', 'Oil', 'Gas', 'Power', '2017', 'Expo', 'Congress', 'Mexico', 'Mexico', 'City', 'February', '2017']","[u'honour', u'jim', u'carr', u'minist', u'natur', u'resourc', u'address', u'particip', u'energi', u'mexico', u'oil', u'gas', u'power', u'2017', u'expo', u'congress', u'mexico', u'mexico', u'citi', u'februari', u'2017']","The Honourable Jim Carr, Canada’s Minister of Natural Resources, addresses participants at the Energy Mexico Oil Gas Power 2017 Expo & Congress in Mexico, Mexico City, on February 2, 2017.",Economical
2017-02-10_07-52-22,"{""username"":""deluxedrycleaners"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/17596629_775490322611168_3109153278277976064_a.jpg"",""id"":""1793315141""}",1486743088,1.78E+16,Very cool!,[],[],cool,['cool'],[u'cool'],cool,0.35,0.35,Positive,Positive,Very cool!,0.56875,Positive,25,1.45E+18,Sometimes monitoring volcanos brings you to new heights. Volcanologist Melanie Kelman studies Canadian volcanoes (in BC/YT) and prepares to deal with volcanic unrest. Really cool! – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/992c010ec821a1bc4ad9a0538005b86c/5AFAEC71/t51.2885-15/e35/16231004_1234789816639218_7228418440065712128_n.jpg,BQVjczuBojO,1,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T07:52:22,[],FALSE,naturalresourcescanada,4211313612,,Sometimes monitoring volcanos brings new heights Volcanologist Melanie Kelman studies Canadian volcanoes BC YT prepares deal volcanic unrest Really cool DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"['Sometimes', 'monitoring', 'volcanos', 'brings', 'new', 'heights', 'Volcanologist', 'Melanie', 'Kelman', 'studies', 'Canadian', 'volcanoes', 'BC', 'YT', 'prepares', 'deal', 'volcanic', 'unrest', 'Really', 'cool', 'DK', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'sometim', u'monitor', u'volcano', u'bring', u'new', u'height', u'volcanologist', u'melani', u'kelman', u'studi', u'canadian', u'volcano', 'bc', 'yt', u'prepar', u'deal', u'volcan', u'unrest', u'realli', u'cool', 'dk', u'womeninsci', u'nrcansci', u'stemgirl', u'womenintech', u'girlslovesci']",Sometimes monitoring volcanos brings you to new heights. Volcanologist Melanie Kelman studies Canadian volcanoes (in BC/YT) and prepares to deal with volcanic unrest.  Really cool! – DK\n#WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience,Social
2017-02-10_08-16-43,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1487632964,1.79E+16,Amazing!!,[],[],Amazing,['Amazing'],[u'amaz'],Amazing,0.6,0.6,Positive,Positive,Amazing!!,0.9375,Positive,31,1.45E+18,Check out that coastline! Scientist Lisa Nykolaishen uses GPS to measure the crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii BC. Sometimes I wish I could be back in the field again to see views like that! – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fa97fede8eac81eabcfd1afd47522d57/5ADCEBF7/t51.2885-15/e35/16585304_218196415312887_5468640751141257216_n.jpg,BQVmPL1hMSg,2,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T08:16:43,[],FALSE,naturalresourcescanada,4211313612,,Check coastline Scientist Lisa Nykolaishen uses GPS measure crustal motions caused tectonic processes generate earthquakes near Haida Gwaii BC Sometimes wish could back field see views like DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"['Check', 'coastline', 'Scientist', 'Lisa', 'Nykolaishen', 'uses', 'GPS', 'measure', 'crustal', 'motions', 'caused', 'tectonic', 'processes', 'generate', 'earthquakes', 'near', 'Haida', 'Gwaii', 'BC', 'Sometimes', 'wish', 'could', 'back', 'field', 'see', 'views', 'like', 'DK', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'check', u'coastlin', u'scientist', u'lisa', u'nykolaishen', u'use', u'gps', u'measur', u'crustal', u'motion', u'caus', u'tecton', u'process', u'generat', u'earthquak', u'near', u'haida', u'gwaii', 'bc', u'sometim', u'wish', u'could', u'back', u'field', u'see', u'view', u'like', 'dk', u'womeninsci', u'nrcansci', u'stemgirl', u'womenintech', u'girlslovesci']",Check out that coastline! Scientist Lisa Nykolaishen uses GPS to measure the crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii BC. Sometimes I wish I could be back in the field again to see views like that! – DK  #WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience,Social
2017-02-10_08-16-43,"{""username"":""arseguin"",""profile_pic_url"":""https://instagram.fyvr3-1.fna.fbcdn.net/t51.2885-19/s150x150/15276694_787472344724595_6068061028514529280_a.jpg"",""id"":""404674113""}",1486782741,1.79E+16,Amazing!,[],[],Amazing,['Amazing'],[u'amaz'],Amazing,0.6,0.6,Positive,Positive,Amazing!,0.75,Positive,31,1.45E+18,Check out that coastline! Scientist Lisa Nykolaishen uses GPS to measure the crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii BC. Sometimes I wish I could be back in the field again to see views like that! – DK,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fa97fede8eac81eabcfd1afd47522d57/5ADCEBF7/t51.2885-15/e35/16585304_218196415312887_5468640751141257216_n.jpg,BQVmPL1hMSg,2,GraphImage,"[""womeninscience"",""nrcansci"",""stemgirls"",""womenintech"",""girlslovescience""]",[],2017-02-10T08:16:43,[],FALSE,naturalresourcescanada,4211313612,,Check coastline Scientist Lisa Nykolaishen uses GPS measure crustal motions caused tectonic processes generate earthquakes near Haida Gwaii BC Sometimes wish could back field see views like DK WomenInScience NRCanSci STEMGirls WomenInTech GirlsLoveScience,"['Check', 'coastline', 'Scientist', 'Lisa', 'Nykolaishen', 'uses', 'GPS', 'measure', 'crustal', 'motions', 'caused', 'tectonic', 'processes', 'generate', 'earthquakes', 'near', 'Haida', 'Gwaii', 'BC', 'Sometimes', 'wish', 'could', 'back', 'field', 'see', 'views', 'like', 'DK', 'WomenInScience', 'NRCanSci', 'STEMGirls', 'WomenInTech', 'GirlsLoveScience']","[u'check', u'coastlin', u'scientist', u'lisa', u'nykolaishen', u'use', u'gps', u'measur', u'crustal', u'motion', u'caus', u'tecton', u'process', u'generat', u'earthquak', u'near', u'haida', u'gwaii', 'bc', u'sometim', u'wish', u'could', u'back', u'field', u'see', u'view', u'like', 'dk', u'womeninsci', u'nrcansci', u'stemgirl', u'womenintech', u'girlslovesci']",Check out that coastline! Scientist Lisa Nykolaishen uses GPS to measure the crustal motions caused by tectonic processes that generate earthquakes near Haida Gwaii BC. Sometimes I wish I could be back in the field again to see views like that! – DK  #WomenInScience #NRCanSci #STEMGirls #WomenInTech #GirlsLoveScience,Social
