comment_id,status_id,parent_id,comment_message,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
968895789931382_971086149712346,123326971154939_968895789931382,,I can’t wait to watch again!,2018-01-02 09:23:13,1,1,0,0,0,0,0,0
965272193627075_965473630273598,123326971154939_965272193627075,,Is the knowledge exchange planned for this space intended to be only between scientists?,2017-12-22 22:50:25,0,0,0,0,0,0,0,0
965272193627075_968881566599471,123326971154939_965272193627075,965272193627075_965473630273598,"It's a space where Inuit and scientists, as well as Elders and youth, will have the opportunity to meet, discuss, and exchange ideas on various topics including scientific knowledge.",2017-12-29 11:54:50,0,0,0,0,0,0,0,0
965272193627075_965493950271566,123326971154939_965272193627075,,Coool,2017-12-23 00:04:19,0,0,0,0,0,0,0,0
964756970345264_966139420207019,123326971154939_964756970345264,,"Great!  Now why don’t you build some?  Justin’s $200,000 trip to see a lobbiest, I mean old family friend, could have may be helped some people for the rest of their lives.  Sophie probably needed the break though, it’s hard raising three kids with only two nannies.",2017-12-24 06:29:13,0,0,0,0,0,0,0,0
964266113727683_964315497056078,123326971154939_964266113727683,,Looking good Joseph!,2017-12-20 14:53:01,1,1,0,0,0,0,0,0
964266113727683_964707717016856,123326971154939_964266113727683,,Looking good Jo.,2017-12-21 10:04:31,0,0,0,0,0,0,0,0
964266113727683_965004716987156,123326971154939_964266113727683,,Sam Clarence Alookee,2017-12-22 01:42:41,1,1,0,0,0,0,0,0
964266113727683_969898356497792,123326971154939_964266113727683,,"Caulay Morton, Ben Mcnamee",2017-12-31 07:33:29,0,0,0,0,0,0,0,0
964266113727683_965004193653875,123326971154939_964266113727683,,Lee Ann Tungilik,2017-12-22 01:39:57,0,0,0,0,0,0,0,0
964266113727683_964410697046558,123326971154939_964266113727683,,Judah A. Seema Atagoyuk,2017-12-20 19:58:58,0,0,0,0,0,0,0,0
961742007313427_961742933980001,123326971154939_961742007313427,,Ben Canning,2017-12-15 10:09:50,1,1,0,0,0,0,0,0
