status_id,comment_id,parent_id,comment_published,num_reactions_comment,num_likes_comment,num_loves_comment,num_wows_comment,num_hahas_comment,num_sads_comment,num_angrys_comment,num_special_comment,comment_message_cleaned,hashtags_comment,urls_comment,text_filtered_comment,text_tokenized_comment,text_stemmed_comment,text_original_comment,text_sentiment_original_scores,text_sentiment_original_scores_type,link_name,status_type,status_link,status_published,num_reactions_post,num_comments,num_shares,num_likes_post,num_loves_post,num_wows_post,num_hahas_post,num_sads_post,num_angrys_post,num_special_post,status_message_cleaned,hashtags_post,urls_post,text_filtered_post,text_tokenized_post,text_stemmed_post,text_original_post,category
242079006274865_258867484596017,258867484596017_269868800162552,,2017-08-01 05:25:00,0,0,0,0,0,0,0,0,we should get these for our navy.,[],[],get navy,"['get', 'navy']","[u'get', u'navi']",we should get these for our navy. =D,1.0,Positive,Timeline Photos,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/258867484596017/?type=3,2017-07-07 09:01:37,4,1,0,4,0,0,0,0,0,0,"It’s our last day at the Canadian Museum of History & Quai de Hull in Gatineau. Come see us from a.m. to p.m. for games, hovercraft tours & Canadian Coast Guard demonstrations!",[],[],last day Canadian Museum History Quai de Hull Gatineau Come see us games hovercraft tours Canadian Coast Guard demonstrations,"['last', 'day', 'Canadian', 'Museum', 'History', 'Quai', 'de', 'Hull', 'Gatineau', 'Come', 'see', 'us', 'games', 'hovercraft', 'tours', 'Canadian', 'Coast', 'Guard', 'demonstrations']","[u'last', u'day', u'canadian', u'museum', u'histori', u'quai', 'de', u'hull', u'gatineau', u'come', u'see', 'us', u'game', u'hovercraft', u'tour', u'canadian', u'coast', u'guard', u'demonstr']","It’s our last day at the Canadian Museum of History & Quai de Hull in Gatineau. Come see us from 9 a.m. to 4 p.m. for games, hovercraft tours & Canadian Coast Guard demonstrations!",Environmental
242079006274865_260533527762746,260533434429422_263711917444907,,2017-07-17 16:55:41,5,5,0,0,0,0,0,0,He's a very fine fellow too!,[],[],fine fellow,"['fine', 'fellow']","[u'fine', u'fellow']",He's a very fine fellow too!,0.6770833333333335,Positive,Timeline Photos,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/260533434429422/?type=3,2017-07-10 12:01:15,59,4,7,57,2,0,0,0,0,0,"History Week - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since .",[],[],History Week 2017 members important part history Miles Taylor Canadian Coast Guard 49 years logistics officer job make sure ship CCGS Sir Wilfrid Laurier everything needs board operate four months Arctic Miles Arctic every year one since 1980,"['History', 'Week', '2017', 'members', 'important', 'part', 'history', 'Miles', 'Taylor', 'Canadian', 'Coast', 'Guard', '49', 'years', 'logistics', 'officer', 'job', 'make', 'sure', 'ship', 'CCGS', 'Sir', 'Wilfrid', 'Laurier', 'everything', 'needs', 'board', 'operate', 'four', 'months', 'Arctic', 'Miles', 'Arctic', 'every', 'year', 'one', 'since', '1980']","[u'histori', u'week', u'2017', u'member', u'import', u'part', u'histori', u'mile', u'taylor', u'canadian', u'coast', u'guard', '49', u'year', u'logist', u'offic', u'job', u'make', u'sure', u'ship', u'ccgs', u'sir', u'wilfrid', u'laurier', u'everyth', u'need', u'board', u'oper', u'four', u'month', u'arctic', u'mile', u'arctic', u'everi', u'year', u'one', u'sinc', u'1980']","History Week 2017 - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over 49 years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since 1980.",Environmental
242079006274865_260533527762746,260533434429422_263752010774231,,2017-07-17 19:13:20,0,0,0,0,0,0,0,0,We use to call them a Purser,[],[],use call Purser,"['use', 'call', 'Purser']","[u'use', u'call', u'purser']",We use to call them a Purser,0.0,Neutral,Timeline Photos,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/260533434429422/?type=3,2017-07-10 12:01:15,59,4,7,57,2,0,0,0,0,0,"History Week - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since .",[],[],History Week 2017 members important part history Miles Taylor Canadian Coast Guard 49 years logistics officer job make sure ship CCGS Sir Wilfrid Laurier everything needs board operate four months Arctic Miles Arctic every year one since 1980,"['History', 'Week', '2017', 'members', 'important', 'part', 'history', 'Miles', 'Taylor', 'Canadian', 'Coast', 'Guard', '49', 'years', 'logistics', 'officer', 'job', 'make', 'sure', 'ship', 'CCGS', 'Sir', 'Wilfrid', 'Laurier', 'everything', 'needs', 'board', 'operate', 'four', 'months', 'Arctic', 'Miles', 'Arctic', 'every', 'year', 'one', 'since', '1980']","[u'histori', u'week', u'2017', u'member', u'import', u'part', u'histori', u'mile', u'taylor', u'canadian', u'coast', u'guard', '49', u'year', u'logist', u'offic', u'job', u'make', u'sure', u'ship', u'ccgs', u'sir', u'wilfrid', u'laurier', u'everyth', u'need', u'board', u'oper', u'four', u'month', u'arctic', u'mile', u'arctic', u'everi', u'year', u'one', u'sinc', u'1980']","History Week 2017 - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over 49 years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since 1980.",Environmental
242079006274865_260533527762746,260533434429422_263814507434648,260533434429422_263752010774231,2017-07-18 00:06:04,0,0,0,0,0,0,0,0,Some still do,[],[],still,['still'],[u'still'],Some still do,0.0,Neutral,Timeline Photos,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/260533434429422/?type=3,2017-07-10 12:01:15,59,4,7,57,2,0,0,0,0,0,"History Week - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since .",[],[],History Week 2017 members important part history Miles Taylor Canadian Coast Guard 49 years logistics officer job make sure ship CCGS Sir Wilfrid Laurier everything needs board operate four months Arctic Miles Arctic every year one since 1980,"['History', 'Week', '2017', 'members', 'important', 'part', 'history', 'Miles', 'Taylor', 'Canadian', 'Coast', 'Guard', '49', 'years', 'logistics', 'officer', 'job', 'make', 'sure', 'ship', 'CCGS', 'Sir', 'Wilfrid', 'Laurier', 'everything', 'needs', 'board', 'operate', 'four', 'months', 'Arctic', 'Miles', 'Arctic', 'every', 'year', 'one', 'since', '1980']","[u'histori', u'week', u'2017', u'member', u'import', u'part', u'histori', u'mile', u'taylor', u'canadian', u'coast', u'guard', '49', u'year', u'logist', u'offic', u'job', u'make', u'sure', u'ship', u'ccgs', u'sir', u'wilfrid', u'laurier', u'everyth', u'need', u'board', u'oper', u'four', u'month', u'arctic', u'mile', u'arctic', u'everi', u'year', u'one', u'sinc', u'1980']","History Week 2017 - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over 49 years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since 1980.",Environmental
242079006274865_260533527762746,260533434429422_263877377428361,,2017-07-18 03:45:25,0,0,0,0,0,0,0,0,Wow years!!!!,[],[],Wow years,"['Wow', 'years']","[u'wow', u'year']",Wow 49 years!!!!,0.244140625,Neutral,Timeline Photos,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/260533434429422/?type=3,2017-07-10 12:01:15,59,4,7,57,2,0,0,0,0,0,"History Week - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since .",[],[],History Week 2017 members important part history Miles Taylor Canadian Coast Guard 49 years logistics officer job make sure ship CCGS Sir Wilfrid Laurier everything needs board operate four months Arctic Miles Arctic every year one since 1980,"['History', 'Week', '2017', 'members', 'important', 'part', 'history', 'Miles', 'Taylor', 'Canadian', 'Coast', 'Guard', '49', 'years', 'logistics', 'officer', 'job', 'make', 'sure', 'ship', 'CCGS', 'Sir', 'Wilfrid', 'Laurier', 'everything', 'needs', 'board', 'operate', 'four', 'months', 'Arctic', 'Miles', 'Arctic', 'every', 'year', 'one', 'since', '1980']","[u'histori', u'week', u'2017', u'member', u'import', u'part', u'histori', u'mile', u'taylor', u'canadian', u'coast', u'guard', '49', u'year', u'logist', u'offic', u'job', u'make', u'sure', u'ship', u'ccgs', u'sir', u'wilfrid', u'laurier', u'everyth', u'need', u'board', u'oper', u'four', u'month', u'arctic', u'mile', u'arctic', u'everi', u'year', u'one', u'sinc', u'1980']","History Week 2017 - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over 49 years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since 1980.",Environmental
242079006274865_260533527762746,260533434429422_264133107402788,,2017-07-18 15:51:06,0,0,0,0,0,0,0,0,Way to go Myles - Coast Guard Proud.,[],[],Way go Myles Coast Guard Proud,"['Way', 'go', 'Myles', 'Coast', 'Guard', 'Proud']","[u'way', 'go', u'myle', u'coast', u'guard', u'proud']",Way to go Myles - Coast Guard Proud.,0.8,Positive,Timeline Photos,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/260533434429422/?type=3,2017-07-10 12:01:15,59,4,7,57,2,0,0,0,0,0,"History Week - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since .",[],[],History Week 2017 members important part history Miles Taylor Canadian Coast Guard 49 years logistics officer job make sure ship CCGS Sir Wilfrid Laurier everything needs board operate four months Arctic Miles Arctic every year one since 1980,"['History', 'Week', '2017', 'members', 'important', 'part', 'history', 'Miles', 'Taylor', 'Canadian', 'Coast', 'Guard', '49', 'years', 'logistics', 'officer', 'job', 'make', 'sure', 'ship', 'CCGS', 'Sir', 'Wilfrid', 'Laurier', 'everything', 'needs', 'board', 'operate', 'four', 'months', 'Arctic', 'Miles', 'Arctic', 'every', 'year', 'one', 'since', '1980']","[u'histori', u'week', u'2017', u'member', u'import', u'part', u'histori', u'mile', u'taylor', u'canadian', u'coast', u'guard', '49', u'year', u'logist', u'offic', u'job', u'make', u'sure', u'ship', u'ccgs', u'sir', u'wilfrid', u'laurier', u'everyth', u'need', u'board', u'oper', u'four', u'month', u'arctic', u'mile', u'arctic', u'everi', u'year', u'one', u'sinc', u'1980']","History Week 2017 - our members are an important part of our history! Miles Taylor has been with the Canadian Coast Guard for over 49 years. As a logistics officer his job is to make sure this ship, the CCGS Sir Wilfrid Laurier, has everything it needs on board to operate for four months in the Arctic. Miles has been to the Arctic every year but one since 1980.",Environmental
242079006274865_263644927451606,263644927451606_263712784111487,,2017-07-17 17:00:08,0,0,0,0,0,0,0,0,"Good to see CCG on FB, all the best. Cheers.",[],[],Good see CCG FB best Cheers,"['Good', 'see', 'CCG', 'FB', 'best', 'Cheers']","[u'good', u'see', u'ccg', 'fb', u'best', u'cheer']","Good to see CCG on FB, all the best.  Cheers.",0.85,Positive,Events,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.263644827451616.1073741831.242079006274865/263644920784940/?type=3,2017-07-17 12:47:23,76,4,4,75,1,0,0,0,0,0,"The weather was just perfect for yesterday’s Pride Parade in St. John’s, Newfoundland and Labrador! CCG Atlantic Assistant Commissioner Wade Spurrell and our colleagues are proud to celebrate the occasion, and the diversity of our Canadian Coast Guard team.",[],[],weather perfect Pride Parade St Newfoundland Labrador CCG Atlantic Assistant Commissioner Wade Spurrell colleagues proud celebrate occasion diversity Canadian Coast Guard team,"['weather', 'perfect', 'Pride', 'Parade', 'St', 'Newfoundland', 'Labrador', 'CCG', 'Atlantic', 'Assistant', 'Commissioner', 'Wade', 'Spurrell', 'colleagues', 'proud', 'celebrate', 'occasion', 'diversity', 'Canadian', 'Coast', 'Guard', 'team']","[u'weather', u'perfect', u'pride', u'parad', 'st', u'newfoundland', u'labrador', u'ccg', u'atlant', u'assist', u'commission', u'wade', u'spurrel', u'colleagu', u'proud', u'celebr', u'occas', u'divers', u'canadian', u'coast', u'guard', u'team']","The weather was just perfect for yesterday’s Pride Parade in St. John’s, Newfoundland and Labrador! CCG Atlantic Assistant Commissioner Wade Spurrell and our colleagues are proud to celebrate the occasion, and the diversity of our Canadian Coast Guard team.",Environmental
242079006274865_264520167364082,264520167364082_264657904016975,,2017-07-19 20:27:45,1,1,0,0,0,0,0,0,Class of !,[],[],Class,['Class'],[u'class'],Class of 1986!,0.0,Neutral,Canadian Coast Guard College | Collège de la Garde Cotière Canadienne,video,http://ow.ly/rH6n30dw3li,2017-07-19 12:00:59,15,1,3,15,0,0,0,0,0,0,We are proud of our partnership with Canada C3 and of captain Stéphan Guy!,[],['http://ow.ly/rH6n30dw3li'],proud partnership Canada C3 captain phan Guy http ow ly rH6n30dw3li,"['proud', 'partnership', 'Canada', 'C3', 'captain', 'phan', 'Guy', 'http', 'ow', 'ly', 'rH6n30dw3li']","[u'proud', u'partnership', u'canada', 'c3', u'captain', u'phan', u'guy', u'http', 'ow', 'ly', u'rh6n30dw3li']",We are proud of our partnership with Canada C3  and of captain Stéphan Guy! http://ow.ly/rH6n30dw3li,Economical
242079006274865_265405290608903,265405290608903_265902577225841,,2017-07-22 12:10:36,0,0,0,0,0,0,0,0,Simon Girard Larouche,[],[],Simon Girard Larouche,"['Simon', 'Girard', 'Larouche']","[u'simon', u'girard', u'larouch']",😂😂Simon Girard Larouche,0.0,Neutral,Timeline Photos,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/265405290608903/?type=3,2017-07-21 10:29:36,32,3,12,32,0,0,0,0,0,0,Have the Tall Ships at the Port of Québec sparked your interest in the sea and inspired you to learn about the maritime sector and the life of seafaring personnel? The Canadian Coast Guard is recruiting and offers a career like no other! Visit our current job openings: 90 and,[],"['https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?toggleLanguage=en&poster=10164', 'http://www.ccg-gcc.gc.ca/College-and-Careers/Careers']",Tall Ships Port bec sparked interest sea inspired learn maritime sector life seafaring personnel Canadian Coast Guard recruiting offers career like Visit current job openings https emploisfp psjobs cfp psc gc ca psrs srfp applicant page1800 toggleLanguage en poster 1016490 http www ccg gcc gc ca College Careers Careers,"['Tall', 'Ships', 'Port', 'bec', 'sparked', 'interest', 'sea', 'inspired', 'learn', 'maritime', 'sector', 'life', 'seafaring', 'personnel', 'Canadian', 'Coast', 'Guard', 'recruiting', 'offers', 'career', 'like', 'Visit', 'current', 'job', 'openings', 'https', 'emploisfp', 'psjobs', 'cfp', 'psc', 'gc', 'ca', 'psrs', 'srfp', 'applicant', 'page1800', 'toggleLanguage', 'en', 'poster', '1016490', 'http', 'www', 'ccg', 'gcc', 'gc', 'ca', 'College', 'Careers', 'Careers']","[u'tall', u'ship', u'port', u'bec', u'spark', u'interest', u'sea', u'inspir', u'learn', u'maritim', u'sector', u'life', u'seafar', u'personnel', u'canadian', u'coast', u'guard', u'recruit', u'offer', u'career', u'like', u'visit', u'current', u'job', u'open', u'https', u'emploisfp', u'psjob', u'cfp', u'psc', 'gc', 'ca', u'psrs', u'srfp', u'applic', u'page1800', u'togglelanguag', 'en', u'poster', u'1016490', u'http', u'www', u'ccg', u'gcc', 'gc', 'ca', u'colleg', u'career', u'career']",Have the Tall Ships at the Port of Québec sparked your interest in the sea and inspired you to learn about the maritime sector and the life of seafaring personnel? The Canadian Coast Guard is recruiting and offers a career like no other! Visit our current job openings: https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?toggleLanguage=en&poster=1016490 and http://www.ccg-gcc.gc.ca/College-and-Careers/Careers,Economical
242079006274865_265405290608903,265405290608903_265912847224814,265405290608903_265902577225841,2017-07-22 12:52:02,1,1,0,0,0,0,0,0,e personne qui m'en parle haha,[],[],personne parle haha,"['personne', 'parle', 'haha']","[u'personn', u'parl', u'haha']",3e personne qui m'en parle haha,0.2,Neutral,Timeline Photos,photo,https://www.facebook.com/CanadianCoastGuard/photos/a.258864731262959.1073741828.242079006274865/265405290608903/?type=3,2017-07-21 10:29:36,32,3,12,32,0,0,0,0,0,0,Have the Tall Ships at the Port of Québec sparked your interest in the sea and inspired you to learn about the maritime sector and the life of seafaring personnel? The Canadian Coast Guard is recruiting and offers a career like no other! Visit our current job openings: 90 and,[],"['https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?toggleLanguage=en&poster=10164', 'http://www.ccg-gcc.gc.ca/College-and-Careers/Careers']",Tall Ships Port bec sparked interest sea inspired learn maritime sector life seafaring personnel Canadian Coast Guard recruiting offers career like Visit current job openings https emploisfp psjobs cfp psc gc ca psrs srfp applicant page1800 toggleLanguage en poster 1016490 http www ccg gcc gc ca College Careers Careers,"['Tall', 'Ships', 'Port', 'bec', 'sparked', 'interest', 'sea', 'inspired', 'learn', 'maritime', 'sector', 'life', 'seafaring', 'personnel', 'Canadian', 'Coast', 'Guard', 'recruiting', 'offers', 'career', 'like', 'Visit', 'current', 'job', 'openings', 'https', 'emploisfp', 'psjobs', 'cfp', 'psc', 'gc', 'ca', 'psrs', 'srfp', 'applicant', 'page1800', 'toggleLanguage', 'en', 'poster', '1016490', 'http', 'www', 'ccg', 'gcc', 'gc', 'ca', 'College', 'Careers', 'Careers']","[u'tall', u'ship', u'port', u'bec', u'spark', u'interest', u'sea', u'inspir', u'learn', u'maritim', u'sector', u'life', u'seafar', u'personnel', u'canadian', u'coast', u'guard', u'recruit', u'offer', u'career', u'like', u'visit', u'current', u'job', u'open', u'https', u'emploisfp', u'psjob', u'cfp', u'psc', 'gc', 'ca', u'psrs', u'srfp', u'applic', u'page1800', u'togglelanguag', 'en', u'poster', u'1016490', u'http', u'www', u'ccg', u'gcc', 'gc', 'ca', u'colleg', u'career', u'career']",Have the Tall Ships at the Port of Québec sparked your interest in the sea and inspired you to learn about the maritime sector and the life of seafaring personnel? The Canadian Coast Guard is recruiting and offers a career like no other! Visit our current job openings: https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?toggleLanguage=en&poster=1016490 and http://www.ccg-gcc.gc.ca/College-and-Careers/Careers,Economical
